Roll Number; 0
Recipe Name; FP 4582_244 GSM
Start Time; 2017-11-30; 11:40:32
File Name; D:\Mahlo\TR\171130114032FP 4582_244 GSM0_XMF2.txt

-0.1; 11:40:52; (); (); (); (); 1.646168; 1.647749; 1.648999; 1.648877; 1.648753; 1.648105; 1.647208; 1.646259; 1.646942; 1.646347; 1.644754; 1.641849; 1.639177; 1.637046; 1.635405; 1.633702; 1.632457; 1.630794; 1.629344; 1.627521; 1.625788; 1.623248; 1.621163; 1.618580; 1.616450; 1.614721; 1.613939; 1.613584; 1.613449; 1.612733; 1.611585; 1.609772; 1.607026; 1.603832; 1.600610; 1.597218; 1.595080; 1.593978; 1.593984; 1.593548; 1.593779; 1.593306; 1.592418; 1.590399; 1.587861; 1.585612; 1.583952; 1.583274; 1.584442; 1.586566; 1.588933; 1.591340; 1.594331; 1.597174; 1.600876; 1.604578; 1.607957; 1.609914; 1.611330; 1.612251; 1.612675; 1.612180; 1.610934; 1.607962; 1.604829; 1.600698; 1.595594; 1.589875; 1.584709; 1.579125; 1.573101; 1.567752; 1.563191; 1.559281; 1.556629; 1.554841; 1.554846; 1.555815; 1.558074; 1.560742; 1.563809; 1.566550; 1.568786; 1.570750; 1.572485; 1.574207; 1.576447; 1.578910; 1.582141; 1.584956; 1.586990; 1.587918; 1.588110; 1.588143; 1.587707; 1.587697; 1.588398; 1.589411; 1.591144; 1.590996; 1.590097; 1.589160; 1.588602; 1.587677; 1.586776; 1.586323; 1.586211; 1.586794; 1.587435; 1.588866; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
0.6; 11:41:01; (); (); (); (); 1.573060; 1.584843; 1.598318; 1.608115; 1.612550; 1.615276; 1.615505; 1.615128; 1.615860; 1.620322; 1.625459; 1.627150; 1.628455; 1.627259; 1.624909; 1.617775; 1.609900; 1.602462; 1.594179; 1.588793; 1.584383; 1.581365; 1.579267; 1.577402; 1.576299; 1.575314; 1.575052; 1.574939; 1.574592; 1.574371; 1.573897; 1.573210; 1.573073; 1.573724; 1.575708; 1.578076; 1.580955; 1.584474; 1.588058; 1.591152; 1.594196; 1.597205; 1.599550; 1.601173; 1.602120; 1.602790; 1.602880; 1.602383; 1.601026; 1.598576; 1.595765; 1.593481; 1.592116; 1.591725; 1.592357; 1.594306; 1.597010; 1.599752; 1.602585; 1.606239; 1.609752; 1.612598; 1.615489; 1.617933; 1.619803; 1.619545; 1.618046; 1.614946; 1.610882; 1.605776; 1.600558; 1.594808; 1.587881; 1.582027; 1.577304; 1.573707; 1.572096; 1.571419; 1.571214; 1.572229; 1.574482; 1.576343; 1.577836; 1.579298; 1.580931; 1.582925; 1.585802; 1.590032; 1.594307; 1.597450; 1.600211; 1.601491; 1.602721; 1.604049; 1.605744; 1.608347; 1.611103; 1.613909; 1.616509; 1.618309; 1.619526; 1.619967; 1.619886; 1.619307; 1.618063; 1.615962; 1.614100; 1.611844; 1.609153; 1.605877; 1.602385; 1.600173; 1.598323; 1.596955; 1.596309; 1.595542; 1.594289; 1.592875; 1.591138; 1.589919; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1.4; 11:41:09; (); (); (); (); 1.652425; 1.654253; 1.655759; 1.656369; 1.656515; 1.656306; 1.655611; 1.655094; 1.656289; 1.656315; 1.654989; 1.652436; 1.650315; 1.648126; 1.645963; 1.644198; 1.642862; 1.641022; 1.639214; 1.637027; 1.634912; 1.632479; 1.630221; 1.627581; 1.625451; 1.623517; 1.622727; 1.622423; 1.622255; 1.621439; 1.619903; 1.617619; 1.614934; 1.611404; 1.607218; 1.603425; 1.600989; 1.599524; 1.598972; 1.598653; 1.598561; 1.598047; 1.597059; 1.595171; 1.592983; 1.590955; 1.589654; 1.589865; 1.591558; 1.593875; 1.596593; 1.599777; 1.603405; 1.606723; 1.610690; 1.614865; 1.617849; 1.619708; 1.621433; 1.622384; 1.622916; 1.622518; 1.621119; 1.618166; 1.615495; 1.612134; 1.607229; 1.601604; 1.595803; 1.589509; 1.584801; 1.579980; 1.575650; 1.571775; 1.568699; 1.567064; 1.567107; 1.568271; 1.570494; 1.572675; 1.575379; 1.578044; 1.580995; 1.582570; 1.584204; 1.585325; 1.587315; 1.589528; 1.592339; 1.594495; 1.596031; 1.597007; 1.597780; 1.598149; 1.598211; 1.598256; 1.598747; 1.598930; 1.601474; 1.601603; 1.601134; 1.600728; 1.600124; 1.600394; 1.600658; 1.602596; 1.603560; 1.606145; 1.608634; 1.610571; 1.612573; 1.612566; 1.614209; 1.613254; 1.614411; 1.616094; 1.617782; 1.620000; 1.620960; 1.622503; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2.1; 11:41:18; (); (); (); (); 1.579135; 1.589875; 1.601188; 1.610273; 1.614583; 1.618082; 1.618859; 1.618713; 1.618100; 1.622032; 1.627640; 1.629309; 1.630703; 1.629284; 1.627032; 1.621573; 1.614606; 1.607577; 1.600357; 1.594751; 1.589566; 1.586550; 1.584762; 1.583629; 1.582664; 1.582092; 1.582111; 1.581991; 1.582264; 1.581922; 1.581580; 1.581277; 1.581376; 1.582263; 1.584351; 1.587510; 1.590523; 1.593054; 1.595896; 1.598186; 1.601205; 1.604035; 1.606279; 1.608080; 1.608914; 1.609004; 1.608879; 1.608011; 1.606544; 1.603770; 1.600702; 1.598491; 1.597594; 1.597644; 1.598196; 1.600031; 1.602763; 1.605786; 1.608909; 1.612858; 1.616463; 1.618974; 1.622000; 1.625029; 1.626567; 1.625809; 1.624066; 1.620931; 1.617141; 1.612600; 1.606015; 1.598456; 1.590839; 1.584347; 1.579496; 1.575428; 1.572773; 1.571183; 1.570197; 1.570450; 1.571594; 1.573014; 1.573959; 1.574616; 1.575975; 1.577724; 1.581093; 1.585196; 1.589289; 1.592925; 1.595916; 1.597682; 1.599274; 1.601042; 1.603140; 1.604999; 1.607334; 1.610436; 1.612877; 1.614335; 1.615711; 1.616247; 1.616384; 1.615675; 1.614441; 1.612743; 1.610686; 1.607878; 1.604733; 1.601454; 1.598187; 1.596173; 1.594621; 1.593417; 1.592592; 1.591713; 1.590282; 1.588557; 1.587024; 1.585905; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2.8; 11:41:27; (); (); (); (); 1.579135; 1.646692; 1.649398; 1.650807; 1.651412; 1.651209; 1.650682; 1.650064; 1.651683; 1.652025; 1.651773; 1.650024; 1.647643; 1.645665; 1.644048; 1.642074; 1.640564; 1.638225; 1.636065; 1.633809; 1.631420; 1.629101; 1.627071; 1.623924; 1.621660; 1.620084; 1.619276; 1.618928; 1.618662; 1.618018; 1.617060; 1.614792; 1.611357; 1.608462; 1.604572; 1.601153; 1.599062; 1.597497; 1.596935; 1.596507; 1.595808; 1.595047; 1.593936; 1.591547; 1.588701; 1.586417; 1.585288; 1.585423; 1.586742; 1.588946; 1.591700; 1.594235; 1.597297; 1.601098; 1.604763; 1.608328; 1.611369; 1.613647; 1.615833; 1.617051; 1.617784; 1.617303; 1.616036; 1.613837; 1.610711; 1.606581; 1.602507; 1.597725; 1.591940; 1.585844; 1.580230; 1.575114; 1.570953; 1.566761; 1.564188; 1.562998; 1.563051; 1.564215; 1.566722; 1.569091; 1.571852; 1.574391; 1.577160; 1.578972; 1.580470; 1.581858; 1.583986; 1.586053; 1.588767; 1.590844; 1.592536; 1.593859; 1.594469; 1.594511; 1.594160; 1.593696; 1.593985; 1.594142; 1.596182; 1.596365; 1.595330; 1.594554; 1.593866; 1.593502; 1.593400; 1.594289; 1.594888; 1.597818; 1.600046; 1.601497; 1.602858; 1.602983; 1.604403; 1.603242; 1.605143; 1.606629; 1.608049; 1.610141; 1.610622; 1.611997; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
3.6; 11:41:36; (); (); (); (); (); 1.584376; 1.599193; 1.608595; 1.613258; 1.616889; 1.617803; 1.617551; 1.617639; 1.623207; 1.629809; 1.631990; 1.633630; 1.632870; 1.630721; 1.623744; 1.615754; 1.608553; 1.601295; 1.596304; 1.591308; 1.588345; 1.586519; 1.584452; 1.583660; 1.582546; 1.582052; 1.581731; 1.581739; 1.581555; 1.581365; 1.580687; 1.580318; 1.581126; 1.583239; 1.585671; 1.588171; 1.590462; 1.593679; 1.596569; 1.599482; 1.601963; 1.604375; 1.605729; 1.606483; 1.606766; 1.607000; 1.606451; 1.605241; 1.602752; 1.599937; 1.598081; 1.597349; 1.597330; 1.597879; 1.599821; 1.602743; 1.605618; 1.609275; 1.612684; 1.615657; 1.618771; 1.621660; 1.624195; 1.626127; 1.625523; 1.623668; 1.620481; 1.616113; 1.611537; 1.605731; 1.598053; 1.591188; 1.584765; 1.578489; 1.574549; 1.571915; 1.570100; 1.569242; 1.569280; 1.570539; 1.571872; 1.572906; 1.573684; 1.575093; 1.577236; 1.580274; 1.584142; 1.588512; 1.592006; 1.594790; 1.596933; 1.598762; 1.600625; 1.602773; 1.605160; 1.607815; 1.610997; 1.613775; 1.615313; 1.616666; 1.617026; 1.616964; 1.616237; 1.614900; 1.613046; 1.611017; 1.608167; 1.605122; 1.602232; 1.599586; 1.597015; 1.595301; 1.594466; 1.593835; 1.593030; 1.591967; 1.590420; 1.589039; 1.588267; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
4.3; 11:41:44; (); (); (); (); (); 1.650060; 1.652155; 1.653172; 1.653824; 1.653415; 1.652946; 1.651892; 1.652808; 1.652984; 1.652498; 1.651214; 1.648948; 1.646396; 1.644570; 1.642890; 1.641187; 1.639321; 1.637673; 1.635121; 1.633029; 1.630688; 1.628657; 1.625834; 1.623658; 1.622466; 1.621891; 1.621604; 1.621561; 1.620895; 1.620024; 1.618738; 1.615569; 1.611753; 1.608541; 1.605737; 1.603419; 1.602086; 1.601420; 1.601018; 1.600985; 1.600406; 1.599452; 1.597649; 1.595040; 1.592409; 1.590687; 1.590558; 1.591644; 1.593936; 1.596358; 1.598925; 1.602181; 1.605303; 1.608697; 1.612328; 1.615395; 1.617636; 1.619345; 1.620169; 1.620397; 1.619595; 1.618046; 1.615101; 1.611756; 1.607451; 1.602926; 1.598219; 1.592605; 1.586626; 1.581669; 1.576656; 1.571602; 1.568017; 1.565817; 1.564639; 1.565156; 1.566616; 1.569080; 1.572189; 1.575349; 1.578130; 1.580696; 1.582497; 1.584291; 1.585719; 1.587790; 1.590035; 1.592109; 1.593944; 1.595612; 1.596774; 1.597243; 1.597467; 1.596988; 1.596832; 1.596945; 1.598165; 1.600385; 1.600731; 1.599393; 1.598755; 1.598296; 1.598355; 1.598385; 1.599441; 1.599724; 1.602531; 1.603624; 1.606106; 1.607010; 1.607318; 1.607353; 1.606283; 1.607709; 1.608934; 1.610176; 1.611702; 1.612267; 1.613426; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
5.1; 11:41:53; (); (); (); (); (); 1.588003; 1.601348; 1.610537; 1.616973; 1.620784; 1.621381; 1.621298; 1.621761; 1.627072; 1.632035; 1.635234; 1.636611; 1.635318; 1.634169; 1.627410; 1.619668; 1.611283; 1.603354; 1.599050; 1.594401; 1.591778; 1.589728; 1.588044; 1.587410; 1.586577; 1.586182; 1.585667; 1.585746; 1.585489; 1.585068; 1.584860; 1.585020; 1.585714; 1.587131; 1.589769; 1.592282; 1.594908; 1.597791; 1.600965; 1.603561; 1.605991; 1.608440; 1.609952; 1.610720; 1.611155; 1.610999; 1.610316; 1.608649; 1.605934; 1.603834; 1.601973; 1.601246; 1.601226; 1.601828; 1.604034; 1.606752; 1.609818; 1.612448; 1.615596; 1.618983; 1.621910; 1.625039; 1.627787; 1.628787; 1.627746; 1.625863; 1.623117; 1.618655; 1.613003; 1.605688; 1.598038; 1.591327; 1.585616; 1.580035; 1.575605; 1.572902; 1.571237; 1.570425; 1.570917; 1.572449; 1.573909; 1.574924; 1.576053; 1.577841; 1.580329; 1.583488; 1.587467; 1.591790; 1.595382; 1.598418; 1.600415; 1.602073; 1.603624; 1.605353; 1.607642; 1.610617; 1.613659; 1.616250; 1.617891; 1.619283; 1.619918; 1.619676; 1.618702; 1.617396; 1.615676; 1.613357; 1.610571; 1.607805; 1.604806; 1.601787; 1.598850; 1.596586; 1.595431; 1.594758; 1.594013; 1.592729; 1.591071; 1.589684; 1.588664; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
8.8; 11:42:36; (); (); (); (); 1.664234; 1.666969; 1.670706; 1.673785; 1.674861; 1.674217; 1.672381; 1.669222; 1.666426; 1.665716; 1.662800; 1.656619; 1.650530; 1.644899; 1.637696; 1.629029; 1.620309; 1.611619; 1.604633; 1.598627; 1.593277; 1.589201; 1.585815; 1.582952; 1.580140; 1.578685; 1.578283; 1.577932; 1.577771; 1.577850; 1.577917; 1.577486; 1.576930; 1.576547; 1.576922; 1.578249; 1.580525; 1.583857; 1.587910; 1.591619; 1.594528; 1.597348; 1.599877; 1.601466; 1.602141; 1.602075; 1.602033; 1.601685; 1.600931; 1.599983; 1.598422; 1.596579; 1.595081; 1.594482; 1.595045; 1.597072; 1.600134; 1.603298; 1.606829; 1.610501; 1.613510; 1.616548; 1.619801; 1.622759; 1.623765; 1.622448; 1.620138; 1.617279; 1.613198; 1.607232; 1.600010; 1.592179; 1.585464; 1.579757; 1.574177; 1.569645; 1.567297; 1.565988; 1.565296; 1.565984; 1.567701; 1.568849; 1.569899; 1.571071; 1.572995; 1.575772; 1.580062; 1.583455; 1.587046; 1.590972; 1.593763; 1.595417; 1.596886; 1.598670; 1.600441; 1.602425; 1.605343; 1.608383; 1.610819; 1.611952; 1.612748; 1.612996; 1.612762; 1.611759; 1.610203; 1.607954; 1.605703; 1.603156; 1.599918; 1.597056; 1.594123; 1.591573; 1.589971; 1.588499; 1.587887; 1.587096; 1.585850; 1.584168; 1.582562; 1.581415; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
9.5; 11:42:45; (); (); (); (); 1.645800; 1.647268; 1.648334; 1.648517; 1.648774; 1.648256; 1.647433; 1.647690; 1.648477; 1.648037; 1.645693; 1.642754; 1.640432; 1.638335; 1.636845; 1.635319; 1.634040; 1.632269; 1.630718; 1.628314; 1.626594; 1.624402; 1.622002; 1.619720; 1.618003; 1.616703; 1.616273; 1.616111; 1.615965; 1.615170; 1.613534; 1.611393; 1.609242; 1.605951; 1.602166; 1.598999; 1.596831; 1.595507; 1.594852; 1.594295; 1.594283; 1.593534; 1.592434; 1.590094; 1.587900; 1.585929; 1.584622; 1.583716; 1.584860; 1.587132; 1.589916; 1.592456; 1.596009; 1.599550; 1.602715; 1.605825; 1.608945; 1.611305; 1.613121; 1.613819; 1.613997; 1.613325; 1.612334; 1.610447; 1.607128; 1.602537; 1.597414; 1.591653; 1.585965; 1.580415; 1.575974; 1.570622; 1.565263; 1.560973; 1.558398; 1.557052; 1.557448; 1.558586; 1.560724; 1.563029; 1.565797; 1.568741; 1.571364; 1.573294; 1.575082; 1.576700; 1.579314; 1.581857; 1.584377; 1.586710; 1.588371; 1.589259; 1.589953; 1.590481; 1.590435; 1.590464; 1.590704; 1.591599; 1.593352; 1.591822; 1.591202; 1.590738; 1.590727; 1.591133; 1.591839; 1.593391; 1.594060; 1.596808; 1.597984; 1.600273; 1.601932; 1.602115; 1.603130; 1.602682; 1.605208; 1.607173; 1.608511; 1.610431; 1.610706; 1.611504; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
