Roll Number; 0
Recipe Name; FP 4556_184 GSM
Start Time; 2017-12-05; 11:21:29
File Name; D:\Mahlo\TR\171205112129FP 4556_184 GSM0_XMF2.txt

2050.8; 11:21:41; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 4.433758; 4.413964; 4.215484; 4.028633; 3.871070; 3.721399; 3.610293; 3.514980; 3.389279; 3.237546; 3.067277; 2.908633; 2.772034; 2.636569; 2.501986; 2.338758; 2.200849; 2.186235; 2.182063; 2.178438; 2.174446; 2.169224; 2.165810; 2.161794; 2.157936; 2.153304; 2.146914; 2.140934; 2.133476; 2.127495; 2.120476; 2.112504; 2.103836; 2.097413; 2.091455; 2.087212; 2.082395; 2.076227; 2.071823; 2.070892; 2.069595; 2.065459; 2.061247; 2.059670; 2.060688; 2.067073; 2.074244; 2.081216; 2.088556; 2.096114; 2.103095; 2.111028; 2.120355; 2.124247; 2.125293; 2.126708; 2.129762; 2.134741; 2.138446; 2.140151; 2.137918; 2.134458; 2.133771; 2.134452; 2.135332; 2.136368; 2.133329; 2.129022; 2.127711; 2.127006; 2.130099; 2.134391; 2.137003; 2.139349; 2.142665; 2.145387; 2.150159; 2.153153; 2.155400; 2.157725; 2.162222; 2.167794; 2.170462; 2.171651; 2.172469; 2.174219; 2.173976; 2.174600; 2.173430; 2.172563; 2.174056; 2.173478; 2.172543; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2056.2; 11:21:50; (); (); (); (); (); (); (); (); (); 1.873877; 1.873288; 1.870822; 1.867696; 1.863859; 1.857786; 1.850587; 1.847694; 1.844417; 1.840739; 1.838776; 1.836182; 1.831893; 1.824493; 1.814345; 1.804286; 1.796204; 1.790920; 1.789446; 1.786144; 1.784976; 1.786123; 1.784999; 1.784950; 1.786017; 1.785368; 1.782533; 1.779269; 1.773605; 1.770042; 1.767696; 1.764878; 1.761113; 1.756318; 1.752234; 1.750402; 1.746600; 1.741112; 1.732680; 1.721404; 1.710219; 1.704927; 1.697862; 1.692792; 1.689982; 1.685987; 1.681258; 1.679211; 1.678004; 1.676644; 1.671077; 1.667492; 1.665518; 1.679098; 1.705819; 1.730068; 1.750684; 1.777757; 1.813599; 1.847636; 1.883069; 1.917142; 1.946049; 1.974983; 2.002198; 2.031515; 2.060962; 2.089577; 2.109094; 2.113345; 2.118997; 2.127169; 2.132563; 2.132965; 2.128951; 2.124178; 2.124043; 2.125321; 2.127279; 2.131879; 2.138905; 2.148855; 2.160484; 2.172684; 2.180616; 2.186355; 2.190490; 2.191841; 2.195764; 2.200859; 2.207895; 2.211721; 2.213171; 2.215857; 2.213864; 2.213894; 2.209926; 2.203874; 2.197419; 2.193165; 2.189690; 2.185144; 2.184397; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2060.2; 11:21:59; (); (); (); (); (); (); (); (); (); 1.815878; 1.818827; 1.813849; 1.812651; 1.824084; 1.832615; 1.831902; 1.827968; 1.823214; 1.812254; 1.815113; 1.816301; 1.817048; 1.817277; 1.809481; 1.807471; 1.802060; 1.800697; 1.798405; 1.782237; 1.770054; 1.767399; 1.769039; 1.771022; 1.772982; 1.772888; 1.768824; 1.763122; 1.759390; 1.758001; 1.753137; 1.748000; 1.744339; 1.741465; 1.742500; 1.742037; 1.738379; 1.732077; 1.723907; 1.715652; 1.703933; 1.696429; 1.693541; 1.691085; 1.689448; 1.688512; 1.685839; 1.683066; 1.681992; 1.680188; 1.678347; 1.673126; 1.669444; 1.668922; 1.668677; 1.669164; 1.669337; 1.672359; 1.677422; 1.683334; 1.694406; 1.705356; 1.714845; 1.722280; 1.726021; 1.732132; 1.741843; 1.754078; 1.767171; 1.778254; 1.787324; 1.795972; 1.800116; 1.801779; 1.800239; 1.794249; 1.789478; 1.783788; 1.778885; 1.779173; 1.779590; 1.780687; 1.780736; 1.781144; 1.781091; 1.780898; 1.778875; 1.776966; 1.774743; 1.776017; 1.778874; 1.781321; 1.782012; 1.781320; 1.777794; 1.773565; 1.768501; 1.764822; 1.758807; 1.749574; 1.740176; 1.732780; 1.725811; 1.719906; 1.721009; 1.719581; 1.719358; 1.723857; 1.730123; 1.735359; 1.738392; 1.739069; 1.739444; 1.737739; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2064.5; 11:22:07; (); (); (); (); (); (); (); (); (); 1.861299; 1.862970; 1.862321; 1.860955; 1.859285; 1.857929; 1.854905; 1.850025; 1.845716; 1.844630; 1.844239; 1.844640; 1.845561; 1.844846; 1.843641; 1.841442; 1.837712; 1.832718; 1.826569; 1.821734; 1.817284; 1.818262; 1.819335; 1.820199; 1.820604; 1.821616; 1.821096; 1.818637; 1.816373; 1.812856; 1.808414; 1.808573; 1.808892; 1.811019; 1.811670; 1.810061; 1.802793; 1.795663; 1.786705; 1.772866; 1.754912; 1.740384; 1.725483; 1.713541; 1.703051; 1.694715; 1.686347; 1.680450; 1.674493; 1.669217; 1.664305; 1.661207; 1.659041; 1.661571; 1.668619; 1.680245; 1.691879; 1.706785; 1.719366; 1.732104; 1.742210; 1.747923; 1.752296; 1.755476; 1.758998; 1.761236; 1.763423; 1.766688; 1.768375; 1.769077; 1.771169; 1.770480; 1.767309; 1.763302; 1.759917; 1.758136; 1.759189; 1.762924; 1.771678; 1.781375; 1.794702; 1.808160; 1.820941; 1.833931; 1.844272; 1.847713; 1.851339; 1.853564; 1.856748; 1.855088; 1.856646; 1.855115; 1.851968; 1.845526; 1.840076; 1.832327; 1.818057; 1.802976; 1.783720; 1.765705; 1.750866; 1.730680; 1.721776; 1.703843; 1.693502; 1.670605; 1.661483; 1.655235; 1.645834; 1.632422; 1.617253; 1.606449; 1.590256; 1.737739; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2068.5; 11:22:16; (); (); (); (); (); (); (); (); (); 1.742311; 1.754050; 1.762982; 1.773646; 1.777890; 1.780384; 1.782970; 1.783242; 1.787120; 1.784975; 1.797906; 1.806211; 1.811080; 1.818169; 1.820436; 1.827893; 1.824027; 1.819796; 1.808888; 1.800327; 1.793991; 1.791288; 1.793284; 1.794427; 1.797685; 1.793699; 1.790400; 1.788572; 1.786153; 1.782156; 1.776031; 1.774093; 1.771253; 1.770192; 1.771845; 1.772788; 1.771729; 1.767665; 1.758414; 1.747356; 1.735780; 1.722228; 1.707933; 1.693860; 1.685567; 1.676374; 1.667549; 1.664527; 1.665389; 1.669143; 1.672352; 1.669661; 1.666988; 1.666270; 1.666922; 1.670233; 1.676462; 1.686283; 1.700222; 1.715251; 1.729178; 1.735244; 1.736304; 1.734231; 1.727426; 1.721505; 1.718668; 1.723473; 1.732867; 1.740821; 1.746752; 1.754212; 1.759226; 1.762905; 1.763227; 1.764145; 1.769587; 1.778055; 1.788767; 1.800105; 1.811613; 1.823653; 1.828178; 1.830126; 1.833517; 1.839267; 1.842251; 1.842213; 1.840013; 1.838051; 1.839085; 1.838022; 1.833668; 1.828956; 1.824169; 1.820030; 1.813262; 1.806211; 1.801160; 1.793262; 1.783059; 1.775408; 1.766162; 1.754664; 1.813632; 2.221599; 2.257312; 2.250697; 2.243209; 2.237370; 2.207884; 1.757136; 1.702057; 1.737739; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2072.9; 11:22:25; (); (); (); (); (); (); (); (); (); 1.835234; 1.833710; 1.833488; 1.834304; 1.833830; 1.833621; 1.830230; 1.824185; 1.815809; 1.809835; 1.805404; 1.802641; 1.799717; 1.798496; 1.794140; 1.791762; 1.790886; 1.790623; 1.790919; 1.789024; 1.785597; 1.786735; 1.793579; 1.799765; 1.805991; 1.813021; 1.816917; 1.820909; 1.824076; 1.828685; 1.829744; 1.827715; 1.822096; 1.816218; 1.815179; 1.814094; 1.807904; 1.798900; 1.787863; 1.771425; 1.756074; 1.743288; 1.730146; 1.719758; 1.711362; 1.705980; 1.699508; 1.695703; 1.690051; 1.684726; 1.680422; 1.678445; 1.679444; 1.684014; 1.692107; 1.706466; 1.717362; 1.729490; 1.739758; 1.745185; 1.751727; 1.759735; 1.765450; 1.771511; 1.777038; 1.782114; 1.784032; 1.785505; 1.788395; 1.792712; 1.791429; 1.790775; 1.791178; 1.791880; 1.793421; 1.796334; 1.798045; 1.802785; 1.807626; 1.811710; 1.816942; 1.824919; 1.833183; 1.840260; 1.844510; 1.849460; 1.854512; 1.856919; 1.857884; 1.856403; 1.853980; 1.854544; 1.851709; 1.850552; 1.847225; 1.843695; 1.839776; 1.835046; 1.829022; 1.818194; 1.811187; 1.799354; 1.793596; 1.786547; 1.780602; 1.773285; 1.768802; 1.766695; 1.762154; 1.758977; 1.755957; 1.750737; 1.741726; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2076.9; 11:22:34; (); (); (); (); (); (); (); (); (); 1.746768; 1.754015; 1.750597; 1.750712; 1.748867; 1.749426; 1.745812; 1.738919; 1.736215; 1.729251; 1.738435; 1.744447; 1.750107; 1.753317; 1.750291; 1.755112; 1.751443; 1.758075; 1.762860; 1.769401; 1.773047; 1.775351; 1.781446; 1.785348; 1.783529; 1.776293; 1.766996; 1.761366; 1.757109; 1.753563; 1.748206; 1.745098; 1.740178; 1.737060; 1.733400; 1.733187; 1.734387; 1.733727; 1.728549; 1.724580; 1.722060; 1.719870; 1.714016; 1.708295; 1.705153; 1.702915; 1.700586; 1.697677; 1.692596; 1.686477; 1.680672; 1.677207; 1.678495; 1.680298; 1.684170; 1.689640; 1.697275; 1.706187; 1.717945; 1.730421; 1.738271; 1.746960; 1.756280; 1.762915; 1.765263; 1.766219; 1.770061; 1.775325; 1.781653; 1.785637; 1.789577; 1.791014; 1.792118; 1.788937; 1.781134; 1.777032; 1.770745; 1.763895; 1.763793; 1.767507; 1.772816; 1.775208; 1.775364; 1.776150; 1.776059; 1.774421; 1.771965; 1.769418; 1.767992; 1.769434; 1.769203; 1.768382; 1.767718; 1.765110; 1.764079; 1.762914; 1.759918; 1.757575; 1.756286; 1.757434; 1.756068; 1.756015; 1.757685; 1.757517; 1.752882; 1.739375; 1.722694; 1.701498; 1.685870; 1.671126; 1.661326; 1.652980; 1.646641; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2081.2; 11:22:42; (); (); (); (); (); (); (); (); (); 1.864151; 1.867980; 1.870134; 1.869496; 1.867847; 1.866757; 1.865940; 1.867421; 1.868585; 1.867100; 1.864911; 1.863534; 1.860691; 1.856451; 1.850687; 1.844101; 1.834657; 1.826751; 1.821448; 1.818078; 1.814149; 1.811261; 1.810025; 1.808773; 1.809211; 1.808770; 1.807077; 1.803632; 1.799498; 1.795677; 1.791548; 1.788896; 1.784948; 1.781049; 1.777745; 1.773823; 1.769708; 1.762999; 1.755315; 1.749229; 1.742215; 1.734919; 1.729651; 1.725625; 1.720741; 1.719966; 1.718873; 1.721748; 1.721253; 1.720748; 1.719612; 1.717567; 1.714221; 1.710208; 1.704198; 1.701657; 1.701691; 1.701846; 1.704324; 1.706534; 1.709257; 1.713119; 1.714408; 1.714404; 1.713037; 1.713345; 1.716846; 1.724243; 1.729520; 1.734555; 1.738651; 1.743912; 1.750253; 1.756719; 1.762982; 1.768256; 1.771808; 1.774356; 1.776722; 1.782628; 1.789253; 1.793734; 1.796792; 1.801014; 1.804329; 1.808630; 1.816174; 1.819761; 1.821398; 1.819907; 1.819547; 1.819116; 1.816235; 1.816196; 1.809751; 1.805955; 1.798955; 1.792657; 1.790770; 1.785840; 1.780674; 1.764264; 1.758225; 1.750193; 1.745282; 1.737824; 1.733252; 1.731975; 1.729018; 1.729853; 1.727782; 1.726266; 1.726226; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2085.1; 11:22:52; (); (); (); (); (); (); (); (); (); 1.803514; 1.809788; 1.809204; 1.809320; 1.811592; 1.809110; 1.807557; 1.804180; 1.804370; 1.807730; 1.810073; 1.817135; 1.814714; 1.815034; 1.804241; 1.794482; 1.784506; 1.777649; 1.774777; 1.770824; 1.770959; 1.771160; 1.774931; 1.772408; 1.768164; 1.765410; 1.763668; 1.763861; 1.764357; 1.767189; 1.769832; 1.769628; 1.765292; 1.759831; 1.752933; 1.749251; 1.744217; 1.736430; 1.728068; 1.720241; 1.712331; 1.700695; 1.691562; 1.683798; 1.674575; 1.665615; 1.661625; 1.660036; 1.659563; 1.658293; 1.652849; 1.645714; 1.640841; 1.638445; 1.636270; 1.633786; 1.633773; 1.635943; 1.641174; 1.648435; 1.654991; 1.663352; 1.671503; 1.674419; 1.677002; 1.683355; 1.692581; 1.701929; 1.715140; 1.724959; 1.735034; 1.746029; 1.754849; 1.760678; 1.764454; 1.767302; 1.768060; 1.768962; 1.774185; 1.780709; 1.786204; 1.790001; 1.794102; 1.797181; 1.800213; 1.802759; 1.803083; 1.802949; 1.802143; 1.804055; 1.807759; 1.810220; 1.809175; 1.806204; 1.804329; 1.801913; 1.798105; 1.790055; 1.782133; 1.774815; 1.767298; 1.764027; 1.757592; 1.745893; 1.736646; 1.727089; 1.715949; 1.703628; 1.718684; 1.716483; 1.715480; 1.717403; 1.730887; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2089.5; 11:23:00; (); (); (); (); (); (); (); (); (); 1.867823; 1.868082; 1.865831; 1.863475; 1.860504; 1.856117; 1.852998; 1.848440; 1.843353; 1.833443; 1.827773; 1.823806; 1.820092; 1.815516; 1.811732; 1.803946; 1.800849; 1.797326; 1.793391; 1.790198; 1.790082; 1.788854; 1.791679; 1.794809; 1.799531; 1.797568; 1.793606; 1.792109; 1.789848; 1.784865; 1.778311; 1.769660; 1.760296; 1.751936; 1.743750; 1.734417; 1.726887; 1.717830; 1.707551; 1.696263; 1.689815; 1.682505; 1.671908; 1.666014; 1.665624; 1.667518; 1.668624; 1.675580; 1.679793; 1.684843; 1.688034; 1.690765; 1.691344; 1.693214; 1.693378; 1.696807; 1.699248; 1.705957; 1.709071; 1.714105; 1.719252; 1.726056; 1.728334; 1.728796; 1.725316; 1.723917; 1.722620; 1.723426; 1.723476; 1.728102; 1.731719; 1.734383; 1.733447; 1.730737; 1.726549; 1.725623; 1.724172; 1.724531; 1.727025; 1.733760; 1.741781; 1.752980; 1.764560; 1.777938; 1.787736; 1.793833; 1.801062; 1.807923; 1.817846; 1.825159; 1.827359; 1.831166; 1.833082; 1.834735; 1.830787; 1.825374; 1.816177; 1.803072; 1.792691; 1.775048; 1.763742; 1.747000; 1.730483; 1.718726; 1.700428; 1.689815; 1.678793; 1.672093; 1.660892; 1.652622; 1.644010; 1.637616; 1.633731; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2093.5; 11:23:09; (); (); (); (); (); (); (); (); (); 1.813146; 1.817249; 1.813906; 1.812767; 1.811749; 1.811864; 1.810987; 1.806514; 1.803034; 1.800411; 1.805044; 1.809336; 1.807099; 1.805556; 1.794256; 1.794493; 1.790182; 1.790480; 1.786952; 1.784416; 1.783749; 1.782623; 1.791609; 1.799080; 1.803976; 1.803037; 1.802685; 1.803067; 1.801455; 1.802255; 1.797726; 1.792999; 1.788552; 1.787975; 1.789695; 1.790059; 1.787715; 1.776515; 1.764094; 1.751914; 1.741424; 1.732708; 1.724380; 1.718255; 1.712031; 1.708348; 1.706228; 1.705872; 1.704796; 1.697577; 1.689969; 1.684808; 1.683866; 1.684933; 1.688136; 1.691927; 1.698216; 1.704371; 1.712243; 1.724611; 1.735774; 1.745470; 1.751985; 1.754860; 1.760283; 1.768746; 1.777850; 1.782866; 1.789228; 1.793656; 1.796488; 1.797011; 1.795777; 1.792329; 1.788225; 1.782439; 1.775661; 1.771513; 1.769498; 1.770788; 1.772566; 1.774307; 1.777401; 1.778033; 1.775835; 1.774498; 1.773758; 1.775836; 1.779678; 1.782769; 1.785340; 1.789342; 1.792434; 1.792170; 1.789404; 1.787318; 1.784182; 1.779629; 1.779412; 1.782204; 1.787195; 1.788999; 1.785803; 1.782219; 1.778327; 1.768272; 1.754863; 1.735130; 1.720092; 1.715223; 1.712142; 1.710499; 1.712736; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
