Roll Number; 0
Recipe Name; FP 4577_360 GSM
Start Time; 2017-11-15; 10:53:51
File Name; D:\Mahlo\TR\171115105351FP 4577_360 GSM0_XMF2.txt

34850.5; 10:54:08; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.596208; 1.623270; 1.668896; 1.698891; 1.723957; 1.745791; 1.775883; 1.805778; 1.835621; 1.867790; 1.897146; 1.911733; 1.908427; 1.908134; 1.909152; 1.911333; 1.914804; 1.918669; 1.922155; 1.926788; 1.933716; 1.941497; 1.947463; 1.949865; 1.949160; 1.946582; 1.944438; 1.943208; 1.940110; 1.935279; 1.929488; 1.921591; 1.914920; 1.910761; 1.909457; 1.909919; 1.909006; 1.907131; 1.905294; 1.904734; 1.907250; 1.910037; 1.910919; 1.913030; 1.915184; 1.915202; 1.913484; 1.912040; 1.912857; 1.912890; 1.912260; 1.912510; 1.912129; 1.909449; 1.905589; 1.902962; 1.904131; 1.904605; 1.903660; 1.903112; 1.901787; 1.899260; 1.899133; 1.900938; 1.902952; 1.904250; 1.904579; 1.906074; 1.905997; 1.905791; 1.906816; 1.907428; 1.907409; 1.906491; 1.904840; 1.903127; 1.902327; 1.903613; 1.907952; 1.911387; 1.914654; 1.917560; 1.916591; 1.914566; 1.913891; 1.915455; 1.917440; 1.917271; 1.916147; 1.912937; 1.909219; 1.908766; 1.909962; 1.912680; 1.915010; 1.915222; 1.914196; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
34855.2; 10:54:21; (); (); (); (); (); (); (); (); 1.883434; 1.888837; 1.892505; 1.894599; 1.897515; 1.909429; 1.917695; 1.917668; 1.914837; 1.912578; 1.909846; 1.907169; 1.906170; 1.905544; 1.903028; 1.900770; 1.900985; 1.901492; 1.901281; 1.902180; 1.906234; 1.908546; 1.909965; 1.910615; 1.909033; 1.907743; 1.906600; 1.904479; 1.903744; 1.900691; 1.895702; 1.893749; 1.893772; 1.895351; 1.898052; 1.900089; 1.902428; 1.907011; 1.911683; 1.916933; 1.920043; 1.922364; 1.922851; 1.924253; 1.928796; 1.932663; 1.933761; 1.933887; 1.932224; 1.932284; 1.933505; 1.933611; 1.935411; 1.935908; 1.934010; 1.933990; 1.934141; 1.932287; 1.930916; 1.929188; 1.927919; 1.925148; 1.921096; 1.918478; 1.918677; 1.916685; 1.917367; 1.919452; 1.918173; 1.915054; 1.913018; 1.912181; 1.911708; 1.910685; 1.906877; 1.904382; 1.901340; 1.896281; 1.894607; 1.895267; 1.896891; 1.897739; 1.899546; 1.900902; 1.903387; 1.905859; 1.907876; 1.911534; 1.916146; 1.918825; 1.919786; 1.920906; 1.919177; 1.917213; 1.916067; 1.916757; 1.916714; 1.914102; 1.912995; 1.914973; 1.915987; 1.917478; 1.920268; 1.921585; 1.922725; 1.921933; 1.922002; 1.925260; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
34858.9; 10:54:30; (); (); (); (); (); (); (); (); 1.893154; 1.894600; 1.893301; 1.889508; 1.886721; 1.885292; 1.885372; 1.889237; 1.901226; 1.901473; 1.897293; 1.893930; 1.891258; 1.887928; 1.883741; 1.880749; 1.880066; 1.880649; 1.883707; 1.887129; 1.889891; 1.891515; 1.892442; 1.893782; 1.895350; 1.897568; 1.898967; 1.900070; 1.901420; 1.902910; 1.904461; 1.905505; 1.906599; 1.907070; 1.905781; 1.903615; 1.901877; 1.900278; 1.898874; 1.897178; 1.895360; 1.894488; 1.895029; 1.895992; 1.895907; 1.896192; 1.897755; 1.900181; 1.902333; 1.904571; 1.906861; 1.909339; 1.912881; 1.916005; 1.918400; 1.920403; 1.920476; 1.919963; 1.920584; 1.921422; 1.920052; 1.916739; 1.913129; 1.910410; 1.907920; 1.905450; 1.902486; 1.898775; 1.895173; 1.892243; 1.890749; 1.890884; 1.890628; 1.888635; 1.886803; 1.886646; 1.886582; 1.885457; 1.884242; 1.884034; 1.884516; 1.886182; 1.887872; 1.888131; 1.887588; 1.886348; 1.884485; 1.884458; 1.886464; 1.889543; 1.892961; 1.896467; 1.899242; 1.900746; 1.902021; 1.903303; 1.905287; 1.908155; 1.910572; 1.912883; 1.915300; 1.915673; 1.913852; 1.911611; 1.910581; 1.909592; 1.907117; 1.904676; 1.901974; 1.897882; 1.892567; 1.886086; 1.874141; 1.857322; 1.852297; 1.848190; 1.844512; 1.840514; 1.831998; 1.814875; (); (); (); (); (); (); (); (); (); (); (); (); 
34861.5; 10:54:39; (); (); (); (); (); (); (); (); 1.864452; 1.871844; 1.877538; 1.880245; 1.882397; 1.883831; 1.888203; 1.899494; 1.907079; 1.911006; 1.912365; 1.912628; 1.911746; 1.910822; 1.910594; 1.909841; 1.908206; 1.906600; 1.905454; 1.904153; 1.903855; 1.903966; 1.902282; 1.899762; 1.898014; 1.896700; 1.895224; 1.893292; 1.891756; 1.891235; 1.890969; 1.890196; 1.889762; 1.889537; 1.888586; 1.886489; 1.885692; 1.887077; 1.889357; 1.890410; 1.890361; 1.891102; 1.892568; 1.893941; 1.895630; 1.897774; 1.899495; 1.900527; 1.901458; 1.902874; 1.903504; 1.903071; 1.903026; 1.902934; 1.902685; 1.902194; 1.901903; 1.900359; 1.897131; 1.894506; 1.893349; 1.892790; 1.891603; 1.890129; 1.889442; 1.889545; 1.888884; 1.885569; 1.882239; 1.881377; 1.881727; 1.881620; 1.882499; 1.882971; 1.882355; 1.881757; 1.881863; 1.881668; 1.881025; 1.880955; 1.881262; 1.881589; 1.881615; 1.882140; 1.882931; 1.882986; 1.882581; 1.881895; 1.881857; 1.881198; 1.879095; 1.877259; 1.877144; 1.877782; 1.878024; 1.878093; 1.878090; 1.879347; 1.879636; 1.878648; 1.876677; 1.874631; 1.874333; 1.874243; 1.875316; 1.877017; 1.879089; 1.882088; 1.882894; 1.881213; 1.877547; 1.871768; 1.855517; 1.849595; 1.847794; 1.846981; 1.845954; 1.843093; 1.839155; 1.832584; (); (); (); (); (); (); (); (); (); (); (); (); 
34864.0; 10:54:47; (); (); (); (); (); (); (); (); 1.867075; 1.872850; 1.878658; 1.883871; 1.886942; 1.887137; 1.886975; 1.888719; 1.903344; 1.909715; 1.908748; 1.905118; 1.901301; 1.899463; 1.897900; 1.897073; 1.895686; 1.891662; 1.886680; 1.883345; 1.882076; 1.880919; 1.883407; 1.884438; 1.883371; 1.882029; 1.881511; 1.881732; 1.881921; 1.881414; 1.880410; 1.880974; 1.882764; 1.883953; 1.884707; 1.886775; 1.889113; 1.887666; 1.889995; 1.892463; 1.894041; 1.895963; 1.898147; 1.899683; 1.901010; 1.901387; 1.901330; 1.901548; 1.902498; 1.904003; 1.904378; 1.903310; 1.902220; 1.901460; 1.901061; 1.900115; 1.898750; 1.897260; 1.896387; 1.896485; 1.896895; 1.897268; 1.896749; 1.895064; 1.892760; 1.891124; 1.890516; 1.889916; 1.887578; 1.885073; 1.884107; 1.884272; 1.885574; 1.885770; 1.884772; 1.882965; 1.880078; 1.878643; 1.878385; 1.878759; 1.879960; 1.880219; 1.879387; 1.879052; 1.880370; 1.881809; 1.882105; 1.881581; 1.881410; 1.880950; 1.880990; 1.882814; 1.886697; 1.890692; 1.891794; 1.891548; 1.892884; 1.895536; 1.898705; 1.902288; 1.904968; 1.907185; 1.910412; 1.914509; 1.917947; 1.920309; 1.922051; 1.923040; 1.923540; 1.923740; 1.923123; 1.920053; 1.914855; 1.906404; 1.902009; 1.900019; 1.897575; 1.893907; 1.888998; 1.882776; 1.878424; (); (); (); (); (); (); (); (); (); (); (); 
34866.6; 10:54:56; (); (); (); (); (); (); (); 1.884077; 1.888220; 1.891389; 1.892903; 1.893270; 1.893868; 1.895068; 1.900943; 1.913309; 1.917315; 1.914431; 1.910287; 1.905009; 1.900500; 1.897617; 1.896282; 1.896471; 1.897281; 1.897762; 1.896807; 1.893722; 1.890101; 1.888379; 1.888747; 1.889258; 1.888688; 1.887928; 1.887281; 1.885970; 1.884139; 1.882759; 1.881126; 1.878871; 1.877685; 1.878412; 1.879501; 1.879980; 1.879861; 1.878847; 1.877502; 1.876836; 1.877420; 1.877266; 1.876749; 1.876158; 1.874555; 1.873151; 1.873476; 1.874435; 1.875335; 1.876744; 1.878621; 1.880702; 1.883365; 1.885366; 1.885939; 1.885292; 1.886030; 1.888267; 1.890630; 1.893835; 1.896238; 1.895931; 1.894512; 1.893250; 1.892334; 1.890460; 1.887592; 1.885234; 1.884102; 1.883416; 1.883993; 1.884316; 1.885438; 1.887307; 1.888847; 1.890139; 1.892211; 1.895187; 1.898770; 1.902240; 1.906244; 1.909638; 1.911711; 1.912948; 1.913690; 1.912812; 1.910410; 1.907736; 1.905188; 1.901883; 1.899019; 1.895861; 1.891200; 1.885586; 1.881154; 1.877993; 1.875840; 1.875133; 1.875091; 1.874612; 1.874373; 1.874947; 1.876872; 1.879585; 1.882767; 1.884047; 1.885150; 1.887589; 1.888768; 1.888928; 1.887367; 1.882146; 1.867289; 1.862246; 1.862553; 1.862231; 1.860177; 1.854963; 1.847552; 1.837408; 1.878424; (); (); (); (); (); (); (); (); (); (); (); 
34869.2; 10:55:05; (); (); (); (); (); (); (); 1.865350; 1.871996; 1.876376; 1.880896; 1.884335; 1.886373; 1.887822; 1.889632; 1.904327; 1.917658; 1.921088; 1.919138; 1.917833; 1.915604; 1.913374; 1.911637; 1.910521; 1.910825; 1.910141; 1.910183; 1.910546; 1.909615; 1.907960; 1.906666; 1.907241; 1.908077; 1.908083; 1.907418; 1.906798; 1.905439; 1.903760; 1.902961; 1.902934; 1.902409; 1.901574; 1.901521; 1.904082; 1.907771; 1.909637; 1.909623; 1.909997; 1.911300; 1.913180; 1.915846; 1.917978; 1.919126; 1.919580; 1.919326; 1.919048; 1.918909; 1.917730; 1.915660; 1.913341; 1.911575; 1.910259; 1.908497; 1.906592; 1.904647; 1.902871; 1.901230; 1.899408; 1.897629; 1.896009; 1.894340; 1.892821; 1.892172; 1.891023; 1.889445; 1.889621; 1.889758; 1.888022; 1.885274; 1.881914; 1.879514; 1.879029; 1.879242; 1.878494; 1.877314; 1.876320; 1.876573; 1.877159; 1.877922; 1.878396; 1.877108; 1.876458; 1.877243; 1.877524; 1.877990; 1.878360; 1.878341; 1.877300; 1.876825; 1.878025; 1.878859; 1.877564; 1.876860; 1.877342; 1.878735; 1.881260; 1.883423; 1.884592; 1.885604; 1.886421; 1.887179; 1.888233; 1.889852; 1.890608; 1.889954; 1.888998; 1.888003; 1.886260; 1.882810; 1.877330; 1.865198; 1.846557; 1.837992; 1.834875; 1.830697; 1.825312; 1.818053; 1.806562; 1.796062; (); (); (); (); (); (); (); (); (); (); (); 
34871.7; 10:55:14; (); (); (); (); (); (); (); 1.881729; 1.884741; 1.887951; 1.890839; 1.893440; 1.896422; 1.898941; 1.903675; 1.917678; 1.922339; 1.921693; 1.920644; 1.919748; 1.919544; 1.920162; 1.921510; 1.923181; 1.924130; 1.923856; 1.922296; 1.918627; 1.914439; 1.911316; 1.908626; 1.906108; 1.902871; 1.899731; 1.897943; 1.895586; 1.892966; 1.890768; 1.888800; 1.886268; 1.884062; 1.883501; 1.884251; 1.884485; 1.885288; 1.885458; 1.885420; 1.886746; 1.887376; 1.886136; 1.883940; 1.881670; 1.880667; 1.880804; 1.882513; 1.884484; 1.885306; 1.884880; 1.884998; 1.887568; 1.891994; 1.893934; 1.894000; 1.893852; 1.894265; 1.894689; 1.895130; 1.894070; 1.891615; 1.889484; 1.887704; 1.885772; 1.884368; 1.881948; 1.877563; 1.873097; 1.870939; 1.870044; 1.869078; 1.868894; 1.868724; 1.867816; 1.866935; 1.867004; 1.867262; 1.867504; 1.868328; 1.870469; 1.874369; 1.879443; 1.883234; 1.885797; 1.889197; 1.894484; 1.899266; 1.903358; 1.907021; 1.909599; 1.912219; 1.915902; 1.919924; 1.923425; 1.925293; 1.924275; 1.921825; 1.920455; 1.918396; 1.915220; 1.911209; 1.907682; 1.904631; 1.901623; 1.898131; 1.894261; 1.890158; 1.887569; 1.886095; 1.884962; 1.882634; 1.878867; 1.863351; 1.853625; 1.850827; 1.847580; 1.843782; 1.839613; 1.838613; 1.837555; 1.835549; (); (); (); (); (); (); (); (); (); (); (); 
34874.3; 10:55:23; (); (); (); (); (); (); (); 1.836629; 1.843715; 1.852622; 1.858291; 1.860504; 1.861980; 1.863560; 1.865972; 1.877057; 1.894701; 1.898623; 1.897012; 1.895641; 1.894104; 1.894839; 1.895460; 1.894098; 1.891649; 1.889464; 1.890360; 1.891722; 1.892955; 1.894163; 1.895275; 1.896765; 1.898116; 1.899004; 1.900041; 1.901914; 1.902691; 1.902124; 1.902395; 1.902981; 1.903067; 1.903320; 1.903491; 1.902155; 1.899913; 1.898102; 1.896800; 1.896721; 1.896909; 1.897573; 1.898111; 1.897859; 1.897296; 1.896934; 1.897212; 1.896637; 1.895059; 1.894118; 1.893647; 1.893506; 1.893022; 1.891716; 1.891211; 1.891729; 1.891099; 1.888806; 1.886258; 1.884690; 1.883315; 1.882213; 1.882125; 1.881936; 1.881602; 1.881595; 1.882252; 1.882987; 1.882881; 1.881388; 1.879060; 1.877556; 1.878191; 1.879929; 1.880431; 1.879875; 1.879792; 1.880739; 1.882141; 1.883954; 1.886382; 1.887801; 1.888052; 1.888998; 1.892161; 1.895371; 1.897609; 1.899523; 1.900097; 1.900589; 1.902143; 1.903409; 1.904214; 1.904625; 1.904867; 1.905316; 1.905889; 1.906801; 1.906428; 1.904583; 1.903073; 1.901986; 1.901028; 1.902766; 1.904754; 1.905178; 1.906223; 1.906618; 1.904430; 1.899510; 1.892975; 1.885044; 1.872046; 1.853093; 1.844404; 1.840499; 1.835518; 1.829376; 1.818568; 1.805940; 1.792840; (); (); (); (); (); (); (); (); (); (); (); 
34876.9; 10:55:32; (); (); (); (); (); (); (); (); 1.869006; 1.872901; 1.876361; 1.879037; 1.880445; 1.880567; 1.880676; 1.889543; 1.894468; 1.892333; 1.889813; 1.888414; 1.887288; 1.885998; 1.883485; 1.880514; 1.877253; 1.874975; 1.874273; 1.875334; 1.876309; 1.874847; 1.872058; 1.870874; 1.870622; 1.869889; 1.868582; 1.868077; 1.867914; 1.868577; 1.870091; 1.872798; 1.874443; 1.874550; 1.874377; 1.875595; 1.878190; 1.881631; 1.884332; 1.885880; 1.886778; 1.887558; 1.887706; 1.887258; 1.887319; 1.887487; 1.887259; 1.886070; 1.884689; 1.883576; 1.883294; 1.883296; 1.883011; 1.883724; 1.885473; 1.887640; 1.889558; 1.890889; 1.892553; 1.894141; 1.896295; 1.899984; 1.903384; 1.905904; 1.907353; 1.908009; 1.908849; 1.910743; 1.911432; 1.910131; 1.907877; 1.906660; 1.906492; 1.906726; 1.906802; 1.905936; 1.903903; 1.901737; 1.899103; 1.895081; 1.893400; 1.894079; 1.893474; 1.893366; 1.895171; 1.897288; 1.898046; 1.897752; 1.894024; 1.884381; 1.870323; 1.855522; 1.840865; 1.825733; 1.812632; 1.796644; 1.776866; 1.758962; 1.746914; 1.737583; 1.722182; 1.700398; 1.680137; 1.665515; 1.659815; 1.665605; 1.677257; 1.710509; 1.783128; 1.868451; 1.943221; 2.018139; 2.102970; 2.161997; 2.190301; 2.233764; 2.294001; 2.369289; 2.457404; 2.555141; 2.620574; (); (); (); (); (); (); (); (); (); (); (); 
34879.4; 10:55:41; (); (); (); (); (); (); (); (); 1.870097; 1.877552; 1.882221; 1.885394; 1.888488; 1.890681; 1.893066; 1.897444; 1.910036; 1.915740; 1.917632; 1.918157; 1.916267; 1.913886; 1.911128; 1.907266; 1.904932; 1.902785; 1.901836; 1.900882; 1.898785; 1.896606; 1.896721; 1.896990; 1.896323; 1.896646; 1.897310; 1.898055; 1.898734; 1.898630; 1.899275; 1.901544; 1.904145; 1.906438; 1.907630; 1.908968; 1.910679; 1.911534; 1.912644; 1.913601; 1.914100; 1.913925; 1.912823; 1.911070; 1.911057; 1.912223; 1.912925; 1.912629; 1.912230; 1.912387; 1.913015; 1.913594; 1.913729; 1.913875; 1.913799; 1.913042; 1.913495; 1.915276; 1.917060; 1.917553; 1.916543; 1.914167; 1.911514; 1.909204; 1.908934; 1.908584; 1.907681; 1.906314; 1.903488; 1.900154; 1.897484; 1.895525; 1.893315; 1.891459; 1.890600; 1.889934; 1.889801; 1.890656; 1.890561; 1.888417; 1.886686; 1.884708; 1.883582; 1.884824; 1.886371; 1.886264; 1.884906; 1.884151; 1.884248; 1.884272; 1.884788; 1.884646; 1.882970; 1.881524; 1.881145; 1.881969; 1.883978; 1.884848; 1.884910; 1.885287; 1.886302; 1.887613; 1.888786; 1.889094; 1.888058; 1.886668; 1.886524; 1.886202; 1.884945; 1.882794; 1.879916; 1.876834; 1.869198; 1.852152; 1.845273; 1.843032; 1.839972; 1.834859; 1.829630; 1.821028; 1.813011; (); (); (); (); (); (); (); (); (); (); (); 
