Roll Number; 0
Recipe Name; FP 4576_570 GSM
Start Time; 2018-01-05; 08:38:29
File Name; D:\Mahlo\TR\180105083829FP 4576_570 GSM0_XMF2.txt

1116.4; 08:39:02; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.307167; 0.307719; 0.308347; 0.308848; 0.309311; 0.309853; 0.310439; 0.310932; 0.311290; 0.311742; 0.312382; 0.313052; 0.313499; 0.313785; 0.313807; 0.313587; 0.313007; 0.312373; 0.311825; 0.311297; 0.310590; 0.309558; 0.308057; 0.306546; 0.304945; 0.303384; 0.302196; 0.301530; 0.301300; 0.301260; 0.301302; 0.301477; 0.301477; 0.301372; 0.301225; 0.301181; 0.301468; 0.302105; 0.303069; 0.304162; 0.305278; 0.306329; 0.307345; 0.308244; 0.308875; 0.309397; 0.310007; 0.310717; 0.311452; 0.312162; 0.312724; 0.313250; 0.313606; 0.313829; 0.313769; 0.313311; 0.312776; 0.312407; 0.312340; 0.312198; 0.311700; 0.310953; 0.310106; 0.309814; 0.309838; 0.309996; 0.310036; 0.309928; 0.309649; 0.309312; 0.308981; 0.308652; 0.308157; 0.307588; 0.307335; 0.307513; 0.307852; 0.308164; 0.308373; 0.307983; 0.307380; 0.306926; 0.306690; 0.306752; 0.307150; 0.307622; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1198.3; 08:46:27; (); (); (); (); (); (); (); 0.347525; 0.356669; 0.361258; 0.363873; 0.366870; 0.370058; 0.374300; 0.386000; 0.398793; 0.413049; 0.430500; 0.444888; 0.456211; 0.465546; 0.471793; 0.476110; 0.479206; 0.481821; 0.485889; 0.491154; 0.496051; 0.498876; 0.496135; 0.486685; 0.471357; 0.450294; 0.432212; 0.417306; 0.403525; 0.392574; 0.385387; 0.379960; 0.374748; 0.367809; 0.357032; 0.347525; 0.342516; 0.341902; 0.344379; 0.347886; 0.351216; 0.353672; 0.355763; 0.357763; 0.360151; 0.362446; 0.364729; 0.367737; 0.370695; 0.373063; 0.373875; 0.371730; 0.369104; 0.368305; 0.369286; 0.373321; 0.379803; 0.389277; 0.401435; 0.415063; 0.426615; 0.435171; 0.444189; 0.453625; 0.462931; 0.472551; 0.488792; 0.507192; 0.523175; 0.539772; 0.553098; 0.562966; 0.569603; 0.574815; 0.583188; 0.595759; 0.611075; 0.629566; 0.650042; 0.667013; 0.679881; 0.686912; 0.689712; 0.691289; 0.693891; 0.698868; 0.702002; 0.700599; 0.695941; 0.691623; 0.686821; 0.678214; 0.664365; 0.647908; 0.633832; 0.621148; 0.608565; 0.594024; 0.579027; 0.565366; 0.550278; 0.536285; 0.523004; 0.506654; 0.483928; 0.460770; 0.442016; 0.424513; 0.405237; 0.387576; 0.374089; 0.366174; 0.360594; 0.354630; 0.345334; 0.335254; 0.324219; 0.315637; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1199.8; 08:46:36; (); (); (); (); (); (); (); 0.250518; 0.253073; 0.255358; 0.258014; 0.260654; 0.263253; 0.266137; 0.268902; 0.274300; 0.278813; 0.280773; 0.282666; 0.283996; 0.284856; 0.284969; 0.284490; 0.283200; 0.281409; 0.279190; 0.276625; 0.273685; 0.270319; 0.266963; 0.264424; 0.261895; 0.259893; 0.258730; 0.258281; 0.258190; 0.258383; 0.258971; 0.260223; 0.261801; 0.263398; 0.265146; 0.266747; 0.267811; 0.268731; 0.269744; 0.270770; 0.271465; 0.271864; 0.271962; 0.271966; 0.271922; 0.271634; 0.270807; 0.269553; 0.268140; 0.266884; 0.266091; 0.265431; 0.264704; 0.263834; 0.262783; 0.261685; 0.260583; 0.259359; 0.258151; 0.257592; 0.257922; 0.258955; 0.260020; 0.260915; 0.262153; 0.264855; 0.269415; 0.276019; 0.283144; 0.290095; 0.298663; 0.309307; 0.322865; 0.340963; 0.364064; 0.389222; 0.411125; 0.428801; 0.447376; 0.465995; 0.483073; 0.498261; 0.514212; 0.533437; 0.552285; 0.567279; 0.578593; 0.584343; 0.581579; 0.573765; 0.562665; 0.549079; 0.536264; 0.526524; 0.517321; 0.504964; 0.490855; 0.472956; 0.448852; 0.423450; 0.399336; 0.381073; 0.366451; 0.353953; 0.342587; 0.330673; 0.319133; 0.307984; 0.298447; 0.289196; 0.278525; 0.271441; 0.267466; 0.264335; 0.261935; 0.260142; 0.257495; 0.254145; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1201.4; 08:46:45; (); (); (); (); (); (); (); 0.236980; 0.238194; 0.239625; 0.240544; 0.241338; 0.242235; 0.243543; 0.246968; 0.249533; 0.251231; 0.252518; 0.254203; 0.256524; 0.258568; 0.260414; 0.262180; 0.263555; 0.264569; 0.265314; 0.266008; 0.266678; 0.267477; 0.268333; 0.269195; 0.270188; 0.271094; 0.272109; 0.273749; 0.275691; 0.277810; 0.279416; 0.280372; 0.281691; 0.283687; 0.285890; 0.287785; 0.289469; 0.291414; 0.292885; 0.293832; 0.293639; 0.292514; 0.290371; 0.288110; 0.285851; 0.283561; 0.281438; 0.278816; 0.275183; 0.271889; 0.268001; 0.263909; 0.259987; 0.256293; 0.253230; 0.250644; 0.248270; 0.246110; 0.244673; 0.244044; 0.243930; 0.244249; 0.244782; 0.245527; 0.246014; 0.246485; 0.247110; 0.248186; 0.249896; 0.252227; 0.254652; 0.257120; 0.260564; 0.263757; 0.266215; 0.268757; 0.270880; 0.273285; 0.276777; 0.281081; 0.285301; 0.289745; 0.294814; 0.299493; 0.304360; 0.309669; 0.314077; 0.317277; 0.319909; 0.322189; 0.323954; 0.325701; 0.327275; 0.328531; 0.328678; 0.327942; 0.326570; 0.324708; 0.322368; 0.319735; 0.316884; 0.313624; 0.310552; 0.307614; 0.304016; 0.300917; 0.297894; 0.294398; 0.289956; 0.283153; 0.279145; 0.277309; 0.274892; 0.271157; 0.267172; 0.263262; 0.258680; 0.256096; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1203.0; 08:46:53; (); (); (); (); (); (); (); 0.247648; 0.249911; 0.251656; 0.253129; 0.254635; 0.255867; 0.256834; 0.258123; 0.262362; 0.265076; 0.266219; 0.267502; 0.268319; 0.269273; 0.269291; 0.268851; 0.268103; 0.267333; 0.266913; 0.266478; 0.266268; 0.266276; 0.266428; 0.266597; 0.266667; 0.267114; 0.267537; 0.267718; 0.267633; 0.267679; 0.268220; 0.269407; 0.270595; 0.271874; 0.273400; 0.274967; 0.276613; 0.279452; 0.284433; 0.290754; 0.296223; 0.301598; 0.308207; 0.314680; 0.322053; 0.330675; 0.338049; 0.345734; 0.355124; 0.364968; 0.373630; 0.382812; 0.394859; 0.410109; 0.428183; 0.444568; 0.459918; 0.475763; 0.492711; 0.511371; 0.534964; 0.566918; 0.596621; 0.625564; 0.656347; 0.681373; 0.708098; 0.730927; 0.745035; 0.754419; 0.762850; 0.775330; 0.789511; 0.799219; 0.801363; 0.798410; 0.788649; 0.775132; 0.759090; 0.741457; 0.725869; 0.713343; 0.701177; 0.688786; 0.675606; 0.654398; 0.631730; 0.614393; 0.593978; 0.576111; 0.561700; 0.549286; 0.538049; 0.528248; 0.519577; 0.509143; 0.495742; 0.479130; 0.464445; 0.453932; 0.444020; 0.434286; 0.425290; 0.415864; 0.406102; 0.394688; 0.383101; 0.373450; 0.363995; 0.352600; 0.340313; 0.332931; 0.328978; 0.324795; 0.321415; 0.319633; 0.319074; 0.318319; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1204.6; 08:47:02; (); (); (); (); (); (); (); 0.299163; 0.297999; 0.297601; 0.297485; 0.297529; 0.297728; 0.298126; 0.300437; 0.302009; 0.301545; 0.300487; 0.299554; 0.298793; 0.297650; 0.296595; 0.295227; 0.293103; 0.290645; 0.287979; 0.284798; 0.281419; 0.277444; 0.274193; 0.271067; 0.267106; 0.264021; 0.261544; 0.259165; 0.257889; 0.257484; 0.257831; 0.258805; 0.260487; 0.262327; 0.264282; 0.266320; 0.269111; 0.272147; 0.274809; 0.277238; 0.280140; 0.282663; 0.284847; 0.287536; 0.290271; 0.293223; 0.296260; 0.298607; 0.300693; 0.302729; 0.304674; 0.306683; 0.309397; 0.313047; 0.316535; 0.318714; 0.319303; 0.318952; 0.318065; 0.316587; 0.314872; 0.312992; 0.310735; 0.307624; 0.304317; 0.301090; 0.297318; 0.292816; 0.287290; 0.281779; 0.276586; 0.272534; 0.269663; 0.266871; 0.263908; 0.260398; 0.257817; 0.255788; 0.254079; 0.252646; 0.251176; 0.250023; 0.249550; 0.249370; 0.249529; 0.249725; 0.250241; 0.250869; 0.251935; 0.253263; 0.254442; 0.255582; 0.256596; 0.257852; 0.259250; 0.260593; 0.262070; 0.263409; 0.265114; 0.266748; 0.268218; 0.270042; 0.271241; 0.272241; 0.273111; 0.274645; 0.276169; 0.277188; 0.277702; 0.275375; 0.272849; 0.272506; 0.272004; 0.271412; 0.270652; 0.269842; 0.268235; 0.267898; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1206.2; 08:47:11; (); (); (); (); (); (); (); 0.264790; 0.266417; 0.267609; 0.268684; 0.269563; 0.270172; 0.270336; 0.271356; 0.274744; 0.276047; 0.275830; 0.276035; 0.275461; 0.275122; 0.274696; 0.274555; 0.274436; 0.274437; 0.274682; 0.275240; 0.276473; 0.278221; 0.280551; 0.283865; 0.288322; 0.297300; 0.308607; 0.322623; 0.342322; 0.361402; 0.380694; 0.400087; 0.419639; 0.441447; 0.461415; 0.479620; 0.497468; 0.513198; 0.525745; 0.537180; 0.545581; 0.549717; 0.551126; 0.552170; 0.554981; 0.557242; 0.556024; 0.550437; 0.542097; 0.534387; 0.528167; 0.520771; 0.509997; 0.499704; 0.491552; 0.485415; 0.480338; 0.472827; 0.461610; 0.448753; 0.439932; 0.436711; 0.437180; 0.438978; 0.439036; 0.437217; 0.435058; 0.433694; 0.432474; 0.430586; 0.427826; 0.424378; 0.422448; 0.422592; 0.423758; 0.423938; 0.422388; 0.421947; 0.424485; 0.430042; 0.437073; 0.443324; 0.451834; 0.468912; 0.486018; 0.499826; 0.513443; 0.524214; 0.530901; 0.534865; 0.537016; 0.538533; 0.539509; 0.540167; 0.541201; 0.543436; 0.547661; 0.552953; 0.556748; 0.559311; 0.560255; 0.558307; 0.554866; 0.550877; 0.547244; 0.543777; 0.537474; 0.527288; 0.517657; 0.507070; 0.490214; 0.477025; 0.463910; 0.446773; 0.427840; 0.410494; 0.396023; 0.385424; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1207.8; 08:47:19; (); (); (); (); (); (); (); 0.262270; 0.265472; 0.268073; 0.270039; 0.271887; 0.273992; 0.276104; 0.281267; 0.284998; 0.287599; 0.291096; 0.296564; 0.302963; 0.310152; 0.318884; 0.329723; 0.341776; 0.355687; 0.369093; 0.380478; 0.391481; 0.401713; 0.411086; 0.421168; 0.432533; 0.442349; 0.448573; 0.452442; 0.454188; 0.452797; 0.447516; 0.439544; 0.429228; 0.421435; 0.417378; 0.413969; 0.410299; 0.404245; 0.397805; 0.392376; 0.386872; 0.382514; 0.379837; 0.378312; 0.376822; 0.374153; 0.370154; 0.365611; 0.359944; 0.353924; 0.349651; 0.347396; 0.346783; 0.347600; 0.349212; 0.350652; 0.352054; 0.354467; 0.359061; 0.366829; 0.376922; 0.386911; 0.396292; 0.408143; 0.421433; 0.433748; 0.444692; 0.455005; 0.464500; 0.475532; 0.489998; 0.503857; 0.520212; 0.537203; 0.553684; 0.574868; 0.597149; 0.614496; 0.628531; 0.641741; 0.653934; 0.669681; 0.687359; 0.703666; 0.714482; 0.721525; 0.727221; 0.732007; 0.737759; 0.742142; 0.741693; 0.735788; 0.728877; 0.722453; 0.714486; 0.701524; 0.680956; 0.655051; 0.630543; 0.606449; 0.580210; 0.557908; 0.535125; 0.508422; 0.481646; 0.458332; 0.440811; 0.425181; 0.408786; 0.389169; 0.373926; 0.369130; 0.367599; 0.368601; 0.369668; 0.370255; 0.369667; 0.367587; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1209.4; 08:47:28; (); (); (); (); (); (); (); 0.245389; 0.247097; 0.248227; 0.249818; 0.252394; 0.254885; 0.257372; 0.261057; 0.267137; 0.271730; 0.275707; 0.280583; 0.285786; 0.290919; 0.295691; 0.301066; 0.306131; 0.309414; 0.311658; 0.312828; 0.313738; 0.315072; 0.316390; 0.317767; 0.318033; 0.317788; 0.317028; 0.316398; 0.316011; 0.315326; 0.314313; 0.313601; 0.313405; 0.313760; 0.314508; 0.314907; 0.314341; 0.313243; 0.311903; 0.310354; 0.308381; 0.305975; 0.302871; 0.298583; 0.294187; 0.290477; 0.287019; 0.283611; 0.280790; 0.278691; 0.276954; 0.275881; 0.275341; 0.275217; 0.275354; 0.275754; 0.276439; 0.277464; 0.278990; 0.280385; 0.282231; 0.284357; 0.285690; 0.286913; 0.287817; 0.288156; 0.289182; 0.292398; 0.299322; 0.311526; 0.324486; 0.338075; 0.353085; 0.367267; 0.379651; 0.388553; 0.396152; 0.405317; 0.412532; 0.419507; 0.430475; 0.442187; 0.452066; 0.457756; 0.460048; 0.458849; 0.455063; 0.450644; 0.444664; 0.439095; 0.434952; 0.430818; 0.425857; 0.419758; 0.414090; 0.407705; 0.396837; 0.385183; 0.372101; 0.358692; 0.346264; 0.333836; 0.323982; 0.316248; 0.310296; 0.305306; 0.300484; 0.296591; 0.292190; 0.286308; 0.279303; 0.274382; 0.271645; 0.269342; 0.266977; 0.265098; 0.263115; 0.261411; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1211.0; 08:47:37; (); (); (); (); (); (); 0.265507; 0.266782; 0.268088; 0.269225; 0.270518; 0.272157; 0.274161; 0.277326; 0.282371; 0.285650; 0.288046; 0.290792; 0.293977; 0.297061; 0.300623; 0.305368; 0.309959; 0.314594; 0.320010; 0.325565; 0.333648; 0.342893; 0.351496; 0.361049; 0.373072; 0.391056; 0.412774; 0.432164; 0.449221; 0.464609; 0.476950; 0.487206; 0.497444; 0.508063; 0.516742; 0.523178; 0.529909; 0.538870; 0.550208; 0.562225; 0.575101; 0.588074; 0.596826; 0.601369; 0.605985; 0.613575; 0.621317; 0.627118; 0.629587; 0.628208; 0.624877; 0.621493; 0.615175; 0.601718; 0.582951; 0.559597; 0.536686; 0.516133; 0.502293; 0.494457; 0.485735; 0.476344; 0.470323; 0.468879; 0.470571; 0.473039; 0.472963; 0.470999; 0.469732; 0.469670; 0.470695; 0.472663; 0.474322; 0.474788; 0.474238; 0.473038; 0.473168; 0.475924; 0.481512; 0.487751; 0.493308; 0.499990; 0.508409; 0.518909; 0.533789; 0.551501; 0.568868; 0.586800; 0.606877; 0.623849; 0.636894; 0.644930; 0.651089; 0.657075; 0.662928; 0.667569; 0.671019; 0.672474; 0.668593; 0.659034; 0.642656; 0.620099; 0.598456; 0.582958; 0.571528; 0.560687; 0.548783; 0.530276; 0.506860; 0.483762; 0.459099; 0.433379; 0.419817; 0.410188; 0.402978; 0.397863; 0.393193; 0.386689; 0.376826; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1212.6; 08:47:46; (); (); (); (); (); (); 0.265507; 0.308625; 0.306308; 0.305066; 0.303570; 0.302530; 0.302179; 0.302283; 0.303657; 0.306311; 0.305359; 0.302432; 0.300697; 0.300071; 0.301507; 0.303110; 0.304677; 0.306740; 0.308339; 0.309128; 0.309081; 0.308116; 0.306871; 0.305217; 0.303956; 0.302999; 0.302171; 0.300685; 0.299763; 0.300327; 0.302888; 0.305957; 0.308190; 0.310233; 0.312874; 0.315857; 0.318688; 0.321401; 0.324085; 0.326000; 0.327361; 0.328627; 0.330235; 0.332127; 0.334526; 0.338974; 0.345810; 0.355379; 0.367895; 0.379440; 0.387837; 0.395378; 0.405428; 0.419855; 0.436906; 0.457044; 0.482939; 0.509410; 0.530742; 0.548971; 0.566003; 0.576490; 0.581822; 0.584943; 0.589348; 0.598123; 0.612310; 0.626973; 0.637159; 0.644739; 0.652241; 0.657653; 0.660652; 0.662334; 0.662333; 0.659542; 0.655527; 0.651852; 0.647936; 0.641681; 0.633359; 0.624285; 0.613199; 0.599459; 0.582543; 0.560342; 0.538062; 0.518316; 0.503358; 0.490696; 0.479443; 0.472301; 0.467404; 0.462067; 0.455219; 0.446589; 0.436154; 0.425548; 0.419602; 0.418170; 0.420046; 0.423558; 0.425751; 0.426487; 0.427100; 0.428689; 0.434164; 0.445327; 0.460197; 0.477183; 0.494593; 0.510629; 0.522230; 0.531352; 0.539563; 0.545422; 0.551646; 0.564119; 0.576182; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1214.2; 08:47:54; (); (); (); (); (); (); (); 0.265718; 0.267116; 0.267587; 0.268720; 0.271182; 0.275301; 0.280264; 0.288444; 0.296774; 0.303293; 0.307619; 0.310490; 0.312541; 0.313826; 0.315002; 0.316248; 0.317227; 0.317635; 0.316704; 0.313888; 0.310435; 0.307118; 0.303722; 0.301487; 0.300750; 0.301884; 0.304636; 0.308644; 0.314271; 0.322764; 0.331877; 0.341975; 0.354428; 0.367460; 0.379985; 0.390967; 0.398936; 0.406448; 0.414908; 0.425505; 0.439228; 0.452338; 0.464765; 0.476299; 0.488694; 0.503695; 0.517001; 0.527683; 0.539142; 0.554561; 0.570364; 0.585978; 0.602208; 0.611930; 0.614711; 0.615010; 0.615630; 0.617070; 0.617634; 0.616454; 0.613995; 0.609317; 0.602605; 0.595718; 0.585895; 0.574470; 0.563371; 0.553979; 0.548591; 0.545640; 0.543709; 0.541734; 0.538343; 0.531995; 0.522440; 0.513009; 0.505930; 0.503023; 0.503928; 0.504240; 0.501450; 0.496469; 0.490350; 0.481915; 0.471579; 0.460016; 0.449850; 0.439882; 0.429616; 0.422210; 0.416562; 0.411076; 0.404732; 0.398477; 0.394557; 0.392404; 0.390219; 0.387290; 0.385548; 0.385338; 0.385992; 0.387062; 0.387721; 0.388341; 0.387798; 0.386098; 0.383704; 0.379675; 0.374694; 0.366159; 0.359680; 0.357283; 0.355358; 0.353647; 0.351533; 0.349536; 0.346434; 0.344509; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1215.8; 08:48:03; (); (); (); (); (); (); (); 0.222781; 0.223828; 0.224443; 0.224798; 0.225592; 0.226278; 0.226762; 0.227318; 0.230329; 0.231875; 0.231586; 0.231111; 0.230149; 0.229526; 0.228475; 0.228127; 0.227667; 0.227160; 0.226805; 0.226402; 0.226230; 0.226278; 0.226579; 0.227016; 0.227580; 0.228815; 0.230095; 0.231828; 0.233892; 0.235928; 0.237792; 0.239610; 0.241231; 0.243266; 0.245278; 0.247224; 0.249829; 0.252757; 0.254977; 0.257219; 0.260559; 0.263935; 0.266607; 0.269397; 0.272255; 0.274116; 0.275280; 0.276156; 0.276982; 0.277632; 0.277758; 0.277440; 0.276863; 0.276361; 0.275627; 0.274790; 0.273860; 0.272540; 0.270868; 0.269389; 0.268459; 0.267922; 0.267367; 0.266566; 0.265572; 0.264708; 0.263781; 0.262745; 0.261732; 0.260919; 0.260168; 0.259628; 0.259652; 0.260580; 0.262290; 0.265169; 0.269620; 0.277571; 0.288952; 0.298769; 0.308480; 0.317776; 0.327277; 0.338921; 0.350714; 0.360456; 0.369931; 0.380922; 0.390685; 0.399028; 0.404648; 0.405929; 0.403421; 0.398577; 0.394638; 0.391950; 0.390973; 0.390231; 0.387502; 0.382558; 0.376890; 0.371796; 0.366196; 0.360118; 0.354951; 0.350814; 0.347628; 0.344388; 0.340892; 0.335776; 0.326426; 0.317006; 0.311754; 0.306635; 0.303050; 0.299581; 0.294741; 0.287386; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1217.4; 08:48:12; (); (); (); (); (); (); (); 0.249270; 0.250166; 0.251109; 0.252196; 0.253343; 0.254221; 0.255012; 0.257793; 0.259991; 0.261131; 0.261916; 0.262745; 0.263224; 0.263240; 0.262957; 0.262736; 0.262514; 0.262275; 0.262129; 0.262216; 0.262631; 0.263301; 0.263949; 0.264710; 0.265576; 0.266528; 0.267705; 0.269287; 0.270729; 0.272379; 0.273457; 0.273619; 0.273202; 0.272254; 0.270783; 0.268966; 0.267208; 0.265326; 0.262999; 0.260727; 0.257569; 0.254087; 0.250888; 0.247546; 0.245107; 0.243448; 0.242448; 0.242131; 0.241889; 0.241910; 0.242156; 0.242762; 0.243970; 0.245562; 0.247481; 0.249478; 0.251763; 0.254314; 0.256882; 0.259771; 0.262543; 0.265112; 0.267209; 0.269225; 0.271643; 0.274501; 0.277993; 0.283094; 0.290009; 0.300968; 0.314304; 0.325541; 0.339553; 0.355013; 0.367465; 0.376413; 0.385152; 0.396838; 0.409974; 0.421729; 0.432645; 0.444378; 0.455505; 0.464121; 0.470903; 0.475316; 0.475140; 0.471351; 0.466883; 0.463339; 0.460333; 0.455242; 0.448837; 0.442916; 0.438159; 0.436096; 0.434353; 0.430376; 0.423396; 0.415125; 0.407419; 0.400644; 0.394281; 0.389726; 0.384699; 0.379602; 0.375482; 0.372724; 0.366971; 0.355953; 0.343584; 0.334696; 0.325031; 0.314507; 0.304653; 0.298504; 0.292944; 0.287505; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1219.0; 08:48:20; (); (); (); (); (); (); (); 0.257292; 0.257997; 0.258392; 0.259291; 0.260251; 0.260934; 0.261561; 0.262568; 0.266696; 0.269284; 0.270475; 0.271746; 0.273573; 0.276160; 0.279008; 0.283227; 0.286883; 0.290387; 0.293723; 0.296363; 0.298130; 0.299438; 0.300727; 0.301933; 0.303093; 0.304014; 0.304032; 0.303546; 0.302845; 0.301645; 0.299428; 0.296771; 0.294510; 0.292360; 0.290436; 0.288924; 0.287312; 0.285744; 0.283676; 0.280872; 0.278179; 0.275827; 0.273665; 0.271331; 0.268921; 0.267418; 0.266472; 0.265523; 0.264570; 0.264524; 0.264775; 0.265328; 0.266275; 0.268207; 0.271171; 0.275478; 0.281859; 0.288129; 0.294930; 0.302867; 0.310460; 0.317924; 0.323578; 0.330013; 0.335923; 0.340306; 0.344356; 0.347249; 0.350365; 0.355154; 0.360062; 0.366051; 0.373077; 0.379728; 0.385843; 0.391062; 0.397681; 0.407218; 0.418481; 0.428544; 0.437204; 0.445736; 0.452053; 0.456714; 0.459502; 0.459640; 0.456143; 0.450184; 0.444977; 0.437893; 0.427945; 0.417630; 0.405296; 0.392104; 0.379438; 0.366475; 0.356257; 0.346862; 0.335827; 0.327943; 0.321437; 0.313195; 0.306092; 0.300855; 0.298081; 0.296527; 0.295355; 0.294460; 0.293781; 0.293239; 0.291933; 0.291391; 0.292114; 0.292817; 0.293291; 0.294082; 0.295096; 0.295434; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1220.6; 08:48:29; (); (); (); (); (); (); (); 0.318340; 0.313797; 0.310626; 0.308286; 0.306083; 0.304338; 0.303179; 0.302155; 0.298474; 0.293570; 0.289957; 0.287876; 0.286970; 0.286827; 0.287518; 0.288533; 0.290426; 0.292403; 0.294138; 0.296187; 0.298166; 0.300814; 0.304640; 0.310756; 0.318534; 0.326281; 0.335681; 0.344122; 0.352862; 0.363653; 0.374669; 0.387607; 0.404403; 0.421889; 0.439001; 0.453383; 0.466518; 0.478567; 0.485455; 0.489349; 0.493329; 0.499182; 0.506351; 0.515235; 0.526613; 0.536459; 0.543218; 0.545347; 0.543333; 0.541155; 0.540671; 0.543836; 0.552664; 0.563651; 0.573440; 0.579136; 0.580166; 0.579705; 0.578917; 0.576530; 0.568696; 0.557561; 0.548348; 0.536109; 0.521395; 0.508635; 0.493931; 0.477630; 0.461844; 0.448178; 0.440351; 0.435140; 0.427787; 0.416618; 0.406625; 0.399705; 0.397048; 0.400087; 0.408293; 0.418006; 0.428962; 0.439889; 0.451449; 0.461705; 0.468513; 0.474424; 0.479929; 0.487552; 0.499778; 0.513887; 0.534092; 0.554986; 0.568982; 0.576950; 0.580275; 0.582586; 0.586535; 0.591446; 0.596214; 0.601720; 0.609009; 0.615500; 0.617799; 0.615577; 0.607228; 0.596708; 0.585612; 0.575337; 0.567835; 0.554428; 0.538974; 0.534541; 0.528966; 0.522565; 0.513667; 0.501542; 0.487834; 0.475723; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1222.2; 08:48:38; (); (); (); (); (); (); 0.341561; 0.339851; 0.337502; 0.335742; 0.334620; 0.335053; 0.336150; 0.337051; 0.340191; 0.344282; 0.344446; 0.340681; 0.336337; 0.331668; 0.328182; 0.325498; 0.323137; 0.320411; 0.317197; 0.312798; 0.307050; 0.301248; 0.295668; 0.290345; 0.285681; 0.280333; 0.275429; 0.271448; 0.267763; 0.265017; 0.262741; 0.260543; 0.259281; 0.258450; 0.258197; 0.258462; 0.259186; 0.260083; 0.260928; 0.261827; 0.262810; 0.263847; 0.264785; 0.265557; 0.266637; 0.267948; 0.269779; 0.271940; 0.273580; 0.274897; 0.276571; 0.279194; 0.283912; 0.290180; 0.297744; 0.306359; 0.312927; 0.318157; 0.322577; 0.326395; 0.330294; 0.334751; 0.341378; 0.351005; 0.360524; 0.369285; 0.375630; 0.377811; 0.376317; 0.373789; 0.371535; 0.370015; 0.369895; 0.371806; 0.375708; 0.379982; 0.382548; 0.381068; 0.376158; 0.368927; 0.362255; 0.357784; 0.356091; 0.355625; 0.355182; 0.354398; 0.353123; 0.350995; 0.347631; 0.343635; 0.341151; 0.340094; 0.340048; 0.340667; 0.342169; 0.345427; 0.349557; 0.355326; 0.364622; 0.377048; 0.391522; 0.406306; 0.419219; 0.427550; 0.431767; 0.433665; 0.433653; 0.433395; 0.432765; 0.430398; 0.424996; 0.416225; 0.407699; 0.402051; 0.391537; 0.378028; 0.363297; 0.347234; 0.333318; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1223.8; 08:48:47; (); (); (); (); (); (); 0.341561; 0.301013; 0.305693; 0.309824; 0.314028; 0.318552; 0.323026; 0.326535; 0.333691; 0.339784; 0.343942; 0.346858; 0.349875; 0.354072; 0.357951; 0.360572; 0.361646; 0.361737; 0.361008; 0.359098; 0.355594; 0.351701; 0.348688; 0.346319; 0.343976; 0.341050; 0.336916; 0.331987; 0.326288; 0.320535; 0.315954; 0.312119; 0.308535; 0.305075; 0.301347; 0.298380; 0.296078; 0.294528; 0.293869; 0.294939; 0.297757; 0.302117; 0.306837; 0.310754; 0.314950; 0.319183; 0.323259; 0.327492; 0.331543; 0.335614; 0.339260; 0.342391; 0.345252; 0.348377; 0.352543; 0.358566; 0.366431; 0.373640; 0.379197; 0.385783; 0.393467; 0.399784; 0.407296; 0.416337; 0.426035; 0.435843; 0.444467; 0.452308; 0.461055; 0.466780; 0.466433; 0.462761; 0.459707; 0.457712; 0.456582; 0.454433; 0.450571; 0.446123; 0.442722; 0.440062; 0.437885; 0.435873; 0.431855; 0.424954; 0.417606; 0.412410; 0.409140; 0.406680; 0.404526; 0.402996; 0.401797; 0.400323; 0.397644; 0.393156; 0.386586; 0.378296; 0.369745; 0.361540; 0.355973; 0.352724; 0.351208; 0.350730; 0.350542; 0.350806; 0.352051; 0.354017; 0.355865; 0.356502; 0.357093; 0.357264; 0.356384; 0.354302; 0.356853; 0.359874; 0.362222; 0.364263; 0.365052; 0.363892; 0.361622; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
