Roll Number; 1
Recipe Name; FP 4576_570 GSM
Start Time; 2017-10-17; 08:51:30
File Name; D:\Mahlo\TR\171017085130FP 4576_570 GSM1_THICKNESS2.txt

66.4; 08:51:42; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.486713; 1.483593; 1.476507; 1.471783; 1.468403; 1.465611; 1.462500; 1.461290; 1.459548; 1.456351; 1.450656; 1.445366; 1.440956; 1.436007; 1.430704; 1.424665; 1.419947; 1.420303; 1.421543; 1.423926; 1.426656; 1.427141; 1.428511; 1.433208; 1.437386; 1.440279; 1.440995; 1.442590; 1.444671; 1.447445; 1.451316; 1.455544; 1.456577; 1.455795; 1.456322; 1.460475; 1.463988; 1.462895; 1.462144; 1.460561; 1.460469; 1.462961; 1.465057; 1.468048; 1.467632; 1.464862; 1.461841; 1.461188; 1.462230; 1.457540; 1.453945; 1.453198; 1.451956; 1.444875; 1.442915; 1.439053; 1.437025; 1.437220; 1.440787; 1.444069; 1.446102; 1.444437; 1.440184; 1.436677; 1.438313; 1.441168; 1.441753; 1.443134; 1.445873; 1.444789; 1.444570; 1.443495; 1.442788; 1.442233; 1.443484; 1.446812; 1.451152; 1.454771; 1.457337; 1.458304; 1.456475; 1.455402; 1.455398; 1.458354; 1.462081; 1.463141; 1.463588; 1.458888; 1.453251; 1.452170; 1.451113; 1.452292; 1.453206; 1.451452; 1.447826; 1.444196; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
67.9; 08:51:51; (); (); (); (); (); (); 1.454137; 1.447110; 1.443401; 1.442130; 1.442612; 1.443911; 1.444704; 1.446840; 1.452088; 1.455535; 1.455877; 1.454969; 1.454301; 1.458437; 1.460359; 1.461593; 1.464863; 1.466102; 1.465488; 1.465293; 1.464646; 1.464111; 1.459002; 1.454325; 1.451373; 1.448504; 1.442277; 1.435358; 1.432747; 1.433662; 1.435697; 1.434692; 1.435576; 1.436617; 1.437802; 1.443072; 1.448862; 1.452461; 1.452996; 1.453217; 1.455247; 1.457613; 1.460077; 1.460397; 1.459600; 1.460234; 1.464185; 1.470214; 1.472192; 1.471006; 1.467391; 1.463809; 1.462230; 1.463696; 1.465765; 1.466942; 1.468772; 1.467822; 1.466814; 1.465971; 1.464219; 1.460476; 1.456113; 1.455274; 1.448401; 1.439984; 1.436160; 1.433213; 1.428823; 1.427941; 1.426784; 1.426783; 1.429116; 1.426105; 1.422858; 1.421695; 1.423327; 1.426913; 1.432213; 1.440179; 1.442524; 1.441713; 1.441027; 1.443581; 1.444283; 1.447793; 1.448397; 1.448176; 1.451775; 1.454116; 1.456584; 1.456092; 1.454323; 1.452177; 1.452451; 1.454580; 1.457204; 1.458446; 1.457235; 1.452444; 1.447390; 1.449025; 1.451067; 1.453404; 1.455441; 1.451817; 1.446431; 1.442706; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
69.0; 08:52:00; (); (); (); (); (); (); 1.442184; 1.437937; 1.432906; 1.429677; 1.432988; 1.434805; 1.437523; 1.442952; 1.449675; 1.454620; 1.454287; 1.453381; 1.453362; 1.454073; 1.454405; 1.455244; 1.458427; 1.461788; 1.463830; 1.464283; 1.462608; 1.459941; 1.453093; 1.446591; 1.442989; 1.440514; 1.433978; 1.426399; 1.423401; 1.424892; 1.427279; 1.427145; 1.429627; 1.428933; 1.429942; 1.435934; 1.441486; 1.446551; 1.449019; 1.450062; 1.452392; 1.459089; 1.464189; 1.466058; 1.467228; 1.469609; 1.473510; 1.478128; 1.481356; 1.480709; 1.477654; 1.473550; 1.470293; 1.470599; 1.472924; 1.474439; 1.474187; 1.471169; 1.470995; 1.468759; 1.466332; 1.463821; 1.459849; 1.456897; 1.450815; 1.445239; 1.441916; 1.439234; 1.436870; 1.436798; 1.436091; 1.438240; 1.441027; 1.435274; 1.430526; 1.427640; 1.426620; 1.429022; 1.432812; 1.438592; 1.442128; 1.443963; 1.445590; 1.446590; 1.446292; 1.448073; 1.449965; 1.453160; 1.460629; 1.464177; 1.466729; 1.466640; 1.464597; 1.463242; 1.463818; 1.465554; 1.466598; 1.466576; 1.465407; 1.460663; 1.453570; 1.453432; 1.452701; 1.451985; 1.455312; 1.455490; 1.455783; 1.455655; 1.453721; 1.453142; 1.453441; 1.454353; 1.451319; 1.448525; 1.452327; 1.458215; 1.455514; 1.456904; 1.456697; 1.453937; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
70.2; 08:52:09; (); (); (); (); (); (); 1.452008; 1.442346; 1.437038; 1.435467; 1.436674; 1.439930; 1.442993; 1.445463; 1.448796; 1.450856; 1.449731; 1.449491; 1.450966; 1.454689; 1.456728; 1.459577; 1.464495; 1.468588; 1.468633; 1.468695; 1.466347; 1.462623; 1.458387; 1.453750; 1.451199; 1.448369; 1.440118; 1.431839; 1.429428; 1.429865; 1.430863; 1.429484; 1.429566; 1.430965; 1.432162; 1.435621; 1.442207; 1.445257; 1.446967; 1.447112; 1.447164; 1.452972; 1.458104; 1.459201; 1.459465; 1.461141; 1.464824; 1.468888; 1.469952; 1.468658; 1.466618; 1.465036; 1.465894; 1.468133; 1.472487; 1.476221; 1.475578; 1.472379; 1.470578; 1.469041; 1.466698; 1.463239; 1.460733; 1.461180; 1.457872; 1.452293; 1.446521; 1.440371; 1.434894; 1.431695; 1.431067; 1.431248; 1.433821; 1.432650; 1.428817; 1.425673; 1.426517; 1.430191; 1.430135; 1.434593; 1.438967; 1.442450; 1.444995; 1.446103; 1.447720; 1.450789; 1.453581; 1.454921; 1.457834; 1.460040; 1.462783; 1.462716; 1.462175; 1.463166; 1.462625; 1.465051; 1.464739; 1.464275; 1.463354; 1.457770; 1.453790; 1.452185; 1.452216; 1.454332; 1.456883; 1.456213; 1.454417; 1.451738; 1.449273; 1.450686; 1.449884; 1.447092; 1.443303; 1.443480; 1.446597; 1.448423; 1.448987; 1.448352; 1.445999; 1.444238; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
71.4; 08:52:18; (); (); (); (); (); (); 1.440131; 1.435426; 1.432858; 1.433936; 1.437537; 1.440562; 1.443825; 1.451345; 1.460831; 1.465691; 1.466615; 1.466192; 1.468182; 1.469892; 1.471306; 1.473693; 1.477944; 1.480990; 1.480073; 1.478928; 1.477497; 1.472536; 1.464851; 1.458239; 1.452702; 1.449207; 1.444409; 1.434688; 1.429773; 1.429241; 1.429125; 1.428988; 1.431209; 1.429882; 1.429331; 1.432536; 1.436519; 1.440018; 1.443266; 1.447780; 1.449456; 1.451473; 1.456761; 1.460896; 1.461182; 1.463307; 1.465785; 1.467485; 1.471061; 1.470550; 1.469134; 1.466929; 1.466378; 1.469119; 1.472718; 1.475955; 1.475995; 1.474293; 1.473394; 1.472670; 1.469932; 1.467512; 1.466141; 1.462445; 1.459733; 1.455323; 1.452826; 1.447663; 1.441850; 1.437871; 1.437561; 1.441401; 1.440158; 1.435377; 1.432902; 1.432535; 1.430898; 1.435003; 1.441294; 1.443771; 1.444746; 1.447091; 1.451473; 1.454316; 1.456918; 1.461355; 1.465020; 1.472252; 1.478811; 1.480608; 1.483538; 1.482702; 1.478159; 1.474090; 1.472975; 1.476180; 1.476966; 1.474168; 1.470317; 1.463965; 1.456176; 1.451624; 1.449693; 1.450150; 1.450936; 1.450566; 1.448532; 1.447102; 1.447766; 1.448784; 1.448412; 1.446800; 1.443103; 1.439277; 1.440200; 1.442107; 1.441951; 1.439019; 1.435506; 1.428762; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
72.5; 08:52:26; (); (); (); (); (); (); 1.441381; 1.444382; 1.443765; 1.445574; 1.448707; 1.449599; 1.449164; 1.452489; 1.457614; 1.459655; 1.460998; 1.463032; 1.462828; 1.460172; 1.460004; 1.461287; 1.464064; 1.466149; 1.462061; 1.459240; 1.458331; 1.456426; 1.451873; 1.449377; 1.448389; 1.445715; 1.441302; 1.437433; 1.437625; 1.434918; 1.429726; 1.426054; 1.424497; 1.425514; 1.426698; 1.431135; 1.435964; 1.438487; 1.439228; 1.442480; 1.445210; 1.446972; 1.448830; 1.450542; 1.452430; 1.454170; 1.458682; 1.464478; 1.468597; 1.468502; 1.466672; 1.466326; 1.468143; 1.471294; 1.472025; 1.471220; 1.470454; 1.468915; 1.467677; 1.468951; 1.469634; 1.467684; 1.462177; 1.456285; 1.452874; 1.447878; 1.441491; 1.435064; 1.431625; 1.431407; 1.435298; 1.437989; 1.435443; 1.432638; 1.429602; 1.427310; 1.428921; 1.433222; 1.439076; 1.446097; 1.447819; 1.449473; 1.455713; 1.459357; 1.461013; 1.464103; 1.468998; 1.476439; 1.479458; 1.483573; 1.486284; 1.484629; 1.482860; 1.478959; 1.476349; 1.478531; 1.481798; 1.476193; 1.473681; 1.468679; 1.461246; 1.456477; 1.455093; 1.453333; 1.450349; 1.447921; 1.446319; 1.445930; 1.445460; 1.446213; 1.444485; 1.440384; 1.436678; 1.434335; 1.435197; 1.436913; 1.436830; 1.434732; 1.435607; 1.433443; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
73.7; 08:52:35; (); (); (); (); (); (); 1.415822; 1.421811; 1.424872; 1.423636; 1.421594; 1.421185; 1.422424; 1.422859; 1.427528; 1.429654; 1.430999; 1.434796; 1.439804; 1.444244; 1.445037; 1.442122; 1.438630; 1.436572; 1.438359; 1.439280; 1.437219; 1.435479; 1.434127; 1.429364; 1.426812; 1.425298; 1.423873; 1.421766; 1.419985; 1.422994; 1.427808; 1.430838; 1.432266; 1.433219; 1.438464; 1.445325; 1.447920; 1.448812; 1.450504; 1.453435; 1.454684; 1.453922; 1.453788; 1.455124; 1.455170; 1.455252; 1.459769; 1.463087; 1.463062; 1.458393; 1.452985; 1.454910; 1.459268; 1.463784; 1.461087; 1.456783; 1.455828; 1.456752; 1.457064; 1.456074; 1.457056; 1.453767; 1.452829; 1.454466; 1.458745; 1.467017; 1.471387; 1.471095; 1.471086; 1.475778; 1.480998; 1.475320; 1.467741; 1.462661; 1.458588; 1.453582; 1.447013; 1.447953; 1.451663; 1.454150; 1.449019; 1.446261; 1.447006; 1.448979; 1.450849; 1.456119; 1.469158; 1.479396; 1.485228; 1.482470; 1.479820; 1.481236; 1.478829; 1.477930; 1.481132; 1.485766; 1.485140; 1.482290; 1.480401; 1.478658; 1.476786; 1.475465; 1.470258; 1.472923; 1.479951; 1.485253; 1.485220; 1.485931; 1.484372; 1.472606; 1.463511; 1.459337; 1.453988; 1.446336; 1.440602; 1.435313; 1.429009; 1.427076; 1.419592; 1.410753; 1.411574; (); (); (); (); (); (); (); (); (); (); (); (); (); 
74.9; 08:52:44; (); (); (); (); (); (); (); 1.475845; 1.477619; 1.480069; 1.481208; 1.480036; 1.477498; 1.473611; 1.471224; 1.468005; 1.463953; 1.459016; 1.453907; 1.448738; 1.443400; 1.437761; 1.430621; 1.421762; 1.416325; 1.413501; 1.413301; 1.414231; 1.416543; 1.419091; 1.423384; 1.427850; 1.431137; 1.433185; 1.434375; 1.438102; 1.444618; 1.453597; 1.458121; 1.459542; 1.462068; 1.464197; 1.466067; 1.468250; 1.472517; 1.476047; 1.481977; 1.487232; 1.487260; 1.484413; 1.482985; 1.480900; 1.481535; 1.483389; 1.483541; 1.482628; 1.479138; 1.474853; 1.469690; 1.462980; 1.456961; 1.445924; 1.439997; 1.440621; 1.444124; 1.442803; 1.442078; 1.440201; 1.439820; 1.440974; 1.443682; 1.450934; 1.455114; 1.458065; 1.459873; 1.463102; 1.468284; 1.473245; 1.475431; 1.475117; 1.475600; 1.474802; 1.471809; 1.470423; 1.469074; 1.464632; 1.461403; 1.461946; 1.464130; 1.465456; 1.464841; 1.462116; 1.456837; 1.457405; 1.457336; 1.455660; 1.455839; 1.464772; 1.464916; 1.468923; 1.470644; 1.466986; 1.465242; 1.462591; 1.462257; 1.462820; 1.463061; 1.461341; 1.458019; 1.461755; 1.465197; 1.465044; 1.465835; 1.468358; 1.464032; 1.463385; 1.466058; 1.467986; 1.467021; 1.466913; 1.466940; 1.468893; 1.472978; 1.476779; 1.473232; 1.475924; 1.474049; (); (); (); (); (); (); (); (); (); (); (); (); (); 
76.1; 08:52:53; (); (); (); (); (); (); (); 1.488980; 1.488364; 1.488344; 1.487213; 1.485093; 1.486449; 1.485877; 1.483121; 1.479065; 1.473580; 1.465249; 1.455371; 1.446612; 1.441779; 1.440248; 1.439655; 1.438135; 1.435490; 1.434459; 1.433125; 1.427838; 1.423988; 1.423136; 1.423972; 1.426142; 1.430774; 1.435015; 1.443057; 1.448512; 1.450806; 1.452272; 1.456137; 1.459548; 1.460600; 1.460742; 1.460402; 1.462547; 1.466755; 1.466655; 1.465749; 1.463801; 1.460199; 1.458451; 1.460918; 1.460251; 1.456391; 1.449098; 1.444594; 1.443957; 1.446976; 1.448538; 1.447673; 1.449268; 1.451831; 1.452436; 1.458299; 1.462851; 1.464358; 1.464589; 1.465650; 1.468472; 1.473489; 1.478223; 1.484516; 1.487321; 1.490737; 1.490561; 1.483819; 1.485280; 1.489743; 1.492865; 1.494828; 1.496556; 1.497948; 1.501359; 1.501246; 1.499383; 1.496900; 1.490589; 1.486577; 1.485596; 1.487663; 1.490941; 1.489281; 1.484334; 1.481890; 1.479109; 1.474895; 1.469626; 1.462804; 1.458172; 1.452854; 1.448316; 1.451105; 1.452006; 1.450266; 1.448302; 1.448779; 1.450006; 1.446894; 1.440726; 1.439423; 1.440030; 1.438947; 1.441715; 1.448258; 1.454386; 1.454168; 1.449910; 1.446260; 1.449911; 1.450665; 1.448087; 1.446824; 1.450422; 1.454145; 1.450775; 1.450510; 1.451217; 1.449468; (); (); (); (); (); (); (); (); (); (); (); (); (); 
77.2; 08:53:02; (); (); (); (); (); (); (); 1.432116; 1.431900; 1.433692; 1.435468; 1.436583; 1.438454; 1.440281; 1.442541; 1.444187; 1.448801; 1.453745; 1.454762; 1.450350; 1.444694; 1.441535; 1.441360; 1.443598; 1.440585; 1.440300; 1.441161; 1.437272; 1.433066; 1.429322; 1.426856; 1.420930; 1.409732; 1.401834; 1.403014; 1.404719; 1.406212; 1.404545; 1.402798; 1.405691; 1.404812; 1.404244; 1.406995; 1.410659; 1.414586; 1.415928; 1.424132; 1.433810; 1.439369; 1.442084; 1.444938; 1.447409; 1.449643; 1.451126; 1.449547; 1.450687; 1.451324; 1.450388; 1.450792; 1.453602; 1.453968; 1.452163; 1.452356; 1.452587; 1.451692; 1.455897; 1.456333; 1.455662; 1.456481; 1.458953; 1.459507; 1.460628; 1.459120; 1.456133; 1.453686; 1.454166; 1.453136; 1.451007; 1.453969; 1.457281; 1.453119; 1.452929; 1.453697; 1.453359; 1.453015; 1.452021; 1.449102; 1.450600; 1.450711; 1.452044; 1.456214; 1.461079; 1.463501; 1.462269; 1.462511; 1.464720; 1.466077; 1.463244; 1.464960; 1.467787; 1.473890; 1.480435; 1.480166; 1.478168; 1.477358; 1.470701; 1.463014; 1.459473; 1.457730; 1.454779; 1.449444; 1.446230; 1.452177; 1.449847; 1.443882; 1.437108; 1.431246; 1.429418; 1.429038; 1.421213; 1.420789; 1.422412; 1.422448; 1.419208; 1.418512; 1.422531; 1.420200; (); (); (); (); (); (); (); (); (); (); (); (); (); 
78.4; 08:53:11; (); (); (); (); (); (); (); 1.449613; 1.448101; 1.447642; 1.450392; 1.452829; 1.454452; 1.455301; 1.456084; 1.458338; 1.459259; 1.458183; 1.459140; 1.461140; 1.460257; 1.456030; 1.453303; 1.455308; 1.457202; 1.457783; 1.458243; 1.457945; 1.456363; 1.456039; 1.454342; 1.450826; 1.448527; 1.446157; 1.443898; 1.443268; 1.446287; 1.450064; 1.449442; 1.446930; 1.442530; 1.438024; 1.435324; 1.436169; 1.437145; 1.438643; 1.441891; 1.446658; 1.448847; 1.448898; 1.448195; 1.448008; 1.450914; 1.456755; 1.461610; 1.465499; 1.470630; 1.473750; 1.473353; 1.470258; 1.471237; 1.471358; 1.471764; 1.473847; 1.477279; 1.482677; 1.487028; 1.488122; 1.485221; 1.482880; 1.477563; 1.470728; 1.467095; 1.469535; 1.474223; 1.474865; 1.471757; 1.469006; 1.467361; 1.465285; 1.462563; 1.459537; 1.456694; 1.456038; 1.459642; 1.467743; 1.473663; 1.473830; 1.471363; 1.471019; 1.472184; 1.475458; 1.474819; 1.474959; 1.476746; 1.472744; 1.466408; 1.462363; 1.459361; 1.455978; 1.451099; 1.448892; 1.448078; 1.446743; 1.446928; 1.450273; 1.453619; 1.454875; 1.453215; 1.450512; 1.449633; 1.454038; 1.458790; 1.459877; 1.461582; 1.466173; 1.468350; 1.467607; 1.467710; 1.462929; 1.456502; 1.452580; 1.453849; 1.454492; 1.458445; 1.463552; 1.461322; (); (); (); (); (); (); (); (); (); (); (); (); (); 
