Roll Number; 0
Recipe Name; FP 4548_520 GSM
Start Time; 2018-03-12; 10:09:23
File Name; D:\Mahlo\TR\180312100923FP 4548_520 GSM0_THICKNESS2.txt

2133.5; 10:09:36; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.612341; 1.612933; 1.613691; 1.606176; 1.602460; 1.596919; 1.591247; 1.590825; 1.591926; 1.585975; 1.584688; 1.587575; 1.588643; 1.586031; 1.580684; 1.577146; 1.574791; 1.574239; 1.581283; 1.584352; 1.591394; 1.599923; 1.603207; 1.604295; 1.606444; 1.607100; 1.608897; 1.610477; 1.611798; 1.615520; 1.620549; 1.624983; 1.626947; 1.625373; 1.622266; 1.621384; 1.622047; 1.621065; 1.621282; 1.625684; 1.623784; 1.622646; 1.620063; 1.617000; 1.615467; 1.614040; 1.611241; 1.606472; 1.604728; 1.606531; 1.603490; 1.597987; 1.594485; 1.589261; 1.584361; 1.583219; 1.580858; 1.580040; 1.576876; 1.573045; 1.571249; 1.569508; 1.573363; 1.573226; 1.570183; 1.568329; 1.570158; 1.577565; 1.581097; 1.581974; 1.582860; 1.583516; 1.581740; 1.584460; 1.582981; 1.580275; 1.577900; 1.572297; 1.572950; 1.573732; 1.573553; 1.572419; 1.567599; 1.566947; 1.566975; 1.567364; 1.568765; 1.569611; 1.569546; 1.570637; 1.572407; 1.575747; 1.579449; 1.579488; 1.579388; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2140.1; 10:10:19; (); (); (); (); (); (); (); (); (); (); 1.618715; 1.618185; 1.619425; 1.622273; 1.622964; 1.620690; 1.619906; 1.619422; 1.620807; 1.621832; 1.623320; 1.626012; 1.627933; 1.626530; 1.622679; 1.616618; 1.617655; 1.618003; 1.612042; 1.610206; 1.612210; 1.616671; 1.622501; 1.626757; 1.624461; 1.617179; 1.615322; 1.614537; 1.613264; 1.615030; 1.619902; 1.618309; 1.620508; 1.623822; 1.625358; 1.624665; 1.616843; 1.612386; 1.611985; 1.616035; 1.628470; 1.632976; 1.636225; 1.638139; 1.637666; 1.630205; 1.625490; 1.621973; 1.618266; 1.616669; 1.616531; 1.616758; 1.612241; 1.608151; 1.602479; 1.594857; 1.588556; 1.582900; 1.583594; 1.586730; 1.591884; 1.595863; 1.599376; 1.599040; 1.595593; 1.592435; 1.594201; 1.592952; 1.589303; 1.586195; 1.583279; 1.581857; 1.582407; 1.581009; 1.577087; 1.572865; 1.568659; 1.563904; 1.563708; 1.566467; 1.567312; 1.566184; 1.567721; 1.568100; 1.573517; 1.575722; 1.573729; 1.568705; 1.565981; 1.565615; 1.564928; 1.565876; 1.568682; 1.567650; 1.562093; 1.558874; 1.557027; 1.555840; 1.556752; 1.554271; 1.554671; 1.555734; 1.555551; 1.553911; 1.551857; 1.552535; 1.550167; 1.547465; 1.548796; 1.552037; 1.552227; 1.552698; 1.552072; 1.549796; 1.545176; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2141.3; 10:10:28; (); (); (); (); (); (); (); (); (); 1.603601; 1.608321; 1.613490; 1.617123; 1.621003; 1.618812; 1.617861; 1.621494; 1.624441; 1.623769; 1.626343; 1.630234; 1.633156; 1.637709; 1.639619; 1.638422; 1.636466; 1.635230; 1.633007; 1.628718; 1.630169; 1.627345; 1.620400; 1.616477; 1.619265; 1.615938; 1.609524; 1.602994; 1.597396; 1.591869; 1.588865; 1.587708; 1.587843; 1.588987; 1.588839; 1.586984; 1.587817; 1.588145; 1.583167; 1.577737; 1.576176; 1.580615; 1.586424; 1.591259; 1.595516; 1.601307; 1.602374; 1.599499; 1.596241; 1.595023; 1.595502; 1.596674; 1.597701; 1.596833; 1.595025; 1.593562; 1.592120; 1.591194; 1.589869; 1.588728; 1.582476; 1.579788; 1.581693; 1.586166; 1.590337; 1.590370; 1.587855; 1.587187; 1.587356; 1.587117; 1.589181; 1.586279; 1.586268; 1.589012; 1.591526; 1.591679; 1.591287; 1.586424; 1.581466; 1.579305; 1.578635; 1.577188; 1.577822; 1.576905; 1.575372; 1.576122; 1.579714; 1.579135; 1.576130; 1.574513; 1.575349; 1.576658; 1.578056; 1.576710; 1.572821; 1.566169; 1.559634; 1.553796; 1.553347; 1.552725; 1.548047; 1.541886; 1.540623; 1.537513; 1.531584; 1.525796; 1.521611; 1.521486; 1.518311; 1.518946; 1.523429; 1.529681; 1.532567; 1.530197; 1.528003; 1.528026; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2142.5; 10:10:36; (); (); (); (); (); (); (); (); (); 1.629933; 1.625339; 1.616783; 1.612587; 1.611954; 1.610527; 1.607599; 1.605606; 1.600265; 1.592497; 1.587021; 1.586374; 1.590109; 1.588003; 1.585629; 1.581471; 1.582701; 1.587268; 1.585515; 1.580878; 1.578231; 1.577526; 1.577176; 1.576149; 1.570898; 1.570121; 1.567561; 1.564048; 1.560802; 1.556042; 1.559198; 1.559891; 1.559499; 1.562502; 1.564890; 1.564132; 1.560060; 1.556817; 1.560243; 1.570150; 1.568653; 1.566501; 1.566339; 1.564940; 1.560557; 1.551039; 1.542704; 1.538327; 1.533730; 1.527769; 1.530199; 1.533337; 1.536795; 1.537060; 1.531634; 1.533961; 1.534890; 1.536478; 1.540737; 1.547686; 1.558030; 1.567051; 1.571851; 1.577437; 1.580911; 1.582088; 1.582451; 1.582724; 1.586928; 1.590539; 1.589228; 1.584836; 1.580237; 1.576814; 1.573168; 1.568535; 1.565182; 1.566625; 1.569450; 1.569928; 1.568069; 1.566438; 1.565757; 1.566786; 1.564418; 1.564133; 1.566178; 1.565381; 1.562471; 1.559712; 1.556198; 1.552149; 1.547216; 1.543681; 1.542159; 1.544143; 1.546527; 1.544352; 1.541398; 1.541184; 1.541502; 1.541999; 1.543217; 1.549018; 1.555079; 1.557782; 1.559271; 1.561368; 1.565205; 1.570295; 1.569784; 1.569351; 1.569381; 1.568785; 1.572131; 1.576435; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2143.7; 10:10:45; (); (); (); (); (); (); (); (); (); 1.592699; 1.595439; 1.598301; 1.600727; 1.602484; 1.602217; 1.602262; 1.602254; 1.599228; 1.601720; 1.601470; 1.602727; 1.604754; 1.604535; 1.600593; 1.596702; 1.593704; 1.588758; 1.582254; 1.583193; 1.586556; 1.586884; 1.586413; 1.589115; 1.590419; 1.588934; 1.584822; 1.583410; 1.584404; 1.586332; 1.588839; 1.589708; 1.592630; 1.594362; 1.590208; 1.586681; 1.590748; 1.596578; 1.596739; 1.591371; 1.588639; 1.587062; 1.584634; 1.582630; 1.583140; 1.583817; 1.587890; 1.590241; 1.591447; 1.591235; 1.587833; 1.582464; 1.580036; 1.580765; 1.582166; 1.581213; 1.581097; 1.579865; 1.579083; 1.578964; 1.577355; 1.571965; 1.568442; 1.566385; 1.568255; 1.570197; 1.568342; 1.565384; 1.562615; 1.562028; 1.562293; 1.560769; 1.563155; 1.564728; 1.563804; 1.561314; 1.557766; 1.556582; 1.555938; 1.554518; 1.553270; 1.554000; 1.554385; 1.555456; 1.559063; 1.564401; 1.565726; 1.568562; 1.571868; 1.573906; 1.577474; 1.584848; 1.587751; 1.592920; 1.593973; 1.592296; 1.590349; 1.591072; 1.590411; 1.588587; 1.588490; 1.587226; 1.581648; 1.582589; 1.583481; 1.581094; 1.577229; 1.577291; 1.576159; 1.576834; 1.578844; 1.580992; 1.582586; 1.586637; 1.587200; 1.588121; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2144.9; 10:10:53; (); (); (); (); (); (); (); (); (); 1.625873; 1.626792; 1.625755; 1.626651; 1.627389; 1.624664; 1.618914; 1.617890; 1.614382; 1.610559; 1.609829; 1.608843; 1.611729; 1.614043; 1.614734; 1.612954; 1.611173; 1.609367; 1.606439; 1.605642; 1.610434; 1.620968; 1.625539; 1.628447; 1.630681; 1.632720; 1.634769; 1.632510; 1.628402; 1.625340; 1.624277; 1.625546; 1.627070; 1.626780; 1.623582; 1.615924; 1.609877; 1.609829; 1.612553; 1.613286; 1.616317; 1.620999; 1.621671; 1.621465; 1.619158; 1.616196; 1.613330; 1.610903; 1.611373; 1.613743; 1.615330; 1.611979; 1.608250; 1.607280; 1.603059; 1.596289; 1.588677; 1.583651; 1.582982; 1.582320; 1.583719; 1.587423; 1.591292; 1.594327; 1.595357; 1.597207; 1.598664; 1.597337; 1.595294; 1.595256; 1.592143; 1.595625; 1.599582; 1.600027; 1.599814; 1.599450; 1.595919; 1.591119; 1.586283; 1.580651; 1.576286; 1.573980; 1.574718; 1.578140; 1.579868; 1.585494; 1.587560; 1.590093; 1.593466; 1.595406; 1.595617; 1.595633; 1.596055; 1.599387; 1.603703; 1.605484; 1.605417; 1.599680; 1.594012; 1.589875; 1.582727; 1.575688; 1.567514; 1.557757; 1.549730; 1.543179; 1.539087; 1.535977; 1.531870; 1.527011; 1.523013; 1.521084; 1.520623; 1.518133; 1.517433; 1.516155; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2146.1; 10:11:02; (); (); (); (); (); (); (); (); (); 1.625873; 1.609918; 1.615519; 1.617115; 1.616040; 1.615555; 1.617459; 1.620303; 1.625136; 1.623727; 1.620676; 1.620553; 1.625240; 1.627812; 1.622827; 1.616988; 1.615145; 1.614551; 1.614946; 1.620672; 1.625230; 1.626269; 1.626485; 1.622647; 1.626257; 1.627627; 1.624764; 1.618294; 1.617336; 1.623140; 1.624292; 1.623199; 1.621943; 1.620180; 1.615944; 1.610404; 1.605499; 1.602101; 1.604708; 1.603622; 1.598401; 1.596710; 1.597378; 1.597573; 1.597589; 1.596284; 1.593171; 1.590988; 1.591703; 1.591426; 1.593842; 1.597046; 1.599231; 1.599959; 1.604387; 1.609090; 1.609785; 1.609958; 1.613002; 1.610653; 1.608800; 1.607553; 1.605673; 1.603066; 1.600002; 1.596851; 1.592871; 1.586583; 1.577395; 1.568143; 1.566480; 1.567818; 1.566206; 1.563319; 1.563889; 1.563619; 1.563703; 1.563132; 1.562195; 1.560970; 1.555902; 1.551049; 1.547453; 1.546484; 1.547675; 1.543062; 1.539011; 1.537862; 1.535932; 1.533031; 1.532391; 1.529327; 1.524337; 1.519990; 1.515641; 1.513415; 1.515160; 1.515619; 1.515526; 1.516320; 1.521969; 1.523352; 1.520691; 1.517013; 1.513841; 1.510967; 1.510197; 1.513374; 1.516678; 1.520310; 1.522468; 1.522603; 1.523677; 1.523046; 1.517023; 1.507777; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2147.3; 10:11:10; (); (); (); (); (); (); (); (); (); (); 1.610511; 1.605199; 1.599757; 1.594507; 1.590871; 1.590542; 1.591053; 1.586709; 1.578093; 1.572808; 1.568465; 1.567702; 1.568012; 1.565513; 1.559797; 1.555700; 1.552700; 1.552431; 1.553394; 1.551828; 1.550981; 1.551435; 1.554937; 1.556854; 1.556676; 1.557707; 1.558844; 1.556913; 1.558938; 1.565505; 1.570438; 1.572127; 1.570622; 1.568583; 1.568204; 1.569459; 1.568830; 1.572249; 1.576831; 1.580099; 1.579093; 1.578417; 1.576222; 1.570965; 1.562049; 1.554717; 1.554892; 1.556660; 1.561939; 1.565170; 1.565249; 1.563399; 1.562171; 1.560925; 1.558930; 1.556304; 1.553928; 1.554666; 1.552603; 1.555349; 1.557971; 1.556960; 1.553849; 1.550537; 1.547205; 1.546322; 1.546006; 1.542382; 1.539616; 1.539315; 1.538791; 1.539484; 1.542354; 1.545569; 1.545896; 1.545207; 1.547168; 1.549640; 1.548319; 1.547750; 1.545421; 1.541720; 1.538693; 1.542239; 1.543637; 1.545158; 1.544996; 1.543240; 1.540486; 1.540798; 1.540735; 1.538996; 1.537255; 1.535899; 1.531210; 1.529527; 1.530382; 1.530137; 1.524820; 1.519691; 1.514112; 1.514126; 1.516334; 1.517987; 1.516694; 1.516265; 1.512253; 1.509971; 1.511036; 1.512936; 1.513186; 1.513502; 1.514418; 1.517858; 1.523616; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2148.6; 10:11:19; (); (); (); (); (); (); (); (); (); 1.600615; 1.603120; 1.605489; 1.602294; 1.602183; 1.602702; 1.600537; 1.595940; 1.592909; 1.595818; 1.596921; 1.595321; 1.591918; 1.588073; 1.585328; 1.581485; 1.579651; 1.577331; 1.575297; 1.571982; 1.568839; 1.570121; 1.572529; 1.572858; 1.570516; 1.570149; 1.569677; 1.575376; 1.580475; 1.580608; 1.584394; 1.582685; 1.584385; 1.591913; 1.597919; 1.600408; 1.601624; 1.603479; 1.604393; 1.603644; 1.600845; 1.601872; 1.600277; 1.599824; 1.601909; 1.601319; 1.602414; 1.599372; 1.591229; 1.586019; 1.582643; 1.576815; 1.576870; 1.581968; 1.587208; 1.588024; 1.586393; 1.581199; 1.578076; 1.577220; 1.576610; 1.576603; 1.577050; 1.579813; 1.581699; 1.581995; 1.585039; 1.577072; 1.566859; 1.560217; 1.559363; 1.558924; 1.558864; 1.557591; 1.557358; 1.557071; 1.555721; 1.553318; 1.551276; 1.552801; 1.554864; 1.557246; 1.560311; 1.564926; 1.566877; 1.566630; 1.566323; 1.564380; 1.564660; 1.562963; 1.566365; 1.569492; 1.570674; 1.573162; 1.573899; 1.572809; 1.570190; 1.569024; 1.567726; 1.569148; 1.570542; 1.572162; 1.573401; 1.568044; 1.562285; 1.557214; 1.555163; 1.552828; 1.546904; 1.542889; 1.541027; 1.540935; 1.541197; 1.539269; 1.535677; 1.529898; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2149.8; 10:11:28; (); (); (); (); (); (); (); (); (); 1.605503; 1.608293; 1.610953; 1.608239; 1.605586; 1.611169; 1.611188; 1.609840; 1.607158; 1.602227; 1.597236; 1.597429; 1.599338; 1.600577; 1.598697; 1.596181; 1.591013; 1.586917; 1.586518; 1.586183; 1.584896; 1.583803; 1.584208; 1.583153; 1.581189; 1.579705; 1.576865; 1.573454; 1.572101; 1.572340; 1.574216; 1.578403; 1.584660; 1.588868; 1.589265; 1.588839; 1.590507; 1.591851; 1.596197; 1.600681; 1.604479; 1.607445; 1.606592; 1.608609; 1.611252; 1.612403; 1.609694; 1.604603; 1.601917; 1.596693; 1.594592; 1.594420; 1.592877; 1.592317; 1.593707; 1.595974; 1.598012; 1.599633; 1.600161; 1.597271; 1.596398; 1.597952; 1.598396; 1.597726; 1.595926; 1.593205; 1.590877; 1.588714; 1.585396; 1.580895; 1.579247; 1.578622; 1.576724; 1.572336; 1.577017; 1.579349; 1.580084; 1.579663; 1.579618; 1.580467; 1.579382; 1.579584; 1.579661; 1.577079; 1.576415; 1.572449; 1.569617; 1.566512; 1.561310; 1.556319; 1.552251; 1.550133; 1.547244; 1.545240; 1.545622; 1.542346; 1.538964; 1.538322; 1.537777; 1.536557; 1.537590; 1.535419; 1.537265; 1.539997; 1.538700; 1.534322; 1.532449; 1.533671; 1.533552; 1.534603; 1.537832; 1.538128; 1.538480; 1.539226; 1.538835; 1.538703; 1.539389; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2151.0; 10:11:36; (); (); (); (); (); (); (); (); (); 1.641453; 1.643134; 1.635902; 1.629097; 1.622209; 1.614353; 1.609442; 1.607329; 1.607748; 1.607229; 1.605240; 1.607052; 1.606041; 1.600471; 1.592295; 1.583283; 1.580336; 1.581396; 1.583271; 1.584369; 1.590326; 1.596325; 1.600355; 1.603846; 1.605715; 1.605133; 1.604796; 1.602895; 1.601905; 1.603514; 1.606392; 1.610338; 1.613819; 1.615754; 1.616015; 1.612780; 1.611491; 1.614118; 1.611351; 1.607036; 1.604525; 1.601551; 1.603763; 1.601714; 1.598839; 1.599629; 1.598524; 1.594223; 1.591326; 1.590007; 1.589487; 1.587895; 1.582724; 1.582701; 1.582542; 1.583591; 1.588370; 1.590607; 1.593914; 1.594046; 1.588869; 1.586250; 1.584706; 1.586770; 1.588410; 1.588511; 1.587301; 1.588012; 1.586461; 1.584523; 1.582817; 1.582645; 1.583857; 1.582048; 1.587127; 1.588839; 1.586817; 1.584919; 1.580121; 1.579131; 1.578805; 1.576599; 1.572922; 1.570999; 1.572276; 1.572237; 1.568568; 1.564243; 1.564306; 1.561189; 1.562219; 1.566163; 1.568307; 1.569127; 1.568791; 1.569517; 1.572300; 1.576058; 1.578026; 1.575114; 1.573188; 1.572351; 1.571802; 1.571433; 1.573695; 1.571958; 1.568346; 1.568767; 1.570081; 1.568612; 1.568524; 1.566307; 1.564163; 1.563538; 1.564504; 1.564628; 1.564736; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
