Roll Number; 0
Recipe Name; FP 4576_570 GSM
Start Time; 2018-01-22; 10:47:06
File Name; D:\Mahlo\TR\180122104706FP 4576_570 GSM0_THICKNESS2.txt

2215.1; 10:47:39; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.420755; 1.414939; 1.414478; 1.418188; 1.423739; 1.429762; 1.432314; 1.435602; 1.438151; 1.440105; 1.443736; 1.448612; 1.451198; 1.453024; 1.454303; 1.456707; 1.463569; 1.465515; 1.464115; 1.461985; 1.460087; 1.458388; 1.455131; 1.452154; 1.451461; 1.450452; 1.446391; 1.446874; 1.446496; 1.447434; 1.449278; 1.451901; 1.456477; 1.459912; 1.459127; 1.457041; 1.455425; 1.452557; 1.455984; 1.459969; 1.464159; 1.469466; 1.471178; 1.472156; 1.473686; 1.473936; 1.471922; 1.471209; 1.470719; 1.475760; 1.484027; 1.492914; 1.499539; 1.499291; 1.499896; 1.501317; 1.502512; 1.503232; 1.503988; 1.504523; 1.507565; 1.509986; 1.510071; 1.512910; 1.510641; 1.509887; 1.510542; 1.512383; 1.514386; 1.516409; 1.519469; 1.522159; 1.523744; 1.525056; 1.526334; 1.522597; 1.523370; 1.526120; 1.527508; 1.528061; 1.526582; 1.524828; 1.524316; 1.524089; 1.522708; 1.522656; 1.526257; 1.530272; 1.532434; 1.533845; 1.539439; 1.540650; 1.539636; 1.540990; 1.545606; 1.548504; 1.550757; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2217.1; 10:47:48; (); (); (); (); (); (); 1.438953; 1.435519; 1.430982; 1.431637; 1.434015; 1.435041; 1.434238; 1.432135; 1.428163; 1.424947; 1.424281; 1.426499; 1.427629; 1.433747; 1.440486; 1.444841; 1.449595; 1.457104; 1.457127; 1.455314; 1.454689; 1.454916; 1.456962; 1.459657; 1.459926; 1.459372; 1.459952; 1.462901; 1.463200; 1.461715; 1.460023; 1.457576; 1.454735; 1.457566; 1.460653; 1.464523; 1.468280; 1.469268; 1.472484; 1.474185; 1.474033; 1.471765; 1.467316; 1.464665; 1.463952; 1.461352; 1.458283; 1.455762; 1.452117; 1.448589; 1.447239; 1.449718; 1.451728; 1.451548; 1.449937; 1.449886; 1.453340; 1.459137; 1.466642; 1.473329; 1.481639; 1.486421; 1.489124; 1.492148; 1.495781; 1.496125; 1.498026; 1.501429; 1.506028; 1.512412; 1.512133; 1.511517; 1.510607; 1.511232; 1.515181; 1.520022; 1.527226; 1.533268; 1.537162; 1.539268; 1.540782; 1.537782; 1.535227; 1.533656; 1.534974; 1.540195; 1.542988; 1.544698; 1.544806; 1.543329; 1.538964; 1.531400; 1.528479; 1.530243; 1.532014; 1.533487; 1.537391; 1.541161; 1.543338; 1.543202; 1.542390; 1.542022; 1.540449; 1.538337; 1.537889; 1.540862; 1.548120; 1.553568; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2218.7; 10:47:57; (); (); (); (); (); (); 1.421435; 1.425813; 1.428415; 1.429255; 1.428736; 1.429894; 1.433638; 1.435478; 1.439832; 1.446411; 1.451792; 1.452254; 1.451801; 1.449810; 1.447953; 1.447454; 1.448081; 1.446425; 1.447272; 1.449072; 1.448981; 1.446517; 1.444688; 1.441662; 1.439124; 1.439596; 1.443104; 1.445843; 1.446327; 1.443841; 1.441134; 1.439529; 1.442329; 1.441507; 1.440898; 1.441079; 1.441529; 1.442913; 1.445877; 1.446993; 1.443388; 1.437036; 1.434464; 1.437014; 1.441218; 1.443355; 1.442368; 1.437980; 1.437808; 1.439564; 1.440603; 1.440557; 1.442075; 1.444367; 1.449131; 1.454866; 1.462360; 1.468322; 1.469826; 1.469290; 1.474017; 1.482865; 1.492350; 1.497425; 1.499096; 1.499892; 1.500310; 1.501306; 1.503603; 1.504690; 1.506312; 1.507975; 1.510948; 1.515593; 1.522001; 1.524122; 1.523450; 1.523789; 1.526138; 1.529020; 1.534749; 1.539708; 1.541505; 1.540932; 1.542444; 1.542154; 1.540878; 1.537851; 1.533623; 1.531354; 1.528696; 1.526459; 1.524449; 1.523513; 1.524292; 1.526751; 1.527127; 1.528105; 1.530611; 1.531731; 1.534791; 1.538206; 1.543001; 1.546081; 1.545509; 1.547722; 1.550244; 1.553537; 1.555282; 1.553732; 1.552412; 1.553156; 1.554154; 1.555744; 1.557469; 1.557238; 1.555683; 1.553233; 1.554405; 1.556923; 1.557954; (); (); (); (); (); (); (); (); (); (); (); (); (); 
2220.3; 10:48:06; (); (); (); (); (); (); 1.414594; 1.415620; 1.417201; 1.419712; 1.420888; 1.421035; 1.420806; 1.421311; 1.421613; 1.421686; 1.422899; 1.426545; 1.428902; 1.434396; 1.436433; 1.437114; 1.439407; 1.440812; 1.438459; 1.436173; 1.434201; 1.431479; 1.430128; 1.429370; 1.428303; 1.428117; 1.426350; 1.424634; 1.423824; 1.425390; 1.425327; 1.423199; 1.421731; 1.424095; 1.426216; 1.430077; 1.436970; 1.444991; 1.450727; 1.454991; 1.456765; 1.458552; 1.461067; 1.464627; 1.467059; 1.470378; 1.474929; 1.478496; 1.480118; 1.481475; 1.479713; 1.475493; 1.472072; 1.470581; 1.471129; 1.472166; 1.476859; 1.479654; 1.480807; 1.482676; 1.485358; 1.489808; 1.496170; 1.502020; 1.508599; 1.516450; 1.521947; 1.524928; 1.526737; 1.527171; 1.526883; 1.521678; 1.521235; 1.523094; 1.524084; 1.522746; 1.521612; 1.520945; 1.520519; 1.519675; 1.519235; 1.516561; 1.516061; 1.517632; 1.520627; 1.524701; 1.526740; 1.526702; 1.524479; 1.522235; 1.522381; 1.523474; 1.524676; 1.524501; 1.524004; 1.525832; 1.529887; 1.534756; 1.538769; 1.540976; 1.543415; 1.547093; 1.551274; 1.554900; 1.555117; 1.555920; 1.559566; 1.561359; 1.563399; 1.564160; 1.561817; 1.558522; 1.557372; 1.556826; 1.554824; 1.553755; 1.552904; 1.551459; 1.551773; 1.555496; 1.552268; (); (); (); (); (); (); (); (); (); (); (); (); (); 
2221.9; 10:48:15; (); (); (); (); (); (); 1.421431; 1.424788; 1.428292; 1.431475; 1.434762; 1.439141; 1.443626; 1.443307; 1.442623; 1.444110; 1.440883; 1.438164; 1.438293; 1.440418; 1.442082; 1.442971; 1.443590; 1.445389; 1.447505; 1.445309; 1.442816; 1.438729; 1.438131; 1.439341; 1.443418; 1.451474; 1.454570; 1.456279; 1.458069; 1.460005; 1.461579; 1.463009; 1.461403; 1.462162; 1.464471; 1.466084; 1.468476; 1.471096; 1.471809; 1.468938; 1.464120; 1.463620; 1.463791; 1.466438; 1.468059; 1.467905; 1.465722; 1.462462; 1.457784; 1.452948; 1.450476; 1.451485; 1.452617; 1.453811; 1.454759; 1.455309; 1.455680; 1.455790; 1.454431; 1.452803; 1.452199; 1.454174; 1.457661; 1.462251; 1.467176; 1.470267; 1.470783; 1.470983; 1.474819; 1.478236; 1.481712; 1.486438; 1.490925; 1.493325; 1.497524; 1.500963; 1.502347; 1.503768; 1.508969; 1.513594; 1.516336; 1.519722; 1.521942; 1.520131; 1.521729; 1.521337; 1.519965; 1.519662; 1.521442; 1.518520; 1.520935; 1.524907; 1.526537; 1.523730; 1.521563; 1.520289; 1.520936; 1.522482; 1.524272; 1.525167; 1.526700; 1.526076; 1.524903; 1.525709; 1.529505; 1.530454; 1.528148; 1.527846; 1.527182; 1.524603; 1.526291; 1.528145; 1.530883; 1.535432; 1.538484; 1.538859; 1.540860; 1.542618; 1.543492; 1.542040; 1.542374; (); (); (); (); (); (); (); (); (); (); (); (); (); 
2223.6; 10:48:24; (); (); (); (); (); (); 1.456113; 1.452291; 1.441706; 1.441397; 1.443654; 1.443091; 1.442351; 1.440646; 1.439762; 1.438095; 1.436333; 1.436124; 1.434435; 1.434896; 1.434726; 1.434167; 1.434900; 1.439699; 1.434111; 1.431508; 1.430604; 1.429780; 1.428648; 1.424777; 1.423847; 1.423853; 1.423140; 1.420863; 1.420739; 1.423634; 1.427537; 1.431045; 1.433972; 1.438980; 1.439972; 1.441304; 1.444349; 1.448337; 1.452505; 1.455858; 1.460138; 1.465895; 1.471383; 1.473702; 1.477167; 1.478089; 1.477114; 1.475276; 1.474596; 1.478913; 1.481286; 1.482196; 1.483427; 1.485666; 1.487636; 1.488547; 1.489399; 1.490740; 1.493283; 1.492660; 1.494388; 1.501321; 1.509254; 1.512385; 1.513300; 1.515013; 1.518176; 1.519471; 1.518696; 1.517514; 1.516905; 1.514990; 1.511059; 1.509955; 1.510259; 1.506759; 1.504071; 1.502262; 1.500756; 1.500150; 1.500037; 1.498269; 1.498133; 1.498816; 1.499442; 1.499647; 1.499633; 1.501270; 1.502256; 1.506576; 1.512553; 1.514822; 1.515760; 1.518641; 1.523384; 1.528274; 1.531041; 1.534273; 1.536880; 1.541431; 1.549266; 1.557354; 1.564458; 1.569491; 1.571701; 1.572498; 1.573420; 1.572369; 1.568406; 1.568115; 1.570021; 1.570783; 1.569768; 1.570604; 1.569406; 1.566654; 1.563075; 1.558385; 1.554745; 1.550858; 1.548478; (); (); (); (); (); (); (); (); (); (); (); (); (); 
2225.2; 10:48:33; (); (); (); (); (); (); 1.414451; 1.417499; 1.418802; 1.417693; 1.418064; 1.420698; 1.423020; 1.424477; 1.427383; 1.429858; 1.432430; 1.435245; 1.436971; 1.435616; 1.438329; 1.440684; 1.442192; 1.445862; 1.448225; 1.451229; 1.453351; 1.452643; 1.452045; 1.449684; 1.448547; 1.450857; 1.455167; 1.459969; 1.460998; 1.461252; 1.460624; 1.459696; 1.460574; 1.464609; 1.465540; 1.468755; 1.473124; 1.477376; 1.483309; 1.486597; 1.488382; 1.490018; 1.490672; 1.490881; 1.493161; 1.495049; 1.494968; 1.493486; 1.492486; 1.492229; 1.491840; 1.493407; 1.495813; 1.497338; 1.498295; 1.494580; 1.489919; 1.488516; 1.489287; 1.492459; 1.497008; 1.500312; 1.502660; 1.505032; 1.507737; 1.507547; 1.506162; 1.508147; 1.512261; 1.517193; 1.524403; 1.531858; 1.536104; 1.537410; 1.536731; 1.533451; 1.536182; 1.541263; 1.545635; 1.549477; 1.552828; 1.557112; 1.560550; 1.561557; 1.559215; 1.554920; 1.557166; 1.563372; 1.566837; 1.571674; 1.577898; 1.579748; 1.580853; 1.580514; 1.581468; 1.584357; 1.584867; 1.584235; 1.584171; 1.588061; 1.591318; 1.590817; 1.589761; 1.588953; 1.586190; 1.582966; 1.579832; 1.576694; 1.571608; 1.564890; 1.558901; 1.554731; 1.550914; 1.546950; 1.543560; 1.540837; 1.536979; 1.531975; 1.528238; 1.526907; 1.524842; (); (); (); (); (); (); (); (); (); (); (); (); (); 
2226.8; 10:48:42; (); (); (); (); (); (); 1.406476; 1.406768; 1.407513; 1.409568; 1.414032; 1.415001; 1.417155; 1.418821; 1.418910; 1.421665; 1.427087; 1.431914; 1.436217; 1.439566; 1.442302; 1.444077; 1.445406; 1.446769; 1.445694; 1.446951; 1.449850; 1.452129; 1.457277; 1.460554; 1.460662; 1.459114; 1.458326; 1.458622; 1.464003; 1.471526; 1.477361; 1.481394; 1.486791; 1.488116; 1.484197; 1.480302; 1.478282; 1.475330; 1.473517; 1.474531; 1.476440; 1.478754; 1.481254; 1.482031; 1.481983; 1.480674; 1.479105; 1.477593; 1.476907; 1.482833; 1.487686; 1.490083; 1.492594; 1.497706; 1.498923; 1.500325; 1.501238; 1.499868; 1.497542; 1.498284; 1.499206; 1.499109; 1.500247; 1.504169; 1.508669; 1.510239; 1.511555; 1.507973; 1.500977; 1.496567; 1.493658; 1.492693; 1.493094; 1.493283; 1.492360; 1.493166; 1.496591; 1.499544; 1.498710; 1.495264; 1.496334; 1.497405; 1.504806; 1.513217; 1.518586; 1.524512; 1.529787; 1.532063; 1.533225; 1.533873; 1.533962; 1.536455; 1.541094; 1.547963; 1.553653; 1.556897; 1.559097; 1.558947; 1.563105; 1.570412; 1.577093; 1.580431; 1.583111; 1.585268; 1.589127; 1.594893; 1.595919; 1.594171; 1.593723; 1.593178; 1.591952; 1.590743; 1.590152; 1.586630; 1.581558; 1.578059; 1.576601; 1.577054; 1.578568; 1.578085; 1.576579; (); (); (); (); (); (); (); (); (); (); (); (); (); 
2228.4; 10:48:50; (); (); (); (); (); (); 1.438414; 1.441475; 1.444597; 1.447691; 1.445656; 1.442360; 1.442745; 1.442779; 1.439563; 1.436866; 1.434987; 1.435576; 1.439982; 1.445173; 1.445776; 1.444572; 1.443541; 1.441871; 1.437138; 1.439117; 1.443896; 1.442909; 1.443124; 1.442700; 1.440107; 1.439010; 1.437359; 1.433673; 1.431414; 1.436280; 1.439885; 1.442599; 1.445834; 1.449357; 1.450494; 1.449219; 1.449302; 1.450195; 1.454046; 1.458994; 1.460815; 1.466180; 1.472077; 1.475832; 1.474159; 1.471394; 1.468718; 1.468948; 1.468189; 1.467626; 1.470972; 1.475420; 1.477300; 1.478545; 1.481229; 1.485201; 1.485056; 1.487063; 1.489533; 1.493225; 1.497670; 1.499611; 1.502892; 1.507728; 1.510151; 1.509077; 1.505931; 1.505557; 1.505496; 1.505604; 1.505676; 1.504085; 1.498501; 1.495509; 1.494002; 1.494821; 1.498734; 1.498054; 1.498533; 1.499008; 1.503163; 1.510311; 1.516062; 1.519684; 1.522065; 1.526337; 1.532494; 1.537776; 1.538115; 1.540175; 1.542220; 1.545733; 1.548621; 1.548382; 1.547697; 1.546926; 1.546023; 1.546768; 1.550152; 1.550794; 1.551328; 1.550619; 1.551974; 1.557440; 1.561783; 1.564565; 1.566556; 1.569302; 1.571486; 1.570978; 1.572126; 1.574486; 1.574777; 1.573577; 1.573031; 1.573044; 1.575802; 1.578144; 1.576290; 1.570228; 1.565784; (); (); (); (); (); (); (); (); (); (); (); (); (); 
2230.1; 10:48:59; (); (); (); (); (); (); 1.442158; 1.442921; 1.447229; 1.451497; 1.453026; 1.450766; 1.448641; 1.449241; 1.451038; 1.452771; 1.456962; 1.463060; 1.463572; 1.461360; 1.462352; 1.462872; 1.464749; 1.464447; 1.461284; 1.458988; 1.461280; 1.465999; 1.470240; 1.472900; 1.475250; 1.477580; 1.479833; 1.482827; 1.485316; 1.487896; 1.491869; 1.490136; 1.489876; 1.492308; 1.497315; 1.503121; 1.506093; 1.504989; 1.504025; 1.502110; 1.500085; 1.499944; 1.503016; 1.503021; 1.502302; 1.503065; 1.507865; 1.512088; 1.512972; 1.510427; 1.505860; 1.501021; 1.498402; 1.497527; 1.497013; 1.496572; 1.495863; 1.495711; 1.498446; 1.501616; 1.503511; 1.503395; 1.502346; 1.502307; 1.503055; 1.506644; 1.514550; 1.522374; 1.526007; 1.528923; 1.533203; 1.536997; 1.536125; 1.534335; 1.535159; 1.535165; 1.535400; 1.538374; 1.544946; 1.550325; 1.550911; 1.551945; 1.554222; 1.555533; 1.559252; 1.559555; 1.561202; 1.565322; 1.568529; 1.569950; 1.574602; 1.577391; 1.577078; 1.574255; 1.574949; 1.576196; 1.573767; 1.574795; 1.575743; 1.573464; 1.572812; 1.571168; 1.568529; 1.566958; 1.567469; 1.565898; 1.565265; 1.566108; 1.566297; 1.565096; 1.561658; 1.560647; 1.559427; 1.558944; 1.558603; 1.558760; 1.559919; 1.562765; 1.562221; 1.560089; 1.559707; (); (); (); (); (); (); (); (); (); (); (); (); (); 
2231.7; 10:49:08; (); (); (); (); (); (); 1.443103; 1.442392; 1.442332; 1.451403; 1.459973; 1.467897; 1.472992; 1.475834; 1.475555; 1.471461; 1.468751; 1.467480; 1.470607; 1.477108; 1.482135; 1.484553; 1.485824; 1.484428; 1.479184; 1.474150; 1.468024; 1.463219; 1.459207; 1.458042; 1.462538; 1.467985; 1.470684; 1.469092; 1.467755; 1.466666; 1.464715; 1.467352; 1.470213; 1.474376; 1.482503; 1.488237; 1.492491; 1.499222; 1.506031; 1.509650; 1.510091; 1.510432; 1.510642; 1.512108; 1.514851; 1.520268; 1.521824; 1.523938; 1.523684; 1.521338; 1.520087; 1.519278; 1.518299; 1.517573; 1.518243; 1.519916; 1.522980; 1.521777; 1.521112; 1.520030; 1.517261; 1.514808; 1.511519; 1.511856; 1.511103; 1.508095; 1.507572; 1.507862; 1.506205; 1.504677; 1.504933; 1.506289; 1.510780; 1.514915; 1.518672; 1.520039; 1.519833; 1.517927; 1.516743; 1.519730; 1.524627; 1.527410; 1.528610; 1.532268; 1.533893; 1.534757; 1.535019; 1.533235; 1.532539; 1.534297; 1.535923; 1.540260; 1.547926; 1.548577; 1.549403; 1.550234; 1.551527; 1.553237; 1.557841; 1.562284; 1.564646; 1.569192; 1.575847; 1.577579; 1.578579; 1.586473; 1.589973; 1.590908; 1.591353; 1.588440; 1.583564; 1.580155; 1.576729; 1.574148; 1.571861; 1.570032; 1.566982; 1.563795; 1.561964; 1.555232; 1.547936; (); (); (); (); (); (); (); (); (); (); (); (); (); 
