Roll Number; 1
Recipe Name; FP 4524_518 GSM
Start Time; 2017-11-28; 08:08:31
File Name; D:\Mahlo\TR\171128080831FP 4524_518 GSM1_THICKNESS2.txt

449.5; 08:09:40; (); (); (); (); 0.634737; 0.706263; 0.754279; 0.793282; 0.826060; 0.852258; 0.873893; 0.907853; 0.994809; 1.083596; 1.160263; 1.205369; 1.208920; 1.210528; 1.210335; 1.207403; 1.204870; 1.207073; 1.209333; 1.213212; 1.216030; 1.215360; 1.212313; 1.208950; 1.207529; 1.207403; 1.208720; 1.210373; 1.211934; 1.216744; 1.219691; 1.221005; 1.220997; 1.219760; 1.221502; 1.223665; 1.224310; 1.222270; 1.221917; 1.223583; 1.219318; 1.216975; 1.213308; 1.213462; 1.216241; 1.219286; 1.218601; 1.217087; 1.216131; 1.215484; 1.215749; 1.218238; 1.220862; 1.219161; 1.213520; 1.212567; 1.212694; 1.214540; 1.214505; 1.213705; 1.215392; 1.215210; 1.219489; 1.225804; 1.232879; 1.241189; 1.246051; 1.250369; 1.257811; 1.266930; 1.272299; 1.273364; 1.276972; 1.280371; 1.282653; 1.284376; 1.285828; 1.285159; 1.282629; 1.278498; 1.274785; 1.274459; 1.275675; 1.276038; 1.277121; 1.278784; 1.281065; 1.284340; 1.281823; 1.277143; 1.273235; 1.271995; 1.271417; 1.272831; 1.271002; 1.271218; 1.273447; 1.275613; 1.280037; 1.284279; 1.285903; 1.286849; 1.294821; 1.302496; 1.309786; 1.349187; 1.376809; 1.377970; 1.377836; 1.379419; 1.376390; 1.379299; 1.383419; 1.381730; 1.378240; 1.377853; 1.371703; 1.365875; 1.363826; 1.359779; 1.322343; 1.309845; 1.313326; 1.313291; 1.310524; 1.311826; 1.306313; 1.340515; 1.354103; 1.359490; 1.365725; 1.373442; 1.382653; 1.399114; (); (); 
451.1; 08:09:49; (); (); (); (); (); (); (); (); (); (); 1.177481; 1.178569; 1.180534; 1.185758; 1.190909; 1.192315; 1.192096; 1.194312; 1.195616; 1.193810; 1.197653; 1.205891; 1.207917; 1.207805; 1.209089; 1.211791; 1.212609; 1.213628; 1.214973; 1.213997; 1.212679; 1.211573; 1.208641; 1.208128; 1.209638; 1.211435; 1.210346; 1.213290; 1.216222; 1.218396; 1.220248; 1.221718; 1.221100; 1.218466; 1.217588; 1.219806; 1.224191; 1.227154; 1.229959; 1.230733; 1.231657; 1.232649; 1.228621; 1.227282; 1.224076; 1.218660; 1.216687; 1.215224; 1.215135; 1.216142; 1.216318; 1.216408; 1.218503; 1.219314; 1.221665; 1.223704; 1.226097; 1.232167; 1.237586; 1.243573; 1.253618; 1.260011; 1.262706; 1.264013; 1.260930; 1.261007; 1.261208; 1.261592; 1.265495; 1.264232; 1.260725; 1.262472; 1.262883; 1.260292; 1.258651; 1.251840; 1.248052; 1.250397; 1.256649; 1.265366; 1.274688; 1.276059; 1.272898; 1.267402; 1.265781; 1.268341; 1.271522; 1.273361; 1.272529; 1.273984; 1.283370; 1.293523; 1.300776; 1.303718; 1.305192; 1.312442; 1.320924; 1.327548; 1.352380; 1.371617; 1.374922; 1.371237; 1.372660; 1.374635; 1.377452; 1.388397; 1.391171; 1.385325; 1.386693; 1.377773; 1.365111; 1.358037; 1.353038; 1.336250; 1.332708; 1.335808; 1.340635; 1.344116; 1.346727; 1.338669; 1.286961; 1.273422; 1.272087; 1.266895; 1.263371; 1.263558; 1.263931; 1.258947; (); (); 
452.7; 08:09:59; (); (); (); (); (); (); (); (); (); (); 1.173612; 1.172962; 1.176880; 1.183533; 1.190064; 1.192501; 1.192232; 1.192690; 1.195720; 1.192774; 1.192514; 1.196710; 1.202120; 1.204255; 1.206974; 1.212396; 1.214397; 1.213914; 1.215250; 1.213260; 1.211340; 1.211522; 1.210158; 1.208899; 1.208625; 1.210164; 1.210821; 1.213045; 1.215550; 1.217185; 1.219862; 1.220898; 1.220607; 1.219898; 1.218230; 1.220789; 1.223527; 1.225014; 1.229030; 1.232347; 1.232821; 1.232062; 1.226700; 1.224285; 1.222177; 1.217544; 1.214253; 1.211964; 1.209854; 1.208233; 1.209412; 1.210112; 1.210803; 1.211515; 1.213872; 1.218622; 1.221458; 1.225065; 1.228258; 1.233918; 1.241723; 1.252963; 1.257182; 1.262434; 1.263321; 1.261155; 1.263056; 1.264485; 1.267620; 1.267827; 1.265193; 1.265244; 1.270860; 1.270594; 1.270840; 1.266851; 1.264070; 1.264854; 1.266507; 1.270116; 1.273136; 1.273697; 1.272008; 1.269627; 1.266251; 1.265804; 1.266605; 1.266544; 1.264709; 1.267754; 1.272860; 1.281328; 1.283986; 1.283337; 1.288963; 1.296579; 1.304450; 1.311844; 1.318675; 1.331706; 1.338978; 1.339352; 1.340483; 1.340413; 1.338880; 1.349341; 1.351655; 1.356982; 1.357862; 1.358323; 1.347349; 1.340137; 1.335667; 1.331566; 1.325889; 1.330312; 1.334609; 1.338043; 1.340984; 1.332285; 1.328645; 1.338206; 1.339338; 1.342246; 1.342023; 1.350468; 1.362873; 1.371575; (); (); 
454.3; 08:10:08; (); (); (); (); (); (); (); (); (); (); 1.184519; 1.184100; 1.188459; 1.194595; 1.198925; 1.200566; 1.200447; 1.199029; 1.199798; 1.198623; 1.202087; 1.206174; 1.209354; 1.212450; 1.215402; 1.215784; 1.214904; 1.214101; 1.211321; 1.208782; 1.208267; 1.209428; 1.208790; 1.206506; 1.209999; 1.210390; 1.211875; 1.212033; 1.212196; 1.216501; 1.220075; 1.221948; 1.222725; 1.224348; 1.225577; 1.228617; 1.232278; 1.234397; 1.233979; 1.236170; 1.233552; 1.234422; 1.235905; 1.235234; 1.231551; 1.231001; 1.231021; 1.231041; 1.229722; 1.225578; 1.220749; 1.220243; 1.223908; 1.228015; 1.230175; 1.231757; 1.232950; 1.232008; 1.239289; 1.249017; 1.253305; 1.257739; 1.260464; 1.263980; 1.268287; 1.273007; 1.273176; 1.274045; 1.273312; 1.272434; 1.273183; 1.273514; 1.274565; 1.266675; 1.262300; 1.258325; 1.250112; 1.249066; 1.250095; 1.249176; 1.250549; 1.255505; 1.254207; 1.251115; 1.252080; 1.253038; 1.254218; 1.258560; 1.262190; 1.264998; 1.274952; 1.282239; 1.284913; 1.286566; 1.291211; 1.293023; 1.297251; 1.308845; 1.323410; 1.369591; 1.382118; 1.380840; 1.377139; 1.375367; 1.375928; 1.383154; 1.389432; 1.392242; 1.394387; 1.392544; 1.386865; 1.378247; 1.371030; 1.356738; 1.317273; 1.319744; 1.324586; 1.326424; 1.325091; 1.310834; 1.248231; 1.232720; 1.225207; 1.218295; 1.212085; 1.206206; 1.197407; 1.186256; (); (); 
455.8; 08:10:18; (); (); (); (); (); (); (); (); (); (); 1.194053; 1.197787; 1.199010; 1.197463; 1.196589; 1.198302; 1.199167; 1.200789; 1.204162; 1.201489; 1.205091; 1.210760; 1.215130; 1.218893; 1.223167; 1.222235; 1.220027; 1.222011; 1.226551; 1.227442; 1.222419; 1.218760; 1.214458; 1.211226; 1.211776; 1.211190; 1.208903; 1.208617; 1.209932; 1.213385; 1.216802; 1.217439; 1.217299; 1.216935; 1.219587; 1.223835; 1.227509; 1.233673; 1.237090; 1.241162; 1.247471; 1.245950; 1.241589; 1.237963; 1.234687; 1.232059; 1.231605; 1.230588; 1.229631; 1.227934; 1.226298; 1.225402; 1.223554; 1.228974; 1.242902; 1.252138; 1.254809; 1.260867; 1.262525; 1.270503; 1.277136; 1.280375; 1.283084; 1.288983; 1.292441; 1.296097; 1.300450; 1.302295; 1.302223; 1.284804; 1.276164; 1.274384; 1.272512; 1.269148; 1.263429; 1.262003; 1.261726; 1.259925; 1.258800; 1.260856; 1.259177; 1.257797; 1.254205; 1.248911; 1.243068; 1.244476; 1.246512; 1.250721; 1.255680; 1.256256; 1.261276; 1.271997; 1.275142; 1.275045; 1.276541; 1.281074; 1.286923; 1.296394; 1.318322; 1.348462; 1.374491; 1.381017; 1.383165; 1.384312; 1.384145; 1.384790; 1.383416; 1.386797; 1.390390; 1.393136; 1.390327; 1.381142; 1.375450; 1.359695; 1.338287; 1.323967; 1.324943; 1.326085; 1.328531; 1.328276; 1.322957; 1.307359; 1.302443; 1.300327; 1.299655; 1.303051; 1.308990; 1.306413; (); (); 
457.4; 08:10:27; (); (); (); (); (); (); (); (); (); (); 1.154960; 1.156493; 1.160932; 1.167848; 1.175276; 1.182397; 1.187262; 1.190425; 1.195231; 1.200073; 1.205064; 1.211305; 1.215899; 1.218585; 1.222369; 1.224999; 1.226689; 1.226336; 1.224802; 1.221414; 1.214648; 1.209746; 1.207551; 1.206042; 1.205382; 1.206832; 1.206684; 1.208941; 1.213350; 1.215967; 1.219985; 1.223335; 1.226518; 1.228930; 1.229671; 1.234656; 1.237549; 1.238088; 1.239380; 1.242925; 1.246235; 1.248576; 1.249056; 1.248389; 1.247487; 1.243457; 1.240899; 1.240510; 1.239099; 1.237225; 1.235640; 1.233660; 1.234380; 1.235548; 1.239895; 1.252834; 1.256820; 1.263679; 1.266259; 1.268890; 1.273465; 1.275305; 1.272603; 1.275626; 1.277726; 1.279953; 1.282191; 1.279448; 1.280327; 1.272530; 1.260206; 1.254224; 1.250955; 1.252399; 1.253217; 1.254999; 1.258241; 1.262551; 1.265130; 1.268070; 1.271730; 1.275256; 1.276686; 1.271358; 1.269567; 1.272682; 1.275598; 1.277389; 1.276301; 1.278040; 1.280792; 1.284446; 1.289110; 1.295234; 1.300964; 1.317010; 1.332995; 1.341488; 1.356072; 1.397154; 1.409173; 1.404875; 1.403391; 1.405318; 1.403557; 1.410430; 1.418543; 1.415565; 1.413530; 1.410901; 1.390039; 1.375771; 1.371968; 1.354707; 1.325261; 1.325068; 1.333697; 1.337872; 1.341447; 1.339906; 1.335546; 1.336045; 1.338180; 1.337860; 1.339961; 1.347385; 1.358734; 1.366787; (); (); 
458.9; 08:10:36; (); (); (); (); (); (); (); (); (); (); 1.154960; 1.176896; 1.177842; 1.182632; 1.189485; 1.196326; 1.199473; 1.201948; 1.204814; 1.208379; 1.211047; 1.214137; 1.217631; 1.220994; 1.221486; 1.221216; 1.223223; 1.222356; 1.219669; 1.215101; 1.209292; 1.204588; 1.203839; 1.203194; 1.202302; 1.200489; 1.200262; 1.203300; 1.206032; 1.208428; 1.212322; 1.216561; 1.221527; 1.227550; 1.229434; 1.231595; 1.234336; 1.234730; 1.234716; 1.237487; 1.242133; 1.245969; 1.244676; 1.243288; 1.243884; 1.239212; 1.234636; 1.229626; 1.225870; 1.224468; 1.224658; 1.223758; 1.224099; 1.226524; 1.227176; 1.237629; 1.242789; 1.248946; 1.253325; 1.255575; 1.264280; 1.273514; 1.275403; 1.275135; 1.278376; 1.277959; 1.281508; 1.283938; 1.284831; 1.286710; 1.274985; 1.267635; 1.262550; 1.259176; 1.258126; 1.258019; 1.257683; 1.258982; 1.260550; 1.262037; 1.265271; 1.262367; 1.260934; 1.260082; 1.257595; 1.254236; 1.258134; 1.261714; 1.262816; 1.262892; 1.265201; 1.269180; 1.277508; 1.278826; 1.281273; 1.291419; 1.300570; 1.304406; 1.308574; 1.327599; 1.343959; 1.345616; 1.344418; 1.346900; 1.347106; 1.347037; 1.348849; 1.352404; 1.355166; 1.354038; 1.349361; 1.343851; 1.339043; 1.331746; 1.319013; 1.316022; 1.322923; 1.328402; 1.329821; 1.327681; 1.328837; 1.321889; 1.316185; 1.319314; 1.318174; 1.318096; 1.323297; 1.338477; (); (); 
460.5; 08:10:46; (); (); (); (); (); (); (); (); (); (); 1.154960; 1.166369; 1.159963; 1.162118; 1.169276; 1.175239; 1.179821; 1.183736; 1.187283; 1.189174; 1.191015; 1.194115; 1.198451; 1.199985; 1.202644; 1.205867; 1.210510; 1.219319; 1.219375; 1.217999; 1.216204; 1.215065; 1.216016; 1.217799; 1.216532; 1.217546; 1.216769; 1.215435; 1.220304; 1.223843; 1.226160; 1.227104; 1.226803; 1.228735; 1.230542; 1.233813; 1.231643; 1.227790; 1.227525; 1.229944; 1.232323; 1.234821; 1.236375; 1.236553; 1.236100; 1.233292; 1.231312; 1.229642; 1.226551; 1.221915; 1.219311; 1.220756; 1.223359; 1.225806; 1.234247; 1.264393; 1.272851; 1.278877; 1.283617; 1.283526; 1.288878; 1.295166; 1.296378; 1.298979; 1.303931; 1.304797; 1.309852; 1.308266; 1.308094; 1.296306; 1.267786; 1.260663; 1.254448; 1.256135; 1.259334; 1.259293; 1.260855; 1.264978; 1.265805; 1.266776; 1.269753; 1.274681; 1.276647; 1.272286; 1.270339; 1.271016; 1.274341; 1.276639; 1.272800; 1.272202; 1.275977; 1.281886; 1.288955; 1.292513; 1.296004; 1.303636; 1.315141; 1.323744; 1.331654; 1.348882; 1.355258; 1.354335; 1.353602; 1.355471; 1.354099; 1.360653; 1.367219; 1.365484; 1.361314; 1.361554; 1.349353; 1.337693; 1.332439; 1.329209; 1.322934; 1.326964; 1.330323; 1.333351; 1.336405; 1.334175; 1.324213; 1.317952; 1.317856; 1.319540; 1.317850; 1.321340; 1.328040; 1.335863; (); (); 
462.1; 08:10:55; (); (); (); (); (); (); (); (); (); (); (); 1.171180; 1.162919; 1.167381; 1.175513; 1.182181; 1.186494; 1.188652; 1.189346; 1.191379; 1.193161; 1.195473; 1.201141; 1.203773; 1.209093; 1.213511; 1.218213; 1.225445; 1.224374; 1.223530; 1.222026; 1.220582; 1.223097; 1.226932; 1.227042; 1.226979; 1.224782; 1.223026; 1.224833; 1.227938; 1.230759; 1.231479; 1.230312; 1.230832; 1.229750; 1.232554; 1.231876; 1.227457; 1.229973; 1.233184; 1.236908; 1.238994; 1.238114; 1.236529; 1.233224; 1.229145; 1.227372; 1.226910; 1.226889; 1.226373; 1.221269; 1.222684; 1.223112; 1.220839; 1.222384; 1.239112; 1.247408; 1.252036; 1.256391; 1.259410; 1.266679; 1.272839; 1.275677; 1.275795; 1.276069; 1.277172; 1.282035; 1.282494; 1.285193; 1.283848; 1.261907; 1.256172; 1.254131; 1.255890; 1.256450; 1.253105; 1.252097; 1.252776; 1.254841; 1.258649; 1.260231; 1.258082; 1.261375; 1.261387; 1.259811; 1.259990; 1.263033; 1.263605; 1.263889; 1.264857; 1.267155; 1.273251; 1.281798; 1.282743; 1.285643; 1.290998; 1.296216; 1.299925; 1.305445; 1.341054; 1.376805; 1.381834; 1.382338; 1.385843; 1.385525; 1.389904; 1.397088; 1.401996; 1.403335; 1.404793; 1.404116; 1.400753; 1.394553; 1.386438; 1.353712; 1.338821; 1.342320; 1.345431; 1.345728; 1.350038; 1.343205; 1.322729; 1.310179; 1.311273; 1.309845; 1.309111; 1.313588; 1.315400; (); (); 
463.6; 08:11:05; (); (); (); (); (); (); (); (); (); 1.173457; 1.176675; 1.179678; 1.186017; 1.190260; 1.192970; 1.194665; 1.195792; 1.197197; 1.195588; 1.199969; 1.206193; 1.209681; 1.209019; 1.212496; 1.211578; 1.210494; 1.210265; 1.209442; 1.208021; 1.208302; 1.208627; 1.206841; 1.206143; 1.208766; 1.209294; 1.208030; 1.208564; 1.210687; 1.213759; 1.216464; 1.219636; 1.221104; 1.222124; 1.223945; 1.222940; 1.226632; 1.226905; 1.228599; 1.231238; 1.228833; 1.230662; 1.232520; 1.231092; 1.228875; 1.228971; 1.228106; 1.229453; 1.230864; 1.230812; 1.228947; 1.225436; 1.229015; 1.230331; 1.230045; 1.232883; 1.235056; 1.238246; 1.242279; 1.246692; 1.251830; 1.255522; 1.253551; 1.247731; 1.248477; 1.252947; 1.254712; 1.255370; 1.256189; 1.256223; 1.255646; 1.254808; 1.253779; 1.249149; 1.247961; 1.246411; 1.243535; 1.245942; 1.252054; 1.249256; 1.252404; 1.257246; 1.256361; 1.256488; 1.258017; 1.260136; 1.261379; 1.262879; 1.263720; 1.258307; 1.259430; 1.266843; 1.272861; 1.276759; 1.284795; 1.300677; 1.304065; 1.306285; 1.344341; 1.451964; 1.483554; 1.492979; 1.499019; 1.504198; 1.516598; 1.519266; 1.515721; 1.524979; 1.535584; 1.531798; 1.520444; 1.518709; 1.515653; 1.464100; 1.358578; 1.345385; 1.345816; 1.350597; 1.352640; 1.349400; 1.349837; 1.337089; 1.306805; 1.299715; 1.297967; 1.293438; 1.294654; 1.297307; 1.295623; 1.292841; (); 
