Roll Number; 3
Recipe Name; FP 4583_432 GSM
Start Time; 2018-02-21; 10:08:16
File Name; D:\Mahlo\TR\180221100816FP 4583_432 GSM3_FMI2.txt

6538.6; 10:08:33; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 528.146207; 529.972553; 531.239092; 530.962884; 530.021369; 529.603541; 529.518127; 528.901994; 528.299809; 528.140247; 527.969956; 526.091158; 523.926497; 523.172021; 523.885489; 524.713218; 525.621474; 526.085436; 526.895285; 527.395546; 527.728021; 528.827012; 529.348731; 529.581428; 528.814375; 528.121591; 527.693272; 527.797401; 527.996361; 527.925611; 527.060032; 525.559485; 524.816573; 524.644077; 525.006056; 525.040567; 524.505079; 523.992538; 523.213625; 522.742808; 523.093939; 522.893429; 522.367775; 521.694601; 520.668387; 520.206749; 520.058870; 519.793510; 519.457221; 518.108726; 516.399264; 515.885830; 515.552163; 515.112579; 515.215397; 515.334010; 514.927983; 514.691114; 514.684260; 515.650034; 517.337799; 518.970847; 520.740986; 522.157967; 522.682309; 522.811592; 523.854852; 524.682999; 525.219083; 525.781095; 525.578201; 524.932802; 524.498761; 523.323238; 521.266401; 519.036889; 515.730500; 512.365103; 510.317445; 508.778274; 507.657945; 506.680369; 505.180001; 504.793108; 505.301297; 506.281197; 506.917953; 506.745756; 506.328106; 505.800247; 504.835308; 504.191041; 503.749490; 503.059387; 502.229571; 501.069307; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
6541.7; 10:08:46; (); (); (); (); (); (); 519.706607; 518.131495; 516.942441; 516.097903; 514.344275; 512.777507; 511.664033; 509.556413; 507.437050; 505.783975; 503.797531; 502.509356; 501.309276; 499.181271; 498.674542; 498.828948; 499.262422; 499.864042; 500.242889; 499.350846; 498.192251; 498.567253; 499.011010; 498.951763; 500.024319; 501.527846; 502.873838; 504.641116; 505.958915; 508.793950; 511.655152; 512.763858; 513.597190; 513.727605; 511.493802; 508.702993; 505.954742; 503.938913; 502.532780; 500.089049; 498.773038; 499.127150; 500.384092; 502.666354; 505.199850; 506.741345; 507.366955; 507.883489; 508.216441; 509.335995; 510.158360; 510.284245; 510.493398; 510.226786; 510.262489; 510.804415; 511.262357; 511.449397; 512.128830; 512.348771; 512.229741; 512.178183; 511.598349; 510.827065; 509.822965; 508.939266; 507.721424; 506.967247; 506.504774; 507.094800; 506.941497; 505.746961; 505.498469; 506.235838; 507.262230; 508.206010; 509.596109; 510.355949; 509.396493; 507.113397; 505.755067; 505.406857; 505.463183; 506.341696; 507.336378; 508.133233; 507.730186; 507.734179; 509.046733; 509.790361; 509.795845; 509.654880; 509.189725; 508.107424; 506.542087; 505.747855; 506.738245; 507.003546; 506.952524; 507.352829; 508.662403; 509.527326; 510.272563; 510.902584; 511.636972; 511.960447; 511.073470; 510.750651; 510.926366; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
6544.3; 10:08:54; (); (); (); (); (); (); 525.586009; 525.750279; 525.561512; 525.160551; 524.650097; 524.128914; 523.645401; 523.656964; 523.555696; 523.261249; 522.904932; 522.260308; 521.990061; 522.098720; 522.027493; 521.587431; 520.454228; 519.500852; 519.500136; 519.470513; 519.627810; 519.983828; 519.571781; 518.733144; 518.425286; 517.844141; 517.231762; 516.563118; 515.928566; 515.495002; 515.312731; 516.460001; 517.282963; 517.133474; 517.219126; 517.350137; 517.550290; 517.928362; 518.115520; 518.358231; 519.262135; 520.757854; 522.306800; 523.403168; 523.802280; 523.795784; 523.508430; 523.470461; 523.732543; 523.996413; 523.722708; 523.210883; 522.876143; 522.820532; 522.555888; 522.046685; 521.028340; 520.174265; 520.040989; 520.874918; 521.411896; 521.213651; 520.975232; 520.760894; 520.671666; 520.989299; 521.428347; 521.776378; 522.126615; 522.729158; 523.161292; 523.041487; 521.782875; 520.093143; 518.456280; 517.039359; 515.754700; 514.716387; 514.258564; 513.237476; 511.926353; 510.730803; 510.139048; 509.345174; 507.925212; 507.175446; 506.593168; 506.172299; 505.876660; 505.585253; 505.173087; 504.532218; 503.165245; 502.006471; 501.302540; 500.016928; 497.978091; 496.032745; 494.494438; 492.926478; 491.144955; 490.039587; 489.816070; 489.405781; 489.063472; 488.260418; 487.845093; 487.804711; 488.007039; 488.601118; 490.242183; 493.228495; 496.400535; 498.691738; 499.917477; 500.852644; 501.535535; 501.941204; 503.040910; 505.620658; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
6546.0; 10:09:03; (); (); (); (); (); (); 524.599373; 522.499979; 521.202564; 520.695448; 519.923329; 519.460380; 519.408107; 519.273281; 518.230140; 516.844451; 516.185820; 516.131163; 515.901864; 515.670300; 515.602112; 515.454710; 515.636504; 515.424609; 515.042841; 514.629960; 514.064789; 512.987196; 512.122273; 511.912465; 511.116982; 509.704411; 508.355439; 507.158577; 506.242692; 505.777240; 505.682707; 505.185425; 505.168498; 505.061030; 504.872024; 504.565954; 504.186869; 504.119754; 503.760934; 503.189623; 502.589881; 502.681494; 503.125191; 503.653526; 503.984392; 504.464746; 505.421519; 505.358040; 505.587757; 505.964160; 506.601214; 507.584333; 507.988632; 508.489788; 509.331703; 510.137260; 510.569990; 511.240780; 511.855543; 512.587547; 512.793362; 512.632728; 512.603819; 512.316167; 511.954129; 511.791050; 511.096001; 510.210216; 509.316087; 508.400619; 507.218421; 506.001770; 505.444050; 504.572988; 503.179729; 502.145052; 501.673996; 501.222074; 500.679255; 499.815196; 499.052793; 498.872876; 498.416722; 498.121858; 497.930706; 497.748375; 497.426838; 496.643037; 495.676130; 494.899541; 494.238943; 493.769884; 493.622899; 493.739098; 494.466752; 495.637983; 496.921152; 498.720676; 499.950707; 500.755489; 501.069784; 500.658035; 500.302315; 500.703931; 501.345992; 501.544118; 501.436591; 501.247764; 501.442850; 501.561344; 501.167774; 500.620902; 500.477076; 500.049114; 499.943465; 500.305653; 500.788271; 501.328349; 501.894534; 501.972795; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
6547.7; 10:09:12; (); (); (); (); (); (); 525.201499; 524.908125; 524.438858; 523.375988; 522.202075; 521.777749; 521.898746; 521.769881; 520.894349; 520.128727; 519.318104; 519.101262; 518.905997; 518.937647; 519.738138; 520.248711; 520.483136; 520.499766; 521.123290; 521.828592; 522.002816; 522.083700; 522.404253; 522.668600; 522.821963; 522.787511; 522.709668; 522.666752; 522.288799; 521.552861; 520.776570; 519.598901; 518.542111; 518.064499; 517.938852; 517.811418; 517.328143; 516.538501; 516.366482; 516.529799; 516.962528; 517.532229; 518.184066; 518.764079; 518.582582; 518.157780; 518.392861; 518.843353; 518.976033; 518.702686; 518.722951; 518.801749; 518.644691; 517.983258; 517.182291; 516.297817; 515.254557; 513.660550; 512.468398; 512.285769; 512.357950; 512.477100; 512.587428; 512.817681; 512.885034; 512.554824; 512.574852; 512.994945; 513.676167; 513.836920; 513.381124; 512.834370; 512.259722; 511.569262; 510.839343; 510.403216; 510.017872; 509.952486; 509.757876; 509.746313; 509.518385; 508.583784; 506.962597; 505.300403; 503.999054; 503.091872; 502.694964; 502.813697; 503.291368; 503.325164; 503.014207; 501.730621; 499.545783; 497.322232; 495.023698; 493.546277; 493.352979; 494.187623; 495.337814; 496.451050; 496.743649; 496.487707; 495.799869; 495.376676; 495.190293; 495.123804; 495.292008; 495.551080; 496.243238; 497.757494; 499.197662; 499.965400; 500.540853; 500.391960; 499.897093; 500.134885; 500.616193; 501.595497; 502.192855; 502.887487; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
6549.4; 10:09:21; (); (); (); (); (); 521.184027; 520.631015; 520.153701; 519.299686; 518.280983; 517.745137; 517.768562; 517.861426; 516.993344; 515.320539; 513.969600; 512.662113; 511.607170; 511.252820; 511.571109; 511.555433; 511.240244; 510.925591; 511.085927; 511.602998; 511.322916; 510.485888; 510.002911; 511.033356; 511.925578; 512.491703; 513.133049; 513.185382; 512.182534; 511.159539; 510.239422; 509.608746; 509.281278; 509.168923; 509.151697; 509.550631; 510.141253; 510.210991; 509.778559; 509.596646; 509.122550; 509.091079; 509.511769; 509.817541; 509.986699; 510.119140; 510.195076; 510.392547; 510.531545; 511.049747; 511.424899; 511.458635; 511.223614; 511.216521; 510.942757; 510.462224; 509.609997; 509.011328; 509.222209; 509.840727; 509.922683; 509.707570; 509.637892; 509.760201; 509.457350; 508.907378; 508.439302; 508.292198; 508.356571; 508.882046; 509.639800; 510.379732; 510.531962; 510.285497; 509.968162; 509.856522; 509.810090; 509.585857; 508.950710; 508.363545; 508.390427; 508.777916; 508.599102; 508.192360; 507.589102; 506.452680; 505.202115; 503.986418; 502.854645; 502.174795; 502.163231; 502.169430; 501.726389; 501.485705; 501.486897; 501.641273; 501.736879; 501.863420; 502.075434; 502.448082; 502.763033; 503.394008; 504.568517; 505.597889; 505.900502; 505.970597; 506.151736; 506.567419; 506.335676; 506.447971; 506.362140; 506.229162; 506.083548; 505.599201; 505.553365; 506.129384; 506.226778; 506.067753; 506.508112; 507.398665; 507.800937; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
6551.2; 10:09:30; (); (); (); (); (); 521.483839; 520.838082; 520.008922; 519.765615; 519.814134; 520.214081; 520.048141; 519.679964; 519.132674; 518.316150; 518.110514; 517.996788; 517.869413; 517.326236; 516.434729; 515.470445; 515.240431; 515.146971; 514.884233; 514.701188; 514.228463; 514.179707; 514.532030; 515.316486; 515.711188; 515.573800; 515.474498; 515.714347; 517.058015; 518.571556; 519.770622; 521.034777; 521.989107; 522.558331; 523.015082; 523.551464; 524.364650; 524.708092; 524.250984; 523.979723; 523.798943; 523.675561; 523.537755; 522.967160; 521.982670; 520.551503; 518.926084; 518.006146; 517.462552; 516.732812; 515.757799; 514.577687; 513.743103; 513.658762; 513.551354; 513.221681; 512.485027; 511.495352; 510.360479; 509.315372; 509.195626; 509.245515; 508.264661; 507.108271; 506.522894; 505.981922; 505.354822; 505.017340; 504.619777; 504.389703; 504.532397; 505.062163; 505.753934; 506.326139; 506.981790; 506.810486; 506.483078; 506.793201; 506.861866; 506.716132; 506.687880; 506.955981; 506.863296; 506.498635; 506.196618; 505.932271; 505.130887; 503.625154; 502.419651; 501.172006; 500.174940; 499.029785; 498.236746; 497.582436; 496.763229; 495.910794; 494.828343; 494.349033; 494.888753; 495.041639; 494.675517; 494.693279; 494.540155; 495.015949; 495.785475; 496.390343; 496.827543; 496.799648; 497.318268; 498.816818; 500.073314; 501.165748; 502.065241; 503.202200; 503.556788; 503.855705; 504.522979; 505.716145; 506.361842; 507.480741; 509.137928; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
6552.9; 10:09:39; (); (); (); (); (); 518.691003; 517.610192; 516.764045; 516.913593; 516.944826; 516.171992; 515.135467; 514.346242; 513.953090; 512.885749; 511.558235; 510.519505; 509.382725; 508.114755; 507.585645; 507.034361; 505.802929; 504.259408; 502.754807; 501.499414; 501.285076; 501.589358; 501.991928; 502.186060; 501.942694; 501.156509; 500.608623; 500.239015; 500.395536; 500.713170; 501.601338; 502.961159; 503.810227; 504.314899; 504.759431; 504.853725; 504.838407; 504.622877; 504.415810; 505.040288; 506.534636; 508.254886; 509.876549; 511.129797; 512.087524; 512.264669; 512.930036; 513.889015; 515.100479; 516.371071; 517.927408; 519.489467; 521.434247; 523.560822; 524.434090; 524.361610; 523.745239; 523.530722; 524.129748; 524.995208; 526.380777; 527.366161; 527.580321; 527.822793; 527.667999; 526.799560; 526.207089; 525.810957; 525.536537; 525.727391; 526.248753; 526.983380; 527.321994; 527.258575; 526.627779; 525.895655; 525.334954; 524.884343; 524.430990; 523.725271; 523.184478; 522.811353; 522.020221; 520.788848; 519.783735; 518.697739; 516.848743; 514.848292; 513.603210; 512.906015; 512.232482; 511.475146; 510.833204; 510.177851; 509.535730; 509.182811; 508.760929; 508.458495; 508.495092; 507.957220; 507.694125; 508.145511; 508.217871; 507.466674; 506.712735; 506.511509; 506.494105; 506.754577; 506.360769; 505.938947; 505.555928; 505.115867; 504.521906; 504.016042; 504.288375; 504.565835; 504.139185; 503.783822; 503.757238; 503.277063; 502.702892; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
6554.6; 10:09:48; (); (); (); (); (); 516.071320; 515.127778; 513.880908; 512.471497; 511.265695; 510.790229; 510.325551; 509.946942; 509.071946; 508.177400; 507.728338; 507.549763; 507.517338; 506.665826; 505.171299; 504.384577; 504.598379; 504.716337; 504.998326; 505.176604; 505.160868; 505.614042; 506.159127; 506.518841; 506.420970; 506.325901; 506.165862; 506.264091; 507.888675; 509.770513; 511.368990; 511.660755; 512.197793; 513.215125; 514.301062; 514.669895; 514.351368; 514.146268; 514.351845; 514.998257; 515.503705; 516.299248; 516.931772; 516.279757; 515.333593; 514.852941; 515.540361; 516.246378; 516.731322; 517.727792; 519.132853; 520.790100; 522.126853; 522.987068; 523.464620; 524.309695; 524.459183; 524.883270; 525.970221; 527.368963; 528.391361; 528.583109; 527.521849; 526.492834; 525.981128; 525.246382; 524.147511; 523.307264; 522.807837; 521.693051; 520.699382; 520.520806; 520.011187; 518.780529; 517.358601; 516.157746; 515.517473; 516.270459; 516.845167; 516.795337; 516.508400; 516.070783; 515.427411; 514.307022; 513.714850; 513.854742; 513.972044; 513.815701; 513.425291; 513.105392; 512.740970; 511.666179; 510.347545; 509.673595; 509.014904; 508.851767; 508.359730; 507.510662; 507.178128; 507.371664; 506.901145; 506.500542; 506.444693; 506.248534; 506.251454; 505.726755; 505.831242; 505.888939; 505.713344; 505.124629; 504.513860; 504.601896; 505.056798; 505.409479; 505.198061; 504.660785; 504.163265; 504.122317; 504.281759; 504.277110; 504.751265; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
6556.3; 10:09:56; (); (); (); (); (); 495.545983; 494.830221; 494.051218; 494.361609; 494.420737; 494.164646; 494.102091; 494.480073; 494.820148; 494.536042; 494.530618; 494.028509; 493.404388; 493.321657; 493.107468; 492.846102; 492.810458; 492.403239; 491.814464; 492.079586; 492.710859; 492.888629; 493.213654; 493.823797; 493.821234; 493.404686; 493.726641; 494.112074; 494.103223; 494.307160; 495.352238; 496.307939; 497.058272; 497.326255; 496.850729; 496.404916; 496.561497; 496.580273; 496.347278; 496.576697; 497.247130; 497.815132; 498.817861; 499.957919; 500.321805; 500.352323; 500.611961; 501.794279; 502.959728; 504.162550; 505.585253; 506.466389; 507.131994; 507.886767; 508.198798; 508.629560; 508.922875; 508.816302; 508.752882; 509.000123; 508.946121; 508.664548; 508.097529; 507.841706; 507.799864; 507.816374; 507.750690; 508.242249; 509.004414; 509.644389; 509.683669; 509.240985; 508.917212; 509.229958; 509.733200; 510.903895; 511.899710; 512.424767; 512.887359; 513.547778; 514.370501; 515.240490; 515.511274; 515.781879; 516.705811; 517.696083; 519.252777; 521.533251; 523.110330; 524.058580; 524.700403; 525.287926; 525.803268; 526.476324; 526.311576; 525.186181; 524.633706; 524.214685; 523.447275; 522.483468; 521.734893; 520.648003; 519.253194; 517.879248; 516.594589; 515.388370; 514.409184; 513.693452; 512.988150; 512.648940; 512.515128; 512.632310; 513.781548; 515.421987; 515.713751; 515.832782; 515.818596; 515.973210; 516.613185; 517.111778; 517.863393; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
6558.1; 10:10:05; (); (); (); (); (); 497.983009; 497.306406; 496.807545; 496.837586; 497.593313; 498.057932; 498.354077; 498.323351; 497.814536; 497.490942; 497.968584; 498.453647; 498.681843; 499.354601; 500.226438; 501.250148; 502.287447; 502.951920; 503.184021; 503.241003; 503.032386; 502.994359; 503.386259; 503.602207; 503.215015; 502.832890; 502.135813; 502.015889; 502.108812; 502.079964; 502.209485; 502.459884; 502.394319; 502.067983; 502.265811; 502.938151; 503.257215; 503.553689; 504.169881; 505.356193; 506.938577; 508.820593; 510.093153; 510.984004; 511.913598; 512.749374; 513.588071; 514.968157; 516.630173; 517.828524; 518.684208; 519.653916; 520.425379; 520.457089; 519.578159; 518.402576; 517.350376; 516.948581; 516.669810; 516.364157; 515.983641; 515.680254; 515.567660; 515.285730; 515.218496; 515.055776; 514.467359; 514.366865; 514.233410; 513.845265; 513.409019; 512.476027; 511.513472; 510.726213; 509.581447; 508.801162; 508.307755; 507.477820; 506.439745; 505.066991; 504.334033; 504.474580; 504.363298; 504.506052; 504.850626; 505.431473; 506.364524; 507.099569; 507.905841; 508.562088; 509.055734; 509.635389; 509.689987; 509.972513; 510.664403; 511.068881; 511.106074; 511.421978; 511.805236; 512.184560; 512.344241; 513.066947; 513.664126; 514.147580; 514.587402; 514.688373; 514.546394; 514.765501; 514.676511; 514.677048; 515.034676; 515.214801; 515.482962; 516.394556; 517.216563; 517.596543; 517.243385; 516.979039; 516.946971; 517.395914; 517.787278; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
