Roll Number; 0
Recipe Name; FP 4583_432 GSM
Start Time; 2017-10-25; 13:29:25
File Name; D:\Mahlo\TR\171025132925FP 4583_432 GSM0_XMF2.txt

6823.9; 13:30:29; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); -214.484882; -214.391971; -201.441908; -182.134259; -164.064193; -149.249899; -136.883950; -126.405489; -116.690779; -104.981875; -91.315991; -75.653619; -59.965235; -44.276789; -30.573663; -18.895361; -5.296776; 0.524190; 0.523748; 0.523218; 0.522768; 0.522545; 0.522358; 0.522204; 0.522207; 0.521933; 0.521396; 0.520666; 0.519638; 0.518399; 0.517006; 0.515371; 0.514032; 0.512771; 0.511981; 0.511849; 0.511969; 0.512461; 0.512849; 0.512889; 0.512554; 0.512013; 0.511520; 0.511067; 0.510804; 0.510654; 0.510588; 0.510637; 0.510677; 0.510640; 0.510628; 0.510605; 0.510161; 0.509820; 0.509820; 0.510063; 0.510615; 0.511787; 0.512961; 0.513643; 0.514320; 0.515190; 0.516052; 0.516579; 0.516849; 0.516861; 0.516870; 0.517240; 0.517773; 0.518303; 0.518616; 0.518893; 0.519019; 0.519485; 0.520721; 0.522124; 0.523305; 0.524148; 0.525017; 0.526172; 0.527439; 0.528283; 0.528520; 0.528442; 0.528363; 0.528398; 0.528303; 0.528124; 0.527603; 0.526503; 0.525286; 0.524648; 0.524068; 0.523150; 0.522139; 0.521176; 0.520205; 0.519833; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
6826.1; 13:30:38; (); (); (); (); (); (); (); (); 0.332864; 0.334144; 0.333757; 0.332626; 0.331905; 0.331560; 0.331639; 0.334214; 0.336233; 0.336759; 0.336539; 0.335752; 0.334336; 0.332764; 0.330952; 0.329771; 0.329438; 0.329997; 0.331547; 0.333672; 0.335179; 0.336437; 0.337791; 0.338707; 0.338952; 0.338529; 0.337995; 0.337665; 0.337949; 0.338656; 0.339144; 0.339599; 0.340235; 0.340327; 0.339810; 0.339184; 0.338200; 0.336862; 0.335613; 0.334823; 0.334952; 0.336314; 0.347721; 0.359579; 0.371334; 0.384740; 0.397771; 0.408748; 0.419799; 0.430957; 0.442460; 0.456038; 0.470082; 0.482114; 0.493798; 0.504883; 0.515542; 0.517046; 0.516903; 0.516832; 0.517142; 0.517488; 0.517777; 0.518024; 0.518617; 0.519112; 0.519222; 0.518800; 0.518485; 0.518495; 0.518786; 0.519023; 0.519250; 0.519247; 0.518938; 0.518344; 0.518039; 0.517700; 0.517065; 0.516208; 0.516052; 0.516289; 0.516987; 0.517570; 0.518214; 0.518903; 0.519685; 0.520402; 0.521388; 0.522326; 0.523160; 0.523740; 0.524088; 0.524681; 0.525530; 0.526003; 0.526438; 0.526895; 0.527623; 0.528126; 0.528369; 0.528841; 0.529150; 0.529265; 0.529265; 0.529277; 0.529448; 0.530139; 0.530593; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
6827.9; 13:30:47; (); (); (); (); (); (); (); (); 0.317741; 0.317846; 0.318709; 0.319529; 0.320582; 0.321330; 0.322896; 0.324961; 0.329424; 0.332188; 0.332498; 0.334097; 0.335934; 0.337387; 0.339104; 0.340662; 0.342533; 0.343326; 0.344252; 0.344758; 0.344999; 0.344627; 0.343990; 0.343800; 0.343764; 0.343615; 0.342781; 0.341812; 0.340555; 0.338888; 0.337471; 0.336270; 0.335378; 0.334741; 0.334337; 0.334487; 0.335142; 0.335871; 0.335640; 0.334427; 0.332991; 0.331681; 0.330533; 0.329707; 0.329404; 0.329418; 0.329070; 0.328576; 0.327747; 0.327004; 0.326134; 0.325245; 0.324543; 0.324418; 0.324432; 0.324469; 0.323939; 0.323273; 0.322883; 0.322669; 0.322260; 0.321763; 0.321345; 0.321316; 0.321354; 0.321232; 0.320821; 0.320527; 0.320352; 0.320478; 0.320800; 0.321641; 0.322480; 0.322831; 0.322766; 0.322664; 0.322697; 0.322857; 0.323021; 0.323396; 0.324255; 0.325643; 0.326812; 0.327651; 0.328216; 0.328562; 0.328967; 0.329710; 0.331214; 0.333162; 0.334891; 0.336497; 0.338161; 0.339494; 0.340341; 0.340322; 0.339587; 0.338995; 0.339015; 0.339654; 0.340478; 0.341221; 0.341461; 0.341139; 0.340695; 0.340729; 0.340658; 0.339976; 0.338675; 0.337347; 0.336467; 0.335584; 0.334364; 0.332067; 0.328791; 0.327402; 0.326234; 0.325016; 0.323611; 0.321524; 0.318296; (); (); (); (); (); (); (); (); (); (); (); 
6829.6; 13:30:56; (); (); (); (); (); (); (); (); 0.323487; 0.322912; 0.322469; 0.322765; 0.323603; 0.324754; 0.326087; 0.328115; 0.330890; 0.331918; 0.331914; 0.332273; 0.333141; 0.334540; 0.336178; 0.337429; 0.338386; 0.339111; 0.339422; 0.339339; 0.338947; 0.338145; 0.337369; 0.336929; 0.336674; 0.336429; 0.335828; 0.334706; 0.333405; 0.331891; 0.330534; 0.329565; 0.328559; 0.327842; 0.327488; 0.327144; 0.326843; 0.326169; 0.325194; 0.324128; 0.323012; 0.322149; 0.321177; 0.320042; 0.319563; 0.319404; 0.319283; 0.318811; 0.318185; 0.317582; 0.316957; 0.316440; 0.316258; 0.316421; 0.316633; 0.316620; 0.316389; 0.316227; 0.316273; 0.316505; 0.316906; 0.317682; 0.318662; 0.318963; 0.318289; 0.317424; 0.316704; 0.316216; 0.315873; 0.316179; 0.317122; 0.318016; 0.318606; 0.319007; 0.319138; 0.319306; 0.319506; 0.319871; 0.320643; 0.322030; 0.323580; 0.324632; 0.325177; 0.325674; 0.325849; 0.326185; 0.326860; 0.327760; 0.328306; 0.328559; 0.328717; 0.328876; 0.329204; 0.329369; 0.329197; 0.328609; 0.328117; 0.327897; 0.327399; 0.326936; 0.325937; 0.325214; 0.324728; 0.324190; 0.323525; 0.322791; 0.322644; 0.322139; 0.322251; 0.322423; 0.322562; 0.322490; 0.320498; 0.316933; 0.316272; 0.316100; 0.315299; 0.314275; 0.313716; 0.312995; 0.312053; (); (); (); (); (); (); (); (); (); (); (); 
6831.4; 13:31:05; (); (); (); (); (); (); (); (); 0.314948; 0.314884; 0.314919; 0.315689; 0.315779; 0.316450; 0.317104; 0.318098; 0.319744; 0.321856; 0.323427; 0.323853; 0.324748; 0.324851; 0.325086; 0.325651; 0.326698; 0.327532; 0.327844; 0.328596; 0.329004; 0.329908; 0.330512; 0.331137; 0.331710; 0.331605; 0.331348; 0.330997; 0.330896; 0.330386; 0.329848; 0.329546; 0.329457; 0.329458; 0.328865; 0.327960; 0.326521; 0.325240; 0.324040; 0.322772; 0.321981; 0.321876; 0.322405; 0.323447; 0.325042; 0.327123; 0.328638; 0.329830; 0.331340; 0.333499; 0.335530; 0.337319; 0.338742; 0.339852; 0.340855; 0.341833; 0.342436; 0.342997; 0.343581; 0.343850; 0.343938; 0.343696; 0.343360; 0.343020; 0.342252; 0.341357; 0.340776; 0.340435; 0.340069; 0.339742; 0.339240; 0.338700; 0.338523; 0.338553; 0.338619; 0.338294; 0.338059; 0.337725; 0.337539; 0.337996; 0.338777; 0.339767; 0.340614; 0.340983; 0.341472; 0.341926; 0.341934; 0.341502; 0.340734; 0.339991; 0.340187; 0.340821; 0.341350; 0.341288; 0.340702; 0.340147; 0.340016; 0.340452; 0.341390; 0.342211; 0.342642; 0.342982; 0.343100; 0.343255; 0.343245; 0.342658; 0.341558; 0.340701; 0.340025; 0.338935; 0.337323; 0.334871; 0.331350; 0.326340; 0.323329; 0.322120; 0.320815; 0.319535; 0.317509; 0.314319; 0.311663; (); (); (); (); (); (); (); (); (); (); (); 
6833.2; 13:31:13; (); (); (); (); (); (); (); (); 0.335819; 0.337020; 0.337826; 0.338118; 0.338378; 0.338856; 0.339340; 0.342484; 0.344883; 0.345064; 0.344895; 0.345109; 0.345567; 0.345855; 0.345983; 0.345843; 0.345249; 0.344747; 0.344297; 0.343694; 0.342895; 0.341806; 0.340612; 0.339394; 0.338175; 0.336724; 0.334725; 0.332411; 0.330612; 0.329103; 0.327929; 0.327412; 0.327235; 0.327013; 0.326340; 0.325709; 0.325346; 0.325136; 0.325014; 0.324735; 0.325079; 0.326121; 0.327698; 0.329589; 0.331074; 0.331725; 0.331866; 0.331518; 0.331646; 0.332556; 0.333611; 0.334357; 0.334303; 0.333598; 0.332917; 0.332400; 0.332280; 0.332252; 0.332313; 0.332279; 0.332553; 0.333087; 0.334060; 0.334537; 0.334267; 0.333692; 0.333568; 0.334215; 0.335552; 0.336763; 0.337061; 0.336469; 0.335884; 0.335244; 0.334626; 0.334210; 0.333952; 0.333856; 0.333916; 0.334197; 0.334351; 0.334313; 0.334338; 0.334504; 0.334864; 0.335609; 0.336505; 0.337164; 0.337626; 0.338085; 0.338346; 0.338212; 0.337908; 0.337469; 0.337437; 0.337757; 0.338158; 0.338617; 0.338751; 0.338889; 0.338470; 0.338045; 0.337414; 0.336813; 0.336763; 0.336364; 0.336332; 0.335299; 0.334564; 0.333316; 0.330679; 0.327935; 0.322798; 0.319239; 0.318188; 0.317067; 0.315030; 0.312920; 0.310876; 0.307513; 0.305227; (); (); (); (); (); (); (); (); (); (); (); 
6834.9; 13:31:22; (); (); (); (); (); (); (); (); 0.318311; 0.321328; 0.323364; 0.325020; 0.326350; 0.326874; 0.327407; 0.327666; 0.330812; 0.331760; 0.331818; 0.331421; 0.331371; 0.331957; 0.331774; 0.331361; 0.329911; 0.328780; 0.328095; 0.327324; 0.326853; 0.326388; 0.326701; 0.327084; 0.327457; 0.327956; 0.328259; 0.328285; 0.327822; 0.327308; 0.326696; 0.326170; 0.325713; 0.325535; 0.325701; 0.326004; 0.326199; 0.325979; 0.325667; 0.325350; 0.324473; 0.323014; 0.321422; 0.319745; 0.318658; 0.317870; 0.317098; 0.315994; 0.314314; 0.312547; 0.311101; 0.310304; 0.309812; 0.309467; 0.309621; 0.310294; 0.311496; 0.312806; 0.314057; 0.314986; 0.316095; 0.317759; 0.319629; 0.321532; 0.323462; 0.325095; 0.325783; 0.325945; 0.325937; 0.325696; 0.325535; 0.325476; 0.325664; 0.326011; 0.326204; 0.326142; 0.325928; 0.325761; 0.325498; 0.325124; 0.325145; 0.325674; 0.326377; 0.327378; 0.328803; 0.330273; 0.331520; 0.332293; 0.332690; 0.332980; 0.333466; 0.334188; 0.334766; 0.335103; 0.335482; 0.335818; 0.336109; 0.336512; 0.336834; 0.337115; 0.337281; 0.337592; 0.337946; 0.338361; 0.338985; 0.339515; 0.339671; 0.339459; 0.338808; 0.338076; 0.337160; 0.335563; 0.332349; 0.328271; 0.327156; 0.325761; 0.324225; 0.322638; 0.320551; 0.317577; 0.305227; (); (); (); (); (); (); (); (); (); (); (); 
6836.7; 13:31:31; (); (); (); (); (); (); (); 0.319067; 0.319744; 0.319852; 0.320110; 0.320663; 0.321477; 0.322438; 0.324858; 0.326114; 0.326127; 0.325889; 0.325892; 0.326140; 0.326469; 0.326646; 0.326756; 0.326663; 0.326279; 0.325667; 0.325024; 0.324329; 0.323747; 0.323522; 0.323806; 0.324512; 0.325285; 0.325599; 0.325339; 0.324483; 0.323438; 0.322317; 0.321548; 0.321562; 0.321921; 0.321852; 0.321290; 0.320567; 0.319528; 0.318120; 0.316546; 0.314805; 0.313250; 0.312312; 0.312133; 0.312519; 0.312898; 0.312870; 0.312389; 0.311861; 0.311876; 0.312390; 0.312962; 0.313227; 0.313348; 0.313396; 0.313583; 0.314151; 0.315141; 0.315671; 0.316003; 0.316638; 0.317600; 0.318063; 0.317800; 0.317243; 0.316842; 0.317149; 0.318048; 0.319128; 0.319851; 0.320515; 0.321135; 0.321162; 0.321113; 0.321133; 0.321283; 0.321899; 0.323390; 0.325051; 0.326527; 0.327672; 0.328475; 0.329234; 0.330369; 0.331940; 0.333065; 0.333686; 0.334326; 0.335089; 0.336092; 0.336828; 0.336936; 0.336876; 0.336974; 0.337821; 0.338655; 0.339297; 0.339405; 0.339080; 0.338876; 0.338665; 0.338617; 0.338289; 0.338367; 0.337983; 0.337981; 0.337810; 0.337234; 0.336897; 0.335584; 0.334847; 0.333236; 0.329904; 0.324568; 0.322516; 0.321692; 0.320544; 0.319655; 0.318396; 0.316843; 0.313855; (); (); (); (); (); (); (); (); (); (); (); (); 
6838.5; 13:31:40; (); (); (); (); (); (); (); 0.316066; 0.316559; 0.317209; 0.317794; 0.319237; 0.320810; 0.322383; 0.324496; 0.328648; 0.330534; 0.331670; 0.332664; 0.332947; 0.333452; 0.333942; 0.334999; 0.335586; 0.335547; 0.335708; 0.335183; 0.334493; 0.333627; 0.333289; 0.333069; 0.333119; 0.333341; 0.333582; 0.333921; 0.333892; 0.333625; 0.333594; 0.333927; 0.334399; 0.334901; 0.335496; 0.336043; 0.336387; 0.336252; 0.335838; 0.335198; 0.334566; 0.333889; 0.333529; 0.333287; 0.332728; 0.331921; 0.331317; 0.330841; 0.330111; 0.329203; 0.328372; 0.327397; 0.326287; 0.325441; 0.325266; 0.325695; 0.326351; 0.326752; 0.327233; 0.328087; 0.328978; 0.329877; 0.330798; 0.331659; 0.332157; 0.332692; 0.333789; 0.335261; 0.337012; 0.338658; 0.339801; 0.340642; 0.341554; 0.342617; 0.343320; 0.343858; 0.344479; 0.345504; 0.346770; 0.348400; 0.349644; 0.350321; 0.350265; 0.349425; 0.348048; 0.346209; 0.344663; 0.343190; 0.342026; 0.340814; 0.339623; 0.338758; 0.337875; 0.336224; 0.334306; 0.333004; 0.332164; 0.331757; 0.331718; 0.332240; 0.332909; 0.333397; 0.333846; 0.334199; 0.335130; 0.336662; 0.337736; 0.337968; 0.337757; 0.337098; 0.336129; 0.334537; 0.332381; 0.328552; 0.326362; 0.325574; 0.324689; 0.323390; 0.321216; 0.316928; 0.312805; (); (); (); (); (); (); (); (); (); (); (); (); 
6840.2; 13:31:49; (); (); (); (); (); (); 0.325247; 0.326889; 0.328447; 0.329874; 0.331165; 0.332154; 0.333022; 0.335545; 0.339323; 0.341007; 0.341879; 0.342370; 0.342721; 0.342865; 0.342568; 0.342070; 0.341280; 0.339817; 0.338194; 0.336408; 0.335015; 0.333839; 0.332202; 0.330795; 0.329351; 0.327529; 0.325885; 0.324607; 0.323448; 0.322373; 0.321541; 0.321007; 0.320823; 0.320759; 0.320623; 0.320343; 0.320026; 0.319930; 0.320037; 0.320263; 0.320471; 0.320630; 0.320831; 0.321490; 0.322658; 0.323709; 0.324417; 0.324698; 0.324804; 0.325160; 0.326055; 0.327471; 0.328915; 0.330045; 0.330748; 0.331187; 0.331350; 0.331078; 0.330355; 0.329627; 0.329352; 0.329922; 0.331400; 0.333032; 0.334065; 0.334578; 0.334412; 0.333735; 0.332725; 0.332116; 0.332034; 0.332176; 0.332414; 0.332766; 0.332986; 0.332626; 0.331788; 0.330845; 0.329933; 0.329417; 0.329259; 0.329489; 0.330163; 0.331291; 0.332707; 0.334222; 0.335967; 0.337850; 0.339409; 0.340468; 0.341302; 0.342444; 0.343389; 0.343965; 0.344207; 0.344044; 0.343545; 0.342658; 0.341500; 0.339838; 0.338437; 0.336921; 0.335056; 0.333972; 0.332931; 0.331765; 0.330587; 0.329733; 0.329094; 0.327751; 0.326875; 0.325534; 0.324775; 0.320695; 0.317020; 0.315972; 0.314579; 0.313515; 0.311712; 0.310150; 0.308583; 0.307271; (); (); (); (); (); (); (); (); (); (); (); (); 
6842.0; 13:31:58; (); (); (); (); (); (); 0.322626; 0.324854; 0.327237; 0.329455; 0.330525; 0.331226; 0.331777; 0.332567; 0.336801; 0.339046; 0.339976; 0.339312; 0.338294; 0.337668; 0.336703; 0.336249; 0.335270; 0.333605; 0.331839; 0.330582; 0.329834; 0.329102; 0.328769; 0.328124; 0.327966; 0.327981; 0.328499; 0.328961; 0.328654; 0.327763; 0.326963; 0.326563; 0.326608; 0.327290; 0.328435; 0.329442; 0.330177; 0.330521; 0.330746; 0.330568; 0.329901; 0.328661; 0.327612; 0.327172; 0.326896; 0.326097; 0.325067; 0.323626; 0.321824; 0.319819; 0.318216; 0.317317; 0.316693; 0.315974; 0.315494; 0.315289; 0.315467; 0.315873; 0.316581; 0.317483; 0.318529; 0.319439; 0.320667; 0.322279; 0.323832; 0.324592; 0.324729; 0.324558; 0.324554; 0.325164; 0.326539; 0.328485; 0.330203; 0.331621; 0.332941; 0.334037; 0.335269; 0.336555; 0.337930; 0.339176; 0.340426; 0.342152; 0.344195; 0.345920; 0.347324; 0.348200; 0.348567; 0.348741; 0.349005; 0.349465; 0.349845; 0.349674; 0.349213; 0.348955; 0.348785; 0.348624; 0.348414; 0.347761; 0.346593; 0.345564; 0.344949; 0.344502; 0.344053; 0.343547; 0.343064; 0.342503; 0.342037; 0.341408; 0.340178; 0.338481; 0.336542; 0.334029; 0.331013; 0.327360; 0.322477; 0.320757; 0.319143; 0.317301; 0.314973; 0.311571; 0.306774; 0.307271; (); (); (); (); (); (); (); (); (); (); (); (); 
