Roll Number; 0
Recipe Name; FP 4576_570 GSM
Start Time; 2018-01-05; 08:38:29
File Name; D:\Mahlo\TR\180105083829FP 4576_570 GSM0_FMI2.txt

1116.4; 08:39:02; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 460.452050; 459.963620; 459.196001; 457.914770; 456.565320; 455.426157; 454.242796; 452.952832; 451.655060; 450.342894; 449.307919; 448.111176; 446.774513; 445.729405; 445.125371; 444.736779; 444.434643; 444.687456; 445.813954; 446.966439; 448.075056; 449.904352; 452.122062; 453.422546; 453.856587; 453.996658; 454.399735; 454.754055; 454.900742; 455.185801; 455.269486; 455.481321; 455.874413; 456.225157; 456.354380; 456.499934; 456.037432; 455.349445; 455.519617; 456.334949; 456.946224; 457.451820; 457.554340; 457.011312; 456.262320; 455.755323; 455.121070; 453.994542; 453.051418; 452.588886; 452.006310; 451.568991; 451.529175; 450.674713; 449.679464; 448.953539; 447.842717; 447.199583; 447.223336; 447.123736; 446.929395; 446.805835; 446.972132; 446.902722; 446.263999; 445.663422; 445.137799; 444.825768; 444.860637; 444.707215; 444.204509; 443.765938; 443.322659; 442.977607; 442.783952; 442.493379; 442.432314; 442.245007; 442.023575; 442.185551; 442.485303; 442.552298; 442.747653; 442.721009; 442.606121; 442.683190; 443.184286; 443.757564; 444.123834; 444.591254; 444.759578; 444.524914; 444.213003; 444.084406; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1175.9; 08:44:25; (); (); (); (); (); (); 436.288357; 434.792280; 434.707671; 436.040789; 437.119454; 437.971383; 438.196868; 438.682735; 439.506322; 440.904856; 441.409171; 441.313088; 441.867203; 443.043441; 444.136769; 445.329070; 446.230888; 445.883274; 444.741964; 444.320321; 444.352448; 445.147067; 445.366353; 444.788486; 444.121987; 443.788707; 443.818420; 443.751544; 443.896204; 444.767058; 445.682764; 446.390599; 447.109908; 447.894245; 448.269427; 448.048115; 448.335826; 448.901922; 449.362427; 450.060815; 451.072305; 451.433063; 451.398581; 451.460838; 451.228470; 450.690657; 450.116843; 449.662983; 449.522704; 449.087709; 448.611170; 447.961390; 447.472245; 447.129488; 446.603686; 446.003944; 445.332557; 444.604307; 443.621218; 443.082035; 442.960322; 443.257034; 443.385452; 443.202019; 443.000883; 443.320185; 443.880558; 444.187135; 444.538981; 444.739163; 444.431901; 444.691956; 445.189744; 445.334554; 445.496142; 445.393503; 445.045263; 445.477068; 446.370244; 447.363675; 448.000252; 448.436856; 448.996842; 449.606091; 450.523674; 451.936454; 453.008294; 453.982800; 455.106616; 455.959201; 457.573354; 459.103405; 459.933698; 460.161448; 459.871948; 459.574848; 459.473163; 459.637344; 459.825575; 460.169882; 459.897190; 459.295571; 459.044725; 458.632499; 457.952231; 457.057148; 456.253231; 455.428720; 455.059290; 454.876661; 454.987764; 454.769790; 454.061300; 453.339964; 452.329248; 452.103198; 452.095270; 451.428920; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1177.5; 08:44:34; (); (); (); (); (); (); 441.318899; 441.180021; 441.155791; 441.893220; 443.066031; 444.707602; 445.312083; 445.499390; 446.191221; 447.965771; 448.969483; 449.220866; 448.777854; 449.522704; 449.382246; 449.580550; 450.593948; 450.776070; 450.395465; 449.482679; 447.570950; 446.242064; 445.957035; 445.830137; 445.086509; 444.682807; 444.547564; 444.730341; 444.658518; 444.932699; 444.783419; 444.333315; 444.198161; 444.607824; 445.525736; 447.372645; 448.961526; 449.625820; 450.114965; 450.397730; 450.617164; 451.348335; 451.963335; 452.324480; 452.868581; 453.525543; 454.726815; 455.563545; 455.774635; 455.739588; 454.884320; 454.587072; 454.456955; 454.324126; 455.023497; 455.744416; 456.395477; 457.333833; 458.178580; 458.631516; 459.398657; 460.168064; 460.919589; 461.901098; 462.770164; 463.828117; 464.818507; 465.655118; 466.693848; 467.600256; 468.450367; 468.896598; 469.207406; 469.238430; 469.184160; 469.502747; 469.879299; 469.879240; 470.481098; 471.432626; 472.125530; 472.615033; 473.393112; 473.254800; 472.898364; 472.820461; 473.625809; 475.002885; 477.032155; 478.386402; 478.830218; 480.200738; 481.622428; 482.391357; 483.388901; 485.022575; 487.026393; 488.848329; 490.781248; 492.110133; 493.322611; 494.329512; 494.710088; 495.070010; 495.884836; 496.810734; 497.650564; 498.588890; 499.473155; 499.831468; 500.015914; 500.001192; 499.812692; 500.005305; 500.906944; 501.311958; 501.641929; 502.763271; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1179.1; 08:44:42; (); (); (); (); (); (); (); 524.794161; 526.523590; 528.163910; 528.965831; 529.065490; 529.010594; 529.100478; 530.160964; 531.269014; 532.265186; 533.469737; 534.781814; 535.463989; 535.750806; 536.110759; 536.226511; 536.069512; 535.425007; 534.934640; 534.305215; 533.055305; 532.312810; 531.157196; 529.496074; 528.550923; 527.334273; 526.139438; 525.054634; 523.757458; 522.463977; 520.757794; 518.684506; 517.309666; 516.390324; 516.060591; 515.556335; 514.604449; 513.906002; 513.187706; 511.833489; 510.618985; 509.171605; 507.961214; 506.961405; 505.896568; 504.982531; 504.310071; 503.920734; 503.609598; 503.294408; 503.567517; 503.858805; 503.974557; 504.255176; 504.550517; 504.760921; 505.159795; 505.896688; 506.176054; 506.493390; 507.603884; 508.755624; 509.461582; 510.088503; 510.728240; 511.269629; 511.861682; 513.474524; 514.835477; 514.865100; 515.129030; 515.593767; 515.308321; 515.163839; 515.289128; 514.856815; 514.063478; 513.596654; 513.085961; 512.135565; 511.257529; 509.869695; 507.926226; 506.416500; 505.873382; 504.659832; 502.703667; 501.786053; 501.039386; 499.714971; 498.518437; 497.825086; 497.244090; 497.040004; 496.564656; 495.871335; 495.570421; 495.360225; 495.176792; 494.737595; 494.654417; 494.451255; 494.309157; 494.609892; 495.238483; 495.525330; 495.548010; 495.091319; 495.533228; 495.927900; 496.046603; 496.104717; 496.134222; 495.932519; 496.307641; 497.057348; 498.227268; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1180.7; 08:44:51; (); (); (); (); (); (); (); 525.558233; 525.212169; 525.030494; 524.537146; 524.215758; 524.154067; 524.712265; 525.380611; 525.615275; 526.069582; 527.035832; 528.432965; 529.736757; 530.574203; 532.057762; 533.483446; 535.055220; 535.982192; 536.676526; 537.524939; 538.361549; 538.365543; 538.438976; 539.284766; 539.941132; 540.254235; 540.142953; 540.072799; 540.261090; 540.375590; 540.110111; 539.814472; 540.333688; 540.809333; 540.602505; 540.663958; 541.171372; 541.501820; 541.196108; 540.597796; 539.357245; 537.809789; 536.515892; 534.954131; 533.620119; 532.849133; 531.999648; 530.681193; 529.984295; 529.005110; 527.788401; 526.170909; 525.146544; 524.919331; 524.841487; 525.627434; 526.041269; 526.381373; 526.935220; 527.191758; 527.362645; 527.482927; 528.326809; 529.388547; 529.955089; 531.118512; 532.648981; 533.369660; 534.218967; 535.244882; 535.982549; 536.538899; 536.235929; 536.639571; 536.604881; 537.171483; 538.773179; 540.346444; 541.110694; 541.982830; 542.981863; 544.007301; 543.928266; 543.844104; 543.527305; 544.041991; 545.783579; 547.108471; 547.992051; 548.681200; 548.839927; 548.454344; 547.847450; 547.291815; 546.330869; 544.082224; 542.965889; 542.010546; 540.394306; 538.996756; 537.176013; 535.362959; 534.554064; 533.116221; 531.740189; 530.107617; 528.769314; 527.555943; 526.671350; 526.480854; 526.037991; 525.682926; 525.713265; 525.918365; 525.498688; 525.591969; 525.038183; 524.421513; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1182.3; 08:45:00; (); (); (); (); (); (); (); 536.545157; 536.382318; 535.865724; 535.964847; 535.773933; 535.516858; 535.920680; 536.129057; 536.113024; 536.250234; 535.646737; 535.369277; 535.408318; 535.956740; 535.999238; 536.213696; 536.614656; 536.648571; 536.645353; 537.721217; 538.847089; 539.305329; 539.776266; 540.244818; 540.863812; 542.922258; 543.951452; 544.665575; 544.938684; 545.622587; 546.413064; 547.440171; 548.296928; 548.846781; 548.430383; 548.077106; 547.037542; 547.037601; 547.538102; 547.944009; 547.595382; 546.727657; 546.374321; 546.556294; 546.205342; 545.165896; 543.555319; 543.359280; 542.248726; 542.237163; 542.022467; 541.865170; 539.994299; 537.379324; 536.121488; 534.596205; 533.556402; 533.160925; 531.521738; 531.497061; 532.390475; 531.328738; 530.638635; 531.320810; 530.827463; 531.470835; 531.614542; 531.925797; 532.622039; 532.823563; 534.679472; 534.844279; 534.705460; 535.256326; 535.398185; 535.248935; 536.757588; 537.476122; 537.563860; 538.715482; 538.739026; 540.779471; 542.718232; 544.231772; 544.764042; 545.302749; 547.198772; 549.908221; 551.137507; 551.154435; 552.750409; 553.237498; 553.811133; 553.803980; 553.642392; 553.237915; 552.817523; 552.877009; 553.141236; 552.774549; 551.741242; 550.335705; 549.611509; 549.622178; 548.948526; 547.619522; 546.855509; 547.471881; 546.981812; 547.515094; 547.604561; 546.949685; 546.005249; 545.474112; 545.882583; 546.434700; 546.542764; 545.771062; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1183.9; 08:45:09; (); (); (); (); (); (); (); 550.174475; 550.557017; 551.281035; 551.654339; 552.186310; 552.611768; 552.721202; 553.565323; 555.186450; 556.279540; 557.067871; 558.681130; 559.908986; 560.498297; 560.509920; 560.080826; 558.823287; 557.034075; 555.883706; 554.599285; 552.702248; 550.970793; 548.571527; 545.957625; 543.641269; 541.791022; 538.505077; 535.383940; 533.217847; 532.420099; 531.918824; 531.549215; 530.684888; 529.830635; 529.982626; 530.607522; 531.285644; 531.452596; 530.842423; 529.984057; 529.190063; 529.582083; 530.050457; 529.776692; 529.068351; 529.230893; 530.783355; 532.488883; 533.274591; 533.792436; 533.974230; 534.541786; 535.310447; 537.577689; 539.604545; 541.193962; 542.798102; 544.141650; 546.301067; 547.696650; 548.772037; 549.041748; 549.920738; 550.222874; 551.034927; 552.147686; 552.550554; 552.789927; 552.450180; 552.185118; 551.713169; 551.237404; 550.729990; 549.132466; 547.197223; 545.808434; 545.146048; 544.447780; 543.924391; 543.162167; 541.629314; 540.463388; 539.526403; 538.817585; 537.646294; 536.243081; 535.507560; 535.772681; 535.472751; 536.098003; 536.616623; 536.302567; 535.438836; 533.883452; 533.718526; 534.553468; 535.387814; 536.160171; 536.759079; 538.045287; 538.696289; 538.995922; 539.212823; 541.093051; 542.611599; 543.518364; 544.784963; 546.936512; 548.555255; 549.084127; 549.217582; 549.297571; 550.310671; 551.085889; 551.608562; 553.237796; 554.204941; 554.866970; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1185.5; 08:45:17; (); (); (); (); (); (); (); 558.968604; 559.299946; 559.117675; 559.559107; 559.419274; 559.090912; 559.582531; 560.217440; 561.077595; 561.954021; 563.443601; 562.885880; 561.824322; 561.550081; 560.227692; 559.886396; 558.557093; 557.753980; 556.978762; 556.460619; 555.691421; 554.363132; 552.813530; 550.398171; 548.286796; 546.225607; 545.730889; 545.270145; 544.378638; 544.334471; 543.306053; 542.680800; 542.149067; 540.661395; 540.181816; 538.786173; 538.748622; 539.073944; 538.523495; 538.107634; 537.097096; 537.520051; 537.604153; 537.624061; 538.055956; 539.083898; 541.025639; 542.412519; 544.651747; 547.769845; 550.409317; 551.079154; 552.369177; 554.447770; 556.944430; 559.226573; 560.296893; 561.099827; 562.480152; 562.959075; 563.954294; 564.131141; 564.831555; 565.024137; 563.744724; 562.618077; 562.965453; 563.414395; 563.642204; 562.733471; 562.293649; 561.250031; 559.935987; 557.786524; 556.478143; 554.898798; 553.592861; 551.243782; 549.468577; 548.907757; 547.441840; 544.582546; 542.278826; 540.744960; 539.229989; 536.925435; 536.391854; 535.476267; 535.554111; 534.701288; 533.420920; 532.786429; 532.544196; 531.851411; 530.759811; 531.628251; 532.243669; 532.227099; 532.817304; 533.607543; 535.367846; 535.830557; 536.688328; 537.681580; 538.638949; 540.546060; 541.958869; 542.699754; 543.754637; 544.992208; 546.101451; 546.953678; 547.443986; 547.490895; 547.781765; 548.022211; 548.822045; 549.775064; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1187.1; 08:45:26; (); (); (); (); (); (); (); 547.247946; 547.079682; 546.961069; 546.706319; 546.999633; 546.303511; 545.195758; 544.905186; 544.344127; 544.176519; 544.503510; 544.804454; 545.181036; 545.774221; 546.515644; 547.807753; 548.852265; 548.851848; 549.553573; 550.330639; 552.349389; 553.614438; 553.659678; 552.610517; 553.657651; 555.439413; 556.659758; 556.810737; 555.981815; 555.710614; 555.029690; 555.259049; 555.894732; 556.496859; 556.665957; 556.603253; 556.666553; 557.481468; 558.896661; 558.490634; 556.921303; 554.851472; 554.539204; 555.032551; 555.436432; 555.729926; 555.005252; 554.524720; 553.847551; 552.772582; 551.618338; 551.127911; 549.300671; 548.148513; 546.204150; 544.214845; 544.297874; 543.607354; 542.485476; 540.336728; 538.607657; 537.347615; 534.449816; 532.085121; 531.042337; 531.533241; 532.095492; 531.531513; 531.180561; 531.677723; 531.591475; 529.683948; 528.531015; 527.837455; 527.139783; 527.304411; 529.239058; 532.196462; 533.569753; 534.737885; 535.887897; 536.384523; 538.223267; 538.826644; 540.523112; 542.111576; 544.762075; 547.122598; 549.519420; 551.997304; 553.032637; 552.193999; 552.158773; 552.072942; 552.021027; 551.778734; 552.470803; 552.441120; 553.137541; 553.971529; 554.709136; 555.296659; 555.457830; 555.269539; 555.142224; 556.398094; 557.565689; 558.051050; 558.210492; 556.921661; 555.800319; 555.095613; 555.390894; 554.964483; 554.436386; 553.631961; 553.202629; 552.863359; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1188.7; 08:45:35; (); (); (); (); (); (); (); 542.852402; 543.135107; 544.418275; 545.069814; 545.696199; 546.829879; 548.250377; 549.973965; 551.616788; 553.553283; 555.912256; 558.804870; 561.021209; 562.809408; 564.293027; 566.173136; 567.330956; 568.391025; 569.719374; 569.850922; 570.418894; 570.267260; 569.423020; 568.646133; 569.364548; 567.828059; 566.705644; 566.980064; 566.127837; 566.542983; 565.908492; 565.278769; 565.340102; 565.233588; 564.178944; 563.425303; 562.726736; 562.333524; 563.340068; 561.029494; 559.777021; 558.638453; 557.267725; 555.652142; 554.954827; 554.536521; 553.467035; 552.437425; 552.099168; 552.558541; 552.308619; 551.925719; 551.204681; 550.354540; 551.562846; 552.607715; 553.145587; 555.386722; 556.140780; 555.374444; 556.091249; 555.647135; 555.156469; 555.162251; 555.459023; 556.956410; 559.466720; 560.044944; 561.253488; 563.633025; 564.283013; 565.306604; 565.619290; 566.777468; 568.523407; 570.443988; 572.857916; 574.747264; 576.866508; 577.937543; 577.057362; 578.331172; 579.048514; 578.392863; 578.322172; 580.428123; 580.461323; 579.647720; 580.286622; 579.825938; 580.112755; 578.370571; 576.520503; 574.531853; 573.403478; 572.314978; 571.042180; 569.904447; 568.261802; 566.908360; 563.542366; 561.264515; 559.929430; 556.445062; 553.736925; 552.240074; 551.132202; 550.725102; 551.163018; 550.886035; 550.426900; 548.968613; 548.684597; 548.021138; 545.691490; 546.224892; 547.533691; 548.137486; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1190.3; 08:45:43; (); (); (); (); (); (); 547.378242; 547.824144; 549.148202; 551.934779; 553.441823; 553.667784; 553.688407; 553.858817; 554.269075; 556.596756; 558.035851; 559.056640; 560.785294; 562.959254; 564.660013; 564.818025; 565.331995; 564.861298; 563.203156; 562.532425; 561.930418; 562.112272; 562.468052; 562.526286; 560.948491; 560.266554; 559.991956; 558.522761; 556.560457; 555.063307; 554.697335; 554.034948; 553.980768; 553.317845; 551.950276; 551.288486; 550.290465; 549.020171; 547.324061; 546.191752; 545.139253; 543.214738; 542.377114; 542.089999; 541.444480; 540.065169; 539.008200; 537.995517; 536.691606; 537.724495; 537.857652; 538.519323; 539.304793; 540.418506; 540.426791; 540.414989; 541.783810; 541.042864; 541.833401; 544.734597; 547.583044; 549.144030; 551.321924; 552.741349; 553.251684; 554.466307; 555.182934; 556.488335; 558.390319; 561.011553; 563.555062; 565.971911; 568.864465; 569.011748; 567.487359; 569.094777; 572.218060; 574.337125; 575.367808; 576.640785; 577.581286; 577.491999; 577.511251; 576.853991; 575.666845; 573.985398; 573.245883; 572.481453; 573.189497; 572.887719; 570.334375; 567.612350; 565.372348; 563.962221; 562.213838; 559.265256; 558.570087; 557.117462; 556.226611; 555.663228; 553.796768; 552.346945; 550.783038; 548.911154; 548.295736; 547.031879; 546.272039; 546.664596; 546.371043; 546.038747; 545.834482; 544.231117; 543.636322; 542.608559; 542.729974; 543.556571; 543.829501; 543.985665; 543.353558; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1191.9; 08:45:52; (); (); (); (); (); (); 540.153980; 541.244030; 541.266322; 539.925694; 539.179623; 539.346814; 539.347470; 539.327800; 539.463401; 538.957715; 537.756920; 536.534905; 535.959363; 535.149097; 534.516335; 533.491254; 532.022119; 531.501591; 531.457424; 530.917585; 530.505657; 530.466855; 530.953228; 531.896889; 533.058822; 534.168065; 535.112262; 536.327720; 537.082255; 538.236141; 540.008128; 541.719794; 544.020951; 546.409845; 548.874140; 550.245345; 551.563740; 553.367198; 554.808021; 555.597365; 556.979954; 558.504403; 560.317218; 561.293840; 563.266754; 563.556790; 564.784288; 566.958845; 569.560528; 572.269917; 574.047863; 576.087654; 576.867402; 576.869845; 576.963782; 577.045083; 577.315629; 575.807869; 576.815307; 576.360285; 578.044415; 577.680647; 575.235724; 572.591007; 569.282591; 567.462385; 565.757573; 565.613568; 566.043496; 564.321816; 561.956167; 559.901536; 558.775246; 555.325747; 553.126991; 551.138997; 550.877213; 550.309837; 550.035775; 550.117016; 549.762905; 548.304617; 546.553254; 546.287298; 549.527943; 552.794695; 555.450678; 559.399843; 563.694000; 566.035688; 568.498671; 570.711493; 572.485745; 574.286103; 576.775193; 579.735160; 583.179235; 585.745215; 587.741733; 588.943005; 590.033531; 589.525223; 587.942481; 586.645961; 586.183190; 585.154593; 583.029687; 582.320988; 580.993235; 579.386234; 577.764928; 575.736344; 574.904561; 573.203146; 570.897341; 568.541467; 568.902016; 567.475855; 566.887558; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1193.5; 08:46:01; (); (); (); (); (); (); 550.972462; 551.321864; 551.964879; 552.701414; 554.189682; 555.925310; 555.879414; 556.299925; 557.475209; 558.636487; 559.198260; 558.679700; 557.918966; 557.334006; 556.058943; 554.795623; 553.135753; 550.903201; 549.341500; 547.103345; 545.406997; 543.758333; 541.940331; 540.896058; 539.236724; 538.295925; 538.195074; 537.804186; 538.215041; 538.250268; 539.216161; 540.723562; 541.217864; 540.933728; 540.482700; 541.780531; 542.564094; 542.359769; 543.454349; 545.336187; 547.536016; 549.274147; 551.727951; 554.355562; 556.386352; 557.535648; 560.589850; 564.683616; 568.233907; 571.711302; 573.158860; 575.161815; 577.470422; 579.303920; 579.450250; 579.616666; 579.910219; 580.185592; 580.658615; 583.238304; 583.213866; 582.406282; 580.399930; 580.820441; 579.277813; 579.148710; 581.261814; 581.422329; 580.821693; 581.378818; 581.149280; 580.008805; 579.998910; 577.450395; 574.566185; 574.970663; 574.477196; 574.504733; 572.704613; 572.868347; 572.720110; 570.707321; 568.437517; 567.052245; 567.330539; 568.160295; 569.172621; 568.403423; 571.219265; 572.858453; 571.729958; 569.003344; 567.579985; 566.446960; 564.492106; 562.081277; 562.636852; 564.868569; 565.688133; 564.951837; 566.482663; 566.550255; 564.718187; 561.717689; 560.451508; 561.307371; 564.182758; 564.768016; 566.614866; 567.306042; 566.993058; 564.671695; 562.869549; 562.372744; 560.321271; 557.384133; 556.165099; 557.145178; 557.893693; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1195.1; 08:46:10; (); (); (); (); (); (); (); 558.399439; 559.436142; 559.428513; 559.370458; 559.322894; 559.180200; 559.667647; 561.312854; 562.126577; 562.661409; 562.246144; 563.705683; 565.182149; 565.660119; 565.916061; 564.554453; 562.454939; 561.230958; 560.497761; 559.582293; 559.332788; 558.329523; 556.668997; 554.808617; 553.885996; 552.842677; 550.039351; 546.469271; 545.037925; 543.873966; 545.586407; 547.629237; 547.663629; 547.233343; 547.555864; 546.702027; 546.071351; 545.891881; 544.900060; 543.977082; 543.318987; 544.315517; 545.372963; 545.502543; 545.720994; 544.956803; 544.614553; 545.328617; 546.365619; 546.717167; 548.492730; 551.186204; 553.623438; 556.669950; 558.968306; 560.608387; 560.644329; 562.867165; 565.007746; 566.030860; 567.284286; 568.376184; 568.862021; 570.350468; 572.222829; 571.425140; 570.796609; 571.426988; 571.919978; 571.988523; 573.884070; 573.971152; 571.770072; 570.696533; 571.640790; 571.777344; 569.539905; 567.079961; 564.730108; 563.286960; 563.149571; 560.744643; 557.622194; 556.048393; 554.203868; 550.998688; 550.222397; 549.821734; 547.912121; 544.147670; 542.336881; 542.549968; 542.156339; 540.118396; 537.602305; 536.352754; 536.307573; 535.802126; 534.446359; 534.177125; 533.734381; 532.617807; 532.504380; 533.207238; 533.878863; 534.217060; 534.516513; 535.833776; 538.218498; 539.689958; 540.610969; 541.022718; 541.650116; 542.321622; 543.520391; 544.728577; 545.157492; 545.539439; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1196.7; 08:46:18; (); (); (); (); (); (); (); 537.129402; 537.605941; 537.338972; 537.731051; 538.603008; 538.562775; 538.733244; 539.148211; 539.522350; 539.726257; 540.852845; 541.796923; 542.604923; 544.177830; 545.856714; 548.652589; 550.395072; 552.375019; 553.939700; 556.024075; 559.190273; 562.356412; 565.204024; 566.342056; 567.897677; 569.821179; 572.051287; 573.447764; 575.431585; 577.199996; 576.961696; 578.377843; 579.785585; 579.120338; 578.832626; 578.195393; 577.397048; 577.918053; 580.511928; 581.506848; 581.283808; 578.516245; 577.183068; 576.293170; 575.577974; 575.168967; 574.263930; 573.234797; 573.404253; 571.901262; 570.341110; 569.174230; 568.185210; 565.668583; 563.723147; 563.066006; 564.090490; 563.098907; 560.332537; 558.375359; 556.577682; 554.960608; 554.196298; 553.906798; 553.082049; 553.080380; 551.699102; 551.097095; 551.302433; 550.309062; 549.662113; 550.275743; 552.573264; 555.014789; 558.346033; 560.942173; 562.258184; 562.755942; 564.255595; 567.896187; 567.694902; 567.578256; 569.260061; 572.078645; 573.317170; 574.859381; 574.815750; 573.559284; 575.707257; 576.344728; 578.423500; 578.841865; 579.215825; 578.673899; 577.713490; 580.378950; 582.979262; 582.487345; 583.180547; 586.377382; 586.064577; 586.688221; 585.407376; 583.229423; 580.585003; 578.309834; 578.027427; 579.509199; 579.074681; 577.205479; 574.266315; 571.494222; 570.563018; 568.241239; 564.440727; 562.535703; 563.296258; 563.314974; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1198.3; 08:46:27; (); (); (); (); (); (); (); 537.271142; 539.159954; 541.289747; 543.727338; 545.982778; 547.546089; 549.183309; 551.533699; 553.993285; 557.409465; 561.061859; 564.085662; 567.330956; 570.013463; 571.837962; 572.783053; 574.795067; 577.219486; 577.378154; 578.133285; 578.735948; 579.488814; 581.096053; 582.616568; 583.039105; 581.147969; 579.847872; 579.204202; 579.692304; 579.222143; 578.871131; 577.620924; 577.333748; 577.579319; 577.321172; 576.545656; 577.094138; 576.467097; 574.095547; 573.241889; 572.783411; 571.353257; 569.263458; 566.805005; 565.771401; 565.313518; 563.600361; 562.801063; 560.602427; 559.772015; 560.536563; 559.166908; 556.680202; 556.580842; 556.248486; 556.019068; 556.769252; 557.103932; 557.900369; 557.272315; 558.275461; 557.709634; 556.687474; 558.174610; 557.826996; 558.420479; 560.932517; 564.023733; 564.486384; 566.137075; 568.308771; 570.290983; 571.694434; 573.554993; 576.013505; 578.661919; 580.985606; 583.577871; 585.302413; 588.348567; 590.792894; 592.602909; 593.298435; 593.760729; 594.023466; 594.705343; 594.878554; 595.075607; 594.665051; 595.047593; 593.947291; 592.448175; 589.888275; 586.767673; 583.546817; 579.431295; 576.967597; 574.445844; 572.999060; 570.750713; 567.903161; 567.222416; 565.937281; 563.471437; 559.721410; 558.674216; 559.617877; 561.472774; 562.121451; 561.356485; 560.766041; 560.612857; 560.904384; 560.758710; 561.470509; 562.337339; 560.333967; 560.360730; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1199.8; 08:46:36; (); (); (); (); (); (); (); 541.717172; 543.072283; 543.979406; 545.253515; 546.894789; 547.681034; 548.636138; 549.069226; 550.125241; 552.362621; 552.901268; 553.824127; 554.988623; 555.572152; 555.639625; 555.949807; 555.960357; 555.923760; 555.467546; 554.508030; 554.099143; 552.968264; 552.118063; 550.767958; 549.965978; 549.780488; 549.600303; 549.317062; 549.341261; 549.215853; 548.436999; 547.573626; 546.087623; 545.072317; 544.211447; 543.168664; 542.698264; 541.257203; 540.264845; 539.263904; 538.329303; 537.025034; 535.325944; 533.943534; 532.459974; 530.832648; 530.725658; 531.728983; 531.622112; 531.428695; 532.135129; 533.506036; 536.155760; 538.758039; 540.372491; 542.406499; 543.829024; 544.586480; 546.806991; 549.416661; 552.127898; 552.902877; 553.630114; 556.396365; 559.028268; 562.395215; 565.768301; 566.455305; 567.631721; 568.602860; 568.743408; 571.099877; 575.010657; 577.923357; 578.793705; 579.621196; 581.170619; 582.504809; 583.333969; 583.875656; 582.730353; 580.639303; 580.044746; 578.886688; 579.031408; 579.843044; 579.393744; 575.790346; 572.732985; 570.785701; 568.974495; 566.795945; 564.378262; 561.395526; 558.849514; 554.953098; 553.243637; 551.042140; 548.079312; 545.044482; 541.844666; 540.348887; 539.675236; 538.617194; 538.447380; 539.367020; 539.199293; 538.595796; 538.312912; 538.385272; 538.920581; 538.765907; 539.881051; 540.610254; 541.548908; 541.665018; 541.985750; 542.758644; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1201.4; 08:46:45; (); (); (); (); (); (); (); 542.985559; 541.867435; 540.867150; 540.444970; 539.703608; 539.154589; 538.915694; 538.268030; 537.543476; 536.925673; 536.710083; 536.151052; 535.447896; 534.554362; 534.093976; 533.457518; 533.091068; 532.556415; 531.623721; 531.603277; 531.303108; 530.976117; 531.349957; 531.256378; 531.785250; 532.508850; 532.555163; 533.436477; 534.957647; 536.194801; 538.065612; 539.712965; 542.114377; 545.243502; 547.013521; 548.562467; 549.996614; 551.535189; 553.066015; 554.416895; 555.723548; 557.503641; 559.124291; 560.489595; 561.487079; 561.988533; 561.378002; 560.743451; 559.753239; 559.672832; 560.075343; 560.559988; 560.215414; 559.786558; 559.169590; 556.958318; 554.476500; 553.289652; 552.159667; 550.469518; 548.577964; 546.774209; 545.454562; 544.389069; 541.518509; 539.342105; 537.514925; 536.292136; 534.673631; 533.180535; 533.538997; 532.742381; 530.754209; 528.973460; 528.283954; 528.876305; 529.596448; 529.806018; 530.596435; 531.593144; 531.502545; 531.829119; 532.445788; 532.670498; 533.317029; 533.965707; 534.793437; 536.211252; 537.681520; 539.323747; 540.924966; 542.008758; 542.788804; 543.827653; 545.300663; 547.661543; 550.267875; 551.869273; 553.575695; 555.055201; 556.878984; 557.956576; 557.300746; 557.293475; 556.798697; 556.012154; 555.199623; 554.818034; 555.034816; 554.207623; 552.333295; 550.960481; 550.520062; 549.427927; 547.999203; 546.669841; 545.920372; 547.015190; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
