Roll Number; 0
Recipe Name; B_R_B
Start Time; 2017-12-14; 09:53:50
File Name; D:\Mahlo\TR\171214095350B_R_B0_XMF2.txt

203.2; 09:54:23; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.751338; 1.752434; 1.752424; 1.751928; 1.752920; 1.755824; 1.757469; 1.757782; 1.760578; 1.764214; 1.767172; 1.769904; 1.773882; 1.778981; 1.783306; 1.786172; 1.788506; 1.791831; 1.794968; 1.795965; 1.794687; 1.795661; 1.799945; 1.803324; 1.806234; 1.811243; 1.814993; 1.816544; 1.819629; 1.824472; 1.828548; 1.832126; 1.835097; 1.839024; 1.845998; 1.855198; 1.862670; 1.866146; 1.868805; 1.871519; 1.873018; 1.875539; 1.877683; 1.878153; 1.879798; 1.883429; 1.888776; 1.894050; 1.896023; 1.895927; 1.895842; 1.894122; 1.892537; 1.893019; 1.895098; 1.895653; 1.894913; 1.893006; 1.890399; 1.888734; 1.887435; 1.887001; 1.888054; 1.890164; 1.890597; 1.889423; 1.890953; 1.894874; 1.895133; 1.894273; 1.894085; 1.895594; 1.899635; 1.903100; 1.905702; 1.909559; 1.911170; 1.910389; 1.910247; 1.911402; 1.913000; 1.913895; 1.913579; 1.914174; 1.916059; 1.919579; 1.922564; 1.923848; 1.924952; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
889.8; 10:34:12; (); (); (); (); (); (); (); 1.760148; 1.758776; 1.755746; 1.752771; 1.750633; 1.750008; 1.749183; 1.746853; 1.743742; 1.740793; 1.737364; 1.733909; 1.728944; 1.724609; 1.721863; 1.719357; 1.716982; 1.716388; 1.716280; 1.715743; 1.714078; 1.712127; 1.711851; 1.712174; 1.712786; 1.714350; 1.714798; 1.713842; 1.713134; 1.712220; 1.711018; 1.711240; 1.713722; 1.716458; 1.718136; 1.717899; 1.716850; 1.715983; 1.715436; 1.714085; 1.711739; 1.712107; 1.713487; 1.715223; 1.718089; 1.720121; 1.719889; 1.718513; 1.718454; 1.718410; 1.718661; 1.719582; 1.720676; 1.723231; 1.726712; 1.729093; 1.729598; 1.730631; 1.732002; 1.732766; 1.734271; 1.736592; 1.737781; 1.736554; 1.735682; 1.737135; 1.739112; 1.740785; 1.742290; 1.744091; 1.746313; 1.749006; 1.752440; 1.754075; 1.756598; 1.756552; 1.754233; 1.751907; 1.750808; 1.749768; 1.748781; 1.748591; 1.747312; 1.744865; 1.742079; 1.739748; 1.737469; 1.733010; 1.729904; 1.726020; 1.724148; 1.723893; 1.723377; 1.723136; 1.724094; 1.726189; 1.727634; 1.728137; 1.727642; 1.726377; 1.724468; 1.722938; 1.721765; 1.720428; 1.719555; 1.719571; 1.719816; 1.720478; 1.721593; 1.722075; 1.721275; 1.719687; 1.719004; 1.719131; 1.719801; 1.721240; 1.723859; 1.726879; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
892.2; 10:34:21; (); (); (); (); (); (); (); 1.731234; 1.728973; 1.727771; 1.727232; 1.725839; 1.724572; 1.723602; 1.722614; 1.722124; 1.722925; 1.722738; 1.722290; 1.722693; 1.721985; 1.719945; 1.719237; 1.720282; 1.721061; 1.723117; 1.726635; 1.729242; 1.731330; 1.732646; 1.732625; 1.731053; 1.729472; 1.729549; 1.732193; 1.736116; 1.738915; 1.739697; 1.739452; 1.738661; 1.736267; 1.732624; 1.729710; 1.727063; 1.725874; 1.725307; 1.725544; 1.727267; 1.727345; 1.724692; 1.720851; 1.719014; 1.719770; 1.720081; 1.719852; 1.720464; 1.720943; 1.721282; 1.721819; 1.721898; 1.721797; 1.721351; 1.718893; 1.716897; 1.716426; 1.716624; 1.715700; 1.714475; 1.713796; 1.713509; 1.712218; 1.711036; 1.710309; 1.709743; 1.709554; 1.709743; 1.709555; 1.710908; 1.713336; 1.714325; 1.714361; 1.714006; 1.712492; 1.711484; 1.710922; 1.711178; 1.711707; 1.712000; 1.711758; 1.711445; 1.712312; 1.713526; 1.713702; 1.711590; 1.709785; 1.708921; 1.708484; 1.708046; 1.707939; 1.708459; 1.708971; 1.708339; 1.707570; 1.707119; 1.706759; 1.704930; 1.701997; 1.700944; 1.701756; 1.703674; 1.705971; 1.708461; 1.712684; 1.718698; 1.722932; 1.725072; 1.728186; 1.730986; 1.733519; 1.736716; 1.740643; 1.744886; 1.748186; 1.752220; 1.754442; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
894.7; 10:34:29; (); (); (); (); (); (); (); 1.705779; 1.706642; 1.710956; 1.715361; 1.720083; 1.725505; 1.729508; 1.732812; 1.735764; 1.737802; 1.739853; 1.743494; 1.748310; 1.753549; 1.758681; 1.764428; 1.769391; 1.772145; 1.774867; 1.775515; 1.774297; 1.773831; 1.773876; 1.773931; 1.774925; 1.777328; 1.779105; 1.777439; 1.776249; 1.775701; 1.774800; 1.772499; 1.768849; 1.766289; 1.766171; 1.766166; 1.765567; 1.765591; 1.764561; 1.762911; 1.761799; 1.762713; 1.765958; 1.768233; 1.770213; 1.772281; 1.774702; 1.777311; 1.778904; 1.778520; 1.778879; 1.778813; 1.776743; 1.775081; 1.774219; 1.771163; 1.765757; 1.761239; 1.756650; 1.750588; 1.745320; 1.741168; 1.736270; 1.730734; 1.725513; 1.720661; 1.718117; 1.718230; 1.718408; 1.717503; 1.717163; 1.716023; 1.712995; 1.710433; 1.709227; 1.707786; 1.706210; 1.705302; 1.705090; 1.704855; 1.704650; 1.703426; 1.700655; 1.699211; 1.700032; 1.702267; 1.704325; 1.705623; 1.707131; 1.708623; 1.710827; 1.712865; 1.714485; 1.716233; 1.718128; 1.719230; 1.719471; 1.720618; 1.723359; 1.725603; 1.726098; 1.725478; 1.725356; 1.725928; 1.726605; 1.727199; 1.728752; 1.729655; 1.729779; 1.729908; 1.732221; 1.734823; 1.735604; 1.734681; 1.733181; 1.732416; 1.734452; 1.736341; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
897.2; 10:34:38; (); (); (); (); (); (); (); 1.782064; 1.780794; 1.780763; 1.783782; 1.786431; 1.787072; 1.785877; 1.783783; 1.781800; 1.779492; 1.778816; 1.779302; 1.776955; 1.771070; 1.766299; 1.762730; 1.759072; 1.754355; 1.749082; 1.742613; 1.736280; 1.731894; 1.730109; 1.730325; 1.729758; 1.727097; 1.723597; 1.721479; 1.721514; 1.722238; 1.721998; 1.721814; 1.722776; 1.723715; 1.724423; 1.724777; 1.725231; 1.725108; 1.724234; 1.723879; 1.723758; 1.722669; 1.721756; 1.720854; 1.720341; 1.720806; 1.723021; 1.726652; 1.730667; 1.733666; 1.735143; 1.735601; 1.736914; 1.737939; 1.738401; 1.739340; 1.740387; 1.740879; 1.740860; 1.740372; 1.739336; 1.736611; 1.733224; 1.731002; 1.728761; 1.727863; 1.729029; 1.730741; 1.734150; 1.739275; 1.743624; 1.747424; 1.751835; 1.755522; 1.758803; 1.761675; 1.763760; 1.764849; 1.766554; 1.770344; 1.775406; 1.777953; 1.775973; 1.773266; 1.770650; 1.768711; 1.767160; 1.765434; 1.765029; 1.766658; 1.768127; 1.768892; 1.768812; 1.767629; 1.765676; 1.764661; 1.765539; 1.767536; 1.768185; 1.768192; 1.766770; 1.764002; 1.763192; 1.761757; 1.758887; 1.756865; 1.756623; 1.757298; 1.757360; 1.756854; 1.755041; 1.752086; 1.749698; 1.748780; 1.748785; 1.750688; 1.753617; 1.753808; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
899.6; 10:34:46; (); (); (); (); (); (); (); 1.775154; 1.776923; 1.776789; 1.776731; 1.777451; 1.776736; 1.776912; 1.774983; 1.771767; 1.770985; 1.770351; 1.771011; 1.771451; 1.771911; 1.771298; 1.770142; 1.767987; 1.766003; 1.764586; 1.761129; 1.757074; 1.753126; 1.753591; 1.755618; 1.755192; 1.756183; 1.755349; 1.754975; 1.755542; 1.756873; 1.758849; 1.761272; 1.763585; 1.764216; 1.765225; 1.767567; 1.769160; 1.769876; 1.768737; 1.766840; 1.761769; 1.757875; 1.756378; 1.753603; 1.747985; 1.742306; 1.738765; 1.738408; 1.740517; 1.743756; 1.746625; 1.749557; 1.750986; 1.751307; 1.752532; 1.755338; 1.758491; 1.761697; 1.766167; 1.771045; 1.775085; 1.777455; 1.775550; 1.771138; 1.766168; 1.764222; 1.762673; 1.760761; 1.760009; 1.761696; 1.763592; 1.762180; 1.758278; 1.753482; 1.750785; 1.750303; 1.750457; 1.750634; 1.750842; 1.749764; 1.745710; 1.742934; 1.742336; 1.741058; 1.736484; 1.731042; 1.727679; 1.726186; 1.724919; 1.721596; 1.716356; 1.711627; 1.708615; 1.707596; 1.707257; 1.707179; 1.706003; 1.705446; 1.705048; 1.705352; 1.705953; 1.706728; 1.706568; 1.705886; 1.705239; 1.705127; 1.705051; 1.705482; 1.706187; 1.707058; 1.708541; 1.709143; 1.707406; 1.706912; 1.707380; 1.707326; 1.707660; 1.709369; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
902.1; 10:34:55; (); (); (); (); (); (); (); 1.693478; 1.695326; 1.697124; 1.700572; 1.703152; 1.703989; 1.705815; 1.709251; 1.712860; 1.715945; 1.719742; 1.725114; 1.727916; 1.728552; 1.729776; 1.731527; 1.732949; 1.733642; 1.733288; 1.733419; 1.734368; 1.734876; 1.735023; 1.735608; 1.735950; 1.735084; 1.733859; 1.734737; 1.735342; 1.734425; 1.733351; 1.733919; 1.735487; 1.737230; 1.738560; 1.738686; 1.738187; 1.738265; 1.738091; 1.736283; 1.735201; 1.733666; 1.730974; 1.729963; 1.730510; 1.730092; 1.728481; 1.725365; 1.723518; 1.723640; 1.724587; 1.724022; 1.721310; 1.719120; 1.719190; 1.718766; 1.718482; 1.718397; 1.717558; 1.716622; 1.719166; 1.721435; 1.722254; 1.721471; 1.719950; 1.719869; 1.721735; 1.722285; 1.722195; 1.722351; 1.722997; 1.723111; 1.723162; 1.723861; 1.722024; 1.718997; 1.716649; 1.715476; 1.714486; 1.712658; 1.709959; 1.707919; 1.707866; 1.707822; 1.707374; 1.707106; 1.707023; 1.707074; 1.706660; 1.707325; 1.707810; 1.708075; 1.709216; 1.711722; 1.712654; 1.712855; 1.713015; 1.713268; 1.713968; 1.714987; 1.716115; 1.717664; 1.719237; 1.720473; 1.721771; 1.723344; 1.724361; 1.724657; 1.724097; 1.726706; 1.729466; 1.730757; 1.732086; 1.733445; 1.734525; 1.735534; 1.736589; 1.737212; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
904.5; 10:35:04; (); (); (); (); (); (); (); 1.702247; 1.703997; 1.706255; 1.708175; 1.709704; 1.710613; 1.711601; 1.712580; 1.713904; 1.716017; 1.718635; 1.720578; 1.722264; 1.724166; 1.725776; 1.727583; 1.728164; 1.727895; 1.729279; 1.732549; 1.735408; 1.736224; 1.735576; 1.733314; 1.730113; 1.726157; 1.723202; 1.720154; 1.719476; 1.720593; 1.721497; 1.722848; 1.723276; 1.720829; 1.716271; 1.713927; 1.712858; 1.713741; 1.715549; 1.718101; 1.721334; 1.724401; 1.727450; 1.728442; 1.728327; 1.728379; 1.727811; 1.727673; 1.728664; 1.730534; 1.732924; 1.735276; 1.736895; 1.737049; 1.736574; 1.735588; 1.733680; 1.732383; 1.732709; 1.732556; 1.730845; 1.728815; 1.727214; 1.726097; 1.725489; 1.724249; 1.722999; 1.722684; 1.723224; 1.723102; 1.722445; 1.722691; 1.724898; 1.725089; 1.723948; 1.723757; 1.724373; 1.725959; 1.727828; 1.729644; 1.731394; 1.732577; 1.732760; 1.733583; 1.735816; 1.737992; 1.739150; 1.738425; 1.739164; 1.741397; 1.742077; 1.742276; 1.742536; 1.740946; 1.738101; 1.737146; 1.738653; 1.740726; 1.743037; 1.744482; 1.744456; 1.743977; 1.742777; 1.740362; 1.739464; 1.740629; 1.742008; 1.743647; 1.745302; 1.746793; 1.746146; 1.743292; 1.740421; 1.737414; 1.735227; 1.735558; 1.738163; 1.741216; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
907.0; 10:35:12; (); (); (); (); (); (); (); 1.804846; 1.802195; 1.799980; 1.798434; 1.795609; 1.792263; 1.789154; 1.787805; 1.785174; 1.779330; 1.773303; 1.767641; 1.762367; 1.758246; 1.755438; 1.754295; 1.753911; 1.754204; 1.753253; 1.753901; 1.756987; 1.760241; 1.762343; 1.764033; 1.765901; 1.767960; 1.770818; 1.774113; 1.777456; 1.779548; 1.779705; 1.779262; 1.779093; 1.778734; 1.776413; 1.771981; 1.766792; 1.761245; 1.756181; 1.752020; 1.749453; 1.748901; 1.747655; 1.743953; 1.739230; 1.736089; 1.733167; 1.729885; 1.728596; 1.728838; 1.729075; 1.730560; 1.733113; 1.736915; 1.741678; 1.745384; 1.745568; 1.744558; 1.746018; 1.748669; 1.750861; 1.752371; 1.753533; 1.755077; 1.757566; 1.760188; 1.762254; 1.763436; 1.763807; 1.762949; 1.763469; 1.767018; 1.770681; 1.772447; 1.771463; 1.770056; 1.768872; 1.768589; 1.768463; 1.767999; 1.767185; 1.766272; 1.765010; 1.762741; 1.760400; 1.757124; 1.752759; 1.748907; 1.747707; 1.748170; 1.748115; 1.747307; 1.744684; 1.740674; 1.736826; 1.734403; 1.734007; 1.732959; 1.732606; 1.731667; 1.729588; 1.727283; 1.725836; 1.724085; 1.722952; 1.722163; 1.722223; 1.722637; 1.723522; 1.724660; 1.724903; 1.723399; 1.723037; 1.723079; 1.723369; 1.723749; 1.724632; 1.725205; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
909.5; 10:35:21; (); (); (); (); (); (); (); 1.785669; 1.784544; 1.781039; 1.778668; 1.775231; 1.771515; 1.769406; 1.769695; 1.768927; 1.767005; 1.765116; 1.762864; 1.759041; 1.755683; 1.752720; 1.750541; 1.750228; 1.751774; 1.753037; 1.754187; 1.754686; 1.753778; 1.750977; 1.748992; 1.747642; 1.746605; 1.747503; 1.750514; 1.751732; 1.750867; 1.749667; 1.748918; 1.747838; 1.745270; 1.742931; 1.742579; 1.742458; 1.741469; 1.739911; 1.738011; 1.735805; 1.733769; 1.731534; 1.730330; 1.729067; 1.726535; 1.724322; 1.722870; 1.723395; 1.724645; 1.723723; 1.722051; 1.720596; 1.719143; 1.718600; 1.718991; 1.718399; 1.716504; 1.715051; 1.713927; 1.712929; 1.711132; 1.708991; 1.705569; 1.702084; 1.700928; 1.700583; 1.700459; 1.700487; 1.700447; 1.700873; 1.702805; 1.705947; 1.707913; 1.709396; 1.710258; 1.709989; 1.710400; 1.712903; 1.714831; 1.715423; 1.715845; 1.716347; 1.716563; 1.717020; 1.717320; 1.716531; 1.716784; 1.716918; 1.715673; 1.716841; 1.718911; 1.719024; 1.717376; 1.717220; 1.719073; 1.722629; 1.727002; 1.730563; 1.732658; 1.733888; 1.734225; 1.732874; 1.733244; 1.736136; 1.737870; 1.738997; 1.742647; 1.746878; 1.750283; 1.752757; 1.753778; 1.753117; 1.753441; 1.754687; 1.755719; 1.758420; 1.761355; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
911.9; 10:35:29; (); (); (); (); (); (); (); 1.717139; 1.718317; 1.721209; 1.721184; 1.719560; 1.718208; 1.718460; 1.719672; 1.720396; 1.719861; 1.717911; 1.715112; 1.714050; 1.715540; 1.715628; 1.715278; 1.715228; 1.715010; 1.716181; 1.719539; 1.723308; 1.726266; 1.728396; 1.729610; 1.731072; 1.734177; 1.736910; 1.737947; 1.740132; 1.743591; 1.746158; 1.746325; 1.746300; 1.746682; 1.747158; 1.748179; 1.746887; 1.743658; 1.742512; 1.741616; 1.738694; 1.736570; 1.735420; 1.732286; 1.728909; 1.726787; 1.723946; 1.719573; 1.714432; 1.708914; 1.702015; 1.696152; 1.692484; 1.688988; 1.686499; 1.684371; 1.682014; 1.680046; 1.678832; 1.677436; 1.675668; 1.675386; 1.677259; 1.680805; 1.685705; 1.691771; 1.697046; 1.700837; 1.704001; 1.706870; 1.710825; 1.715428; 1.720251; 1.725067; 1.729295; 1.733043; 1.736519; 1.739927; 1.742402; 1.743544; 1.744430; 1.744930; 1.745608; 1.746818; 1.747891; 1.747554; 1.747846; 1.747896; 1.747837; 1.748883; 1.751043; 1.753351; 1.754241; 1.755797; 1.756826; 1.755605; 1.754503; 1.754512; 1.756186; 1.758715; 1.761581; 1.762398; 1.763029; 1.763924; 1.763811; 1.764720; 1.766867; 1.767829; 1.765813; 1.766010; 1.770043; 1.772862; 1.774465; 1.775147; 1.775829; 1.776765; 1.779217; 1.781113; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
914.4; 10:35:38; (); (); (); (); (); (); (); 1.751643; 1.752063; 1.747991; 1.743738; 1.741614; 1.740491; 1.741351; 1.743273; 1.744012; 1.744152; 1.745288; 1.746499; 1.744703; 1.741311; 1.737780; 1.734441; 1.732545; 1.735130; 1.736943; 1.737760; 1.739577; 1.739955; 1.739726; 1.740227; 1.741225; 1.743457; 1.746185; 1.751500; 1.757271; 1.763166; 1.769666; 1.773813; 1.776118; 1.779918; 1.783379; 1.784774; 1.786336; 1.789027; 1.791464; 1.793527; 1.795364; 1.796721; 1.796319; 1.794947; 1.792590; 1.789598; 1.788196; 1.787691; 1.787754; 1.787014; 1.787344; 1.787779; 1.785439; 1.782664; 1.779804; 1.777120; 1.775822; 1.774456; 1.772658; 1.770763; 1.768420; 1.764314; 1.760884; 1.758658; 1.757520; 1.755662; 1.752115; 1.749521; 1.748720; 1.748331; 1.746760; 1.744641; 1.742845; 1.741504; 1.740861; 1.741179; 1.743056; 1.743339; 1.741530; 1.739773; 1.738238; 1.736875; 1.735605; 1.734021; 1.732291; 1.728982; 1.725142; 1.722974; 1.721849; 1.720638; 1.718956; 1.717820; 1.717591; 1.716631; 1.715425; 1.714548; 1.714336; 1.714266; 1.712985; 1.712131; 1.713319; 1.714818; 1.715425; 1.714969; 1.714415; 1.713836; 1.712128; 1.710771; 1.710298; 1.709771; 1.710310; 1.710582; 1.710132; 1.709872; 1.709950; 1.709614; 1.708257; 1.707374; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
916.9; 10:35:46; (); (); (); (); (); (); (); 1.765936; 1.763903; 1.761174; 1.761208; 1.761477; 1.759878; 1.758466; 1.757133; 1.755201; 1.752794; 1.750777; 1.749903; 1.747146; 1.742707; 1.738142; 1.734842; 1.733128; 1.731960; 1.729960; 1.727118; 1.725199; 1.723363; 1.720877; 1.718599; 1.716722; 1.717103; 1.718361; 1.720495; 1.724836; 1.729643; 1.733799; 1.737359; 1.740314; 1.743478; 1.746454; 1.748727; 1.749855; 1.750865; 1.752240; 1.751923; 1.749343; 1.747602; 1.747087; 1.744529; 1.739627; 1.734577; 1.729850; 1.724971; 1.719664; 1.714509; 1.711664; 1.709845; 1.708085; 1.706272; 1.707030; 1.708050; 1.707008; 1.703974; 1.701326; 1.700708; 1.701345; 1.702888; 1.704714; 1.706324; 1.707984; 1.710516; 1.713518; 1.716320; 1.717757; 1.716657; 1.716378; 1.717582; 1.718759; 1.719626; 1.720264; 1.719660; 1.717922; 1.716320; 1.716162; 1.716388; 1.714306; 1.711914; 1.710292; 1.709357; 1.708584; 1.707609; 1.706501; 1.705529; 1.705005; 1.704718; 1.704825; 1.705430; 1.705946; 1.705390; 1.704541; 1.705183; 1.706219; 1.706678; 1.707046; 1.707682; 1.708821; 1.710764; 1.712009; 1.712596; 1.712943; 1.713211; 1.713123; 1.712955; 1.713033; 1.712869; 1.712223; 1.711781; 1.711561; 1.711349; 1.711085; 1.710385; 1.708529; 1.708008; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
919.3; 10:35:55; (); (); (); (); (); (); (); 1.753464; 1.753489; 1.750262; 1.747928; 1.747752; 1.747935; 1.747975; 1.746949; 1.743845; 1.740728; 1.738549; 1.738136; 1.736405; 1.734804; 1.732223; 1.730270; 1.728977; 1.728503; 1.727605; 1.725625; 1.723921; 1.723228; 1.724578; 1.728475; 1.732798; 1.734773; 1.734039; 1.735130; 1.737310; 1.739075; 1.741166; 1.743770; 1.746826; 1.750732; 1.754603; 1.757635; 1.758329; 1.758286; 1.758032; 1.756777; 1.755539; 1.755028; 1.754838; 1.753740; 1.752089; 1.748888; 1.745115; 1.742331; 1.739391; 1.735732; 1.732186; 1.729703; 1.726556; 1.722852; 1.720528; 1.719416; 1.718106; 1.716177; 1.714931; 1.713764; 1.711950; 1.709823; 1.707971; 1.705869; 1.703513; 1.702688; 1.702040; 1.701513; 1.701338; 1.701207; 1.701250; 1.701763; 1.702752; 1.704116; 1.705720; 1.708176; 1.710465; 1.712422; 1.714221; 1.715960; 1.716947; 1.717528; 1.717669; 1.717445; 1.716929; 1.716370; 1.715519; 1.714898; 1.713898; 1.711558; 1.708994; 1.706204; 1.703758; 1.701981; 1.700347; 1.698768; 1.697442; 1.696319; 1.695587; 1.695284; 1.694923; 1.694464; 1.693502; 1.692994; 1.693753; 1.694915; 1.697060; 1.699027; 1.700711; 1.702584; 1.704408; 1.706032; 1.707086; 1.708082; 1.708919; 1.709950; 1.711818; 1.713741; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
921.8; 10:36:04; (); (); (); (); (); (); (); 1.768230; 1.771022; 1.773775; 1.773554; 1.771586; 1.768744; 1.767087; 1.765766; 1.764291; 1.761491; 1.756967; 1.753234; 1.751570; 1.750428; 1.747635; 1.744386; 1.741491; 1.738302; 1.735908; 1.734828; 1.735064; 1.735446; 1.735912; 1.738219; 1.740906; 1.743512; 1.744444; 1.742759; 1.740910; 1.740992; 1.742839; 1.745372; 1.749218; 1.753707; 1.756583; 1.757121; 1.756518; 1.755564; 1.754250; 1.753544; 1.753718; 1.755530; 1.759340; 1.762278; 1.762727; 1.760045; 1.755215; 1.748739; 1.743196; 1.740492; 1.738976; 1.738534; 1.738483; 1.737528; 1.736064; 1.734383; 1.731343; 1.728039; 1.726079; 1.725981; 1.727549; 1.729854; 1.732527; 1.733558; 1.732715; 1.732295; 1.731334; 1.730100; 1.729875; 1.729929; 1.730099; 1.731581; 1.733710; 1.734194; 1.732917; 1.731868; 1.731720; 1.730365; 1.728871; 1.728136; 1.727078; 1.725179; 1.723158; 1.720787; 1.718391; 1.716167; 1.712607; 1.709134; 1.706392; 1.703437; 1.700850; 1.697648; 1.694972; 1.694299; 1.694229; 1.694661; 1.696312; 1.698835; 1.700588; 1.701456; 1.701546; 1.701695; 1.705690; 1.709887; 1.713460; 1.717508; 1.720857; 1.723819; 1.726662; 1.729042; 1.731355; 1.732325; 1.732364; 1.733897; 1.736860; 1.741499; 1.746541; 1.745608; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
924.2; 10:36:12; (); (); (); (); (); (); (); 1.695359; 1.695933; 1.699642; 1.703202; 1.706900; 1.711288; 1.714095; 1.715322; 1.716840; 1.721110; 1.726071; 1.731120; 1.734271; 1.736145; 1.737288; 1.737638; 1.738195; 1.736926; 1.735421; 1.733114; 1.731601; 1.731646; 1.731673; 1.732395; 1.732913; 1.730980; 1.727951; 1.727338; 1.728541; 1.729333; 1.728945; 1.728538; 1.729731; 1.731934; 1.733459; 1.732160; 1.730279; 1.728892; 1.726390; 1.723218; 1.721039; 1.719370; 1.718407; 1.720254; 1.723383; 1.725906; 1.727658; 1.728771; 1.729022; 1.730175; 1.732240; 1.732904; 1.733646; 1.736166; 1.739684; 1.743788; 1.747499; 1.749172; 1.746971; 1.744565; 1.743322; 1.742513; 1.741170; 1.739217; 1.736603; 1.733471; 1.731880; 1.731617; 1.730509; 1.728627; 1.725278; 1.720319; 1.715559; 1.711776; 1.708619; 1.706688; 1.704784; 1.701188; 1.698510; 1.696807; 1.695334; 1.693418; 1.691072; 1.688326; 1.685550; 1.684725; 1.685294; 1.687164; 1.688938; 1.689813; 1.690660; 1.691741; 1.693711; 1.696352; 1.699092; 1.701836; 1.704214; 1.705766; 1.707789; 1.710028; 1.711590; 1.712725; 1.712594; 1.713158; 1.714900; 1.716122; 1.717129; 1.718045; 1.718621; 1.719250; 1.719879; 1.720322; 1.720508; 1.720557; 1.720657; 1.721269; 1.722609; 1.723645; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
926.7; 10:36:21; (); (); (); (); (); (); (); 1.756066; 1.754228; 1.753053; 1.753962; 1.755546; 1.755716; 1.755394; 1.756258; 1.757497; 1.756273; 1.753184; 1.750218; 1.747503; 1.743445; 1.739889; 1.737826; 1.735422; 1.732786; 1.728588; 1.722983; 1.719083; 1.715383; 1.710229; 1.706511; 1.706281; 1.708356; 1.711608; 1.714007; 1.715720; 1.716678; 1.716727; 1.715874; 1.715407; 1.715294; 1.716067; 1.717720; 1.719241; 1.720626; 1.721151; 1.719913; 1.718557; 1.717317; 1.716300; 1.715712; 1.716705; 1.718143; 1.718590; 1.718524; 1.718445; 1.717678; 1.718123; 1.718396; 1.717308; 1.716249; 1.715660; 1.713861; 1.710414; 1.708786; 1.708310; 1.707087; 1.705592; 1.705630; 1.706883; 1.709190; 1.711041; 1.710933; 1.710753; 1.712114; 1.713981; 1.715339; 1.717024; 1.718947; 1.719167; 1.719013; 1.718364; 1.718171; 1.718588; 1.718392; 1.717586; 1.715438; 1.713187; 1.712572; 1.711758; 1.711149; 1.711294; 1.711430; 1.711319; 1.712447; 1.713920; 1.714981; 1.716253; 1.717604; 1.718834; 1.720597; 1.723198; 1.725996; 1.728273; 1.729961; 1.731398; 1.732286; 1.732506; 1.732028; 1.732566; 1.733666; 1.735135; 1.736560; 1.737926; 1.739267; 1.739947; 1.740596; 1.741122; 1.741240; 1.741593; 1.742383; 1.743716; 1.745466; 1.748182; 1.749533; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
929.2; 10:36:29; (); (); (); (); (); (); (); 1.766562; 1.764563; 1.763774; 1.763789; 1.764796; 1.766438; 1.767531; 1.765690; 1.760790; 1.756109; 1.753859; 1.754313; 1.756014; 1.759109; 1.761086; 1.761860; 1.763713; 1.765762; 1.766851; 1.767717; 1.767639; 1.765969; 1.768874; 1.773212; 1.777785; 1.780045; 1.780653; 1.780946; 1.781676; 1.782347; 1.783680; 1.783657; 1.782313; 1.780846; 1.778663; 1.777183; 1.777552; 1.776528; 1.775344; 1.772156; 1.768260; 1.764679; 1.761534; 1.758599; 1.755280; 1.751272; 1.746964; 1.743279; 1.742368; 1.743194; 1.742378; 1.739944; 1.737568; 1.735283; 1.735951; 1.736818; 1.737932; 1.739802; 1.741193; 1.740664; 1.740075; 1.740605; 1.740950; 1.739527; 1.735712; 1.733665; 1.735331; 1.737738; 1.739886; 1.741718; 1.744171; 1.745761; 1.746855; 1.749754; 1.754471; 1.758678; 1.762995; 1.768152; 1.772919; 1.776815; 1.780503; 1.782331; 1.783445; 1.782949; 1.781064; 1.779239; 1.777648; 1.775225; 1.770758; 1.765767; 1.763214; 1.760013; 1.754435; 1.750948; 1.749239; 1.747441; 1.744954; 1.741287; 1.738405; 1.737770; 1.738803; 1.738340; 1.737202; 1.737206; 1.737496; 1.738109; 1.738608; 1.738290; 1.737856; 1.737112; 1.736258; 1.736662; 1.737721; 1.739033; 1.739137; 1.735713; 1.733646; 1.733228; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
