Roll Number; 0
Recipe Name; B_R_B
Start Time; 2017-12-14; 09:53:50
File Name; D:\Mahlo\TR\171214095350B_R_B0_XMF2.txt

203.2; 09:54:23; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.751338; 1.752434; 1.752424; 1.751928; 1.752920; 1.755824; 1.757469; 1.757782; 1.760578; 1.764214; 1.767172; 1.769904; 1.773882; 1.778981; 1.783306; 1.786172; 1.788506; 1.791831; 1.794968; 1.795965; 1.794687; 1.795661; 1.799945; 1.803324; 1.806234; 1.811243; 1.814993; 1.816544; 1.819629; 1.824472; 1.828548; 1.832126; 1.835097; 1.839024; 1.845998; 1.855198; 1.862670; 1.866146; 1.868805; 1.871519; 1.873018; 1.875539; 1.877683; 1.878153; 1.879798; 1.883429; 1.888776; 1.894050; 1.896023; 1.895927; 1.895842; 1.894122; 1.892537; 1.893019; 1.895098; 1.895653; 1.894913; 1.893006; 1.890399; 1.888734; 1.887435; 1.887001; 1.888054; 1.890164; 1.890597; 1.889423; 1.890953; 1.894874; 1.895133; 1.894273; 1.894085; 1.895594; 1.899635; 1.903100; 1.905702; 1.909559; 1.911170; 1.910389; 1.910247; 1.911402; 1.913000; 1.913895; 1.913579; 1.914174; 1.916059; 1.919579; 1.922564; 1.923848; 1.924952; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
577.0; 10:16:02; (); (); (); (); (); (); (); 1.682754; 1.682587; 1.681925; 1.680610; 1.679127; 1.677625; 1.676423; 1.675619; 1.674843; 1.674140; 1.673412; 1.672825; 1.672303; 1.671767; 1.671458; 1.670906; 1.670506; 1.670831; 1.671852; 1.673087; 1.675177; 1.676971; 1.678415; 1.679578; 1.680268; 1.681085; 1.681728; 1.682545; 1.683948; 1.685172; 1.686532; 1.687692; 1.688637; 1.689552; 1.690496; 1.690840; 1.691079; 1.691637; 1.692162; 1.692450; 1.692249; 1.691733; 1.690700; 1.688714; 1.685934; 1.683268; 1.680982; 1.678679; 1.676034; 1.672715; 1.670174; 1.667616; 1.664154; 1.661164; 1.658988; 1.657327; 1.656276; 1.655839; 1.655700; 1.656337; 1.657406; 1.658372; 1.660488; 1.662964; 1.664602; 1.666579; 1.669276; 1.672474; 1.675107; 1.677232; 1.679139; 1.680676; 1.682401; 1.684427; 1.686176; 1.687619; 1.688595; 1.688218; 1.688339; 1.689156; 1.689388; 1.688975; 1.688071; 1.687032; 1.686480; 1.686287; 1.686149; 1.685211; 1.684046; 1.682824; 1.681295; 1.680299; 1.679088; 1.677737; 1.676456; 1.675256; 1.673893; 1.673040; 1.672763; 1.672287; 1.672277; 1.672596; 1.673322; 1.674432; 1.675642; 1.676626; 1.677509; 1.678665; 1.679959; 1.682274; 1.685029; 1.687222; 1.688625; 1.690040; 1.691511; 1.692450; 1.693457; 1.694177; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
579.4; 10:16:11; (); (); (); (); (); (); (); 1.734608; 1.734269; 1.733806; 1.733484; 1.732885; 1.732289; 1.733029; 1.733903; 1.733748; 1.734482; 1.736041; 1.738025; 1.739612; 1.740544; 1.742134; 1.744000; 1.745746; 1.746721; 1.747813; 1.749677; 1.750945; 1.750655; 1.749807; 1.749748; 1.748519; 1.747076; 1.746784; 1.746538; 1.745337; 1.743438; 1.740966; 1.738783; 1.735969; 1.732510; 1.728514; 1.724923; 1.721375; 1.717474; 1.714860; 1.713720; 1.711789; 1.707344; 1.702453; 1.699555; 1.698237; 1.697584; 1.697860; 1.698972; 1.698874; 1.698139; 1.697662; 1.697287; 1.696942; 1.696124; 1.694700; 1.694657; 1.696376; 1.699659; 1.702080; 1.702142; 1.702443; 1.702500; 1.701681; 1.701256; 1.701574; 1.702406; 1.703339; 1.704837; 1.706462; 1.707228; 1.707613; 1.707465; 1.704772; 1.702307; 1.700075; 1.696550; 1.694068; 1.692450; 1.691436; 1.690334; 1.689125; 1.688049; 1.686059; 1.684677; 1.684373; 1.682987; 1.680359; 1.679037; 1.679058; 1.680162; 1.682273; 1.683014; 1.683797; 1.685192; 1.686249; 1.686607; 1.687783; 1.688725; 1.688514; 1.687503; 1.686717; 1.686653; 1.688083; 1.689794; 1.690444; 1.690716; 1.692422; 1.693492; 1.694056; 1.695280; 1.696286; 1.696015; 1.696343; 1.697839; 1.700419; 1.703425; 1.706575; 1.707221; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
581.9; 10:16:20; (); (); (); (); (); (); (); 1.747869; 1.746518; 1.741454; 1.737975; 1.734542; 1.731092; 1.728538; 1.726408; 1.723375; 1.720252; 1.717147; 1.714221; 1.711792; 1.709433; 1.707450; 1.705250; 1.703724; 1.704072; 1.703893; 1.704420; 1.705036; 1.705690; 1.706288; 1.706933; 1.707256; 1.707143; 1.706933; 1.706485; 1.705668; 1.703884; 1.702154; 1.701172; 1.700777; 1.700586; 1.699933; 1.699247; 1.698453; 1.697344; 1.695798; 1.694150; 1.692812; 1.691220; 1.689719; 1.688179; 1.686735; 1.685416; 1.683727; 1.682240; 1.682719; 1.682696; 1.681773; 1.680052; 1.678640; 1.677838; 1.677544; 1.676603; 1.676145; 1.676182; 1.676145; 1.677844; 1.680564; 1.683004; 1.684096; 1.683178; 1.683750; 1.684777; 1.686169; 1.687687; 1.688499; 1.688946; 1.690468; 1.692798; 1.695676; 1.698068; 1.698084; 1.696422; 1.696328; 1.696914; 1.699236; 1.701536; 1.703471; 1.705255; 1.707861; 1.712220; 1.717121; 1.720485; 1.722415; 1.723447; 1.724611; 1.726999; 1.730532; 1.731936; 1.731247; 1.728912; 1.726361; 1.723712; 1.722282; 1.721775; 1.720626; 1.717571; 1.713781; 1.711143; 1.709582; 1.708578; 1.707370; 1.705095; 1.703038; 1.703540; 1.706939; 1.711923; 1.718424; 1.721353; 1.721275; 1.720574; 1.721883; 1.725373; 1.728042; 1.730338; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
584.4; 10:16:28; (); (); (); (); (); (); (); 1.707324; 1.706166; 1.705357; 1.705403; 1.705471; 1.705133; 1.704599; 1.703950; 1.703196; 1.703386; 1.703206; 1.703037; 1.702472; 1.701052; 1.699816; 1.699338; 1.698686; 1.697495; 1.696281; 1.695554; 1.695454; 1.695724; 1.695878; 1.695383; 1.694500; 1.694000; 1.693649; 1.693987; 1.694581; 1.695300; 1.695759; 1.697821; 1.700180; 1.700391; 1.699577; 1.697891; 1.696124; 1.694807; 1.694141; 1.693656; 1.692273; 1.690956; 1.690513; 1.691083; 1.690623; 1.688781; 1.685062; 1.681107; 1.679743; 1.678976; 1.678080; 1.677223; 1.675666; 1.673316; 1.671414; 1.671480; 1.670928; 1.669019; 1.667838; 1.668759; 1.670262; 1.671673; 1.673262; 1.675295; 1.676993; 1.680112; 1.685203; 1.689469; 1.691460; 1.693232; 1.694294; 1.695886; 1.698365; 1.700156; 1.699908; 1.700804; 1.702362; 1.703590; 1.704905; 1.707779; 1.709542; 1.710235; 1.712496; 1.717082; 1.720127; 1.721602; 1.722799; 1.723514; 1.722975; 1.723609; 1.725075; 1.726023; 1.728290; 1.730856; 1.731054; 1.729845; 1.728461; 1.727890; 1.727179; 1.727148; 1.729842; 1.732545; 1.736345; 1.740592; 1.745496; 1.750011; 1.754445; 1.757762; 1.759947; 1.763463; 1.767153; 1.770261; 1.772675; 1.775358; 1.779542; 1.782386; 1.785590; 1.786057; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
586.8; 10:16:37; (); (); (); (); (); (); (); 1.733440; 1.732334; 1.730044; 1.728062; 1.726284; 1.725010; 1.724111; 1.722940; 1.721014; 1.718797; 1.716702; 1.715264; 1.714169; 1.713860; 1.712438; 1.710801; 1.709539; 1.710241; 1.712421; 1.713542; 1.712848; 1.711661; 1.711215; 1.711242; 1.710688; 1.709660; 1.708003; 1.705766; 1.702520; 1.699875; 1.697907; 1.695802; 1.692493; 1.687898; 1.684217; 1.681778; 1.680045; 1.677760; 1.675262; 1.673685; 1.672077; 1.670723; 1.669500; 1.668405; 1.667754; 1.667142; 1.667304; 1.668200; 1.669771; 1.672951; 1.676669; 1.679015; 1.681806; 1.684257; 1.685621; 1.687648; 1.689968; 1.692313; 1.694533; 1.697101; 1.698864; 1.699270; 1.698987; 1.697683; 1.695157; 1.692699; 1.689839; 1.686682; 1.684431; 1.683286; 1.682452; 1.684595; 1.686958; 1.686997; 1.686628; 1.686932; 1.687553; 1.689100; 1.690947; 1.692734; 1.695449; 1.700547; 1.705451; 1.710125; 1.714092; 1.716957; 1.716874; 1.717174; 1.719800; 1.722860; 1.724965; 1.726591; 1.728939; 1.732152; 1.734634; 1.737111; 1.740186; 1.742985; 1.744456; 1.744970; 1.744834; 1.745362; 1.745884; 1.745302; 1.744787; 1.746871; 1.750642; 1.753359; 1.755909; 1.757938; 1.758848; 1.758119; 1.756576; 1.756211; 1.757817; 1.761295; 1.764575; 1.768264; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
589.3; 10:16:45; (); (); (); (); (); (); (); 1.715040; 1.715708; 1.716355; 1.717309; 1.719941; 1.721491; 1.721841; 1.722191; 1.723364; 1.724378; 1.724986; 1.725323; 1.725594; 1.725841; 1.725875; 1.725744; 1.725756; 1.725469; 1.724422; 1.721993; 1.720427; 1.719307; 1.718555; 1.717601; 1.716541; 1.715158; 1.713116; 1.710388; 1.707851; 1.705563; 1.703584; 1.701876; 1.700152; 1.699741; 1.700849; 1.700548; 1.700043; 1.699682; 1.699865; 1.699711; 1.699786; 1.700199; 1.701475; 1.702835; 1.703594; 1.704201; 1.705138; 1.707855; 1.708667; 1.706210; 1.705110; 1.704411; 1.703363; 1.702255; 1.701213; 1.699736; 1.698600; 1.697868; 1.698809; 1.699985; 1.699908; 1.699072; 1.696882; 1.695432; 1.695347; 1.695751; 1.696190; 1.696993; 1.697764; 1.698787; 1.700366; 1.701812; 1.702555; 1.701431; 1.700335; 1.701388; 1.703306; 1.703896; 1.703521; 1.703835; 1.704730; 1.705367; 1.705693; 1.707673; 1.710028; 1.712338; 1.715243; 1.717725; 1.720665; 1.724819; 1.725940; 1.723927; 1.724042; 1.725476; 1.727476; 1.729614; 1.732350; 1.734999; 1.736276; 1.735650; 1.735870; 1.736505; 1.738295; 1.740599; 1.741556; 1.744204; 1.750771; 1.755866; 1.760932; 1.764912; 1.766882; 1.768428; 1.770004; 1.771707; 1.776643; 1.780842; 1.782353; 1.782337; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
591.8; 10:16:54; (); (); (); (); (); (); (); 1.697040; 1.698406; 1.703673; 1.707527; 1.710160; 1.712195; 1.713951; 1.715235; 1.717301; 1.719385; 1.721477; 1.723316; 1.725169; 1.726250; 1.726734; 1.726734; 1.726261; 1.722660; 1.719432; 1.716731; 1.714001; 1.711883; 1.710584; 1.708109; 1.705790; 1.704072; 1.702686; 1.701682; 1.702070; 1.703424; 1.704819; 1.706006; 1.707833; 1.710843; 1.713763; 1.714334; 1.713762; 1.712251; 1.711526; 1.710830; 1.710057; 1.709785; 1.708397; 1.705806; 1.702469; 1.699166; 1.695720; 1.691946; 1.685744; 1.680406; 1.678610; 1.677225; 1.676201; 1.675058; 1.673811; 1.672552; 1.670336; 1.668772; 1.668333; 1.668228; 1.668132; 1.668361; 1.668231; 1.667922; 1.668611; 1.667988; 1.667201; 1.666567; 1.666871; 1.668217; 1.668456; 1.668467; 1.668534; 1.668463; 1.668728; 1.669937; 1.672330; 1.674235; 1.676770; 1.679303; 1.682793; 1.685972; 1.688344; 1.689317; 1.690323; 1.693175; 1.695789; 1.698033; 1.700310; 1.702626; 1.704238; 1.704184; 1.704426; 1.703973; 1.702850; 1.701704; 1.700683; 1.699850; 1.699420; 1.699109; 1.698183; 1.697321; 1.697206; 1.697065; 1.696563; 1.696511; 1.696630; 1.696876; 1.697543; 1.697844; 1.699541; 1.701623; 1.702230; 1.702792; 1.703310; 1.704131; 1.705020; 1.705542; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
594.2; 10:17:03; (); (); (); (); (); (); (); 1.736102; 1.737299; 1.739333; 1.740956; 1.741262; 1.740646; 1.740869; 1.742238; 1.743412; 1.744238; 1.746043; 1.746235; 1.744574; 1.742817; 1.742511; 1.741852; 1.740728; 1.739119; 1.737875; 1.736748; 1.735700; 1.733501; 1.730346; 1.727746; 1.724556; 1.720762; 1.719061; 1.718131; 1.717529; 1.716315; 1.714876; 1.713099; 1.711356; 1.710119; 1.709427; 1.708596; 1.707595; 1.707193; 1.706836; 1.706618; 1.707174; 1.707397; 1.707935; 1.708751; 1.711303; 1.714646; 1.716957; 1.717060; 1.715852; 1.716040; 1.718273; 1.719621; 1.719599; 1.720135; 1.723142; 1.727186; 1.730131; 1.730810; 1.730451; 1.729032; 1.726845; 1.725633; 1.726379; 1.729180; 1.732018; 1.732140; 1.730799; 1.730811; 1.729315; 1.725232; 1.720336; 1.717113; 1.715971; 1.716940; 1.718711; 1.719680; 1.720639; 1.721587; 1.720854; 1.720005; 1.720637; 1.723320; 1.727800; 1.732297; 1.735516; 1.739703; 1.744596; 1.747586; 1.747670; 1.746690; 1.746116; 1.744093; 1.741828; 1.739960; 1.737498; 1.736358; 1.735061; 1.730272; 1.724933; 1.721382; 1.716664; 1.709364; 1.703576; 1.700142; 1.698019; 1.694993; 1.693225; 1.691313; 1.688858; 1.688310; 1.687811; 1.686162; 1.685703; 1.685695; 1.685675; 1.685892; 1.687272; 1.689113; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
596.7; 10:17:11; (); (); (); (); (); (); (); 1.715581; 1.715468; 1.714954; 1.713878; 1.712433; 1.711127; 1.710447; 1.710054; 1.710101; 1.710742; 1.710553; 1.708723; 1.707225; 1.705542; 1.703721; 1.702537; 1.702589; 1.703963; 1.705201; 1.705356; 1.706387; 1.707119; 1.706775; 1.706207; 1.705335; 1.705542; 1.708229; 1.710580; 1.711950; 1.713015; 1.713448; 1.712449; 1.710468; 1.709321; 1.709598; 1.708945; 1.707972; 1.708746; 1.709394; 1.709596; 1.709399; 1.708258; 1.709454; 1.711922; 1.714612; 1.719192; 1.723133; 1.725164; 1.726625; 1.728208; 1.730363; 1.733720; 1.735887; 1.737744; 1.739053; 1.738798; 1.737968; 1.737160; 1.739029; 1.740600; 1.739166; 1.737075; 1.737493; 1.738849; 1.738225; 1.735708; 1.731737; 1.729377; 1.727400; 1.725566; 1.725226; 1.724747; 1.723348; 1.718900; 1.715131; 1.713784; 1.713378; 1.711693; 1.710435; 1.711889; 1.713583; 1.714919; 1.716943; 1.718845; 1.721366; 1.724767; 1.727732; 1.728789; 1.728521; 1.728487; 1.728778; 1.729834; 1.731149; 1.731689; 1.732521; 1.733628; 1.733666; 1.733083; 1.731756; 1.728840; 1.725967; 1.723373; 1.721907; 1.723690; 1.726333; 1.726272; 1.723995; 1.723074; 1.723043; 1.722487; 1.723155; 1.723936; 1.723633; 1.723791; 1.725326; 1.727410; 1.731375; 1.733257; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
599.2; 10:17:20; (); (); (); (); (); (); (); 1.700012; 1.700101; 1.700084; 1.699977; 1.699865; 1.699946; 1.700054; 1.700118; 1.699662; 1.699419; 1.700973; 1.701498; 1.701033; 1.700446; 1.699482; 1.698707; 1.698347; 1.697977; 1.698691; 1.698125; 1.696919; 1.695732; 1.695610; 1.697526; 1.698218; 1.695934; 1.694623; 1.694185; 1.693713; 1.693282; 1.693209; 1.693765; 1.694430; 1.694947; 1.696556; 1.697772; 1.699250; 1.699438; 1.698184; 1.698683; 1.699487; 1.700882; 1.702485; 1.704577; 1.706989; 1.709043; 1.710938; 1.713234; 1.714163; 1.714861; 1.715987; 1.716035; 1.715662; 1.714794; 1.714720; 1.715726; 1.716514; 1.716708; 1.715194; 1.713044; 1.709944; 1.706659; 1.702913; 1.699422; 1.696794; 1.694576; 1.692945; 1.691307; 1.690037; 1.688238; 1.685653; 1.682910; 1.680636; 1.680169; 1.680115; 1.680242; 1.680327; 1.680231; 1.679978; 1.679492; 1.679742; 1.680641; 1.682067; 1.682883; 1.683478; 1.684461; 1.686024; 1.687456; 1.688567; 1.689452; 1.691222; 1.693068; 1.694609; 1.696170; 1.697514; 1.698618; 1.699200; 1.699846; 1.701594; 1.703389; 1.705133; 1.706532; 1.706886; 1.706736; 1.706682; 1.706560; 1.706224; 1.706447; 1.708723; 1.711103; 1.711909; 1.712801; 1.713578; 1.713123; 1.712623; 1.711412; 1.710727; 1.711127; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
601.6; 10:17:28; (); (); (); (); (); (); (); 1.688106; 1.688616; 1.690507; 1.692907; 1.694788; 1.695989; 1.697046; 1.697817; 1.698678; 1.699719; 1.700672; 1.701846; 1.702639; 1.703288; 1.704033; 1.704709; 1.705369; 1.705166; 1.704351; 1.703701; 1.703108; 1.702473; 1.702282; 1.702294; 1.702318; 1.702700; 1.702903; 1.703640; 1.704722; 1.705617; 1.707205; 1.707917; 1.707918; 1.707863; 1.708030; 1.708390; 1.708631; 1.708438; 1.708159; 1.708018; 1.708129; 1.707673; 1.706312; 1.704339; 1.701833; 1.698963; 1.697347; 1.696307; 1.695176; 1.693053; 1.690837; 1.688866; 1.687130; 1.685342; 1.683314; 1.680650; 1.677725; 1.675700; 1.674214; 1.673165; 1.672314; 1.671692; 1.671254; 1.670743; 1.670892; 1.670911; 1.671135; 1.671693; 1.672542; 1.673375; 1.674515; 1.675954; 1.676999; 1.677751; 1.678569; 1.679018; 1.678766; 1.677815; 1.677191; 1.676124; 1.675276; 1.674180; 1.672856; 1.671616; 1.670698; 1.670700; 1.670054; 1.669432; 1.669092; 1.668856; 1.669738; 1.670508; 1.671341; 1.672443; 1.674545; 1.676300; 1.677737; 1.679074; 1.680496; 1.682846; 1.684399; 1.686771; 1.688648; 1.690209; 1.691703; 1.692224; 1.693321; 1.694352; 1.695501; 1.696763; 1.698005; 1.699134; 1.700233; 1.701255; 1.701153; 1.700621; 1.700275; 1.701158; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
604.1; 10:17:37; (); (); (); (); (); (); (); 1.697631; 1.696952; 1.696353; 1.695959; 1.695636; 1.695431; 1.695408; 1.695096; 1.694380; 1.694146; 1.694031; 1.693723; 1.693413; 1.693542; 1.693881; 1.694126; 1.694177; 1.694055; 1.693867; 1.693737; 1.693792; 1.693725; 1.693969; 1.694092; 1.693874; 1.693280; 1.692903; 1.692539; 1.691820; 1.690925; 1.690356; 1.689948; 1.689455; 1.689015; 1.688335; 1.687390; 1.686358; 1.684560; 1.683096; 1.682247; 1.681926; 1.681581; 1.681472; 1.681894; 1.681945; 1.681847; 1.683318; 1.686860; 1.689735; 1.692074; 1.694586; 1.697535; 1.701776; 1.705654; 1.707406; 1.708153; 1.708964; 1.710267; 1.710892; 1.711233; 1.710913; 1.708558; 1.705179; 1.703758; 1.702673; 1.700792; 1.698037; 1.694165; 1.690417; 1.688949; 1.689802; 1.690360; 1.689495; 1.688573; 1.688071; 1.688246; 1.688959; 1.689811; 1.689129; 1.689546; 1.690755; 1.692428; 1.695692; 1.700716; 1.704753; 1.705659; 1.705681; 1.706336; 1.707011; 1.708836; 1.711436; 1.713616; 1.714930; 1.715986; 1.716430; 1.716884; 1.717506; 1.717437; 1.717254; 1.716738; 1.717403; 1.719499; 1.721015; 1.722060; 1.723682; 1.723561; 1.722953; 1.723052; 1.723331; 1.723483; 1.724516; 1.724983; 1.724798; 1.723116; 1.722080; 1.721756; 1.720728; 1.720577; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
606.6; 10:17:46; (); (); (); (); (); (); (); 1.727737; 1.727518; 1.727082; 1.726995; 1.726964; 1.726723; 1.726240; 1.726319; 1.726644; 1.726384; 1.725702; 1.725641; 1.726585; 1.726638; 1.725881; 1.725050; 1.724491; 1.724224; 1.724297; 1.724333; 1.724411; 1.725027; 1.726142; 1.726943; 1.727271; 1.727042; 1.726348; 1.724607; 1.723543; 1.723527; 1.723693; 1.723731; 1.723604; 1.723063; 1.723655; 1.723745; 1.722250; 1.720127; 1.718211; 1.717619; 1.716749; 1.715394; 1.714480; 1.714058; 1.712404; 1.710824; 1.710019; 1.709223; 1.707228; 1.704198; 1.701719; 1.700944; 1.701121; 1.700480; 1.699683; 1.700186; 1.700007; 1.699015; 1.697530; 1.696411; 1.695739; 1.694483; 1.692668; 1.691726; 1.690647; 1.689492; 1.688370; 1.686468; 1.685126; 1.683924; 1.681367; 1.679221; 1.677835; 1.677047; 1.676163; 1.675274; 1.674322; 1.673667; 1.673330; 1.673489; 1.673509; 1.673323; 1.672749; 1.673248; 1.674320; 1.675889; 1.677244; 1.678967; 1.680258; 1.681656; 1.683458; 1.684715; 1.686012; 1.687694; 1.688711; 1.689506; 1.690526; 1.691581; 1.690827; 1.690050; 1.689702; 1.690129; 1.690640; 1.690345; 1.690085; 1.689700; 1.690583; 1.693625; 1.697000; 1.700317; 1.703591; 1.704734; 1.705611; 1.707078; 1.709153; 1.711339; 1.713541; 1.716585; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
609.0; 10:17:54; (); (); (); (); (); (); (); 1.698153; 1.697390; 1.696570; 1.696160; 1.695844; 1.695584; 1.695305; 1.694531; 1.693665; 1.693487; 1.694496; 1.695520; 1.696260; 1.697119; 1.696714; 1.696479; 1.697044; 1.697497; 1.699222; 1.701687; 1.702719; 1.702884; 1.702517; 1.701903; 1.700826; 1.699285; 1.697217; 1.695612; 1.694012; 1.692412; 1.691009; 1.689639; 1.688023; 1.685048; 1.681269; 1.679198; 1.678292; 1.678258; 1.678460; 1.678261; 1.677618; 1.679095; 1.680830; 1.681234; 1.680102; 1.679050; 1.678121; 1.677518; 1.676857; 1.676007; 1.674852; 1.673675; 1.673527; 1.673282; 1.672361; 1.670782; 1.667499; 1.664682; 1.663778; 1.663739; 1.663782; 1.663759; 1.663287; 1.663602; 1.664444; 1.664944; 1.664996; 1.664387; 1.664392; 1.665700; 1.666998; 1.668382; 1.669136; 1.668993; 1.669822; 1.670824; 1.671731; 1.673396; 1.674468; 1.675022; 1.675840; 1.676873; 1.677235; 1.676917; 1.676605; 1.676570; 1.676606; 1.676649; 1.677000; 1.677678; 1.679025; 1.680182; 1.680385; 1.680086; 1.679629; 1.679366; 1.679612; 1.681296; 1.682636; 1.682691; 1.682498; 1.682756; 1.688023; 1.694372; 1.699171; 1.704683; 1.709913; 1.715206; 1.720780; 1.728103; 1.734203; 1.737300; 1.739938; 1.744736; 1.752138; 1.760060; 1.768854; 1.772110; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
611.5; 10:18:03; (); (); (); (); (); (); (); 1.721448; 1.725641; 1.728741; 1.729515; 1.729210; 1.728076; 1.726827; 1.725588; 1.724678; 1.725149; 1.724652; 1.723617; 1.723091; 1.721493; 1.719881; 1.716472; 1.711121; 1.706687; 1.703898; 1.701883; 1.700641; 1.701427; 1.702058; 1.701463; 1.699753; 1.699218; 1.699205; 1.698544; 1.699073; 1.700242; 1.701129; 1.702009; 1.703438; 1.705154; 1.706106; 1.706660; 1.705416; 1.705473; 1.706942; 1.707598; 1.708047; 1.709243; 1.710808; 1.711869; 1.711294; 1.710451; 1.709198; 1.707576; 1.706090; 1.704351; 1.702505; 1.701262; 1.699474; 1.697716; 1.696937; 1.696759; 1.697664; 1.698635; 1.698454; 1.698641; 1.698855; 1.699172; 1.698996; 1.698352; 1.699004; 1.699429; 1.698947; 1.698246; 1.698644; 1.699000; 1.696637; 1.692248; 1.688658; 1.686329; 1.684563; 1.683138; 1.681836; 1.680818; 1.680184; 1.679329; 1.679131; 1.679551; 1.679683; 1.678587; 1.677502; 1.677719; 1.677749; 1.677718; 1.678401; 1.679042; 1.679714; 1.680568; 1.681131; 1.681467; 1.681721; 1.681667; 1.681877; 1.682448; 1.683084; 1.683912; 1.685288; 1.687820; 1.690290; 1.691916; 1.693453; 1.695166; 1.697832; 1.701101; 1.704281; 1.707660; 1.711508; 1.714270; 1.715818; 1.717541; 1.719256; 1.720956; 1.722239; 1.724429; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
614.0; 10:18:11; (); (); (); (); (); (); (); 1.695772; 1.694147; 1.692579; 1.691215; 1.690173; 1.689418; 1.688911; 1.688032; 1.687135; 1.686332; 1.685342; 1.684702; 1.684616; 1.684480; 1.684515; 1.685106; 1.685954; 1.686745; 1.687265; 1.687130; 1.686710; 1.686262; 1.685259; 1.683965; 1.683003; 1.682026; 1.680555; 1.678610; 1.676089; 1.673720; 1.671316; 1.669423; 1.667928; 1.666919; 1.667326; 1.668072; 1.668821; 1.669821; 1.671069; 1.673072; 1.675337; 1.677392; 1.679705; 1.682159; 1.684164; 1.686236; 1.688216; 1.689398; 1.689512; 1.688852; 1.688240; 1.687481; 1.686576; 1.685419; 1.683793; 1.682197; 1.680689; 1.679344; 1.677721; 1.675989; 1.674618; 1.673837; 1.673628; 1.674137; 1.675098; 1.676293; 1.677758; 1.679143; 1.680539; 1.681598; 1.682643; 1.684059; 1.685845; 1.688791; 1.691179; 1.692891; 1.694328; 1.694828; 1.694514; 1.694001; 1.693059; 1.691717; 1.690797; 1.690081; 1.689435; 1.688903; 1.688170; 1.686720; 1.685237; 1.684524; 1.684360; 1.684583; 1.687263; 1.692771; 1.696851; 1.700042; 1.703450; 1.706546; 1.709419; 1.713149; 1.717076; 1.720819; 1.725785; 1.731524; 1.735421; 1.738227; 1.741143; 1.742599; 1.742386; 1.743137; 1.744998; 1.745992; 1.747072; 1.748803; 1.750359; 1.751078; 1.752116; 1.751871; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
616.4; 10:18:20; (); (); (); (); (); (); (); 1.711323; 1.711100; 1.710307; 1.710355; 1.711033; 1.711438; 1.710798; 1.709972; 1.709497; 1.709373; 1.709365; 1.709368; 1.710011; 1.711276; 1.712214; 1.712237; 1.712428; 1.713092; 1.714006; 1.713762; 1.712792; 1.712845; 1.713319; 1.713682; 1.714657; 1.714822; 1.713622; 1.711721; 1.709431; 1.708025; 1.707660; 1.707080; 1.707084; 1.706205; 1.705660; 1.706114; 1.706679; 1.706771; 1.706366; 1.705599; 1.706080; 1.707234; 1.707419; 1.707038; 1.705329; 1.703393; 1.702354; 1.701264; 1.700206; 1.697858; 1.694850; 1.691684; 1.688288; 1.685233; 1.681725; 1.678300; 1.676209; 1.674439; 1.672875; 1.671909; 1.670925; 1.669721; 1.668143; 1.666600; 1.666897; 1.668148; 1.669411; 1.670966; 1.673112; 1.675290; 1.676316; 1.676981; 1.678320; 1.679436; 1.680108; 1.680815; 1.681467; 1.681917; 1.682440; 1.682793; 1.682936; 1.683038; 1.683516; 1.684610; 1.684446; 1.683993; 1.683385; 1.683284; 1.683188; 1.683689; 1.684551; 1.686099; 1.687186; 1.686866; 1.686460; 1.686318; 1.686543; 1.685770; 1.684474; 1.684213; 1.684134; 1.683968; 1.683568; 1.683052; 1.682211; 1.681670; 1.680671; 1.681470; 1.682739; 1.683430; 1.683534; 1.683096; 1.682944; 1.683194; 1.683464; 1.683948; 1.684736; 1.685782; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
