Roll Number; 1
Recipe Name; FP 4576_570 GSM
Start Time; 2017-10-17; 11:15:08
File Name; D:\Mahlo\TR\171017111508FP 4576_570 GSM1_THICKNESS2.txt

1204.6; 11:15:20; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.428699; 1.426276; 1.425145; 1.425012; 1.427239; 1.430291; 1.433092; 1.435290; 1.434749; 1.433849; 1.430472; 1.426622; 1.422767; 1.418634; 1.417652; 1.417466; 1.416003; 1.412694; 1.409072; 1.406004; 1.402276; 1.398184; 1.393285; 1.391323; 1.388847; 1.387439; 1.387019; 1.388623; 1.392640; 1.399600; 1.407522; 1.413744; 1.419284; 1.421385; 1.422225; 1.422012; 1.423507; 1.427370; 1.432740; 1.434602; 1.438246; 1.442168; 1.445472; 1.445096; 1.440535; 1.434907; 1.432151; 1.435011; 1.439195; 1.438072; 1.438107; 1.439344; 1.438999; 1.437095; 1.436165; 1.429239; 1.424810; 1.420823; 1.419259; 1.418551; 1.415484; 1.413065; 1.404168; 1.396404; 1.395096; 1.397405; 1.400561; 1.406347; 1.411968; 1.419340; 1.432063; 1.440573; 1.443469; 1.444361; 1.447079; 1.452051; 1.456981; 1.462809; 1.469137; 1.472297; 1.471455; 1.467759; 1.464337; 1.457298; 1.449711; 1.442593; 1.437280; 1.437373; 1.440589; 1.441179; 1.439725; 1.437801; 1.437826; 1.437142; 1.435017; 1.433742; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1206.0; 11:15:29; (); (); (); (); (); (); 1.404210; 1.405022; 1.403676; 1.401645; 1.400569; 1.401786; 1.403003; 1.406146; 1.410333; 1.411991; 1.411274; 1.409299; 1.406783; 1.407620; 1.408891; 1.406752; 1.406183; 1.406690; 1.410311; 1.413762; 1.414152; 1.413041; 1.411343; 1.410252; 1.409798; 1.409583; 1.410505; 1.409222; 1.406018; 1.403071; 1.400876; 1.399933; 1.397670; 1.393503; 1.390224; 1.388758; 1.390650; 1.392565; 1.393158; 1.395064; 1.398213; 1.401092; 1.403021; 1.405868; 1.411543; 1.416717; 1.418987; 1.419971; 1.420021; 1.420224; 1.419945; 1.418952; 1.417042; 1.417996; 1.419915; 1.422018; 1.424522; 1.426186; 1.426506; 1.426753; 1.428439; 1.428194; 1.427255; 1.427987; 1.428359; 1.428708; 1.428889; 1.426214; 1.418378; 1.411505; 1.406605; 1.403542; 1.401428; 1.398803; 1.397542; 1.394242; 1.392899; 1.392635; 1.394464; 1.400109; 1.403285; 1.408661; 1.419464; 1.430247; 1.434511; 1.434498; 1.435339; 1.438967; 1.441743; 1.442221; 1.442701; 1.445644; 1.447700; 1.446136; 1.442423; 1.439717; 1.432941; 1.425432; 1.420991; 1.420871; 1.423444; 1.423488; 1.420928; 1.419504; 1.419337; 1.419764; 1.421790; 1.422308; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1207.2; 11:15:38; (); (); (); (); (); (); 1.403253; 1.402181; 1.401330; 1.400371; 1.399029; 1.399716; 1.401873; 1.405247; 1.409562; 1.412730; 1.413440; 1.412952; 1.410252; 1.409873; 1.411620; 1.409640; 1.409068; 1.408930; 1.412927; 1.416788; 1.417454; 1.415358; 1.411103; 1.408691; 1.407811; 1.407361; 1.406653; 1.404068; 1.400689; 1.398747; 1.397649; 1.395178; 1.393807; 1.390022; 1.387406; 1.389681; 1.392698; 1.396679; 1.398244; 1.400294; 1.404211; 1.409480; 1.415515; 1.419658; 1.422406; 1.425578; 1.430677; 1.434190; 1.436222; 1.437084; 1.436795; 1.436837; 1.434899; 1.436077; 1.440249; 1.443538; 1.445141; 1.441627; 1.440049; 1.441179; 1.443581; 1.445505; 1.445298; 1.445884; 1.445061; 1.446150; 1.446477; 1.443248; 1.438290; 1.432180; 1.426663; 1.424171; 1.425616; 1.423795; 1.421332; 1.415883; 1.412650; 1.412976; 1.416671; 1.420611; 1.422891; 1.426789; 1.434454; 1.443515; 1.449164; 1.450864; 1.451419; 1.451286; 1.453473; 1.453740; 1.457579; 1.461523; 1.460075; 1.455807; 1.450417; 1.442890; 1.437500; 1.431856; 1.427648; 1.425154; 1.424798; 1.429459; 1.433327; 1.433969; 1.432986; 1.432818; 1.427531; 1.426367; 1.429265; 1.434694; 1.437927; 1.433412; 1.426776; 1.419532; 1.415446; 1.412450; 1.406741; 1.401122; 1.398755; 1.395730; 1.394907; (); (); (); (); (); (); (); (); (); (); (); (); (); 
1208.4; 11:15:46; (); (); (); (); (); (); 1.425410; 1.423989; 1.420611; 1.419045; 1.418232; 1.418046; 1.417513; 1.420116; 1.424466; 1.428145; 1.429295; 1.427355; 1.427765; 1.426603; 1.423568; 1.421014; 1.421610; 1.421653; 1.422423; 1.422827; 1.422923; 1.422481; 1.419686; 1.417819; 1.416004; 1.413496; 1.411321; 1.405113; 1.403349; 1.401066; 1.397082; 1.392894; 1.388819; 1.386712; 1.387071; 1.389466; 1.393383; 1.398867; 1.401842; 1.407330; 1.411639; 1.415812; 1.424195; 1.425611; 1.427996; 1.430588; 1.434720; 1.439473; 1.442226; 1.441738; 1.439060; 1.434875; 1.430733; 1.428411; 1.426148; 1.426907; 1.427546; 1.427794; 1.429818; 1.432535; 1.437448; 1.440541; 1.439979; 1.437250; 1.438125; 1.439848; 1.440308; 1.439594; 1.438286; 1.435988; 1.432498; 1.428216; 1.424322; 1.421212; 1.419133; 1.415943; 1.412760; 1.414629; 1.420313; 1.424376; 1.427733; 1.431792; 1.435639; 1.441242; 1.446489; 1.450363; 1.452795; 1.456373; 1.459271; 1.461229; 1.463305; 1.466981; 1.466150; 1.462457; 1.454493; 1.444588; 1.439170; 1.434745; 1.430977; 1.428718; 1.427965; 1.430722; 1.431233; 1.427905; 1.425141; 1.422723; 1.419471; 1.417629; 1.421038; 1.428133; 1.433220; 1.430414; 1.424841; 1.420337; 1.416977; 1.413622; 1.410358; 1.408539; 1.410429; 1.411007; 1.412101; (); (); (); (); (); (); (); (); (); (); (); (); (); 
1209.5; 11:15:55; (); (); (); (); (); (); 1.429439; 1.426853; 1.425021; 1.425141; 1.423432; 1.421849; 1.421873; 1.425071; 1.432646; 1.438359; 1.437125; 1.432212; 1.430398; 1.430645; 1.429138; 1.425302; 1.425913; 1.427290; 1.428762; 1.431225; 1.430795; 1.428552; 1.424345; 1.420001; 1.417303; 1.415881; 1.417057; 1.413357; 1.409778; 1.408083; 1.402788; 1.398873; 1.394929; 1.392643; 1.393292; 1.396314; 1.399114; 1.403193; 1.406275; 1.409175; 1.414310; 1.417699; 1.423597; 1.425647; 1.429268; 1.435405; 1.438562; 1.440087; 1.438502; 1.436674; 1.436007; 1.436080; 1.433572; 1.435091; 1.438045; 1.440190; 1.442534; 1.442268; 1.442585; 1.443856; 1.446192; 1.448943; 1.448768; 1.450971; 1.450850; 1.449313; 1.448484; 1.446533; 1.442857; 1.439325; 1.436071; 1.433114; 1.431051; 1.429604; 1.428669; 1.425732; 1.422261; 1.423139; 1.425534; 1.432706; 1.438698; 1.442885; 1.445921; 1.450333; 1.454795; 1.455949; 1.455682; 1.454990; 1.456918; 1.458761; 1.460566; 1.462716; 1.462899; 1.459473; 1.451838; 1.442149; 1.435325; 1.431203; 1.426870; 1.422482; 1.420833; 1.425594; 1.430062; 1.427334; 1.423350; 1.423676; 1.418633; 1.416465; 1.418736; 1.424837; 1.431369; 1.430037; 1.424017; 1.418255; 1.416693; 1.415237; 1.409054; 1.403665; 1.403219; 1.402215; 1.402942; (); (); (); (); (); (); (); (); (); (); (); (); (); 
1210.7; 11:16:04; (); (); (); (); (); (); 1.396309; 1.397368; 1.399311; 1.398469; 1.398164; 1.398617; 1.399094; 1.400585; 1.403991; 1.408448; 1.410062; 1.413739; 1.417647; 1.420416; 1.422424; 1.423480; 1.420678; 1.420421; 1.422512; 1.425505; 1.428044; 1.429586; 1.430703; 1.427051; 1.423064; 1.422479; 1.420359; 1.421174; 1.426251; 1.433966; 1.441048; 1.447693; 1.451122; 1.452233; 1.450304; 1.448302; 1.448319; 1.445370; 1.445489; 1.445420; 1.443447; 1.441191; 1.438663; 1.434745; 1.429396; 1.426194; 1.425935; 1.428252; 1.429060; 1.428975; 1.428774; 1.430094; 1.432953; 1.432388; 1.431652; 1.435754; 1.443868; 1.447972; 1.449286; 1.449542; 1.447145; 1.444209; 1.441788; 1.441782; 1.442680; 1.441985; 1.442349; 1.444117; 1.445921; 1.444679; 1.440471; 1.434296; 1.428154; 1.424208; 1.423720; 1.423180; 1.422356; 1.422539; 1.424926; 1.431200; 1.437387; 1.439572; 1.442550; 1.448027; 1.456998; 1.461355; 1.461324; 1.462883; 1.465607; 1.465708; 1.464721; 1.466151; 1.465357; 1.461311; 1.454237; 1.442204; 1.433656; 1.426984; 1.420498; 1.414701; 1.412403; 1.418160; 1.420045; 1.419578; 1.419825; 1.422441; 1.418611; 1.416694; 1.420519; 1.428743; 1.435205; 1.429784; 1.421942; 1.417624; 1.416249; 1.413806; 1.406634; 1.403224; 1.400263; 1.396442; 1.392368; (); (); (); (); (); (); (); (); (); (); (); (); (); 
1211.9; 11:16:13; (); (); (); (); (); (); 1.392897; 1.396744; 1.402236; 1.406308; 1.409823; 1.411476; 1.413493; 1.416100; 1.421124; 1.429333; 1.434022; 1.436248; 1.438776; 1.441867; 1.445220; 1.447037; 1.448038; 1.448559; 1.448241; 1.447740; 1.449695; 1.449672; 1.449018; 1.447593; 1.443111; 1.443629; 1.445445; 1.445959; 1.445346; 1.444651; 1.445421; 1.445099; 1.446601; 1.448624; 1.449088; 1.447639; 1.449085; 1.449518; 1.449763; 1.449439; 1.447489; 1.445335; 1.447692; 1.450921; 1.453365; 1.456252; 1.459355; 1.459320; 1.460137; 1.463427; 1.466185; 1.464327; 1.464344; 1.467475; 1.472699; 1.476620; 1.479069; 1.477383; 1.472874; 1.469337; 1.465040; 1.456405; 1.449296; 1.445700; 1.444074; 1.444104; 1.443919; 1.441982; 1.437907; 1.433811; 1.430361; 1.428269; 1.425772; 1.427062; 1.424982; 1.423470; 1.425870; 1.428310; 1.427032; 1.424868; 1.425655; 1.429713; 1.433864; 1.434414; 1.432404; 1.431622; 1.434708; 1.437866; 1.434478; 1.437177; 1.441636; 1.443113; 1.445656; 1.444947; 1.445410; 1.444370; 1.441609; 1.438470; 1.437183; 1.440104; 1.441397; 1.441132; 1.442459; 1.449150; 1.449150; 1.450288; 1.451081; 1.449920; 1.449676; 1.451883; 1.451858; 1.450690; 1.449959; 1.451465; 1.450915; 1.449890; 1.449727; 1.447775; 1.441636; 1.437643; 1.437321; (); (); (); (); (); (); (); (); (); (); (); (); (); 
1213.0; 11:16:22; (); (); (); (); (); (); 1.409663; 1.412398; 1.418052; 1.419565; 1.420541; 1.421291; 1.418645; 1.419410; 1.422984; 1.425339; 1.425998; 1.424891; 1.423074; 1.421987; 1.421626; 1.420331; 1.416241; 1.412974; 1.411600; 1.408555; 1.406495; 1.407060; 1.400956; 1.395332; 1.391299; 1.391896; 1.394920; 1.396889; 1.399281; 1.399792; 1.400524; 1.402221; 1.404639; 1.407277; 1.410946; 1.410648; 1.408749; 1.412130; 1.418360; 1.422422; 1.420188; 1.416719; 1.414747; 1.418200; 1.423222; 1.427212; 1.429556; 1.429393; 1.430696; 1.431064; 1.435144; 1.437586; 1.437528; 1.436578; 1.436345; 1.437820; 1.439350; 1.439902; 1.435498; 1.431499; 1.423727; 1.421948; 1.423049; 1.422554; 1.423167; 1.422866; 1.425059; 1.428904; 1.432276; 1.436510; 1.442006; 1.445417; 1.448803; 1.451949; 1.456358; 1.467828; 1.472743; 1.472355; 1.471360; 1.473041; 1.475452; 1.476401; 1.475246; 1.472647; 1.469561; 1.464074; 1.461355; 1.457600; 1.454219; 1.450344; 1.443695; 1.442223; 1.445443; 1.444810; 1.444296; 1.444978; 1.445870; 1.448684; 1.450945; 1.453100; 1.451130; 1.446012; 1.448108; 1.450104; 1.453928; 1.456846; 1.457299; 1.460565; 1.465078; 1.462821; 1.460945; 1.460834; 1.461303; 1.459101; 1.459363; 1.467669; 1.476082; 1.476440; 1.476710; 1.478157; 1.478966; (); (); (); (); (); (); (); (); (); (); (); (); (); 
1214.2; 11:16:31; (); (); (); (); (); (); 1.421351; 1.426537; 1.427737; 1.426782; 1.426163; 1.425175; 1.427930; 1.430512; 1.434415; 1.438494; 1.440971; 1.440107; 1.437026; 1.433070; 1.429043; 1.424810; 1.422597; 1.424936; 1.431615; 1.438000; 1.442926; 1.440375; 1.436467; 1.434545; 1.433812; 1.433286; 1.431481; 1.434839; 1.436670; 1.436056; 1.434125; 1.432370; 1.430560; 1.426490; 1.422542; 1.419897; 1.420292; 1.420374; 1.422129; 1.422945; 1.422394; 1.424029; 1.423533; 1.424377; 1.425935; 1.427533; 1.426800; 1.423929; 1.422056; 1.421038; 1.418863; 1.413600; 1.409371; 1.405249; 1.403220; 1.401638; 1.398310; 1.394512; 1.392261; 1.389184; 1.385701; 1.385835; 1.387524; 1.389842; 1.390963; 1.395410; 1.401701; 1.404381; 1.407829; 1.411085; 1.415420; 1.419497; 1.421105; 1.424202; 1.427904; 1.430719; 1.432522; 1.432831; 1.429025; 1.427366; 1.426196; 1.426197; 1.429096; 1.429525; 1.430628; 1.431008; 1.432850; 1.435523; 1.436042; 1.440402; 1.441376; 1.440631; 1.441794; 1.446494; 1.448218; 1.448397; 1.449765; 1.453050; 1.457630; 1.455896; 1.455522; 1.456612; 1.462614; 1.469102; 1.470874; 1.474436; 1.476722; 1.477390; 1.478420; 1.479075; 1.478575; 1.476829; 1.475382; 1.475071; 1.478409; 1.480539; 1.479633; 1.474883; 1.467326; 1.461794; 1.460672; (); (); (); (); (); (); (); (); (); (); (); (); (); 
1215.4; 11:16:40; (); (); (); (); (); (); 1.411796; 1.415150; 1.418523; 1.418107; 1.418640; 1.421529; 1.425381; 1.428594; 1.430672; 1.431940; 1.433962; 1.438417; 1.444554; 1.442124; 1.435949; 1.432635; 1.423870; 1.421820; 1.422527; 1.421968; 1.419601; 1.414608; 1.408114; 1.402685; 1.401031; 1.399382; 1.396381; 1.392982; 1.396535; 1.399667; 1.401754; 1.403380; 1.398486; 1.396067; 1.394336; 1.393761; 1.395534; 1.398603; 1.401743; 1.400301; 1.396941; 1.396340; 1.400145; 1.402738; 1.404589; 1.408630; 1.415114; 1.420432; 1.419973; 1.423081; 1.426897; 1.431070; 1.437078; 1.439117; 1.442267; 1.445778; 1.447143; 1.442570; 1.439566; 1.439776; 1.439751; 1.440116; 1.441910; 1.445727; 1.446938; 1.448040; 1.448484; 1.448118; 1.447863; 1.449140; 1.447670; 1.450696; 1.457852; 1.462924; 1.462864; 1.464812; 1.468412; 1.469877; 1.469853; 1.469152; 1.468381; 1.467130; 1.467169; 1.469241; 1.469659; 1.469517; 1.467927; 1.467273; 1.467799; 1.469951; 1.469324; 1.467208; 1.466804; 1.466865; 1.466017; 1.464135; 1.459065; 1.451192; 1.445484; 1.445991; 1.447437; 1.446749; 1.444736; 1.443425; 1.442811; 1.443490; 1.449142; 1.453154; 1.454986; 1.456157; 1.455830; 1.457547; 1.460022; 1.461814; 1.462249; 1.462458; 1.463598; 1.463839; 1.463829; 1.462545; 1.461014; (); (); (); (); (); (); (); (); (); (); (); (); (); 
1216.6; 11:16:48; (); (); (); (); (); (); 1.418964; 1.422807; 1.425355; 1.426299; 1.427168; 1.429125; 1.432659; 1.435239; 1.436000; 1.435057; 1.435172; 1.436832; 1.437249; 1.434355; 1.434386; 1.432157; 1.427350; 1.421394; 1.416435; 1.412388; 1.407969; 1.401645; 1.395073; 1.390632; 1.392159; 1.395219; 1.398656; 1.402224; 1.405069; 1.401619; 1.398405; 1.398620; 1.401410; 1.406881; 1.412991; 1.416456; 1.417952; 1.419212; 1.420885; 1.421179; 1.422367; 1.422107; 1.421651; 1.422082; 1.424031; 1.430675; 1.436061; 1.437763; 1.437371; 1.436014; 1.436160; 1.440058; 1.445628; 1.451510; 1.451740; 1.446793; 1.446064; 1.447437; 1.448520; 1.450343; 1.454242; 1.455472; 1.452638; 1.451097; 1.453988; 1.458009; 1.458617; 1.457570; 1.455455; 1.455920; 1.462289; 1.463621; 1.460667; 1.457004; 1.452603; 1.447711; 1.449960; 1.454751; 1.454374; 1.450555; 1.446420; 1.447149; 1.447768; 1.450946; 1.453095; 1.449811; 1.445818; 1.449788; 1.454356; 1.456779; 1.456621; 1.454968; 1.452863; 1.455397; 1.459527; 1.460137; 1.457568; 1.455549; 1.451347; 1.451205; 1.453770; 1.453751; 1.447988; 1.444518; 1.440153; 1.435289; 1.429644; 1.425456; 1.422676; 1.421781; 1.422453; 1.424219; 1.425810; 1.425820; 1.422744; 1.419441; 1.418942; 1.422419; 1.423649; 1.430410; 1.437730; (); (); (); (); (); (); (); (); (); (); (); (); (); 
