Roll Number; 3
Recipe Name; TEST 1
Start Time; 2017-11-22; 12:16:11
File Name; D:\Mahlo\TR\171122121611TEST 13_XMF2.txt

30.8; 12:16:19; (); (); 2.623595; 2.566322; 2.507337; 2.467431; 2.435029; 2.408358; 2.386245; 2.349065; 2.263163; 2.188610; 2.145928; 2.138516; 2.135302; 2.131554; 2.129173; 2.127791; 2.128061; 2.129770; 2.132651; 2.136404; 2.139170; 2.140910; 2.140646; 2.137976; 2.132723; 2.122577; 2.114063; 2.109952; 2.107919; 2.105573; 2.103900; 2.101964; 2.098628; 2.091824; 2.085360; 2.079154; 2.074137; 2.068963; 2.063051; 2.059122; 2.056275; 2.051594; 2.046409; 2.042414; 2.038186; 2.034214; 2.030634; 2.025900; 2.022128; 2.018410; 2.014945; 2.011189; 2.007569; 2.004232; 2.002650; 2.003059; 2.005414; 2.007855; 2.008879; 2.009988; 2.010478; 2.010941; 2.010515; 2.010255; 2.011151; 2.013035; 2.014785; 2.016969; 2.020740; 2.024880; 2.028125; 2.031217; 2.033986; 2.037994; 2.044982; 2.053642; 2.060702; 2.068793; 2.076170; 2.081731; 2.086704; 2.092077; 2.098441; 2.102138; 2.105365; 2.106862; 2.109227; 2.112286; 2.114378; 2.114004; 2.112256; 2.110612; 2.110450; 2.111307; 2.112268; 2.111604; 2.112252; 2.112405; 2.113405; 2.115185; 2.117750; 2.120199; 2.119010; 2.115411; 2.111715; 2.106438; 2.100966; 2.091704; 2.085814; 2.076403; 2.066438; 2.051979; 2.039720; 2.030691; 2.018609; 2.006070; 1.991316; 1.984679; 1.960523; 1.943789; 1.936362; 1.927752; 1.923558; 1.916405; 1.910768; 1.904236; 1.904598; (); (); (); (); (); (); (); (); (); (); (); 
32.5; 12:16:29; (); (); 2.606256; 2.569254; 2.517882; 2.485396; 2.457632; 2.432962; 2.411325; 2.391596; 2.335103; 2.219004; 2.146937; 2.123690; 2.124239; 2.121259; 2.119146; 2.117425; 2.115300; 2.115086; 2.110116; 2.105655; 2.097751; 2.092272; 2.088411; 2.084487; 2.083125; 2.079133; 2.074234; 2.070563; 2.068126; 2.064832; 2.061175; 2.055705; 2.049343; 2.043985; 2.038604; 2.034486; 2.029025; 2.020909; 2.014747; 2.011259; 2.009500; 2.009591; 2.009628; 2.010635; 2.012496; 2.012269; 2.007783; 2.001749; 1.995748; 1.991535; 1.989217; 1.987884; 1.987307; 1.987855; 1.988905; 1.991634; 1.994155; 1.997502; 2.000083; 2.001548; 2.005829; 2.014171; 2.023379; 2.032974; 2.041749; 2.051898; 2.060958; 2.067848; 2.073762; 2.077615; 2.078464; 2.078056; 2.076027; 2.073826; 2.071610; 2.070859; 2.072108; 2.073572; 2.073850; 2.075714; 2.078725; 2.079978; 2.081010; 2.081361; 2.081215; 2.081602; 2.081965; 2.083870; 2.085860; 2.088583; 2.088454; 2.087492; 2.087610; 2.090072; 2.090445; 2.088165; 2.085589; 2.083056; 2.080135; 2.078634; 2.077648; 2.075707; 2.072710; 2.068642; 2.063239; 2.058864; 2.054284; 2.048332; 2.041467; 2.036182; 2.031254; 2.028372; 2.026086; 2.025077; 2.022018; 2.015153; 2.006942; 1.998390; 1.987771; 1.973689; 1.957627; 1.952334; 1.947906; 1.942345; 1.935428; 1.924889; 1.910196; (); (); (); (); (); (); (); (); (); (); (); 
34.2; 12:16:38; (); (); 2.606256; 2.326373; 2.296008; 2.278136; 2.265964; 2.256965; 2.249370; 2.240292; 2.218563; 2.184541; 2.149844; 2.134844; 2.128372; 2.123993; 2.121339; 2.120377; 2.119811; 2.118479; 2.115295; 2.109493; 2.103770; 2.099823; 2.096680; 2.093563; 2.092173; 2.091133; 2.089636; 2.088489; 2.087284; 2.085693; 2.084102; 2.083789; 2.084696; 2.086059; 2.085900; 2.083390; 2.081471; 2.082741; 2.086088; 2.088300; 2.087566; 2.086118; 2.083808; 2.081739; 2.078616; 2.075910; 2.072929; 2.070203; 2.067321; 2.064676; 2.062028; 2.058540; 2.054148; 2.050523; 2.048264; 2.047627; 2.046512; 2.047290; 2.048702; 2.052796; 2.056764; 2.060027; 2.061472; 2.063131; 2.066311; 2.073163; 2.082035; 2.088266; 2.092452; 2.096470; 2.100638; 2.104184; 2.105014; 2.104626; 2.103428; 2.103199; 2.104378; 2.107224; 2.110841; 2.112517; 2.109373; 2.103860; 2.098288; 2.092019; 2.087878; 2.085228; 2.083950; 2.085873; 2.090536; 2.098821; 2.106104; 2.112887; 2.119290; 2.123217; 2.125773; 2.127593; 2.129180; 2.130671; 2.134341; 2.135657; 2.137471; 2.138669; 2.136362; 2.128727; 2.113225; 2.096587; 2.080905; 2.067807; 2.051955; 2.040343; 2.030615; 2.023168; 2.018959; 2.011976; 2.005373; 1.994481; 1.983203; 1.971274; 1.955090; 1.936383; 1.930686; 1.927018; 1.920602; 1.916176; 1.912709; 1.909800; 1.904072; (); (); (); (); (); (); (); (); (); (); (); 
35.9; 12:16:47; (); (); (); 2.232552; 2.220064; 2.212836; 2.200087; 2.188164; 2.176222; 2.170273; 2.162375; 2.133127; 2.106765; 2.092615; 2.089886; 2.086668; 2.085527; 2.082809; 2.081199; 2.081593; 2.080455; 2.082581; 2.081709; 2.082599; 2.081550; 2.081287; 2.078281; 2.075042; 2.073408; 2.073814; 2.077704; 2.082940; 2.088827; 2.089860; 2.088028; 2.087900; 2.090625; 2.095039; 2.098639; 2.100799; 2.101985; 2.104924; 2.109965; 2.115595; 2.120563; 2.122430; 2.121006; 2.117396; 2.113681; 2.109912; 2.105295; 2.097362; 2.088982; 2.081795; 2.074757; 2.067174; 2.060080; 2.054624; 2.049691; 2.044369; 2.038157; 2.033333; 2.030606; 2.029965; 2.031600; 2.034099; 2.038604; 2.043474; 2.048300; 2.053647; 2.057707; 2.060933; 2.060603; 2.058325; 2.056262; 2.057023; 2.059566; 2.060512; 2.058404; 2.056017; 2.053208; 2.049365; 2.044792; 2.041686; 2.037892; 2.035769; 2.035966; 2.038883; 2.042917; 2.048495; 2.053249; 2.058165; 2.065931; 2.077501; 2.087731; 2.095612; 2.103768; 2.112519; 2.122155; 2.130238; 2.135240; 2.136205; 2.134756; 2.132745; 2.129522; 2.124666; 2.117760; 2.107459; 2.094449; 2.084277; 2.074048; 2.061869; 2.049358; 2.036761; 2.028080; 2.022782; 2.020110; 2.017396; 2.011962; 2.004239; 1.996071; 1.981494; 1.959784; 1.954566; 1.950750; 1.946870; 1.944835; 1.942973; 1.936144; (); (); (); (); (); (); (); (); (); (); (); 
37.6; 12:16:56; (); (); (); 2.049660; 2.053338; 2.055449; 2.055704; 2.056085; 2.058255; 2.060318; 2.073015; 2.078655; 2.077430; 2.077854; 2.082822; 2.087846; 2.094337; 2.098137; 2.099899; 2.098822; 2.100152; 2.104782; 2.110283; 2.114585; 2.118601; 2.120236; 2.121052; 2.120945; 2.120977; 2.121272; 2.121919; 2.124574; 2.129073; 2.133722; 2.138133; 2.140744; 2.137090; 2.131588; 2.126684; 2.122115; 2.118483; 2.115620; 2.112169; 2.107681; 2.101881; 2.095632; 2.086747; 2.076743; 2.067396; 2.059800; 2.055764; 2.056348; 2.058015; 2.059008; 2.058647; 2.058471; 2.059069; 2.059432; 2.060392; 2.062676; 2.066060; 2.071691; 2.079640; 2.090194; 2.101003; 2.109754; 2.115666; 2.121697; 2.126154; 2.130170; 2.135001; 2.139915; 2.144006; 2.144412; 2.142773; 2.140115; 2.135798; 2.130233; 2.123241; 2.116225; 2.109566; 2.105159; 2.101851; 2.099587; 2.096451; 2.092138; 2.087055; 2.084878; 2.087598; 2.092998; 2.098703; 2.103760; 2.107528; 2.109286; 2.109757; 2.111347; 2.111805; 2.110037; 2.106171; 2.102797; 2.099480; 2.096306; 2.094678; 2.091192; 2.086833; 2.077823; 2.068534; 2.062394; 2.052587; 2.042064; 2.027816; 2.018890; 2.009295; 2.001831; 1.995386; 1.985781; 1.977523; 1.965118; 1.958763; 1.947108; 1.932621; 1.905762; 1.893635; 1.890890; 1.885466; 1.881745; 1.873419; 1.866112; 1.854911; (); (); (); (); (); (); (); (); (); (); (); 
39.3; 12:17:05; (); (); (); 2.039241; 2.045117; 2.054180; 2.062896; 2.074111; 2.083947; 2.092312; 2.103920; 2.131785; 2.142980; 2.144890; 2.150678; 2.149707; 2.152400; 2.151416; 2.149841; 2.148657; 2.144532; 2.141643; 2.137905; 2.135013; 2.129093; 2.124808; 2.119872; 2.117467; 2.116814; 2.116586; 2.118891; 2.122395; 2.126633; 2.132876; 2.138697; 2.142314; 2.140090; 2.135268; 2.130440; 2.126987; 2.123149; 2.117816; 2.112352; 2.108119; 2.102928; 2.097874; 2.093372; 2.089521; 2.085498; 2.081857; 2.078765; 2.078937; 2.080535; 2.082310; 2.083496; 2.086627; 2.090058; 2.091977; 2.090509; 2.087368; 2.083511; 2.079638; 2.075531; 2.071322; 2.067835; 2.065399; 2.062048; 2.058313; 2.056993; 2.058340; 2.060923; 2.063771; 2.066937; 2.072690; 2.082070; 2.092238; 2.099645; 2.105306; 2.108124; 2.110306; 2.111185; 2.111682; 2.111737; 2.110999; 2.109448; 2.105959; 2.101389; 2.097316; 2.092073; 2.085557; 2.080884; 2.079777; 2.081426; 2.084864; 2.086813; 2.088754; 2.091780; 2.094474; 2.097123; 2.099384; 2.101409; 2.102755; 2.102775; 2.101478; 2.098186; 2.091312; 2.084293; 2.079079; 2.073436; 2.068374; 2.063669; 2.055310; 2.045784; 2.036105; 2.027543; 2.017538; 2.007899; 2.002065; 1.999569; 1.998096; 1.994830; 1.985073; 1.963343; 1.955085; 1.947790; 1.941401; 1.939026; 1.936670; 1.932444; (); (); (); (); (); (); (); (); (); (); (); 
41.0; 12:17:14; (); (); (); 2.141275; 2.137886; 2.136105; 2.134466; 2.132378; 2.129154; 2.125884; 2.126600; 2.116242; 2.102923; 2.093213; 2.088069; 2.085418; 2.083869; 2.081862; 2.080647; 2.078110; 2.076041; 2.074718; 2.074490; 2.075762; 2.079112; 2.084259; 2.090609; 2.096770; 2.102029; 2.106949; 2.112794; 2.119521; 2.125395; 2.129514; 2.133467; 2.136953; 2.137471; 2.135707; 2.132180; 2.126910; 2.121396; 2.116465; 2.113351; 2.111527; 2.108338; 2.102367; 2.095544; 2.090178; 2.084130; 2.078921; 2.075379; 2.075228; 2.075665; 2.075910; 2.076805; 2.076750; 2.076537; 2.075702; 2.075999; 2.078019; 2.081273; 2.083489; 2.084874; 2.085568; 2.086960; 2.090096; 2.091610; 2.091959; 2.094624; 2.098170; 2.103254; 2.107241; 2.108712; 2.106325; 2.102260; 2.096053; 2.089558; 2.083390; 2.077414; 2.069467; 2.058854; 2.049980; 2.045671; 2.042582; 2.040604; 2.038021; 2.037000; 2.038671; 2.042810; 2.048226; 2.055008; 2.062597; 2.072218; 2.081570; 2.091824; 2.104095; 2.114692; 2.121157; 2.123380; 2.123515; 2.123936; 2.122848; 2.120522; 2.117767; 2.115748; 2.113811; 2.109641; 2.104592; 2.098554; 2.091404; 2.079629; 2.070866; 2.064455; 2.060842; 2.060861; 2.058278; 2.057243; 2.050366; 2.043688; 2.031483; 2.010572; 1.979323; 1.971222; 1.967040; 1.961795; 1.959407; 1.952639; 1.946046; 1.936963; (); (); (); (); (); (); (); (); (); (); (); 
42.7; 12:17:24; (); (); (); 2.061185; 2.061693; 2.061823; 2.062045; 2.067482; 2.069699; 2.073386; 2.082214; 2.098541; 2.105349; 2.102337; 2.103350; 2.098543; 2.101083; 2.100852; 2.100852; 2.102481; 2.104200; 2.105554; 2.100750; 2.096817; 2.089752; 2.081190; 2.072845; 2.063815; 2.056738; 2.052357; 2.052757; 2.054433; 2.057705; 2.061657; 2.066945; 2.073664; 2.080372; 2.086772; 2.092980; 2.100693; 2.105951; 2.108602; 2.112436; 2.115941; 2.118034; 2.119901; 2.120755; 2.119794; 2.116236; 2.111289; 2.106433; 2.101936; 2.099317; 2.098112; 2.097729; 2.098776; 2.100802; 2.101788; 2.103173; 2.105102; 2.107342; 2.109069; 2.111624; 2.112650; 2.110872; 2.107092; 2.102446; 2.099464; 2.097294; 2.094804; 2.092784; 2.091593; 2.090003; 2.087513; 2.084846; 2.081532; 2.078151; 2.074022; 2.070170; 2.069916; 2.072852; 2.077814; 2.080500; 2.082056; 2.085188; 2.090960; 2.095807; 2.100341; 2.104862; 2.107888; 2.109995; 2.113744; 2.120618; 2.128046; 2.134156; 2.136008; 2.134667; 2.134990; 2.135459; 2.133672; 2.128819; 2.125698; 2.124181; 2.122941; 2.121426; 2.119513; 2.115485; 2.108315; 2.101622; 2.096096; 2.090683; 2.086963; 2.082925; 2.077483; 2.071761; 2.065282; 2.056278; 2.048001; 2.039226; 2.029001; 2.015872; 1.991688; 1.960079; 1.950980; 1.943497; 1.935346; 1.924191; 1.909154; 1.890560; (); (); (); (); (); (); (); (); (); (); (); 
44.4; 12:17:33; (); (); (); 2.185933; 2.178037; 2.175972; 2.172699; 2.165980; 2.159069; 2.153045; 2.140553; 2.126076; 2.113855; 2.111406; 2.112622; 2.112109; 2.110285; 2.108286; 2.105853; 2.103327; 2.101389; 2.101855; 2.105912; 2.110896; 2.114408; 2.115202; 2.113423; 2.109494; 2.105305; 2.102897; 2.102570; 2.105792; 2.111704; 2.116903; 2.119226; 2.119189; 2.119179; 2.119840; 2.122075; 2.124468; 2.128891; 2.136397; 2.144684; 2.149478; 2.150903; 2.150039; 2.148019; 2.142103; 2.133086; 2.125716; 2.119558; 2.113604; 2.107467; 2.099881; 2.093471; 2.089589; 2.085007; 2.078179; 2.073074; 2.070950; 2.068284; 2.065735; 2.064145; 2.064781; 2.067218; 2.071182; 2.074223; 2.078036; 2.082494; 2.088614; 2.091156; 2.091312; 2.091786; 2.093772; 2.096130; 2.099372; 2.102233; 2.107435; 2.112369; 2.116778; 2.119089; 2.118505; 2.115953; 2.112441; 2.107421; 2.104963; 2.105900; 2.109602; 2.114083; 2.118140; 2.122892; 2.129234; 2.135434; 2.140972; 2.144049; 2.144948; 2.146114; 2.148599; 2.150176; 2.149538; 2.147547; 2.143839; 2.138843; 2.131806; 2.126077; 2.120836; 2.114336; 2.103786; 2.090957; 2.085651; 2.078954; 2.075521; 2.067360; 2.055288; 2.046081; 2.033661; 2.026054; 2.010690; 2.000718; 1.990347; 1.973612; 1.937410; 1.919513; 1.911041; 1.897537; 1.886575; 1.870083; 1.855322; 1.844076; (); (); (); (); (); (); (); (); (); (); (); 
46.1; 12:17:42; (); (); (); 2.276027; 2.253874; 2.240131; 2.227406; 2.219533; 2.214551; 2.211660; 2.196191; 2.169134; 2.142427; 2.124004; 2.123296; 2.120409; 2.121990; 2.122900; 2.124727; 2.125509; 2.125933; 2.126691; 2.124196; 2.121456; 2.117854; 2.117800; 2.117871; 2.117950; 2.119251; 2.120690; 2.124178; 2.127922; 2.131281; 2.133876; 2.135954; 2.137223; 2.138573; 2.139040; 2.138531; 2.137514; 2.133993; 2.129909; 2.125819; 2.120052; 2.115350; 2.112127; 2.108161; 2.102522; 2.097123; 2.092844; 2.092196; 2.094320; 2.099163; 2.103300; 2.104522; 2.104937; 2.105174; 2.106999; 2.110591; 2.114680; 2.115094; 2.113648; 2.112516; 2.112442; 2.110852; 2.104917; 2.097269; 2.088707; 2.083031; 2.079848; 2.076955; 2.073534; 2.067948; 2.061205; 2.055886; 2.053731; 2.053922; 2.053199; 2.051624; 2.051673; 2.054846; 2.058216; 2.059532; 2.058996; 2.060369; 2.065179; 2.071640; 2.077613; 2.083459; 2.088089; 2.090012; 2.090476; 2.091877; 2.094765; 2.096407; 2.096454; 2.097460; 2.098852; 2.099695; 2.099010; 2.097256; 2.094330; 2.089787; 2.086272; 2.081468; 2.076389; 2.073869; 2.072741; 2.071017; 2.068707; 2.065131; 2.061376; 2.057337; 2.052014; 2.045461; 2.040044; 2.037000; 2.035077; 2.032293; 2.029962; 2.025139; 2.007930; 1.986277; 1.980840; 1.974916; 1.969115; 1.962972; 1.956053; 1.946644; (); (); (); (); (); (); (); (); (); (); (); 
