Roll Number; 0
Recipe Name; FP 4582_244 GSM
Start Time; 2017-12-04; 15:08:41
File Name; D:\Mahlo\TR\171204150841FP 4582_244 GSM0_THICKNESS2.txt

68.6; 15:08:53; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.981002; 0.979294; 0.979742; 0.983042; 0.985939; 0.987762; 0.988943; 0.989226; 0.990673; 0.993700; 0.997971; 1.001561; 1.003182; 1.004628; 1.004952; 1.008811; 1.012258; 1.010930; 1.006596; 1.003800; 1.002847; 1.002636; 1.004052; 1.004305; 1.002316; 0.999136; 0.997099; 0.997618; 0.998797; 0.998626; 0.993769; 0.995293; 1.003754; 1.012684; 1.012687; 1.008909; 1.006541; 1.004084; 1.000651; 1.001447; 1.000110; 0.998098; 0.995298; 0.994577; 0.997903; 0.999198; 0.996593; 0.990496; 0.985131; 0.990023; 0.994240; 0.997596; 1.001665; 1.004886; 1.006111; 1.006711; 1.007483; 1.009095; 1.008729; 1.008155; 1.011014; 1.011811; 1.013103; 1.012531; 1.010946; 1.014186; 1.011576; 1.008772; 1.007804; 1.008602; 1.010463; 1.012258; 1.012447; 1.010609; 1.009657; 1.011366; 1.011437; 1.013383; 1.016999; 1.019185; 1.021003; 1.025223; 1.029294; 1.032133; 1.034451; 1.036734; 1.039333; 1.042924; 1.045465; 1.043763; 1.038607; 1.035203; 1.034467; 1.029288; 1.020193; 1.015575; 1.014056; 1.011590; 1.008021; 1.004145; 0.997758; 0.991117; 0.986199; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
69.5; 15:09:02; (); (); (); (); (); (); 0.953740; 0.954297; 0.953527; 0.953409; 0.953625; 0.954482; 0.954585; 0.956643; 0.959016; 0.963816; 0.970660; 0.973684; 0.977569; 0.980559; 0.982941; 0.985758; 0.990166; 0.993107; 0.993943; 0.996985; 1.002089; 1.006742; 1.008729; 1.008786; 1.007769; 1.007334; 1.006622; 1.001602; 0.999490; 0.997609; 0.996466; 0.995947; 0.996791; 0.996648; 0.994250; 0.992716; 0.991322; 0.989663; 0.991642; 0.991509; 0.991737; 0.994909; 1.003433; 1.011716; 1.014236; 1.012714; 1.009501; 1.009199; 1.010880; 1.010149; 1.007407; 1.005694; 1.004140; 1.001215; 1.001911; 1.000368; 0.997117; 0.992875; 0.989324; 0.992890; 0.995565; 0.998309; 1.000484; 1.002076; 1.004353; 1.004997; 1.005538; 1.008021; 1.009692; 1.009365; 1.011948; 1.010534; 1.008872; 1.008007; 1.008534; 1.009617; 1.005740; 1.001914; 1.002368; 1.005342; 1.010956; 1.010602; 1.007020; 1.004848; 1.005089; 1.004842; 1.004521; 1.006973; 1.009054; 1.010084; 1.013995; 1.019580; 1.025480; 1.026431; 1.026041; 1.027636; 1.033091; 1.038189; 1.040555; 1.039196; 1.036642; 1.035070; 1.032285; 1.026838; 1.020613; 1.014518; 1.011343; 1.007458; 1.003894; 0.999380; 0.992581; 0.984913; 0.978178; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
70.3; 15:09:11; (); (); (); (); (); 0.950553; 0.952689; 0.956691; 0.959283; 0.959022; 0.958021; 0.958213; 0.958120; 0.959601; 0.960599; 0.961608; 0.967257; 0.971496; 0.976296; 0.979873; 0.982577; 0.984630; 0.987208; 0.989170; 0.991185; 0.992582; 0.996604; 0.999789; 1.002005; 1.003694; 1.005645; 1.006603; 1.006290; 1.001263; 0.999487; 0.997390; 0.994879; 0.993854; 0.994259; 0.993501; 0.992183; 0.991451; 0.991571; 0.990081; 0.990161; 0.988137; 0.987429; 0.992286; 1.001764; 1.008807; 1.012782; 1.013467; 1.010808; 1.008634; 1.011441; 1.011619; 1.008904; 1.006000; 1.004261; 1.003822; 1.005430; 1.004723; 1.000634; 0.994046; 0.988440; 0.989296; 0.991424; 0.994278; 0.998946; 1.000298; 1.003289; 1.005475; 1.006480; 1.006592; 1.006538; 1.006634; 1.007689; 1.008486; 1.009154; 1.011177; 1.013521; 1.012865; 1.009415; 1.006817; 1.005825; 1.006978; 1.011399; 1.012196; 1.010129; 1.008776; 1.009173; 1.008655; 1.008456; 1.009309; 1.010526; 1.010236; 1.013162; 1.016557; 1.020976; 1.024312; 1.024958; 1.026374; 1.032474; 1.036976; 1.037870; 1.036094; 1.033034; 1.031372; 1.028626; 1.023640; 1.019943; 1.016750; 1.013246; 1.008116; 1.003332; 1.000106; 0.998269; 0.991553; 0.983929; 0.983314; 0.985544; 0.988866; 0.993829; 0.994359; 0.995412; 0.997391; 0.999359; 1.000287; 1.002973; (); (); (); (); (); (); (); (); (); (); (); 
71.1; 15:09:20; (); (); (); (); (); (); 0.960179; 0.955125; 0.955194; 0.956540; 0.955415; 0.955774; 0.958505; 0.959295; 0.956607; 0.957896; 0.959841; 0.960854; 0.961977; 0.963348; 0.967216; 0.972988; 0.977097; 0.978089; 0.979404; 0.982780; 0.986353; 0.989193; 0.992714; 0.996435; 0.998621; 1.004584; 1.007165; 1.005417; 1.001134; 0.998982; 0.997787; 0.998372; 1.000175; 1.000405; 0.998363; 0.996092; 0.996679; 0.997330; 0.997925; 0.997444; 0.992244; 0.992532; 0.999522; 1.009281; 1.007581; 1.003862; 1.002768; 1.000299; 0.998649; 1.000823; 1.000301; 0.998406; 0.995367; 0.993539; 0.995588; 0.996064; 0.992439; 0.986213; 0.983495; 0.991531; 0.997068; 1.000329; 1.004294; 1.005626; 1.005005; 1.003131; 1.002707; 1.004718; 1.005319; 1.007412; 1.011610; 1.012672; 1.013837; 1.010851; 1.008287; 1.009310; 1.005419; 1.002794; 1.001940; 1.003438; 1.006955; 1.009990; 1.010094; 1.007525; 1.006750; 1.007271; 1.007247; 1.008831; 1.011714; 1.014237; 1.016306; 1.021782; 1.027689; 1.030966; 1.033272; 1.034274; 1.035790; 1.038380; 1.041287; 1.039990; 1.035636; 1.032652; 1.031963; 1.025213; 1.016373; 1.010186; 1.007827; 1.003946; 0.999592; 0.998790; 0.997562; 0.995019; 0.990523; 0.987358; 0.987679; 0.991515; 0.992855; 0.992242; 0.995516; 1.002929; 1.004118; 1.003716; 1.004528; (); (); (); (); (); (); (); (); (); (); (); 
71.8; 15:09:29; (); (); (); (); (); (); 0.956812; 0.956553; 0.958651; 0.960333; 0.959127; 0.959335; 0.960163; 0.960997; 0.963407; 0.964920; 0.965935; 0.968671; 0.971872; 0.970980; 0.973271; 0.978553; 0.981426; 0.982057; 0.982347; 0.984951; 0.986186; 0.988943; 0.991789; 0.993813; 0.997230; 1.002053; 1.003930; 1.002693; 1.002286; 1.000143; 0.994610; 0.993369; 0.994307; 0.995308; 0.995560; 0.996738; 0.996558; 0.995322; 0.994037; 0.990442; 0.982395; 0.984340; 0.991401; 0.995960; 0.997061; 0.999437; 0.998496; 0.996171; 0.994934; 0.995252; 0.992579; 0.990670; 0.988673; 0.987385; 0.989487; 0.992025; 0.988948; 0.983887; 0.985025; 0.987942; 0.986461; 0.989439; 0.993321; 0.994777; 0.995696; 0.998743; 1.000211; 1.003375; 1.002702; 1.003940; 1.007223; 1.008955; 1.009049; 1.004427; 1.006567; 1.008178; 1.006518; 1.007587; 1.009036; 1.007852; 1.007424; 1.009830; 1.008072; 1.007647; 1.008285; 1.006192; 1.004475; 1.007411; 1.009079; 1.009701; 1.013415; 1.017031; 1.019210; 1.020185; 1.023151; 1.024182; 1.024912; 1.029829; 1.034796; 1.035281; 1.034197; 1.031525; 1.025316; 1.017493; 1.009293; 1.003267; 0.997642; 0.992477; 0.989899; 0.985468; 0.982474; 0.979216; 0.973419; 0.966261; 0.964746; 0.969866; 0.975468; 0.980011; 0.984374; 0.989060; 0.990307; 0.990613; 0.990472; 0.993399; (); (); (); (); (); (); (); (); (); (); 
72.6; 15:09:38; (); (); (); (); (); (); 0.957423; 0.956321; 0.954933; 0.954517; 0.954977; 0.955645; 0.956122; 0.958077; 0.959503; 0.963612; 0.968882; 0.971401; 0.973802; 0.977566; 0.980561; 0.983476; 0.987323; 0.990690; 0.992990; 0.996895; 1.001536; 1.005719; 1.008366; 1.008598; 1.006941; 1.006693; 1.006384; 1.001144; 0.997799; 0.996495; 0.995958; 0.995769; 0.996843; 0.996865; 0.994278; 0.991517; 0.989390; 0.987660; 0.989913; 0.990423; 0.990567; 0.994090; 1.002734; 1.011557; 1.013571; 1.009820; 1.008028; 1.007311; 1.007753; 1.007805; 1.005801; 1.004869; 1.004068; 1.001132; 1.001612; 0.999814; 0.995839; 0.991674; 0.988854; 0.991508; 0.993837; 0.995467; 0.997670; 0.999481; 1.001742; 1.002392; 1.002680; 1.004280; 1.006006; 1.006207; 1.009864; 1.008801; 1.006939; 1.005822; 1.008219; 1.009999; 1.007587; 1.003796; 1.001497; 1.004837; 1.009296; 1.009009; 1.006210; 1.004295; 1.004523; 1.004168; 1.004183; 1.007588; 1.009545; 1.010994; 1.014941; 1.019173; 1.024542; 1.027731; 1.027739; 1.029400; 1.035032; 1.040423; 1.042341; 1.040076; 1.037643; 1.035601; 1.032381; 1.026844; 1.019589; 1.011630; 1.009076; 1.005171; 1.001616; 0.999162; 0.996753; 0.991470; 0.984902; 0.983334; 0.985818; 0.989849; 0.993093; 0.992513; 0.994662; 0.999567; 1.004207; 1.004489; 1.005679; 1.005762; (); (); (); (); (); (); (); (); (); (); 
73.4; 15:09:47; (); (); (); (); (); (); 0.952901; 0.957309; 0.960731; 0.961859; 0.959745; 0.958006; 0.956643; 0.957493; 0.958902; 0.957018; 0.959460; 0.962757; 0.964962; 0.966442; 0.971174; 0.975579; 0.977776; 0.978543; 0.979115; 0.980786; 0.984082; 0.987806; 0.989322; 0.991881; 0.996514; 0.999594; 1.000908; 1.000353; 1.000063; 0.997583; 0.991249; 0.989820; 0.990838; 0.991145; 0.991556; 0.993138; 0.992679; 0.993519; 0.993862; 0.990521; 0.985155; 0.987098; 0.994830; 0.998474; 1.001755; 1.004513; 1.002681; 1.000831; 1.003472; 1.003968; 1.000256; 0.999287; 0.996753; 0.997734; 0.999786; 1.000086; 0.995823; 0.992158; 0.991533; 0.990647; 0.989853; 0.994518; 0.999441; 0.998045; 1.000523; 1.004162; 1.004318; 1.003185; 1.001112; 1.004796; 1.008010; 1.009038; 1.007579; 1.006474; 1.010528; 1.012526; 1.010667; 1.009347; 1.009056; 1.006603; 1.008979; 1.012236; 1.011549; 1.009784; 1.008505; 1.005869; 1.005902; 1.009658; 1.010499; 1.010116; 1.011053; 1.012884; 1.016630; 1.022577; 1.026860; 1.024190; 1.026488; 1.033604; 1.038058; 1.037113; 1.034789; 1.030892; 1.023685; 1.015537; 1.008287; 1.004994; 1.001367; 0.997070; 0.991328; 0.984928; 0.985458; 0.983393; 0.975694; 0.969619; 0.970660; 0.976621; 0.980308; 0.983166; 0.987777; 0.992676; 0.993465; 0.991882; 0.991642; (); (); (); (); (); (); (); (); (); (); (); 
74.1; 15:09:56; (); (); (); (); (); (); 0.942746; 0.946733; 0.949303; 0.949016; 0.947257; 0.947089; 0.946251; 0.949616; 0.951022; 0.952944; 0.959291; 0.964080; 0.967394; 0.970766; 0.974111; 0.976657; 0.979305; 0.981511; 0.984044; 0.987955; 0.992216; 0.995253; 0.997630; 1.000231; 1.002256; 1.003166; 1.002903; 0.998958; 0.998700; 0.996349; 0.993584; 0.992970; 0.993749; 0.993362; 0.991029; 0.991389; 0.993011; 0.993614; 0.993328; 0.990331; 0.989759; 0.994105; 1.001196; 1.005768; 1.010271; 1.010817; 1.009560; 1.007942; 1.011844; 1.011093; 1.007297; 1.003522; 1.000197; 1.000203; 1.001406; 1.000913; 0.998277; 0.993880; 0.990173; 0.988179; 0.987736; 0.990000; 0.994141; 0.992578; 0.996363; 1.000377; 1.002908; 1.003455; 1.003536; 1.005248; 1.004772; 1.002896; 1.002335; 1.004787; 1.009815; 1.011881; 1.012061; 1.010646; 1.011543; 1.010738; 1.013211; 1.014131; 1.011758; 1.010211; 1.009789; 1.009552; 1.012352; 1.014551; 1.015728; 1.014039; 1.013838; 1.015612; 1.020423; 1.025414; 1.026602; 1.024388; 1.029292; 1.035073; 1.037312; 1.035060; 1.032080; 1.028415; 1.023226; 1.015965; 1.011122; 1.008911; 1.006182; 1.001983; 0.997249; 0.996581; 0.998622; 0.995061; 0.987561; 0.983133; 0.986465; 0.992697; 0.995200; 0.997358; 1.001678; 1.004587; 1.004778; 1.002994; 1.003003; (); (); (); (); (); (); (); (); (); (); (); 
74.9; 15:10:05; (); (); (); (); (); (); 0.958871; 0.959081; 0.958886; 0.959133; 0.960084; 0.961660; 0.962605; 0.963656; 0.964224; 0.968088; 0.973566; 0.975790; 0.979039; 0.983138; 0.986341; 0.988988; 0.992328; 0.995643; 0.997036; 0.999764; 1.003187; 1.005991; 1.007888; 1.008542; 1.008357; 1.008296; 1.008992; 1.004320; 1.001356; 0.999030; 0.997511; 0.996710; 0.996914; 0.996113; 0.993328; 0.991882; 0.990990; 0.989074; 0.989552; 0.987967; 0.986899; 0.989788; 0.999368; 1.008683; 1.011782; 1.010555; 1.007022; 1.005449; 1.006666; 1.005196; 1.002708; 1.000820; 1.000598; 1.000605; 1.002959; 1.002068; 0.997926; 0.990994; 0.986095; 0.986925; 0.989792; 0.994574; 0.999836; 1.002426; 1.006741; 1.008793; 1.008964; 1.008962; 1.008512; 1.007382; 1.009452; 1.010476; 1.011433; 1.012886; 1.015173; 1.015463; 1.012205; 1.007791; 1.006209; 1.007439; 1.011704; 1.011190; 1.009195; 1.007993; 1.009179; 1.008198; 1.007928; 1.010375; 1.012506; 1.011287; 1.013664; 1.016981; 1.022159; 1.024938; 1.025475; 1.025939; 1.031758; 1.037675; 1.039859; 1.037490; 1.034024; 1.032296; 1.028542; 1.024431; 1.019711; 1.016234; 1.013833; 1.009333; 1.004704; 1.001625; 0.999549; 0.994038; 0.985874; 0.982635; 0.984430; 0.988738; 0.992070; 0.992676; 0.993791; 0.995525; 0.996102; 0.995652; 0.997078; 0.995301; (); (); (); (); (); (); (); (); (); (); 
75.7; 15:10:15; (); (); (); (); (); 0.942517; 0.944070; 0.947291; 0.949589; 0.949231; 0.946957; 0.946315; 0.945384; 0.948544; 0.951124; 0.951910; 0.957102; 0.961179; 0.964641; 0.967926; 0.971053; 0.973992; 0.977462; 0.979193; 0.980217; 0.983679; 0.988448; 0.991305; 0.993332; 0.995784; 0.998709; 0.999815; 0.999820; 0.996389; 0.993493; 0.992325; 0.988384; 0.987506; 0.988558; 0.988614; 0.987818; 0.988508; 0.989892; 0.990388; 0.990335; 0.988533; 0.987341; 0.992424; 1.000193; 1.004443; 1.007954; 1.009494; 1.007957; 1.006750; 1.010951; 1.009275; 1.006232; 1.002572; 0.998586; 0.999134; 1.000284; 0.999654; 0.996776; 0.992221; 0.989591; 0.988553; 0.987243; 0.989974; 0.994090; 0.992082; 0.995815; 0.999836; 1.001643; 1.002428; 1.001941; 1.003352; 1.003254; 1.001439; 1.001060; 1.002980; 1.008688; 1.011343; 1.010529; 1.009927; 1.011097; 1.009571; 1.011561; 1.010950; 1.009388; 1.007751; 1.007874; 1.007715; 1.011472; 1.013237; 1.014018; 1.011500; 1.010932; 1.012939; 1.017231; 1.021845; 1.025300; 1.024590; 1.029714; 1.034724; 1.037397; 1.034999; 1.031866; 1.026826; 1.020846; 1.014186; 1.008282; 1.006320; 1.002848; 0.999020; 0.995143; 0.991017; 0.992524; 0.989720; 0.982285; 0.981034; 0.984587; 0.991259; 0.993678; 0.996870; 1.002532; 1.007471; 1.008029; 1.006904; 1.006937; 1.008309; (); (); (); (); (); (); (); (); (); (); 
