Roll Number; 0
Recipe Name; B_R_B
Start Time; 2017-12-19; 13:53:49
File Name; D:\Mahlo\TR\171219135349B_R_B0_XMF2.txt

-0.5; 14:02:14; (); 0.665632; 0.676681; 0.688649; 0.695864; 0.703062; 0.706629; 0.710853; 0.717248; 0.718495; 0.717441; 0.712965; 0.704694; 0.694104; 0.684384; 0.670635; 0.654981; 0.640049; 0.625445; 0.613418; 0.597863; 0.579387; 0.563650; 0.545340; 0.527100; 0.509777; 0.498156; 0.488100; 0.477755; 0.472019; 0.473241; 0.475446; 0.478418; 0.478521; 0.477544; 0.476037; 0.474149; 0.470180; 0.464591; 0.459521; 0.455006; 0.448685; 0.445855; 0.442181; 0.436926; 0.425508; 0.413451; 0.400092; 0.382728; 0.367978; 0.356045; 0.339934; 0.326228; 0.318766; 0.311339; 0.304163; 0.296530; 0.289507; 0.283533; 0.277422; 0.274444; 0.273104; 0.272563; 0.275393; 0.279560; 0.284795; 0.296375; 0.310424; 0.321711; 0.330238; 0.337205; 0.342579; 0.345069; 0.345771; 0.345883; 0.345841; 0.346034; 0.347407; 0.348249; 0.347499; 0.346876; 0.341539; 0.336104; 0.331919; 0.328183; 0.326472; 0.328109; 0.334220; 0.344236; 0.357946; 0.374666; 0.396031; 0.418269; 0.436622; 0.454597; 0.471236; 0.487277; 0.500429; 0.511954; 0.522347; 0.533538; 0.541644; 0.546211; 0.547566; 0.543856; 0.535760; 0.523593; 0.509182; 0.497007; 0.481114; 0.468441; 0.460391; 0.449790; 0.441359; 0.429030; 0.421867; 0.414563; 0.405078; 0.397844; 0.386863; 0.375010; 0.356330; 0.343877; 0.325158; 0.309398; 0.299397; 0.284064; 0.273642; 0.254121; 0.247535; 0.221178; 0.195415; 0.171336; 0.147937; 0.135053; 0.125816; 0.120645; 0.115478; 0.105328; 0.099917; 
1.5; 14:02:26; 0.568547; 0.574847; 0.579090; 0.587090; 0.594391; 0.607015; 0.615345; 0.621379; 0.626253; 0.631936; 0.635159; 0.631658; 0.623897; 0.616958; 0.612396; 0.604321; 0.597576; 0.590992; 0.576061; 0.565636; 0.551287; 0.533993; 0.519020; 0.504471; 0.483424; 0.467521; 0.454012; 0.440754; 0.427963; 0.420387; 0.416166; 0.414933; 0.415436; 0.417840; 0.415715; 0.414053; 0.410913; 0.406605; 0.400154; 0.393316; 0.387257; 0.382622; 0.378787; 0.376659; 0.371167; 0.365112; 0.355114; 0.337554; 0.315349; 0.295928; 0.280051; 0.263400; 0.247319; 0.235471; 0.224253; 0.213206; 0.207005; 0.201502; 0.195707; 0.185173; 0.176775; 0.169326; 0.166483; 0.169292; 0.174152; 0.181698; 0.193163; 0.208871; 0.224847; 0.239391; 0.250822; 0.255983; 0.256716; 0.257199; 0.262427; 0.264488; 0.269149; 0.277526; 0.284289; 0.289211; 0.293175; 0.286099; 0.281000; 0.271809; 0.266934; 0.264157; 0.265073; 0.270352; 0.275879; 0.285683; 0.299653; 0.312510; 0.325795; 0.337750; 0.349247; 0.359205; 0.374246; 0.384284; 0.394057; 0.402879; 0.406969; 0.411099; 0.413736; 0.412359; 0.409699; 0.405070; 0.394599; 0.385338; 0.375519; 0.366189; 0.359381; 0.349147; 0.343057; 0.336725; 0.328972; 0.323498; 0.317529; 0.308641; 0.302797; 0.292336; 0.276598; 0.257205; 0.238440; 0.218589; 0.201264; 0.187315; 0.175192; 0.160984; 0.144183; 0.127180; 0.108148; 0.090116; 0.074622; 0.051287; 0.035693; 0.025720; 0.021348; 0.017757; 0.014260; (); 
3.6; 14:02:38; 0.240739; 0.563291; 0.570019; 0.576749; 0.583380; 0.590898; 0.599705; 0.605201; 0.611152; 0.612030; 0.610700; 0.601801; 0.591391; 0.583900; 0.577678; 0.566349; 0.556840; 0.545818; 0.534627; 0.521678; 0.507618; 0.492167; 0.477416; 0.459197; 0.442164; 0.430075; 0.422253; 0.411515; 0.400115; 0.393314; 0.393275; 0.391764; 0.392863; 0.391201; 0.387278; 0.379663; 0.374669; 0.369188; 0.365084; 0.357402; 0.352275; 0.347738; 0.344202; 0.339959; 0.334597; 0.318913; 0.306133; 0.286890; 0.271019; 0.255445; 0.244225; 0.227062; 0.213100; 0.202528; 0.194917; 0.185374; 0.179698; 0.174965; 0.167832; 0.162789; 0.163195; 0.157780; 0.165250; 0.170175; 0.179511; 0.185436; 0.198343; 0.211705; 0.224975; 0.235591; 0.246974; 0.247899; 0.251557; 0.248506; 0.250771; 0.250050; 0.255403; 0.254028; 0.257749; 0.257314; 0.258064; 0.253665; 0.250555; 0.243907; 0.239788; 0.239493; 0.244106; 0.249365; 0.263540; 0.272466; 0.289785; 0.305862; 0.325454; 0.340909; 0.354141; 0.365838; 0.380464; 0.389009; 0.398576; 0.407617; 0.416716; 0.420878; 0.422482; 0.421597; 0.419558; 0.413325; 0.407504; 0.394910; 0.381541; 0.368878; 0.361665; 0.351782; 0.345112; 0.337666; 0.331645; 0.319713; 0.316353; 0.306150; 0.296006; 0.280591; 0.269102; 0.253950; 0.245058; 0.230475; 0.212717; 0.194958; 0.182558; 0.167460; 0.152568; 0.139220; 0.123931; 0.095858; 0.078238; 0.052954; 0.042460; 0.030463; 0.023722; 0.015994; 0.004963; 0.005642; 
5.6; 14:02:50; 0.500712; 0.505786; 0.511385; 0.520058; 0.524804; 0.530907; 0.535493; 0.542488; 0.545248; 0.546237; 0.545445; 0.542714; 0.535815; 0.527904; 0.521120; 0.510749; 0.501749; 0.492182; 0.478137; 0.465296; 0.453840; 0.444096; 0.428633; 0.412893; 0.396378; 0.378913; 0.366238; 0.353704; 0.342834; 0.335176; 0.331947; 0.331234; 0.332092; 0.333103; 0.330382; 0.326814; 0.323730; 0.317197; 0.308986; 0.302215; 0.295191; 0.290981; 0.287770; 0.281848; 0.276372; 0.265880; 0.254326; 0.236168; 0.219368; 0.199581; 0.180917; 0.161918; 0.148811; 0.138464; 0.127062; 0.117798; 0.107443; 0.095585; 0.088712; 0.080784; 0.072778; 0.064129; 0.061843; 0.063844; 0.068405; 0.075746; 0.085581; 0.098279; 0.114598; 0.131175; 0.142908; 0.147009; 0.149533; 0.151034; 0.152337; 0.153400; 0.155670; 0.158310; 0.159624; 0.159643; 0.155587; 0.148002; 0.136400; 0.123221; 0.112605; 0.107487; 0.111301; 0.117311; 0.128111; 0.140107; 0.153307; 0.171905; 0.194767; 0.214335; 0.232249; 0.249058; 0.267150; 0.282961; 0.298489; 0.313351; 0.324946; 0.333179; 0.336827; 0.336909; 0.337201; 0.336062; 0.331075; 0.321368; 0.309929; 0.297047; 0.284483; 0.271404; 0.261636; 0.249606; 0.240775; 0.228890; 0.219677; 0.211282; 0.202190; 0.185115; 0.163491; 0.143567; 0.126113; 0.106143; 0.094625; 0.084350; 0.069032; 0.054296; 0.038724; 0.024395; 0.011760; -0.007206; -0.025474; -0.041510; -0.055595; -0.064292; -0.069269; -0.073558; -0.077248; (); 
7.7; 14:03:02; (); 0.485682; 0.492344; 0.500382; 0.508291; 0.513955; 0.518691; 0.523710; 0.526863; 0.530099; 0.529358; 0.522274; 0.514411; 0.503919; 0.497724; 0.486192; 0.478535; 0.466952; 0.453092; 0.440031; 0.428042; 0.412785; 0.397220; 0.381829; 0.364114; 0.347348; 0.334547; 0.324382; 0.319785; 0.315291; 0.316420; 0.314737; 0.316626; 0.316578; 0.315702; 0.312925; 0.309508; 0.300574; 0.296111; 0.287883; 0.281506; 0.275509; 0.272354; 0.266158; 0.259679; 0.247851; 0.230052; 0.211652; 0.193381; 0.170863; 0.152253; 0.135243; 0.124902; 0.110503; 0.105015; 0.092639; 0.084250; 0.072852; 0.064604; 0.054354; 0.054623; 0.053388; 0.054660; 0.058808; 0.065866; 0.074184; 0.090430; 0.107315; 0.123783; 0.135079; 0.144551; 0.149486; 0.157488; 0.159711; 0.160341; 0.156117; 0.157388; 0.156558; 0.155014; 0.151914; 0.146772; 0.135684; 0.122966; 0.110307; 0.105920; 0.103272; 0.106799; 0.112935; 0.122068; 0.140307; 0.160807; 0.179629; 0.202648; 0.227759; 0.246839; 0.264768; 0.285077; 0.303198; 0.321807; 0.333004; 0.345582; 0.351971; 0.356704; 0.356319; 0.354035; 0.348797; 0.341345; 0.329223; 0.314445; 0.301806; 0.291751; 0.279350; 0.267230; 0.256007; 0.247296; 0.239014; 0.229008; 0.218963; 0.208183; 0.192464; 0.176729; 0.157470; 0.146075; 0.127719; 0.117157; 0.104846; 0.094401; 0.080140; 0.062514; 0.047419; 0.026986; 0.012814; -0.005372; -0.027012; -0.040184; -0.048507; -0.051330; -0.056351; -0.059285; -0.066407; 
9.7; 14:03:14; 0.412887; 0.416093; 0.423443; 0.434413; 0.442423; 0.449705; 0.454648; 0.461873; 0.469351; 0.470948; 0.467377; 0.464232; 0.459528; 0.455822; 0.450176; 0.440624; 0.430877; 0.422185; 0.409136; 0.398902; 0.384258; 0.372631; 0.359419; 0.342274; 0.321383; 0.307166; 0.289512; 0.272324; 0.255684; 0.245010; 0.240845; 0.237999; 0.237009; 0.237004; 0.233797; 0.227715; 0.219508; 0.207254; 0.195514; 0.186600; 0.175998; 0.171635; 0.164101; 0.159256; 0.153591; 0.144124; 0.130099; 0.112438; 0.092783; 0.074221; 0.059475; 0.044314; 0.032006; 0.027095; 0.021627; 0.016113; 0.012232; 0.009109; 0.004343; -0.001949; -0.008150; -0.011613; -0.013261; -0.010835; -0.007350; -0.001363; 0.008590; 0.017121; 0.026825; 0.037404; 0.044834; 0.048864; 0.050417; 0.051062; 0.051953; 0.052513; 0.055424; 0.058972; 0.061219; 0.061262; 0.060586; 0.056935; 0.052414; 0.042545; 0.036913; 0.032617; 0.033447; 0.035648; 0.041824; 0.054263; 0.072553; 0.092058; 0.114074; 0.136030; 0.152948; 0.167734; 0.183979; 0.199579; 0.219220; 0.227794; 0.240663; 0.253442; 0.259215; 0.258617; 0.256182; 0.245382; 0.232090; 0.217475; 0.201824; 0.183561; 0.170939; 0.159183; 0.147562; 0.132794; 0.126542; 0.111974; 0.101106; 0.090474; 0.081505; 0.069673; 0.059042; 0.041044; 0.026765; 0.014260; 0.002690; -0.009640; -0.019123; -0.029884; -0.041892; -0.054400; -0.065218; -0.081800; -0.097729; -0.116213; -0.130540; -0.145746; -0.151973; -0.155229; -0.159545; (); 
11.7; 14:03:26; (); 0.423527; 0.432294; 0.441204; 0.447306; 0.453822; 0.458453; 0.461228; 0.463978; 0.465006; 0.463098; 0.458107; 0.450106; 0.442351; 0.435293; 0.425446; 0.416392; 0.402958; 0.389298; 0.380643; 0.369121; 0.356566; 0.338887; 0.324331; 0.311338; 0.297593; 0.284214; 0.272709; 0.257788; 0.247390; 0.247645; 0.250339; 0.253393; 0.251245; 0.250994; 0.244654; 0.234441; 0.225789; 0.216166; 0.207235; 0.200203; 0.187933; 0.178988; 0.176082; 0.165505; 0.149391; 0.133821; 0.113921; 0.090758; 0.065849; 0.050189; 0.037110; 0.028654; 0.020483; 0.012368; 0.005033; 0.002067; -0.001586; -0.005509; -0.011155; -0.014299; -0.015712; -0.013721; -0.007337; 0.001246; 0.010712; 0.019882; 0.026865; 0.037884; 0.050448; 0.059330; 0.062812; 0.061944; 0.062595; 0.065596; 0.065608; 0.069141; 0.070885; 0.068601; 0.065775; 0.062715; 0.059141; 0.056511; 0.047300; 0.042743; 0.039548; 0.040552; 0.048304; 0.062681; 0.076071; 0.094788; 0.117049; 0.140937; 0.167665; 0.186363; 0.202085; 0.220067; 0.237191; 0.250679; 0.266379; 0.279977; 0.291546; 0.298207; 0.297174; 0.292022; 0.281783; 0.268295; 0.253989; 0.236255; 0.219985; 0.203320; 0.190074; 0.181575; 0.171310; 0.154830; 0.142146; 0.128862; 0.119254; 0.106914; 0.094909; 0.076783; 0.061974; 0.048760; 0.033242; 0.017573; 0.009350; 0.000537; -0.012309; -0.032847; -0.047579; -0.069841; -0.080682; -0.099071; -0.118266; -0.137986; -0.144880; -0.152540; -0.159732; -0.164689; -0.172457; 
13.8; 14:03:39; 0.366246; 0.371291; 0.375123; 0.382072; 0.390562; 0.398355; 0.405653; 0.409778; 0.413811; 0.416555; 0.418738; 0.418322; 0.415829; 0.408517; 0.401865; 0.391435; 0.376736; 0.367111; 0.352841; 0.340384; 0.328767; 0.314602; 0.296883; 0.276413; 0.253307; 0.232582; 0.212771; 0.193174; 0.179845; 0.166255; 0.157003; 0.157455; 0.155735; 0.154563; 0.150760; 0.138631; 0.131441; 0.126569; 0.119939; 0.114463; 0.110211; 0.105452; 0.100970; 0.094538; 0.091641; 0.086644; 0.075987; 0.058990; 0.043285; 0.025168; 0.010786; -0.002248; -0.013849; -0.022416; -0.029334; -0.037185; -0.041869; -0.045797; -0.050669; -0.056091; -0.061836; -0.064561; -0.064639; -0.062034; -0.057749; -0.051726; -0.044231; -0.036143; -0.022885; -0.013650; -0.005617; -0.000610; -0.000153; -0.000060; 0.000797; 0.001289; 0.002033; 0.002091; 0.000951; -0.000531; -0.002559; -0.005395; -0.011057; -0.019429; -0.026277; -0.029489; -0.031164; -0.028099; -0.023563; -0.016537; -0.005339; 0.013158; 0.036369; 0.057073; 0.079430; 0.093809; 0.107001; 0.121547; 0.132668; 0.144567; 0.153508; 0.160925; 0.167991; 0.170013; 0.169502; 0.162909; 0.151106; 0.134972; 0.117850; 0.103313; 0.092705; 0.080182; 0.068398; 0.059714; 0.051324; 0.045018; 0.039446; 0.032173; 0.023577; 0.012919; 0.001263; -0.010905; -0.021157; -0.033926; -0.049261; -0.062847; -0.072265; -0.083374; -0.095127; -0.105999; -0.119641; -0.135987; -0.155786; -0.175576; -0.191273; -0.202045; -0.208419; -0.215088; -0.219405; (); 
15.8; 14:03:51; (); 0.336558; 0.346390; 0.357838; 0.367441; 0.374487; 0.380616; 0.385051; 0.390314; 0.393284; 0.391520; 0.386969; 0.379908; 0.371677; 0.363987; 0.348916; 0.335602; 0.318271; 0.302010; 0.289452; 0.275625; 0.261105; 0.243357; 0.225293; 0.207451; 0.188691; 0.172041; 0.155517; 0.143140; 0.136338; 0.137277; 0.138804; 0.146280; 0.143424; 0.136791; 0.129431; 0.122261; 0.115892; 0.110407; 0.104408; 0.100462; 0.094492; 0.091874; 0.086704; 0.079770; 0.066747; 0.052091; 0.032887; 0.015863; 0.000072; -0.010225; -0.021507; -0.028410; -0.037115; -0.041841; -0.047925; -0.049661; -0.055330; -0.058856; -0.064273; -0.066288; -0.067598; -0.061843; -0.058498; -0.051460; -0.046317; -0.035876; -0.026412; -0.014809; -0.005991; 0.002665; 0.004427; 0.009908; 0.010217; 0.011360; 0.012082; 0.014865; 0.014136; 0.014511; 0.012506; 0.011782; 0.006654; 0.000005; -0.006579; -0.014259; -0.017853; -0.016829; -0.015439; -0.009135; 0.005183; 0.023363; 0.040511; 0.061963; 0.085718; 0.105795; 0.122095; 0.140082; 0.153362; 0.166913; 0.176178; 0.185261; 0.195109; 0.199391; 0.202148; 0.202663; 0.190718; 0.179765; 0.162968; 0.145417; 0.129906; 0.119699; 0.104927; 0.094285; 0.087323; 0.079781; 0.070930; 0.062955; 0.056154; 0.047321; 0.031491; 0.022187; 0.009791; -0.000372; -0.012404; -0.022091; -0.032385; -0.042945; -0.055208; -0.068953; -0.078071; -0.097451; -0.112722; -0.124344; -0.144830; -0.164729; -0.173510; -0.181107; -0.187080; -0.193546; -0.199168; 
17.8; 14:04:03; 0.252317; 0.259128; 0.265904; 0.278090; 0.288931; 0.299501; 0.304437; 0.312682; 0.317710; 0.327547; 0.328805; 0.324696; 0.318754; 0.316645; 0.306914; 0.298876; 0.283748; 0.269976; 0.253052; 0.238112; 0.218501; 0.199225; 0.180481; 0.161828; 0.141082; 0.119726; 0.100415; 0.084249; 0.066740; 0.055363; 0.049592; 0.049826; 0.051507; 0.049620; 0.044695; 0.039930; 0.032952; 0.026451; 0.022077; 0.017601; 0.013936; 0.010229; 0.005349; -0.001032; -0.013452; -0.036660; -0.026659; -0.067745; -0.336833; 0.025047; 0.026274; 0.030858; 0.037100; 0.044431; 0.055093; 0.187545; 0.303350; (); (); (); (); (); 1.095080; 0.568721; 0.251378; 0.194972; 0.131565; 0.066439; 0.004506; -0.087542; -0.298859; -0.822596; -1.137053; -1.059775; -1.014790; -0.932126; -0.855897; -0.780564; -0.721756; -0.677533; -0.635916; -0.580354; -0.507344; -0.418703; -0.320953; -0.195679; 0.358444; 0.511550; 0.420372; 0.374262; 0.351986; 0.337846; 0.330721; 0.327236; 0.322951; 0.318901; 0.315531; 0.312506; 0.310248; 0.308509; 0.306936; 0.305921; 0.305192; 0.304151; 0.303388; 0.302922; 0.302255; 0.301371; 0.300560; 0.300220; 0.300028; 0.299756; 0.299449; 0.299278; 0.298978; 0.298662; 0.298409; 0.298105; 0.297780; 0.297411; 0.296947; 0.296513; 0.296185; 0.295835; 0.295365; 0.294851; 0.294601; 0.294428; 0.293989; 0.293652; 0.293271; 0.292863; 0.292469; 0.292070; 0.291780; 0.291463; 0.291350; 0.291214; 0.291137; (); 
