Roll Number; 0
Recipe Name; FP 4548_513 GSM
Start Time; 2017-11-01; 12:24:34
File Name; D:\Mahlo\TR\171101122434FP 4548_513 GSM0_XMF2.txt

539.0; 11:33:05; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.401813; 1.407957; 1.426849; 1.444165; 1.456856; 1.467848; 1.478934; 1.487577; 1.499591; 1.515201; 1.529001; 1.542954; 1.556983; 1.571076; 1.587220; 1.601420; 1.613058; 1.616422; 1.619630; 1.622491; 1.625001; 1.627313; 1.628822; 1.630009; 1.631222; 1.632221; 1.632898; 1.633550; 1.634400; 1.635268; 1.635961; 1.636385; 1.636188; 1.635477; 1.634711; 1.634207; 1.634082; 1.634244; 1.634436; 1.634554; 1.634675; 1.634921; 1.635182; 1.635210; 1.635083; 1.634699; 1.633941; 1.633056; 1.632180; 1.630832; 1.629287; 1.627571; 1.625660; 1.624197; 1.622767; 1.621205; 1.619764; 1.618137; 1.616216; 1.614526; 1.613044; 1.611726; 1.610749; 1.609935; 1.609401; 1.609034; 1.608764; 1.608316; 1.607662; 1.607152; 1.606666; 1.606209; 1.606147; 1.606708; 1.607668; 1.608988; 1.610745; 1.612418; 1.614460; 1.616900; 1.619278; 1.621289; 1.623445; 1.626076; 1.628413; 1.630704; 1.632900; 1.634703; 1.636151; 1.637171; 1.638049; 1.638721; 1.639154; 1.639281; 1.639340; 1.639399; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
540.5; 11:33:16; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.567533; 0.545561; 0.524001; 0.505029; 0.464480; 0.441153; 0.433517; 0.431707; 0.431073; 0.430166; 0.428864; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.605436; 1.604185; 1.602921; 1.603027; 1.604524; 1.606217; 1.608151; 1.609994; 1.611807; 1.613727; 1.615588; 1.617683; 1.620079; 1.622234; 1.624760; 1.627889; 1.631106; 1.634245; 1.636068; 1.637006; 1.637671; 1.638054; 1.638354; 1.638678; 1.639059; 1.639223; 1.639168; 1.639060; 1.638852; 1.638494; 1.638494; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
542.0; 11:33:23; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.634002; 1.633557; 1.629768; 1.626317; 1.623496; 1.620777; 1.618459; 1.616636; 1.614410; 1.611023; 1.607639; 1.604682; 1.601653; 1.598142; 1.595017; 1.591857; 1.588841; 1.588092; 1.587372; 1.586463; 1.585620; 1.584653; 1.583601; 1.582835; 1.582325; 1.582003; 1.582040; 1.582448; 1.582942; 1.583527; 1.584269; 1.584885; 1.585712; 1.587070; 1.588799; 1.590586; 1.592747; 1.595497; 1.598136; 1.600847; 1.603654; 1.605793; 1.607411; 1.608823; 1.609877; 1.611000; 1.612541; 1.613782; 1.614241; 1.614056; 1.613571; 1.612922; 1.612025; 1.610607; 1.608327; 1.606082; 1.604030; 1.602044; 1.600378; 1.598940; 1.597365; 1.595731; 1.594580; 1.594367; 1.594802; 1.595243; 1.595404; 1.595496; 1.595777; 1.596606; 1.597975; 1.599476; 1.600708; 1.601621; 1.602393; 1.603104; 1.603874; 1.604627; 1.605167; 1.605279; 1.605247; 1.605648; 1.606419; 1.607439; 1.608677; 1.609089; 1.609264; 1.609621; 1.610263; 1.611149; 1.612202; 1.612833; (); (); (); (); (); (); (); (); (); (); 
542.9; 11:33:33; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.577308; 1.577389; 1.577639; 1.579566; 1.584395; 1.589637; 1.594713; 1.599178; 1.603538; 1.607789; 1.608914; (); (); (); (); (); (); (); (); (); (); 1.608865; 1.610415; 1.612356; 1.613550; 1.614466; 1.615357; 1.616291; 1.617375; 1.619234; 1.621755; 1.624364; 1.626763; 1.629233; 1.631753; 1.633453; 1.634619; 1.635450; 1.636345; 1.637600; 1.639149; 1.640748; 1.642190; 1.643100; 1.643217; 1.642771; 1.641657; 1.640077; 1.638432; 1.637186; 1.636390; 1.636194; 1.636312; 1.636199; 1.635632; 1.634873; 1.634124; 1.633550; 1.633414; 1.633744; 1.634819; 1.636680; 1.638809; 1.640602; 1.642225; 1.643383; 1.643574; 1.643312; 1.642887; 1.642049; 1.640842; 1.639540; 1.637796; 1.636089; 1.634147; 1.631771; 1.628890; 1.625401; 1.621820; 1.618671; 1.615895; 1.613498; 1.611888; 1.610652; 1.609670; 1.608936; 1.608378; 1.607890; 1.607544; 1.607581; 1.607872; 1.608498; 1.609446; 1.610573; 1.611889; 1.613376; 1.614895; 1.617148; 1.619375; 1.621860; 1.624417; 1.626742; 1.629111; 1.631641; 1.633647; 1.635166; 1.636570; 1.638030; 1.639750; 1.641630; 1.643539; 1.645377; 1.612833; (); (); (); (); (); (); (); (); (); (); 
544.3; 11:33:42; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.581306; 1.578997; 1.577137; 1.575693; 1.574497; 1.573794; 1.573256; 1.572425; 1.571297; 1.570113; 1.568618; 1.567103; 1.565862; 1.564778; 1.563722; 1.563344; 1.564225; 1.565329; 1.566319; 1.567256; 1.567998; 1.568603; 1.569566; 1.570931; 1.572492; 1.574242; 1.575600; 1.576722; 1.577638; 1.578158; 1.578297; 1.578188; 1.577910; 1.577418; 1.576966; 1.576558; 1.576015; 1.575347; 1.574600; 1.574064; 1.573684; 1.573643; 1.574186; 1.575135; 1.576302; 1.577755; 1.579698; 1.582139; 1.584689; 1.587378; 1.590666; 1.593891; 1.597332; 1.601241; 1.604960; 1.608033; 1.610593; 1.612757; 1.614376; 1.615617; 1.616945; 1.618464; 1.619531; 1.620033; 1.620227; 1.619960; 1.619281; 1.618378; 1.617422; 1.616465; 1.615555; 1.615201; 1.615479; 1.616084; 1.616714; 1.617074; 1.617019; 1.616838; 1.616855; 1.616926; 1.616806; 1.616442; 1.615816; 1.614712; 1.613294; 1.611825; 1.610002; 1.607532; 1.604852; 1.602348; 1.599906; 1.597359; 1.595230; 1.593081; 1.590928; 1.589540; 1.588537; 1.587698; 1.587436; 1.587623; 1.588101; 1.588842; 1.589863; 1.591007; 1.592343; 1.593812; 1.595405; 1.597370; 1.599816; 1.601920; 1.603495; 1.604695; 1.605891; 1.607026; 1.608243; 1.609668; 1.610782; (); (); (); (); (); (); 
545.4; 11:33:50; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.575693; 1.616560; 1.617476; 1.618158; 1.618691; 1.619239; 1.619695; 1.619877; 1.620430; 1.620905; 1.621033; 1.620951; 1.620845; 1.620644; 1.620332; 1.619980; 1.619288; 1.618458; 1.617518; 1.616430; 1.615551; 1.614877; 1.614705; 1.615136; 1.615657; 1.616228; 1.617045; 1.617807; 1.618533; 1.619484; 1.620921; 1.622822; 1.625165; 1.628132; 1.631111; 1.633570; 1.635679; 1.637360; 1.638674; 1.639926; 1.641040; 1.641846; 1.642389; 1.642893; 1.643126; 1.642702; 1.641286; 1.639557; 1.637620; 1.635506; 1.633793; 1.632140; 1.630218; 1.628332; 1.626670; 1.625219; 1.623836; 1.622659; 1.621759; 1.620949; 1.620461; 1.620448; 1.620498; 1.620384; 1.619937; 1.619452; 1.619200; 1.619322; 1.619557; 1.619659; 1.619693; 1.619556; 1.619078; 1.618538; 1.618273; 1.617908; 1.617416; 1.616978; 1.616611; 1.616330; 1.615816; 1.614607; 1.612707; 1.610895; 1.609170; 1.607415; 1.606071; 1.605206; 1.604526; 1.603798; 1.603126; 1.602697; 1.602379; 1.601994; 1.601795; 1.601958; 1.602888; 1.604390; 1.606457; 1.608943; 1.611331; 1.613252; 1.614942; 1.616664; 1.618096; 1.619413; 1.620618; 1.621474; 1.622527; 1.623900; 1.625174; 1.626302; 1.627137; 1.627244; (); (); (); (); (); (); 
546.6; 11:33:59; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.584263; 1.583765; 1.583319; 1.583036; 1.582989; 1.583162; 1.583428; 1.583774; 1.584275; 1.585000; 1.586034; 1.587489; 1.588848; 1.590174; 1.591746; 1.593563; 1.595572; 1.597426; 1.599908; 1.602263; 1.603859; 1.605847; 1.607943; 1.609297; 1.610164; 1.610451; 1.610066; 1.609286; 1.608633; 1.607879; 1.606807; 1.605558; 1.604411; 1.603179; 1.601589; 1.599851; 1.598098; 1.596097; 1.594099; 1.592304; 1.590980; 1.590449; 1.590506; 1.590781; 1.591196; 1.591688; 1.592081; 1.592365; 1.592741; 1.593224; 1.594004; 1.595453; 1.597373; 1.599611; 1.602362; 1.605175; 1.607532; 1.609740; 1.612103; 1.614442; 1.616622; 1.618965; 1.621626; 1.623886; 1.626202; 1.628585; 1.631062; 1.633189; 1.634825; 1.636378; 1.637268; 1.637583; 1.637423; 1.636937; 1.636183; 1.635172; 1.633666; 1.632008; 1.630277; 1.628042; 1.625277; 1.621789; 1.618618; 1.615476; 1.611926; 1.608859; 1.605939; 1.603004; 1.600667; 1.598779; 1.597490; 1.596600; 1.596033; 1.595959; 1.596660; 1.598170; 1.600075; 1.601822; 1.603551; 1.605635; 1.607773; 1.610333; 1.612908; 1.615229; 1.617602; 1.619270; 1.620415; 1.621166; 1.621428; 1.621711; 1.621901; 1.621985; 1.622058; 1.622148; 1.622182; 1.621701; (); (); (); 
547.7; 11:34:07; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.589401; 1.590320; 1.591179; 1.591266; 1.590971; 1.590600; 1.590324; 1.590535; 1.591105; 1.591439; 1.591604; 1.591627; 1.591378; 1.590949; 1.590514; 1.590194; 1.589876; 1.589868; 1.590742; 1.592271; 1.594156; 1.596180; 1.597888; 1.599454; 1.600954; 1.602317; 1.603717; 1.605042; 1.606180; 1.607156; 1.607898; 1.608780; 1.609536; 1.609810; 1.609545; 1.608988; 1.608357; 1.607760; 1.607674; 1.608082; 1.608817; 1.609957; 1.611336; 1.613178; 1.615636; 1.617891; 1.620032; 1.621871; 1.623446; 1.624982; 1.626477; 1.628017; 1.629057; 1.629439; 1.629233; 1.628249; 1.626298; 1.623758; 1.620743; 1.617450; 1.613916; 1.609832; 1.606209; 1.602455; 1.598188; 1.594170; 1.591068; 1.588401; 1.585772; 1.583917; 1.582570; 1.581774; 1.581635; 1.581718; 1.582042; 1.582660; 1.583555; 1.584647; 1.586110; 1.587784; 1.589184; 1.590293; 1.591338; 1.592048; 1.592351; 1.592433; 1.592403; 1.592446; 1.592694; 1.593115; 1.593655; 1.594168; 1.594731; 1.595379; 1.595926; 1.596340; 1.597021; 1.597791; 1.598862; 1.600434; 1.601906; 1.603318; 1.604785; 1.606052; 1.606939; 1.607583; 1.608360; 1.608911; 1.609267; 1.609759; 1.610405; 1.611028; 1.611495; 1.611789; 1.611825; (); (); (); 
548.8; 11:34:15; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.550607; 1.551532; 1.554359; 1.556691; 1.559098; 1.561065; 1.562928; 1.564949; 1.567210; 1.569603; 1.572261; 1.574834; 1.577481; 1.579957; 1.582264; 1.585141; 1.587890; 1.589110; 1.589975; 1.590502; 1.590476; 1.589968; 1.589366; 1.588934; 1.588492; 1.588159; 1.587957; 1.587589; 1.586616; 1.584826; 1.582950; 1.581113; 1.579053; 1.577153; 1.575908; 1.575044; 1.574411; 1.573694; 1.572137; 1.570193; 1.568208; 1.565952; 1.563962; 1.562659; 1.561990; 1.561699; 1.561663; 1.561616; 1.561446; 1.561381; 1.561438; 1.561536; 1.562067; 1.564390; 1.568029; 1.571499; 1.575548; 1.579443; 1.582420; 1.585034; 1.587564; 1.590231; 1.593649; 1.596708; 1.599813; 1.602875; 1.605742; 1.608528; 1.610045; 1.610599; 1.610792; 1.610954; 1.611161; 1.611571; 1.612069; 1.612368; 1.612270; 1.611525; 1.610518; 1.609493; 1.608405; 1.607332; 1.606095; 1.604781; 1.603595; 1.602659; 1.601697; 1.600786; 1.600282; 1.600014; 1.599929; 1.599949; 1.600242; 1.600736; 1.601266; 1.601632; 1.601738; 1.601793; 1.602096; 1.602867; 1.603829; 1.604801; 1.605581; 1.606073; 1.606455; 1.607002; 1.607943; 1.608401; 1.608485; 1.608622; 1.609056; 1.610050; 1.611468; 1.612434; (); (); (); (); 
550.0; 11:34:24; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.593197; 1.594131; 1.595002; 1.595422; 1.595737; 1.596169; 1.596671; 1.597448; 1.598727; 1.599790; 1.600487; 1.600658; 1.600371; 1.600039; 1.599957; 1.600143; 1.600390; 1.600710; 1.601066; 1.601435; 1.601628; 1.601495; 1.601220; 1.600888; 1.600810; 1.601212; 1.602033; 1.603162; 1.603846; 1.603980; 1.603546; 1.602731; 1.602065; 1.601695; 1.601456; 1.601424; 1.601597; 1.601971; 1.602511; 1.602826; 1.603067; 1.603458; 1.604186; 1.605398; 1.607152; 1.609498; 1.611969; 1.613983; 1.615465; 1.616920; 1.618430; 1.619674; 1.620775; 1.621806; 1.622728; 1.623381; 1.623672; 1.623725; 1.623445; 1.623030; 1.622788; 1.622538; 1.622226; 1.621760; 1.621149; 1.620389; 1.619428; 1.618525; 1.617703; 1.616867; 1.616257; 1.615798; 1.615433; 1.615208; 1.614763; 1.614072; 1.613417; 1.612712; 1.612315; 1.612401; 1.612682; 1.613153; 1.614068; 1.615144; 1.616272; 1.617453; 1.618377; 1.618771; 1.618627; 1.618254; 1.617769; 1.617012; 1.616269; 1.615761; 1.615328; 1.614982; 1.614686; 1.613978; 1.612769; 1.611098; 1.609487; 1.607872; 1.608071; 1.609571; 1.611389; 1.613658; 1.615753; 1.617815; 1.619915; 1.621560; 1.622890; 1.623675; 1.624605; 1.626020; 1.628232; 1.631313; 1.634819; 1.635933; (); (); (); (); 
551.1; 11:34:32; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.586033; 1.586469; 1.587831; 1.589183; 1.590306; 1.591437; 1.592682; 1.593894; 1.595341; 1.597149; 1.598784; 1.599818; 1.600946; 1.602145; 1.603515; 1.605280; 1.606709; 1.607558; 1.608524; 1.609301; 1.609737; 1.609921; 1.609939; 1.609810; 1.609637; 1.609847; 1.610506; 1.611417; 1.612165; 1.612616; 1.612932; 1.613062; 1.613164; 1.613302; 1.613556; 1.614027; 1.614669; 1.615533; 1.616623; 1.617599; 1.618318; 1.618772; 1.619071; 1.619409; 1.619830; 1.620259; 1.620761; 1.621121; 1.621339; 1.621373; 1.621204; 1.620828; 1.620101; 1.619361; 1.618788; 1.618311; 1.617942; 1.617793; 1.617772; 1.617827; 1.617946; 1.618229; 1.618897; 1.619830; 1.620835; 1.621952; 1.623149; 1.624754; 1.626319; 1.627587; 1.628975; 1.630378; 1.631508; 1.632252; 1.632771; 1.633001; 1.632641; 1.631911; 1.631106; 1.630245; 1.629562; 1.628899; 1.628016; 1.627262; 1.626557; 1.625437; 1.623961; 1.622813; 1.622227; 1.621942; 1.621779; 1.621806; 1.621844; 1.621648; 1.621225; 1.620741; 1.620398; 1.620220; 1.619859; 1.619521; 1.619598; 1.619818; 1.619910; 1.619671; 1.619381; 1.619371; 1.619269; 1.619262; 1.619476; 1.619877; 1.620216; 1.620390; 1.620466; (); (); (); (); (); (); (); (); (); 
