Roll Number; 4
Recipe Name; FP 4578_199 GSM
Start Time; 2017-11-23; 08:49:00
File Name; D:\Mahlo\TR\171123084900FP 4578_199 GSM4_XMF2.txt

15263.0; 08:49:12; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 2.787406; 2.787080; 2.785423; 2.784259; 2.783680; 2.783398; 2.783144; 2.782776; 2.781652; 2.779971; 2.778262; 2.776552; 2.774731; 2.773365; 2.772155; 2.770574; 2.768969; 2.768044; 2.766675; 2.764975; 2.762919; 2.760846; 2.758744; 2.756529; 2.754663; 2.753166; 2.751466; 2.749515; 2.746465; 2.742667; 2.739431; 2.736504; 2.733325; 2.730066; 2.727787; 2.726178; 2.724441; 2.722811; 2.721842; 2.721360; 2.721585; 2.722665; 2.724198; 2.726708; 2.730172; 2.733912; 2.737279; 2.739446; 2.740923; 2.742250; 2.743119; 2.743846; 2.744419; 2.744171; 2.742768; 2.740781; 2.737724; 2.733617; 2.728828; 2.724325; 2.719255; 2.714352; 2.711789; 2.710189; 2.708837; 2.707683; 2.706460; 2.705358; 2.704726; 2.704613; 2.704916; 2.705377; 2.705960; 2.706732; 2.707472; 2.707568; 2.707182; 2.705652; 2.703721; 2.702247; 2.701099; 2.700341; 2.700135; 2.700340; 2.700889; 2.701477; 2.702270; 2.703544; 2.705163; 2.707024; 2.709505; 2.712728; 2.714789; 2.717325; 2.719775; 2.721884; 2.723895; 2.725113; 2.726186; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
15264.0; 08:49:21; (); (); (); (); (); (); 2.756293; 2.757299; 2.758751; 2.759697; 2.760385; 2.760699; 2.760836; 2.760546; 2.760262; 2.759899; 2.759399; 2.759220; 2.759156; 2.758755; 2.758033; 2.756945; 2.755227; 2.753469; 2.751510; 2.749081; 2.746551; 2.744285; 2.742576; 2.740718; 2.738971; 2.736676; 2.733006; 2.729454; 2.726041; 2.722994; 2.719815; 2.716441; 2.713854; 2.711442; 2.709627; 2.708098; 2.707123; 2.706595; 2.706905; 2.707734; 2.709272; 2.711741; 2.715076; 2.718088; 2.720716; 2.723150; 2.724990; 2.725976; 2.726310; 2.726276; 2.726444; 2.725925; 2.724611; 2.722082; 2.718394; 2.713916; 2.709470; 2.704668; 2.699362; 2.694719; 2.691765; 2.689935; 2.688560; 2.687618; 2.686885; 2.686261; 2.686017; 2.686328; 2.687336; 2.688774; 2.690149; 2.691476; 2.692808; 2.693774; 2.694069; 2.693413; 2.692400; 2.691400; 2.690789; 2.690769; 2.691404; 2.692863; 2.694416; 2.695883; 2.697265; 2.699125; 2.702079; 2.705129; 2.708727; 2.712801; 2.717468; 2.723049; 2.728102; 2.731633; 2.734179; 2.735806; 2.737912; 2.740379; 2.742414; 2.744764; 2.747047; 2.749040; 2.750974; 2.752348; 2.753045; 2.753199; 2.753152; 2.753232; 2.753844; 2.755451; 2.758123; 2.759508; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
15264.7; 08:49:30; (); (); (); (); (); (); 2.741296; 2.741045; 2.738972; 2.735832; 2.733028; 2.730105; 2.727755; 2.726336; 2.724771; 2.722718; 2.720894; 2.719363; 2.717911; 2.716193; 2.713859; 2.711620; 2.710046; 2.709908; 2.710697; 2.711890; 2.713635; 2.714895; 2.715349; 2.715034; 2.714309; 2.712901; 2.711256; 2.709425; 2.707229; 2.705662; 2.704067; 2.702554; 2.700622; 2.699014; 2.697935; 2.696976; 2.696093; 2.695622; 2.695826; 2.696636; 2.698139; 2.700294; 2.702945; 2.705521; 2.707894; 2.710995; 2.714057; 2.716150; 2.717304; 2.717969; 2.718337; 2.718718; 2.719311; 2.719738; 2.719745; 2.719212; 2.718806; 2.718516; 2.718426; 2.718048; 2.716873; 2.715930; 2.714742; 2.713500; 2.712685; 2.711704; 2.711278; 2.710916; 2.710269; 2.709614; 2.708809; 2.707550; 2.705986; 2.704107; 2.702424; 2.701288; 2.700808; 2.700901; 2.700958; 2.700600; 2.699678; 2.697537; 2.694794; 2.692391; 2.689940; 2.688179; 2.686705; 2.684759; 2.683283; 2.681556; 2.679141; 2.676386; 2.674120; 2.672391; 2.671010; 2.670543; 2.670843; 2.671720; 2.673199; 2.674739; 2.675694; 2.676507; 2.677592; 2.679368; 2.681472; 2.684198; 2.687272; 2.690431; 2.692901; 2.695571; 2.698812; 2.701870; 2.704540; 2.706865; 2.709250; 2.711693; 2.714258; 2.717026; 2.718669; 2.720154; 2.721065; 2.721942; 2.723532; 2.725142; (); (); (); (); (); (); (); (); (); (); 
15265.5; 08:49:39; (); (); (); (); (); (); 2.712382; 2.714489; 2.717887; 2.719525; 2.720422; 2.720973; 2.720939; 2.720772; 2.720571; 2.720179; 2.719200; 2.718179; 2.716779; 2.714962; 2.712433; 2.709097; 2.705466; 2.702694; 2.700508; 2.698724; 2.697573; 2.696716; 2.696127; 2.696151; 2.696932; 2.698878; 2.701076; 2.703192; 2.705651; 2.709156; 2.712229; 2.714836; 2.716530; 2.717830; 2.718908; 2.719181; 2.719516; 2.720053; 2.720437; 2.720356; 2.719529; 2.718784; 2.718352; 2.718026; 2.717057; 2.715862; 2.714406; 2.713000; 2.711537; 2.709514; 2.708552; 2.708027; 2.707498; 2.706731; 2.705732; 2.704682; 2.703424; 2.701526; 2.699326; 2.697454; 2.695890; 2.694925; 2.694557; 2.693943; 2.692869; 2.691070; 2.688385; 2.684858; 2.681868; 2.679009; 2.676198; 2.673720; 2.671837; 2.670383; 2.668464; 2.666408; 2.664083; 2.661664; 2.660333; 2.659716; 2.659899; 2.661141; 2.662741; 2.664637; 2.666720; 2.668710; 2.670603; 2.672137; 2.673679; 2.676614; 2.680374; 2.683982; 2.687720; 2.690972; 2.693921; 2.696998; 2.699859; 2.702784; 2.705957; 2.708813; 2.711518; 2.714403; 2.717790; 2.720326; 2.722003; 2.723232; 2.724215; 2.725430; 2.726735; 2.726589; 2.726033; 2.725457; 2.724613; 2.723692; 2.722899; 2.722047; 2.721094; 2.720132; 2.719464; 2.719001; 2.718475; 2.717679; 2.716455; 2.715334; (); (); (); (); (); (); (); (); (); (); 
15266.2; 08:49:48; (); (); (); (); (); (); 1.294491; 1.294570; 1.294915; 1.294984; 1.295005; 1.295124; 1.295254; 1.295347; 1.295586; 1.296049; 1.296597; 1.297120; 1.297624; 1.297976; 1.298139; 1.298189; 1.297959; 1.297441; 1.297225; 1.296912; 1.296579; 1.296095; 1.295481; 1.294646; 1.293371; 1.292130; 1.290866; 1.289555; 1.288453; 1.287547; 1.287001; 1.286611; 1.286214; 1.285886; 1.285647; 1.285282; 1.284994; 1.284804; 1.284935; 1.285246; 1.285621; 1.286276; 1.286825; 1.287220; 1.287616; 1.287980; 1.288262; 1.288522; 1.288632; 1.288534; 1.288570; 1.288752; 1.288981; 1.288928; 1.288848; 1.288563; 1.288142; 1.287844; 1.287550; 1.287173; 1.286470; 1.285897; 1.285179; 1.284487; 1.283966; 1.283235; 1.282491; 1.281618; 1.280846; 1.280105; 1.279387; 1.278645; 1.277771; 1.276900; 1.276140; 1.275914; 1.275654; 1.275271; 1.275011; 1.274870; 1.274698; 1.274301; 1.273817; 1.273386; 1.272883; 1.272464; 1.272258; 1.272472; 1.272950; 1.273344; 1.273501; 1.273748; 1.274139; 1.274775; 1.275718; 1.277177; 1.279175; 1.281558; 1.283621; 1.285206; 1.286818; 1.288554; 1.289732; 1.290159; 1.290430; 1.290769; 1.291106; 1.291178; 1.290806; 1.290145; 1.288877; 1.287354; 1.285579; 1.283759; 1.282547; 1.281608; 1.280658; 1.280136; 1.279863; 1.279490; 1.279110; 1.278567; 1.278219; 1.278048; (); (); (); (); (); (); (); (); (); (); 
15267.0; 08:49:57; (); (); (); (); (); (); 1.288609; 1.288275; 1.287960; 1.287554; 1.287378; 1.287287; 1.287072; 1.286516; 1.285469; 1.284485; 1.283686; 1.282953; 1.281892; 1.280723; 1.279613; 1.278823; 1.278153; 1.277468; 1.276817; 1.276205; 1.275327; 1.274813; 1.274477; 1.274359; 1.274460; 1.274838; 1.275376; 1.275785; 1.276026; 1.276309; 1.276610; 1.276795; 1.276989; 1.277194; 1.277271; 1.277366; 1.277445; 1.277618; 1.277947; 1.277956; 1.277523; 1.276978; 1.276625; 1.276366; 1.276015; 1.275561; 1.274804; 1.274124; 1.273408; 1.272717; 1.272181; 1.271484; 1.270387; 1.269362; 1.268693; 1.268104; 1.267599; 1.266925; 1.266098; 1.265759; 1.265912; 1.266304; 1.266791; 1.267255; 1.267705; 1.268088; 1.268418; 1.268706; 1.268681; 1.268781; 1.269124; 1.269605; 1.270480; 1.271292; 1.271858; 1.272243; 1.272512; 1.273032; 1.273880; 1.275198; 1.276492; 1.278070; 1.280546; 1.283173; 1.285600; 1.287548; 1.289229; 1.290240; 1.290790; 1.291266; 1.291770; 1.292103; 1.292150; 1.291780; 1.291001; 1.289562; 1.287739; 1.285693; 1.284041; 1.282598; 1.281572; 1.280740; 1.280176; 1.280008; 1.279993; 1.280195; 1.280507; 1.281054; 1.281656; 1.282610; 1.283986; 1.285638; 1.287012; 1.288239; 1.289474; 1.290419; 1.291194; 1.291912; 1.292371; 1.292897; 1.293378; 1.293908; 1.294327; 1.294531; (); (); (); (); (); (); (); (); (); (); 
15267.7; 08:50:06; (); (); (); (); (); (); 4.114639; 4.112858; 4.108753; 4.106220; 4.104460; 4.102974; 4.102004; 4.101280; 4.100168; 4.098856; 4.096970; 4.094914; 4.092486; 4.088438; 4.083927; 4.079400; 4.076069; 4.073960; 4.071321; 4.067994; 4.064703; 4.060800; 4.056194; 4.051559; 4.045469; 4.037860; 4.032345; 4.029104; 4.027202; 4.026379; 4.026822; 4.027847; 4.028931; 4.030269; 4.032018; 4.033961; 4.036307; 4.039785; 4.044617; 4.049834; 4.055279; 4.061159; 4.065460; 4.068979; 4.072130; 4.073389; 4.073023; 4.072307; 4.071554; 4.071471; 4.072195; 4.073290; 4.074611; 4.075752; 4.076305; 4.076914; 4.077440; 4.077344; 4.076071; 4.073795; 4.072374; 4.072375; 4.072696; 4.072495; 4.070664; 4.067064; 4.062977; 4.058357; 4.053149; 4.048911; 4.044423; 4.038956; 4.034419; 4.032015; 4.030538; 4.028529; 4.026582; 4.025164; 4.024220; 4.023566; 4.023535; 4.024195; 4.025074; 4.026068; 4.026650; 4.027753; 4.029724; 4.031795; 4.033687; 4.034862; 4.035955; 4.037016; 4.037655; 4.038407; 4.039627; 4.040645; 4.041154; 4.041265; 4.041192; 4.041063; 4.040393; 4.039184; 4.038442; 4.038494; 4.039128; 4.040269; 4.042440; 4.044895; 4.046662; 4.048564; 4.050737; 4.052822; 4.055240; 4.057435; 4.059683; 4.062440; 4.064571; 4.065906; 4.067187; 4.068261; 4.068546; 4.068094; 4.066987; 4.065508; (); (); (); (); (); (); (); (); (); (); 
15268.5; 08:50:16; (); (); (); (); (); (); 4.100095; 4.096384; 4.091697; 4.088097; 4.084885; 4.081149; 4.077469; 4.073479; 4.066845; 4.058639; 4.050800; 4.045010; 4.041027; 4.038235; 4.036578; 4.036028; 4.036472; 4.037336; 4.038743; 4.040465; 4.042562; 4.045127; 4.048675; 4.052880; 4.057822; 4.063850; 4.068727; 4.072440; 4.075826; 4.078133; 4.079150; 4.078664; 4.077383; 4.076396; 4.076364; 4.076991; 4.078302; 4.079854; 4.080983; 4.082005; 4.083057; 4.084071; 4.084412; 4.083547; 4.081784; 4.080656; 4.080693; 4.080993; 4.080676; 4.078720; 4.074891; 4.070356; 4.065101; 4.058736; 4.052616; 4.046987; 4.041083; 4.035162; 4.031657; 4.029261; 4.026681; 4.023896; 4.021123; 4.019195; 4.017692; 4.016867; 4.017011; 4.017784; 4.018524; 4.019126; 4.020342; 4.022252; 4.024699; 4.027044; 4.028715; 4.030206; 4.031672; 4.033322; 4.035012; 4.037023; 4.038950; 4.040413; 4.041490; 4.042263; 4.042595; 4.042472; 4.041912; 4.041370; 4.041097; 4.041589; 4.042858; 4.044499; 4.046490; 4.048226; 4.049902; 4.051508; 4.053096; 4.055167; 4.057525; 4.060120; 4.062107; 4.064072; 4.065980; 4.067215; 4.067864; 4.067423; 4.065686; 4.062825; 4.060538; 4.059518; 4.058386; 4.057488; 4.056703; 4.055747; 4.054870; 4.054131; 4.053663; 4.053172; 4.052475; 4.051728; 4.051596; 4.052322; 4.054177; 4.056125; (); (); (); (); (); (); (); (); (); (); 
15269.3; 08:50:25; (); (); (); (); (); (); 4.062400; 4.062194; 4.059552; 4.056622; 4.053798; 4.051514; 4.050080; 4.049585; 4.049154; 4.048530; 4.048846; 4.050145; 4.051631; 4.053422; 4.055633; 4.057786; 4.060122; 4.064635; 4.069272; 4.073312; 4.077520; 4.081764; 4.084722; 4.087272; 4.087686; 4.084808; 4.080016; 4.074281; 4.066646; 4.058333; 4.050598; 4.042818; 4.034486; 4.027186; 4.020868; 4.014028; 4.006200; 3.998829; 3.993473; 3.992108; 3.994874; 3.999124; 4.004417; 4.010620; 4.018137; 4.025667; 4.032015; 4.038406; 4.043510; 4.049167; 4.056785; 4.063457; 4.069619; 4.074655; 4.077319; 4.077890; 4.077030; 4.075182; 4.071916; 4.068523; 4.066355; 4.064196; 4.061953; 4.059078; 4.054542; 4.049930; 4.045599; 4.041126; 4.037631; 4.034150; 4.030018; 4.026508; 4.024468; 4.023096; 4.021538; 4.019528; 4.017192; 4.014634; 4.012198; 4.009981; 4.007648; 4.005481; 4.002695; 4.000468; 3.998949; 3.998056; 3.997001; 3.995397; 3.993714; 3.992362; 3.991056; 3.990681; 3.991867; 3.994290; 3.997954; 4.000967; 4.002832; 4.004480; 4.005945; 4.007018; 4.007812; 4.009496; 4.012501; 4.016621; 4.021183; 4.024867; 4.027486; 4.029927; 4.031885; 4.033947; 4.037703; 4.042833; 4.048976; 4.054979; 4.060613; 4.067241; 4.074295; 4.080043; 4.082498; 4.084748; 4.087803; 4.090902; 4.094866; 4.100851; (); (); (); (); (); (); (); (); (); (); 
15270.0; 08:50:34; (); (); (); (); (); (); 4.061448; 4.061019; 4.060376; 4.060076; 4.059741; 4.059181; 4.058524; 4.058272; 4.057384; 4.051639; 4.042903; 4.034455; 4.023945; 4.011307; 3.998231; 3.985294; 3.974321; 3.965073; 3.954433; 3.942694; 3.931217; 3.919783; 3.908703; 3.901571; 3.901888; 3.910422; 3.923253; 3.934267; 3.945912; 3.959623; 3.973531; 3.983733; 3.995062; 4.007871; 4.021406; 4.035749; 4.048010; 4.059538; 4.067830; 4.073229; 4.074997; 4.074798; 4.073278; 4.070681; 4.068106; 4.065671; 4.063468; 4.061713; 4.059055; 4.054221; 4.048270; 4.042677; 4.038915; 4.035331; 4.030407; 4.025479; 4.021212; 4.017944; 4.015800; 4.013938; 4.011892; 4.009432; 4.006423; 4.004103; 4.002332; 4.000681; 3.999010; 3.996857; 3.995093; 3.994376; 3.994185; 3.994130; 3.993936; 3.993380; 3.992801; 3.992620; 3.993140; 3.994802; 3.997617; 4.001277; 4.004512; 4.007050; 4.009081; 4.010599; 4.011650; 4.012384; 4.013645; 4.016220; 4.019470; 4.023083; 4.026923; 4.029873; 4.031756; 4.032987; 4.034529; 4.037103; 4.040929; 4.046401; 4.052825; 4.060204; 4.066882; 4.072665; 4.077416; 4.082057; 4.086479; 4.090711; 4.095037; 4.099951; 4.106740; 4.113099; 4.120950; 4.127947; 4.133316; 4.138340; 4.142816; 4.147569; 4.151970; 4.154939; 4.158070; 4.162001; 4.165746; 4.170917; 4.176318; 4.178905; (); (); (); (); (); (); (); (); (); (); 
15270.8; 08:50:43; (); (); (); (); (); (); 2.533584; 2.534584; 2.538905; 2.541585; 2.543390; 2.544698; 2.545846; 2.547279; 2.549138; 2.551603; 2.554815; 2.557919; 2.560597; 2.562796; 2.565050; 2.566990; 2.568054; 2.566826; 2.566069; 2.565884; 2.566110; 2.566152; 2.565563; 2.564295; 2.562461; 2.559921; 2.557530; 2.555691; 2.554230; 2.552975; 2.551910; 2.551536; 2.551877; 2.552473; 2.553269; 2.554136; 2.555573; 2.557879; 2.561372; 2.565068; 2.568857; 2.572470; 2.575911; 2.578174; 2.580510; 2.583131; 2.584595; 2.584960; 2.584410; 2.582693; 2.580081; 2.576011; 2.571581; 2.567594; 2.562883; 2.558260; 2.553734; 2.547997; 2.542990; 2.538261; 2.533021; 2.529037; 2.526105; 2.524246; 2.523165; 2.522497; 2.522792; 2.523587; 2.524505; 2.525398; 2.526085; 2.526933; 2.528055; 2.529584; 2.531673; 2.534372; 2.536202; 2.537032; 2.536823; 2.536140; 2.534867; 2.533406; 2.532227; 2.531259; 2.530846; 2.530926; 2.530812; 2.530530; 2.529864; 2.528879; 2.527429; 2.526665; 2.526753; 2.527901; 2.530000; 2.533249; 2.536936; 2.539671; 2.541544; 2.543163; 2.544559; 2.546680; 2.549314; 2.552846; 2.556807; 2.560055; 2.563330; 2.565833; 2.567887; 2.569258; 2.569513; 2.569182; 2.569162; 2.569288; 2.569141; 2.568258; 2.566098; 2.563646; 2.562404; 2.560875; 2.559463; 2.557887; 2.555386; 2.551949; (); (); (); (); (); (); (); (); (); (); 
