Roll Number; 0
Recipe Name; FP 4583_432 GSM
Start Time; 2017-10-25; 13:29:25
File Name; D:\Mahlo\TR\171025132925FP 4583_432 GSM0_THICKNESS2.txt

6823.9; 13:30:29; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.692409; 0.692621; 0.692509; 0.693417; 0.694428; 0.692244; 0.686327; 0.683914; 0.681381; 0.676456; 0.673508; 0.673836; 0.674657; 0.675309; 0.675735; 0.676900; 0.676885; 0.674746; 0.673105; 0.669529; 0.671044; 0.675538; 0.677348; 0.679448; 0.683310; 0.683126; 0.679724; 0.676185; 0.675830; 0.677488; 0.678595; 0.680169; 0.681628; 0.681570; 0.682654; 0.682814; 0.682085; 0.681710; 0.681604; 0.682846; 0.686145; 0.686332; 0.685422; 0.684326; 0.680789; 0.679935; 0.679168; 0.675178; 0.672086; 0.671122; 0.672148; 0.676086; 0.681572; 0.687190; 0.688975; 0.689038; 0.691845; 0.697128; 0.701741; 0.705127; 0.707884; 0.711895; 0.716658; 0.721421; 0.724853; 0.725413; 0.725658; 0.724543; 0.720467; 0.717220; 0.716699; 0.715124; 0.713250; 0.713420; 0.715892; 0.717936; 0.719059; 0.718109; 0.716308; 0.714188; 0.712809; 0.711761; 0.711557; 0.712463; 0.714790; 0.715788; 0.715697; 0.714278; 0.713732; 0.713110; 0.709585; 0.708489; 0.711275; 0.714659; 0.717067; 0.718654; 0.717148; 0.714884; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
6826.1; 13:30:38; (); (); (); (); (); (); (); (); 0.737661; 0.729833; 0.726202; 0.722580; 0.719676; 0.718238; 0.717208; 0.715860; 0.712823; 0.706648; 0.699904; 0.692561; 0.685651; 0.682185; 0.678671; 0.678602; 0.680960; 0.683236; 0.684530; 0.685545; 0.684348; 0.682367; 0.683113; 0.685193; 0.687147; 0.689868; 0.693543; 0.695179; 0.695972; 0.700222; 0.702494; 0.701331; 0.697363; 0.697179; 0.700269; 0.703871; 0.705697; 0.705872; 0.709309; 0.712401; 0.712630; 0.710924; 0.708556; 0.706989; 0.704522; 0.704075; 0.704765; 0.703418; 0.699820; 0.693537; 0.689203; 0.688475; 0.687717; 0.685668; 0.683908; 0.683584; 0.683633; 0.682481; 0.682997; 0.682342; 0.679076; 0.678499; 0.680843; 0.683046; 0.687234; 0.691068; 0.690701; 0.687471; 0.682622; 0.682215; 0.682958; 0.684902; 0.688019; 0.688318; 0.690544; 0.694735; 0.696709; 0.697847; 0.700848; 0.698770; 0.696362; 0.698839; 0.704459; 0.707933; 0.707761; 0.705797; 0.703205; 0.701534; 0.702545; 0.702633; 0.703587; 0.704127; 0.702792; 0.700617; 0.702653; 0.702230; 0.700175; 0.699519; 0.700948; 0.701647; 0.704122; 0.707539; 0.709363; 0.709004; 0.707405; 0.703897; 0.701865; 0.702502; 0.703890; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
6827.9; 13:30:47; (); (); (); (); (); (); (); (); 0.721825; 0.725856; 0.725190; 0.721728; 0.718007; 0.715676; 0.717638; 0.714454; 0.710614; 0.707343; 0.706407; 0.708127; 0.711575; 0.711318; 0.709909; 0.709774; 0.705116; 0.703565; 0.703718; 0.705139; 0.706973; 0.704286; 0.709314; 0.713801; 0.716024; 0.714494; 0.712216; 0.708483; 0.706373; 0.706346; 0.703685; 0.703223; 0.702777; 0.702855; 0.703618; 0.703669; 0.703628; 0.701093; 0.696988; 0.695249; 0.697778; 0.699521; 0.700785; 0.698878; 0.694661; 0.694683; 0.694957; 0.696684; 0.699059; 0.699460; 0.699188; 0.701635; 0.703742; 0.708455; 0.711850; 0.711951; 0.711651; 0.714785; 0.720611; 0.725215; 0.728231; 0.734845; 0.739285; 0.741360; 0.744704; 0.749092; 0.749421; 0.750361; 0.752234; 0.754539; 0.758638; 0.765471; 0.769044; 0.772150; 0.774912; 0.776061; 0.775664; 0.776329; 0.775789; 0.774838; 0.774131; 0.775162; 0.778065; 0.775281; 0.774576; 0.772082; 0.766180; 0.764362; 0.761552; 0.757306; 0.755892; 0.755670; 0.753825; 0.755823; 0.758125; 0.759470; 0.757323; 0.755467; 0.758484; 0.756252; 0.755590; 0.759775; 0.764719; 0.766298; 0.770824; 0.772334; 0.771729; 0.770520; 0.766481; 0.762691; 0.761523; 0.765537; 0.770428; 0.770939; 0.774764; 0.776660; 0.775826; 0.771238; 0.769891; 0.768296; 0.767748; (); (); (); (); (); (); (); (); (); (); (); 
6829.6; 13:30:56; (); (); (); (); (); (); (); (); 0.708530; 0.712709; 0.716420; 0.714102; 0.712255; 0.711611; 0.713000; 0.716510; 0.716178; 0.720112; 0.722479; 0.722769; 0.724540; 0.730112; 0.732754; 0.733978; 0.735037; 0.736627; 0.739724; 0.742562; 0.745077; 0.743883; 0.739643; 0.742075; 0.743969; 0.744996; 0.746698; 0.750346; 0.749901; 0.750906; 0.752246; 0.753910; 0.757051; 0.760588; 0.759299; 0.757516; 0.758847; 0.762861; 0.760557; 0.758277; 0.758415; 0.759357; 0.758328; 0.753863; 0.754047; 0.751244; 0.745822; 0.738812; 0.734692; 0.732179; 0.730628; 0.727270; 0.721096; 0.721422; 0.723325; 0.725398; 0.724971; 0.723299; 0.726396; 0.724182; 0.724959; 0.727328; 0.729587; 0.731884; 0.735737; 0.741167; 0.748132; 0.755226; 0.758080; 0.753262; 0.746405; 0.742213; 0.739346; 0.737255; 0.741127; 0.742733; 0.744701; 0.743895; 0.740380; 0.740631; 0.740348; 0.736802; 0.731866; 0.728963; 0.731419; 0.732752; 0.732754; 0.731466; 0.729377; 0.726718; 0.724596; 0.723671; 0.724697; 0.726588; 0.726995; 0.727232; 0.729672; 0.732458; 0.732970; 0.730451; 0.733542; 0.739404; 0.745461; 0.748154; 0.747922; 0.747697; 0.750564; 0.754594; 0.758730; 0.757528; 0.757015; 0.758449; 0.760091; 0.762649; 0.765413; 0.763979; 0.763117; 0.762955; 0.764550; 0.767935; 0.770816; (); (); (); (); (); (); (); (); (); (); (); 
6831.4; 13:31:05; (); (); (); (); (); (); (); (); 0.738449; 0.736096; 0.733020; 0.736275; 0.738020; 0.737178; 0.736697; 0.736581; 0.734809; 0.734122; 0.734690; 0.733636; 0.732441; 0.734325; 0.737048; 0.739612; 0.742289; 0.746290; 0.746387; 0.745850; 0.746410; 0.745272; 0.743497; 0.745222; 0.746955; 0.747264; 0.747057; 0.744587; 0.742439; 0.739613; 0.737569; 0.736499; 0.737254; 0.736797; 0.734615; 0.733754; 0.736331; 0.738451; 0.736393; 0.735265; 0.737003; 0.740321; 0.741404; 0.739804; 0.740893; 0.743538; 0.744761; 0.744253; 0.744972; 0.748623; 0.748267; 0.744718; 0.740962; 0.742770; 0.743153; 0.741740; 0.740621; 0.740378; 0.741325; 0.744238; 0.747169; 0.749853; 0.751840; 0.753867; 0.756701; 0.761079; 0.765813; 0.770446; 0.771111; 0.772041; 0.775303; 0.779604; 0.783192; 0.783287; 0.781010; 0.777092; 0.774064; 0.771307; 0.769995; 0.770142; 0.770933; 0.771977; 0.773833; 0.779243; 0.785225; 0.785531; 0.783270; 0.781105; 0.781644; 0.780935; 0.779291; 0.777545; 0.774900; 0.771109; 0.768846; 0.765206; 0.761523; 0.757378; 0.751179; 0.744749; 0.743496; 0.744431; 0.746727; 0.748057; 0.748281; 0.751038; 0.754985; 0.758208; 0.760206; 0.760457; 0.761656; 0.763110; 0.764316; 0.764884; 0.764727; 0.763203; 0.761606; 0.760145; 0.758699; 0.758518; 0.756947; (); (); (); (); (); (); (); (); (); (); (); 
6833.2; 13:31:13; (); (); (); (); (); (); (); (); 0.709557; 0.711395; 0.715324; 0.718747; 0.721619; 0.724666; 0.726911; 0.728229; 0.726627; 0.725223; 0.724011; 0.722103; 0.724280; 0.728233; 0.731811; 0.733900; 0.733842; 0.731555; 0.728555; 0.722771; 0.713729; 0.709429; 0.708302; 0.708746; 0.710740; 0.712135; 0.712229; 0.711545; 0.712576; 0.714016; 0.716402; 0.719542; 0.722148; 0.725385; 0.730780; 0.735789; 0.736191; 0.737418; 0.741796; 0.747260; 0.754489; 0.759560; 0.763022; 0.763088; 0.760769; 0.758190; 0.754123; 0.751488; 0.749641; 0.746990; 0.746519; 0.748866; 0.748543; 0.745082; 0.740392; 0.733851; 0.733203; 0.735279; 0.738662; 0.742926; 0.747282; 0.749259; 0.751932; 0.754681; 0.757208; 0.758779; 0.759722; 0.758144; 0.757116; 0.758749; 0.762320; 0.759169; 0.756506; 0.749764; 0.743689; 0.742397; 0.741149; 0.741957; 0.743104; 0.744800; 0.747307; 0.749022; 0.751334; 0.755062; 0.758462; 0.759852; 0.765108; 0.771040; 0.777336; 0.781351; 0.782409; 0.787374; 0.790165; 0.790976; 0.791593; 0.791730; 0.791586; 0.790112; 0.787664; 0.785809; 0.785704; 0.785721; 0.781281; 0.782559; 0.785690; 0.786428; 0.785661; 0.784777; 0.787991; 0.790474; 0.791042; 0.790831; 0.790683; 0.791507; 0.792742; 0.793538; 0.792525; 0.793631; 0.792298; 0.790456; 0.788966; (); (); (); (); (); (); (); (); (); (); (); 
6834.9; 13:31:22; (); (); (); (); (); (); (); (); 0.716680; 0.715666; 0.715912; 0.718246; 0.721724; 0.721807; 0.723320; 0.723875; 0.726587; 0.730225; 0.734156; 0.737642; 0.737516; 0.738497; 0.740295; 0.738930; 0.740056; 0.740577; 0.740074; 0.739193; 0.738818; 0.738531; 0.741489; 0.741929; 0.739998; 0.736851; 0.734831; 0.735642; 0.733130; 0.729970; 0.729250; 0.730524; 0.730509; 0.729852; 0.729062; 0.729097; 0.729590; 0.730677; 0.731003; 0.732304; 0.737275; 0.742573; 0.742729; 0.743337; 0.743434; 0.742714; 0.741007; 0.743699; 0.746436; 0.746729; 0.744981; 0.743664; 0.741830; 0.741989; 0.739503; 0.735104; 0.732447; 0.733071; 0.739107; 0.743841; 0.746979; 0.751048; 0.750804; 0.751826; 0.755175; 0.760502; 0.762390; 0.762990; 0.765759; 0.769840; 0.772925; 0.775335; 0.775838; 0.772822; 0.770762; 0.769164; 0.765805; 0.763166; 0.764556; 0.766124; 0.768724; 0.773134; 0.775265; 0.777275; 0.777787; 0.776838; 0.776288; 0.778097; 0.779428; 0.784176; 0.791232; 0.799792; 0.809431; 0.810173; 0.810489; 0.810450; 0.809618; 0.808541; 0.805964; 0.806231; 0.807902; 0.807999; 0.808251; 0.808607; 0.807631; 0.803967; 0.799269; 0.793685; 0.792437; 0.788707; 0.784797; 0.781917; 0.779527; 0.778897; 0.777602; 0.776858; 0.777529; 0.777100; 0.774800; 0.770487; 0.788966; (); (); (); (); (); (); (); (); (); (); (); 
6836.7; 13:31:31; (); (); (); (); (); (); (); 0.735823; 0.729057; 0.728166; 0.728838; 0.731619; 0.733139; 0.732693; 0.733131; 0.731526; 0.726886; 0.726508; 0.721842; 0.718976; 0.715284; 0.710947; 0.711034; 0.711968; 0.713241; 0.711867; 0.706476; 0.704496; 0.701792; 0.701280; 0.704676; 0.707215; 0.707071; 0.710750; 0.712587; 0.716252; 0.719465; 0.719356; 0.715976; 0.718354; 0.723022; 0.728108; 0.729450; 0.730883; 0.728841; 0.724541; 0.721564; 0.720735; 0.722048; 0.723483; 0.724899; 0.727387; 0.731508; 0.736382; 0.735724; 0.736605; 0.739303; 0.742985; 0.748011; 0.751692; 0.753195; 0.754768; 0.757112; 0.759079; 0.758514; 0.761588; 0.767834; 0.773353; 0.772506; 0.771198; 0.766973; 0.762896; 0.760241; 0.757142; 0.751971; 0.751009; 0.751049; 0.750410; 0.749436; 0.747787; 0.745998; 0.743552; 0.742407; 0.744076; 0.744428; 0.748143; 0.751737; 0.754160; 0.757732; 0.762078; 0.764667; 0.765061; 0.762824; 0.762261; 0.765087; 0.764502; 0.762865; 0.761867; 0.760845; 0.756227; 0.753492; 0.754189; 0.754919; 0.755504; 0.757863; 0.760570; 0.763791; 0.767517; 0.770044; 0.769203; 0.769447; 0.766937; 0.765183; 0.766555; 0.771006; 0.771396; 0.770279; 0.770977; 0.772648; 0.773497; 0.772999; 0.773576; 0.773544; 0.774296; 0.775796; 0.775330; 0.778278; 0.781828; (); (); (); (); (); (); (); (); (); (); (); (); 
6838.5; 13:31:40; (); (); (); (); (); (); (); 0.710735; 0.710171; 0.718811; 0.726238; 0.729064; 0.726813; 0.729394; 0.730777; 0.731929; 0.732469; 0.731851; 0.734640; 0.736489; 0.736190; 0.735760; 0.736010; 0.738851; 0.736333; 0.734460; 0.734306; 0.735814; 0.734327; 0.735855; 0.738095; 0.739065; 0.742222; 0.744626; 0.747053; 0.751753; 0.757504; 0.762030; 0.762004; 0.761154; 0.761867; 0.762945; 0.763169; 0.763474; 0.763493; 0.764051; 0.765932; 0.767588; 0.768342; 0.772353; 0.772447; 0.769759; 0.769447; 0.766800; 0.763398; 0.760723; 0.759598; 0.760362; 0.758682; 0.755706; 0.753551; 0.750647; 0.747142; 0.746890; 0.744038; 0.744376; 0.745596; 0.746102; 0.750254; 0.756272; 0.757833; 0.756634; 0.755247; 0.755384; 0.751414; 0.748307; 0.747888; 0.750070; 0.752968; 0.755120; 0.755512; 0.755487; 0.755023; 0.753180; 0.750688; 0.751817; 0.757206; 0.762366; 0.765238; 0.771556; 0.770372; 0.768632; 0.767155; 0.763558; 0.762425; 0.764919; 0.766620; 0.765699; 0.767689; 0.772553; 0.775552; 0.775741; 0.774849; 0.773464; 0.770607; 0.776191; 0.781151; 0.782368; 0.782129; 0.784850; 0.783379; 0.787060; 0.792528; 0.793410; 0.792100; 0.790556; 0.790545; 0.792252; 0.795958; 0.802204; 0.804515; 0.804785; 0.806030; 0.809021; 0.808415; 0.809473; 0.807022; 0.807080; (); (); (); (); (); (); (); (); (); (); (); (); 
6840.2; 13:31:49; (); (); (); (); (); (); 0.748827; 0.749472; 0.750319; 0.749531; 0.748389; 0.748401; 0.749177; 0.750176; 0.749004; 0.754127; 0.759686; 0.761346; 0.760556; 0.757680; 0.757028; 0.758393; 0.758055; 0.755777; 0.754999; 0.753627; 0.752053; 0.750556; 0.747181; 0.745254; 0.741513; 0.739965; 0.740249; 0.741140; 0.743052; 0.741208; 0.740531; 0.741459; 0.743274; 0.743278; 0.743241; 0.742693; 0.742794; 0.745716; 0.747171; 0.747351; 0.746053; 0.744726; 0.744323; 0.742825; 0.737545; 0.733788; 0.731974; 0.732206; 0.734905; 0.738397; 0.743951; 0.747230; 0.745413; 0.746115; 0.748711; 0.752119; 0.754511; 0.755325; 0.754125; 0.757758; 0.760935; 0.762590; 0.763127; 0.762902; 0.764376; 0.763822; 0.765173; 0.767598; 0.767904; 0.769187; 0.770585; 0.770645; 0.772297; 0.778434; 0.786976; 0.792146; 0.795236; 0.795235; 0.792852; 0.793013; 0.792875; 0.791522; 0.790775; 0.790806; 0.789303; 0.789045; 0.789406; 0.788597; 0.784156; 0.776058; 0.776101; 0.778759; 0.782280; 0.784760; 0.783282; 0.781071; 0.781609; 0.783121; 0.785781; 0.788908; 0.790327; 0.791929; 0.794183; 0.795751; 0.796429; 0.791091; 0.784264; 0.781589; 0.782734; 0.785031; 0.788004; 0.786228; 0.784786; 0.784624; 0.786210; 0.783534; 0.781643; 0.781526; 0.782216; 0.782739; 0.784796; 0.787665; (); (); (); (); (); (); (); (); (); (); (); (); 
6842.0; 13:31:58; (); (); (); (); (); (); 0.708367; 0.711452; 0.716520; 0.722473; 0.727054; 0.731641; 0.731432; 0.732246; 0.734805; 0.733955; 0.734717; 0.737219; 0.744285; 0.750342; 0.750227; 0.751554; 0.753935; 0.753935; 0.752686; 0.751772; 0.751989; 0.753291; 0.752446; 0.750360; 0.752961; 0.753305; 0.754493; 0.752000; 0.750748; 0.751443; 0.749748; 0.743010; 0.739805; 0.739728; 0.739496; 0.735549; 0.734155; 0.735480; 0.735569; 0.733159; 0.733576; 0.734920; 0.734986; 0.733968; 0.735296; 0.740007; 0.745281; 0.745350; 0.741349; 0.738328; 0.738814; 0.737877; 0.734114; 0.730795; 0.732907; 0.734360; 0.730223; 0.730168; 0.733185; 0.732012; 0.728910; 0.729234; 0.729960; 0.732062; 0.735605; 0.738533; 0.742202; 0.745771; 0.747767; 0.746928; 0.748535; 0.750225; 0.754364; 0.757414; 0.759378; 0.762436; 0.762251; 0.763471; 0.765692; 0.768391; 0.770010; 0.768821; 0.772644; 0.775158; 0.775633; 0.776827; 0.780409; 0.781053; 0.781744; 0.782500; 0.781274; 0.779322; 0.780907; 0.781866; 0.783201; 0.786847; 0.794710; 0.796797; 0.801633; 0.803324; 0.802931; 0.804857; 0.807461; 0.812065; 0.817206; 0.824685; 0.834567; 0.839398; 0.840716; 0.841407; 0.841588; 0.839369; 0.838403; 0.837701; 0.838635; 0.839566; 0.838581; 0.837695; 0.835466; 0.832264; 0.827379; 0.787665; (); (); (); (); (); (); (); (); (); (); (); (); 
