Roll Number; 0
Recipe Name; FP 4576_257 GSM
Start Time; 2018-04-17; 11:41:22
File Name; D:\Mahlo\TR\180417114122FP 4576_257 GSM0_THICKNESS2.txt

619.8; 11:41:55; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.661615; 0.662468; 0.661064; 0.663308; 0.666647; 0.667881; 0.667351; 0.664975; 0.660234; 0.657464; 0.657068; 0.654302; 0.653431; 0.652613; 0.651072; 0.649852; 0.648653; 0.648286; 0.645895; 0.642837; 0.642788; 0.645561; 0.648831; 0.651823; 0.652979; 0.653449; 0.655210; 0.657278; 0.658853; 0.660647; 0.661612; 0.661132; 0.660552; 0.659568; 0.658312; 0.655810; 0.652758; 0.648782; 0.645611; 0.644500; 0.644584; 0.644460; 0.643707; 0.642671; 0.642236; 0.642663; 0.644298; 0.646894; 0.649101; 0.650588; 0.651235; 0.652504; 0.654871; 0.655836; 0.656392; 0.656364; 0.657329; 0.658920; 0.660838; 0.660716; 0.660264; 0.658665; 0.656283; 0.654652; 0.655474; 0.655747; 0.657003; 0.660240; 0.662922; 0.663521; 0.664767; 0.665443; 0.666120; 0.667245; 0.668483; 0.669844; 0.671374; 0.673089; 0.674211; 0.674993; 0.676728; 0.678660; 0.678728; 0.678207; 0.677673; 0.676172; 0.675825; 0.675548; 0.675571; 0.676229; 0.676472; 0.678612; 0.680428; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
624.1; 11:42:03; (); (); (); (); (); (); (); (); (); 0.665434; 0.666366; 0.664509; 0.663235; 0.662356; 0.663902; 0.663714; 0.663451; 0.663545; 0.664129; 0.665467; 0.665813; 0.665840; 0.665154; 0.663597; 0.661401; 0.661618; 0.661627; 0.661782; 0.661253; 0.659268; 0.658699; 0.657004; 0.655868; 0.655458; 0.655312; 0.655433; 0.655513; 0.653137; 0.649839; 0.648173; 0.648150; 0.647186; 0.646591; 0.647134; 0.648836; 0.651154; 0.651569; 0.651495; 0.651008; 0.649863; 0.647929; 0.645857; 0.647795; 0.650616; 0.652808; 0.653215; 0.652431; 0.651243; 0.650058; 0.648207; 0.644133; 0.643084; 0.642918; 0.643183; 0.644283; 0.646354; 0.649501; 0.652203; 0.653035; 0.653996; 0.655935; 0.658852; 0.663479; 0.664465; 0.665869; 0.668665; 0.669793; 0.670590; 0.670320; 0.670298; 0.670582; 0.670671; 0.669932; 0.670055; 0.670217; 0.670223; 0.668883; 0.666422; 0.667588; 0.667353; 0.667046; 0.667739; 0.667442; 0.668113; 0.668120; 0.667646; 0.666188; 0.664777; 0.665119; 0.663405; 0.662929; 0.664377; 0.665720; 0.663811; 0.664171; 0.663741; 0.662817; 0.663230; 0.663375; 0.662993; 0.662985; 0.663174; 0.662926; 0.660826; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
627.5; 11:42:12; (); (); (); (); (); (); (); (); (); 0.681242; 0.679944; 0.679496; 0.678374; 0.677973; 0.677549; 0.676265; 0.675133; 0.672464; 0.670913; 0.671188; 0.669029; 0.667956; 0.666355; 0.664889; 0.664477; 0.663906; 0.661312; 0.659771; 0.658330; 0.657774; 0.657804; 0.656397; 0.655577; 0.653790; 0.652390; 0.651440; 0.651095; 0.649236; 0.647547; 0.647111; 0.649481; 0.652740; 0.654095; 0.653535; 0.653355; 0.653965; 0.655712; 0.658280; 0.658763; 0.659795; 0.661506; 0.662906; 0.665785; 0.666573; 0.664217; 0.661431; 0.659056; 0.656154; 0.655189; 0.654456; 0.653623; 0.652879; 0.652375; 0.654475; 0.655580; 0.656173; 0.657175; 0.659832; 0.664377; 0.666648; 0.668870; 0.672108; 0.675053; 0.677454; 0.679022; 0.680336; 0.682109; 0.683107; 0.681881; 0.681320; 0.681276; 0.680488; 0.678475; 0.676487; 0.678563; 0.679276; 0.681859; 0.685466; 0.687940; 0.688400; 0.689074; 0.688316; 0.689443; 0.692009; 0.694667; 0.694788; 0.695861; 0.697646; 0.699863; 0.700769; 0.701801; 0.701572; 0.699659; 0.698950; 0.700569; 0.701401; 0.701009; 0.698697; 0.696287; 0.695373; 0.695924; 0.695051; 0.692283; 0.688607; 0.685012; 0.682328; 0.680470; 0.680108; 0.678698; 0.676643; 0.675232; 0.675591; 0.676062; 0.675697; 0.674431; 0.672867; 0.672369; (); (); (); (); (); (); (); (); (); (); (); (); (); 
630.9; 11:42:21; (); (); (); (); (); (); (); (); 0.668133; 0.668613; 0.669799; 0.670284; 0.669324; 0.670081; 0.670362; 0.670960; 0.672057; 0.672602; 0.671399; 0.669645; 0.671279; 0.672105; 0.671338; 0.668557; 0.668124; 0.666827; 0.666037; 0.665727; 0.664479; 0.662650; 0.659372; 0.657015; 0.655320; 0.653756; 0.653497; 0.652441; 0.650829; 0.650400; 0.653323; 0.653967; 0.653453; 0.653700; 0.654864; 0.656757; 0.658498; 0.661789; 0.664861; 0.666988; 0.668924; 0.669121; 0.668131; 0.669327; 0.670803; 0.671164; 0.671365; 0.671616; 0.670119; 0.666554; 0.663031; 0.660139; 0.657107; 0.654787; 0.654612; 0.654036; 0.652504; 0.651495; 0.649254; 0.647273; 0.644870; 0.642933; 0.645296; 0.648591; 0.653629; 0.658922; 0.662427; 0.662607; 0.661474; 0.661170; 0.661975; 0.663773; 0.667984; 0.671777; 0.673087; 0.674838; 0.675828; 0.675473; 0.673597; 0.670235; 0.666820; 0.666434; 0.667940; 0.670064; 0.670970; 0.672352; 0.672720; 0.671683; 0.670857; 0.672790; 0.674328; 0.674938; 0.674449; 0.674996; 0.674490; 0.674842; 0.674544; 0.674177; 0.673221; 0.673601; 0.675717; 0.678610; 0.680644; 0.681890; 0.681726; 0.681434; 0.682158; 0.684286; 0.687441; 0.688138; 0.689355; 0.690520; 0.692435; 0.694829; 0.695355; 0.693461; 0.691259; 0.689831; 0.689214; (); (); (); (); (); (); (); (); (); (); (); (); (); 
634.3; 11:42:30; (); (); (); (); (); (); (); (); 0.666504; 0.666828; 0.667942; 0.669095; 0.669766; 0.669309; 0.667846; 0.667955; 0.666572; 0.666769; 0.668055; 0.666886; 0.666634; 0.667114; 0.666777; 0.665461; 0.664583; 0.662296; 0.659486; 0.659166; 0.660692; 0.661623; 0.660333; 0.659492; 0.658243; 0.656848; 0.655260; 0.653717; 0.650860; 0.649587; 0.649774; 0.650797; 0.652778; 0.653243; 0.651220; 0.649111; 0.648054; 0.648008; 0.649982; 0.652846; 0.656845; 0.660189; 0.662350; 0.665015; 0.665840; 0.665760; 0.663760; 0.661795; 0.661410; 0.662237; 0.663939; 0.666280; 0.668048; 0.667266; 0.665914; 0.665535; 0.664800; 0.664442; 0.665846; 0.668187; 0.670451; 0.673207; 0.676905; 0.680670; 0.682398; 0.681517; 0.679813; 0.680411; 0.682509; 0.683962; 0.684735; 0.686800; 0.686313; 0.684519; 0.682576; 0.681805; 0.681925; 0.680266; 0.678025; 0.677751; 0.680049; 0.682140; 0.682443; 0.681470; 0.680291; 0.679328; 0.678400; 0.678997; 0.679146; 0.679118; 0.679171; 0.679756; 0.681439; 0.682709; 0.682691; 0.681258; 0.679602; 0.678159; 0.676869; 0.676210; 0.675636; 0.674801; 0.674854; 0.675329; 0.676442; 0.677121; 0.675983; 0.674756; 0.673307; 0.672161; 0.671305; 0.671327; 0.671893; 0.672895; 0.673278; 0.673665; 0.674055; 0.672496; 0.670760; (); (); (); (); (); (); (); (); (); (); (); (); (); 
637.7; 11:42:38; (); (); (); (); (); (); (); (); (); 0.677437; 0.675612; 0.675003; 0.675001; 0.674694; 0.672701; 0.670671; 0.670497; 0.670080; 0.668842; 0.666979; 0.665191; 0.664228; 0.663825; 0.663245; 0.662492; 0.662242; 0.662416; 0.662441; 0.661970; 0.662881; 0.663198; 0.661798; 0.659993; 0.658185; 0.656338; 0.656482; 0.656202; 0.655730; 0.656052; 0.657421; 0.657447; 0.656071; 0.654785; 0.654783; 0.656026; 0.656675; 0.656992; 0.656932; 0.657444; 0.657697; 0.655718; 0.654893; 0.654842; 0.654169; 0.653607; 0.654639; 0.656131; 0.656314; 0.654511; 0.651330; 0.649776; 0.650603; 0.651675; 0.651049; 0.650796; 0.653830; 0.654851; 0.655390; 0.656539; 0.657419; 0.656597; 0.655854; 0.657707; 0.660596; 0.663973; 0.666569; 0.666419; 0.665958; 0.666221; 0.666287; 0.665522; 0.665396; 0.666822; 0.667476; 0.667302; 0.667229; 0.668144; 0.667861; 0.665985; 0.664441; 0.664176; 0.664268; 0.665725; 0.669633; 0.671819; 0.672173; 0.672825; 0.674208; 0.674391; 0.674541; 0.673640; 0.672569; 0.673642; 0.674733; 0.675642; 0.676657; 0.678085; 0.678819; 0.677128; 0.676822; 0.677949; 0.678398; 0.676279; 0.674919; 0.675804; 0.677737; 0.679085; 0.679736; 0.682381; 0.683130; 0.683105; 0.683195; 0.683725; 0.685130; 0.685883; 0.685612; 0.685605; (); (); (); (); (); (); (); (); (); (); (); (); (); 
641.1; 11:42:47; (); (); (); (); (); (); (); (); (); 0.684761; 0.684824; 0.683887; 0.681320; 0.679441; 0.678341; 0.677480; 0.675598; 0.673056; 0.672160; 0.670128; 0.667497; 0.664552; 0.661786; 0.659503; 0.657765; 0.655615; 0.657460; 0.660132; 0.659271; 0.658913; 0.657367; 0.657972; 0.658413; 0.655614; 0.653292; 0.653348; 0.653269; 0.653007; 0.653225; 0.654652; 0.656504; 0.653145; 0.652498; 0.654305; 0.654278; 0.654889; 0.655324; 0.656211; 0.657584; 0.659151; 0.661889; 0.662810; 0.662595; 0.661465; 0.659932; 0.658328; 0.659840; 0.661283; 0.662641; 0.663980; 0.663925; 0.662439; 0.662494; 0.662319; 0.661182; 0.660012; 0.660399; 0.662402; 0.663553; 0.664517; 0.665445; 0.664865; 0.663171; 0.662351; 0.662863; 0.665059; 0.669484; 0.673385; 0.676594; 0.679223; 0.680825; 0.681675; 0.682141; 0.683186; 0.684111; 0.685066; 0.686175; 0.686350; 0.684931; 0.683679; 0.681853; 0.679698; 0.677922; 0.679259; 0.679595; 0.680094; 0.680521; 0.678275; 0.676637; 0.676282; 0.677063; 0.678974; 0.680230; 0.682441; 0.683169; 0.683465; 0.683391; 0.683229; 0.682528; 0.681880; 0.680788; 0.683339; 0.687785; 0.689019; 0.687325; 0.683600; 0.679632; 0.676667; 0.673680; 0.671908; 0.671329; 0.671495; 0.671268; 0.669361; 0.668109; 0.662943; 0.685605; (); (); (); (); (); (); (); (); (); (); (); (); (); 
644.5; 11:42:56; (); (); (); (); (); (); (); (); 0.676589; 0.677792; 0.676411; 0.677442; 0.678160; 0.678656; 0.678305; 0.676997; 0.676660; 0.674622; 0.672059; 0.669127; 0.666760; 0.664830; 0.662733; 0.660369; 0.660706; 0.661320; 0.659462; 0.657480; 0.656342; 0.656146; 0.656407; 0.655769; 0.655220; 0.653467; 0.655331; 0.656331; 0.655647; 0.654267; 0.653832; 0.651960; 0.650348; 0.649980; 0.649526; 0.647187; 0.646187; 0.646611; 0.647775; 0.648200; 0.647676; 0.646141; 0.646017; 0.646304; 0.646902; 0.647321; 0.645965; 0.644945; 0.644407; 0.644704; 0.645483; 0.645179; 0.644879; 0.645755; 0.647380; 0.647384; 0.645744; 0.644621; 0.643576; 0.642110; 0.640865; 0.643140; 0.646108; 0.648424; 0.649626; 0.650378; 0.650780; 0.650636; 0.648137; 0.646820; 0.649110; 0.652744; 0.654467; 0.657178; 0.659302; 0.660279; 0.659310; 0.657281; 0.654971; 0.654340; 0.655774; 0.658135; 0.659212; 0.661801; 0.662883; 0.663217; 0.663887; 0.664813; 0.665343; 0.665641; 0.664872; 0.663606; 0.663387; 0.664895; 0.663850; 0.662321; 0.661236; 0.661082; 0.661026; 0.663214; 0.664341; 0.664893; 0.665473; 0.666690; 0.668971; 0.670482; 0.671339; 0.672180; 0.671441; 0.672816; 0.674023; 0.675036; 0.676130; 0.676440; 0.675764; 0.675187; 0.673313; 0.671012; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
647.9; 11:43:05; (); (); (); (); (); (); (); (); 0.672922; 0.672543; 0.674563; 0.676022; 0.676769; 0.676790; 0.677041; 0.676366; 0.675045; 0.672965; 0.672685; 0.673929; 0.675764; 0.677358; 0.675648; 0.672942; 0.672125; 0.670335; 0.667446; 0.665463; 0.663526; 0.660932; 0.659584; 0.657290; 0.653380; 0.651404; 0.651402; 0.650322; 0.650480; 0.653153; 0.655673; 0.657093; 0.659076; 0.661737; 0.662831; 0.664057; 0.665454; 0.666022; 0.667749; 0.670689; 0.671772; 0.672026; 0.671981; 0.669935; 0.667238; 0.664107; 0.660719; 0.657244; 0.655777; 0.653347; 0.652363; 0.653166; 0.654410; 0.654994; 0.655127; 0.654203; 0.652902; 0.653345; 0.655471; 0.656378; 0.659486; 0.663337; 0.665821; 0.667942; 0.671573; 0.672565; 0.672000; 0.671236; 0.670080; 0.669287; 0.671414; 0.673427; 0.674351; 0.674630; 0.674493; 0.674571; 0.672088; 0.669333; 0.666739; 0.665000; 0.666517; 0.667148; 0.668224; 0.669527; 0.669960; 0.669891; 0.671477; 0.671680; 0.672592; 0.673559; 0.673979; 0.675833; 0.678728; 0.680932; 0.681079; 0.679703; 0.678968; 0.678046; 0.676747; 0.675769; 0.675009; 0.675021; 0.674616; 0.674560; 0.675523; 0.676299; 0.676382; 0.674185; 0.671668; 0.669202; 0.668229; 0.670399; 0.671433; 0.672977; 0.673990; 0.673194; 0.670979; 0.669192; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
651.4; 11:43:13; (); (); (); (); (); (); (); (); 0.680860; 0.682322; 0.680052; 0.677864; 0.676852; 0.675642; 0.676038; 0.675747; 0.675384; 0.674957; 0.674119; 0.672995; 0.671285; 0.667683; 0.664222; 0.662101; 0.659701; 0.659340; 0.658715; 0.657711; 0.656581; 0.654453; 0.654304; 0.654124; 0.653272; 0.652523; 0.653150; 0.652306; 0.652987; 0.654400; 0.655718; 0.656859; 0.658217; 0.658514; 0.659295; 0.660815; 0.663173; 0.662945; 0.665115; 0.667985; 0.669112; 0.668248; 0.667537; 0.666097; 0.663253; 0.661711; 0.661870; 0.662493; 0.663190; 0.663358; 0.662099; 0.660032; 0.659018; 0.657155; 0.655939; 0.656621; 0.658548; 0.661634; 0.663864; 0.666747; 0.667761; 0.668222; 0.668024; 0.666585; 0.667582; 0.668900; 0.669814; 0.669513; 0.668935; 0.668275; 0.668269; 0.667113; 0.665269; 0.663749; 0.663694; 0.664644; 0.664586; 0.664556; 0.665580; 0.664950; 0.664871; 0.666530; 0.668859; 0.672178; 0.675246; 0.677579; 0.680101; 0.682601; 0.684811; 0.686168; 0.686368; 0.689182; 0.690478; 0.690623; 0.690892; 0.692310; 0.692957; 0.692617; 0.691117; 0.688291; 0.683678; 0.679417; 0.677580; 0.676370; 0.675237; 0.674470; 0.673526; 0.674341; 0.675945; 0.676221; 0.674274; 0.672870; 0.672008; 0.671867; 0.672898; 0.676667; 0.681934; 0.683983; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
654.8; 11:43:22; (); (); (); (); (); (); (); (); 0.677116; 0.676847; 0.677144; 0.677337; 0.677169; 0.677300; 0.676655; 0.675449; 0.675794; 0.677173; 0.677817; 0.678075; 0.678157; 0.677421; 0.675353; 0.673747; 0.672858; 0.672125; 0.671721; 0.671304; 0.671134; 0.671040; 0.670074; 0.669097; 0.668150; 0.667254; 0.665873; 0.666158; 0.666352; 0.666770; 0.668270; 0.670460; 0.672186; 0.673339; 0.673326; 0.672200; 0.672331; 0.673102; 0.674205; 0.674964; 0.675707; 0.677340; 0.677416; 0.676050; 0.673961; 0.672623; 0.671428; 0.669222; 0.666197; 0.664761; 0.664052; 0.663312; 0.663175; 0.661190; 0.658838; 0.656480; 0.654394; 0.652882; 0.654980; 0.655761; 0.655860; 0.657872; 0.661395; 0.665410; 0.668200; 0.670898; 0.673225; 0.674198; 0.677729; 0.681436; 0.684944; 0.686538; 0.686519; 0.685876; 0.686785; 0.686974; 0.685575; 0.684044; 0.683022; 0.681149; 0.681452; 0.683311; 0.684856; 0.684457; 0.685110; 0.685690; 0.687532; 0.688910; 0.689805; 0.691644; 0.692024; 0.692671; 0.693583; 0.694429; 0.694798; 0.694236; 0.693029; 0.692246; 0.692044; 0.692095; 0.691416; 0.689525; 0.689993; 0.690511; 0.689957; 0.689043; 0.688326; 0.687425; 0.687538; 0.688476; 0.687542; 0.687325; 0.687130; 0.686461; 0.685152; 0.684965; 0.687097; 0.685629; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
