Roll Number; 0
Recipe Name; FP 4576_570 GSM
Start Time; 2017-12-07; 11:01:35
File Name; D:\Mahlo\TR\171207110135FP 4576_570 GSM0_THICKNESS2.txt

-0.6; 11:06:52; (); (); 1.326391; 1.323595; 1.323760; 1.325196; 1.326839; 1.323537; 1.321478; 1.324171; 1.325128; 1.325355; 1.324852; 1.324096; 1.323861; 1.322805; 1.320200; 1.320433; 1.321328; 1.320952; 1.319550; 1.316493; 1.318026; 1.320307; 1.316793; 1.314161; 1.312060; 1.309021; 1.304747; 1.302929; 1.306191; 1.317321; 1.322847; 1.326525; 1.330955; 1.335073; 1.340573; 1.343575; 1.347923; 1.356086; 1.359508; 1.361985; 1.365402; 1.371820; 1.378167; 1.380225; 1.377102; 1.375044; 1.375059; 1.376073; 1.376831; 1.373748; 1.370395; 1.366880; 1.363781; 1.366205; 1.365990; 1.366030; 1.364560; 1.362841; 1.361230; 1.363074; 1.363446; 1.363256; 1.361505; 1.358722; 1.363236; 1.370526; 1.374222; 1.377007; 1.381430; 1.389653; 1.391838; 1.391149; 1.388463; 1.384444; 1.384090; 1.387966; 1.386912; 1.388829; 1.393449; 1.396240; 1.394062; 1.392146; 1.391005; 1.390365; 1.389014; 1.392372; 1.397670; 1.402625; 1.406532; 1.408299; 1.408042; 1.410597; 1.411464; 1.409746; 1.405723; 1.404039; 1.404299; 1.405025; 1.404946; 1.405140; 1.406736; 1.405310; 1.404055; 1.404082; 1.406895; 1.409607; 1.410450; 1.413316; 1.417909; 1.422107; 1.425440; 1.426124; 1.421869; 1.419821; 1.417825; 1.414907; 1.414434; 1.417588; 1.417888; 1.415222; 1.412394; 1.409650; 1.403597; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1.6; 11:07:01; (); (); 1.340877; 1.331454; 1.327141; 1.326994; 1.328932; 1.324778; 1.323829; 1.327379; 1.332212; 1.330833; 1.330116; 1.328209; 1.324907; 1.320186; 1.315431; 1.316828; 1.319752; 1.320863; 1.320180; 1.314915; 1.318556; 1.318896; 1.315947; 1.316251; 1.316954; 1.314223; 1.312152; 1.313933; 1.318579; 1.326746; 1.331028; 1.333841; 1.336546; 1.339649; 1.347433; 1.350447; 1.356126; 1.361549; 1.362216; 1.362563; 1.364351; 1.367221; 1.370642; 1.372751; 1.370928; 1.370759; 1.372948; 1.375909; 1.375145; 1.369936; 1.365186; 1.361928; 1.362578; 1.364923; 1.366344; 1.368439; 1.366599; 1.362202; 1.359994; 1.360845; 1.361316; 1.361376; 1.360163; 1.358347; 1.363420; 1.370307; 1.371425; 1.372095; 1.375324; 1.382325; 1.383385; 1.384165; 1.383445; 1.382419; 1.383470; 1.386503; 1.383015; 1.383368; 1.386903; 1.388304; 1.386298; 1.387084; 1.390308; 1.390072; 1.388962; 1.393011; 1.397500; 1.400907; 1.403475; 1.404336; 1.404052; 1.407323; 1.408519; 1.407215; 1.404014; 1.402903; 1.402493; 1.401029; 1.399692; 1.399772; 1.401223; 1.399851; 1.398764; 1.400722; 1.404632; 1.407776; 1.409143; 1.412242; 1.415561; 1.420023; 1.424169; 1.425040; 1.419905; 1.418593; 1.416844; 1.413646; 1.413193; 1.415800; 1.414693; 1.410721; 1.407389; 1.405703; 1.401856; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
3.9; 11:07:10; (); (); 1.321586; 1.317591; 1.316722; 1.319849; 1.321764; 1.319874; 1.322397; 1.326447; 1.328908; 1.332313; 1.332460; 1.329741; 1.325935; 1.323279; 1.321216; 1.324841; 1.326121; 1.323628; 1.320141; 1.316123; 1.317908; 1.312538; 1.308912; 1.308419; 1.307828; 1.306947; 1.311403; 1.315655; 1.320934; 1.327140; 1.328442; 1.332943; 1.337573; 1.342204; 1.345487; 1.349463; 1.356066; 1.359266; 1.359432; 1.360514; 1.365116; 1.366393; 1.370013; 1.372181; 1.369789; 1.367516; 1.369974; 1.373087; 1.373387; 1.371294; 1.367642; 1.365349; 1.363496; 1.362346; 1.361573; 1.360958; 1.359356; 1.354934; 1.354139; 1.354494; 1.355417; 1.353543; 1.349699; 1.349626; 1.352457; 1.355473; 1.358680; 1.360353; 1.366715; 1.371350; 1.372075; 1.372357; 1.374431; 1.375742; 1.378548; 1.381703; 1.381636; 1.382367; 1.385342; 1.389470; 1.390928; 1.388391; 1.390308; 1.387942; 1.387568; 1.389886; 1.392914; 1.391375; 1.387885; 1.386440; 1.387412; 1.391280; 1.393633; 1.393754; 1.387358; 1.384451; 1.385232; 1.386675; 1.390548; 1.391547; 1.390505; 1.389104; 1.390282; 1.394000; 1.398473; 1.399262; 1.398072; 1.398593; 1.398646; 1.400173; 1.400887; 1.401519; 1.400075; 1.395554; 1.393267; 1.392168; 1.391902; 1.392016; 1.390370; 1.385849; 1.384083; 1.381315; 1.377705; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
6.2; 11:07:19; (); (); 1.317746; 1.316990; 1.319476; 1.320606; 1.320845; 1.321913; 1.324645; 1.327825; 1.331560; 1.331594; 1.327946; 1.326219; 1.326508; 1.327423; 1.329262; 1.332087; 1.330483; 1.326834; 1.324037; 1.322566; 1.321289; 1.316699; 1.314689; 1.315211; 1.314909; 1.315919; 1.320027; 1.319123; 1.319926; 1.322335; 1.324329; 1.325194; 1.330100; 1.333990; 1.337560; 1.343868; 1.349969; 1.353525; 1.354798; 1.356942; 1.360265; 1.362692; 1.367487; 1.368344; 1.364281; 1.360780; 1.363518; 1.365665; 1.368423; 1.366770; 1.362975; 1.359505; 1.353876; 1.353272; 1.353184; 1.353063; 1.352297; 1.349452; 1.348344; 1.351514; 1.356093; 1.355225; 1.351043; 1.350674; 1.351807; 1.354598; 1.358871; 1.361954; 1.367646; 1.372522; 1.374165; 1.373452; 1.374661; 1.376659; 1.376473; 1.376389; 1.378066; 1.380523; 1.383917; 1.387866; 1.388711; 1.386587; 1.388391; 1.385779; 1.383747; 1.385113; 1.389143; 1.389173; 1.387405; 1.387995; 1.390703; 1.393044; 1.394259; 1.393906; 1.385668; 1.382692; 1.383433; 1.385165; 1.388656; 1.391096; 1.389839; 1.387296; 1.387399; 1.391876; 1.395284; 1.395973; 1.396485; 1.396773; 1.397343; 1.400165; 1.400403; 1.400501; 1.400648; 1.398590; 1.397237; 1.399824; 1.401616; 1.402367; 1.400045; 1.396252; 1.394172; 1.391681; 1.389893; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
8.5; 11:07:28; (); (); 1.335020; 1.329380; 1.324110; 1.323440; 1.325434; 1.322851; 1.321720; 1.325318; 1.327655; 1.330958; 1.332562; 1.332833; 1.330888; 1.325834; 1.321821; 1.324245; 1.327156; 1.329166; 1.328793; 1.324896; 1.327168; 1.328640; 1.324346; 1.322892; 1.322035; 1.319356; 1.320148; 1.322318; 1.327393; 1.336544; 1.340475; 1.343623; 1.347205; 1.349405; 1.354780; 1.358769; 1.364373; 1.371638; 1.374471; 1.375552; 1.378569; 1.380970; 1.384214; 1.385571; 1.382378; 1.379148; 1.380306; 1.384262; 1.387160; 1.384012; 1.377992; 1.372444; 1.367921; 1.365601; 1.365183; 1.365653; 1.361611; 1.357390; 1.355025; 1.355014; 1.355146; 1.353523; 1.349460; 1.345539; 1.348089; 1.354095; 1.358636; 1.362167; 1.369045; 1.375042; 1.373921; 1.375070; 1.376104; 1.377046; 1.378272; 1.383659; 1.383414; 1.385139; 1.388548; 1.391781; 1.392870; 1.392561; 1.394499; 1.391698; 1.389478; 1.393356; 1.398128; 1.398826; 1.398471; 1.398074; 1.395712; 1.396944; 1.399158; 1.398640; 1.395086; 1.390435; 1.388563; 1.389009; 1.390436; 1.390766; 1.388706; 1.385530; 1.386017; 1.388829; 1.391979; 1.394672; 1.396819; 1.399904; 1.400973; 1.402534; 1.405138; 1.406777; 1.403156; 1.400918; 1.400192; 1.401487; 1.404409; 1.405844; 1.405329; 1.403588; 1.401263; 1.396759; 1.391852; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
10.8; 11:07:37; (); (); 1.333701; 1.332124; 1.330776; 1.330917; 1.332100; 1.331588; 1.332873; 1.334696; 1.335442; 1.334319; 1.331660; 1.331798; 1.331285; 1.331058; 1.332146; 1.333143; 1.330987; 1.329526; 1.326581; 1.324101; 1.323674; 1.321701; 1.320507; 1.318711; 1.317849; 1.317639; 1.317822; 1.318508; 1.321013; 1.325229; 1.329850; 1.331748; 1.335129; 1.337811; 1.341224; 1.345666; 1.351278; 1.354829; 1.357067; 1.358346; 1.360110; 1.362247; 1.366264; 1.364986; 1.358088; 1.354730; 1.358023; 1.361634; 1.363562; 1.363480; 1.360220; 1.355720; 1.351111; 1.352088; 1.354782; 1.356103; 1.355573; 1.351553; 1.351575; 1.355667; 1.359708; 1.358705; 1.355713; 1.355186; 1.356534; 1.359113; 1.362659; 1.365060; 1.368468; 1.371734; 1.372315; 1.373124; 1.375208; 1.375100; 1.374965; 1.375553; 1.376453; 1.377669; 1.380311; 1.383962; 1.383657; 1.382046; 1.382756; 1.381564; 1.381652; 1.384556; 1.389536; 1.388919; 1.387147; 1.387047; 1.389760; 1.392708; 1.393904; 1.394175; 1.387208; 1.383797; 1.385093; 1.388761; 1.392856; 1.392690; 1.391307; 1.389210; 1.391498; 1.396931; 1.401206; 1.400125; 1.399133; 1.399515; 1.399336; 1.400241; 1.401365; 1.401905; 1.399120; 1.395748; 1.395775; 1.396735; 1.396735; 1.396690; 1.393822; 1.389386; 1.387667; 1.386363; 1.384349; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
13.0; 11:07:46; (); (); 1.318650; 1.319777; 1.320554; 1.323075; 1.325776; 1.326974; 1.327724; 1.331965; 1.336236; 1.337817; 1.337919; 1.339814; 1.340440; 1.337861; 1.335768; 1.334320; 1.332961; 1.332209; 1.327138; 1.323395; 1.321367; 1.321295; 1.317824; 1.314207; 1.313116; 1.312322; 1.310127; 1.310300; 1.313507; 1.320561; 1.327027; 1.329302; 1.331435; 1.337006; 1.342921; 1.348754; 1.354392; 1.359081; 1.362098; 1.364429; 1.365378; 1.365978; 1.369465; 1.370825; 1.367009; 1.363714; 1.366281; 1.370620; 1.371952; 1.368494; 1.364107; 1.360329; 1.357918; 1.361941; 1.366515; 1.369604; 1.370603; 1.369518; 1.367946; 1.372189; 1.374581; 1.373086; 1.369995; 1.367134; 1.370318; 1.372970; 1.376464; 1.379230; 1.380777; 1.383748; 1.385104; 1.384715; 1.382796; 1.378598; 1.375781; 1.376753; 1.377406; 1.379575; 1.383134; 1.383032; 1.380771; 1.379411; 1.379505; 1.379825; 1.379636; 1.382527; 1.386635; 1.390741; 1.393405; 1.395185; 1.397373; 1.400012; 1.402072; 1.403166; 1.402206; 1.397292; 1.393968; 1.393273; 1.393395; 1.390850; 1.391246; 1.390529; 1.390251; 1.390923; 1.392156; 1.393633; 1.392073; 1.391311; 1.392667; 1.396352; 1.403365; 1.406272; 1.403886; 1.400793; 1.400495; 1.395023; 1.395442; 1.397559; 1.397781; 1.394134; 1.390704; 1.389969; 1.385968; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
15.3; 11:07:55; (); (); 1.339902; 1.336463; 1.335931; 1.337662; 1.338652; 1.338905; 1.338871; 1.341495; 1.340329; 1.337425; 1.335170; 1.335551; 1.335554; 1.333266; 1.331073; 1.329649; 1.329071; 1.328900; 1.324690; 1.321931; 1.321026; 1.321385; 1.319473; 1.316495; 1.315854; 1.315908; 1.315017; 1.315027; 1.318522; 1.327244; 1.333723; 1.335785; 1.336815; 1.341730; 1.346703; 1.351658; 1.355465; 1.357135; 1.360621; 1.363807; 1.365421; 1.368233; 1.373042; 1.373718; 1.366700; 1.363709; 1.365295; 1.368414; 1.369355; 1.367074; 1.363280; 1.359684; 1.357990; 1.360296; 1.361450; 1.362267; 1.361357; 1.357506; 1.356182; 1.361056; 1.363827; 1.363710; 1.361720; 1.358955; 1.358913; 1.360232; 1.362159; 1.364470; 1.367362; 1.373251; 1.375062; 1.375629; 1.376487; 1.373180; 1.370904; 1.371089; 1.371151; 1.370896; 1.374185; 1.376496; 1.376696; 1.377292; 1.377810; 1.376606; 1.374593; 1.378612; 1.381955; 1.383888; 1.387599; 1.388848; 1.391852; 1.395065; 1.396984; 1.395760; 1.392243; 1.390382; 1.388481; 1.389388; 1.390991; 1.389752; 1.390568; 1.391536; 1.393395; 1.396179; 1.398882; 1.399425; 1.398473; 1.398907; 1.402655; 1.406307; 1.409856; 1.411197; 1.406627; 1.400965; 1.402055; 1.401888; 1.400641; 1.400183; 1.398616; 1.395059; 1.390640; 1.390132; 1.387278; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
17.6; 11:08:04; (); (); 1.327400; 1.325744; 1.324087; 1.326187; 1.328483; 1.328514; 1.331197; 1.334890; 1.336773; 1.337166; 1.338471; 1.339681; 1.340520; 1.339549; 1.337823; 1.340176; 1.339625; 1.337698; 1.335092; 1.333561; 1.335577; 1.331923; 1.329000; 1.326961; 1.324307; 1.320645; 1.321789; 1.322456; 1.325489; 1.331176; 1.333597; 1.337413; 1.340818; 1.343128; 1.344658; 1.349296; 1.356447; 1.358321; 1.359791; 1.361592; 1.366325; 1.366510; 1.370240; 1.370710; 1.367115; 1.362765; 1.363218; 1.366581; 1.368785; 1.366123; 1.356079; 1.351577; 1.349964; 1.350123; 1.351972; 1.351957; 1.351547; 1.346743; 1.345691; 1.348816; 1.351099; 1.350890; 1.348263; 1.349498; 1.353317; 1.357322; 1.359819; 1.361306; 1.366644; 1.371302; 1.372932; 1.375091; 1.378856; 1.380641; 1.383108; 1.386344; 1.387450; 1.386789; 1.385175; 1.388061; 1.391605; 1.389236; 1.391180; 1.387578; 1.386468; 1.389155; 1.392317; 1.389404; 1.386858; 1.385568; 1.388749; 1.393005; 1.396277; 1.397235; 1.391956; 1.386193; 1.385952; 1.389117; 1.391840; 1.392969; 1.392544; 1.392281; 1.396082; 1.402479; 1.406969; 1.406741; 1.406301; 1.406813; 1.408136; 1.410988; 1.415794; 1.417234; 1.412461; 1.409877; 1.406531; 1.404388; 1.402729; 1.400854; 1.396957; 1.392633; 1.387578; 1.383358; 1.380766; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
19.9; 11:08:13; (); (); 1.348684; 1.343444; 1.338630; 1.340422; 1.342986; 1.342386; 1.343649; 1.347087; 1.347143; 1.343408; 1.338373; 1.336396; 1.335099; 1.330717; 1.330204; 1.330691; 1.331947; 1.331738; 1.327824; 1.324547; 1.325306; 1.323874; 1.318962; 1.316867; 1.320000; 1.322552; 1.323023; 1.324346; 1.327504; 1.333535; 1.339450; 1.342453; 1.344558; 1.347074; 1.352181; 1.356842; 1.361183; 1.365830; 1.367267; 1.369643; 1.370965; 1.374061; 1.378836; 1.381238; 1.378249; 1.377398; 1.381171; 1.385392; 1.386202; 1.382819; 1.378062; 1.375259; 1.377193; 1.381642; 1.381193; 1.381708; 1.379526; 1.374341; 1.370899; 1.373731; 1.375717; 1.374806; 1.372638; 1.371017; 1.373096; 1.374479; 1.375076; 1.374119; 1.374818; 1.379180; 1.379719; 1.381205; 1.382888; 1.381565; 1.377964; 1.377331; 1.375373; 1.375080; 1.378256; 1.379978; 1.378172; 1.379023; 1.381106; 1.382205; 1.381418; 1.385095; 1.388110; 1.388271; 1.388885; 1.393265; 1.396729; 1.400203; 1.403704; 1.404987; 1.402796; 1.398962; 1.395884; 1.395686; 1.395986; 1.394800; 1.395253; 1.393779; 1.394493; 1.395950; 1.395432; 1.395786; 1.393836; 1.392343; 1.392025; 1.394068; 1.399795; 1.399415; 1.394353; 1.393832; 1.395226; 1.393694; 1.393777; 1.395460; 1.395336; 1.393005; 1.389189; 1.389814; 1.388823; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
