Roll Number; 3
Recipe Name; FP 4556_352 GSM
Start Time; 2018-02-19; 11:41:33
File Name; D:\Mahlo\TR\180219114133FP 4556_352 GSM3_THICKNESS2.txt

-0.4; 11:47:08; (); (); (); (); (); (); (); (); 0.886692; 0.884690; 0.887023; 0.888065; 0.887927; 0.888438; 0.889898; 0.887808; 0.884172; 0.880313; 0.877445; 0.873608; 0.867729; 0.865849; 0.869216; 0.872489; 0.870045; 0.868735; 0.868868; 0.867631; 0.862589; 0.856312; 0.852746; 0.853554; 0.856412; 0.858709; 0.862107; 0.866896; 0.870265; 0.870441; 0.869189; 0.870403; 0.870055; 0.872715; 0.878446; 0.887676; 0.898852; 0.904788; 0.910492; 0.914578; 0.914634; 0.916399; 0.916796; 0.921926; 0.929540; 0.934747; 0.936773; 0.935372; 0.931464; 0.928278; 0.925732; 0.922591; 0.923024; 0.921976; 0.926903; 0.932983; 0.935927; 0.936692; 0.931067; 0.929079; 0.933341; 0.940184; 0.946790; 0.955282; 0.963351; 0.967879; 0.971411; 0.974619; 0.973124; 0.972257; 0.971088; 0.968325; 0.966782; 0.965916; 0.958707; 0.950314; 0.942671; 0.933477; 0.922450; 0.915813; 0.907633; 0.905022; 0.906798; 0.906957; 0.907738; 0.912427; 0.917557; 0.920282; 0.924579; 0.925622; 0.929412; 0.934734; 0.940073; 0.945509; 0.949140; 0.953581; 0.954222; 0.954879; 0.956113; 0.951433; 0.944159; 0.939729; 0.936762; 0.934201; 0.934962; 0.931712; 0.931602; 0.932660; 0.932809; 0.931015; 0.925676; 0.921203; 0.918081; 0.915275; 0.914437; 0.916182; 0.917975; 0.920316; 0.922682; 0.923284; (); (); (); (); (); (); (); (); (); (); (); (); 
1.0; 11:47:17; (); (); (); (); (); (); (); (); 0.922266; 0.920544; 0.920678; 0.922604; 0.924627; 0.923265; 0.918862; 0.918361; 0.919318; 0.921481; 0.922640; 0.919054; 0.912753; 0.905119; 0.898796; 0.895909; 0.895558; 0.897194; 0.896425; 0.892580; 0.889149; 0.887621; 0.886023; 0.880828; 0.879135; 0.879135; 0.879923; 0.878688; 0.881503; 0.879154; 0.874728; 0.871716; 0.872063; 0.874657; 0.875244; 0.876489; 0.877831; 0.879740; 0.884688; 0.884411; 0.886914; 0.893902; 0.901908; 0.906708; 0.914268; 0.923624; 0.928965; 0.927742; 0.925827; 0.927444; 0.929486; 0.930974; 0.931983; 0.932283; 0.935183; 0.934378; 0.932025; 0.930707; 0.933195; 0.933618; 0.932509; 0.932752; 0.933923; 0.937393; 0.947194; 0.952796; 0.957932; 0.965855; 0.970214; 0.970281; 0.975068; 0.979465; 0.980459; 0.980732; 0.980128; 0.978239; 0.977967; 0.978415; 0.975402; 0.966774; 0.963093; 0.954526; 0.945772; 0.944263; 0.943970; 0.941676; 0.941990; 0.942180; 0.942140; 0.943896; 0.946263; 0.947605; 0.947219; 0.948135; 0.952835; 0.958170; 0.966467; 0.973331; 0.975717; 0.974655; 0.970679; 0.971478; 0.972119; 0.972872; 0.972335; 0.968379; 0.965241; 0.962005; 0.957551; 0.953205; 0.948676; 0.943754; 0.943671; 0.942644; 0.941571; 0.943398; 0.939518; 0.935948; 0.933485; 0.935275; (); (); (); (); (); (); (); (); (); (); (); (); 
2.5; 11:47:26; (); (); (); (); (); (); (); 0.920205; 0.912824; 0.908403; 0.906600; 0.905305; 0.906344; 0.909833; 0.911477; 0.913462; 0.915930; 0.916676; 0.913814; 0.910019; 0.904446; 0.903906; 0.904485; 0.902802; 0.898595; 0.896510; 0.893367; 0.888827; 0.886122; 0.886008; 0.887975; 0.888506; 0.888852; 0.888002; 0.888680; 0.890541; 0.885449; 0.886033; 0.890435; 0.896888; 0.902028; 0.907646; 0.906198; 0.903241; 0.901864; 0.901828; 0.900511; 0.900489; 0.898538; 0.896808; 0.897366; 0.898259; 0.899218; 0.898643; 0.897901; 0.897789; 0.896758; 0.902170; 0.911153; 0.917312; 0.919595; 0.921144; 0.923512; 0.925505; 0.924749; 0.924096; 0.925809; 0.925750; 0.930761; 0.933625; 0.934793; 0.937349; 0.940123; 0.934811; 0.929174; 0.927475; 0.926481; 0.923303; 0.923455; 0.927126; 0.928557; 0.927419; 0.925746; 0.919364; 0.914555; 0.911071; 0.906145; 0.898779; 0.901289; 0.906645; 0.909741; 0.915812; 0.925937; 0.931239; 0.938599; 0.945246; 0.951307; 0.960139; 0.965631; 0.969031; 0.977412; 0.982997; 0.985505; 0.989216; 0.993229; 0.991880; 0.987672; 0.988116; 0.987017; 0.978287; 0.975270; 0.969676; 0.963091; 0.960023; 0.961931; 0.964701; 0.967301; 0.967258; 0.964374; 0.957378; 0.955007; 0.953878; 0.949274; 0.948469; 0.952179; 0.957083; 0.963914; 0.969960; (); (); (); (); (); (); (); (); (); (); (); (); 
4.0; 11:47:35; (); (); (); (); (); (); (); 0.950265; 0.948285; 0.945069; 0.942306; 0.939452; 0.936723; 0.935134; 0.933253; 0.930183; 0.925399; 0.918918; 0.914697; 0.913780; 0.913631; 0.906576; 0.893181; 0.887588; 0.885391; 0.884580; 0.884699; 0.884260; 0.883998; 0.882281; 0.885377; 0.889923; 0.893028; 0.895009; 0.892593; 0.891984; 0.892070; 0.892132; 0.893346; 0.895367; 0.891640; 0.886373; 0.884844; 0.887027; 0.889477; 0.892393; 0.893657; 0.890957; 0.888044; 0.891819; 0.895655; 0.903196; 0.911173; 0.913681; 0.910087; 0.916976; 0.920962; 0.922218; 0.922412; 0.922007; 0.919035; 0.923106; 0.929479; 0.934481; 0.937222; 0.940633; 0.945916; 0.950201; 0.955931; 0.963288; 0.969232; 0.977671; 0.980188; 0.978850; 0.978659; 0.978810; 0.975299; 0.971012; 0.966773; 0.962381; 0.956206; 0.948755; 0.938948; 0.931362; 0.926253; 0.919907; 0.911183; 0.907834; 0.904738; 0.900412; 0.898205; 0.898604; 0.901970; 0.905688; 0.910533; 0.914839; 0.918574; 0.926277; 0.928695; 0.928920; 0.933287; 0.937714; 0.945125; 0.953792; 0.958899; 0.960823; 0.960495; 0.959469; 0.954717; 0.950512; 0.948088; 0.942893; 0.939527; 0.937534; 0.933778; 0.928551; 0.926745; 0.917518; 0.910790; 0.909794; 0.912455; 0.915338; 0.914865; 0.916835; 0.915526; 0.915627; 0.916576; 0.917798; (); (); (); (); (); (); (); (); (); (); (); (); 
5.4; 11:47:43; (); (); (); (); (); (); (); 0.919853; 0.908246; 0.905953; 0.907528; 0.908291; 0.907691; 0.907612; 0.908727; 0.907025; 0.911029; 0.911577; 0.909035; 0.905191; 0.898337; 0.898032; 0.902744; 0.907968; 0.905468; 0.904941; 0.910331; 0.917555; 0.922582; 0.924254; 0.925633; 0.926852; 0.924685; 0.922299; 0.924405; 0.928854; 0.922194; 0.918396; 0.919192; 0.921968; 0.923343; 0.921146; 0.918240; 0.916965; 0.917204; 0.914267; 0.911520; 0.919605; 0.923070; 0.923573; 0.924716; 0.926417; 0.924353; 0.923944; 0.922719; 0.918939; 0.919174; 0.918401; 0.915225; 0.915558; 0.918791; 0.922771; 0.920746; 0.921783; 0.924085; 0.927605; 0.934502; 0.943690; 0.949562; 0.954147; 0.955530; 0.954069; 0.955211; 0.953874; 0.954757; 0.953912; 0.950711; 0.954702; 0.956947; 0.956263; 0.952180; 0.947677; 0.943626; 0.940211; 0.937069; 0.931356; 0.926976; 0.925116; 0.923947; 0.921745; 0.925869; 0.928075; 0.922956; 0.922923; 0.925968; 0.931333; 0.929223; 0.926173; 0.929037; 0.934242; 0.943624; 0.947096; 0.948365; 0.950647; 0.952181; 0.954767; 0.952199; 0.948719; 0.946658; 0.941274; 0.933462; 0.932687; 0.929882; 0.923957; 0.918322; 0.912755; 0.911782; 0.911656; 0.911019; 0.907847; 0.894295; 0.895420; 0.893869; 0.893079; 0.894471; 0.897142; 0.899211; 0.899650; (); (); (); (); (); (); (); (); (); (); (); (); 
6.9; 11:47:52; (); (); (); (); (); (); (); 0.925906; 0.927576; 0.921853; 0.916977; 0.914934; 0.915176; 0.914882; 0.912610; 0.909453; 0.906291; 0.903241; 0.910697; 0.911209; 0.908702; 0.903450; 0.895806; 0.888284; 0.886982; 0.888978; 0.889158; 0.885083; 0.879201; 0.881458; 0.882013; 0.882089; 0.881908; 0.878802; 0.874406; 0.870693; 0.871517; 0.875487; 0.881195; 0.885139; 0.888302; 0.892057; 0.897446; 0.901724; 0.904313; 0.907798; 0.910767; 0.911658; 0.912252; 0.918505; 0.924027; 0.927549; 0.929683; 0.931763; 0.932324; 0.929844; 0.930432; 0.932746; 0.933422; 0.929538; 0.926506; 0.925835; 0.927676; 0.929221; 0.928217; 0.931136; 0.932658; 0.932388; 0.932699; 0.934492; 0.939554; 0.941174; 0.946368; 0.954798; 0.959941; 0.963209; 0.962198; 0.960350; 0.960776; 0.960149; 0.957065; 0.959343; 0.959274; 0.958645; 0.956695; 0.952713; 0.947135; 0.936987; 0.931291; 0.929544; 0.929491; 0.931601; 0.932028; 0.934593; 0.938526; 0.941105; 0.936674; 0.937586; 0.939265; 0.939587; 0.939920; 0.944221; 0.949630; 0.950100; 0.951400; 0.952787; 0.952119; 0.951303; 0.947390; 0.940379; 0.935068; 0.934766; 0.933210; 0.933237; 0.935738; 0.938338; 0.941473; 0.945851; 0.947410; 0.946807; 0.944812; 0.941437; 0.941734; 0.944439; 0.950407; 0.959712; 0.965557; 0.967034; (); (); (); (); (); (); (); (); (); (); (); (); 
8.3; 11:48:01; (); (); (); (); (); (); (); 0.927212; 0.924416; 0.917932; 0.920162; 0.920147; 0.918916; 0.918588; 0.918740; 0.920328; 0.926415; 0.928290; 0.923332; 0.916176; 0.915106; 0.914311; 0.911903; 0.910782; 0.910432; 0.905711; 0.905362; 0.905977; 0.907638; 0.911095; 0.912048; 0.907996; 0.907095; 0.905992; 0.902494; 0.896772; 0.895353; 0.898138; 0.902077; 0.906431; 0.913716; 0.917324; 0.918110; 0.912831; 0.908210; 0.909176; 0.908573; 0.911262; 0.916835; 0.921886; 0.925315; 0.925889; 0.927095; 0.924275; 0.917586; 0.913325; 0.912471; 0.917451; 0.921784; 0.922361; 0.919924; 0.920070; 0.919413; 0.921084; 0.922954; 0.925909; 0.932549; 0.935053; 0.942150; 0.947763; 0.950810; 0.954747; 0.951868; 0.952183; 0.958075; 0.963589; 0.962963; 0.957465; 0.953277; 0.948723; 0.943234; 0.938201; 0.933508; 0.927423; 0.926656; 0.923298; 0.917560; 0.912909; 0.905815; 0.899470; 0.896605; 0.899111; 0.907245; 0.914602; 0.920150; 0.923927; 0.928806; 0.934856; 0.938486; 0.938879; 0.944358; 0.948003; 0.951312; 0.959553; 0.964325; 0.971680; 0.972231; 0.968698; 0.964361; 0.966282; 0.962095; 0.957087; 0.954561; 0.953815; 0.953293; 0.952603; 0.956811; 0.958372; 0.952327; 0.948374; 0.947432; 0.947338; 0.947828; 0.947412; 0.945395; 0.951226; 0.953831; 0.954831; (); (); (); (); (); (); (); (); (); (); (); (); 
9.8; 11:48:10; (); (); (); (); (); (); (); 0.946514; 0.944036; 0.940440; 0.933156; 0.928072; 0.932549; 0.934999; 0.932615; 0.927695; 0.925714; 0.924557; 0.921517; 0.913600; 0.900493; 0.890091; 0.886407; 0.883348; 0.880304; 0.879137; 0.877586; 0.870502; 0.865309; 0.863077; 0.864526; 0.865696; 0.863636; 0.862957; 0.867043; 0.872754; 0.878653; 0.883353; 0.885283; 0.887261; 0.889709; 0.891102; 0.891089; 0.894173; 0.900019; 0.905031; 0.908356; 0.912698; 0.920785; 0.927797; 0.932957; 0.933923; 0.932108; 0.929622; 0.930887; 0.933126; 0.935089; 0.938031; 0.939357; 0.936289; 0.932956; 0.932827; 0.933092; 0.929602; 0.923669; 0.918098; 0.915650; 0.918996; 0.926109; 0.931086; 0.935087; 0.937381; 0.937370; 0.940282; 0.944649; 0.945805; 0.947262; 0.950262; 0.954225; 0.957748; 0.961137; 0.964686; 0.965530; 0.968078; 0.974737; 0.978637; 0.984739; 0.990261; 0.990110; 0.991361; 0.993495; 0.994232; 0.992703; 0.990499; 0.991577; 0.993561; 0.993387; 0.990782; 0.983002; 0.973125; 0.972904; 0.970690; 0.964481; 0.959244; 0.958935; 0.956498; 0.952622; 0.948857; 0.944153; 0.938307; 0.935378; 0.935209; 0.937383; 0.941236; 0.943395; 0.940088; 0.936242; 0.938246; 0.942093; 0.944269; 0.948009; 0.950556; 0.954389; 0.958241; 0.961082; 0.962614; 0.965955; 0.961582; (); (); (); (); (); (); (); (); (); (); (); (); 
11.2; 11:48:19; (); (); (); (); (); (); (); 0.933793; 0.933046; 0.934115; 0.933702; 0.925156; 0.917389; 0.912898; 0.911271; 0.910461; 0.901942; 0.894148; 0.888448; 0.881685; 0.873056; 0.871723; 0.869141; 0.864823; 0.865104; 0.864854; 0.871491; 0.876880; 0.879369; 0.880069; 0.884083; 0.890321; 0.898741; 0.904206; 0.903532; 0.904530; 0.900724; 0.902061; 0.903946; 0.904234; 0.910212; 0.911087; 0.909396; 0.906938; 0.904427; 0.903009; 0.904209; 0.899807; 0.899945; 0.904283; 0.907843; 0.911844; 0.910388; 0.911024; 0.907657; 0.898612; 0.897366; 0.901126; 0.907295; 0.913171; 0.911306; 0.912150; 0.913798; 0.915853; 0.916857; 0.916820; 0.916714; 0.924958; 0.928901; 0.933470; 0.935862; 0.937016; 0.941172; 0.940012; 0.937950; 0.938522; 0.940054; 0.942966; 0.949220; 0.954540; 0.959078; 0.961304; 0.961161; 0.959663; 0.957255; 0.960390; 0.964468; 0.962939; 0.967659; 0.969643; 0.969136; 0.968707; 0.968264; 0.964321; 0.961879; 0.961113; 0.958189; 0.954920; 0.954171; 0.955039; 0.953220; 0.951482; 0.950564; 0.952803; 0.961714; 0.962595; 0.958888; 0.952956; 0.946756; 0.943977; 0.936743; 0.932682; 0.930665; 0.928275; 0.928160; 0.928346; 0.928140; 0.921685; 0.908437; 0.896836; 0.897392; 0.898253; 0.901174; 0.904935; 0.906513; 0.912060; 0.914047; 0.914515; (); (); (); (); (); (); (); (); (); (); (); (); 
12.7; 11:48:28; (); (); (); (); (); (); (); 0.900397; 0.905656; 0.910199; 0.904737; 0.902590; 0.900271; 0.898918; 0.900728; 0.901794; 0.901138; 0.896443; 0.890084; 0.885100; 0.881029; 0.878047; 0.874598; 0.869832; 0.865166; 0.865382; 0.864943; 0.865438; 0.865915; 0.865618; 0.860243; 0.858937; 0.863013; 0.869570; 0.874540; 0.877191; 0.875214; 0.875154; 0.875586; 0.877428; 0.880579; 0.881298; 0.886874; 0.889903; 0.886977; 0.886359; 0.883775; 0.880520; 0.883101; 0.886474; 0.888432; 0.897460; 0.903507; 0.905010; 0.904663; 0.906397; 0.905855; 0.899766; 0.898016; 0.901278; 0.909304; 0.921378; 0.927579; 0.923971; 0.925456; 0.928612; 0.927861; 0.927895; 0.932180; 0.935534; 0.936987; 0.943371; 0.949282; 0.953470; 0.957578; 0.957811; 0.955006; 0.953634; 0.957010; 0.955952; 0.956351; 0.958774; 0.959208; 0.956336; 0.960737; 0.962311; 0.957902; 0.950839; 0.948786; 0.946911; 0.944003; 0.941902; 0.946128; 0.949765; 0.950691; 0.950114; 0.946866; 0.943353; 0.945728; 0.938915; 0.933652; 0.934109; 0.935636; 0.940795; 0.946357; 0.950809; 0.951848; 0.948560; 0.946993; 0.951143; 0.949765; 0.949135; 0.948860; 0.948302; 0.952366; 0.950940; 0.954975; 0.955742; 0.947361; 0.941260; 0.939830; 0.939655; 0.938698; 0.934640; 0.927578; 0.926964; 0.929896; 0.930009; (); (); (); (); (); (); (); (); (); (); (); (); 
