Roll Number; 0
Recipe Name; FP 4582_244 GSM
Start Time; 2017-11-30; 11:47:52
File Name; D:\Mahlo\TR\171130114752FP 4582_244 GSM0_XMF2.txt

36.3; 11:48:03; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.594702; 1.594616; 1.596178; 1.598102; 1.600128; 1.602000; 1.603175; 1.603776; 1.604763; 1.605175; 1.604367; 1.602499; 1.600726; 1.598541; 1.596546; 1.595422; 1.594090; 1.591994; 1.589084; 1.586452; 1.583791; 1.581222; 1.579395; 1.578007; 1.578228; 1.580256; 1.582668; 1.584855; 1.586843; 1.588601; 1.589830; 1.590071; 1.589771; 1.589016; 1.588023; 1.587004; 1.585745; 1.584482; 1.583190; 1.581123; 1.578622; 1.576663; 1.576300; 1.576961; 1.578787; 1.582107; 1.585821; 1.589696; 1.594383; 1.598531; 1.601959; 1.604725; 1.605368; 1.605149; 1.603998; 1.601732; 1.598002; 1.593881; 1.589242; 1.583820; 1.577527; 1.570195; 1.563368; 1.557485; 1.553414; 1.550993; 1.549693; 1.550938; 1.552674; 1.555554; 1.558088; 1.560319; 1.562340; 1.565024; 1.568822; 1.573335; 1.577869; 1.583095; 1.587879; 1.591201; 1.594300; 1.597420; 1.600824; 1.604312; 1.607808; 1.610696; 1.613797; 1.617422; 1.619177; 1.620191; 1.620738; 1.620802; 1.621081; 1.621332; 1.621322; 1.621081; 1.620377; 1.618799; 1.616833; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
37.3; 11:48:12; (); (); (); (); (); 1.693066; 1.689977; 1.686654; 1.682942; 1.679659; 1.675969; 1.671678; 1.666140; 1.659514; 1.653403; 1.648442; 1.642646; 1.637162; 1.633919; 1.630726; 1.627342; 1.623791; 1.620930; 1.618828; 1.616299; 1.613734; 1.611456; 1.609275; 1.607811; 1.607149; 1.607403; 1.608015; 1.608953; 1.609094; 1.608803; 1.608023; 1.606492; 1.604217; 1.601183; 1.598261; 1.596041; 1.594310; 1.593295; 1.591726; 1.589927; 1.587337; 1.584266; 1.580370; 1.575479; 1.571591; 1.569206; 1.568032; 1.568589; 1.569948; 1.572581; 1.575646; 1.579339; 1.582937; 1.586973; 1.592097; 1.596357; 1.599396; 1.602192; 1.604211; 1.604561; 1.603802; 1.602240; 1.599427; 1.595699; 1.591314; 1.586534; 1.580557; 1.575156; 1.569784; 1.563967; 1.558881; 1.554610; 1.551095; 1.549187; 1.548121; 1.548170; 1.549673; 1.552441; 1.555492; 1.558808; 1.563001; 1.567018; 1.569553; 1.571199; 1.573590; 1.576891; 1.580261; 1.584295; 1.587837; 1.590742; 1.592482; 1.593824; 1.595643; 1.596618; 1.597613; 1.598025; 1.598192; 1.599221; 1.598479; 1.595872; 1.593718; 1.592624; 1.591213; 1.589814; 1.589020; 1.588104; 1.587050; 1.585597; 1.585450; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
38.0; 11:48:20; (); (); (); (); (); 1.660805; 1.660772; 1.657112; 1.652761; 1.649295; 1.645080; 1.644054; 1.645894; 1.645978; 1.646568; 1.649210; 1.650018; 1.645264; 1.642212; 1.638666; 1.635844; 1.635817; 1.636881; 1.638706; 1.640159; 1.642605; 1.641768; 1.638404; 1.635063; 1.634092; 1.634120; 1.634973; 1.638624; 1.641508; 1.644672; 1.647941; 1.649651; 1.650902; 1.651739; 1.651835; 1.651506; 1.650763; 1.649493; 1.647113; 1.643958; 1.639650; 1.633719; 1.626454; 1.618434; 1.611209; 1.604302; 1.596961; 1.590434; 1.585874; 1.584173; 1.586239; 1.589898; 1.594554; 1.601126; 1.607464; 1.614168; 1.621878; 1.629407; 1.635714; 1.641692; 1.647177; 1.652517; 1.656923; 1.659857; 1.659316; 1.654717; 1.646803; 1.637523; 1.627729; 1.619153; 1.610870; 1.603651; 1.597604; 1.592400; 1.588927; 1.586815; 1.585411; 1.584968; 1.585180; 1.586842; 1.589640; 1.593081; 1.595882; 1.598754; 1.600777; 1.602684; 1.604252; 1.605733; 1.607596; 1.609744; 1.612243; 1.615385; 1.617786; 1.619748; 1.621594; 1.623475; 1.625184; 1.627994; 1.630948; 1.633664; 1.635588; 1.636568; 1.635740; 1.633877; 1.630074; 1.625904; 1.621454; 1.616821; 1.613051; 1.610362; 1.608120; 1.606284; 1.605034; 1.603886; 1.602330; 1.601032; 1.599920; 1.599354; 1.599040; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
38.7; 11:48:29; (); (); (); (); 1.615425; 1.618264; 1.620202; 1.620602; 1.620817; 1.621000; 1.621510; 1.623109; 1.626853; 1.629824; 1.631882; 1.632673; 1.632782; 1.632141; 1.631460; 1.630378; 1.629139; 1.627807; 1.626818; 1.625494; 1.623794; 1.621866; 1.619666; 1.617783; 1.616903; 1.616762; 1.618006; 1.620461; 1.623909; 1.627712; 1.631467; 1.635071; 1.638413; 1.640282; 1.641301; 1.641602; 1.641034; 1.639780; 1.637927; 1.635602; 1.632553; 1.627615; 1.622567; 1.617112; 1.610599; 1.604529; 1.598579; 1.593225; 1.590583; 1.590202; 1.591867; 1.595990; 1.601240; 1.606298; 1.611612; 1.617824; 1.623313; 1.628310; 1.633551; 1.637825; 1.640531; 1.642220; 1.643201; 1.642402; 1.639752; 1.634841; 1.628448; 1.621770; 1.614778; 1.608310; 1.602745; 1.597898; 1.594969; 1.594026; 1.594779; 1.597010; 1.600000; 1.603958; 1.607253; 1.611222; 1.615701; 1.620110; 1.623626; 1.626535; 1.627942; 1.628749; 1.628962; 1.628425; 1.627449; 1.626560; 1.626049; 1.626060; 1.625736; 1.626032; 1.624801; 1.624378; 1.623309; 1.622785; 1.623592; 1.623600; 1.622171; 1.618994; 1.614864; 1.610159; 1.603585; 1.599753; 1.595062; 1.593652; 1.591798; 1.593146; 1.593102; 1.594293; 1.595351; 1.594950; 1.595560; 1.596876; 1.599537; 1.603852; 1.607773; 1.613976; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
39.5; 11:48:38; (); (); (); (); 1.589921; 1.592943; 1.594719; 1.599094; 1.603218; 1.609203; 1.613675; 1.617939; 1.624045; 1.631407; 1.640828; 1.649005; 1.657733; 1.660071; 1.659771; 1.663740; 1.667915; 1.674334; 1.678491; 1.682606; 1.686193; 1.689345; 1.691452; 1.691550; 1.694405; 1.698413; 1.702474; 1.707436; 1.712015; 1.715262; 1.717298; 1.718787; 1.718686; 1.717410; 1.715840; 1.713586; 1.711202; 1.710227; 1.710994; 1.708188; 1.704113; 1.699210; 1.694327; 1.689276; 1.684161; 1.677720; 1.670750; 1.665564; 1.659717; 1.653366; 1.647686; 1.642244; 1.637973; 1.635624; 1.634603; 1.634023; 1.634243; 1.635040; 1.637557; 1.640382; 1.642993; 1.645113; 1.646152; 1.647455; 1.648462; 1.647383; 1.644659; 1.639921; 1.632071; 1.622507; 1.612462; 1.603310; 1.595690; 1.586689; 1.577236; 1.569775; 1.565216; 1.561925; 1.558940; 1.557224; 1.556563; 1.556903; 1.558753; 1.561462; 1.564718; 1.568194; 1.571621; 1.574643; 1.577961; 1.582611; 1.587428; 1.591323; 1.595693; 1.600060; 1.605354; 1.610477; 1.614855; 1.618830; 1.623140; 1.627283; 1.630288; 1.632558; 1.634010; 1.633393; 1.631667; 1.628984; 1.626260; 1.623291; 1.620267; 1.618079; 1.616224; 1.613970; 1.611941; 1.610207; 1.608300; 1.606314; 1.604872; 1.604215; 1.605241; 1.607698; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
40.2; 11:48:47; (); (); (); (); 1.598288; 1.600054; 1.602746; 1.604732; 1.605965; 1.607331; 1.608455; 1.609612; 1.611856; 1.613934; 1.616091; 1.618229; 1.619912; 1.621240; 1.622344; 1.623083; 1.623570; 1.623214; 1.623057; 1.622595; 1.622100; 1.621395; 1.620527; 1.619160; 1.617862; 1.616886; 1.616300; 1.616348; 1.616930; 1.617172; 1.617102; 1.616662; 1.615728; 1.613749; 1.611571; 1.608758; 1.605703; 1.603171; 1.601040; 1.598614; 1.596168; 1.594396; 1.592237; 1.588871; 1.585491; 1.582441; 1.579672; 1.578064; 1.578213; 1.579473; 1.582519; 1.586507; 1.590808; 1.595668; 1.600203; 1.605770; 1.611893; 1.618084; 1.623752; 1.628545; 1.632319; 1.634557; 1.636514; 1.636665; 1.635003; 1.631171; 1.626515; 1.620809; 1.612606; 1.604854; 1.596986; 1.588294; 1.580671; 1.575026; 1.571372; 1.569372; 1.568012; 1.567650; 1.567961; 1.569685; 1.572475; 1.574997; 1.577650; 1.581132; 1.584940; 1.589539; 1.594009; 1.597568; 1.600547; 1.603902; 1.606664; 1.611508; 1.615671; 1.621173; 1.626840; 1.633897; 1.640376; 1.648069; 1.650475; 1.647243; 1.644942; 1.642478; 1.639307; 1.635777; 1.631025; 1.627857; 1.623382; 1.622350; 1.620293; 1.618983; 1.617587; 1.614594; 1.612479; 1.613289; 1.618015; 1.620863; 1.624473; 1.630329; 1.636216; 1.643729; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
41.0; 11:48:55; (); (); (); (); 1.598288; 1.663293; 1.667774; 1.668921; 1.665318; 1.665513; 1.667233; 1.668476; 1.668405; 1.672404; 1.676093; 1.673199; 1.671110; 1.666059; 1.661170; 1.653076; 1.643583; 1.637390; 1.632747; 1.630679; 1.626176; 1.619594; 1.614107; 1.609900; 1.607001; 1.604303; 1.602907; 1.601076; 1.600768; 1.601062; 1.601857; 1.602831; 1.603884; 1.604964; 1.605958; 1.607720; 1.610728; 1.614509; 1.618503; 1.622663; 1.627320; 1.631176; 1.634692; 1.638295; 1.641202; 1.643710; 1.647209; 1.651046; 1.654537; 1.657190; 1.658615; 1.659308; 1.659539; 1.659342; 1.658752; 1.658020; 1.657229; 1.656598; 1.656088; 1.655724; 1.655647; 1.655304; 1.654954; 1.655298; 1.656490; 1.658018; 1.659544; 1.661164; 1.662612; 1.663174; 1.663106; 1.662803; 1.662257; 1.662067; 1.662237; 1.662521; 1.663030; 1.663216; 1.663138; 1.662308; 1.660971; 1.659471; 1.657882; 1.655574; 1.653903; 1.652393; 1.650761; 1.649157; 1.647295; 1.644960; 1.642650; 1.640248; 1.637352; 1.634601; 1.631728; 1.629076; 1.627525; 1.626311; 1.626198; 1.626748; 1.627871; 1.629615; 1.632651; 1.635623; 1.638074; 1.640375; 1.642962; 1.645616; 1.647099; 1.647754; 1.647952; 1.647241; 1.646952; 1.646569; 1.647031; 1.647012; 1.646375; 1.644585; 1.642511; 1.639733; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
41.7; 11:49:04; (); (); (); (); (); 1.708836; 1.712996; 1.715477; 1.716416; 1.716377; 1.715571; 1.713689; 1.712858; 1.712877; 1.711770; 1.708490; 1.704063; 1.698866; 1.692179; 1.684456; 1.676391; 1.667679; 1.660927; 1.654699; 1.648348; 1.643354; 1.639489; 1.636322; 1.633702; 1.631903; 1.631271; 1.631377; 1.632214; 1.633353; 1.634786; 1.637034; 1.639958; 1.642034; 1.643829; 1.646347; 1.648747; 1.650739; 1.652880; 1.654993; 1.656703; 1.657622; 1.657581; 1.656729; 1.655397; 1.653432; 1.651822; 1.650540; 1.649916; 1.649641; 1.648708; 1.647615; 1.646360; 1.644781; 1.642745; 1.640159; 1.638203; 1.636954; 1.636988; 1.637983; 1.639717; 1.641349; 1.643382; 1.645486; 1.648122; 1.651227; 1.654167; 1.656996; 1.660427; 1.663939; 1.666432; 1.667938; 1.669334; 1.669246; 1.668403; 1.667114; 1.665650; 1.663143; 1.659530; 1.655921; 1.652008; 1.647281; 1.642758; 1.638408; 1.633680; 1.629695; 1.627208; 1.624859; 1.623478; 1.622207; 1.620853; 1.620301; 1.618951; 1.617949; 1.616357; 1.614801; 1.613114; 1.611681; 1.609973; 1.607674; 1.606313; 1.604470; 1.603421; 1.602013; 1.601238; 1.602104; 1.601726; 1.604126; 1.605585; 1.607247; 1.608678; 1.609985; 1.612290; 1.615001; 1.617893; 1.620323; 1.623683; 1.626755; 1.629236; 1.631645; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
42.5; 11:49:13; (); (); (); (); (); 1.552200; 1.569652; 1.581033; 1.589349; 1.593814; 1.596931; 1.598548; 1.599599; 1.605080; 1.610206; 1.617663; 1.622874; 1.627501; 1.632350; 1.631961; 1.630816; 1.625546; 1.622904; 1.620099; 1.619006; 1.618284; 1.618458; 1.619649; 1.620858; 1.622783; 1.624031; 1.624129; 1.623614; 1.621415; 1.619530; 1.615565; 1.611398; 1.606616; 1.602693; 1.599668; 1.597369; 1.596601; 1.596428; 1.596971; 1.598368; 1.600364; 1.602310; 1.603651; 1.604546; 1.604964; 1.605347; 1.605646; 1.606273; 1.606998; 1.607523; 1.607221; 1.606411; 1.605337; 1.603733; 1.601758; 1.599416; 1.597811; 1.597152; 1.597549; 1.598972; 1.600456; 1.602044; 1.603728; 1.604626; 1.605392; 1.606012; 1.605824; 1.605243; 1.604472; 1.603850; 1.603564; 1.603394; 1.603734; 1.604317; 1.605430; 1.607275; 1.609508; 1.611516; 1.613688; 1.615915; 1.617439; 1.619317; 1.621428; 1.623184; 1.625015; 1.627345; 1.629681; 1.631271; 1.632636; 1.633997; 1.635061; 1.636253; 1.637332; 1.638847; 1.639943; 1.641236; 1.642113; 1.642692; 1.642730; 1.642417; 1.641546; 1.640147; 1.638360; 1.635952; 1.632890; 1.629928; 1.626955; 1.623747; 1.621391; 1.620196; 1.618811; 1.618033; 1.617313; 1.616548; 1.615680; 1.614927; 1.614401; 1.614273; 1.614801; 1.615998; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
43.2; 11:49:22; (); (); (); (); (); 1.708783; 1.712518; 1.715685; 1.716732; 1.716141; 1.714676; 1.712151; 1.710012; 1.707970; 1.704734; 1.698324; 1.691874; 1.685411; 1.678952; 1.672441; 1.664566; 1.657642; 1.650953; 1.644084; 1.638453; 1.634540; 1.632144; 1.630366; 1.630811; 1.632082; 1.634301; 1.637267; 1.639696; 1.640905; 1.641455; 1.641418; 1.640411; 1.639074; 1.637212; 1.634892; 1.632729; 1.630396; 1.628418; 1.625510; 1.622880; 1.619674; 1.615740; 1.612125; 1.609034; 1.605746; 1.602870; 1.600300; 1.598260; 1.597548; 1.598662; 1.600443; 1.601809; 1.602911; 1.603578; 1.604214; 1.605091; 1.606122; 1.607146; 1.609101; 1.612311; 1.616037; 1.620422; 1.624252; 1.627674; 1.629835; 1.631133; 1.633276; 1.636002; 1.639720; 1.644020; 1.648078; 1.651889; 1.655062; 1.656479; 1.657276; 1.657743; 1.657053; 1.655161; 1.652563; 1.649642; 1.644842; 1.640304; 1.635270; 1.629101; 1.624202; 1.619658; 1.614935; 1.610841; 1.607805; 1.606045; 1.604340; 1.602867; 1.602113; 1.601855; 1.602084; 1.602442; 1.603256; 1.602654; 1.602157; 1.601043; 1.599356; 1.597778; 1.594886; 1.593646; 1.591531; 1.590394; 1.588239; 1.588384; 1.588988; 1.588396; 1.589940; 1.589271; 1.590861; 1.590987; 1.591040; 1.591733; 1.592183; 1.595044; 1.595828; 1.597779; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
