Roll Number; 1
Recipe Name; FP 4582_244 GSM
Start Time; 2017-12-05; 07:56:57
File Name; D:\Mahlo\TR\171205075657FP 4582_244 GSM1_XMF2.txt

-2.8; 07:57:05; (); (); (); (); (); 1.086030; 1.076484; 1.069626; 1.064695; 1.059911; 1.056559; 1.053452; 1.050616; 1.046294; 1.039390; 1.034120; 1.028886; 1.024502; 1.020884; 1.019276; 1.018959; 1.019702; 1.021511; 1.023131; 1.025642; 1.028170; 1.031995; 1.035894; 1.039725; 1.043787; 1.048493; 1.052879; 1.056237; 1.058986; 1.061515; 1.063352; 1.064805; 1.066042; 1.066615; 1.066567; 1.065676; 1.064369; 1.062842; 1.060691; 1.057845; 1.054747; 1.052100; 1.049580; 1.046876; 1.044246; 1.041990; 1.040068; 1.038466; 1.037566; 1.037379; 1.037513; 1.037711; 1.038293; 1.039486; 1.040833; 1.042388; 1.044248; 1.045763; 1.047113; 1.048711; 1.050299; 1.051536; 1.052519; 1.053375; 1.054175; 1.055011; 1.055655; 1.056053; 1.056248; 1.056268; 1.055950; 1.055614; 1.055609; 1.055847; 1.056061; 1.056425; 1.056621; 1.056799; 1.056835; 1.057295; 1.057943; 1.058936; 1.060454; 1.062225; 1.063778; 1.065455; 1.067201; 1.068483; 1.069493; 1.070199; 1.070663; 1.071369; 1.072004; 1.072476; 1.072462; 1.072109; 1.071081; 1.069811; 1.068272; 1.065918; 1.062990; 1.059994; 1.056487; 1.051472; 1.046065; 1.040988; 1.035233; 1.028483; 1.021753; 1.016240; 1.010727; 1.005034; 1.000087; 0.995841; 0.992000; 0.989799; 0.988823; 0.989152; 0.988660; 0.988174; 0.988484; 0.989694; 0.991715; 0.994430; (); (); (); (); (); (); (); (); (); (); (); 
0.6; 07:57:14; (); (); (); (); (); 1.086030; 1.082530; 1.075076; 1.070111; 1.065516; 1.061601; 1.058033; 1.053549; 1.046492; 1.040405; 1.034788; 1.029368; 1.025533; 1.023378; 1.022312; 1.022417; 1.023111; 1.024602; 1.026576; 1.029337; 1.032755; 1.037228; 1.041545; 1.045909; 1.050985; 1.055126; 1.059216; 1.062438; 1.064541; 1.066154; 1.066925; 1.067257; 1.066821; 1.065492; 1.063472; 1.060851; 1.057129; 1.052808; 1.048775; 1.044854; 1.040509; 1.037158; 1.033910; 1.030532; 1.028243; 1.026756; 1.025753; 1.025620; 1.025980; 1.027036; 1.028662; 1.031151; 1.034302; 1.037154; 1.040480; 1.043365; 1.045933; 1.049158; 1.052389; 1.055376; 1.057563; 1.059554; 1.061179; 1.062852; 1.064246; 1.065216; 1.065511; 1.065342; 1.065172; 1.065061; 1.064731; 1.064328; 1.063607; 1.062552; 1.060968; 1.059623; 1.058473; 1.057447; 1.056247; 1.055793; 1.055782; 1.056463; 1.057501; 1.058439; 1.059264; 1.060334; 1.061413; 1.062742; 1.063993; 1.065006; 1.065768; 1.066513; 1.067193; 1.067443; 1.066883; 1.065831; 1.064475; 1.062699; 1.060459; 1.058022; 1.055434; 1.052426; 1.048520; 1.044902; 1.041637; 1.037611; 1.033886; 1.029365; 1.025164; 1.021894; 1.018013; 1.015678; 1.012315; 1.009750; 1.006927; 1.005467; 1.004623; 1.003687; 1.002995; 1.002350; 1.002553; 1.002731; 1.002941; 1.004125; (); (); (); (); (); (); (); (); (); (); (); 
4.0; 07:57:23; (); (); (); (); (); (); 1.074449; 1.068928; 1.063899; 1.059333; 1.055886; 1.051679; 1.048214; 1.044716; 1.038843; 1.032488; 1.027084; 1.023543; 1.019779; 1.018466; 1.017987; 1.018464; 1.020095; 1.022040; 1.024644; 1.027309; 1.030821; 1.034910; 1.039252; 1.043345; 1.047573; 1.051481; 1.055285; 1.058377; 1.060527; 1.062407; 1.064270; 1.065497; 1.066050; 1.065995; 1.065243; 1.063920; 1.062335; 1.060177; 1.057391; 1.054716; 1.052111; 1.049239; 1.046743; 1.044481; 1.042234; 1.039980; 1.038771; 1.037947; 1.037609; 1.037488; 1.037648; 1.038195; 1.039383; 1.040676; 1.042247; 1.043855; 1.045494; 1.047009; 1.048644; 1.050020; 1.051312; 1.052191; 1.052988; 1.053805; 1.054722; 1.055821; 1.056574; 1.056856; 1.056761; 1.056373; 1.056087; 1.056204; 1.056417; 1.056633; 1.057073; 1.057459; 1.057845; 1.058192; 1.058687; 1.059411; 1.060296; 1.061575; 1.063596; 1.065964; 1.067765; 1.069084; 1.070453; 1.071747; 1.072690; 1.073090; 1.073643; 1.074131; 1.074622; 1.074719; 1.074433; 1.073468; 1.072305; 1.070526; 1.068106; 1.065059; 1.061977; 1.058465; 1.054400; 1.049080; 1.043312; 1.037653; 1.030955; 1.024202; 1.017588; 1.012885; 1.008514; 1.002868; 0.998215; 0.994730; 0.992386; 0.991240; 0.991147; 0.990381; 0.989825; 0.989877; 0.990972; 0.992588; 0.995637; (); (); (); (); (); (); (); (); (); (); (); 
7.4; 07:57:32; (); (); (); (); (); 1.091310; 1.086147; 1.079208; 1.073845; 1.069316; 1.065477; 1.061873; 1.057692; 1.051416; 1.044516; 1.038220; 1.032958; 1.029244; 1.027256; 1.026103; 1.026284; 1.026937; 1.028236; 1.030432; 1.033610; 1.037111; 1.040602; 1.044805; 1.049693; 1.054661; 1.059347; 1.063372; 1.065900; 1.067788; 1.069593; 1.070639; 1.070965; 1.070695; 1.069693; 1.067914; 1.065028; 1.060882; 1.057134; 1.053005; 1.048389; 1.044514; 1.041050; 1.037343; 1.034066; 1.032086; 1.030631; 1.029306; 1.028778; 1.029087; 1.030317; 1.031854; 1.033765; 1.036475; 1.039851; 1.043633; 1.046886; 1.049438; 1.052595; 1.055356; 1.057922; 1.060102; 1.062102; 1.064008; 1.065642; 1.066757; 1.067509; 1.067490; 1.067348; 1.066935; 1.066572; 1.066021; 1.065227; 1.064092; 1.062773; 1.061617; 1.060471; 1.059212; 1.058406; 1.057796; 1.057385; 1.057405; 1.058057; 1.058903; 1.060242; 1.061511; 1.062642; 1.063775; 1.065316; 1.066676; 1.067465; 1.067832; 1.068578; 1.068803; 1.068603; 1.067734; 1.066668; 1.065286; 1.063479; 1.060910; 1.058263; 1.055110; 1.052904; 1.050163; 1.045904; 1.041751; 1.037968; 1.034207; 1.029829; 1.025790; 1.023167; 1.020424; 1.017409; 1.013730; 1.011292; 1.008376; 1.007432; 1.006807; 1.006153; 1.005635; 1.004947; 1.005120; 1.005720; 1.006204; 1.007289; (); (); (); (); (); (); (); (); (); (); (); 
10.8; 07:57:41; (); (); (); (); (); 1.091310; 1.073532; 1.067573; 1.062292; 1.058132; 1.055154; 1.051861; 1.049012; 1.045742; 1.039898; 1.034645; 1.028781; 1.024877; 1.021830; 1.020589; 1.020935; 1.021470; 1.023288; 1.025110; 1.027719; 1.030194; 1.034021; 1.038181; 1.041948; 1.046308; 1.050965; 1.055548; 1.058802; 1.061452; 1.063860; 1.065572; 1.067138; 1.068417; 1.069115; 1.068962; 1.068250; 1.067212; 1.065741; 1.063481; 1.060501; 1.057643; 1.054691; 1.051597; 1.048842; 1.046627; 1.044393; 1.042343; 1.040758; 1.039719; 1.039276; 1.039257; 1.039523; 1.040159; 1.041203; 1.042689; 1.044723; 1.046301; 1.047639; 1.049154; 1.050562; 1.052102; 1.053534; 1.054514; 1.055401; 1.056258; 1.056844; 1.057285; 1.057719; 1.057930; 1.057909; 1.057692; 1.057242; 1.057352; 1.057601; 1.057859; 1.058193; 1.058539; 1.058745; 1.059002; 1.059460; 1.060276; 1.061176; 1.062381; 1.064270; 1.066101; 1.067830; 1.069536; 1.071141; 1.072385; 1.073154; 1.073487; 1.074141; 1.074750; 1.075190; 1.075238; 1.074665; 1.073578; 1.072361; 1.070542; 1.067982; 1.065121; 1.062048; 1.057920; 1.053576; 1.048144; 1.042326; 1.037310; 1.030477; 1.023681; 1.018028; 1.011671; 1.006691; 1.002043; 0.997871; 0.994367; 0.991656; 0.990577; 0.990625; 0.989758; 0.989025; 0.989089; 0.989973; 0.991557; 0.994327; (); (); (); (); (); (); (); (); (); (); (); 
14.2; 07:57:50; (); (); (); (); (); 1.091310; 1.089278; 1.081963; 1.076330; 1.072307; 1.068468; 1.064397; 1.060082; 1.053303; 1.047285; 1.042707; 1.037514; 1.033658; 1.031657; 1.030820; 1.031035; 1.031789; 1.033368; 1.035461; 1.038300; 1.042349; 1.046419; 1.050719; 1.055577; 1.059965; 1.063936; 1.068115; 1.071432; 1.073552; 1.074726; 1.075540; 1.075879; 1.075457; 1.074138; 1.072005; 1.068991; 1.065599; 1.061829; 1.057205; 1.053185; 1.049486; 1.045351; 1.041644; 1.038507; 1.036470; 1.035145; 1.034262; 1.034150; 1.034547; 1.035069; 1.036568; 1.039538; 1.042799; 1.045879; 1.048857; 1.052205; 1.055367; 1.058149; 1.060931; 1.064095; 1.066112; 1.068093; 1.069989; 1.071577; 1.072978; 1.073929; 1.074044; 1.073727; 1.073240; 1.072692; 1.072199; 1.071748; 1.070983; 1.069537; 1.068025; 1.066939; 1.065568; 1.064588; 1.063654; 1.063304; 1.063391; 1.063965; 1.064912; 1.066077; 1.067313; 1.068182; 1.069207; 1.070618; 1.071847; 1.072724; 1.072766; 1.073037; 1.073149; 1.073043; 1.071867; 1.070436; 1.068861; 1.066631; 1.064173; 1.061148; 1.057830; 1.054820; 1.050829; 1.047249; 1.043930; 1.039793; 1.035702; 1.031861; 1.028292; 1.024612; 1.021102; 1.018608; 1.015177; 1.013251; 1.010845; 1.009786; 1.009467; 1.008857; 1.008201; 1.007647; 1.008070; 1.008395; 1.008942; 1.009935; (); (); (); (); (); (); (); (); (); (); (); 
17.6; 07:58:00; (); (); (); (); (); (); 1.081301; 1.075645; 1.071136; 1.066700; 1.062684; 1.059037; 1.056178; 1.052484; 1.045986; 1.040957; 1.035932; 1.031725; 1.028036; 1.026711; 1.026300; 1.026829; 1.028423; 1.030002; 1.032832; 1.035977; 1.039543; 1.043052; 1.047380; 1.052057; 1.056100; 1.060048; 1.063894; 1.066665; 1.068868; 1.071038; 1.072610; 1.073919; 1.074989; 1.074891; 1.073982; 1.072718; 1.071152; 1.068701; 1.066127; 1.063339; 1.060462; 1.057320; 1.054449; 1.052136; 1.049863; 1.047904; 1.045928; 1.044678; 1.044276; 1.044324; 1.044502; 1.044976; 1.045940; 1.047411; 1.049209; 1.050950; 1.052573; 1.054147; 1.055733; 1.057137; 1.058307; 1.059448; 1.060387; 1.061005; 1.061748; 1.062492; 1.063000; 1.063239; 1.063258; 1.063006; 1.062724; 1.062233; 1.061792; 1.061198; 1.060724; 1.060290; 1.060041; 1.059676; 1.059585; 1.059552; 1.059903; 1.060522; 1.061573; 1.062607; 1.063694; 1.064762; 1.066076; 1.067140; 1.067943; 1.068583; 1.069154; 1.069590; 1.070090; 1.070188; 1.069811; 1.069046; 1.067803; 1.066089; 1.063995; 1.060899; 1.057353; 1.053799; 1.049427; 1.044060; 1.038263; 1.032484; 1.026489; 1.019586; 1.013803; 1.008350; 1.002339; 0.996660; 0.992335; 0.988930; 0.986401; 0.985496; 0.985798; 0.985687; 0.985067; 0.985162; 0.986259; 0.988009; 0.991098; 0.993530; (); (); (); (); (); (); (); (); (); (); 
21.0; 07:58:09; (); (); (); (); (); 1.084129; 1.079724; 1.073136; 1.066969; 1.062456; 1.059199; 1.055529; 1.051014; 1.044909; 1.037904; 1.031648; 1.027104; 1.023277; 1.021131; 1.020241; 1.020163; 1.020977; 1.022228; 1.024128; 1.026751; 1.030603; 1.034604; 1.038945; 1.044013; 1.049043; 1.053142; 1.057268; 1.060877; 1.062984; 1.064238; 1.065192; 1.065648; 1.065437; 1.064334; 1.062495; 1.059557; 1.055817; 1.051998; 1.047906; 1.043390; 1.038991; 1.035535; 1.032190; 1.028826; 1.026539; 1.025088; 1.023821; 1.023340; 1.023485; 1.024360; 1.026016; 1.028391; 1.031216; 1.034496; 1.038205; 1.041070; 1.043725; 1.046578; 1.049860; 1.052842; 1.054951; 1.057100; 1.059092; 1.060957; 1.062265; 1.062866; 1.062993; 1.062636; 1.062242; 1.061945; 1.061696; 1.061077; 1.060188; 1.058740; 1.057262; 1.055897; 1.054646; 1.053635; 1.052728; 1.052011; 1.051981; 1.052536; 1.053504; 1.054698; 1.055822; 1.056891; 1.057972; 1.059283; 1.060557; 1.061753; 1.062162; 1.062797; 1.063342; 1.063691; 1.063275; 1.062192; 1.060603; 1.058776; 1.056427; 1.054227; 1.051022; 1.048478; 1.045795; 1.042903; 1.038869; 1.034876; 1.030623; 1.026812; 1.023332; 1.019583; 1.016342; 1.013016; 1.009652; 1.007968; 1.006038; 1.005744; 1.004647; 1.004283; 1.003562; 1.003181; 1.003766; 1.004384; 1.005193; 1.006304; 1.007384; (); (); (); (); (); (); (); (); (); (); 
24.4; 07:58:18; (); (); (); (); (); 1.077996; 1.074505; 1.068968; 1.064734; 1.060348; 1.056117; 1.052054; 1.048830; 1.044493; 1.039023; 1.033668; 1.027677; 1.023379; 1.020012; 1.018739; 1.018323; 1.018704; 1.020259; 1.021991; 1.024694; 1.027649; 1.031555; 1.035506; 1.039403; 1.043613; 1.047675; 1.052236; 1.056116; 1.059199; 1.061216; 1.062825; 1.064636; 1.065781; 1.066644; 1.066419; 1.065682; 1.064652; 1.062938; 1.060336; 1.057681; 1.054878; 1.051585; 1.048490; 1.045579; 1.043092; 1.041086; 1.039072; 1.037179; 1.036170; 1.035822; 1.035660; 1.035657; 1.036068; 1.037138; 1.038643; 1.040262; 1.042015; 1.043947; 1.045540; 1.046801; 1.048236; 1.049531; 1.050648; 1.051327; 1.051924; 1.052513; 1.053241; 1.053505; 1.053370; 1.053152; 1.052726; 1.052271; 1.052241; 1.052477; 1.052705; 1.052993; 1.053233; 1.053480; 1.053926; 1.054678; 1.055669; 1.056930; 1.058972; 1.060949; 1.062562; 1.064336; 1.066282; 1.067892; 1.069012; 1.069912; 1.070694; 1.071162; 1.071859; 1.072387; 1.072439; 1.072183; 1.071230; 1.069706; 1.068126; 1.066065; 1.063114; 1.059982; 1.056338; 1.050814; 1.045495; 1.041075; 1.035395; 1.028374; 1.021523; 1.014950; 1.008477; 1.003891; 0.999692; 0.994819; 0.990724; 0.988362; 0.987437; 0.987582; 0.986691; 0.986047; 0.986046; 0.986958; 0.988973; 0.992013; 1.007384; (); (); (); (); (); (); (); (); (); (); 
27.9; 07:58:27; (); (); (); (); (); 1.087405; 1.083083; 1.076492; 1.070936; 1.066396; 1.062120; 1.058095; 1.053964; 1.047648; 1.041559; 1.036114; 1.030998; 1.027185; 1.024992; 1.024056; 1.024290; 1.024959; 1.026355; 1.028453; 1.031080; 1.034945; 1.039419; 1.043765; 1.048249; 1.053283; 1.057957; 1.061870; 1.064789; 1.066847; 1.068273; 1.068973; 1.069358; 1.069014; 1.067421; 1.065171; 1.062609; 1.059401; 1.055756; 1.051192; 1.046746; 1.042895; 1.039449; 1.035682; 1.032250; 1.029948; 1.028386; 1.027270; 1.026994; 1.027415; 1.028200; 1.030088; 1.032734; 1.035497; 1.038637; 1.041837; 1.045041; 1.047691; 1.050536; 1.053313; 1.055927; 1.058559; 1.060591; 1.062264; 1.064187; 1.065647; 1.066235; 1.066163; 1.065855; 1.065316; 1.065154; 1.064641; 1.064032; 1.063252; 1.062139; 1.060504; 1.059329; 1.058113; 1.057008; 1.056081; 1.055870; 1.055994; 1.056688; 1.057570; 1.058613; 1.059621; 1.060858; 1.062030; 1.063114; 1.064462; 1.065528; 1.066077; 1.066758; 1.067271; 1.067325; 1.066552; 1.065267; 1.064089; 1.062626; 1.059979; 1.057672; 1.054859; 1.051862; 1.048237; 1.044769; 1.041503; 1.037290; 1.033717; 1.028967; 1.024712; 1.021334; 1.017982; 1.014821; 1.011079; 1.008674; 1.006705; 1.006029; 1.005503; 1.004789; 1.004291; 1.003821; 1.004062; 1.004362; 1.005337; 1.006682; (); (); (); (); (); (); (); (); (); (); (); 
