Roll Number; 0
Recipe Name; FP 4548_250 GSM
Start Time; 2018-03-08; 12:59:41
File Name; D:\Mahlo\TR\180308125941FP 4548_250 GSM0_THICKNESS2.txt

8602.9; 12:59:58; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.733087; 0.729013; 0.728756; 0.730344; 0.731190; 0.733079; 0.734790; 0.736154; 0.736317; 0.737036; 0.738864; 0.741759; 0.742804; 0.742081; 0.743288; 0.738352; 0.733844; 0.733474; 0.730752; 0.728720; 0.725860; 0.723828; 0.724230; 0.726396; 0.728216; 0.731985; 0.732264; 0.731252; 0.733682; 0.735764; 0.736634; 0.738622; 0.738304; 0.734722; 0.732118; 0.732466; 0.734773; 0.734398; 0.734852; 0.736175; 0.739139; 0.739781; 0.739269; 0.741652; 0.743412; 0.745260; 0.747355; 0.750284; 0.751704; 0.752445; 0.752699; 0.752660; 0.755156; 0.759057; 0.759942; 0.760149; 0.761471; 0.759453; 0.760944; 0.762656; 0.762058; 0.762159; 0.758696; 0.753397; 0.751160; 0.749142; 0.749138; 0.750115; 0.746181; 0.745713; 0.744751; 0.742944; 0.743610; 0.745599; 0.746678; 0.747036; 0.746971; 0.744889; 0.744758; 0.745780; 0.748527; 0.749810; 0.750574; 0.752350; 0.754958; 0.757874; 0.761139; 0.765864; 0.766343; 0.761642; 0.759605; 0.762901; 0.763102; 0.761980; 0.757117; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
8607.3; 13:00:10; (); (); (); (); (); (); (); (); (); 0.715729; 0.718185; 0.721693; 0.721531; 0.722092; 0.723088; 0.724480; 0.726924; 0.726309; 0.725212; 0.727214; 0.724458; 0.722288; 0.721117; 0.717772; 0.710955; 0.706044; 0.701891; 0.699076; 0.697176; 0.698461; 0.701335; 0.705047; 0.709057; 0.714118; 0.721872; 0.726719; 0.730654; 0.737739; 0.742574; 0.742071; 0.739649; 0.736367; 0.732967; 0.731624; 0.728863; 0.728123; 0.728795; 0.725807; 0.720565; 0.719024; 0.720241; 0.722376; 0.720688; 0.717934; 0.719350; 0.719843; 0.717898; 0.716489; 0.719481; 0.722943; 0.724598; 0.728634; 0.735087; 0.740680; 0.745744; 0.747649; 0.751256; 0.757245; 0.760987; 0.762405; 0.763210; 0.767669; 0.769729; 0.769295; 0.767534; 0.769222; 0.768208; 0.763784; 0.760156; 0.761205; 0.760397; 0.751756; 0.746880; 0.744235; 0.740908; 0.738915; 0.739979; 0.746716; 0.750927; 0.748193; 0.747422; 0.752986; 0.758386; 0.763928; 0.766462; 0.762294; 0.759080; 0.753554; 0.750206; 0.749583; 0.743167; 0.737717; 0.733497; 0.730474; 0.732040; 0.735746; 0.738105; 0.741684; 0.741372; 0.743836; 0.746890; 0.751159; 0.752332; 0.750941; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
8610.7; 13:00:19; (); (); (); (); (); (); (); (); (); 0.737772; 0.741270; 0.743351; 0.746371; 0.748331; 0.751049; 0.754040; 0.755845; 0.759263; 0.763056; 0.766029; 0.767288; 0.766762; 0.765819; 0.766289; 0.765341; 0.764062; 0.764474; 0.763466; 0.762629; 0.760682; 0.759031; 0.758303; 0.756210; 0.754543; 0.755370; 0.755804; 0.755063; 0.754026; 0.752266; 0.754804; 0.758988; 0.761435; 0.762473; 0.762841; 0.762516; 0.761461; 0.760419; 0.760277; 0.760683; 0.758086; 0.757140; 0.756842; 0.755934; 0.754690; 0.752166; 0.749866; 0.749611; 0.750457; 0.749669; 0.748897; 0.748406; 0.750603; 0.754400; 0.754675; 0.756511; 0.757513; 0.758925; 0.761414; 0.763507; 0.763886; 0.762394; 0.758166; 0.753282; 0.750675; 0.749332; 0.748898; 0.746875; 0.745844; 0.746583; 0.746757; 0.748012; 0.748827; 0.748671; 0.747804; 0.746177; 0.745511; 0.748554; 0.753432; 0.759538; 0.763494; 0.764906; 0.764386; 0.761929; 0.760382; 0.761346; 0.761116; 0.760911; 0.762220; 0.763771; 0.765335; 0.766601; 0.766486; 0.764757; 0.762216; 0.759405; 0.758154; 0.758519; 0.758935; 0.759066; 0.758228; 0.757433; 0.757347; 0.756222; 0.754392; 0.752511; 0.751192; 0.749065; 0.746224; 0.745546; 0.746002; 0.746468; 0.746058; 0.748099; 0.748213; 0.748020; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
8613.1; 13:00:27; (); (); (); (); (); (); (); (); (); 0.724599; 0.724267; 0.725140; 0.724279; 0.724418; 0.725552; 0.726817; 0.728845; 0.731459; 0.732558; 0.731641; 0.729714; 0.728838; 0.728232; 0.725318; 0.722868; 0.720652; 0.719538; 0.721228; 0.721283; 0.719839; 0.718872; 0.718717; 0.717516; 0.716464; 0.716816; 0.716861; 0.716832; 0.719376; 0.723065; 0.726666; 0.728970; 0.729440; 0.728136; 0.727254; 0.726613; 0.724762; 0.721572; 0.719378; 0.717652; 0.715604; 0.713355; 0.711535; 0.709497; 0.709226; 0.708225; 0.707595; 0.706910; 0.706673; 0.707211; 0.708049; 0.709823; 0.712820; 0.717645; 0.721385; 0.723270; 0.726967; 0.729043; 0.729402; 0.727653; 0.729672; 0.732215; 0.734067; 0.737519; 0.743731; 0.747582; 0.749323; 0.749444; 0.750156; 0.752131; 0.754169; 0.755830; 0.758109; 0.760978; 0.763367; 0.763277; 0.761353; 0.761308; 0.758523; 0.755536; 0.755809; 0.757232; 0.755034; 0.751719; 0.750977; 0.751447; 0.750583; 0.749998; 0.748165; 0.745489; 0.745170; 0.748730; 0.749325; 0.750329; 0.750732; 0.750472; 0.749708; 0.751373; 0.750934; 0.747429; 0.746978; 0.749377; 0.751468; 0.753387; 0.757757; 0.759117; 0.759022; 0.759241; 0.759959; 0.758755; 0.757767; 0.758110; 0.759209; 0.761621; 0.768397; 0.771854; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
8615.4; 13:00:36; (); (); (); (); (); (); (); (); (); 0.743266; 0.742218; 0.740063; 0.736991; 0.735409; 0.733909; 0.734241; 0.734753; 0.735088; 0.736438; 0.733889; 0.730524; 0.726859; 0.724140; 0.723357; 0.720234; 0.718344; 0.718627; 0.721699; 0.726474; 0.730087; 0.730072; 0.730621; 0.731266; 0.731597; 0.731638; 0.732065; 0.733360; 0.734407; 0.737402; 0.742882; 0.745792; 0.746959; 0.743633; 0.739204; 0.737570; 0.739329; 0.742048; 0.745717; 0.750120; 0.756115; 0.759672; 0.762348; 0.762242; 0.759989; 0.758238; 0.758071; 0.758104; 0.760042; 0.763155; 0.765353; 0.765747; 0.765773; 0.765709; 0.764219; 0.762296; 0.763463; 0.764568; 0.766243; 0.768786; 0.771966; 0.776485; 0.781018; 0.783273; 0.783276; 0.782236; 0.780784; 0.777375; 0.775717; 0.775175; 0.774195; 0.772255; 0.770164; 0.766682; 0.762535; 0.757468; 0.752284; 0.748218; 0.744314; 0.742602; 0.740279; 0.737074; 0.736673; 0.735343; 0.734553; 0.734929; 0.735985; 0.736970; 0.736831; 0.736269; 0.738476; 0.741488; 0.745025; 0.750588; 0.753287; 0.757271; 0.760664; 0.762670; 0.763370; 0.762342; 0.760383; 0.758582; 0.758205; 0.760248; 0.763343; 0.759918; 0.756140; 0.751089; 0.745358; 0.742699; 0.740465; 0.738087; 0.735718; 0.733992; 0.733058; 0.732130; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
8617.8; 13:00:45; (); (); (); (); (); (); (); (); (); 0.727509; 0.729128; 0.731000; 0.733279; 0.733147; 0.733881; 0.736340; 0.738211; 0.738052; 0.740080; 0.741287; 0.741609; 0.742969; 0.747339; 0.748384; 0.748488; 0.749704; 0.751258; 0.752410; 0.754746; 0.755423; 0.754188; 0.754379; 0.757850; 0.757618; 0.757301; 0.757435; 0.756765; 0.753281; 0.754685; 0.755356; 0.755003; 0.755311; 0.756185; 0.755520; 0.755215; 0.755757; 0.756421; 0.756183; 0.756692; 0.757595; 0.757632; 0.757217; 0.756847; 0.753669; 0.753088; 0.751807; 0.747381; 0.743237; 0.741644; 0.741754; 0.742800; 0.744109; 0.745466; 0.746318; 0.746010; 0.748653; 0.752609; 0.756932; 0.762116; 0.764900; 0.768927; 0.772637; 0.775038; 0.776663; 0.778032; 0.778610; 0.777950; 0.777395; 0.778057; 0.779754; 0.778126; 0.779222; 0.780274; 0.779944; 0.778835; 0.777913; 0.777621; 0.778742; 0.780917; 0.781896; 0.779998; 0.777022; 0.774473; 0.771674; 0.768790; 0.766997; 0.763910; 0.760287; 0.758680; 0.759783; 0.760064; 0.760022; 0.759100; 0.756812; 0.754887; 0.754554; 0.756561; 0.758070; 0.757516; 0.755728; 0.754608; 0.756295; 0.757340; 0.756206; 0.754371; 0.753447; 0.751921; 0.749681; 0.748377; 0.747763; 0.746784; 0.744614; 0.742080; 0.744181; 0.745737; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
8620.1; 13:00:53; (); (); (); (); (); (); (); (); (); 0.722829; 0.724483; 0.725495; 0.725179; 0.724213; 0.727617; 0.729180; 0.730103; 0.730880; 0.730473; 0.731277; 0.732010; 0.732262; 0.732756; 0.734755; 0.734779; 0.733987; 0.734174; 0.734771; 0.734893; 0.734535; 0.737595; 0.740865; 0.743824; 0.744908; 0.743861; 0.743727; 0.744907; 0.746270; 0.747929; 0.751672; 0.755389; 0.758325; 0.762158; 0.762021; 0.758945; 0.754642; 0.750828; 0.750496; 0.752582; 0.755080; 0.753619; 0.755115; 0.756503; 0.755394; 0.751908; 0.749728; 0.746601; 0.745807; 0.747076; 0.747464; 0.747360; 0.748148; 0.747681; 0.746731; 0.746827; 0.750350; 0.750332; 0.749428; 0.748500; 0.747844; 0.747449; 0.748599; 0.747833; 0.749139; 0.752406; 0.754560; 0.754751; 0.756719; 0.758822; 0.759117; 0.757247; 0.754465; 0.753041; 0.753671; 0.755929; 0.757643; 0.758071; 0.759388; 0.759736; 0.758482; 0.757482; 0.757357; 0.757210; 0.757172; 0.758330; 0.760093; 0.761132; 0.759849; 0.757157; 0.752660; 0.749525; 0.749999; 0.750867; 0.752682; 0.752379; 0.751701; 0.750216; 0.748322; 0.747271; 0.746057; 0.745190; 0.745323; 0.746429; 0.749144; 0.751811; 0.751560; 0.748482; 0.745546; 0.743512; 0.743509; 0.743526; 0.743567; 0.743191; 0.741806; 0.740157; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
8622.5; 13:01:02; (); (); (); (); (); (); (); (); (); 0.753180; 0.753647; 0.754032; 0.751682; 0.752530; 0.753969; 0.755271; 0.758433; 0.760030; 0.758834; 0.753668; 0.750415; 0.748103; 0.745429; 0.742324; 0.740919; 0.738291; 0.737986; 0.738492; 0.739318; 0.739116; 0.737535; 0.738256; 0.739473; 0.739177; 0.738784; 0.739177; 0.741422; 0.744872; 0.748834; 0.751870; 0.753389; 0.753994; 0.751632; 0.747859; 0.744964; 0.741865; 0.741425; 0.742233; 0.745154; 0.748761; 0.748000; 0.747205; 0.746912; 0.745753; 0.744676; 0.746630; 0.749442; 0.754895; 0.759741; 0.762568; 0.764639; 0.762286; 0.759330; 0.758027; 0.759816; 0.763411; 0.765766; 0.766487; 0.766382; 0.765548; 0.765568; 0.766447; 0.765758; 0.767622; 0.770747; 0.774725; 0.780862; 0.787021; 0.787617; 0.786008; 0.783355; 0.781043; 0.780388; 0.779974; 0.778851; 0.776378; 0.774502; 0.773295; 0.769172; 0.763232; 0.757259; 0.752867; 0.750673; 0.749347; 0.751160; 0.752722; 0.752748; 0.752474; 0.754420; 0.755376; 0.754370; 0.751435; 0.749185; 0.750899; 0.754671; 0.756172; 0.754456; 0.752187; 0.751297; 0.748616; 0.747538; 0.747743; 0.747973; 0.745814; 0.745048; 0.746238; 0.746218; 0.744489; 0.743000; 0.740995; 0.740523; 0.741161; 0.741032; 0.739959; 0.740748; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
8624.8; 13:01:10; (); (); (); (); (); (); (); (); (); 0.769557; 0.765461; 0.762181; 0.761958; 0.762905; 0.762848; 0.762791; 0.763147; 0.761831; 0.759254; 0.758895; 0.759629; 0.758760; 0.757564; 0.757075; 0.759557; 0.762309; 0.763839; 0.762734; 0.762872; 0.763281; 0.763044; 0.761777; 0.760384; 0.761269; 0.758723; 0.754379; 0.750265; 0.747370; 0.743049; 0.738989; 0.736405; 0.735408; 0.734066; 0.732845; 0.731598; 0.729498; 0.729531; 0.731816; 0.732400; 0.733725; 0.735546; 0.736839; 0.737431; 0.738699; 0.740053; 0.739959; 0.741384; 0.743527; 0.743818; 0.745972; 0.748510; 0.748584; 0.748614; 0.750704; 0.752067; 0.753661; 0.756819; 0.760483; 0.762559; 0.765224; 0.767066; 0.768057; 0.768568; 0.768065; 0.765559; 0.764367; 0.764187; 0.763050; 0.762161; 0.762010; 0.762399; 0.760684; 0.758298; 0.756494; 0.754361; 0.753201; 0.751316; 0.750248; 0.750767; 0.752443; 0.755280; 0.754583; 0.751611; 0.751604; 0.752514; 0.750474; 0.751227; 0.753006; 0.754587; 0.756584; 0.759181; 0.761966; 0.766731; 0.771253; 0.772425; 0.770596; 0.768594; 0.767396; 0.763781; 0.762503; 0.764759; 0.763530; 0.760378; 0.757046; 0.752598; 0.747053; 0.741406; 0.734393; 0.727578; 0.723657; 0.721508; 0.721584; 0.723212; 0.724968; 0.719921; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
8627.2; 13:01:19; (); (); (); (); (); (); (); (); (); 0.748886; 0.751271; 0.751345; 0.754246; 0.755615; 0.756206; 0.755944; 0.754798; 0.753029; 0.751928; 0.751928; 0.752138; 0.750923; 0.750919; 0.751931; 0.751989; 0.751264; 0.750373; 0.747536; 0.746958; 0.747517; 0.748997; 0.751467; 0.757326; 0.761216; 0.763608; 0.764554; 0.765461; 0.763810; 0.760969; 0.759725; 0.761182; 0.763403; 0.763727; 0.763517; 0.762658; 0.761136; 0.758579; 0.755351; 0.754619; 0.753765; 0.751933; 0.750781; 0.751160; 0.749495; 0.745713; 0.741456; 0.740095; 0.741229; 0.741819; 0.741332; 0.742058; 0.744607; 0.747077; 0.746340; 0.745573; 0.745521; 0.746100; 0.747072; 0.748328; 0.754577; 0.761623; 0.764256; 0.764407; 0.765459; 0.767590; 0.765307; 0.762698; 0.763056; 0.766778; 0.770619; 0.774799; 0.778787; 0.782593; 0.785975; 0.787882; 0.787903; 0.789869; 0.793027; 0.794643; 0.794851; 0.799128; 0.801599; 0.801217; 0.799967; 0.799791; 0.798875; 0.794573; 0.789595; 0.785117; 0.779494; 0.774663; 0.770194; 0.766810; 0.763731; 0.761044; 0.754323; 0.750239; 0.750074; 0.750845; 0.750113; 0.749380; 0.751505; 0.753469; 0.755658; 0.757945; 0.759313; 0.759605; 0.759985; 0.760610; 0.763228; 0.768670; 0.772111; 0.771741; 0.770692; 0.770223; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
8629.5; 13:01:27; (); (); (); (); (); (); (); (); (); 0.757751; 0.758022; 0.759487; 0.761426; 0.761500; 0.761594; 0.760092; 0.757647; 0.758765; 0.760042; 0.760940; 0.759342; 0.756132; 0.753068; 0.752708; 0.753378; 0.752546; 0.749646; 0.746748; 0.746221; 0.744154; 0.745780; 0.746825; 0.745800; 0.743560; 0.741257; 0.739370; 0.741547; 0.745142; 0.746538; 0.746105; 0.747284; 0.751210; 0.754197; 0.754455; 0.755539; 0.758534; 0.760096; 0.762825; 0.766270; 0.768189; 0.769600; 0.767133; 0.764737; 0.764202; 0.763869; 0.766015; 0.767520; 0.766799; 0.766179; 0.766795; 0.763926; 0.762285; 0.758474; 0.755296; 0.753507; 0.753500; 0.756161; 0.757627; 0.758626; 0.759419; 0.758191; 0.757962; 0.759676; 0.760328; 0.760682; 0.761833; 0.763335; 0.765705; 0.768358; 0.771403; 0.773872; 0.773235; 0.772148; 0.773489; 0.774366; 0.773465; 0.772487; 0.772259; 0.769994; 0.768199; 0.768060; 0.768483; 0.769611; 0.770284; 0.769058; 0.768578; 0.770039; 0.769239; 0.764490; 0.759569; 0.756624; 0.755840; 0.758047; 0.761809; 0.763073; 0.763344; 0.763400; 0.761674; 0.761981; 0.762541; 0.761258; 0.760517; 0.762182; 0.765901; 0.767576; 0.767059; 0.763703; 0.758515; 0.755675; 0.755004; 0.753349; 0.752408; 0.751406; 0.747503; 0.743940; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
