Roll Number; 1
Recipe Name; FP 4577_360 GSM
Start Time; 2017-11-15; 11:55:22
File Name; D:\Mahlo\TR\171115115522FP 4577_360 GSM1_FMI2.txt

35949.9; 11:57:23; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 388.134718; 387.836576; 387.903154; 387.954444; 387.433380; 387.091994; 386.943728; 386.656284; 386.525601; 386.480808; 386.584282; 386.557758; 386.312068; 386.313379; 386.383504; 386.133850; 385.965019; 385.978490; 386.019468; 386.327475; 386.470288; 386.448741; 386.927694; 387.252152; 386.994243; 386.416018; 386.502147; 387.018293; 387.183458; 387.403429; 387.848705; 388.344169; 388.192832; 388.055384; 388.437331; 389.144421; 389.592409; 389.792174; 389.988929; 390.109152; 390.377998; 390.438795; 390.309781; 390.461534; 390.427381; 390.827984; 391.424090; 391.816646; 392.083198; 391.955584; 391.978830; 392.230988; 392.123073; 392.116994; 392.071456; 391.943008; 392.067820; 392.220646; 392.367035; 392.236680; 391.320527; 390.833110; 391.085595; 391.391933; 391.479135; 391.242534; 391.231298; 391.321898; 391.103595; 391.174942; 391.158879; 390.821397; 390.445292; 390.026122; 389.957666; 389.784038; 389.659107; 389.189541; 388.702393; 388.030171; 387.174278; 386.177808; 385.835767; 385.736465; 385.608524; 385.579735; 385.488629; 385.245860; 385.046899; 385.131359; 385.307699; 384.934306; 384.547055; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
35953.1; 11:57:31; (); (); (); (); (); (); 388.686836; 388.287008; 387.981206; 387.645394; 387.145579; 386.781335; 386.663705; 386.500388; 385.932505; 385.210037; 384.888738; 385.250211; 385.323972; 385.167897; 385.361999; 385.189772; 384.727627; 384.625524; 384.622037; 384.706259; 384.889960; 384.961665; 384.637415; 384.182692; 384.053648; 383.795261; 383.578867; 383.518815; 383.562922; 383.402973; 383.492470; 383.811474; 383.897156; 383.901894; 383.823812; 383.538365; 383.091539; 383.343518; 383.970350; 384.171456; 384.041250; 383.791685; 383.725315; 383.396924; 383.091301; 382.814348; 382.245809; 381.675541; 381.204426; 381.077409; 380.875736; 380.679131; 380.282849; 379.709303; 379.301906; 378.956378; 378.772974; 378.548384; 378.561854; 378.337979; 378.730297; 379.344344; 379.945785; 380.356282; 380.290091; 380.768210; 381.512314; 382.111281; 382.285357; 382.336408; 382.741094; 383.047462; 383.512348; 383.899063; 384.372294; 384.581327; 385.349274; 385.960788; 386.431485; 387.300760; 388.242245; 389.319241; 390.258610; 391.225755; 391.955286; 392.645031; 393.020540; 393.185228; 393.601447; 394.334257; 394.871026; 394.698977; 394.624352; 395.033330; 395.292908; 395.094097; 394.791454; 394.790798; 394.899100; 395.114452; 395.269185; 395.600080; 395.949483; 396.008968; 395.970166; 396.155864; 396.657497; 396.782607; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
35955.6; 11:57:40; (); (); (); (); (); (); 381.834924; 381.293118; 381.146789; 380.709529; 380.285978; 379.800558; 379.088640; 378.587842; 378.330767; 378.061533; 378.128409; 378.456563; 378.510952; 378.164589; 377.757400; 377.449274; 377.484858; 377.163887; 376.709521; 376.846939; 377.224594; 377.684504; 378.571570; 378.638148; 378.850967; 379.064858; 379.002601; 379.214078; 379.606545; 380.339295; 381.237864; 381.505340; 382.159114; 382.719994; 383.063227; 383.521050; 384.480059; 385.169744; 385.760933; 385.978460; 386.300802; 386.691511; 387.083441; 387.467861; 387.769490; 387.996823; 388.492018; 388.820142; 389.411986; 389.680892; 389.466435; 388.908327; 388.689309; 388.925433; 389.164567; 389.154732; 389.154226; 389.162421; 389.380097; 389.411122; 389.584005; 389.949113; 390.694052; 391.275644; 391.750306; 392.644703; 393.230379; 393.490165; 393.764138; 394.442320; 395.073891; 395.671070; 396.102458; 396.244735; 396.819711; 397.414118; 398.309618; 398.647994; 399.115592; 399.830222; 400.071591; 400.167435; 400.074512; 399.833441; 399.196237; 398.739219; 398.262471; 397.582322; 397.086293; 396.429867; 395.586997; 394.406170; 393.435448; 392.246366; 390.887856; 390.062660; 389.343500; 389.111310; 389.204592; 389.391363; 389.280766; 389.241725; 389.480501; 389.217496; 388.709396; 388.553202; 388.428330; 388.289332; 388.366491; 388.185263; 387.755930; 387.294829; 387.136132; 386.794865; 386.190236; 385.745257; 385.075450; 384.471685; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
35958.1; 11:57:49; (); (); (); (); (); (); 399.942160; 398.660004; 397.417784; 396.879822; 396.716088; 396.380365; 395.672947; 394.652992; 393.466741; 392.203391; 391.088605; 390.102744; 389.018834; 387.850940; 387.485355; 387.124151; 386.993229; 386.529893; 385.707498; 384.619206; 384.007365; 383.924544; 384.057790; 384.142339; 384.195387; 384.314656; 383.863896; 383.497626; 383.427143; 383.152425; 383.175492; 383.203089; 383.352220; 383.579165; 383.974433; 384.418011; 384.707928; 384.940416; 384.869039; 385.146439; 385.031193; 385.645926; 386.422902; 387.099087; 387.664795; 388.179809; 388.817430; 389.210522; 389.741898; 390.083760; 389.978588; 389.956772; 390.278906; 390.703887; 390.797049; 391.347021; 391.526014; 391.462088; 391.268879; 391.229361; 390.743881; 390.144825; 389.585167; 389.121920; 389.161766; 389.057994; 388.651758; 387.961626; 387.377352; 386.853576; 385.824800; 384.777457; 383.775234; 382.940412; 382.437557; 381.866395; 381.517977; 381.615818; 381.532192; 381.200522; 381.404728; 381.782502; 382.026136; 382.091045; 382.029057; 382.236272; 382.641077; 383.111447; 383.406401; 383.531690; 383.844942; 383.797824; 383.569419; 383.550912; 383.666217; 383.930773; 383.998513; 384.285301; 384.707272; 385.282844; 385.894239; 386.293292; 386.850059; 387.529105; 388.050437; 388.723075; 389.182836; 389.357507; 389.483720; 389.256597; 388.625532; 388.407737; 388.221771; 388.146788; 388.015658; 387.683511; 387.527943; 387.094200; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
35960.6; 11:57:57; (); (); (); (); (); (); 403.675973; 402.772844; 401.745886; 401.310414; 401.097000; 400.912732; 400.068969; 399.167597; 398.180991; 396.801442; 395.939171; 395.560145; 395.145565; 394.686162; 393.999815; 393.323541; 393.085271; 393.246412; 392.937154; 392.342776; 391.629159; 391.452789; 391.611904; 391.478926; 391.620576; 391.579151; 391.141981; 390.590489; 390.047163; 389.418781; 388.841391; 388.462514; 387.603134; 386.851102; 386.160046; 385.394722; 384.734571; 384.418726; 384.510756; 383.773804; 382.892728; 382.156372; 381.453097; 380.352855; 379.351795; 378.670216; 377.569616; 376.637906; 376.006126; 375.891805; 375.641733; 374.903560; 373.872846; 373.006761; 372.678578; 372.167796; 371.709913; 371.710539; 372.349471; 372.685730; 372.150660; 371.848941; 371.847004; 371.707380; 371.319503; 371.072680; 371.459335; 371.375799; 370.566487; 369.937390; 369.718224; 369.714290; 369.329900; 368.671268; 368.118376; 368.010134; 368.280530; 368.534982; 368.674904; 368.657261; 368.898779; 368.865848; 369.359404; 370.154977; 370.054036; 369.897038; 369.672120; 369.647980; 369.858503; 370.568037; 371.364236; 371.506721; 371.481717; 371.846765; 372.679472; 373.327225; 373.716980; 374.007046; 374.514580; 375.122368; 375.737846; 376.510710; 377.351731; 377.923697; 378.342003; 378.580540; 378.940731; 379.405260; 379.488379; 379.174143; 379.101187; 379.188895; 379.108250; 379.046708; 379.347622; 379.612267; 379.438192; 379.149199; 379.136503; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
35963.1; 11:58:06; (); (); (); (); (); (); (); 403.164208; 402.336597; 401.566356; 400.984317; 400.293648; 399.440855; 398.698062; 398.259223; 397.828817; 396.911502; 395.885676; 395.044595; 394.992143; 394.529760; 393.777281; 393.609554; 393.181950; 392.505348; 392.191917; 391.765624; 391.365796; 390.932053; 390.231699; 389.557123; 389.162600; 388.528973; 387.931943; 387.303561; 386.524409; 385.865182; 385.139942; 384.537727; 384.334564; 384.155035; 383.959651; 383.962095; 384.118319; 384.206653; 383.872718; 383.389622; 383.267343; 383.569360; 383.180261; 382.648945; 382.618219; 382.688016; 382.695764; 382.413924; 382.034928; 381.977201; 381.727844; 381.201893; 381.028205; 381.032825; 381.308258; 381.524473; 380.889237; 381.052256; 381.240308; 381.042510; 380.875587; 380.980372; 381.162643; 381.168842; 381.643742; 382.173061; 383.287758; 383.953959; 384.112656; 384.085953; 383.794338; 384.417742; 384.644389; 384.871215; 385.287046; 385.413677; 385.899246; 386.525393; 386.880398; 386.486292; 386.242718; 385.782868; 385.895163; 385.904402; 385.935098; 385.928959; 385.377705; 385.168910; 384.981781; 384.763330; 385.098904; 384.738266; 384.486824; 384.525597; 384.653240; 384.839922; 384.871542; 384.746909; 385.223567; 385.816932; 386.385441; 387.289315; 388.261318; 388.792604; 389.096230; 388.831198; 389.059305; 389.495134; 389.625102; 389.475286; 389.273375; 389.474303; 389.702260; 389.568210; 389.417887; 389.307439; 388.789952; 388.150692; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
35965.6; 11:58:14; (); (); (); (); (); (); (); 388.912469; 388.756484; 388.793528; 388.501436; 388.014823; 387.840480; 387.397557; 387.178183; 387.248665; 387.336493; 387.264311; 386.891812; 386.732787; 386.924118; 386.598289; 386.112541; 386.156946; 385.957539; 385.929108; 386.350065; 386.007965; 386.001557; 386.004806; 385.284603; 384.827495; 384.722292; 384.799391; 384.878963; 384.906441; 384.952337; 384.950131; 384.500176; 384.064734; 383.800685; 383.350700; 383.552939; 383.674920; 383.615792; 383.754790; 383.572906; 383.242667; 382.775962; 382.391751; 382.126570; 382.377356; 382.671177; 382.894605; 383.034706; 382.802129; 382.473916; 382.178724; 381.756634; 381.338924; 381.220013; 381.324142; 380.987287; 380.380452; 380.194515; 380.256027; 379.951894; 379.696071; 379.517734; 379.441738; 379.826009; 380.405843; 380.884379; 381.311715; 381.305367; 381.052822; 380.693495; 381.272614; 382.186502; 382.361710; 382.196635; 381.814301; 381.855398; 382.203341; 382.515639; 382.411271; 382.020444; 381.590039; 381.305307; 381.614327; 381.928831; 382.200032; 381.833822; 381.466597; 381.453693; 381.372750; 381.672919; 381.838828; 381.875873; 381.854415; 381.462187; 381.512761; 381.683946; 382.181048; 382.337213; 382.727742; 383.000612; 383.062154; 383.149743; 382.946879; 382.802278; 382.510424; 382.190764; 381.771982; 381.312609; 381.268770; 381.074190; 380.962461; 380.618691; 380.175591; 379.550666; 379.087567; 378.912181; 378.724515; 378.744185; 378.929675; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
35968.1; 11:58:23; (); (); (); (); (); (); (); 388.912469; 387.830973; 387.618244; 387.830764; 388.011009; 387.860894; 387.414902; 386.809498; 386.521041; 385.914683; 385.117024; 384.616971; 384.605855; 384.444535; 384.204328; 384.146333; 383.928031; 383.574903; 382.622987; 382.219553; 382.296175; 382.402897; 382.989556; 383.614093; 384.142011; 384.305924; 384.872347; 385.327727; 385.608226; 385.755420; 385.894924; 386.344761; 386.938900; 388.007343; 388.840407; 388.952136; 389.589965; 389.974982; 390.398055; 390.760452; 391.286492; 391.200334; 390.474737; 390.272170; 390.592784; 391.282231; 391.810834; 392.177582; 392.367631; 392.572224; 393.295437; 394.188285; 394.575387; 394.590646; 395.043433; 394.909322; 395.087957; 395.449787; 395.355910; 394.932270; 394.366384; 393.830657; 393.388033; 393.085420; 392.860770; 392.192751; 391.132027; 390.619606; 390.265614; 389.846116; 389.941514; 389.729351; 389.523089; 389.631897; 389.847338; 389.750183; 389.432758; 389.388978; 389.086366; 388.827085; 389.150321; 389.544368; 389.554948; 389.232576; 388.663918; 388.257891; 388.178080; 387.983799; 387.682557; 387.318373; 386.995494; 386.710078; 386.275381; 386.119574; 385.785311; 385.096490; 384.384483; 383.619040; 382.969588; 382.836431; 382.686049; 382.102013; 381.903827; 382.021993; 382.081717; 381.984174; 381.813258; 381.666601; 381.511748; 381.224334; 380.984336; 380.997211; 381.098419; 381.430984; 381.526083; 381.533414; 381.895989; 381.994188; 381.829411; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
35970.6; 11:58:32; (); (); (); (); (); (); (); 388.401598; 388.205051; 387.959778; 388.036430; 387.654215; 387.472302; 387.279153; 386.909813; 386.489123; 385.747701; 385.572702; 385.221332; 384.954542; 384.355068; 384.231508; 383.842856; 383.527845; 383.443862; 383.169353; 383.374989; 383.891851; 384.029001; 384.059578; 384.334803; 384.701610; 384.515792; 384.668618; 385.156006; 386.042595; 386.596799; 387.064964; 387.733668; 388.244748; 388.633966; 388.526380; 387.960255; 388.235927; 389.034450; 389.426827; 389.981002; 390.821368; 391.470134; 392.026663; 392.422736; 393.096715; 393.144578; 393.448859; 393.812716; 394.342393; 395.124018; 395.869195; 396.085948; 396.118522; 395.970404; 395.663291; 395.314753; 394.955933; 394.572198; 394.525677; 394.304633; 394.414783; 394.254446; 393.902481; 393.454134; 393.162549; 393.059194; 393.084854; 393.020004; 392.848074; 392.339826; 392.087221; 392.483383; 392.627686; 392.582864; 392.885596; 392.700642; 392.441273; 392.618805; 392.805874; 393.038750; 393.344462; 393.804103; 393.704355; 393.649369; 393.754244; 393.304229; 392.576844; 392.139971; 391.766757; 391.431093; 391.501725; 391.539991; 391.259015; 390.806615; 390.414447; 390.079319; 389.530897; 389.559865; 389.467359; 389.344364; 389.316291; 389.143735; 389.274985; 389.285862; 389.556259; 389.753819; 389.387280; 389.147848; 388.837874; 388.150543; 387.616515; 387.261063; 386.756241; 386.571586; 386.551350; 386.844486; 387.181967; 386.859715; 386.413604; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
35973.1; 11:58:40; (); (); (); (); (); (); (); 390.909791; 390.830755; 390.580207; 390.303791; 390.151560; 390.036434; 390.081316; 389.851391; 389.992267; 389.946252; 389.886677; 389.662325; 389.369845; 389.498651; 389.642030; 389.938146; 390.334636; 390.200645; 390.160233; 390.393406; 390.381157; 390.138417; 390.240461; 390.008062; 389.826238; 389.435470; 389.354944; 389.423341; 389.409393; 389.339983; 389.064670; 389.227718; 389.665931; 389.960676; 389.963120; 390.117675; 390.568554; 390.873909; 391.549498; 392.055243; 392.701536; 393.118352; 393.474162; 393.713921; 393.935800; 393.770963; 393.249094; 393.292874; 393.508196; 393.718004; 393.873930; 393.969148; 394.221604; 394.156218; 393.964589; 393.860638; 393.943489; 393.829793; 393.934816; 393.811107; 394.051135; 394.319117; 393.937618; 393.604755; 393.515587; 393.939644; 394.229561; 394.305944; 394.474536; 394.749314; 395.035833; 395.195186; 395.338625; 395.148993; 395.131499; 395.169824; 395.082772; 395.403564; 395.502895; 395.518512; 395.277619; 394.929647; 394.827396; 394.876570; 394.893408; 394.542128; 394.371241; 394.235253; 394.155383; 394.330949; 394.020349; 393.991023; 393.718660; 393.428832; 393.237621; 393.215597; 393.004268; 392.891854; 392.716438; 392.064959; 391.779780; 391.525060; 391.278058; 390.611470; 389.883846; 389.697522; 390.049577; 390.049517; 390.207946; 390.596598; 390.250653; 390.088618; 389.719307; 389.435679; 389.598489; 389.685690; 389.541090; 389.411092; 389.809072; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
35975.6; 11:58:49; (); (); (); (); (); (); (); 382.029623; 380.715728; 379.572242; 378.889143; 378.320873; 377.868623; 377.577782; 376.829386; 376.208812; 375.660688; 374.887049; 373.747468; 373.391271; 373.070657; 372.418135; 371.976584; 372.520447; 372.634262; 372.624904; 372.611761; 372.439951; 372.252822; 372.366905; 372.020155; 371.403486; 370.761573; 371.070862; 371.024668; 370.956719; 370.950103; 370.939612; 370.828241; 371.055931; 371.159434; 371.264994; 371.945828; 372.206986; 372.846454; 373.714060; 374.333829; 375.113249; 375.434667; 375.637591; 375.759840; 375.995457; 376.450449; 376.930207; 377.350062; 378.164381; 378.644913; 378.987253; 379.557908; 379.921019; 380.137533; 380.556494; 380.775094; 380.796343; 380.924225; 381.228685; 381.691635; 382.160842; 382.176697; 382.031381; 382.228315; 382.621527; 382.770181; 383.008868; 383.569777; 384.267926; 384.650826; 385.080129; 385.989964; 386.613786; 386.908233; 387.269139; 387.180269; 387.338370; 387.609780; 387.620568; 387.761354; 387.925118; 387.728870; 387.150288; 386.478961; 386.045247; 385.808498; 385.031551; 384.586424; 384.276718; 383.675903; 383.507550; 383.773893; 384.107679; 384.016782; 383.592010; 383.569270; 383.646727; 383.837372; 384.261817; 384.698749; 385.053247; 385.463566; 385.668963; 385.873646; 386.293083; 386.738271; 386.441857; 385.771692; 385.611236; 385.510594; 384.749234; 384.669930; 384.684771; 384.484112; 384.210229; 383.827478; 383.636832; 383.073658; 389.809072; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
