Roll Number; 4
Recipe Name; FP 4581_579 GSM
Start Time; 2018-03-28; 10:48:15
File Name; D:\Mahlo\TR\180328104815FP 4581_579 GSM4_THICKNESS2.txt

7990.1; 10:48:16; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.493336; 1.489597; 1.486694; 1.484528; 1.482525; 1.481168; 1.479425; 1.476894; 1.473309; 1.473593; 1.472565; 1.469719; 1.465616; 1.461649; 1.456840; 1.453429; 1.451882; 1.451507; 1.450781; 1.450422; 1.452007; 1.453908; 1.455605; 1.457821; 1.459962; 1.462889; 1.465758; 1.468733; 1.471577; 1.478018; 1.481422; 1.482257; 1.484902; 1.489082; 1.490995; 1.491450; 1.491056; 1.489284; 1.489241; 1.488314; 1.487380; 1.486816; 1.486836; 1.489624; 1.489361; 1.489565; 1.491197; 1.492438; 1.492754; 1.494657; 1.495194; 1.495895; 1.497764; 1.498636; 1.498875; 1.498035; 1.496496; 1.493735; 1.488359; 1.486840; 1.489946; 1.493197; 1.493038; 1.490911; 1.491749; 1.487731; 1.485579; 1.483088; 1.479355; 1.477045; 1.478246; 1.479163; 1.480982; 1.483674; 1.482771; 1.481482; 1.479255; 1.476901; 1.475571; 1.472087; 1.474952; 1.478129; 1.481403; 1.484649; 1.461200; 1.464660; 1.467066; 1.469550; 1.473026; 1.475196; 1.480440; 1.484856; 1.485997; 1.483712; 1.482090; 1.479423; 1.479244; 1.480280; 1.478906; 1.477050; 1.472709; 1.470022; 1.467727; 1.464067; 1.461933; 1.456687; 1.453612; 1.453224; 1.453913; 1.452555; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
7992.8; 10:48:26; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.469256; 1.469138; 1.465795; 1.464641; 1.464861; 1.465843; 1.466510; 1.465360; 1.463289; 1.462721; 1.462593; 1.462961; 1.466353; 1.468570; 1.468446; 1.467111; 1.465942; 1.467728; 1.466247; 1.465526; 1.464857; 1.464856; 1.465619; 1.463441; 1.458307; 1.455320; 1.453888; 1.451410; 1.449391; 1.451966; 1.453827; 1.453876; 1.452781; 1.454522; 1.455604; 1.456301; 1.456141; 1.455938; 1.458804; 1.460579; 1.462502; 1.462775; 1.461960; 1.460628; 1.457436; 1.455401; 1.453772; 1.453524; 1.452693; 1.450456; 1.450805; 1.454579; 1.460874; 1.463894; 1.467357; 1.471328; 1.475967; 1.480135; 1.483991; 1.490324; 1.497054; 1.503701; 1.509126; 1.510166; 1.512989; 1.514036; 1.512069; 1.506652; 1.506343; 1.506513; 1.502916; 1.500170; 1.500975; 1.502049; 1.501074; 1.500857; 1.499582; 1.496553; 1.497907; 1.500204; 1.500565; 1.499956; 1.498886; 1.495416; 1.492417; 1.489465; 1.487502; 1.486227; 1.483283; 1.478700; 1.474680; 1.474209; 1.473947; 1.470742; 1.465642; 1.463927; 1.464718; 1.468639; 1.472899; 1.476736; 1.481153; 1.482873; 1.482701; 1.484255; 1.487112; 1.487046; 1.486618; 1.488664; 1.493601; 1.498647; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
7994.6; 10:48:35; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.476924; 1.471145; 1.463800; 1.462160; 1.461439; 1.462309; 1.460596; 1.450337; 1.443349; 1.441247; 1.437869; 1.434913; 1.434344; 1.435113; 1.437275; 1.438220; 1.439091; 1.440460; 1.440959; 1.441342; 1.438654; 1.438466; 1.444144; 1.447140; 1.447647; 1.449967; 1.453866; 1.455782; 1.454226; 1.455047; 1.453306; 1.451628; 1.451372; 1.453754; 1.456251; 1.459586; 1.462016; 1.464190; 1.466818; 1.466768; 1.465512; 1.462847; 1.459712; 1.458778; 1.454789; 1.454016; 1.457621; 1.461821; 1.460632; 1.457351; 1.456255; 1.454503; 1.454440; 1.456852; 1.458343; 1.460475; 1.462030; 1.462698; 1.463640; 1.464456; 1.464139; 1.460828; 1.457265; 1.457184; 1.460164; 1.463439; 1.465875; 1.465971; 1.464415; 1.466200; 1.467907; 1.467956; 1.467252; 1.467979; 1.469224; 1.468969; 1.469947; 1.471189; 1.471805; 1.469569; 1.465291; 1.462497; 1.462231; 1.462412; 1.459266; 1.454765; 1.455895; 1.459194; 1.461910; 1.466033; 1.468984; 1.468463; 1.468156; 1.468446; 1.470803; 1.474375; 1.476410; 1.474972; 1.472971; 1.473356; 1.478042; 1.481164; 1.482632; 1.481644; 1.480769; 1.483295; 1.487886; 1.490045; 1.490318; 1.489136; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
7996.0; 10:48:43; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.471670; 1.468796; 1.470021; 1.468539; 1.468865; 1.472372; 1.474073; 1.472342; 1.474580; 1.477678; 1.478065; 1.476607; 1.473221; 1.468660; 1.465592; 1.466402; 1.468233; 1.466844; 1.466870; 1.466278; 1.464420; 1.464840; 1.467769; 1.466509; 1.465585; 1.468366; 1.471692; 1.473056; 1.475087; 1.481653; 1.491082; 1.496967; 1.501415; 1.504938; 1.508308; 1.511592; 1.515321; 1.515662; 1.517987; 1.518717; 1.515111; 1.516925; 1.519751; 1.523080; 1.522334; 1.516786; 1.514829; 1.514767; 1.515328; 1.511545; 1.506122; 1.503500; 1.503812; 1.503412; 1.507696; 1.508828; 1.506350; 1.504746; 1.501275; 1.498760; 1.495917; 1.490919; 1.487159; 1.483029; 1.484264; 1.485474; 1.484568; 1.480972; 1.480251; 1.480007; 1.480135; 1.482421; 1.482384; 1.481644; 1.479837; 1.478949; 1.480028; 1.480435; 1.479497; 1.478275; 1.479078; 1.481102; 1.482750; 1.481247; 1.479224; 1.472842; 1.467572; 1.468838; 1.469119; 1.468944; 1.468610; 1.468179; 1.468427; 1.471116; 1.472312; 1.469973; 1.468392; 1.469336; 1.468780; 1.469948; 1.472438; 1.473894; 1.472614; 1.476020; 1.478143; 1.479870; 1.481309; 1.481834; 1.482127; 1.483582; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
7997.3; 10:48:51; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.461033; 1.459578; 1.461864; 1.462491; 1.462819; 1.462799; 1.462723; 1.460977; 1.458767; 1.455339; 1.450434; 1.447965; 1.452300; 1.456797; 1.459939; 1.466348; 1.467959; 1.465279; 1.464022; 1.464914; 1.464987; 1.463663; 1.465622; 1.470135; 1.475150; 1.476717; 1.478901; 1.477547; 1.475459; 1.472283; 1.465358; 1.461782; 1.463731; 1.464004; 1.462240; 1.459642; 1.458246; 1.457768; 1.456627; 1.455492; 1.455734; 1.456143; 1.454552; 1.454280; 1.455399; 1.458286; 1.461926; 1.464162; 1.464908; 1.465803; 1.467296; 1.467902; 1.464260; 1.462896; 1.463419; 1.462619; 1.460509; 1.465128; 1.469300; 1.471281; 1.472323; 1.469375; 1.464522; 1.462041; 1.461772; 1.462564; 1.466529; 1.471889; 1.472762; 1.471296; 1.469976; 1.469342; 1.462080; 1.456589; 1.453786; 1.452842; 1.452333; 1.453138; 1.451936; 1.451259; 1.451980; 1.448752; 1.445519; 1.445981; 1.446555; 1.446761; 1.445165; 1.447303; 1.450123; 1.453106; 1.457109; 1.461313; 1.466218; 1.468308; 1.467943; 1.466022; 1.464472; 1.464468; 1.463138; 1.461988; 1.461543; 1.461385; 1.460882; 1.458829; 1.455300; 1.451721; 1.447917; 1.443156; 1.441954; 1.441012; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
7998.7; 10:48:59; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.479030; 1.477013; 1.474610; 1.471578; 1.467195; 1.464803; 1.463787; 1.461383; 1.457166; 1.453021; 1.447550; 1.443860; 1.440335; 1.436852; 1.433561; 1.430900; 1.430642; 1.429620; 1.429267; 1.430165; 1.432441; 1.431677; 1.430634; 1.431371; 1.434825; 1.439431; 1.440293; 1.440402; 1.441817; 1.443976; 1.444849; 1.444106; 1.444079; 1.446801; 1.450762; 1.452662; 1.456294; 1.458661; 1.461481; 1.463352; 1.460794; 1.462831; 1.465005; 1.465274; 1.462782; 1.460824; 1.460646; 1.462510; 1.461447; 1.458034; 1.453980; 1.448471; 1.448323; 1.448850; 1.450498; 1.453202; 1.455120; 1.454087; 1.453185; 1.453705; 1.457500; 1.463011; 1.462638; 1.460589; 1.460187; 1.462888; 1.466676; 1.465776; 1.464163; 1.462507; 1.460439; 1.458218; 1.458263; 1.457533; 1.456505; 1.453715; 1.448377; 1.449157; 1.452897; 1.455755; 1.456138; 1.455474; 1.456675; 1.459825; 1.462702; 1.463865; 1.466436; 1.468805; 1.476039; 1.480679; 1.483385; 1.483640; 1.485026; 1.485367; 1.487208; 1.491251; 1.495849; 1.499262; 1.498314; 1.498030; 1.499783; 1.501288; 1.502316; 1.500173; 1.498779; 1.499708; 1.502506; 1.502623; 1.505224; 1.501395; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
8000.1; 10:49:07; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.472238; 1.469661; 1.470998; 1.474140; 1.473705; 1.471883; 1.470112; 1.469298; 1.469083; 1.468917; 1.468440; 1.471129; 1.471912; 1.472994; 1.475486; 1.473735; 1.473684; 1.469727; 1.466796; 1.467200; 1.470964; 1.476545; 1.479092; 1.478067; 1.474348; 1.470652; 1.464654; 1.459053; 1.454572; 1.452242; 1.453878; 1.457172; 1.459566; 1.459921; 1.458215; 1.454089; 1.447933; 1.444654; 1.444518; 1.447701; 1.450488; 1.452595; 1.455615; 1.459274; 1.461913; 1.460444; 1.455487; 1.452817; 1.452155; 1.453695; 1.457857; 1.462644; 1.465676; 1.467697; 1.469273; 1.471378; 1.476064; 1.479083; 1.481902; 1.484107; 1.485158; 1.486567; 1.486860; 1.487484; 1.487213; 1.485496; 1.483343; 1.484112; 1.484565; 1.484737; 1.484673; 1.485398; 1.486120; 1.485972; 1.487695; 1.491159; 1.493220; 1.495716; 1.497942; 1.498419; 1.498009; 1.497663; 1.495382; 1.492194; 1.489445; 1.488827; 1.483622; 1.479356; 1.474645; 1.471736; 1.469535; 1.467299; 1.465189; 1.462518; 1.462150; 1.464461; 1.465944; 1.466778; 1.468932; 1.469565; 1.469967; 1.473063; 1.474240; 1.475517; 1.475536; 1.476408; 1.479022; 1.481339; 1.484876; 1.484333; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
8001.4; 10:49:15; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.462879; 1.459125; 1.456381; 1.453147; 1.450172; 1.449998; 1.450116; 1.449852; 1.447410; 1.444380; 1.442010; 1.442048; 1.439771; 1.436088; 1.434108; 1.432033; 1.434034; 1.436433; 1.438663; 1.440964; 1.441769; 1.441930; 1.442179; 1.444391; 1.448190; 1.452683; 1.458397; 1.464160; 1.468739; 1.472057; 1.472681; 1.470131; 1.468799; 1.469041; 1.470505; 1.471800; 1.474628; 1.475067; 1.473622; 1.471160; 1.467050; 1.460766; 1.456163; 1.456120; 1.459491; 1.464526; 1.468083; 1.469355; 1.468508; 1.465879; 1.464222; 1.462498; 1.464817; 1.470667; 1.476128; 1.478736; 1.480530; 1.481770; 1.481808; 1.480371; 1.479099; 1.479826; 1.482319; 1.485394; 1.487643; 1.487123; 1.486919; 1.486340; 1.483417; 1.480955; 1.485900; 1.488688; 1.489500; 1.488210; 1.486064; 1.485244; 1.487754; 1.490853; 1.494450; 1.500313; 1.506480; 1.508791; 1.509640; 1.511019; 1.510769; 1.507619; 1.510632; 1.511239; 1.515789; 1.521487; 1.523130; 1.518907; 1.512805; 1.507761; 1.502275; 1.495169; 1.495606; 1.498503; 1.503530; 1.506380; 1.506165; 1.501795; 1.499871; 1.497369; 1.494433; 1.494171; 1.497574; 1.503153; 1.505284; 1.515058; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
8002.8; 10:49:23; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.468252; 1.471526; 1.470592; 1.469329; 1.470672; 1.469545; 1.469442; 1.471966; 1.474130; 1.473975; 1.472685; 1.470062; 1.473334; 1.478179; 1.479599; 1.481506; 1.480431; 1.483716; 1.486423; 1.488698; 1.493409; 1.496565; 1.494152; 1.491772; 1.492129; 1.496051; 1.501373; 1.497352; 1.490226; 1.486408; 1.482399; 1.477449; 1.472593; 1.469774; 1.465023; 1.459111; 1.454343; 1.454826; 1.456375; 1.454948; 1.450705; 1.445248; 1.446311; 1.451517; 1.455974; 1.458882; 1.457845; 1.461899; 1.464740; 1.467988; 1.470830; 1.473616; 1.472864; 1.471588; 1.472677; 1.475095; 1.477918; 1.481899; 1.482103; 1.481273; 1.483738; 1.490906; 1.489210; 1.485177; 1.483500; 1.483928; 1.484837; 1.486660; 1.489503; 1.492756; 1.495643; 1.496144; 1.492430; 1.493270; 1.494797; 1.494623; 1.492619; 1.492840; 1.496974; 1.502546; 1.506164; 1.507770; 1.511312; 1.511623; 1.511277; 1.511793; 1.514268; 1.517446; 1.516240; 1.513931; 1.513105; 1.513278; 1.514010; 1.514517; 1.512819; 1.513059; 1.513648; 1.511838; 1.510633; 1.504481; 1.495986; 1.489741; 1.488298; 1.489390; 1.491438; 1.491540; 1.491114; 1.490816; 1.488065; 1.481646; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
8004.2; 10:49:31; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.467160; 1.463131; 1.458877; 1.457741; 1.457433; 1.458631; 1.460705; 1.462294; 1.461910; 1.464112; 1.462650; 1.459864; 1.457068; 1.456945; 1.457894; 1.458988; 1.461878; 1.464449; 1.465777; 1.464803; 1.459813; 1.454723; 1.452507; 1.453970; 1.451846; 1.446840; 1.445591; 1.448062; 1.450485; 1.453393; 1.455134; 1.456850; 1.457048; 1.456788; 1.459973; 1.466024; 1.469917; 1.469631; 1.467128; 1.464823; 1.465919; 1.470022; 1.471048; 1.470874; 1.470770; 1.468742; 1.463348; 1.458563; 1.454069; 1.448591; 1.447615; 1.446835; 1.447892; 1.452214; 1.459669; 1.466201; 1.468372; 1.469237; 1.471596; 1.472752; 1.474033; 1.478454; 1.483608; 1.488054; 1.493826; 1.492433; 1.491281; 1.491336; 1.490215; 1.485593; 1.483194; 1.482151; 1.479740; 1.477071; 1.476000; 1.475346; 1.476527; 1.478342; 1.478208; 1.477619; 1.478866; 1.479864; 1.479343; 1.479042; 1.480815; 1.483896; 1.485738; 1.487019; 1.487973; 1.489728; 1.493863; 1.494969; 1.496709; 1.499002; 1.501282; 1.503929; 1.505109; 1.505584; 1.506304; 1.505718; 1.502509; 1.499406; 1.496850; 1.495235; 1.493908; 1.492235; 1.490311; 1.488058; 1.484472; 1.480799; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
