Roll Number; 1
Recipe Name; FP 4577_360 GSM
Start Time; 2017-11-15; 11:55:22
File Name; D:\Mahlo\TR\171115115522FP 4577_360 GSM1_XMF2.txt

35949.9; 11:57:23; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); -606.443214; -592.398834; -537.121391; -488.250589; -447.181368; -412.719202; -379.168749; -353.898573; -324.451923; -280.129957; -235.581708; -191.370618; -152.769196; -114.076304; -69.781262; -31.089392; -0.711398; 2.048408; 2.045232; 2.041764; 2.040850; 2.041676; 2.041745; 2.041150; 2.041372; 2.043397; 2.045977; 2.048001; 2.048786; 2.048779; 2.048761; 2.049313; 2.051011; 2.054236; 2.058669; 2.062731; 2.065108; 2.068661; 2.072849; 2.074559; 2.073915; 2.072361; 2.072202; 2.073849; 2.075392; 2.076632; 2.077413; 2.077017; 2.075649; 2.073479; 2.071267; 2.070791; 2.070197; 2.069236; 2.068304; 2.068161; 2.069883; 2.072287; 2.073961; 2.076307; 2.078196; 2.079762; 2.083532; 2.088147; 2.091309; 2.093960; 2.096009; 2.097273; 2.097790; 2.098767; 2.099121; 2.097219; 2.095127; 2.093427; 2.091188; 2.089923; 2.089302; 2.089038; 2.088876; 2.087518; 2.085472; 2.083103; 2.081852; 2.082304; 2.083262; 2.083650; 2.084463; 2.085500; 2.086650; 2.088710; 2.089083; 2.088043; 2.086189; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
36082.7; 12:04:59; (); (); (); (); (); (); (); 1.843693; 1.869535; 1.871320; 1.872966; 1.875852; 1.877482; 1.877625; 1.878969; 1.890182; 1.894082; 1.892029; 1.888474; 1.887565; 1.888401; 1.890174; 1.892015; 1.894249; 1.897059; 1.898395; 1.898624; 1.899606; 1.900575; 1.900168; 1.899103; 1.899417; 1.900913; 1.903951; 1.906515; 1.907789; 1.908692; 1.910566; 1.912407; 1.913344; 1.914200; 1.913733; 1.912948; 1.913579; 1.915577; 1.917596; 1.919441; 1.920348; 1.918683; 1.915942; 1.913856; 1.912287; 1.910197; 1.907205; 1.904521; 1.902894; 1.904054; 1.905162; 1.906013; 1.907380; 1.908203; 1.907837; 1.907918; 1.908437; 1.908155; 1.907719; 1.906933; 1.905806; 1.907322; 1.909765; 1.909800; 1.908495; 1.907644; 1.906918; 1.906412; 1.906087; 1.906043; 1.904319; 1.902462; 1.901655; 1.900092; 1.898188; 1.896211; 1.892713; 1.889785; 1.888280; 1.887086; 1.886383; 1.885926; 1.885467; 1.884776; 1.884384; 1.885985; 1.888104; 1.889163; 1.890282; 1.892319; 1.894621; 1.896542; 1.896431; 1.895892; 1.895655; 1.895296; 1.893897; 1.891942; 1.891818; 1.892317; 1.891675; 1.890141; 1.889771; 1.889130; 1.888100; 1.886481; 1.885353; 1.885698; 1.885121; 1.882513; 1.869291; 1.864835; 1.863802; 1.861019; 1.857406; 1.853098; 1.850023; 1.844378; 1.845309; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
36085.2; 12:05:08; (); (); (); (); (); (); (); 1.858371; 1.862822; 1.867543; 1.870876; 1.871336; 1.871856; 1.871395; 1.871097; 1.874923; 1.887426; 1.890417; 1.887559; 1.884417; 1.881968; 1.879902; 1.877230; 1.874314; 1.873200; 1.872827; 1.873198; 1.873135; 1.874382; 1.875865; 1.877637; 1.879283; 1.880600; 1.881507; 1.881442; 1.881726; 1.882967; 1.885464; 1.886820; 1.886921; 1.886545; 1.886594; 1.886646; 1.886518; 1.886665; 1.886983; 1.886810; 1.886104; 1.886111; 1.887602; 1.888639; 1.888798; 1.888318; 1.888363; 1.888695; 1.889753; 1.891470; 1.892526; 1.892756; 1.892231; 1.891499; 1.891309; 1.892087; 1.892969; 1.892951; 1.893432; 1.894719; 1.896703; 1.897934; 1.898373; 1.898345; 1.898598; 1.900738; 1.903731; 1.905596; 1.908199; 1.910267; 1.910320; 1.908480; 1.907033; 1.906676; 1.906659; 1.905952; 1.905893; 1.905851; 1.905307; 1.904247; 1.903049; 1.901986; 1.900100; 1.897114; 1.894612; 1.893762; 1.895213; 1.897776; 1.899902; 1.901803; 1.903697; 1.904697; 1.906297; 1.908667; 1.910641; 1.911472; 1.911452; 1.911923; 1.912728; 1.912747; 1.912166; 1.910395; 1.906734; 1.903487; 1.900872; 1.898811; 1.896762; 1.893061; 1.887837; 1.880892; 1.870247; 1.860865; 1.858217; 1.855841; 1.853775; 1.851713; 1.848935; 1.845055; 1.845309; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
36087.7; 12:05:16; (); (); (); (); (); (); (); 1.843428; 1.847239; 1.851968; 1.853243; 1.854342; 1.856481; 1.858994; 1.862890; 1.876350; 1.883582; 1.885143; 1.885395; 1.885070; 1.885203; 1.885949; 1.887772; 1.890583; 1.892139; 1.893788; 1.895683; 1.896762; 1.896174; 1.894892; 1.893567; 1.892832; 1.892011; 1.890522; 1.889383; 1.889963; 1.891347; 1.891554; 1.891573; 1.893273; 1.894370; 1.893557; 1.892792; 1.894141; 1.896617; 1.899251; 1.901988; 1.905116; 1.908610; 1.911032; 1.911634; 1.911988; 1.912571; 1.910180; 1.906454; 1.904886; 1.906030; 1.906133; 1.905147; 1.904563; 1.904918; 1.904200; 1.902612; 1.901295; 1.901110; 1.901224; 1.900810; 1.901101; 1.904390; 1.908131; 1.909901; 1.911857; 1.914711; 1.916178; 1.915059; 1.912645; 1.911402; 1.911706; 1.912443; 1.913693; 1.915104; 1.915465; 1.915509; 1.916094; 1.917075; 1.917417; 1.917233; 1.917771; 1.919544; 1.922630; 1.925756; 1.927103; 1.927226; 1.927403; 1.926826; 1.925546; 1.924930; 1.923339; 1.920074; 1.915771; 1.912430; 1.908641; 1.903409; 1.899036; 1.894338; 1.889576; 1.885303; 1.881539; 1.877846; 1.875116; 1.873343; 1.871840; 1.871211; 1.871046; 1.872064; 1.872460; 1.870124; 1.859893; 1.858632; 1.858349; 1.857943; 1.857864; 1.857062; 1.856298; 1.854390; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
36090.2; 12:05:25; (); (); (); (); (); (); (); 1.859078; 1.863211; 1.863388; 1.863151; 1.861633; 1.860905; 1.861439; 1.862709; 1.870491; 1.880969; 1.881015; 1.878348; 1.876393; 1.873154; 1.870519; 1.867686; 1.865220; 1.866372; 1.868332; 1.871531; 1.873753; 1.876204; 1.879625; 1.883257; 1.886967; 1.890633; 1.893688; 1.895425; 1.897545; 1.900273; 1.902283; 1.903008; 1.903645; 1.905727; 1.908290; 1.910571; 1.909937; 1.907653; 1.906688; 1.905810; 1.904912; 1.904876; 1.904384; 1.902650; 1.900962; 1.899884; 1.900404; 1.901487; 1.901576; 1.899916; 1.898158; 1.897673; 1.897996; 1.898293; 1.899839; 1.901233; 1.901447; 1.902753; 1.904475; 1.905277; 1.906264; 1.907484; 1.908158; 1.908405; 1.909440; 1.910278; 1.910780; 1.910794; 1.909717; 1.908389; 1.908373; 1.909290; 1.910002; 1.910431; 1.910434; 1.909710; 1.908344; 1.906686; 1.906194; 1.906820; 1.908477; 1.910257; 1.912094; 1.913646; 1.914319; 1.914144; 1.914814; 1.916272; 1.918893; 1.922279; 1.924224; 1.925075; 1.926474; 1.926495; 1.925013; 1.924099; 1.922626; 1.920971; 1.919895; 1.919012; 1.917567; 1.914603; 1.909882; 1.904788; 1.899807; 1.896082; 1.894371; 1.891945; 1.888212; 1.883117; 1.870927; 1.858611; 1.855609; 1.851691; 1.847748; 1.843589; 1.838947; 1.833696; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
36092.6; 12:05:33; (); (); (); (); (); (); (); 1.887051; 1.888029; 1.887947; 1.889089; 1.890286; 1.890229; 1.889537; 1.894006; 1.905760; 1.908423; 1.905633; 1.902496; 1.899495; 1.895686; 1.892742; 1.891855; 1.892681; 1.892286; 1.890898; 1.889615; 1.888820; 1.888501; 1.888820; 1.890149; 1.890751; 1.889450; 1.887740; 1.886151; 1.884697; 1.884467; 1.883886; 1.882939; 1.882204; 1.882121; 1.883072; 1.884778; 1.886260; 1.886471; 1.885256; 1.885032; 1.886449; 1.887489; 1.887664; 1.888404; 1.889131; 1.889643; 1.890275; 1.891298; 1.891344; 1.890003; 1.888707; 1.888326; 1.888206; 1.887320; 1.885151; 1.882685; 1.882007; 1.882857; 1.882369; 1.881151; 1.879933; 1.879108; 1.879909; 1.881507; 1.883066; 1.884757; 1.885898; 1.887041; 1.890029; 1.893936; 1.895866; 1.896205; 1.896272; 1.897310; 1.900042; 1.903623; 1.905675; 1.906009; 1.906828; 1.909308; 1.911480; 1.912936; 1.915482; 1.918316; 1.919892; 1.921846; 1.924374; 1.925652; 1.925815; 1.925320; 1.924291; 1.923754; 1.924032; 1.924141; 1.922230; 1.919021; 1.915576; 1.913237; 1.912259; 1.911769; 1.911544; 1.910119; 1.909095; 1.909217; 1.908240; 1.906797; 1.905125; 1.904156; 1.901775; 1.896119; 1.881400; 1.875080; 1.872613; 1.868025; 1.863089; 1.858010; 1.853410; 1.847389; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
36095.1; 12:05:42; (); (); (); (); (); (); (); 1.824984; 1.828973; 1.834172; 1.839973; 1.843815; 1.847381; 1.850010; 1.851492; 1.858434; 1.873474; 1.879565; 1.879122; 1.878134; 1.876905; 1.877132; 1.878668; 1.880948; 1.883010; 1.884295; 1.885026; 1.883467; 1.882314; 1.881933; 1.882520; 1.884516; 1.886382; 1.889604; 1.891931; 1.893062; 1.893429; 1.893929; 1.895045; 1.895944; 1.896873; 1.898557; 1.902091; 1.907629; 1.914178; 1.918239; 1.920119; 1.920006; 1.919068; 1.919105; 1.919975; 1.921570; 1.922466; 1.923145; 1.923186; 1.922773; 1.923256; 1.923442; 1.922589; 1.921489; 1.921276; 1.921734; 1.922759; 1.923287; 1.922902; 1.921826; 1.920771; 1.919962; 1.918244; 1.916917; 1.916441; 1.916000; 1.914641; 1.912428; 1.910381; 1.908585; 1.907141; 1.906292; 1.906768; 1.907545; 1.908245; 1.909501; 1.910100; 1.909707; 1.908911; 1.908366; 1.908378; 1.909467; 1.910912; 1.911988; 1.913191; 1.914611; 1.916270; 1.916770; 1.916262; 1.916280; 1.916207; 1.916754; 1.918715; 1.921874; 1.923948; 1.923513; 1.922398; 1.920786; 1.918510; 1.916713; 1.916071; 1.914706; 1.913736; 1.913848; 1.913103; 1.911783; 1.910279; 1.908602; 1.906434; 1.904190; 1.900645; 1.892594; 1.878420; 1.873920; 1.872238; 1.869006; 1.865689; 1.860221; 1.852116; 1.846964; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
36097.6; 12:05:51; (); (); (); (); (); (); (); 1.891942; 1.894004; 1.897172; 1.900055; 1.903318; 1.905481; 1.905869; 1.905767; 1.913522; 1.916164; 1.914070; 1.910063; 1.907185; 1.905516; 1.904086; 1.902755; 1.901315; 1.900090; 1.898489; 1.895756; 1.892702; 1.891353; 1.891542; 1.892397; 1.893797; 1.894940; 1.895036; 1.893470; 1.891774; 1.890624; 1.889536; 1.888873; 1.887726; 1.885998; 1.885134; 1.885918; 1.886935; 1.887799; 1.887906; 1.887418; 1.887428; 1.886865; 1.885631; 1.885309; 1.886480; 1.888320; 1.889906; 1.891066; 1.893233; 1.896275; 1.897743; 1.897998; 1.897923; 1.899153; 1.901028; 1.902293; 1.903655; 1.906659; 1.909659; 1.911324; 1.911944; 1.913508; 1.916026; 1.918278; 1.918783; 1.919376; 1.920767; 1.922586; 1.924349; 1.925691; 1.926388; 1.926771; 1.925305; 1.922223; 1.920004; 1.918476; 1.915939; 1.912426; 1.909298; 1.906903; 1.905053; 1.903953; 1.903337; 1.902147; 1.900952; 1.900934; 1.901655; 1.903945; 1.906849; 1.908046; 1.908032; 1.907785; 1.908434; 1.909777; 1.910243; 1.909294; 1.906083; 1.902720; 1.899674; 1.896973; 1.894422; 1.891284; 1.887847; 1.885301; 1.884038; 1.883537; 1.882522; 1.880912; 1.876887; 1.869195; 1.854555; 1.848429; 1.847201; 1.845558; 1.842644; 1.838560; 1.834481; 1.830740; 1.827507; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
36100.1; 12:05:59; (); (); (); (); (); (); (); 1.843076; 1.845474; 1.847463; 1.849870; 1.851684; 1.853017; 1.853204; 1.853911; 1.859687; 1.870920; 1.873026; 1.870896; 1.869527; 1.869234; 1.870763; 1.872800; 1.874010; 1.874479; 1.874835; 1.876525; 1.877822; 1.879603; 1.880987; 1.882638; 1.885761; 1.887945; 1.888177; 1.888092; 1.888024; 1.887883; 1.888753; 1.891394; 1.894415; 1.895968; 1.895634; 1.894443; 1.894177; 1.894572; 1.894157; 1.892395; 1.890057; 1.889077; 1.889224; 1.890392; 1.891460; 1.891019; 1.889855; 1.888895; 1.890356; 1.893749; 1.896228; 1.897391; 1.898739; 1.900309; 1.901937; 1.903906; 1.905448; 1.905479; 1.904081; 1.903439; 1.904760; 1.906336; 1.907384; 1.906493; 1.905059; 1.905295; 1.906131; 1.905708; 1.904669; 1.903843; 1.903197; 1.903448; 1.904167; 1.905226; 1.905283; 1.903153; 1.900291; 1.896896; 1.893609; 1.891526; 1.890062; 1.888333; 1.887135; 1.887356; 1.888155; 1.888792; 1.889013; 1.888745; 1.888270; 1.887765; 1.886607; 1.885394; 1.884616; 1.883976; 1.883180; 1.882353; 1.881792; 1.881549; 1.881203; 1.881217; 1.881621; 1.882438; 1.884108; 1.885287; 1.886123; 1.888463; 1.891328; 1.893374; 1.893411; 1.892258; 1.884870; 1.871946; 1.869186; 1.867249; 1.864457; 1.860793; 1.855442; 1.845930; 1.838357; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
36102.6; 12:06:08; (); (); (); (); (); (); (); 1.907049; 1.907168; 1.907400; 1.907696; 1.908918; 1.910805; 1.912234; 1.912940; 1.920369; 1.921183; 1.916214; 1.911158; 1.907418; 1.904439; 1.902030; 1.899425; 1.896669; 1.894890; 1.893598; 1.891189; 1.887996; 1.885227; 1.884854; 1.886097; 1.887331; 1.888292; 1.888373; 1.887668; 1.887512; 1.887745; 1.888389; 1.888965; 1.889341; 1.890065; 1.890795; 1.890542; 1.889264; 1.888024; 1.886564; 1.885552; 1.885189; 1.886700; 1.889172; 1.890127; 1.889916; 1.890379; 1.891540; 1.892288; 1.892958; 1.894681; 1.898126; 1.901029; 1.902069; 1.902423; 1.903130; 1.903956; 1.903922; 1.904226; 1.905477; 1.905903; 1.904696; 1.903233; 1.903111; 1.904235; 1.904887; 1.904459; 1.903839; 1.903800; 1.903288; 1.902169; 1.901297; 1.900103; 1.898737; 1.897705; 1.898313; 1.899637; 1.900830; 1.900645; 1.899024; 1.897524; 1.896614; 1.896678; 1.897798; 1.898756; 1.898663; 1.898286; 1.898875; 1.898697; 1.897779; 1.896642; 1.895666; 1.895317; 1.895033; 1.894044; 1.892851; 1.891205; 1.888002; 1.885515; 1.884829; 1.884827; 1.883713; 1.881852; 1.881460; 1.880983; 1.880934; 1.882347; 1.883705; 1.883855; 1.881736; 1.876813; 1.862525; 1.858557; 1.857351; 1.854885; 1.852458; 1.850256; 1.847394; 1.842326; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
36105.1; 12:06:17; (); (); (); (); (); (); (); 1.840820; 1.841743; 1.842658; 1.845017; 1.847879; 1.851531; 1.854007; 1.856042; 1.864462; 1.876872; 1.880149; 1.882179; 1.884188; 1.883825; 1.884104; 1.886438; 1.889835; 1.892965; 1.894212; 1.894484; 1.893849; 1.893431; 1.892702; 1.892866; 1.894035; 1.893140; 1.889185; 1.886236; 1.886398; 1.887781; 1.888409; 1.888429; 1.888540; 1.888730; 1.889079; 1.889919; 1.890328; 1.890915; 1.891409; 1.892455; 1.893679; 1.895235; 1.896365; 1.895397; 1.894248; 1.894286; 1.894630; 1.895226; 1.897033; 1.899603; 1.901755; 1.903286; 1.904808; 1.905790; 1.905686; 1.905679; 1.906950; 1.907845; 1.908147; 1.908205; 1.907530; 1.905946; 1.903329; 1.900129; 1.898455; 1.897941; 1.897820; 1.896968; 1.897084; 1.898769; 1.900972; 1.901694; 1.900761; 1.900610; 1.900910; 1.901919; 1.904659; 1.909278; 1.912943; 1.914403; 1.915152; 1.916208; 1.918162; 1.919398; 1.918831; 1.917805; 1.917939; 1.920021; 1.921686; 1.921767; 1.921639; 1.921564; 1.920696; 1.918783; 1.917421; 1.916743; 1.915762; 1.914574; 1.913775; 1.913061; 1.912002; 1.911013; 1.909002; 1.906342; 1.903950; 1.902003; 1.899254; 1.895953; 1.892756; 1.888391; 1.880250; 1.868437; 1.864360; 1.861121; 1.857606; 1.853218; 1.846952; 1.839669; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
36107.6; 12:06:25; (); (); (); (); (); (); (); 1.896340; 1.900288; 1.903531; 1.906776; 1.908601; 1.908272; 1.907570; 1.911834; 1.922243; 1.922824; 1.917602; 1.912192; 1.907878; 1.906050; 1.905406; 1.904182; 1.902212; 1.899708; 1.896187; 1.893471; 1.892201; 1.891966; 1.891893; 1.892298; 1.893356; 1.894168; 1.895565; 1.896961; 1.897174; 1.895818; 1.895464; 1.896550; 1.898655; 1.901516; 1.904669; 1.905967; 1.905811; 1.905204; 1.903560; 1.902357; 1.902706; 1.903925; 1.905856; 1.907586; 1.908415; 1.909448; 1.910102; 1.908759; 1.905867; 1.904579; 1.905527; 1.907658; 1.908901; 1.910345; 1.910926; 1.910082; 1.908357; 1.906867; 1.905772; 1.904853; 1.903967; 1.903822; 1.904510; 1.904845; 1.904138; 1.903019; 1.902159; 1.901570; 1.902249; 1.904088; 1.904959; 1.904496; 1.903200; 1.902715; 1.902278; 1.900789; 1.899055; 1.897980; 1.896896; 1.895092; 1.893672; 1.892462; 1.892416; 1.893146; 1.893382; 1.893970; 1.894842; 1.894548; 1.893853; 1.892843; 1.891905; 1.890748; 1.889101; 1.888925; 1.889078; 1.888526; 1.887090; 1.885056; 1.882759; 1.879631; 1.876877; 1.874235; 1.873178; 1.871237; 1.869932; 1.869665; 1.868341; 1.867013; 1.862571; 1.855513; 1.841930; 1.838256; 1.835155; 1.831673; 1.828815; 1.825152; 1.820257; 1.813792; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
36110.1; 12:06:34; (); (); (); (); (); (); (); 1.821717; 1.826111; 1.834258; 1.840628; 1.845028; 1.849159; 1.851001; 1.852139; 1.865407; 1.874881; 1.875793; 1.876758; 1.879673; 1.883835; 1.887542; 1.890142; 1.891385; 1.890418; 1.889148; 1.889386; 1.889112; 1.888514; 1.888478; 1.888932; 1.888990; 1.888601; 1.888587; 1.888992; 1.889184; 1.889444; 1.890432; 1.892455; 1.893708; 1.894057; 1.893642; 1.894256; 1.896055; 1.897363; 1.898281; 1.898982; 1.899797; 1.899878; 1.898295; 1.896685; 1.895862; 1.895029; 1.893390; 1.891929; 1.891347; 1.890581; 1.890153; 1.890280; 1.890537; 1.889494; 1.887849; 1.886211; 1.885426; 1.886717; 1.887928; 1.888708; 1.889029; 1.888456; 1.887834; 1.888303; 1.889753; 1.890808; 1.890508; 1.890121; 1.890530; 1.891387; 1.891949; 1.891516; 1.890033; 1.889045; 1.888248; 1.887717; 1.888216; 1.889290; 1.889828; 1.888601; 1.887414; 1.887958; 1.889707; 1.891625; 1.893372; 1.894763; 1.896853; 1.898235; 1.898564; 1.899367; 1.901460; 1.903790; 1.905693; 1.906920; 1.908576; 1.909754; 1.910076; 1.909934; 1.909100; 1.908448; 1.908361; 1.907817; 1.907744; 1.908492; 1.908570; 1.907636; 1.906477; 1.904851; 1.902568; 1.899046; 1.893130; 1.882102; 1.877063; 1.875293; 1.873375; 1.871208; 1.867933; 1.860728; 1.855053; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
36112.6; 12:06:42; (); (); (); (); (); (); (); 1.821717; 1.845437; 1.850050; 1.853947; 1.856413; 1.858546; 1.860522; 1.863377; 1.874592; 1.879915; 1.880654; 1.880876; 1.881000; 1.879636; 1.877751; 1.877628; 1.878917; 1.879299; 1.879597; 1.880713; 1.881707; 1.882216; 1.881829; 1.881261; 1.881837; 1.883819; 1.885925; 1.887269; 1.888740; 1.891139; 1.894053; 1.895850; 1.897531; 1.899021; 1.899769; 1.900989; 1.903536; 1.907256; 1.910641; 1.912689; 1.913721; 1.914439; 1.915541; 1.916776; 1.916363; 1.915946; 1.916541; 1.917410; 1.918086; 1.918518; 1.917549; 1.915159; 1.912304; 1.910212; 1.909327; 1.908468; 1.908004; 1.908596; 1.910208; 1.911622; 1.911644; 1.910426; 1.908627; 1.906432; 1.905100; 1.904867; 1.905135; 1.905829; 1.905904; 1.905513; 1.905346; 1.905092; 1.903702; 1.901847; 1.901389; 1.901106; 1.900649; 1.899989; 1.899738; 1.900119; 1.901234; 1.903103; 1.903996; 1.903459; 1.902982; 1.903205; 1.903269; 1.903198; 1.902152; 1.899413; 1.896208; 1.894874; 1.894088; 1.892508; 1.889701; 1.885501; 1.879631; 1.875219; 1.873054; 1.870478; 1.869282; 1.868030; 1.865346; 1.861718; 1.858584; 1.855897; 1.851640; 1.847463; 1.844340; 1.839178; 1.823747; 1.818342; 1.816142; 1.813260; 1.809710; 1.801608; 1.792012; 1.784995; 1.782473; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
36115.0; 12:06:51; (); (); (); (); (); (); (); (); 1.857146; 1.858102; 1.858454; 1.858677; 1.858450; 1.858099; 1.859599; 1.863740; 1.874681; 1.876150; 1.871837; 1.868858; 1.868224; 1.868464; 1.868606; 1.869636; 1.871019; 1.872764; 1.873915; 1.875434; 1.877212; 1.877799; 1.879671; 1.881842; 1.884494; 1.887074; 1.889089; 1.890889; 1.892811; 1.895083; 1.897575; 1.900054; 1.901598; 1.902810; 1.904504; 1.905931; 1.906298; 1.906369; 1.908198; 1.909577; 1.909203; 1.908779; 1.908726; 1.908149; 1.907272; 1.906339; 1.905555; 1.905033; 1.905899; 1.907935; 1.909685; 1.910423; 1.909673; 1.908166; 1.907244; 1.906971; 1.906768; 1.906214; 1.905792; 1.906031; 1.907241; 1.908790; 1.910031; 1.909660; 1.907022; 1.905718; 1.905700; 1.905663; 1.905747; 1.905249; 1.905752; 1.907369; 1.909128; 1.910986; 1.912131; 1.911289; 1.909770; 1.910382; 1.912241; 1.912874; 1.912545; 1.912134; 1.912408; 1.912618; 1.911942; 1.909786; 1.907154; 1.905323; 1.904487; 1.904836; 1.905874; 1.905028; 1.900963; 1.898061; 1.897737; 1.898514; 1.899322; 1.899359; 1.898863; 1.898604; 1.899369; 1.899987; 1.899560; 1.898758; 1.897160; 1.894078; 1.891115; 1.888617; 1.883368; 1.871860; 1.857746; 1.852322; 1.848921; 1.845072; 1.840764; 1.834111; 1.822998; 1.815493; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
36117.5; 12:06:59; (); (); (); (); (); (); (); 1.865036; 1.868043; 1.871118; 1.873250; 1.874745; 1.876264; 1.878664; 1.882661; 1.896064; 1.901736; 1.900590; 1.899627; 1.900360; 1.900613; 1.900609; 1.901380; 1.902728; 1.903593; 1.903725; 1.903376; 1.902517; 1.901310; 1.900209; 1.899919; 1.901282; 1.903632; 1.904770; 1.904459; 1.903669; 1.902293; 1.900625; 1.898647; 1.896023; 1.894496; 1.894431; 1.895309; 1.895153; 1.893998; 1.893016; 1.892711; 1.892659; 1.892967; 1.893756; 1.895784; 1.897971; 1.899197; 1.899609; 1.901177; 1.904511; 1.907750; 1.909714; 1.911925; 1.913946; 1.914473; 1.913593; 1.912178; 1.911686; 1.911729; 1.910801; 1.909481; 1.908678; 1.909360; 1.909097; 1.906905; 1.904059; 1.902747; 1.902270; 1.901547; 1.900698; 1.899983; 1.898737; 1.895632; 1.893243; 1.892077; 1.891087; 1.890175; 1.888714; 1.887344; 1.887497; 1.887560; 1.886373; 1.884129; 1.882597; 1.882998; 1.885170; 1.887755; 1.889371; 1.890401; 1.891378; 1.892184; 1.892616; 1.893625; 1.893952; 1.893528; 1.892242; 1.890514; 1.888578; 1.885435; 1.881230; 1.877227; 1.873560; 1.868916; 1.865438; 1.864448; 1.864793; 1.865493; 1.864754; 1.865087; 1.864487; 1.859802; 1.845105; 1.836232; 1.835678; 1.834241; 1.831630; 1.829276; 1.829037; 1.827662; 1.823049; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
36120.0; 12:07:08; (); (); (); (); (); (); (); 1.819287; 1.822670; 1.828543; 1.834329; 1.838568; 1.840921; 1.842305; 1.843797; 1.849810; 1.863904; 1.868279; 1.866832; 1.866144; 1.865652; 1.865409; 1.865023; 1.865342; 1.864741; 1.863888; 1.864201; 1.865465; 1.867441; 1.869912; 1.873256; 1.876451; 1.877731; 1.878234; 1.878705; 1.879957; 1.881552; 1.882703; 1.882990; 1.882990; 1.881630; 1.879936; 1.879089; 1.878589; 1.877479; 1.875813; 1.874735; 1.875811; 1.878056; 1.879947; 1.881807; 1.884148; 1.887943; 1.892087; 1.897056; 1.902816; 1.907369; 1.909196; 1.910714; 1.913450; 1.917353; 1.920587; 1.920504; 1.919375; 1.918261; 1.917136; 1.915752; 1.914038; 1.911970; 1.909416; 1.907397; 1.907947; 1.909142; 1.907680; 1.904463; 1.902074; 1.901760; 1.902779; 1.904390; 1.906291; 1.907920; 1.909181; 1.910673; 1.911924; 1.911908; 1.910274; 1.907096; 1.904584; 1.905254; 1.907476; 1.908517; 1.907921; 1.907681; 1.907842; 1.907365; 1.905434; 1.902565; 1.900464; 1.898321; 1.896622; 1.896153; 1.896753; 1.898857; 1.899813; 1.898416; 1.895401; 1.893788; 1.892967; 1.891320; 1.889576; 1.889909; 1.890861; 1.890205; 1.889142; 1.888597; 1.887999; 1.886232; 1.878964; 1.862299; 1.856445; 1.854938; 1.852116; 1.848380; 1.843825; 1.837052; 1.830230; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
36122.5; 12:07:17; (); (); (); (); (); (); (); 1.928920; 1.928116; 1.926571; 1.925059; 1.924105; 1.923308; 1.921704; 1.922105; 1.927911; 1.926306; 1.918564; 1.910813; 1.906084; 1.903395; 1.901198; 1.899460; 1.897846; 1.896465; 1.897025; 1.898548; 1.899007; 1.899374; 1.901028; 1.902620; 1.903540; 1.904850; 1.906595; 1.908360; 1.909576; 1.908794; 1.907227; 1.907112; 1.907574; 1.906687; 1.904256; 1.901995; 1.900499; 1.898433; 1.897246; 1.897905; 1.898245; 1.898144; 1.896781; 1.894707; 1.893962; 1.894869; 1.895696; 1.895910; 1.895631; 1.896163; 1.897736; 1.899848; 1.902258; 1.904095; 1.904575; 1.905483; 1.906146; 1.907527; 1.910013; 1.911845; 1.913097; 1.913945; 1.914242; 1.914669; 1.914957; 1.914534; 1.914283; 1.913455; 1.911883; 1.910583; 1.908774; 1.906703; 1.904551; 1.902469; 1.901742; 1.900278; 1.897281; 1.895473; 1.895272; 1.895349; 1.895139; 1.894633; 1.894132; 1.894511; 1.895774; 1.897307; 1.899511; 1.901098; 1.902403; 1.904465; 1.907903; 1.910762; 1.911567; 1.910679; 1.909266; 1.908477; 1.907510; 1.906756; 1.906014; 1.904067; 1.901762; 1.899114; 1.897965; 1.897215; 1.896008; 1.894413; 1.892232; 1.891120; 1.888877; 1.884919; 1.869866; 1.860438; 1.858729; 1.856177; 1.853594; 1.851191; 1.847962; 1.841787; 1.837398; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
