Roll Number; 4
Recipe Name; FP 4556_576 GSM
Start Time; 2018-04-05; 10:34:31
File Name; D:\Mahlo\TR\180405103431FP 4556_576 GSM4_THICKNESS2.txt

23359.7; 10:34:48; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.267630; 1.262985; 1.260495; 1.261310; 1.259731; 1.262192; 1.260605; 1.260216; 1.266087; 1.269666; 1.271895; 1.276285; 1.282731; 1.282736; 1.282126; 1.281665; 1.282504; 1.280613; 1.274414; 1.269406; 1.269198; 1.270581; 1.265479; 1.264962; 1.271345; 1.275916; 1.279547; 1.280673; 1.286789; 1.291568; 1.293799; 1.297703; 1.302654; 1.308751; 1.304032; 1.297513; 1.295022; 1.296626; 1.294003; 1.288862; 1.283365; 1.278987; 1.279494; 1.281720; 1.285845; 1.285923; 1.286999; 1.291377; 1.294957; 1.295266; 1.298001; 1.305021; 1.304950; 1.301940; 1.303520; 1.305592; 1.308881; 1.313362; 1.317703; 1.321900; 1.320353; 1.314346; 1.312187; 1.311764; 1.311486; 1.313572; 1.313038; 1.304570; 1.299789; 1.300153; 1.304480; 1.311752; 1.318486; 1.324399; 1.327155; 1.326142; 1.323579; 1.325867; 1.324833; 1.321202; 1.315930; 1.308897; 1.308569; 1.306956; 1.308792; 1.311852; 1.320005; 1.329887; 1.338688; 1.343949; 1.349191; 1.355005; 1.355943; 1.358222; 1.361146; 1.366039; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
23362.2; 10:35:01; (); (); (); (); (); (); (); (); 1.268442; 1.265746; 1.271314; 1.276426; 1.282345; 1.285538; 1.284391; 1.278464; 1.279449; 1.278418; 1.278660; 1.276299; 1.267541; 1.256039; 1.242232; 1.233654; 1.232955; 1.239093; 1.237792; 1.236831; 1.233787; 1.231439; 1.232501; 1.234557; 1.236072; 1.237589; 1.239271; 1.233112; 1.225610; 1.224270; 1.228850; 1.231950; 1.233125; 1.230718; 1.230812; 1.228214; 1.223669; 1.223174; 1.225308; 1.224722; 1.225353; 1.229006; 1.228106; 1.231024; 1.232511; 1.235146; 1.239211; 1.242421; 1.245068; 1.245779; 1.246767; 1.248994; 1.258453; 1.263317; 1.262781; 1.265124; 1.268224; 1.276796; 1.285735; 1.294005; 1.295556; 1.297791; 1.297394; 1.307517; 1.317803; 1.321611; 1.324758; 1.322157; 1.317512; 1.314654; 1.316458; 1.313556; 1.313592; 1.313483; 1.315221; 1.318264; 1.324291; 1.329361; 1.335699; 1.342966; 1.348138; 1.356047; 1.358284; 1.360783; 1.364309; 1.364820; 1.365812; 1.366749; 1.368194; 1.364219; 1.363503; 1.362473; 1.368744; 1.371601; 1.373149; 1.373439; 1.373739; 1.375212; 1.377353; 1.380908; 1.382421; 1.383723; 1.381962; 1.377106; 1.376293; 1.378519; 1.377802; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
23364.1; 10:35:10; (); (); (); (); (); (); (); (); 1.301636; 1.303265; 1.304534; 1.308048; 1.309462; 1.311065; 1.309053; 1.303348; 1.299400; 1.294043; 1.288428; 1.284578; 1.283515; 1.284820; 1.288815; 1.290073; 1.288312; 1.284954; 1.279387; 1.273736; 1.271644; 1.274341; 1.280334; 1.280480; 1.281615; 1.283299; 1.284076; 1.284163; 1.285159; 1.282203; 1.277988; 1.278488; 1.280014; 1.281049; 1.281227; 1.276186; 1.270223; 1.268631; 1.271172; 1.273394; 1.275121; 1.276216; 1.275389; 1.274819; 1.276915; 1.277677; 1.275130; 1.274591; 1.275765; 1.278307; 1.284785; 1.289305; 1.290300; 1.288742; 1.285784; 1.284108; 1.286472; 1.287553; 1.285039; 1.282251; 1.285317; 1.291493; 1.294788; 1.296657; 1.298809; 1.295303; 1.297672; 1.301785; 1.306727; 1.313436; 1.319775; 1.323286; 1.327612; 1.335576; 1.341873; 1.346571; 1.351140; 1.356193; 1.356828; 1.358569; 1.360656; 1.357274; 1.354706; 1.353366; 1.353013; 1.351274; 1.348687; 1.348659; 1.346703; 1.346527; 1.344398; 1.340553; 1.339466; 1.342648; 1.346072; 1.351669; 1.358473; 1.361136; 1.361142; 1.362658; 1.364315; 1.365565; 1.367995; 1.372811; 1.374040; 1.375812; 1.378297; 1.382167; 1.382129; 1.380759; 1.378226; 1.380232; 1.385755; 1.389868; 1.390799; 1.393697; 1.397077; 1.398137; 1.396582; 1.397784; (); (); (); (); (); (); (); (); (); (); (); (); 
23365.5; 10:35:19; (); (); (); (); (); (); (); (); 1.241135; 1.239875; 1.244353; 1.247639; 1.248956; 1.249490; 1.248778; 1.247186; 1.244106; 1.240318; 1.237192; 1.238520; 1.239994; 1.240032; 1.238492; 1.236078; 1.233219; 1.226195; 1.218470; 1.214606; 1.210877; 1.206980; 1.206592; 1.205309; 1.203335; 1.202330; 1.203096; 1.206469; 1.208294; 1.210864; 1.214919; 1.219261; 1.222179; 1.227756; 1.229766; 1.234784; 1.241280; 1.242625; 1.246751; 1.251833; 1.254051; 1.252943; 1.251484; 1.250791; 1.247155; 1.243178; 1.243758; 1.249022; 1.249364; 1.251043; 1.251834; 1.252711; 1.255038; 1.253306; 1.256391; 1.258250; 1.259616; 1.260906; 1.261925; 1.268447; 1.276115; 1.279957; 1.281905; 1.283113; 1.283439; 1.284431; 1.287207; 1.290280; 1.293697; 1.295727; 1.301263; 1.303572; 1.304611; 1.308810; 1.307907; 1.305628; 1.301250; 1.299604; 1.303812; 1.308700; 1.312691; 1.314169; 1.317877; 1.322350; 1.324064; 1.327408; 1.332694; 1.336655; 1.340692; 1.347451; 1.351073; 1.355172; 1.357816; 1.358083; 1.357276; 1.357244; 1.359822; 1.359561; 1.362261; 1.365691; 1.364834; 1.365014; 1.364334; 1.361097; 1.357812; 1.358363; 1.359890; 1.363104; 1.367767; 1.369944; 1.370308; 1.370803; 1.370754; 1.368955; 1.367792; 1.368944; 1.368906; 1.370787; 1.376071; 1.381535; (); (); (); (); (); (); (); (); (); (); (); (); 
23366.8; 10:35:27; (); (); (); (); (); (); (); (); 1.236061; 1.235856; 1.241482; 1.244762; 1.245797; 1.247764; 1.250041; 1.249928; 1.250469; 1.254377; 1.254353; 1.252712; 1.254492; 1.255721; 1.255933; 1.254857; 1.252620; 1.251389; 1.249149; 1.246552; 1.240942; 1.237866; 1.239582; 1.240932; 1.242992; 1.246750; 1.250973; 1.254288; 1.253994; 1.254871; 1.262064; 1.265889; 1.266708; 1.269958; 1.273595; 1.277049; 1.277799; 1.276362; 1.277646; 1.277808; 1.280023; 1.280920; 1.280964; 1.281966; 1.282366; 1.278822; 1.277833; 1.279306; 1.281819; 1.283551; 1.285611; 1.289274; 1.291353; 1.290443; 1.286917; 1.280042; 1.276315; 1.277038; 1.279442; 1.281705; 1.288064; 1.294363; 1.298952; 1.302271; 1.306351; 1.310728; 1.314569; 1.320505; 1.326482; 1.332878; 1.340386; 1.341455; 1.340584; 1.339668; 1.338264; 1.334536; 1.332685; 1.333307; 1.336804; 1.340499; 1.342561; 1.343212; 1.340106; 1.337710; 1.336174; 1.337273; 1.340337; 1.338959; 1.341186; 1.346882; 1.350599; 1.350275; 1.349270; 1.347064; 1.345554; 1.344875; 1.345135; 1.348592; 1.352345; 1.357131; 1.361738; 1.365238; 1.370573; 1.369765; 1.370656; 1.372106; 1.371329; 1.368797; 1.369777; 1.367938; 1.366925; 1.366952; 1.366547; 1.366280; 1.362394; 1.359232; 1.359322; 1.361287; 1.363120; 1.358667; (); (); (); (); (); (); (); (); (); (); (); (); 
23368.2; 10:35:36; (); (); (); (); (); (); (); (); 1.270577; 1.274214; 1.272314; 1.269548; 1.268644; 1.266844; 1.263681; 1.259349; 1.253494; 1.249152; 1.245717; 1.242983; 1.240328; 1.235837; 1.234080; 1.233680; 1.234955; 1.238168; 1.240078; 1.239040; 1.236683; 1.235113; 1.237284; 1.240480; 1.242820; 1.242539; 1.243672; 1.245892; 1.247648; 1.246698; 1.245931; 1.245988; 1.245309; 1.244369; 1.248443; 1.255455; 1.258300; 1.258494; 1.260143; 1.262271; 1.262771; 1.261421; 1.262505; 1.266755; 1.268482; 1.267718; 1.267643; 1.268926; 1.270799; 1.270255; 1.270920; 1.277259; 1.281959; 1.283757; 1.283297; 1.287544; 1.291581; 1.294856; 1.299587; 1.306346; 1.310784; 1.313213; 1.314417; 1.313904; 1.312491; 1.314947; 1.314682; 1.314656; 1.315592; 1.318155; 1.324020; 1.328363; 1.328087; 1.325544; 1.321820; 1.320290; 1.319739; 1.319566; 1.320106; 1.317321; 1.313013; 1.314874; 1.316347; 1.315970; 1.313673; 1.310794; 1.313876; 1.317792; 1.320857; 1.322859; 1.323890; 1.326938; 1.327471; 1.331079; 1.335253; 1.336965; 1.336423; 1.336930; 1.340241; 1.341837; 1.341774; 1.339374; 1.336491; 1.336214; 1.337875; 1.339347; 1.340273; 1.343713; 1.346620; 1.347254; 1.346457; 1.345856; 1.344463; 1.346006; 1.346844; 1.346479; 1.346097; 1.347396; 1.347043; 1.343855; (); (); (); (); (); (); (); (); (); (); (); (); 
23369.5; 10:35:45; (); (); (); (); (); (); (); (); 1.253355; 1.254730; 1.257913; 1.260705; 1.264377; 1.271190; 1.273681; 1.275082; 1.273641; 1.272363; 1.275035; 1.275047; 1.277203; 1.279210; 1.277464; 1.275408; 1.275656; 1.276106; 1.276776; 1.276360; 1.275544; 1.275786; 1.276614; 1.280384; 1.284598; 1.283396; 1.282367; 1.284822; 1.289119; 1.294937; 1.298656; 1.296125; 1.295075; 1.293963; 1.290909; 1.286924; 1.284059; 1.280515; 1.278285; 1.277801; 1.280008; 1.282898; 1.285570; 1.285669; 1.284636; 1.285910; 1.287157; 1.286165; 1.286684; 1.287524; 1.288415; 1.292570; 1.295848; 1.296481; 1.294988; 1.292863; 1.294076; 1.295827; 1.299508; 1.304814; 1.311765; 1.315727; 1.318661; 1.320515; 1.322642; 1.323254; 1.322560; 1.328879; 1.334196; 1.337625; 1.338950; 1.337765; 1.335442; 1.331377; 1.324835; 1.321524; 1.322841; 1.323014; 1.324480; 1.328912; 1.334531; 1.335811; 1.330449; 1.330236; 1.334679; 1.340495; 1.343026; 1.342600; 1.341732; 1.341650; 1.340306; 1.337611; 1.334481; 1.328939; 1.325139; 1.321091; 1.317483; 1.314127; 1.312781; 1.306394; 1.301224; 1.298088; 1.299808; 1.301545; 1.301132; 1.304114; 1.306551; 1.307126; 1.308227; 1.303638; 1.300896; 1.298554; 1.296562; 1.293035; 1.294865; 1.294665; 1.291571; 1.286875; 1.284323; 1.279938; (); (); (); (); (); (); (); (); (); (); (); (); 
23370.8; 10:35:54; (); (); (); (); (); (); (); (); 1.278972; 1.284245; 1.286822; 1.287439; 1.287488; 1.286841; 1.282689; 1.280170; 1.281837; 1.281572; 1.279815; 1.280527; 1.281328; 1.282183; 1.281000; 1.277848; 1.278148; 1.276121; 1.274142; 1.271379; 1.270614; 1.273968; 1.275349; 1.277381; 1.280509; 1.282192; 1.280974; 1.279232; 1.279514; 1.279154; 1.276436; 1.272741; 1.271062; 1.271721; 1.272602; 1.272731; 1.274060; 1.279262; 1.283990; 1.283296; 1.281404; 1.280773; 1.280185; 1.277133; 1.277987; 1.280049; 1.283351; 1.286342; 1.286928; 1.287191; 1.287932; 1.287937; 1.284189; 1.276410; 1.275502; 1.276732; 1.279282; 1.283359; 1.287438; 1.287547; 1.284566; 1.281138; 1.281564; 1.280751; 1.283213; 1.284667; 1.284536; 1.284368; 1.286516; 1.288840; 1.288466; 1.286155; 1.282050; 1.276502; 1.277019; 1.282022; 1.285023; 1.285295; 1.288727; 1.289010; 1.289595; 1.287960; 1.286145; 1.284657; 1.282078; 1.279802; 1.283728; 1.288353; 1.290432; 1.289725; 1.287524; 1.287163; 1.287036; 1.286367; 1.285417; 1.283598; 1.284092; 1.285695; 1.288346; 1.290692; 1.291735; 1.290609; 1.288103; 1.283817; 1.279882; 1.279907; 1.279553; 1.278605; 1.278774; 1.281327; 1.284317; 1.288187; 1.291677; 1.291273; 1.292057; 1.293831; 1.291755; 1.295228; 1.303301; 1.309421; (); (); (); (); (); (); (); (); (); (); (); (); 
23372.2; 10:36:03; (); (); (); (); (); (); (); (); 1.292801; 1.296207; 1.297933; 1.296493; 1.292618; 1.290725; 1.287008; 1.283722; 1.284140; 1.286190; 1.288112; 1.285439; 1.282062; 1.277917; 1.273187; 1.271871; 1.266634; 1.266629; 1.271231; 1.275811; 1.280810; 1.289682; 1.298902; 1.303253; 1.303279; 1.299145; 1.301680; 1.305359; 1.309223; 1.310920; 1.309788; 1.310148; 1.305246; 1.301320; 1.298458; 1.298034; 1.299187; 1.299681; 1.305119; 1.313669; 1.322968; 1.325723; 1.327815; 1.326500; 1.326911; 1.330314; 1.334545; 1.339693; 1.343774; 1.345388; 1.344278; 1.340426; 1.335434; 1.330563; 1.325408; 1.320802; 1.321415; 1.321772; 1.326273; 1.329397; 1.330402; 1.333992; 1.335680; 1.338268; 1.340001; 1.342283; 1.345250; 1.347081; 1.349242; 1.352092; 1.353290; 1.350840; 1.345527; 1.343918; 1.343987; 1.343916; 1.344060; 1.346147; 1.348548; 1.349621; 1.348592; 1.347157; 1.348917; 1.348659; 1.348446; 1.348179; 1.349793; 1.355218; 1.359020; 1.360631; 1.358675; 1.354528; 1.353632; 1.355348; 1.354823; 1.353029; 1.351985; 1.352734; 1.355718; 1.356038; 1.355142; 1.355225; 1.355404; 1.355548; 1.357200; 1.361902; 1.365554; 1.364502; 1.361119; 1.360367; 1.366654; 1.369743; 1.369924; 1.368779; 1.369710; 1.373417; 1.375200; 1.374536; 1.374415; 1.374707; (); (); (); (); (); (); (); (); (); (); (); (); 
23373.5; 10:36:11; (); (); (); (); (); (); (); (); 1.297328; 1.298336; 1.301563; 1.303177; 1.301519; 1.299986; 1.297563; 1.293962; 1.288644; 1.278952; 1.274187; 1.272823; 1.272020; 1.270777; 1.269749; 1.268173; 1.264920; 1.258514; 1.251382; 1.250271; 1.249377; 1.250654; 1.253177; 1.256672; 1.266019; 1.268196; 1.270556; 1.274103; 1.276996; 1.279682; 1.282339; 1.287446; 1.294857; 1.302625; 1.306355; 1.310385; 1.312699; 1.314353; 1.315245; 1.313278; 1.315635; 1.317164; 1.318658; 1.320865; 1.323877; 1.326671; 1.327733; 1.327138; 1.325547; 1.326363; 1.328056; 1.331467; 1.333018; 1.332693; 1.329613; 1.324166; 1.321007; 1.323820; 1.327882; 1.328886; 1.330484; 1.330757; 1.333028; 1.335819; 1.335378; 1.331745; 1.329546; 1.331438; 1.335973; 1.345127; 1.356367; 1.362733; 1.359664; 1.356860; 1.354165; 1.349059; 1.346107; 1.344131; 1.346255; 1.349338; 1.351412; 1.354440; 1.357113; 1.358571; 1.357449; 1.350717; 1.348309; 1.350914; 1.349825; 1.349086; 1.350921; 1.350739; 1.353823; 1.354888; 1.355911; 1.355839; 1.353444; 1.352389; 1.347530; 1.345231; 1.349292; 1.349922; 1.348349; 1.351632; 1.354590; 1.357826; 1.360002; 1.354250; 1.349032; 1.346334; 1.347630; 1.354183; 1.355237; 1.359240; 1.359792; 1.357609; 1.357285; 1.359004; 1.358381; 1.357910; (); (); (); (); (); (); (); (); (); (); (); (); 
23374.8; 10:36:20; (); (); (); (); (); (); (); (); 1.293312; 1.293099; 1.292820; 1.293191; 1.291383; 1.288006; 1.289617; 1.292983; 1.295410; 1.296614; 1.293560; 1.291667; 1.292284; 1.292492; 1.289242; 1.287858; 1.288395; 1.288434; 1.287386; 1.289817; 1.293565; 1.291692; 1.290790; 1.293906; 1.296748; 1.295966; 1.297885; 1.305161; 1.314628; 1.322117; 1.324604; 1.325590; 1.327338; 1.328556; 1.328509; 1.330399; 1.332892; 1.331684; 1.328201; 1.324340; 1.323817; 1.326125; 1.322579; 1.318920; 1.317144; 1.314403; 1.309705; 1.305256; 1.303947; 1.303853; 1.301130; 1.297875; 1.297017; 1.297468; 1.301858; 1.308673; 1.306895; 1.308741; 1.312249; 1.316372; 1.320639; 1.328794; 1.335700; 1.337146; 1.336843; 1.339349; 1.341225; 1.342679; 1.344435; 1.341304; 1.338175; 1.341690; 1.341229; 1.337012; 1.333841; 1.331844; 1.329361; 1.325339; 1.327388; 1.330246; 1.331597; 1.331850; 1.333773; 1.337233; 1.339533; 1.337177; 1.331763; 1.330383; 1.331327; 1.333872; 1.336017; 1.337882; 1.340643; 1.339158; 1.338070; 1.337258; 1.335820; 1.333084; 1.329102; 1.330901; 1.333623; 1.335185; 1.336811; 1.340294; 1.339485; 1.338007; 1.337599; 1.340086; 1.342666; 1.342656; 1.343908; 1.343890; 1.340984; 1.340259; 1.337321; 1.338553; 1.340295; 1.339733; 1.335796; 1.336253; (); (); (); (); (); (); (); (); (); (); (); (); 
