Roll Number; 0
Recipe Name; FP 4576_570 GSM
Start Time; 2017-12-06; 13:26:34
File Name; D:\Mahlo\TR\171206132634FP 4576_570 GSM0_XMF2.txt

5969.9; 13:26:46; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 3.700792; 3.617361; 3.444069; 3.302896; 3.183981; 3.083951; 2.986184; 2.899122; 2.792207; 2.674906; 2.541093; 2.407624; 2.290984; 2.174245; 2.040579; 1.923295; 1.856462; 1.857381; 1.858077; 1.858451; 1.858714; 1.858990; 1.859060; 1.858767; 1.858093; 1.856992; 1.855111; 1.852942; 1.851160; 1.849609; 1.848383; 1.847416; 1.846260; 1.845190; 1.844150; 1.842823; 1.841626; 1.840513; 1.839461; 1.838871; 1.838559; 1.838455; 1.838470; 1.838474; 1.838549; 1.838480; 1.838237; 1.837882; 1.837406; 1.836891; 1.836443; 1.835954; 1.835415; 1.834765; 1.834133; 1.833502; 1.832910; 1.832517; 1.832184; 1.831671; 1.831158; 1.830845; 1.830848; 1.831016; 1.831380; 1.831935; 1.832495; 1.833339; 1.834055; 1.834419; 1.834653; 1.834620; 1.834199; 1.833562; 1.833059; 1.832730; 1.832397; 1.832072; 1.831752; 1.831388; 1.831015; 1.830786; 1.830618; 1.830637; 1.830940; 1.831420; 1.832248; 1.833394; 1.834720; 1.835901; 1.836843; 1.837551; 1.838050; 1.838570; 1.839173; 1.839690; 1.840081; 1.840491; 1.840861; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
5971.9; 13:26:55; (); (); (); (); (); 1.908647; 1.909506; 1.909855; 1.909476; 1.908807; 1.908222; 1.907551; 1.907302; 1.907048; 1.906199; 1.904842; 1.903183; 1.900802; 1.898744; 1.896425; 1.893785; 1.891557; 1.889665; 1.888206; 1.887422; 1.886843; 1.886054; 1.885289; 1.884747; 1.884169; 1.883666; 1.883410; 1.883457; 1.883804; 1.884392; 1.885243; 1.886147; 1.886863; 1.887268; 1.887525; 1.887899; 1.888507; 1.889350; 1.890284; 1.891224; 1.892042; 1.892676; 1.893273; 1.893101; 1.890371; 1.886349; 1.882025; 1.877450; 1.872754; 1.868522; 1.864725; 1.860183; 1.854842; 1.849044; 1.843185; 1.838240; 1.833389; 1.827754; 1.823494; 1.822010; 1.820971; 1.819736; 1.818740; 1.818061; 1.817381; 1.816498; 1.815526; 1.814949; 1.814555; 1.814135; 1.813887; 1.813714; 1.813661; 1.813699; 1.813765; 1.813791; 1.813914; 1.814185; 1.814630; 1.815559; 1.817125; 1.818767; 1.820840; 1.823271; 1.825543; 1.827764; 1.830318; 1.832941; 1.835660; 1.838008; 1.840471; 1.843346; 1.846024; 1.848240; 1.850129; 1.850438; 1.849476; 1.848510; 1.847450; 1.846265; 1.845032; 1.843531; 1.842117; 1.840746; 1.839686; 1.838292; 1.836435; 1.834430; 1.831968; 1.828938; 1.828298; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
5973.6; 13:27:04; (); (); (); (); (); 1.863013; 1.864231; 1.868057; 1.871300; 1.873965; 1.876422; 1.878436; 1.880218; 1.882508; 1.885059; 1.887586; 1.890140; 1.893090; 1.896044; 1.898445; 1.900549; 1.901799; 1.901003; 1.899937; 1.898891; 1.897778; 1.896843; 1.895987; 1.894921; 1.893922; 1.893059; 1.892110; 1.891011; 1.889966; 1.889322; 1.889171; 1.889302; 1.889648; 1.890453; 1.891576; 1.892730; 1.893611; 1.894142; 1.894723; 1.895477; 1.895928; 1.896128; 1.896279; 1.896217; 1.895921; 1.895302; 1.894241; 1.892940; 1.891321; 1.889703; 1.888032; 1.886453; 1.885125; 1.883577; 1.882060; 1.880694; 1.879353; 1.878338; 1.877900; 1.877500; 1.877081; 1.876854; 1.876542; 1.876179; 1.875902; 1.875656; 1.875405; 1.875081; 1.874779; 1.874500; 1.874186; 1.873937; 1.873466; 1.872585; 1.871937; 1.871460; 1.870923; 1.870510; 1.870308; 1.870225; 1.870091; 1.869776; 1.869522; 1.869327; 1.869194; 1.868982; 1.868498; 1.868253; 1.868396; 1.868663; 1.868898; 1.869110; 1.869279; 1.869639; 1.870136; 1.870623; 1.871216; 1.872036; 1.873049; 1.874302; 1.875795; 1.877237; 1.878442; 1.879285; 1.880102; 1.881037; 1.881875; 1.882614; 1.883069; 1.883225; 1.883096; 1.882993; 1.882843; 1.882525; 1.882037; 1.881416; 1.880773; 1.880393; 1.880112; 1.879760; 1.879206; 1.878450; 1.877865; (); (); (); (); (); (); (); (); (); (); (); (); 
5975.2; 13:27:13; (); (); (); (); 1.895628; 1.895408; 1.895342; 1.895290; 1.895224; 1.894937; 1.894762; 1.894767; 1.894587; 1.894173; 1.893497; 1.893004; 1.892681; 1.892127; 1.891587; 1.890910; 1.889786; 1.888724; 1.887662; 1.886576; 1.885938; 1.885268; 1.884279; 1.883391; 1.882961; 1.882661; 1.882132; 1.881751; 1.881497; 1.881384; 1.881604; 1.882102; 1.882632; 1.883284; 1.883911; 1.884331; 1.884500; 1.884792; 1.885354; 1.885859; 1.886428; 1.887150; 1.887731; 1.888332; 1.888751; 1.888738; 1.888377; 1.887998; 1.887417; 1.886433; 1.885510; 1.884730; 1.883735; 1.882344; 1.880329; 1.878067; 1.876037; 1.873873; 1.871301; 1.869102; 1.867218; 1.865484; 1.864019; 1.863103; 1.862474; 1.861971; 1.861742; 1.861807; 1.862124; 1.862514; 1.862778; 1.862942; 1.863359; 1.864002; 1.864721; 1.865617; 1.866677; 1.867568; 1.868124; 1.868514; 1.868784; 1.868771; 1.868532; 1.868476; 1.868777; 1.869402; 1.870305; 1.871332; 1.872064; 1.872548; 1.872876; 1.872880; 1.872896; 1.872944; 1.872984; 1.873065; 1.873441; 1.873957; 1.874293; 1.874447; 1.874500; 1.874435; 1.874295; 1.874116; 1.873896; 1.873684; 1.873679; 1.873688; 1.874017; 1.874974; 1.875793; 1.876441; 1.877142; 1.877805; 1.878420; 1.879082; 1.879692; 1.880046; 1.880509; 1.881151; 1.881967; 1.882980; 1.884269; 1.884856; (); (); (); (); (); (); (); (); (); (); (); (); 
5976.8; 13:27:22; (); (); (); (); 1.895628; 1.896866; 1.894996; 1.892824; 1.891110; 1.889571; 1.888482; 1.887504; 1.886539; 1.885499; 1.884701; 1.883915; 1.882871; 1.881987; 1.881177; 1.880207; 1.879280; 1.879590; 1.880104; 1.880432; 1.880592; 1.880774; 1.880869; 1.880809; 1.880290; 1.879338; 1.878298; 1.877540; 1.876766; 1.876071; 1.875449; 1.875049; 1.874770; 1.874705; 1.875119; 1.875786; 1.876374; 1.877175; 1.878257; 1.879843; 1.881771; 1.883664; 1.885480; 1.887570; 1.889231; 1.890527; 1.891662; 1.892638; 1.893481; 1.894020; 1.894142; 1.894016; 1.893378; 1.892322; 1.890968; 1.889109; 1.886745; 1.884543; 1.882483; 1.880452; 1.878816; 1.877176; 1.875197; 1.873370; 1.872045; 1.870883; 1.869662; 1.868812; 1.868533; 1.868751; 1.869493; 1.870370; 1.871252; 1.871898; 1.872395; 1.873059; 1.873830; 1.874764; 1.875393; 1.875805; 1.876388; 1.877153; 1.877636; 1.877747; 1.877109; 1.876015; 1.874750; 1.873579; 1.872781; 1.872056; 1.871499; 1.871402; 1.871382; 1.871454; 1.871713; 1.871962; 1.872172; 1.872639; 1.873439; 1.874751; 1.876521; 1.878805; 1.881040; 1.882668; 1.883993; 1.885113; 1.885564; 1.885965; 1.886552; 1.887036; 1.887387; 1.887801; 1.888029; 1.887999; 1.887742; 1.887256; 1.886722; 1.886187; 1.885784; 1.885487; 1.885350; 1.885439; 1.885408; 1.885172; (); (); (); (); (); (); (); (); (); (); (); (); 
5978.4; 13:27:31; (); (); (); (); (); 1.889544; 1.890243; 1.890826; 1.891086; 1.891204; 1.891369; 1.891554; 1.892153; 1.893210; 1.893760; 1.894165; 1.894583; 1.894935; 1.895408; 1.896079; 1.896764; 1.897510; 1.898482; 1.899463; 1.900602; 1.901973; 1.903348; 1.904517; 1.905633; 1.906751; 1.907482; 1.907930; 1.908071; 1.907810; 1.907429; 1.906790; 1.905822; 1.904791; 1.903616; 1.902209; 1.900405; 1.898124; 1.896052; 1.894030; 1.892130; 1.890497; 1.889035; 1.887762; 1.886618; 1.885650; 1.884657; 1.883469; 1.882357; 1.881504; 1.880816; 1.880350; 1.880006; 1.879544; 1.878862; 1.878104; 1.877065; 1.875821; 1.874389; 1.873113; 1.872034; 1.870802; 1.869738; 1.868638; 1.867284; 1.866059; 1.865029; 1.864213; 1.863685; 1.863343; 1.863289; 1.863711; 1.864342; 1.865101; 1.866083; 1.867052; 1.868152; 1.869408; 1.870984; 1.873150; 1.875401; 1.877209; 1.878821; 1.880435; 1.881769; 1.882845; 1.883863; 1.884834; 1.886108; 1.887395; 1.888307; 1.888998; 1.889246; 1.889196; 1.889063; 1.888974; 1.888918; 1.888866; 1.888860; 1.889095; 1.889497; 1.889647; 1.889315; 1.888741; 1.888075; 1.887569; 1.887190; 1.887070; 1.886629; 1.885390; 1.884045; 1.882692; 1.881570; 1.880449; 1.878965; 1.877635; 1.876557; 1.875830; 1.875223; 1.874501; 1.873544; 1.872342; 1.870898; 1.870438; (); (); (); (); (); (); (); (); (); (); (); (); 
5980.0; 13:27:40; (); (); (); (); (); 1.857441; 1.857600; 1.858185; 1.858705; 1.859199; 1.859659; 1.860229; 1.860852; 1.861669; 1.862592; 1.863918; 1.865426; 1.866860; 1.868180; 1.869576; 1.871345; 1.872592; 1.873335; 1.873972; 1.874557; 1.875154; 1.875695; 1.876281; 1.876758; 1.876910; 1.876485; 1.875694; 1.875059; 1.874518; 1.873662; 1.872763; 1.872203; 1.871863; 1.871820; 1.871790; 1.871674; 1.871392; 1.870946; 1.870536; 1.870474; 1.870880; 1.871609; 1.872309; 1.873137; 1.874431; 1.875903; 1.877247; 1.878435; 1.879495; 1.880610; 1.881692; 1.882753; 1.884191; 1.885715; 1.886971; 1.888064; 1.888618; 1.888929; 1.889111; 1.889257; 1.889603; 1.889941; 1.890325; 1.890652; 1.890788; 1.890821; 1.890666; 1.890297; 1.889758; 1.889427; 1.889377; 1.889471; 1.889530; 1.889581; 1.889439; 1.889081; 1.888647; 1.887994; 1.887285; 1.886838; 1.886621; 1.886509; 1.886296; 1.886024; 1.885603; 1.884910; 1.884266; 1.883855; 1.883678; 1.883809; 1.884146; 1.884597; 1.885240; 1.885686; 1.885791; 1.885636; 1.885624; 1.886183; 1.886966; 1.887871; 1.888884; 1.889580; 1.889774; 1.889480; 1.888823; 1.887928; 1.887063; 1.886246; 1.885546; 1.885139; 1.884674; 1.883801; 1.882237; 1.880564; 1.878942; 1.877334; 1.876359; 1.875659; 1.875019; 1.874581; 1.874300; 1.873732; 1.873081; (); (); (); (); (); (); (); (); (); (); (); (); 
5981.6; 13:27:49; (); (); (); (); (); 1.887349; 1.887904; 1.888727; 1.889619; 1.890669; 1.891879; 1.892884; 1.893788; 1.895324; 1.896396; 1.897375; 1.898406; 1.899235; 1.900093; 1.900945; 1.901472; 1.901646; 1.901727; 1.901770; 1.901243; 1.900213; 1.899072; 1.897995; 1.897072; 1.896120; 1.895037; 1.893894; 1.892665; 1.891580; 1.890627; 1.889594; 1.888714; 1.887828; 1.886622; 1.885488; 1.884829; 1.884233; 1.883499; 1.882696; 1.881844; 1.880844; 1.879679; 1.878436; 1.877047; 1.875752; 1.874656; 1.873594; 1.872449; 1.871314; 1.870241; 1.869344; 1.868510; 1.867723; 1.867248; 1.867073; 1.867256; 1.867766; 1.868428; 1.869074; 1.869619; 1.870237; 1.871123; 1.871893; 1.872700; 1.873722; 1.874391; 1.874783; 1.875002; 1.875048; 1.874901; 1.874521; 1.873827; 1.873098; 1.872392; 1.871601; 1.870716; 1.869698; 1.868666; 1.867635; 1.866469; 1.865446; 1.864852; 1.864577; 1.864387; 1.864376; 1.864500; 1.864848; 1.865323; 1.865709; 1.866120; 1.866692; 1.867429; 1.868462; 1.869820; 1.871240; 1.872778; 1.874555; 1.876061; 1.877616; 1.879275; 1.880866; 1.882252; 1.883728; 1.885342; 1.887296; 1.889238; 1.890612; 1.890915; 1.890763; 1.890444; 1.890009; 1.889355; 1.888523; 1.887586; 1.886676; 1.886120; 1.885720; 1.885080; 1.884044; 1.882553; 1.880644; 1.878882; 1.878735; (); (); (); (); (); (); (); (); (); (); (); (); 
5983.3; 13:27:58; (); (); (); (); (); 1.873223; 1.873245; 1.873727; 1.874407; 1.875210; 1.876272; 1.877313; 1.878178; 1.879241; 1.880571; 1.882249; 1.884505; 1.886940; 1.889572; 1.891834; 1.894032; 1.896608; 1.898547; 1.900338; 1.902013; 1.902964; 1.903467; 1.903712; 1.903491; 1.902867; 1.901634; 1.899935; 1.897969; 1.895287; 1.892410; 1.889792; 1.886937; 1.883537; 1.880439; 1.877560; 1.874977; 1.873057; 1.871434; 1.869951; 1.868579; 1.867847; 1.867435; 1.867152; 1.867220; 1.867475; 1.867881; 1.868507; 1.869272; 1.870064; 1.870614; 1.870795; 1.870758; 1.870886; 1.871230; 1.871649; 1.872132; 1.872634; 1.873039; 1.873384; 1.873957; 1.874668; 1.875455; 1.876607; 1.878085; 1.879413; 1.880984; 1.882766; 1.884340; 1.886386; 1.888502; 1.890032; 1.891285; 1.892784; 1.894596; 1.895714; 1.896392; 1.896940; 1.897189; 1.897340; 1.897414; 1.897433; 1.897154; 1.896356; 1.894877; 1.893572; 1.892590; 1.891503; 1.890432; 1.889406; 1.888559; 1.888134; 1.887963; 1.887737; 1.887512; 1.887434; 1.887454; 1.887736; 1.888387; 1.889326; 1.890134; 1.890637; 1.890969; 1.891181; 1.891366; 1.891120; 1.890591; 1.889913; 1.889311; 1.888844; 1.888362; 1.887837; 1.887186; 1.886449; 1.885831; 1.885564; 1.885490; 1.885331; 1.885134; 1.884872; 1.884886; 1.885239; 1.885792; (); (); (); (); (); (); (); (); (); (); (); (); (); 
5984.9; 13:28:07; (); (); (); (); (); 1.882794; 1.884105; 1.884704; 1.884948; 1.885062; 1.885106; 1.885282; 1.885931; 1.886407; 1.886730; 1.887066; 1.887060; 1.886562; 1.886054; 1.885520; 1.884780; 1.883947; 1.883372; 1.883076; 1.882925; 1.882939; 1.882887; 1.882957; 1.883126; 1.883365; 1.883408; 1.883531; 1.883847; 1.883900; 1.883833; 1.883835; 1.883795; 1.883588; 1.883217; 1.882682; 1.881983; 1.881271; 1.880487; 1.879687; 1.878653; 1.877747; 1.876934; 1.876008; 1.875292; 1.874727; 1.874345; 1.874045; 1.873883; 1.873774; 1.873625; 1.873467; 1.873538; 1.873761; 1.873967; 1.874381; 1.874736; 1.875121; 1.875767; 1.876378; 1.876553; 1.876438; 1.876451; 1.876327; 1.876026; 1.875671; 1.875270; 1.874617; 1.873695; 1.872503; 1.871103; 1.869646; 1.867904; 1.866050; 1.864688; 1.863707; 1.862644; 1.861659; 1.860935; 1.860323; 1.860049; 1.859781; 1.859710; 1.859900; 1.860385; 1.861253; 1.862294; 1.863258; 1.864117; 1.864805; 1.865513; 1.866416; 1.867105; 1.867635; 1.868268; 1.868713; 1.869016; 1.869263; 1.869455; 1.869437; 1.869290; 1.868903; 1.868531; 1.868231; 1.867892; 1.867244; 1.866540; 1.866778; 1.868391; 1.869930; 1.871405; 1.872931; 1.874417; 1.876134; 1.877958; 1.879462; 1.880713; 1.882119; 1.883566; 1.885357; 1.887687; 1.890676; 1.892125; (); (); (); (); (); (); (); (); (); (); (); (); (); 
5986.5; 13:28:16; (); (); (); (); (); 1.838177; 1.839349; 1.841122; 1.842948; 1.844404; 1.845714; 1.846925; 1.848087; 1.849640; 1.850872; 1.852025; 1.853502; 1.854884; 1.856221; 1.857616; 1.858936; 1.859511; 1.859557; 1.859442; 1.859247; 1.859171; 1.859256; 1.859517; 1.860209; 1.861319; 1.862854; 1.864741; 1.866622; 1.868437; 1.870590; 1.872916; 1.874843; 1.877091; 1.879723; 1.882355; 1.885060; 1.887435; 1.889636; 1.891586; 1.892820; 1.893479; 1.893879; 1.894096; 1.894031; 1.893718; 1.893455; 1.893136; 1.892694; 1.892463; 1.892335; 1.891883; 1.891110; 1.890311; 1.889796; 1.889471; 1.889204; 1.889086; 1.889146; 1.889235; 1.889658; 1.890329; 1.890672; 1.890762; 1.890497; 1.889823; 1.889283; 1.888789; 1.888267; 1.887592; 1.886963; 1.886445; 1.885851; 1.885406; 1.884986; 1.884093; 1.883137; 1.882335; 1.881616; 1.881099; 1.880798; 1.880769; 1.880981; 1.881274; 1.881888; 1.882677; 1.883414; 1.884064; 1.884420; 1.884657; 1.885181; 1.885879; 1.886497; 1.887543; 1.888880; 1.889824; 1.890143; 1.890196; 1.890044; 1.889451; 1.888723; 1.888030; 1.887382; 1.886830; 1.886407; 1.886025; 1.885519; 1.884973; 1.884154; 1.883254; 1.882862; 1.882690; 1.882655; 1.882844; 1.883287; 1.883886; 1.884310; 1.884698; 1.885083; 1.885403; 1.885734; 1.886211; 1.886531; (); (); (); (); (); (); (); (); (); (); (); (); (); 
