Roll Number; 2
Recipe Name; FP 4556_352 GSM
Start Time; 2018-02-19; 10:54:42
File Name; D:\Mahlo\TR\180219105442FP 4556_352 GSM2_XMF2.txt

-0.2; 10:58:46; (); (); (); (); (); (); (); 0.245930; 0.245685; 0.245141; 0.244783; 0.244659; 0.244960; 0.244709; 0.244132; 0.245200; 0.247501; 0.247230; 0.245440; 0.243680; 0.241372; 0.240386; 0.239846; 0.240336; 0.241735; 0.242547; 0.242416; 0.241738; 0.240594; 0.239842; 0.239246; 0.238845; 0.238640; 0.238526; 0.237959; 0.237131; 0.237060; 0.237092; 0.235749; 0.233191; 0.231199; 0.230398; 0.229523; 0.229938; 0.231573; 0.233723; 0.235880; 0.238017; 0.239048; 0.239344; 0.239446; 0.239587; 0.240222; 0.242675; 0.245265; 0.247209; 0.248379; 0.249355; 0.248990; 0.247779; 0.245914; 0.243868; 0.241379; 0.239402; 0.239183; 0.239057; 0.237677; 0.235250; 0.232568; 0.230333; 0.228759; 0.228238; 0.228207; 0.228844; 0.229333; 0.229502; 0.229631; 0.229861; 0.229344; 0.228246; 0.228001; 0.229035; 0.230357; 0.232056; 0.233967; 0.234400; 0.234308; 0.233648; 0.233402; 0.233986; 0.236048; 0.239211; 0.243335; 0.247579; 0.250646; 0.252575; 0.254068; 0.255574; 0.256507; 0.257369; 0.259244; 0.261766; 0.264791; 0.267118; 0.268970; 0.269803; 0.270095; 0.270620; 0.272129; 0.273994; 0.275524; 0.277009; 0.278734; 0.281055; 0.283761; 0.286584; 0.288995; 0.291593; 0.294280; 0.296533; 0.298556; 0.299449; 0.300412; 0.300971; 0.301215; 0.301936; 0.304081; 0.305688; (); (); (); (); (); (); (); (); (); (); (); (); 
1.2; 10:58:55; (); (); (); (); (); (); (); 0.239111; 0.241964; 0.244455; 0.245712; 0.246406; 0.246461; 0.246775; 0.249313; 0.253986; 0.256053; 0.256591; 0.256217; 0.255296; 0.254161; 0.252407; 0.250766; 0.249308; 0.247609; 0.245571; 0.244286; 0.242875; 0.240672; 0.239028; 0.238604; 0.238404; 0.237490; 0.235974; 0.234284; 0.233003; 0.232155; 0.230641; 0.228656; 0.227438; 0.227061; 0.226724; 0.227675; 0.229520; 0.230908; 0.231045; 0.230227; 0.229750; 0.229498; 0.229471; 0.229443; 0.230044; 0.231584; 0.234173; 0.236708; 0.238123; 0.239652; 0.240191; 0.239677; 0.238625; 0.237772; 0.237437; 0.237608; 0.238576; 0.239230; 0.240009; 0.240804; 0.241399; 0.241879; 0.242564; 0.243102; 0.243380; 0.243842; 0.244967; 0.246782; 0.248299; 0.248763; 0.248275; 0.248215; 0.248737; 0.249312; 0.250240; 0.251514; 0.252246; 0.253021; 0.254212; 0.255075; 0.255664; 0.255271; 0.254572; 0.255409; 0.257598; 0.260436; 0.262867; 0.265158; 0.267453; 0.269078; 0.269027; 0.268800; 0.268653; 0.268006; 0.267169; 0.266664; 0.266726; 0.266862; 0.267545; 0.267953; 0.267322; 0.266567; 0.265658; 0.265290; 0.265596; 0.266420; 0.268036; 0.269810; 0.272744; 0.276889; 0.282259; 0.287249; 0.289219; 0.289130; 0.290480; 0.293047; 0.295158; 0.296982; 0.299616; 0.301888; 0.304089; (); (); (); (); (); (); (); (); (); (); (); (); 
2.7; 10:59:04; (); (); (); (); (); (); (); 0.236235; 0.236148; 0.235722; 0.236392; 0.236839; 0.237046; 0.237216; 0.237059; 0.240133; 0.242224; 0.241781; 0.239423; 0.238259; 0.237808; 0.237285; 0.236771; 0.236456; 0.236611; 0.236818; 0.237148; 0.237582; 0.237892; 0.238276; 0.238412; 0.238647; 0.239202; 0.239285; 0.238388; 0.237016; 0.236170; 0.235462; 0.233984; 0.231452; 0.228221; 0.226228; 0.225335; 0.224857; 0.224464; 0.224401; 0.224349; 0.224567; 0.225478; 0.226957; 0.227685; 0.229018; 0.231724; 0.234516; 0.237356; 0.239685; 0.241415; 0.241639; 0.241387; 0.241202; 0.240344; 0.239550; 0.238553; 0.237449; 0.236697; 0.236125; 0.234899; 0.233326; 0.232138; 0.231846; 0.232488; 0.233335; 0.234458; 0.235829; 0.237878; 0.240372; 0.242867; 0.243975; 0.243988; 0.244210; 0.245212; 0.246157; 0.247122; 0.247958; 0.248184; 0.247807; 0.247489; 0.247627; 0.248004; 0.247938; 0.247332; 0.247925; 0.249842; 0.252220; 0.254693; 0.256997; 0.259568; 0.261414; 0.262981; 0.264709; 0.266227; 0.267632; 0.269565; 0.271417; 0.273124; 0.274384; 0.275492; 0.276604; 0.277038; 0.277438; 0.277900; 0.278702; 0.280148; 0.281676; 0.283361; 0.284355; 0.285345; 0.286934; 0.288143; 0.289539; 0.290130; 0.288668; 0.289058; 0.289617; 0.290047; 0.290682; 0.291412; 0.291427; (); (); (); (); (); (); (); (); (); (); (); (); 
4.2; 10:59:13; (); (); (); (); (); (); (); 0.256526; 0.256343; 0.256836; 0.256029; 0.255256; 0.254243; 0.252860; 0.253734; 0.255381; 0.255473; 0.253744; 0.251875; 0.251379; 0.250576; 0.249027; 0.247263; 0.245166; 0.243680; 0.243223; 0.243026; 0.243193; 0.243123; 0.242124; 0.240747; 0.239473; 0.238967; 0.238694; 0.238506; 0.238742; 0.239111; 0.239567; 0.239366; 0.238009; 0.236056; 0.234768; 0.234502; 0.234658; 0.235353; 0.235985; 0.235772; 0.234854; 0.234146; 0.232811; 0.231544; 0.230951; 0.230459; 0.230865; 0.232489; 0.234403; 0.235751; 0.236617; 0.236684; 0.236374; 0.236011; 0.236564; 0.237585; 0.238422; 0.239568; 0.240273; 0.241156; 0.242555; 0.243894; 0.244530; 0.245776; 0.246405; 0.247060; 0.248528; 0.249908; 0.251152; 0.251267; 0.251573; 0.251635; 0.251429; 0.251392; 0.251557; 0.251847; 0.251782; 0.251534; 0.250378; 0.249173; 0.248148; 0.247771; 0.248255; 0.249231; 0.250459; 0.251733; 0.253750; 0.256065; 0.258714; 0.261177; 0.262763; 0.264293; 0.265502; 0.266708; 0.269051; 0.271733; 0.274965; 0.277700; 0.279832; 0.281672; 0.283080; 0.284691; 0.285533; 0.286360; 0.287260; 0.288137; 0.288557; 0.289214; 0.291315; 0.292881; 0.294217; 0.293655; 0.290912; 0.286884; 0.285794; 0.284955; 0.284001; 0.283169; 0.281906; 0.280288; 0.280508; (); (); (); (); (); (); (); (); (); (); (); (); 
5.6; 10:59:22; (); (); (); (); (); (); (); 0.246819; 0.247045; 0.247499; 0.248091; 0.248153; 0.248208; 0.247150; 0.246368; 0.247476; 0.247265; 0.245528; 0.243126; 0.242023; 0.241337; 0.241172; 0.241064; 0.239997; 0.237917; 0.236411; 0.235492; 0.234758; 0.234747; 0.235178; 0.235839; 0.236653; 0.237176; 0.237678; 0.236529; 0.234356; 0.232392; 0.230219; 0.228945; 0.228005; 0.226628; 0.226222; 0.226775; 0.226628; 0.226074; 0.225759; 0.226293; 0.227212; 0.228951; 0.232288; 0.235626; 0.238243; 0.240729; 0.243606; 0.246626; 0.248804; 0.249384; 0.249322; 0.249734; 0.249872; 0.249465; 0.249001; 0.248456; 0.246944; 0.246098; 0.245704; 0.245590; 0.245929; 0.246497; 0.246916; 0.246965; 0.247289; 0.248310; 0.248829; 0.248912; 0.247641; 0.245962; 0.244252; 0.242658; 0.240974; 0.240066; 0.239951; 0.239836; 0.239030; 0.238473; 0.237860; 0.236983; 0.236198; 0.236338; 0.238089; 0.240375; 0.242369; 0.244888; 0.247131; 0.249606; 0.251591; 0.252650; 0.253534; 0.254443; 0.255487; 0.257101; 0.258714; 0.260265; 0.261861; 0.263725; 0.265300; 0.266312; 0.266477; 0.266311; 0.266251; 0.267001; 0.268003; 0.269099; 0.271583; 0.275117; 0.278086; 0.280878; 0.283893; 0.286044; 0.287527; 0.288236; 0.288383; 0.290788; 0.293136; 0.294995; 0.296581; 0.298572; 0.299626; (); (); (); (); (); (); (); (); (); (); (); (); 
7.1; 10:59:31; (); (); (); (); (); (); (); 0.244006; 0.245525; 0.247706; 0.248126; 0.247770; 0.247875; 0.248403; 0.250761; 0.254224; 0.254746; 0.252598; 0.249658; 0.247474; 0.246152; 0.245369; 0.244595; 0.243057; 0.241451; 0.240081; 0.238675; 0.237481; 0.236597; 0.235709; 0.235557; 0.235798; 0.235804; 0.235374; 0.233739; 0.230532; 0.227097; 0.224253; 0.222484; 0.220732; 0.219651; 0.219357; 0.219044; 0.218513; 0.217675; 0.216240; 0.215567; 0.215023; 0.216286; 0.218478; 0.222363; 0.226012; 0.228299; 0.229870; 0.231571; 0.231996; 0.232065; 0.231890; 0.232472; 0.233653; 0.235422; 0.236654; 0.238259; 0.238514; 0.238504; 0.238466; 0.238395; 0.237624; 0.237279; 0.237457; 0.238752; 0.238580; 0.237617; 0.235358; 0.233868; 0.232616; 0.232254; 0.231457; 0.231098; 0.231460; 0.232296; 0.233474; 0.234568; 0.235128; 0.236176; 0.237689; 0.239421; 0.241070; 0.244165; 0.246391; 0.247968; 0.249579; 0.252467; 0.254316; 0.255000; 0.255561; 0.256459; 0.258417; 0.260704; 0.262771; 0.265007; 0.267186; 0.268801; 0.270171; 0.271240; 0.271487; 0.271940; 0.272211; 0.273015; 0.273980; 0.274841; 0.276085; 0.277623; 0.279348; 0.280096; 0.281891; 0.284451; 0.287353; 0.291006; 0.292981; 0.293502; 0.294532; 0.296194; 0.297911; 0.299476; 0.301850; 0.304030; 0.305043; (); (); (); (); (); (); (); (); (); (); (); (); 
8.5; 10:59:40; (); (); (); (); (); (); (); 0.244006; 0.235352; 0.234269; 0.234324; 0.234703; 0.235623; 0.236259; 0.236150; 0.237203; 0.239185; 0.239419; 0.237247; 0.235272; 0.233670; 0.233489; 0.233894; 0.234160; 0.234925; 0.234862; 0.234329; 0.233116; 0.231691; 0.231716; 0.232206; 0.232122; 0.231756; 0.231968; 0.232234; 0.231690; 0.229957; 0.227957; 0.226892; 0.225392; 0.224254; 0.224060; 0.224964; 0.225748; 0.225569; 0.225358; 0.225665; 0.226316; 0.226299; 0.225912; 0.226404; 0.228263; 0.230132; 0.230879; 0.231667; 0.233050; 0.234062; 0.234610; 0.235721; 0.236513; 0.236882; 0.236682; 0.236700; 0.237311; 0.237219; 0.236058; 0.234319; 0.233390; 0.234372; 0.235512; 0.236590; 0.238203; 0.239364; 0.239948; 0.240313; 0.240494; 0.240961; 0.241524; 0.241722; 0.242002; 0.243139; 0.244870; 0.246118; 0.246252; 0.246089; 0.245102; 0.243485; 0.242404; 0.241759; 0.242059; 0.243046; 0.244722; 0.247288; 0.250402; 0.253040; 0.255021; 0.257331; 0.258758; 0.259339; 0.259402; 0.260428; 0.261859; 0.262780; 0.263532; 0.264250; 0.264588; 0.264024; 0.262896; 0.263172; 0.264693; 0.266386; 0.267532; 0.269020; 0.271290; 0.274800; 0.278363; 0.281646; 0.285196; 0.288227; 0.291337; 0.293786; 0.295519; 0.297477; 0.298894; 0.299731; 0.300533; 0.302562; 0.304383; (); (); (); (); (); (); (); (); (); (); (); (); 
10.0; 10:59:49; (); (); (); (); (); (); (); 0.244006; 0.262754; 0.259752; 0.258565; 0.258364; 0.258041; 0.257616; 0.256881; 0.256809; 0.254144; 0.251392; 0.249297; 0.247167; 0.246072; 0.245889; 0.245453; 0.244913; 0.244909; 0.244300; 0.243416; 0.242904; 0.242858; 0.243844; 0.244593; 0.244617; 0.243914; 0.243028; 0.242141; 0.239937; 0.237295; 0.235226; 0.233712; 0.231942; 0.230155; 0.228738; 0.227754; 0.226808; 0.225389; 0.225379; 0.226159; 0.226727; 0.227782; 0.229180; 0.230817; 0.231993; 0.233502; 0.235199; 0.236899; 0.239048; 0.241015; 0.241887; 0.243030; 0.244290; 0.244866; 0.244956; 0.244385; 0.243530; 0.242534; 0.242145; 0.242936; 0.244154; 0.245707; 0.246911; 0.247191; 0.246785; 0.246221; 0.245042; 0.244253; 0.244446; 0.245502; 0.248203; 0.250314; 0.251602; 0.252215; 0.251941; 0.251073; 0.250314; 0.249824; 0.250001; 0.250658; 0.251832; 0.252684; 0.253348; 0.253504; 0.253584; 0.253561; 0.253428; 0.254124; 0.255186; 0.256404; 0.257951; 0.259560; 0.261032; 0.262092; 0.262953; 0.263906; 0.265288; 0.266877; 0.268877; 0.270768; 0.273234; 0.275721; 0.277370; 0.279219; 0.281219; 0.281566; 0.281116; 0.281008; 0.282191; 0.284196; 0.286018; 0.287001; 0.286246; 0.284780; 0.284500; 0.283673; 0.282588; 0.281809; 0.280424; 0.279053; 0.280066; (); (); (); (); (); (); (); (); (); (); (); (); 
11.5; 10:59:57; (); (); (); (); (); (); (); 0.239733; 0.240321; 0.240531; 0.240939; 0.240208; 0.240251; 0.240758; 0.241204; 0.241633; 0.243355; 0.243967; 0.243355; 0.242733; 0.240981; 0.239073; 0.237618; 0.236505; 0.235650; 0.235036; 0.235132; 0.234823; 0.234426; 0.234377; 0.234951; 0.235716; 0.236629; 0.237267; 0.239222; 0.241442; 0.242611; 0.242523; 0.242453; 0.241687; 0.240997; 0.240408; 0.239768; 0.239799; 0.240800; 0.242294; 0.243903; 0.245048; 0.245119; 0.243848; 0.243609; 0.244499; 0.245515; 0.247411; 0.249820; 0.250893; 0.252499; 0.254151; 0.253890; 0.252263; 0.250458; 0.248432; 0.246684; 0.245973; 0.246483; 0.246478; 0.245121; 0.243674; 0.242040; 0.241301; 0.241913; 0.242465; 0.243317; 0.245084; 0.246507; 0.246726; 0.246198; 0.246377; 0.247247; 0.247554; 0.248422; 0.250997; 0.253367; 0.255026; 0.255847; 0.255874; 0.255292; 0.254513; 0.254426; 0.255463; 0.257437; 0.260909; 0.263591; 0.265295; 0.267493; 0.269009; 0.269589; 0.270370; 0.271741; 0.273162; 0.274714; 0.275818; 0.276389; 0.277319; 0.278132; 0.278591; 0.279085; 0.279129; 0.278474; 0.278272; 0.278774; 0.279780; 0.280627; 0.281929; 0.284068; 0.286954; 0.290223; 0.292756; 0.295558; 0.298541; 0.300220; 0.300508; 0.301972; 0.303737; 0.305282; 0.307284; 0.309582; 0.311785; (); (); (); (); (); (); (); (); (); (); (); (); 
18.8; 11:00:42; (); (); (); (); (); (); (); 0.230498; 0.230818; 0.231389; 0.231526; 0.231880; 0.232848; 0.234274; 0.235060; 0.236514; 0.238956; 0.237988; 0.236183; 0.234092; 0.231960; 0.230637; 0.229312; 0.228367; 0.227612; 0.227744; 0.227666; 0.226462; 0.224904; 0.225129; 0.225787; 0.227263; 0.228938; 0.229749; 0.230151; 0.230755; 0.231746; 0.233041; 0.233302; 0.232925; 0.232191; 0.231462; 0.231325; 0.230670; 0.230442; 0.229962; 0.228932; 0.228470; 0.228833; 0.230051; 0.231503; 0.232018; 0.232010; 0.232163; 0.232299; 0.232757; 0.233650; 0.234361; 0.235322; 0.235561; 0.235731; 0.236176; 0.236986; 0.237908; 0.238266; 0.238601; 0.239551; 0.241031; 0.243413; 0.245966; 0.247946; 0.250070; 0.252192; 0.253373; 0.254612; 0.256485; 0.258194; 0.259109; 0.259884; 0.260921; 0.262559; 0.262998; 0.262526; 0.261174; 0.259582; 0.257794; 0.255875; 0.254368; 0.253324; 0.252127; 0.251605; 0.251485; 0.251670; 0.251787; 0.251984; 0.252047; 0.252746; 0.254302; 0.256246; 0.258623; 0.261719; 0.264439; 0.266517; 0.268845; 0.271596; 0.274087; 0.276218; 0.278564; 0.280453; 0.281538; 0.282235; 0.282699; 0.283408; 0.283884; 0.284489; 0.285861; 0.287653; 0.289965; 0.292625; 0.294518; 0.294543; 0.293133; 0.293147; 0.293551; 0.294172; 0.295821; 0.298510; 0.301227; (); (); (); (); (); (); (); (); (); (); (); (); 
