Roll Number; 0
Recipe Name; FP 4556_184 GSM
Start Time; 2017-12-05; 11:21:29
File Name; D:\Mahlo\TR\171205112129FP 4556_184 GSM0_THICKNESS2.txt

2050.8; 11:21:41; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.469663; 0.469502; 0.471705; 0.474104; 0.475374; 0.476224; 0.477691; 0.477803; 0.476826; 0.475810; 0.477115; 0.479939; 0.481123; 0.482355; 0.483586; 0.484995; 0.486171; 0.485473; 0.485993; 0.487614; 0.489539; 0.490815; 0.492233; 0.493593; 0.495308; 0.496478; 0.496409; 0.496812; 0.498822; 0.499827; 0.500029; 0.500671; 0.503038; 0.502574; 0.500150; 0.497856; 0.495795; 0.495703; 0.496040; 0.497200; 0.498763; 0.499783; 0.499117; 0.496803; 0.493934; 0.492200; 0.491675; 0.490860; 0.492133; 0.495321; 0.498800; 0.502353; 0.506058; 0.507886; 0.507408; 0.507546; 0.510469; 0.513977; 0.517369; 0.522406; 0.526478; 0.527983; 0.529619; 0.528776; 0.528356; 0.527985; 0.527329; 0.527095; 0.527877; 0.529300; 0.528914; 0.527952; 0.528154; 0.528086; 0.527689; 0.528025; 0.528171; 0.526323; 0.527510; 0.526227; 0.525917; 0.526310; 0.526519; 0.526880; 0.527723; 0.527167; 0.526597; 0.526841; 0.526849; 0.525896; 0.525145; 0.527556; 0.530801; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2056.2; 11:21:50; (); (); (); (); (); (); (); (); (); 0.466820; 0.464613; 0.463162; 0.462886; 0.464474; 0.465474; 0.466536; 0.468419; 0.469527; 0.469372; 0.470110; 0.473379; 0.476255; 0.478513; 0.480833; 0.482738; 0.485820; 0.487896; 0.488167; 0.487956; 0.488736; 0.489402; 0.489400; 0.489529; 0.490193; 0.491248; 0.490585; 0.489307; 0.487360; 0.485617; 0.486226; 0.485889; 0.485107; 0.484837; 0.485825; 0.486729; 0.486782; 0.487004; 0.488071; 0.490932; 0.492734; 0.494139; 0.495152; 0.495850; 0.495917; 0.494801; 0.494814; 0.496233; 0.498095; 0.499412; 0.499320; 0.499912; 0.500968; 0.501167; 0.499064; 0.497052; 0.496481; 0.497382; 0.499221; 0.503094; 0.507963; 0.510871; 0.512393; 0.512471; 0.511881; 0.513777; 0.515531; 0.517939; 0.520623; 0.523814; 0.526857; 0.527844; 0.527971; 0.527779; 0.526904; 0.525878; 0.526647; 0.528017; 0.529622; 0.530803; 0.530482; 0.530887; 0.529958; 0.529318; 0.529135; 0.528621; 0.527981; 0.528638; 0.530872; 0.532024; 0.532373; 0.531876; 0.529107; 0.527699; 0.527821; 0.528862; 0.528874; 0.528563; 0.528087; 0.527380; 0.527220; 0.528674; 0.528202; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2060.2; 11:21:59; (); (); (); (); (); (); (); (); (); 0.476741; 0.474901; 0.473942; 0.475456; 0.477314; 0.478143; 0.478654; 0.479912; 0.479263; 0.478054; 0.476434; 0.474778; 0.473985; 0.475848; 0.476484; 0.477513; 0.479144; 0.479995; 0.477887; 0.477302; 0.477506; 0.477875; 0.477639; 0.479202; 0.481181; 0.483863; 0.486416; 0.487814; 0.488134; 0.489377; 0.490612; 0.491977; 0.492420; 0.493633; 0.495697; 0.497581; 0.498379; 0.498701; 0.499107; 0.500122; 0.501076; 0.502492; 0.503060; 0.502950; 0.503246; 0.501602; 0.499209; 0.499127; 0.499194; 0.497487; 0.496592; 0.497610; 0.499085; 0.499320; 0.499168; 0.498194; 0.498381; 0.500613; 0.503313; 0.504667; 0.508516; 0.513743; 0.518239; 0.522191; 0.524869; 0.525753; 0.525862; 0.525722; 0.528754; 0.531203; 0.533286; 0.533722; 0.532910; 0.532049; 0.531552; 0.530617; 0.529028; 0.527096; 0.525881; 0.524929; 0.523792; 0.524020; 0.524474; 0.522401; 0.520735; 0.519320; 0.519092; 0.518847; 0.517521; 0.517096; 0.515934; 0.514676; 0.514662; 0.514489; 0.513913; 0.514503; 0.514907; 0.514876; 0.516431; 0.517051; 0.517981; 0.517997; 0.518195; 0.520184; 0.521951; 0.522411; 0.520168; 0.518610; 0.517492; 0.518574; 0.518130; 0.516013; 0.515019; 0.516170; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2064.5; 11:22:07; (); (); (); (); (); (); (); (); (); 0.470503; 0.473021; 0.476648; 0.478608; 0.479449; 0.479371; 0.478879; 0.480031; 0.480836; 0.481606; 0.482955; 0.483552; 0.483649; 0.483168; 0.483346; 0.483832; 0.483787; 0.482533; 0.481771; 0.481810; 0.482480; 0.482431; 0.484038; 0.484792; 0.485182; 0.485188; 0.484411; 0.485137; 0.487042; 0.487811; 0.486854; 0.485289; 0.484735; 0.485347; 0.485764; 0.487410; 0.490956; 0.492260; 0.493926; 0.494349; 0.494288; 0.495063; 0.495786; 0.495697; 0.497175; 0.499811; 0.501927; 0.502488; 0.501375; 0.500115; 0.498648; 0.495781; 0.493544; 0.492926; 0.493580; 0.495567; 0.496898; 0.496055; 0.496002; 0.495258; 0.494939; 0.496371; 0.499471; 0.503164; 0.507609; 0.511159; 0.513355; 0.514149; 0.514235; 0.515360; 0.516971; 0.518894; 0.521640; 0.522273; 0.523163; 0.522024; 0.519991; 0.518832; 0.517915; 0.516428; 0.515809; 0.516937; 0.518514; 0.519965; 0.519989; 0.519311; 0.517859; 0.516005; 0.516070; 0.516588; 0.518796; 0.521549; 0.523654; 0.525714; 0.526639; 0.526950; 0.527485; 0.528350; 0.528833; 0.528851; 0.529649; 0.531681; 0.533303; 0.535323; 0.536332; 0.537029; 0.537264; 0.536844; 0.536204; 0.536142; 0.535829; 0.535790; 0.536670; 0.516170; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2068.5; 11:22:16; (); (); (); (); (); (); (); (); (); 0.472181; 0.474181; 0.475920; 0.477498; 0.478101; 0.477900; 0.478039; 0.477518; 0.475484; 0.474738; 0.475082; 0.475387; 0.475809; 0.475827; 0.476207; 0.477356; 0.478218; 0.478922; 0.477811; 0.477804; 0.480079; 0.482180; 0.484215; 0.487565; 0.490430; 0.492661; 0.495452; 0.497645; 0.497843; 0.497049; 0.495473; 0.494498; 0.492342; 0.491909; 0.491460; 0.489129; 0.487637; 0.487121; 0.486126; 0.485751; 0.486694; 0.487407; 0.488089; 0.488376; 0.488396; 0.487847; 0.485839; 0.486912; 0.487268; 0.487884; 0.489065; 0.489072; 0.488920; 0.490130; 0.490102; 0.489232; 0.489555; 0.490927; 0.494765; 0.499388; 0.505082; 0.510811; 0.515183; 0.518744; 0.520606; 0.521982; 0.524969; 0.529237; 0.532884; 0.536114; 0.537890; 0.538116; 0.537910; 0.536029; 0.533997; 0.531721; 0.529420; 0.528659; 0.529197; 0.529659; 0.531253; 0.531795; 0.530789; 0.530034; 0.528991; 0.528291; 0.527682; 0.527019; 0.525603; 0.525456; 0.526916; 0.527821; 0.526623; 0.525730; 0.526225; 0.525450; 0.525135; 0.525978; 0.525772; 0.526052; 0.527190; 0.528471; 0.530389; 0.528697; 0.528172; 0.525256; 0.523107; 0.522195; 0.522843; 0.525603; 0.528205; 0.530538; 0.532723; 0.516170; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2072.9; 11:22:25; (); (); (); (); (); (); (); (); (); 0.469325; 0.469319; 0.469161; 0.469545; 0.470418; 0.470355; 0.471023; 0.471908; 0.472502; 0.472897; 0.473561; 0.474074; 0.475118; 0.475499; 0.475597; 0.475673; 0.476955; 0.478852; 0.480285; 0.481106; 0.481345; 0.480166; 0.479965; 0.480072; 0.479802; 0.479429; 0.480610; 0.480569; 0.480913; 0.482085; 0.483880; 0.484737; 0.484559; 0.484686; 0.485658; 0.488312; 0.490851; 0.493335; 0.496034; 0.498279; 0.498779; 0.498649; 0.499560; 0.500947; 0.501680; 0.501558; 0.498483; 0.496455; 0.495112; 0.494147; 0.494862; 0.496859; 0.496192; 0.495041; 0.494796; 0.495394; 0.494642; 0.494239; 0.495727; 0.497918; 0.500862; 0.506070; 0.512058; 0.516748; 0.519158; 0.520138; 0.520628; 0.522676; 0.524255; 0.526368; 0.530376; 0.533894; 0.536122; 0.536374; 0.536146; 0.535168; 0.533927; 0.532129; 0.531852; 0.532687; 0.533551; 0.535576; 0.535625; 0.536209; 0.535319; 0.533353; 0.533762; 0.533752; 0.533796; 0.534491; 0.535862; 0.536450; 0.535150; 0.534171; 0.533522; 0.532115; 0.530230; 0.530155; 0.530678; 0.532536; 0.534368; 0.534635; 0.533740; 0.533498; 0.533182; 0.532577; 0.533252; 0.535066; 0.535376; 0.535210; 0.535847; 0.536230; 0.536148; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2076.9; 11:22:34; (); (); (); (); (); (); (); (); (); 0.477125; 0.480902; 0.482263; 0.484883; 0.486812; 0.486979; 0.486501; 0.486357; 0.487245; 0.487914; 0.488203; 0.489376; 0.489521; 0.489184; 0.488742; 0.487285; 0.485308; 0.483624; 0.480630; 0.478990; 0.479288; 0.480093; 0.482216; 0.485345; 0.488404; 0.491036; 0.492223; 0.492102; 0.492526; 0.492603; 0.493077; 0.495095; 0.496232; 0.497841; 0.498169; 0.496399; 0.494679; 0.493330; 0.492042; 0.491519; 0.492287; 0.493431; 0.494780; 0.494473; 0.493749; 0.492881; 0.491393; 0.491600; 0.491973; 0.494360; 0.497578; 0.500163; 0.500978; 0.499492; 0.497535; 0.495646; 0.495768; 0.498799; 0.503151; 0.507700; 0.511170; 0.514671; 0.518276; 0.518966; 0.519325; 0.520351; 0.523028; 0.525815; 0.529595; 0.533458; 0.536527; 0.537476; 0.535827; 0.534664; 0.534476; 0.533427; 0.531141; 0.529659; 0.529563; 0.529397; 0.527899; 0.525703; 0.523843; 0.523141; 0.523249; 0.522893; 0.522554; 0.523810; 0.524506; 0.524049; 0.524485; 0.526618; 0.528747; 0.530558; 0.531990; 0.533036; 0.533462; 0.534433; 0.533283; 0.531614; 0.529971; 0.527611; 0.526277; 0.525166; 0.522125; 0.519867; 0.520419; 0.521679; 0.525997; 0.529959; 0.531248; 0.532991; 0.535719; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2081.2; 11:22:42; (); (); (); (); (); (); (); (); (); 0.470613; 0.472557; 0.474194; 0.476104; 0.476420; 0.475612; 0.474957; 0.475086; 0.475636; 0.475849; 0.476326; 0.477636; 0.478152; 0.480068; 0.481207; 0.481161; 0.480941; 0.480210; 0.479920; 0.479764; 0.480266; 0.481723; 0.483784; 0.484882; 0.485308; 0.484787; 0.484563; 0.485814; 0.484923; 0.484005; 0.483478; 0.483056; 0.482708; 0.480972; 0.480797; 0.482333; 0.484119; 0.484327; 0.487045; 0.490335; 0.491493; 0.491767; 0.492013; 0.493216; 0.494786; 0.497509; 0.500233; 0.501887; 0.504415; 0.506000; 0.505321; 0.503595; 0.502935; 0.501586; 0.502119; 0.504822; 0.507407; 0.509023; 0.511251; 0.513005; 0.514110; 0.515307; 0.516868; 0.518697; 0.521368; 0.525018; 0.528594; 0.530821; 0.530924; 0.531240; 0.531020; 0.529950; 0.528593; 0.527580; 0.527830; 0.527608; 0.527584; 0.527534; 0.525956; 0.524158; 0.523188; 0.523342; 0.524253; 0.524717; 0.524564; 0.524950; 0.526484; 0.528160; 0.529192; 0.529237; 0.529187; 0.529196; 0.530132; 0.531939; 0.532909; 0.532932; 0.531868; 0.530431; 0.530561; 0.531173; 0.531075; 0.530478; 0.529647; 0.529608; 0.530291; 0.530802; 0.531334; 0.531418; 0.530482; 0.530123; 0.530375; 0.531062; 0.532954; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2085.1; 11:22:52; (); (); (); (); (); (); (); (); (); 0.467318; 0.468444; 0.471083; 0.474494; 0.474933; 0.475777; 0.477478; 0.477512; 0.477552; 0.477553; 0.476953; 0.477196; 0.479561; 0.482001; 0.483485; 0.485571; 0.487155; 0.487141; 0.485750; 0.486046; 0.485254; 0.483315; 0.484613; 0.486742; 0.488582; 0.490250; 0.491822; 0.491813; 0.490779; 0.490056; 0.489436; 0.489144; 0.488184; 0.487898; 0.489547; 0.492387; 0.494421; 0.495265; 0.497017; 0.498167; 0.497785; 0.497343; 0.497665; 0.497030; 0.496192; 0.494458; 0.492604; 0.491808; 0.490833; 0.488753; 0.487535; 0.488079; 0.488209; 0.487111; 0.486725; 0.488147; 0.489742; 0.490607; 0.494291; 0.499112; 0.504058; 0.509495; 0.515504; 0.519676; 0.523812; 0.526319; 0.527143; 0.528220; 0.531355; 0.534923; 0.537091; 0.539040; 0.541114; 0.542121; 0.542479; 0.541891; 0.540933; 0.539879; 0.538558; 0.537888; 0.537014; 0.535917; 0.535878; 0.535822; 0.534179; 0.533802; 0.533388; 0.531226; 0.528391; 0.526918; 0.526367; 0.525508; 0.525148; 0.527503; 0.527877; 0.528732; 0.530596; 0.531924; 0.532033; 0.532570; 0.531815; 0.531916; 0.531011; 0.529385; 0.526174; 0.524908; 0.523245; 0.525955; 0.532379; 0.534839; 0.538097; 0.540361; 0.542493; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2089.5; 11:23:00; (); (); (); (); (); (); (); (); (); 0.490516; 0.491019; 0.489243; 0.488950; 0.489074; 0.489321; 0.489534; 0.489961; 0.490405; 0.490942; 0.491189; 0.490160; 0.488199; 0.486972; 0.487044; 0.485474; 0.487135; 0.488476; 0.487226; 0.485315; 0.484159; 0.482609; 0.481606; 0.481016; 0.480425; 0.480872; 0.482480; 0.484482; 0.485610; 0.486693; 0.489011; 0.489134; 0.490984; 0.494481; 0.496048; 0.496611; 0.497690; 0.498905; 0.501349; 0.504163; 0.505807; 0.506187; 0.504245; 0.502428; 0.500550; 0.497100; 0.494368; 0.491306; 0.489585; 0.490056; 0.490736; 0.492288; 0.493511; 0.492797; 0.491654; 0.491886; 0.491488; 0.493798; 0.497769; 0.502858; 0.507697; 0.512612; 0.516235; 0.518469; 0.520126; 0.522019; 0.522298; 0.524161; 0.526834; 0.528659; 0.529310; 0.531904; 0.533214; 0.532718; 0.531086; 0.529680; 0.528247; 0.526783; 0.526107; 0.526358; 0.526011; 0.525881; 0.524432; 0.524058; 0.524021; 0.522604; 0.521005; 0.519903; 0.519159; 0.519906; 0.522468; 0.524355; 0.525521; 0.526616; 0.528177; 0.530273; 0.534009; 0.536149; 0.537473; 0.539081; 0.541690; 0.542754; 0.543730; 0.544446; 0.544339; 0.543005; 0.542733; 0.543456; 0.544464; 0.544723; 0.544323; 0.541953; 0.539154; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2093.5; 11:23:09; (); (); (); (); (); (); (); (); (); 0.476576; 0.476814; 0.476786; 0.477590; 0.478407; 0.478939; 0.479221; 0.480081; 0.481923; 0.482407; 0.483162; 0.484002; 0.484445; 0.484769; 0.485015; 0.486513; 0.488185; 0.488746; 0.487804; 0.487178; 0.486354; 0.485669; 0.484417; 0.483182; 0.484012; 0.484762; 0.485399; 0.486322; 0.487122; 0.486761; 0.485529; 0.484624; 0.484709; 0.486000; 0.487394; 0.489025; 0.490866; 0.493290; 0.494961; 0.495670; 0.496824; 0.497955; 0.498080; 0.496540; 0.497115; 0.497765; 0.498462; 0.498981; 0.498736; 0.499166; 0.499941; 0.501328; 0.502669; 0.504288; 0.506037; 0.505553; 0.505247; 0.506454; 0.509782; 0.513335; 0.515994; 0.517756; 0.519935; 0.523107; 0.523239; 0.524201; 0.525429; 0.526533; 0.528053; 0.528736; 0.530572; 0.530727; 0.529534; 0.527309; 0.525245; 0.524518; 0.525097; 0.524790; 0.524215; 0.526151; 0.524783; 0.523726; 0.523062; 0.522348; 0.522757; 0.524401; 0.526813; 0.528359; 0.529747; 0.530829; 0.531805; 0.533498; 0.535861; 0.536191; 0.535945; 0.538781; 0.539715; 0.539183; 0.539044; 0.540703; 0.539889; 0.539464; 0.537728; 0.534989; 0.535139; 0.536358; 0.536255; 0.534135; 0.535214; 0.536638; 0.534570; 0.532033; 0.528356; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
