Roll Number; 0
Recipe Name; FP 4556_352 GSM
Start Time; 2018-02-01; 10:41:20
File Name; D:\Mahlo\TR\180201104120FP 4556_352 GSM0_XMF2.txt

538.2; 10:41:54; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.405085; 0.404988; 0.404740; 0.404726; 0.405229; 0.406193; 0.406855; 0.407136; 0.407402; 0.408145; 0.409266; 0.410244; 0.410862; 0.411491; 0.412116; 0.412662; 0.413264; 0.413907; 0.413982; 0.413267; 0.412213; 0.411164; 0.410690; 0.410094; 0.408933; 0.407353; 0.406221; 0.405773; 0.405689; 0.406086; 0.406430; 0.406819; 0.407260; 0.407524; 0.407851; 0.408413; 0.408909; 0.408994; 0.409180; 0.409742; 0.410375; 0.411118; 0.411779; 0.411848; 0.410913; 0.409492; 0.407558; 0.405786; 0.405053; 0.404927; 0.404671; 0.404525; 0.404544; 0.404478; 0.404219; 0.403848; 0.403279; 0.403036; 0.402842; 0.402854; 0.403434; 0.404914; 0.406238; 0.407156; 0.407918; 0.408698; 0.409324; 0.409942; 0.410585; 0.411245; 0.411727; 0.411894; 0.411950; 0.412489; 0.413315; 0.413954; 0.413907; 0.414010; 0.414161; 0.414117; 0.413756; 0.413046; 0.412458; 0.412327; 0.412171; 0.412023; 0.412124; 0.412161; 0.411889; 0.411644; 0.411664; 0.411770; 0.411190; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
664.5; 10:50:06; (); (); (); (); (); (); 0.177463; 0.179156; 0.180870; 0.181940; 0.182624; 0.183363; 0.184393; 0.187640; 0.190436; 0.191926; 0.191685; 0.190890; 0.190098; 0.189526; 0.188854; 0.188218; 0.187402; 0.186144; 0.184910; 0.183686; 0.182537; 0.181424; 0.180393; 0.179541; 0.178897; 0.178719; 0.178753; 0.179071; 0.179882; 0.180848; 0.181434; 0.181844; 0.182217; 0.182621; 0.183139; 0.183482; 0.183714; 0.184005; 0.184187; 0.184169; 0.184132; 0.183900; 0.183363; 0.182465; 0.181813; 0.181740; 0.181609; 0.181510; 0.181720; 0.182033; 0.182279; 0.182399; 0.182250; 0.181857; 0.181623; 0.181640; 0.182028; 0.182324; 0.182403; 0.182483; 0.182670; 0.183089; 0.183400; 0.183514; 0.183441; 0.182831; 0.182115; 0.181741; 0.181697; 0.181625; 0.181705; 0.181805; 0.182015; 0.182133; 0.181931; 0.181464; 0.181166; 0.181175; 0.181288; 0.181674; 0.182470; 0.183268; 0.183577; 0.183692; 0.183701; 0.183368; 0.182843; 0.182282; 0.181668; 0.180941; 0.180270; 0.179529; 0.178783; 0.178054; 0.177339; 0.176830; 0.176668; 0.176979; 0.177385; 0.177651; 0.177746; 0.178071; 0.178071; 0.178226; 0.178843; 0.179192; 0.179588; 0.179620; 0.179477; 0.179643; 0.179314; 0.179217; 0.178017; 0.176996; 0.176258; 0.176097; 0.177515; 0.179143; 0.180213; 0.180226; 0.180431; 0.180722; 0.181098; 0.181724; 0.182206; 0.183379; (); (); (); (); (); (); (); (); 
666.9; 10:50:15; (); (); (); (); (); (); 0.172937; 0.174816; 0.175711; 0.176556; 0.177156; 0.177536; 0.178217; 0.180211; 0.185347; 0.187603; 0.187867; 0.187211; 0.186820; 0.187095; 0.186993; 0.187041; 0.186670; 0.186389; 0.186349; 0.186441; 0.186923; 0.187042; 0.186980; 0.186763; 0.186670; 0.186406; 0.186101; 0.185846; 0.185515; 0.185263; 0.184979; 0.184612; 0.184251; 0.184043; 0.183608; 0.182726; 0.181713; 0.180796; 0.180200; 0.179736; 0.179171; 0.178480; 0.177773; 0.177161; 0.176467; 0.175742; 0.175297; 0.175092; 0.174470; 0.173909; 0.173817; 0.173780; 0.173690; 0.173360; 0.172953; 0.172730; 0.172690; 0.172790; 0.173239; 0.173988; 0.174665; 0.175328; 0.175983; 0.176556; 0.177042; 0.177347; 0.177498; 0.177362; 0.177219; 0.177476; 0.178061; 0.178390; 0.178094; 0.177473; 0.177127; 0.177061; 0.177018; 0.177058; 0.177032; 0.176743; 0.176718; 0.177386; 0.178681; 0.180139; 0.181421; 0.182310; 0.182939; 0.183559; 0.183887; 0.183605; 0.182903; 0.182029; 0.181592; 0.181706; 0.181994; 0.181919; 0.181189; 0.179738; 0.178386; 0.177044; 0.175811; 0.174718; 0.173887; 0.173627; 0.174043; 0.174783; 0.175626; 0.176023; 0.175892; 0.175749; 0.175899; 0.176402; 0.176967; 0.177231; 0.177201; 0.177579; 0.179067; 0.181198; 0.182865; 0.183381; 0.183593; 0.183696; 0.183799; 0.184390; 0.185241; 0.185739; (); (); (); (); (); (); (); (); 
669.2; 10:50:24; (); (); (); (); (); (); 0.178327; 0.178566; 0.178782; 0.178791; 0.178716; 0.178581; 0.178478; 0.179207; 0.181110; 0.181291; 0.180504; 0.179326; 0.178419; 0.178185; 0.178262; 0.178421; 0.178625; 0.178847; 0.179081; 0.179211; 0.179314; 0.179213; 0.178965; 0.178710; 0.178553; 0.178913; 0.179546; 0.179618; 0.179364; 0.179059; 0.178788; 0.178379; 0.177996; 0.177917; 0.178055; 0.178157; 0.178062; 0.178220; 0.178573; 0.179085; 0.179369; 0.179370; 0.179379; 0.179389; 0.179465; 0.179507; 0.179542; 0.179552; 0.179615; 0.179966; 0.180557; 0.181002; 0.180932; 0.180636; 0.180142; 0.179844; 0.179924; 0.180281; 0.180466; 0.180361; 0.180692; 0.181751; 0.182673; 0.183166; 0.183254; 0.183266; 0.183511; 0.183738; 0.183593; 0.183546; 0.183659; 0.183665; 0.183564; 0.183671; 0.184024; 0.183967; 0.183198; 0.182415; 0.181793; 0.181335; 0.181090; 0.180928; 0.180971; 0.181289; 0.181392; 0.181347; 0.181558; 0.182351; 0.183040; 0.183070; 0.183002; 0.183312; 0.183995; 0.184396; 0.184865; 0.185695; 0.186391; 0.186616; 0.186376; 0.185780; 0.184838; 0.183370; 0.181270; 0.179795; 0.178869; 0.177436; 0.175517; 0.173632; 0.172601; 0.171395; 0.169896; 0.168618; 0.166990; 0.165901; 0.164839; 0.165069; 0.166295; 0.166663; 0.166255; 0.165990; 0.166456; 0.166815; 0.167004; 0.166763; 0.165863; 0.165486; (); (); (); (); (); (); (); (); 
671.6; 10:50:34; (); (); (); (); (); (); 0.169849; 0.170598; 0.170940; 0.171782; 0.172495; 0.173329; 0.173747; 0.173808; 0.176274; 0.177098; 0.177288; 0.176753; 0.176482; 0.176376; 0.176295; 0.176983; 0.177273; 0.177708; 0.177904; 0.178236; 0.178353; 0.178288; 0.178878; 0.179764; 0.180759; 0.181536; 0.182771; 0.184118; 0.184878; 0.185027; 0.184594; 0.184166; 0.183996; 0.183979; 0.183927; 0.183840; 0.184224; 0.184871; 0.185346; 0.185203; 0.184572; 0.183523; 0.182540; 0.181905; 0.181775; 0.181901; 0.182019; 0.182012; 0.181885; 0.181612; 0.181546; 0.181290; 0.180968; 0.180857; 0.180930; 0.181059; 0.181126; 0.181048; 0.181116; 0.181172; 0.181262; 0.181494; 0.181897; 0.182415; 0.183011; 0.183512; 0.183804; 0.183440; 0.182648; 0.181911; 0.181518; 0.181310; 0.181117; 0.180906; 0.180791; 0.180628; 0.180322; 0.179970; 0.179522; 0.179067; 0.178924; 0.179153; 0.179819; 0.180737; 0.181387; 0.181711; 0.182313; 0.183077; 0.183486; 0.183890; 0.184580; 0.185119; 0.185486; 0.185832; 0.186307; 0.186746; 0.187214; 0.187325; 0.187303; 0.187721; 0.188158; 0.188299; 0.188023; 0.187678; 0.187461; 0.187165; 0.186247; 0.184993; 0.183868; 0.182473; 0.180690; 0.179193; 0.178412; 0.177205; 0.175577; 0.174513; 0.174490; 0.175934; 0.177258; 0.176746; 0.176042; 0.176297; 0.177028; 0.177641; 0.178490; 0.179536; 0.180091; (); (); (); (); (); (); (); 
673.9; 10:50:43; (); (); (); (); (); (); 0.183266; 0.183435; 0.183779; 0.184086; 0.184064; 0.183966; 0.184128; 0.185476; 0.186310; 0.185772; 0.184655; 0.183982; 0.183829; 0.183598; 0.183342; 0.183328; 0.183540; 0.183581; 0.183381; 0.182814; 0.181973; 0.181147; 0.180557; 0.180038; 0.179876; 0.180327; 0.180880; 0.181831; 0.182837; 0.183619; 0.183893; 0.183761; 0.183442; 0.183329; 0.183738; 0.184129; 0.184471; 0.185072; 0.186066; 0.185969; 0.184854; 0.183725; 0.182803; 0.181856; 0.180905; 0.179936; 0.179362; 0.179061; 0.178867; 0.178860; 0.179066; 0.179014; 0.178684; 0.178467; 0.178832; 0.179210; 0.179039; 0.178621; 0.178940; 0.179855; 0.180509; 0.180774; 0.181016; 0.181220; 0.181242; 0.181008; 0.180290; 0.178999; 0.177410; 0.175754; 0.174392; 0.173772; 0.173514; 0.173024; 0.172188; 0.171717; 0.171859; 0.172501; 0.173262; 0.174404; 0.175791; 0.177408; 0.179555; 0.181736; 0.183694; 0.185615; 0.187285; 0.188487; 0.189662; 0.190788; 0.191626; 0.191896; 0.191822; 0.191625; 0.191319; 0.190706; 0.189900; 0.188860; 0.187964; 0.187334; 0.186721; 0.185777; 0.184460; 0.183496; 0.182420; 0.181452; 0.180710; 0.179630; 0.178204; 0.176745; 0.175935; 0.174941; 0.173937; 0.172905; 0.171303; 0.170736; 0.171275; 0.172708; 0.171487; 0.170474; 0.170035; 0.169408; 0.169291; 0.169122; 0.169148; 0.168996; 0.180091; (); (); (); (); (); (); (); 
676.3; 10:50:52; (); (); (); (); (); (); 0.167553; 0.169343; 0.170149; 0.171215; 0.171792; 0.172226; 0.173012; 0.174072; 0.178585; 0.180739; 0.181814; 0.182006; 0.181349; 0.180477; 0.179266; 0.178959; 0.178689; 0.179064; 0.179215; 0.179221; 0.179448; 0.179123; 0.178770; 0.177978; 0.177484; 0.177525; 0.177816; 0.178843; 0.179835; 0.180584; 0.181168; 0.181484; 0.181222; 0.180566; 0.179876; 0.179312; 0.178903; 0.178601; 0.178347; 0.178339; 0.178221; 0.177759; 0.176646; 0.175694; 0.174954; 0.174033; 0.173153; 0.172964; 0.173329; 0.173936; 0.174105; 0.173762; 0.173119; 0.172343; 0.171658; 0.171282; 0.171256; 0.171243; 0.171087; 0.170712; 0.169915; 0.169025; 0.168733; 0.168860; 0.168977; 0.169082; 0.169465; 0.170378; 0.171295; 0.171950; 0.172412; 0.172836; 0.173324; 0.174116; 0.175501; 0.176953; 0.177948; 0.178314; 0.178367; 0.178532; 0.178948; 0.179441; 0.180083; 0.180846; 0.181476; 0.181904; 0.182503; 0.183165; 0.183578; 0.183847; 0.184266; 0.184644; 0.184946; 0.185298; 0.185882; 0.186548; 0.186857; 0.186798; 0.186763; 0.186855; 0.187094; 0.186748; 0.186072; 0.185263; 0.184238; 0.183229; 0.182607; 0.182397; 0.182711; 0.182820; 0.182792; 0.182555; 0.181787; 0.180539; 0.179425; 0.178561; 0.178761; 0.180245; 0.181520; 0.181999; 0.182680; 0.183224; 0.183120; 0.182277; 0.181341; 0.180729; 0.180091; (); (); (); (); (); (); (); 
678.7; 10:51:01; (); (); (); (); (); (); 0.182564; 0.184255; 0.185442; 0.185903; 0.186166; 0.186357; 0.186570; 0.188465; 0.189833; 0.190205; 0.190435; 0.190763; 0.190833; 0.190563; 0.190213; 0.189848; 0.189448; 0.189026; 0.188791; 0.188677; 0.188354; 0.187687; 0.187166; 0.187036; 0.187082; 0.186854; 0.186117; 0.184902; 0.183695; 0.182385; 0.181203; 0.180615; 0.180065; 0.179436; 0.178984; 0.178863; 0.178746; 0.178521; 0.178224; 0.177783; 0.177256; 0.176873; 0.176856; 0.177027; 0.177149; 0.176606; 0.175983; 0.175882; 0.175866; 0.175735; 0.175629; 0.176080; 0.176731; 0.177313; 0.177546; 0.177657; 0.177750; 0.178082; 0.178917; 0.180285; 0.182043; 0.183006; 0.183311; 0.183424; 0.183391; 0.182952; 0.182021; 0.180973; 0.180053; 0.179362; 0.178801; 0.178388; 0.178079; 0.177404; 0.176485; 0.175500; 0.175061; 0.175123; 0.175780; 0.176937; 0.178366; 0.179960; 0.181607; 0.183068; 0.184565; 0.186241; 0.187564; 0.188905; 0.190454; 0.191771; 0.193212; 0.194272; 0.194974; 0.195589; 0.195925; 0.195602; 0.195098; 0.194541; 0.194252; 0.194016; 0.192997; 0.191640; 0.190650; 0.190175; 0.189951; 0.189710; 0.189509; 0.188736; 0.187482; 0.186409; 0.186199; 0.185410; 0.183719; 0.181998; 0.179714; 0.178353; 0.178517; 0.180144; 0.181954; 0.181409; 0.180583; 0.179713; 0.179405; 0.179285; 0.178586; 0.178368; (); (); (); (); (); (); (); (); 
681.0; 10:51:11; (); (); (); (); (); (); 0.173379; 0.174551; 0.175063; 0.176272; 0.177635; 0.179231; 0.180720; 0.181831; 0.185151; 0.187001; 0.187951; 0.187244; 0.186649; 0.186727; 0.186432; 0.186127; 0.185650; 0.186245; 0.186340; 0.185765; 0.184749; 0.183326; 0.182194; 0.181323; 0.180911; 0.180546; 0.180359; 0.180522; 0.181302; 0.182332; 0.182989; 0.183452; 0.183215; 0.182726; 0.182381; 0.182344; 0.182427; 0.182795; 0.183387; 0.183531; 0.183452; 0.183511; 0.183283; 0.182421; 0.181701; 0.181318; 0.181211; 0.181265; 0.181194; 0.181127; 0.181054; 0.180840; 0.180605; 0.180655; 0.181104; 0.181234; 0.181089; 0.180800; 0.180581; 0.180553; 0.180700; 0.180969; 0.181111; 0.181390; 0.181589; 0.181498; 0.181173; 0.180938; 0.180705; 0.180550; 0.180531; 0.180510; 0.180532; 0.180787; 0.180812; 0.180264; 0.179394; 0.178924; 0.179069; 0.179385; 0.179771; 0.180252; 0.180574; 0.180986; 0.181630; 0.182334; 0.183230; 0.184150; 0.185088; 0.186306; 0.187489; 0.188004; 0.187810; 0.187302; 0.187256; 0.187610; 0.187794; 0.187615; 0.187308; 0.187008; 0.186779; 0.186379; 0.185910; 0.185467; 0.184765; 0.183675; 0.183052; 0.182817; 0.182234; 0.181208; 0.180236; 0.179365; 0.178586; 0.177658; 0.176896; 0.176560; 0.176829; 0.177567; 0.177700; 0.176859; 0.176807; 0.177025; 0.177377; 0.178125; 0.178973; 0.180037; (); (); (); (); (); (); (); (); 
683.4; 10:51:20; (); (); (); (); (); (); 0.179859; 0.181920; 0.183453; 0.184476; 0.185378; 0.186328; 0.187113; 0.190224; 0.192414; 0.193184; 0.193254; 0.193161; 0.193048; 0.193167; 0.193373; 0.193242; 0.192643; 0.191610; 0.190676; 0.189929; 0.188996; 0.188299; 0.187814; 0.187181; 0.186425; 0.185781; 0.185342; 0.184820; 0.184247; 0.183545; 0.182776; 0.182470; 0.182643; 0.182964; 0.183083; 0.183120; 0.183031; 0.183034; 0.183586; 0.184156; 0.184192; 0.183847; 0.183767; 0.183983; 0.184363; 0.184594; 0.184436; 0.184109; 0.183333; 0.182243; 0.181190; 0.180501; 0.179769; 0.178730; 0.177923; 0.177719; 0.177727; 0.177274; 0.176771; 0.176747; 0.177451; 0.178377; 0.179155; 0.179676; 0.180256; 0.181004; 0.181850; 0.182581; 0.182991; 0.183049; 0.183161; 0.183488; 0.183702; 0.183491; 0.182421; 0.180973; 0.179941; 0.179274; 0.179164; 0.179392; 0.179719; 0.179840; 0.180023; 0.180674; 0.181630; 0.182425; 0.183313; 0.184448; 0.185759; 0.187179; 0.188566; 0.189419; 0.189580; 0.189588; 0.189951; 0.190241; 0.190270; 0.190010; 0.189640; 0.188718; 0.187079; 0.185842; 0.184900; 0.184286; 0.183447; 0.182738; 0.182489; 0.182679; 0.183150; 0.182685; 0.181884; 0.181083; 0.180096; 0.179158; 0.178068; 0.178099; 0.179244; 0.181190; 0.181714; 0.181658; 0.181774; 0.181634; 0.181537; 0.180941; 0.180901; 0.181560; (); (); (); (); (); (); (); (); 
685.8; 10:51:29; (); (); (); (); (); (); 0.168960; 0.171340; 0.173358; 0.174564; 0.175493; 0.175812; 0.176508; 0.178243; 0.181621; 0.183356; 0.184216; 0.184807; 0.184550; 0.184593; 0.183992; 0.183790; 0.183635; 0.183363; 0.183611; 0.183843; 0.184354; 0.184483; 0.184612; 0.185213; 0.185863; 0.186469; 0.186906; 0.187094; 0.186809; 0.186587; 0.186184; 0.185851; 0.185596; 0.184986; 0.184306; 0.183924; 0.183603; 0.182934; 0.181878; 0.181036; 0.180716; 0.180512; 0.180385; 0.180304; 0.180223; 0.180043; 0.179757; 0.179352; 0.179222; 0.179508; 0.179847; 0.180186; 0.180412; 0.180190; 0.179117; 0.178002; 0.177169; 0.176441; 0.175599; 0.174718; 0.174164; 0.173971; 0.174174; 0.174480; 0.174209; 0.173636; 0.173222; 0.173055; 0.173219; 0.173760; 0.174570; 0.175656; 0.177199; 0.178828; 0.180383; 0.181465; 0.181878; 0.182038; 0.182033; 0.182582; 0.183434; 0.184063; 0.184593; 0.184963; 0.184920; 0.184587; 0.184098; 0.183372; 0.182346; 0.181237; 0.180405; 0.180077; 0.179792; 0.179141; 0.177976; 0.177015; 0.176488; 0.175863; 0.175423; 0.175147; 0.174887; 0.174614; 0.174300; 0.174105; 0.174229; 0.174518; 0.174120; 0.173413; 0.173049; 0.172773; 0.171769; 0.170725; 0.170021; 0.169375; 0.169021; 0.168772; 0.168787; 0.169000; 0.169058; 0.168138; 0.167476; 0.167242; 0.167233; 0.167178; 0.166753; 0.167124; (); (); (); (); (); (); (); (); 
688.1; 10:51:38; (); (); (); (); (); (); 0.179184; 0.179229; 0.179834; 0.180829; 0.181358; 0.181890; 0.182530; 0.185184; 0.187577; 0.188329; 0.188441; 0.188346; 0.188507; 0.189150; 0.189845; 0.190656; 0.191405; 0.191932; 0.192102; 0.192288; 0.192441; 0.192355; 0.192011; 0.191643; 0.191249; 0.190844; 0.190411; 0.189882; 0.189124; 0.188170; 0.187433; 0.186657; 0.185800; 0.184825; 0.184000; 0.183310; 0.182900; 0.182542; 0.182314; 0.182387; 0.182656; 0.182841; 0.182787; 0.182771; 0.182848; 0.182567; 0.182345; 0.182253; 0.182215; 0.182523; 0.183116; 0.183539; 0.183714; 0.183860; 0.183602; 0.183234; 0.182932; 0.182813; 0.183016; 0.183516; 0.184436; 0.185466; 0.186277; 0.186760; 0.186532; 0.185590; 0.184514; 0.183669; 0.182859; 0.182356; 0.181945; 0.181375; 0.180449; 0.179262; 0.177950; 0.176804; 0.176006; 0.175500; 0.175297; 0.175520; 0.176035; 0.176544; 0.177076; 0.177797; 0.178380; 0.179115; 0.180284; 0.181781; 0.183285; 0.184173; 0.184663; 0.185009; 0.185210; 0.184987; 0.184603; 0.184287; 0.184339; 0.184499; 0.184545; 0.184770; 0.184664; 0.183921; 0.182409; 0.181401; 0.180713; 0.179876; 0.179225; 0.178495; 0.178172; 0.177427; 0.176452; 0.174409; 0.172317; 0.170957; 0.169378; 0.168995; 0.169070; 0.169632; 0.167814; 0.166805; 0.166355; 0.165623; 0.164925; 0.164234; 0.164172; 0.164434; (); (); (); (); (); (); (); (); 
690.5; 10:51:48; (); (); (); (); (); (); 0.171178; 0.172332; 0.173318; 0.174145; 0.174552; 0.175204; 0.175981; 0.176485; 0.179414; 0.181519; 0.182314; 0.182809; 0.183068; 0.183609; 0.183462; 0.183931; 0.183698; 0.183182; 0.182643; 0.182080; 0.181499; 0.180809; 0.180558; 0.180127; 0.179997; 0.179551; 0.178757; 0.178009; 0.177144; 0.176507; 0.175912; 0.175753; 0.175830; 0.176025; 0.176435; 0.176896; 0.176883; 0.176570; 0.176614; 0.177037; 0.177588; 0.178154; 0.178506; 0.178744; 0.179218; 0.179655; 0.179911; 0.180171; 0.180336; 0.180313; 0.180252; 0.180360; 0.180637; 0.180343; 0.179672; 0.179045; 0.178810; 0.179071; 0.179514; 0.179701; 0.179643; 0.179789; 0.180215; 0.180916; 0.181637; 0.182527; 0.183197; 0.182997; 0.183089; 0.183515; 0.183909; 0.183714; 0.183204; 0.182903; 0.183029; 0.183421; 0.183591; 0.183449; 0.183022; 0.182472; 0.182237; 0.182446; 0.183075; 0.183360; 0.183764; 0.184607; 0.185895; 0.186788; 0.187330; 0.187564; 0.187579; 0.187447; 0.187421; 0.187379; 0.187199; 0.186768; 0.186206; 0.185743; 0.185579; 0.184849; 0.183601; 0.181799; 0.179865; 0.178290; 0.177315; 0.176818; 0.176407; 0.176026; 0.175852; 0.175860; 0.176071; 0.176514; 0.176828; 0.176627; 0.176141; 0.175970; 0.177024; 0.179136; 0.180505; 0.180682; 0.180883; 0.181157; 0.181448; 0.181562; 0.181513; 0.181154; (); (); (); (); (); (); (); (); 
692.8; 10:51:57; (); (); (); (); (); (); 0.180861; 0.181363; 0.182616; 0.184203; 0.185686; 0.186614; 0.187112; 0.188093; 0.189949; 0.190334; 0.189969; 0.189790; 0.189619; 0.189573; 0.189566; 0.189852; 0.189953; 0.189255; 0.188040; 0.186951; 0.186027; 0.185601; 0.185873; 0.186326; 0.186577; 0.186634; 0.186741; 0.187149; 0.187362; 0.187497; 0.186906; 0.185910; 0.185442; 0.184945; 0.184100; 0.182925; 0.181670; 0.180639; 0.179712; 0.178891; 0.177972; 0.176975; 0.176011; 0.174900; 0.174029; 0.173844; 0.174256; 0.174756; 0.175180; 0.175840; 0.176729; 0.177887; 0.179002; 0.179350; 0.179349; 0.179562; 0.179918; 0.180124; 0.180249; 0.180665; 0.181122; 0.181178; 0.180986; 0.180696; 0.180479; 0.179974; 0.179127; 0.178816; 0.179414; 0.179857; 0.179738; 0.179670; 0.179809; 0.180050; 0.180332; 0.180690; 0.180885; 0.180689; 0.180550; 0.180866; 0.181745; 0.182792; 0.183273; 0.183418; 0.183791; 0.184238; 0.184636; 0.184891; 0.184946; 0.184586; 0.184559; 0.185116; 0.186262; 0.187595; 0.188176; 0.187992; 0.187783; 0.188194; 0.188591; 0.188863; 0.188874; 0.189022; 0.189241; 0.189882; 0.190180; 0.189695; 0.189107; 0.188203; 0.187256; 0.185950; 0.184676; 0.183185; 0.180726; 0.178780; 0.177360; 0.177269; 0.177986; 0.177994; 0.177507; 0.176924; 0.176613; 0.176011; 0.175422; 0.175248; 0.175755; 0.176532; (); (); (); (); (); (); (); (); 
695.2; 10:52:06; (); (); (); (); (); (); 0.176617; 0.178022; 0.179021; 0.179955; 0.180823; 0.181698; 0.181577; 0.181200; 0.182432; 0.183772; 0.183769; 0.183917; 0.184884; 0.185746; 0.185937; 0.185981; 0.185006; 0.184407; 0.183696; 0.182686; 0.182193; 0.182388; 0.182629; 0.182468; 0.182786; 0.183500; 0.183953; 0.183770; 0.183248; 0.182837; 0.182986; 0.183754; 0.184659; 0.185164; 0.185508; 0.185513; 0.185148; 0.184846; 0.184787; 0.184610; 0.183620; 0.182330; 0.181175; 0.180325; 0.179925; 0.179234; 0.178495; 0.178162; 0.178108; 0.178125; 0.178188; 0.178326; 0.178273; 0.178017; 0.177433; 0.176970; 0.176857; 0.176931; 0.177014; 0.176684; 0.176290; 0.176002; 0.175495; 0.174979; 0.174936; 0.175237; 0.175565; 0.176170; 0.176876; 0.177709; 0.178891; 0.179913; 0.180113; 0.179958; 0.180260; 0.181240; 0.182148; 0.182538; 0.182360; 0.181488; 0.180564; 0.179687; 0.178859; 0.178221; 0.178021; 0.178114; 0.178524; 0.179241; 0.179909; 0.180160; 0.179710; 0.179082; 0.178907; 0.179168; 0.180005; 0.180913; 0.181725; 0.182276; 0.182556; 0.182178; 0.181160; 0.179799; 0.178329; 0.177105; 0.176124; 0.175536; 0.175262; 0.175306; 0.175472; 0.175296; 0.174918; 0.174309; 0.173658; 0.173454; 0.173491; 0.173611; 0.174900; 0.177776; 0.181007; 0.182878; 0.183586; 0.184281; 0.184774; 0.185040; 0.185755; 0.187503; (); (); (); (); (); (); (); (); 
697.5; 10:52:15; (); (); (); (); (); (); 0.180050; 0.181841; 0.182679; 0.183046; 0.182874; 0.182815; 0.183388; 0.185748; 0.187442; 0.188111; 0.188185; 0.188340; 0.188654; 0.188597; 0.187825; 0.186648; 0.185804; 0.185126; 0.184771; 0.184934; 0.184958; 0.184472; 0.183282; 0.182383; 0.182028; 0.182261; 0.182574; 0.182621; 0.182409; 0.182440; 0.182976; 0.183502; 0.183906; 0.183980; 0.183508; 0.183046; 0.182878; 0.182941; 0.182648; 0.181592; 0.180011; 0.178952; 0.178373; 0.177756; 0.176499; 0.175108; 0.173906; 0.172909; 0.172462; 0.172317; 0.172058; 0.171715; 0.171226; 0.170976; 0.171337; 0.172154; 0.173140; 0.174538; 0.175885; 0.177181; 0.178296; 0.179205; 0.179990; 0.180931; 0.181843; 0.182624; 0.183255; 0.183625; 0.183516; 0.183048; 0.182255; 0.180804; 0.179115; 0.177818; 0.177163; 0.176943; 0.176873; 0.176542; 0.176328; 0.176194; 0.176315; 0.177172; 0.178380; 0.179730; 0.180848; 0.181427; 0.181994; 0.183088; 0.184379; 0.185274; 0.185707; 0.186221; 0.186784; 0.186747; 0.186498; 0.186310; 0.186221; 0.186092; 0.185775; 0.185853; 0.186333; 0.187021; 0.187148; 0.186902; 0.187218; 0.187490; 0.187413; 0.186825; 0.186806; 0.186837; 0.186696; 0.185720; 0.184313; 0.183464; 0.182592; 0.182458; 0.182355; 0.182233; 0.181540; 0.180833; 0.180116; 0.179595; 0.179662; 0.179672; 0.179506; 0.179424; (); (); (); (); (); (); (); (); 
699.9; 10:52:24; (); (); (); (); (); (); 0.168847; 0.170787; 0.172190; 0.173322; 0.174165; 0.174521; 0.175108; 0.176579; 0.180310; 0.181721; 0.181947; 0.182836; 0.183561; 0.184760; 0.185424; 0.185729; 0.185480; 0.185044; 0.184812; 0.184354; 0.184391; 0.184001; 0.183573; 0.183421; 0.183366; 0.183050; 0.182607; 0.182246; 0.181923; 0.181819; 0.181996; 0.182407; 0.182859; 0.183174; 0.183456; 0.183771; 0.184145; 0.184490; 0.184584; 0.184659; 0.184589; 0.184435; 0.184454; 0.184460; 0.184302; 0.183807; 0.183034; 0.182297; 0.181539; 0.181119; 0.180775; 0.180356; 0.179824; 0.179209; 0.178414; 0.177846; 0.177361; 0.176746; 0.176263; 0.176078; 0.176192; 0.176734; 0.177531; 0.178178; 0.178671; 0.179086; 0.179612; 0.180359; 0.181107; 0.181821; 0.182487; 0.182911; 0.183258; 0.183469; 0.183640; 0.183981; 0.184417; 0.184957; 0.185640; 0.186180; 0.186352; 0.186285; 0.186326; 0.186630; 0.187069; 0.187458; 0.187856; 0.188318; 0.188787; 0.188820; 0.188386; 0.187760; 0.186967; 0.185865; 0.185071; 0.184637; 0.184554; 0.184620; 0.184590; 0.184533; 0.184823; 0.185060; 0.184841; 0.184675; 0.184626; 0.184482; 0.184393; 0.184573; 0.184758; 0.184872; 0.185167; 0.184990; 0.184287; 0.183224; 0.181846; 0.180557; 0.180520; 0.182039; 0.183218; 0.183393; 0.183751; 0.184057; 0.184166; 0.184516; 0.184924; 0.185362; (); (); (); (); (); (); (); (); 
