Roll Number; 4
Recipe Name; FP 4556_576 GSM
Start Time; 2018-04-05; 16:21:07
File Name; D:\Mahlo\TR\180405162107FP 4556_576 GSM4_THICKNESS2.txt

26572.4; 16:21:18; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.521596; 1.519978; 1.514915; 1.510271; 1.510011; 1.511605; 1.511285; 1.509437; 1.508498; 1.504448; 1.499257; 1.496893; 1.497029; 1.495085; 1.493913; 1.491465; 1.489989; 1.491160; 1.492567; 1.491962; 1.488706; 1.485975; 1.485474; 1.484795; 1.481853; 1.480592; 1.480102; 1.480093; 1.485489; 1.485784; 1.485111; 1.485708; 1.488784; 1.491955; 1.495120; 1.500829; 1.505466; 1.509534; 1.514142; 1.520667; 1.523978; 1.524006; 1.522980; 1.518809; 1.518861; 1.520315; 1.520163; 1.520070; 1.519713; 1.518014; 1.516724; 1.517360; 1.518029; 1.517321; 1.517778; 1.519769; 1.523344; 1.529093; 1.536737; 1.534539; 1.533764; 1.534611; 1.535304; 1.536274; 1.535884; 1.533579; 1.529955; 1.525659; 1.522180; 1.522300; 1.523509; 1.524481; 1.523454; 1.520676; 1.525160; 1.529402; 1.527152; 1.523770; 1.524413; 1.526248; 1.527367; 1.527278; 1.526463; 1.527222; 1.526060; 1.525632; 1.523360; 1.519806; 1.516661; 1.511179; 1.509644; 1.512739; 1.516236; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
26574.5; 16:21:27; (); (); (); (); (); (); (); (); 1.522404; 1.522630; 1.523047; 1.525788; 1.525998; 1.525463; 1.523030; 1.517835; 1.514181; 1.510837; 1.507462; 1.502255; 1.495722; 1.492114; 1.495708; 1.497069; 1.494665; 1.490821; 1.487583; 1.485909; 1.485552; 1.485640; 1.487224; 1.489974; 1.493226; 1.495069; 1.497309; 1.499445; 1.502838; 1.505600; 1.506293; 1.506729; 1.510933; 1.518163; 1.523921; 1.526042; 1.527908; 1.530241; 1.530295; 1.531344; 1.533132; 1.535189; 1.536139; 1.531470; 1.526055; 1.523152; 1.521446; 1.518999; 1.511182; 1.501434; 1.496334; 1.494308; 1.494518; 1.499813; 1.500468; 1.498695; 1.496433; 1.493665; 1.493422; 1.493267; 1.494409; 1.497404; 1.501170; 1.506443; 1.509290; 1.510371; 1.510869; 1.510305; 1.504851; 1.501316; 1.498405; 1.495870; 1.496800; 1.498372; 1.498305; 1.497068; 1.494259; 1.489514; 1.482522; 1.480642; 1.480963; 1.479834; 1.477680; 1.479133; 1.479865; 1.481540; 1.484150; 1.486182; 1.486996; 1.490322; 1.494581; 1.498279; 1.504391; 1.507294; 1.510657; 1.512289; 1.512331; 1.512178; 1.511214; 1.513579; 1.516047; 1.517118; 1.516849; 1.516887; 1.512810; 1.507608; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
26576.2; 16:21:36; (); (); (); (); (); (); (); (); 1.546319; 1.546946; 1.548719; 1.547025; 1.543491; 1.540451; 1.537934; 1.534682; 1.530961; 1.529105; 1.527520; 1.520730; 1.514482; 1.513634; 1.515910; 1.516654; 1.513721; 1.512233; 1.513132; 1.515193; 1.517268; 1.518894; 1.518560; 1.522432; 1.527450; 1.532266; 1.537062; 1.533727; 1.528297; 1.523445; 1.521119; 1.523741; 1.523909; 1.521306; 1.517475; 1.512511; 1.506979; 1.507662; 1.505416; 1.502438; 1.501237; 1.498708; 1.497354; 1.495356; 1.493854; 1.492688; 1.490101; 1.486352; 1.485101; 1.486428; 1.491029; 1.494391; 1.494856; 1.495142; 1.495466; 1.495918; 1.498581; 1.502963; 1.506993; 1.509943; 1.513052; 1.518255; 1.526013; 1.531260; 1.533947; 1.535336; 1.538497; 1.541285; 1.545313; 1.548386; 1.548883; 1.547236; 1.550290; 1.547405; 1.542352; 1.536884; 1.530936; 1.528028; 1.529244; 1.531805; 1.534436; 1.535156; 1.534178; 1.531764; 1.529634; 1.529684; 1.530104; 1.525289; 1.529944; 1.535105; 1.537994; 1.538845; 1.537656; 1.534465; 1.532330; 1.527710; 1.521842; 1.517445; 1.515482; 1.513315; 1.511268; 1.510346; 1.513209; 1.509998; 1.507907; 1.507137; 1.505600; 1.504939; 1.505409; 1.507112; 1.512928; 1.518492; 1.522577; 1.525108; 1.527580; 1.530054; 1.531832; 1.534188; 1.538477; (); (); (); (); (); (); (); (); (); (); (); (); (); 
26577.9; 16:21:44; (); (); (); (); (); (); (); (); 1.543368; 1.535207; 1.533317; 1.539000; 1.545176; 1.543780; 1.540703; 1.535579; 1.528659; 1.525860; 1.522802; 1.519527; 1.516725; 1.518826; 1.519046; 1.519685; 1.519071; 1.518333; 1.517312; 1.513511; 1.512559; 1.514794; 1.517670; 1.517364; 1.512809; 1.509215; 1.503607; 1.496891; 1.495992; 1.497443; 1.500645; 1.503519; 1.502965; 1.496716; 1.493152; 1.493463; 1.492108; 1.490235; 1.492498; 1.499622; 1.503965; 1.507687; 1.511130; 1.508832; 1.505836; 1.501130; 1.496577; 1.493389; 1.493956; 1.494032; 1.490216; 1.486420; 1.486928; 1.488617; 1.488249; 1.487418; 1.490325; 1.493635; 1.497152; 1.501398; 1.506820; 1.513122; 1.521376; 1.523940; 1.524093; 1.526921; 1.533039; 1.536336; 1.538632; 1.538847; 1.538800; 1.536829; 1.535525; 1.532784; 1.531627; 1.532215; 1.531522; 1.524570; 1.522404; 1.522285; 1.523893; 1.524080; 1.520834; 1.517987; 1.515952; 1.516894; 1.517529; 1.516263; 1.518594; 1.519254; 1.518521; 1.518948; 1.524152; 1.526740; 1.529160; 1.528501; 1.525892; 1.525162; 1.528315; 1.532397; 1.533341; 1.532620; 1.532139; 1.530378; 1.530482; 1.530146; 1.528313; 1.527418; 1.527670; 1.526191; 1.527079; 1.529948; 1.533067; 1.530122; 1.527799; 1.528749; 1.531413; 1.533650; 1.538477; (); (); (); (); (); (); (); (); (); (); (); (); (); 
26579.6; 16:21:53; (); (); (); (); (); (); (); (); 1.543373; 1.545329; 1.543073; 1.538672; 1.535478; 1.535155; 1.535528; 1.535826; 1.533818; 1.531199; 1.528707; 1.526062; 1.524172; 1.525493; 1.523581; 1.521096; 1.517617; 1.514252; 1.510995; 1.509855; 1.506202; 1.502121; 1.499934; 1.496780; 1.495151; 1.495390; 1.499042; 1.503855; 1.505033; 1.502101; 1.497426; 1.493082; 1.493164; 1.494095; 1.494634; 1.501435; 1.509170; 1.510253; 1.508857; 1.513214; 1.514321; 1.513407; 1.513962; 1.515262; 1.517731; 1.521877; 1.524736; 1.524475; 1.527893; 1.529671; 1.524648; 1.516139; 1.513011; 1.513431; 1.511400; 1.513612; 1.516683; 1.515790; 1.514877; 1.516844; 1.518910; 1.523004; 1.528946; 1.532030; 1.531932; 1.532168; 1.534632; 1.537291; 1.536657; 1.537101; 1.532486; 1.527563; 1.526461; 1.525940; 1.523088; 1.523110; 1.523097; 1.521910; 1.521478; 1.522931; 1.522540; 1.521422; 1.523364; 1.527100; 1.526659; 1.526924; 1.524869; 1.520022; 1.515417; 1.512590; 1.511084; 1.511411; 1.512332; 1.512399; 1.510700; 1.514715; 1.515972; 1.512588; 1.507618; 1.503594; 1.505299; 1.509890; 1.514655; 1.517506; 1.522227; 1.521100; 1.517712; 1.513943; 1.508895; 1.507827; 1.507243; 1.508232; 1.510102; 1.514716; 1.519284; 1.518455; 1.515956; 1.515882; 1.513779; (); (); (); (); (); (); (); (); (); (); (); (); (); 
26581.3; 16:22:01; (); (); (); (); (); (); (); (); 1.537298; 1.534008; 1.526446; 1.519796; 1.515825; 1.513294; 1.511546; 1.510473; 1.510071; 1.507434; 1.501979; 1.496832; 1.493074; 1.490893; 1.489942; 1.489619; 1.491008; 1.493938; 1.496371; 1.495963; 1.496408; 1.496105; 1.495073; 1.493264; 1.492155; 1.491395; 1.492085; 1.489353; 1.480391; 1.470084; 1.460035; 1.453088; 1.450866; 1.450964; 1.449905; 1.445791; 1.442064; 1.438899; 1.437183; 1.436814; 1.437902; 1.439558; 1.442943; 1.447234; 1.445978; 1.446854; 1.447227; 1.445896; 1.446345; 1.452193; 1.455333; 1.457799; 1.459547; 1.461616; 1.465082; 1.467632; 1.467685; 1.467602; 1.468833; 1.473933; 1.478974; 1.484566; 1.490538; 1.495235; 1.497527; 1.502603; 1.507046; 1.510389; 1.510664; 1.507659; 1.506626; 1.509069; 1.512524; 1.515550; 1.516501; 1.519748; 1.524263; 1.526122; 1.523547; 1.519760; 1.519602; 1.520736; 1.521445; 1.522703; 1.526173; 1.527739; 1.530529; 1.534032; 1.538775; 1.546182; 1.549144; 1.545934; 1.542864; 1.545081; 1.547500; 1.547990; 1.548151; 1.549180; 1.550951; 1.554604; 1.554744; 1.549137; 1.542485; 1.535608; 1.528687; 1.526479; 1.526338; 1.526932; 1.527160; 1.526331; 1.525083; 1.524446; 1.523971; 1.522458; 1.517180; 1.516314; 1.517294; 1.522296; 1.527202; (); (); (); (); (); (); (); (); (); (); (); (); (); 
26583.0; 16:22:10; (); (); (); (); (); (); (); (); 1.526974; 1.519798; 1.513160; 1.511910; 1.514400; 1.515808; 1.515769; 1.514863; 1.511685; 1.506057; 1.502139; 1.496259; 1.491099; 1.487891; 1.486812; 1.489237; 1.490814; 1.491358; 1.490245; 1.485709; 1.482096; 1.480076; 1.479490; 1.481975; 1.487297; 1.489044; 1.491864; 1.488926; 1.486038; 1.487093; 1.485359; 1.491634; 1.496669; 1.499885; 1.503292; 1.503719; 1.504986; 1.506483; 1.508700; 1.510714; 1.510919; 1.510033; 1.513906; 1.519987; 1.522206; 1.520923; 1.514250; 1.508668; 1.505362; 1.503365; 1.504633; 1.503284; 1.502850; 1.500648; 1.496262; 1.496921; 1.495335; 1.495867; 1.497360; 1.498782; 1.499260; 1.500562; 1.503155; 1.506124; 1.507874; 1.506212; 1.504443; 1.504482; 1.507839; 1.511165; 1.513880; 1.516837; 1.517380; 1.516378; 1.515842; 1.517793; 1.519015; 1.518713; 1.518954; 1.518329; 1.516560; 1.521467; 1.519975; 1.519507; 1.520152; 1.520364; 1.526314; 1.528960; 1.528983; 1.528912; 1.529565; 1.530645; 1.533009; 1.535059; 1.537409; 1.545084; 1.545797; 1.548130; 1.551730; 1.550777; 1.548596; 1.544729; 1.545005; 1.544016; 1.540733; 1.536847; 1.536386; 1.536557; 1.536621; 1.536646; 1.534379; 1.529727; 1.528429; 1.527092; 1.525717; 1.525321; 1.524815; 1.520527; 1.527202; (); (); (); (); (); (); (); (); (); (); (); (); (); 
26584.7; 16:22:19; (); (); (); (); (); (); (); (); 1.534454; 1.536480; 1.537660; 1.535143; 1.531869; 1.530928; 1.530978; 1.529534; 1.524190; 1.522957; 1.524321; 1.525758; 1.525503; 1.523792; 1.524338; 1.521578; 1.517085; 1.514553; 1.512470; 1.513523; 1.514200; 1.514633; 1.515748; 1.515149; 1.514190; 1.509321; 1.502875; 1.498858; 1.498329; 1.495204; 1.492769; 1.491769; 1.490743; 1.493162; 1.491812; 1.490406; 1.489177; 1.487031; 1.485897; 1.487934; 1.492796; 1.498573; 1.505280; 1.503611; 1.499823; 1.498261; 1.499290; 1.500114; 1.498096; 1.499697; 1.499923; 1.499385; 1.501213; 1.502432; 1.499942; 1.499824; 1.500291; 1.496262; 1.498573; 1.502656; 1.505962; 1.507963; 1.508876; 1.510436; 1.509020; 1.508159; 1.508533; 1.508827; 1.510768; 1.511668; 1.510786; 1.509843; 1.509916; 1.508054; 1.503318; 1.495925; 1.489329; 1.485187; 1.482753; 1.480462; 1.478207; 1.474535; 1.465843; 1.458398; 1.449183; 1.437793; 1.430577; 1.430334; 1.430301; 1.436741; 1.444121; 1.447182; 1.450068; 1.448259; 1.447586; 1.448326; 1.450728; 1.458214; 1.463572; 1.471406; 1.479408; 1.482637; 1.481474; 1.479468; 1.477435; 1.475384; 1.474264; 1.473084; 1.478367; 1.480740; 1.482454; 1.483162; 1.480456; 1.478312; 1.477856; 1.478015; 1.478999; 1.480771; 1.484585; (); (); (); (); (); (); (); (); (); (); (); (); (); 
26586.4; 16:22:27; (); (); (); (); (); (); (); (); 1.525151; 1.523520; 1.520297; 1.516399; 1.514791; 1.516652; 1.520076; 1.522895; 1.523135; 1.519556; 1.516619; 1.517940; 1.517019; 1.511124; 1.506669; 1.504050; 1.502450; 1.501622; 1.505607; 1.505590; 1.502664; 1.502939; 1.501577; 1.502894; 1.505352; 1.506183; 1.507116; 1.508412; 1.513691; 1.518548; 1.522267; 1.525075; 1.525477; 1.520436; 1.516791; 1.517230; 1.515534; 1.515825; 1.515116; 1.517894; 1.523684; 1.526311; 1.526542; 1.526236; 1.524972; 1.524627; 1.524392; 1.522662; 1.530538; 1.535084; 1.536223; 1.535454; 1.534692; 1.532850; 1.527853; 1.520823; 1.515577; 1.512677; 1.513209; 1.513259; 1.512053; 1.511684; 1.516754; 1.514131; 1.512111; 1.511905; 1.511240; 1.508937; 1.509822; 1.512734; 1.517896; 1.523268; 1.525778; 1.526634; 1.528757; 1.531795; 1.535842; 1.537604; 1.540680; 1.544740; 1.548892; 1.550368; 1.549407; 1.550161; 1.551154; 1.551718; 1.552476; 1.552343; 1.545562; 1.544252; 1.543080; 1.538450; 1.533237; 1.526463; 1.521181; 1.517487; 1.516075; 1.515750; 1.512949; 1.510527; 1.506324; 1.502028; 1.498527; 1.500875; 1.498489; 1.496687; 1.498091; 1.500584; 1.502758; 1.503211; 1.501008; 1.497034; 1.498046; 1.498591; 1.498574; 1.499132; 1.501002; 1.501204; 1.484585; (); (); (); (); (); (); (); (); (); (); (); (); (); 
26588.1; 16:22:36; (); (); (); (); (); (); (); (); 1.553527; 1.551215; 1.546429; 1.539422; 1.532047; 1.527546; 1.522846; 1.523471; 1.519300; 1.510188; 1.501969; 1.499221; 1.495926; 1.493033; 1.491840; 1.487976; 1.485546; 1.483510; 1.483297; 1.485543; 1.482378; 1.485943; 1.483535; 1.480531; 1.481705; 1.486589; 1.490915; 1.494997; 1.496706; 1.496785; 1.499261; 1.503455; 1.506883; 1.510362; 1.516443; 1.525285; 1.528152; 1.532989; 1.538818; 1.542598; 1.540167; 1.536612; 1.534089; 1.535675; 1.537877; 1.535870; 1.531862; 1.528416; 1.524516; 1.518976; 1.511241; 1.501678; 1.496777; 1.494577; 1.492409; 1.493350; 1.493158; 1.490579; 1.486582; 1.486560; 1.489571; 1.490569; 1.495309; 1.503645; 1.512032; 1.516921; 1.521129; 1.521076; 1.519611; 1.520295; 1.520599; 1.521826; 1.525266; 1.527999; 1.523990; 1.519547; 1.514124; 1.509414; 1.504852; 1.500709; 1.499034; 1.501431; 1.502809; 1.500461; 1.495998; 1.492119; 1.494123; 1.495817; 1.497332; 1.502152; 1.504510; 1.510395; 1.510973; 1.507732; 1.504987; 1.504251; 1.498251; 1.493876; 1.493450; 1.493096; 1.492870; 1.487718; 1.483240; 1.480524; 1.471800; 1.463875; 1.453978; 1.448007; 1.445566; 1.445911; 1.443419; 1.443638; 1.443310; 1.441225; 1.439800; 1.439186; 1.436079; 1.429559; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
26589.8; 16:22:44; (); (); (); (); (); (); (); (); 1.534878; 1.535706; 1.538209; 1.540794; 1.541882; 1.537938; 1.532235; 1.528395; 1.528827; 1.525662; 1.521990; 1.520706; 1.522583; 1.523026; 1.523088; 1.522549; 1.520173; 1.515594; 1.512316; 1.510374; 1.516688; 1.526152; 1.533241; 1.535417; 1.537864; 1.540255; 1.541399; 1.541307; 1.540655; 1.540320; 1.542557; 1.545258; 1.546468; 1.542962; 1.541797; 1.538547; 1.534114; 1.531142; 1.527952; 1.527867; 1.527902; 1.526486; 1.524671; 1.524467; 1.522082; 1.512619; 1.503300; 1.501738; 1.502829; 1.500146; 1.497328; 1.495834; 1.495271; 1.494216; 1.487546; 1.480628; 1.478110; 1.478164; 1.479321; 1.481669; 1.490270; 1.499669; 1.504298; 1.508162; 1.512373; 1.515104; 1.516467; 1.517249; 1.518180; 1.524896; 1.528978; 1.528115; 1.524192; 1.525308; 1.524617; 1.522444; 1.518442; 1.514007; 1.511284; 1.511468; 1.512238; 1.511684; 1.509766; 1.510316; 1.511122; 1.511171; 1.516647; 1.519507; 1.511057; 1.506172; 1.506773; 1.509476; 1.511132; 1.510451; 1.508052; 1.507164; 1.507448; 1.505326; 1.502125; 1.500685; 1.500293; 1.499674; 1.502450; 1.513884; 1.522332; 1.524454; 1.523689; 1.522996; 1.527778; 1.530485; 1.530639; 1.530948; 1.534709; 1.538873; 1.541133; 1.543912; 1.544703; 1.541308; 1.538527; (); (); (); (); (); (); (); (); (); (); (); (); (); 
