Roll Number; 2
Recipe Name; FP 4577_360 GSM
Start Time; 2017-11-15; 12:33:40
File Name; D:\Mahlo\TR\171115123340FP 4577_360 GSM2_XMF2.txt

31.2; 12:33:48; (); (); (); (); (); (); (); 1.859752; 1.861854; 1.866685; 1.870149; 1.871163; 1.871504; 1.871816; 1.872313; 1.884910; 1.894687; 1.891322; 1.881602; 1.875252; 1.874646; 1.876646; 1.877800; 1.878087; 1.876441; 1.874083; 1.873929; 1.875089; 1.876648; 1.877319; 1.876745; 1.877024; 1.879131; 1.881929; 1.883466; 1.884365; 1.885067; 1.886424; 1.887676; 1.888197; 1.888926; 1.889342; 1.890553; 1.892550; 1.894296; 1.895447; 1.896841; 1.897549; 1.897364; 1.896550; 1.895217; 1.894452; 1.894317; 1.894479; 1.895524; 1.897245; 1.899507; 1.900520; 1.899641; 1.897444; 1.895541; 1.895065; 1.895643; 1.897218; 1.899849; 1.901569; 1.902538; 1.904060; 1.905283; 1.905186; 1.904853; 1.904519; 1.904544; 1.905619; 1.908570; 1.911568; 1.911628; 1.910156; 1.909278; 1.909023; 1.909368; 1.909007; 1.907659; 1.905984; 1.904450; 1.903484; 1.903040; 1.902430; 1.901574; 1.900250; 1.899305; 1.899012; 1.898475; 1.897710; 1.897277; 1.896493; 1.895704; 1.894999; 1.894710; 1.895134; 1.894489; 1.892439; 1.889459; 1.886659; 1.884477; 1.882336; 1.880408; 1.879199; 1.878472; 1.877537; 1.875964; 1.874692; 1.874231; 1.874090; 1.872841; 1.871315; 1.868703; 1.861814; 1.848575; 1.843279; 1.841173; 1.839788; 1.838398; 1.834654; 1.826274; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
33.7; 12:33:57; (); (); (); (); (); (); (); 1.928946; 1.928993; 1.928975; 1.927734; 1.925912; 1.923716; 1.921024; 1.921970; 1.931349; 1.931468; 1.925758; 1.918094; 1.911027; 1.906770; 1.904332; 1.901134; 1.896635; 1.893107; 1.890172; 1.887512; 1.885851; 1.885516; 1.885549; 1.885215; 1.884860; 1.884856; 1.885656; 1.887171; 1.888453; 1.889644; 1.892407; 1.895343; 1.897134; 1.899288; 1.901764; 1.903849; 1.906500; 1.908875; 1.910665; 1.911651; 1.912043; 1.912163; 1.912118; 1.912344; 1.913021; 1.913653; 1.914748; 1.916026; 1.916750; 1.917333; 1.918144; 1.917188; 1.914419; 1.912664; 1.911446; 1.910839; 1.910428; 1.910405; 1.909982; 1.909366; 1.908400; 1.907165; 1.905655; 1.904498; 1.902968; 1.900838; 1.899288; 1.898447; 1.898214; 1.898168; 1.898344; 1.898723; 1.898987; 1.899280; 1.898870; 1.898250; 1.899021; 1.900851; 1.903255; 1.904958; 1.906787; 1.909178; 1.910388; 1.909918; 1.910457; 1.911195; 1.910824; 1.909414; 1.908327; 1.907987; 1.908005; 1.907917; 1.907625; 1.906581; 1.904955; 1.903120; 1.901891; 1.901291; 1.900936; 1.899149; 1.897643; 1.896441; 1.896208; 1.893993; 1.890635; 1.887560; 1.882068; 1.875397; 1.869928; 1.862206; 1.843365; 1.836027; 1.832447; 1.827497; 1.822829; 1.816478; 1.809198; 1.798854; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
36.1; 12:34:06; (); (); (); (); (); (); (); 1.848888; 1.851584; 1.853480; 1.855225; 1.855697; 1.856581; 1.856942; 1.856720; 1.865081; 1.872817; 1.873571; 1.870633; 1.869548; 1.869688; 1.871379; 1.872564; 1.872613; 1.873250; 1.874734; 1.877784; 1.880097; 1.881853; 1.884245; 1.887636; 1.890335; 1.892421; 1.895011; 1.895984; 1.896116; 1.896749; 1.897584; 1.899214; 1.901865; 1.902982; 1.902621; 1.902841; 1.904480; 1.905246; 1.904844; 1.905013; 1.906189; 1.907512; 1.908511; 1.909529; 1.909698; 1.910396; 1.911885; 1.912505; 1.913304; 1.915037; 1.916980; 1.917843; 1.918081; 1.919250; 1.920659; 1.920613; 1.920504; 1.920683; 1.920304; 1.919494; 1.919440; 1.920730; 1.922110; 1.922453; 1.922037; 1.921340; 1.921081; 1.921767; 1.922477; 1.921736; 1.920735; 1.919971; 1.919793; 1.919488; 1.918690; 1.916737; 1.914045; 1.911824; 1.910083; 1.908580; 1.908575; 1.908660; 1.907260; 1.904937; 1.904296; 1.905246; 1.905854; 1.906498; 1.909043; 1.912443; 1.914352; 1.914764; 1.915396; 1.917101; 1.918149; 1.917119; 1.916521; 1.917990; 1.919472; 1.919493; 1.918488; 1.917952; 1.917494; 1.915769; 1.913812; 1.912892; 1.912720; 1.911106; 1.909066; 1.907494; 1.901965; 1.889416; 1.885889; 1.883423; 1.881258; 1.879395; 1.875662; 1.868469; 1.863835; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
38.6; 12:34:14; (); (); (); (); (); (); (); 1.933856; 1.931085; 1.927439; 1.925319; 1.924367; 1.923752; 1.923322; 1.926167; 1.933620; 1.931443; 1.924637; 1.919042; 1.915651; 1.911842; 1.908101; 1.906334; 1.905559; 1.904811; 1.903875; 1.900844; 1.897199; 1.894828; 1.892045; 1.889228; 1.888353; 1.888221; 1.887699; 1.887126; 1.887323; 1.887761; 1.887627; 1.887248; 1.887198; 1.887979; 1.890781; 1.895279; 1.898299; 1.899833; 1.899928; 1.899095; 1.898658; 1.898769; 1.899265; 1.900683; 1.902708; 1.904118; 1.905378; 1.906612; 1.906336; 1.904436; 1.903632; 1.903127; 1.902434; 1.902979; 1.904343; 1.905180; 1.906217; 1.906756; 1.905743; 1.904141; 1.903506; 1.903412; 1.903139; 1.903033; 1.901976; 1.900312; 1.900638; 1.902119; 1.903161; 1.903759; 1.904308; 1.904245; 1.903323; 1.903232; 1.904052; 1.905980; 1.907319; 1.906881; 1.905905; 1.906522; 1.908490; 1.909679; 1.909634; 1.909956; 1.911017; 1.911284; 1.910482; 1.910593; 1.911258; 1.910714; 1.907991; 1.906735; 1.907387; 1.908775; 1.908742; 1.907413; 1.905257; 1.903346; 1.902222; 1.899597; 1.895941; 1.892247; 1.888820; 1.884650; 1.880106; 1.875384; 1.869923; 1.864532; 1.858949; 1.852028; 1.835047; 1.826748; 1.821095; 1.815079; 1.809918; 1.805214; 1.801322; 1.794668; 1.863835; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
41.1; 12:34:23; (); (); (); (); (); (); (); 1.933856; 1.837740; 1.842276; 1.847762; 1.851070; 1.854406; 1.856123; 1.857545; 1.862004; 1.872105; 1.872190; 1.869036; 1.870991; 1.875499; 1.881498; 1.886995; 1.891431; 1.892877; 1.892525; 1.893210; 1.893675; 1.896098; 1.899764; 1.902367; 1.903545; 1.904920; 1.906417; 1.905904; 1.904303; 1.902424; 1.900763; 1.900279; 1.900068; 1.899600; 1.899103; 1.897931; 1.896168; 1.895342; 1.895096; 1.894990; 1.894439; 1.893527; 1.892803; 1.891969; 1.892104; 1.893391; 1.893452; 1.893286; 1.895268; 1.898128; 1.901922; 1.905163; 1.905659; 1.906056; 1.907776; 1.909690; 1.911176; 1.911736; 1.911938; 1.912000; 1.912374; 1.914755; 1.917535; 1.918602; 1.918068; 1.916451; 1.914328; 1.914209; 1.914779; 1.914520; 1.914085; 1.913946; 1.913746; 1.912968; 1.911639; 1.910733; 1.908258; 1.903915; 1.901193; 1.899790; 1.898169; 1.896800; 1.895332; 1.893037; 1.891370; 1.891481; 1.893095; 1.895807; 1.897938; 1.898773; 1.897985; 1.897974; 1.899581; 1.901119; 1.901830; 1.902455; 1.902753; 1.902580; 1.902514; 1.902227; 1.901066; 1.898540; 1.895691; 1.893560; 1.891443; 1.890463; 1.889496; 1.887372; 1.883717; 1.878043; 1.869135; 1.853512; 1.846410; 1.842503; 1.838727; 1.834548; 1.828935; 1.819903; 1.813458; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
43.6; 12:34:31; (); (); (); (); (); (); (); 1.933856; 1.905719; 1.905014; 1.904087; 1.902881; 1.902278; 1.901803; 1.901134; 1.907676; 1.910803; 1.908386; 1.905728; 1.904129; 1.903339; 1.902887; 1.902183; 1.900843; 1.899282; 1.897851; 1.896748; 1.895731; 1.895442; 1.896124; 1.895968; 1.893763; 1.892671; 1.892850; 1.892089; 1.890791; 1.890813; 1.892045; 1.894827; 1.896748; 1.897424; 1.897791; 1.899046; 1.900190; 1.899160; 1.898009; 1.898862; 1.899457; 1.899161; 1.899666; 1.900486; 1.899864; 1.899169; 1.899699; 1.900738; 1.902382; 1.904434; 1.906268; 1.907797; 1.908744; 1.909760; 1.910407; 1.910618; 1.910582; 1.910478; 1.911416; 1.912965; 1.913936; 1.913566; 1.912562; 1.911731; 1.910902; 1.909702; 1.909239; 1.910476; 1.912416; 1.914085; 1.915801; 1.917801; 1.919944; 1.920345; 1.919239; 1.917209; 1.915518; 1.916278; 1.917868; 1.919384; 1.919199; 1.918112; 1.918348; 1.919256; 1.919764; 1.919305; 1.917311; 1.915489; 1.914246; 1.912728; 1.911911; 1.912556; 1.910846; 1.908411; 1.906310; 1.905787; 1.905478; 1.903116; 1.899951; 1.897572; 1.896009; 1.893459; 1.891404; 1.889342; 1.887742; 1.886209; 1.883503; 1.882538; 1.879927; 1.870520; 1.854413; 1.849859; 1.847478; 1.843632; 1.838522; 1.833609; 1.829504; 1.822767; 1.813458; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
46.1; 12:34:40; (); (); (); (); (); (); (); (); 1.882713; 1.881709; 1.879107; 1.875120; 1.873597; 1.873395; 1.873460; 1.874620; 1.884004; 1.887501; 1.885519; 1.881884; 1.878930; 1.878267; 1.877450; 1.878227; 1.880590; 1.884251; 1.889659; 1.893331; 1.895726; 1.898467; 1.902308; 1.905693; 1.908370; 1.910644; 1.912159; 1.913943; 1.915799; 1.917893; 1.918998; 1.918473; 1.917419; 1.917032; 1.916877; 1.916150; 1.914891; 1.912507; 1.909713; 1.907299; 1.906407; 1.906385; 1.905007; 1.902777; 1.901698; 1.902020; 1.903801; 1.905722; 1.907494; 1.909935; 1.912017; 1.913319; 1.914285; 1.914931; 1.916363; 1.918414; 1.919385; 1.920053; 1.920871; 1.921581; 1.921994; 1.922022; 1.922139; 1.921571; 1.920124; 1.919257; 1.918761; 1.917848; 1.916723; 1.915392; 1.913878; 1.914636; 1.915972; 1.917109; 1.918527; 1.919304; 1.919260; 1.918547; 1.917122; 1.916392; 1.915996; 1.916146; 1.917445; 1.918792; 1.919018; 1.918598; 1.916749; 1.915777; 1.915061; 1.913864; 1.912786; 1.912365; 1.913297; 1.914996; 1.916538; 1.919176; 1.921896; 1.923684; 1.924539; 1.925128; 1.925585; 1.925803; 1.925314; 1.924535; 1.923945; 1.923134; 1.920719; 1.916218; 1.908789; 1.898695; 1.880768; 1.871327; 1.866082; 1.861349; 1.856622; 1.849409; 1.839426; 1.832814; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
48.6; 12:34:49; (); (); (); (); (); (); (); 1.887374; 1.891890; 1.895592; 1.896959; 1.898610; 1.900361; 1.901674; 1.903171; 1.911432; 1.913983; 1.912776; 1.911702; 1.911174; 1.910727; 1.909923; 1.907254; 1.904029; 1.901354; 1.899275; 1.897635; 1.895623; 1.893824; 1.894182; 1.896215; 1.898109; 1.899333; 1.899098; 1.897789; 1.897143; 1.897374; 1.898566; 1.900926; 1.902707; 1.903648; 1.904221; 1.904338; 1.904290; 1.904560; 1.904084; 1.903523; 1.903325; 1.904233; 1.906396; 1.907539; 1.906743; 1.906429; 1.906704; 1.907131; 1.908371; 1.910319; 1.912054; 1.913298; 1.912602; 1.911211; 1.910383; 1.909970; 1.908761; 1.906483; 1.905162; 1.905102; 1.905501; 1.905811; 1.906102; 1.906009; 1.905205; 1.904668; 1.904220; 1.905360; 1.908199; 1.910319; 1.910809; 1.910583; 1.909520; 1.909108; 1.910526; 1.910197; 1.908376; 1.905705; 1.903928; 1.903453; 1.904182; 1.905388; 1.905980; 1.906355; 1.907380; 1.908659; 1.910556; 1.912736; 1.912945; 1.911238; 1.910661; 1.912434; 1.913924; 1.913730; 1.911829; 1.908860; 1.906034; 1.903243; 1.900668; 1.898258; 1.895081; 1.890798; 1.888221; 1.886781; 1.885869; 1.884567; 1.880863; 1.878749; 1.876105; 1.869350; 1.851407; 1.841926; 1.839849; 1.835164; 1.829351; 1.823572; 1.819116; 1.811355; 1.804319; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
51.1; 12:34:57; (); (); (); (); (); (); (); 1.868152; 1.870879; 1.873439; 1.874567; 1.874260; 1.875160; 1.876097; 1.876574; 1.882554; 1.890576; 1.889480; 1.885858; 1.886100; 1.889261; 1.892468; 1.894322; 1.894466; 1.894095; 1.893960; 1.895418; 1.896603; 1.898419; 1.901018; 1.904099; 1.906003; 1.906669; 1.907407; 1.908116; 1.908602; 1.908186; 1.908534; 1.910511; 1.912773; 1.913846; 1.913869; 1.913135; 1.911717; 1.910185; 1.909439; 1.909051; 1.908001; 1.906232; 1.904624; 1.903930; 1.904251; 1.903879; 1.902747; 1.902821; 1.904457; 1.906124; 1.907654; 1.909771; 1.912952; 1.915334; 1.916694; 1.917719; 1.918118; 1.916881; 1.914405; 1.913007; 1.912623; 1.912438; 1.912968; 1.913757; 1.914136; 1.913841; 1.911891; 1.908398; 1.905863; 1.904891; 1.905275; 1.906192; 1.907396; 1.908278; 1.908097; 1.907775; 1.905645; 1.902146; 1.898648; 1.895256; 1.893307; 1.893431; 1.894065; 1.893976; 1.892969; 1.892262; 1.892940; 1.894419; 1.895986; 1.897119; 1.897409; 1.898441; 1.900113; 1.903003; 1.906151; 1.907597; 1.907855; 1.906836; 1.905252; 1.904918; 1.905003; 1.903668; 1.902008; 1.900787; 1.900262; 1.899631; 1.898719; 1.897808; 1.896088; 1.892539; 1.882566; 1.867520; 1.864149; 1.863109; 1.861342; 1.857941; 1.853061; 1.845747; 1.839795; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
53.5; 12:35:06; (); (); (); (); (); (); (); 1.877300; 1.876910; 1.877954; 1.880753; 1.883323; 1.883413; 1.882343; 1.885855; 1.895390; 1.898253; 1.895691; 1.893473; 1.892845; 1.893683; 1.895886; 1.898228; 1.899729; 1.900019; 1.899151; 1.898313; 1.898749; 1.900847; 1.903340; 1.905008; 1.905337; 1.904238; 1.902557; 1.901292; 1.899574; 1.896517; 1.893989; 1.892326; 1.891736; 1.891787; 1.891715; 1.892434; 1.892503; 1.890651; 1.889249; 1.889414; 1.890555; 1.892443; 1.893966; 1.894984; 1.896999; 1.899476; 1.901810; 1.903754; 1.905428; 1.907449; 1.908891; 1.909400; 1.910479; 1.910967; 1.910657; 1.910444; 1.910010; 1.908285; 1.906026; 1.905289; 1.905464; 1.905733; 1.905460; 1.904194; 1.901948; 1.899483; 1.898089; 1.897939; 1.898910; 1.900414; 1.900507; 1.899817; 1.900276; 1.901428; 1.901526; 1.900352; 1.898941; 1.898350; 1.898218; 1.898814; 1.900360; 1.900592; 1.899947; 1.899131; 1.897648; 1.895691; 1.894392; 1.892711; 1.891227; 1.889498; 1.888458; 1.887150; 1.885409; 1.883641; 1.881001; 1.877639; 1.874619; 1.872481; 1.870171; 1.867278; 1.865590; 1.865582; 1.865486; 1.862762; 1.859128; 1.855758; 1.852973; 1.851631; 1.848043; 1.839114; 1.821632; 1.813055; 1.809301; 1.805074; 1.801380; 1.796000; 1.786856; 1.776905; 1.773736; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
