Roll Number; 0
Recipe Name; FP 4556_352 GSM
Start Time; 2018-02-01; 10:41:20
File Name; D:\Mahlo\TR\180201104120FP 4556_352 GSM0_THICKNESS2.txt

538.2; 10:41:54; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.952879; 0.957847; 0.966997; 0.970695; 0.969889; 0.965606; 0.962637; 0.959838; 0.956818; 0.954136; 0.952170; 0.951689; 0.952057; 0.948447; 0.946868; 0.946139; 0.943029; 0.939017; 0.935060; 0.930965; 0.929684; 0.930238; 0.930734; 0.930945; 0.932034; 0.932784; 0.931747; 0.933046; 0.935573; 0.934804; 0.932905; 0.930788; 0.930158; 0.929358; 0.931385; 0.928426; 0.923949; 0.918079; 0.910462; 0.903983; 0.898166; 0.897984; 0.899629; 0.899299; 0.899804; 0.902092; 0.902316; 0.898849; 0.895655; 0.894979; 0.895635; 0.897771; 0.903324; 0.910655; 0.916134; 0.918488; 0.914246; 0.911961; 0.910995; 0.908922; 0.903280; 0.899012; 0.899393; 0.899411; 0.899391; 0.902027; 0.902317; 0.903162; 0.903407; 0.899355; 0.892584; 0.888497; 0.885506; 0.880587; 0.876456; 0.876410; 0.877010; 0.874777; 0.874548; 0.872858; 0.868033; 0.865693; 0.866946; 0.867723; 0.871735; 0.876443; 0.877459; 0.877695; 0.880248; 0.880958; 0.878228; 0.874634; 0.874889; 0.873099; 0.874869; 0.877229; 0.875961; 0.867881; 0.863340; 0.858961; 0.857235; 0.857081; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
541.1; 10:42:03; (); (); (); (); (); (); 0.945054; 0.937697; 0.939404; 0.942914; 0.943320; 0.943254; 0.942908; 0.944145; 0.943950; 0.936416; 0.933448; 0.929573; 0.926725; 0.934860; 0.935116; 0.940081; 0.939937; 0.936292; 0.931651; 0.928321; 0.924961; 0.925142; 0.921746; 0.924575; 0.930186; 0.926761; 0.929653; 0.926900; 0.925369; 0.925367; 0.925360; 0.925152; 0.925286; 0.924898; 0.925658; 0.927320; 0.925437; 0.923834; 0.921202; 0.921326; 0.922161; 0.920515; 0.920762; 0.919849; 0.918419; 0.918324; 0.923789; 0.926978; 0.928247; 0.926520; 0.925637; 0.928062; 0.927742; 0.928103; 0.925899; 0.922217; 0.919945; 0.918987; 0.919098; 0.918383; 0.915866; 0.911438; 0.909567; 0.909941; 0.910267; 0.905606; 0.900421; 0.898413; 0.895879; 0.894996; 0.896457; 0.895466; 0.893680; 0.894073; 0.893596; 0.891862; 0.890512; 0.889457; 0.887772; 0.887540; 0.890297; 0.890379; 0.890780; 0.893088; 0.894369; 0.893414; 0.891601; 0.888833; 0.887553; 0.887104; 0.885759; 0.884056; 0.880955; 0.877926; 0.876139; 0.877105; 0.877610; 0.872824; 0.870040; 0.869190; 0.868695; 0.870516; 0.872217; 0.869466; 0.864527; 0.861104; 0.860206; 0.862498; 0.864750; 0.863369; 0.859675; 0.857894; 0.862565; 0.862584; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
543.5; 10:42:12; (); (); (); (); (); (); 0.950846; 0.947856; 0.943958; 0.940645; 0.936406; 0.937538; 0.940063; 0.943639; 0.946191; 0.945253; 0.946862; 0.944902; 0.945298; 0.947904; 0.949732; 0.951291; 0.954302; 0.955322; 0.958512; 0.963925; 0.961196; 0.954995; 0.950325; 0.949276; 0.950894; 0.951449; 0.951188; 0.950505; 0.951209; 0.951819; 0.950271; 0.950941; 0.953434; 0.952474; 0.951320; 0.953068; 0.954543; 0.952637; 0.948065; 0.942674; 0.938265; 0.937395; 0.934488; 0.931848; 0.926531; 0.919247; 0.916158; 0.913244; 0.908156; 0.904080; 0.901884; 0.899875; 0.895308; 0.894849; 0.897115; 0.898524; 0.899324; 0.900837; 0.898999; 0.903278; 0.906221; 0.906404; 0.907822; 0.909616; 0.912509; 0.910466; 0.908193; 0.906716; 0.902835; 0.901862; 0.898228; 0.893625; 0.890166; 0.888410; 0.884741; 0.884972; 0.885255; 0.883586; 0.880827; 0.876585; 0.877184; 0.879049; 0.880859; 0.880363; 0.877971; 0.878506; 0.879312; 0.879276; 0.879143; 0.877951; 0.871074; 0.866586; 0.866602; 0.867740; 0.867307; 0.866040; 0.862271; 0.858231; 0.854370; 0.850726; 0.845690; 0.841667; 0.838799; 0.838049; 0.839555; 0.838714; 0.834203; 0.830411; 0.827112; 0.825777; 0.826955; 0.826377; 0.828642; 0.832168; 0.835229; 0.837275; 0.838379; 0.840300; 0.841912; 0.842797; 0.844450; 0.847274; 0.848403; 0.851612; 0.852256; 0.856252; (); (); (); (); (); (); (); (); 
545.9; 10:42:21; (); (); (); (); (); (); 0.956136; 0.949122; 0.944812; 0.943646; 0.941942; 0.940895; 0.936816; 0.932084; 0.930173; 0.930375; 0.934034; 0.934550; 0.936867; 0.939602; 0.939411; 0.936381; 0.938965; 0.936691; 0.937323; 0.939708; 0.941131; 0.942228; 0.944069; 0.942519; 0.936860; 0.930838; 0.927352; 0.920963; 0.919037; 0.922832; 0.925564; 0.924225; 0.921719; 0.918670; 0.916053; 0.912946; 0.912714; 0.910482; 0.908775; 0.909030; 0.909875; 0.912511; 0.916097; 0.917032; 0.916761; 0.916656; 0.920013; 0.925063; 0.919506; 0.917145; 0.915360; 0.913734; 0.912481; 0.912132; 0.913216; 0.908375; 0.904802; 0.901470; 0.899069; 0.899394; 0.899120; 0.896272; 0.895327; 0.898098; 0.899570; 0.902234; 0.901795; 0.901824; 0.904017; 0.901790; 0.901262; 0.899764; 0.897574; 0.894023; 0.889307; 0.888200; 0.884725; 0.882751; 0.884532; 0.888133; 0.886098; 0.888697; 0.886293; 0.881732; 0.881283; 0.881683; 0.878699; 0.879115; 0.881250; 0.882107; 0.883643; 0.890812; 0.892364; 0.888243; 0.881952; 0.880599; 0.877515; 0.879994; 0.882211; 0.882401; 0.883598; 0.885464; 0.882991; 0.881206; 0.877502; 0.873360; 0.870596; 0.867235; 0.865658; 0.864451; 0.861898; 0.857088; 0.851483; 0.847420; 0.847218; 0.844109; 0.841219; 0.839758; 0.839458; 0.840011; 0.836371; 0.832854; 0.832112; 0.832895; 0.831076; 0.831154; (); (); (); (); (); (); (); (); 
548.2; 10:42:31; (); (); (); (); (); (); 0.950828; 0.954878; 0.958851; 0.964873; 0.971071; 0.973580; 0.973422; 0.973709; 0.969660; 0.962956; 0.960517; 0.958389; 0.959325; 0.959303; 0.954918; 0.948693; 0.945433; 0.941882; 0.933819; 0.926538; 0.923795; 0.919606; 0.914672; 0.916904; 0.918413; 0.916524; 0.918245; 0.920356; 0.922907; 0.925469; 0.927419; 0.927866; 0.926790; 0.929539; 0.931333; 0.933669; 0.939015; 0.943727; 0.949834; 0.952400; 0.953588; 0.954200; 0.956118; 0.952125; 0.945654; 0.942005; 0.941990; 0.942843; 0.939240; 0.933851; 0.927556; 0.923406; 0.924444; 0.922239; 0.917301; 0.914938; 0.913240; 0.907628; 0.909933; 0.913460; 0.912822; 0.910533; 0.909957; 0.911333; 0.915171; 0.917911; 0.916953; 0.912049; 0.906284; 0.907189; 0.906773; 0.906562; 0.908629; 0.912451; 0.912176; 0.908901; 0.906747; 0.903923; 0.899340; 0.894414; 0.893992; 0.890413; 0.886276; 0.889007; 0.884246; 0.881725; 0.878976; 0.873945; 0.869341; 0.866755; 0.866108; 0.862141; 0.863304; 0.864612; 0.863065; 0.856146; 0.857833; 0.856481; 0.854048; 0.855520; 0.857862; 0.856497; 0.854822; 0.853206; 0.851199; 0.850413; 0.852860; 0.852924; 0.852222; 0.852647; 0.856387; 0.855494; 0.852878; 0.849958; 0.845166; 0.840061; 0.840767; 0.838680; 0.839140; 0.841973; 0.842436; 0.839744; 0.836642; 0.833104; 0.828623; 0.824452; (); (); (); (); (); (); (); (); 
550.6; 10:42:40; (); (); 1.051351; 1.051952; 1.049023; 1.041649; 1.033307; 1.025572; 1.017132; 1.004164; 0.993152; 0.980902; 0.974249; 0.969911; 0.967953; 0.969140; 0.969380; 0.958533; 0.952047; 0.951112; 0.952319; 0.954556; 0.956901; 0.955707; 0.953875; 0.956755; 0.961636; 0.965549; 0.962389; 0.957158; 0.950573; 0.948032; 0.947174; 0.940445; 0.935274; 0.933822; 0.933128; 0.932476; 0.935533; 0.932622; 0.928987; 0.925198; 0.922239; 0.923005; 0.922626; 0.924589; 0.925738; 0.926520; 0.929754; 0.928207; 0.921539; 0.917872; 0.913443; 0.907140; 0.903622; 0.904539; 0.900175; 0.896886; 0.895633; 0.894798; 0.892228; 0.893699; 0.893120; 0.890874; 0.889719; 0.888323; 0.886723; 0.888439; 0.892842; 0.897098; 0.897156; 0.902724; 0.906800; 0.908103; 0.907997; 0.906750; 0.905392; 0.908548; 0.911138; 0.912040; 0.910065; 0.904502; 0.899233; 0.889473; 0.886713; 0.886659; 0.878794; 0.874236; 0.873832; 0.874934; 0.875213; 0.873382; 0.869755; 0.868735; 0.870525; 0.876385; 0.881275; 0.883339; 0.885419; 0.879939; 0.878102; 0.881724; 0.884971; 0.885305; 0.883695; 0.881921; 0.878890; 0.872983; 0.867929; 0.864496; 0.857700; 0.852715; 0.850185; 0.849189; 0.850753; 0.847032; 0.840966; 0.835389; 0.831669; 0.831407; 0.830761; 0.831281; 0.831426; 0.829962; 0.829690; 0.831062; 0.831598; 0.832065; 0.831862; 0.830950; 0.832162; 0.833131; (); (); (); (); (); (); (); (); 
553.0; 10:42:50; (); (); 1.025012; 1.022546; 1.019490; 1.016384; 1.014548; 1.012738; 1.009372; 1.005759; 0.992518; 0.979284; 0.977688; 0.974782; 0.971583; 0.970460; 0.970877; 0.972534; 0.968300; 0.966222; 0.964829; 0.963987; 0.964120; 0.960605; 0.959417; 0.959861; 0.961409; 0.962459; 0.959474; 0.959482; 0.958064; 0.953374; 0.944737; 0.943695; 0.945559; 0.950001; 0.948692; 0.947158; 0.950311; 0.945655; 0.942191; 0.938102; 0.935897; 0.936617; 0.936992; 0.938087; 0.941330; 0.943550; 0.941631; 0.939652; 0.933476; 0.937524; 0.938578; 0.936403; 0.936741; 0.933223; 0.934889; 0.936828; 0.937022; 0.933793; 0.932179; 0.930864; 0.931055; 0.930764; 0.928988; 0.926580; 0.920840; 0.923290; 0.924419; 0.924685; 0.925542; 0.928539; 0.929170; 0.930508; 0.932421; 0.928982; 0.923336; 0.924930; 0.925943; 0.926432; 0.929288; 0.927588; 0.922503; 0.921256; 0.921405; 0.918415; 0.912361; 0.910873; 0.907510; 0.904802; 0.904207; 0.908960; 0.904808; 0.899832; 0.894143; 0.888673; 0.884420; 0.880540; 0.880008; 0.878125; 0.877326; 0.875221; 0.867036; 0.863749; 0.866870; 0.867056; 0.864053; 0.862021; 0.863119; 0.862338; 0.860564; 0.859761; 0.859413; 0.855563; 0.855362; 0.855274; 0.856774; 0.859316; 0.855243; 0.848723; 0.844402; 0.842580; 0.841099; 0.841924; 0.845692; 0.849615; 0.850092; 0.849896; 0.849758; 0.849762; 0.847136; 0.850506; (); (); (); (); (); (); (); (); 
555.5; 10:42:59; (); (); 1.028584; 1.014685; 1.005370; 0.999273; 0.994512; 0.996030; 0.994476; 0.981904; 0.966458; 0.958428; 0.963082; 0.964873; 0.963491; 0.963770; 0.969792; 0.974494; 0.973468; 0.973706; 0.974742; 0.974154; 0.971795; 0.971612; 0.971894; 0.969580; 0.963054; 0.955250; 0.947619; 0.945126; 0.944436; 0.943893; 0.943532; 0.945171; 0.943555; 0.944207; 0.943470; 0.940835; 0.939992; 0.938612; 0.939874; 0.945856; 0.952170; 0.955911; 0.954501; 0.952324; 0.951000; 0.950111; 0.949132; 0.948113; 0.943938; 0.944332; 0.945335; 0.945092; 0.944707; 0.941664; 0.936890; 0.934607; 0.932280; 0.924560; 0.916618; 0.913093; 0.911461; 0.911082; 0.913408; 0.915761; 0.913233; 0.909324; 0.904100; 0.900703; 0.900710; 0.901408; 0.901048; 0.907114; 0.912373; 0.914985; 0.911365; 0.910528; 0.907655; 0.904680; 0.900353; 0.895309; 0.893750; 0.894376; 0.892637; 0.886670; 0.879355; 0.872285; 0.867377; 0.865456; 0.866921; 0.867464; 0.860674; 0.858263; 0.856634; 0.856581; 0.857584; 0.857508; 0.856582; 0.861424; 0.865497; 0.868331; 0.870537; 0.871086; 0.863352; 0.861235; 0.866746; 0.870612; 0.868705; 0.867871; 0.868633; 0.869713; 0.870124; 0.868264; 0.867469; 0.864110; 0.861641; 0.859329; 0.855993; 0.856016; 0.849430; 0.845034; 0.842149; 0.840462; 0.839811; 0.837541; 0.834926; 0.834062; 0.832339; 0.827631; 0.826301; 0.822175; (); (); (); (); (); (); (); (); 
557.9; 10:43:09; (); (); 1.027650; 1.019624; 1.012145; 1.005412; 0.998875; 0.991812; 0.985471; 0.982172; 0.970369; 0.962258; 0.961705; 0.957400; 0.956429; 0.956449; 0.954184; 0.949629; 0.946326; 0.950916; 0.953125; 0.955304; 0.959545; 0.962138; 0.959624; 0.954054; 0.950305; 0.951039; 0.951730; 0.952195; 0.951866; 0.949893; 0.951591; 0.953751; 0.944707; 0.941553; 0.938146; 0.935420; 0.936749; 0.939813; 0.942553; 0.935071; 0.926754; 0.923963; 0.925292; 0.927042; 0.931518; 0.931792; 0.931492; 0.936391; 0.940619; 0.943454; 0.944110; 0.944548; 0.942294; 0.939528; 0.943060; 0.947786; 0.946908; 0.942826; 0.939502; 0.939574; 0.942717; 0.943773; 0.940496; 0.935494; 0.935492; 0.933181; 0.930800; 0.931307; 0.931830; 0.934693; 0.935071; 0.933241; 0.931608; 0.929738; 0.922318; 0.913965; 0.910041; 0.908713; 0.907450; 0.905721; 0.902148; 0.903491; 0.905618; 0.903566; 0.900825; 0.901157; 0.902626; 0.902817; 0.903272; 0.904184; 0.903777; 0.902713; 0.904333; 0.904725; 0.902992; 0.902540; 0.895914; 0.892682; 0.889740; 0.883795; 0.878279; 0.876459; 0.874283; 0.871326; 0.869029; 0.867406; 0.865372; 0.861059; 0.856257; 0.851825; 0.849484; 0.847254; 0.843564; 0.840774; 0.839294; 0.834663; 0.830279; 0.830276; 0.829494; 0.833824; 0.839406; 0.842585; 0.845858; 0.852590; 0.854954; 0.855476; 0.856886; 0.860598; 0.866732; 0.877274; (); (); (); (); (); (); (); (); 
560.4; 10:43:18; (); (); 1.012494; 1.006957; 1.009929; 1.011987; 1.012055; 1.007068; 1.004310; 0.997001; 0.989946; 0.985706; 0.984496; 0.982796; 0.983864; 0.985969; 0.984992; 0.992383; 0.991530; 0.988112; 0.981375; 0.973006; 0.971998; 0.969934; 0.969131; 0.970400; 0.973427; 0.969965; 0.967015; 0.962807; 0.957695; 0.949893; 0.937342; 0.933395; 0.932622; 0.935990; 0.939626; 0.942456; 0.938629; 0.932966; 0.926998; 0.925501; 0.931082; 0.936371; 0.938696; 0.938795; 0.939006; 0.942555; 0.945660; 0.943579; 0.946480; 0.946934; 0.944528; 0.942443; 0.943699; 0.942389; 0.937947; 0.933788; 0.932467; 0.930855; 0.933252; 0.936264; 0.936291; 0.934719; 0.931752; 0.928343; 0.925427; 0.925518; 0.928545; 0.926473; 0.929207; 0.931002; 0.925518; 0.921841; 0.919461; 0.915346; 0.913726; 0.910111; 0.908244; 0.907777; 0.907917; 0.909804; 0.909201; 0.908745; 0.907773; 0.900458; 0.897855; 0.900348; 0.901121; 0.902183; 0.904285; 0.901865; 0.901297; 0.901186; 0.899765; 0.896956; 0.893271; 0.893734; 0.895430; 0.896675; 0.895926; 0.891979; 0.886730; 0.883889; 0.878277; 0.872001; 0.867503; 0.864428; 0.860678; 0.856319; 0.851948; 0.847566; 0.841610; 0.837784; 0.836816; 0.839262; 0.841589; 0.843056; 0.843460; 0.842019; 0.843475; 0.844562; 0.844371; 0.843706; 0.843716; 0.846718; 0.848024; 0.847339; 0.844791; 0.843283; 0.839395; 0.837759; (); (); (); (); (); (); (); (); 
562.8; 10:43:28; (); (); 1.044595; 1.038130; 1.028949; 1.023041; 1.016688; 1.010797; 1.008164; 1.006427; 0.992893; 0.981110; 0.981728; 0.985149; 0.986548; 0.984278; 0.978132; 0.973738; 0.970343; 0.966691; 0.962892; 0.958771; 0.955601; 0.949368; 0.945473; 0.944715; 0.946724; 0.939651; 0.931227; 0.923228; 0.917408; 0.913857; 0.912545; 0.913336; 0.915615; 0.918900; 0.923950; 0.926823; 0.929363; 0.924444; 0.920931; 0.919310; 0.917358; 0.918260; 0.920237; 0.919183; 0.917120; 0.915290; 0.916002; 0.915175; 0.913004; 0.911205; 0.911389; 0.911508; 0.915569; 0.912710; 0.910208; 0.910878; 0.911261; 0.911484; 0.913578; 0.918983; 0.922186; 0.919137; 0.916218; 0.914793; 0.914984; 0.918848; 0.923495; 0.922034; 0.921716; 0.920925; 0.920542; 0.921403; 0.921984; 0.921387; 0.917165; 0.915813; 0.917404; 0.920549; 0.923080; 0.917157; 0.908279; 0.902391; 0.904090; 0.905587; 0.908720; 0.906044; 0.901116; 0.899975; 0.898764; 0.892975; 0.889807; 0.886766; 0.880702; 0.873123; 0.871014; 0.871933; 0.870850; 0.869467; 0.868885; 0.868972; 0.867632; 0.863278; 0.856917; 0.853628; 0.854996; 0.852417; 0.850411; 0.851676; 0.855051; 0.857401; 0.856103; 0.854352; 0.851575; 0.846592; 0.839645; 0.842017; 0.843646; 0.846983; 0.847531; 0.846628; 0.849130; 0.850976; 0.851472; 0.853497; 0.853745; 0.851248; 0.849694; 0.850824; 0.855512; 0.860245; 0.862317; (); (); (); (); (); (); (); 
