Roll Number; 0
Recipe Name; FP 4576_257 GSM
Start Time; 2018-04-17; 11:41:22
File Name; D:\Mahlo\TR\180417114122FP 4576_257 GSM0_FMI2.txt

619.8; 11:41:55; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 265.635431; 265.697062; 265.750349; 266.070336; 266.298294; 266.419321; 266.413629; 266.493857; 266.350418; 266.161203; 265.682876; 265.302688; 265.164256; 265.066624; 264.804035; 264.537722; 264.269143; 264.018565; 263.708532; 263.343036; 263.077021; 262.895286; 262.878448; 263.108581; 263.507813; 263.799101; 263.892233; 263.919145; 263.900071; 264.105171; 264.422804; 264.797181; 264.889270; 264.942765; 265.161872; 265.343159; 265.405923; 265.204042; 264.964283; 264.583468; 264.589250; 264.473587; 264.159411; 264.170468; 264.047205; 263.450861; 262.937874; 262.583554; 262.174875; 261.901557; 261.658013; 261.593044; 261.461020; 261.215836; 260.961235; 260.888159; 261.121333; 261.493236; 261.467487; 261.461079; 261.455357; 261.462063; 261.555523; 261.557192; 261.529237; 261.574984; 261.649609; 261.902690; 262.102485; 262.162715; 262.126029; 261.864871; 261.571348; 261.649281; 261.835158; 262.015611; 261.972874; 261.909813; 262.108475; 262.167871; 262.167484; 262.093961; 262.149364; 262.128025; 262.136042; 262.164474; 262.414366; 262.606680; 262.531489; 262.520224; 262.681693; 263.114214; 263.332516; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
624.1; 11:42:03; (); (); (); (); (); (); (); (); (); 271.504372; 271.018147; 270.896703; 271.050662; 271.201193; 271.217763; 270.911276; 270.155966; 269.622624; 269.275218; 268.729031; 268.037707; 267.648637; 267.300338; 266.847253; 266.623229; 266.630530; 266.287416; 265.672177; 265.002102; 264.639407; 264.335394; 263.962001; 263.977498; 264.022857; 264.128685; 264.249712; 264.138848; 263.889730; 263.717502; 263.808459; 263.886094; 263.824373; 263.887733; 263.923615; 263.956845; 264.040768; 264.200509; 263.963073; 263.744086; 263.730645; 263.804257; 263.901323; 264.240056; 264.395922; 264.122635; 263.607204; 263.524354; 263.498187; 263.558298; 263.628602; 263.779283; 263.889700; 263.799876; 263.713121; 263.760954; 263.707906; 263.538897; 263.190955; 263.087332; 263.103813; 263.122737; 263.005942; 262.847811; 262.826771; 262.632519; 262.370676; 262.248307; 262.518942; 262.715429; 262.736887; 262.888998; 263.011694; 263.038576; 263.008296; 262.965888; 262.947559; 262.935609; 262.711048; 262.383699; 262.364954; 262.409925; 262.406051; 262.340248; 262.090951; 261.942148; 261.882663; 262.075275; 262.256235; 262.198538; 262.422174; 262.519330; 262.712538; 262.977481; 263.068676; 263.034552; 262.856871; 262.490481; 262.416989; 262.616783; 262.702256; 262.609392; 262.385875; 262.119144; 262.057126; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
627.5; 11:42:12; (); (); (); (); (); (); (); (); (); 273.266107; 273.080736; 272.901207; 272.833765; 272.482097; 272.137105; 271.738827; 271.386623; 271.012098; 270.747721; 270.735770; 270.602226; 270.357132; 269.910157; 269.305110; 268.579870; 268.025309; 267.834753; 267.478675; 267.489791; 267.503113; 267.476022; 267.248720; 266.807467; 266.321182; 265.810907; 265.460014; 265.154183; 265.203148; 265.300900; 265.322268; 265.460223; 265.405655; 265.306532; 265.032709; 264.823437; 264.797628; 264.697462; 264.754772; 264.722556; 264.713675; 264.754832; 264.684588; 264.577091; 264.654130; 264.663547; 264.455885; 264.116198; 263.913214; 263.806015; 263.524234; 263.425410; 263.187081; 262.658745; 261.982292; 261.540174; 261.270344; 261.373937; 261.428088; 261.383742; 261.461198; 261.662900; 262.131006; 262.512773; 263.121635; 263.635337; 264.154613; 265.043616; 265.857756; 266.637713; 267.559648; 268.210441; 268.591851; 269.076049; 269.469738; 269.801289; 269.953161; 270.005405; 270.019233; 269.876599; 269.963175; 270.016074; 269.817501; 269.870251; 269.868195; 269.839615; 269.640058; 269.449562; 269.124240; 269.052982; 269.010901; 269.170821; 269.280195; 269.246250; 269.235969; 269.157976; 269.144535; 269.135952; 269.015998; 269.088805; 268.887252; 268.934190; 269.096643; 269.246727; 269.312739; 269.213885; 268.943042; 268.742085; 268.649727; 268.585533; 268.308610; 268.113464; 268.125325; 268.064469; 267.875493; 267.958522; 267.794937; 267.501324; (); (); (); (); (); (); (); (); (); (); (); (); (); 
630.9; 11:42:21; (); (); (); (); (); (); (); (); 271.221340; 271.461993; 271.600246; 271.830112; 271.892607; 271.871299; 271.632612; 271.312684; 271.210730; 270.987540; 270.664573; 270.225555; 269.757032; 269.533187; 269.154936; 268.557489; 268.061161; 267.692268; 267.364055; 267.068267; 266.663283; 266.623944; 266.815841; 266.811550; 266.738921; 266.737193; 266.681165; 266.707152; 266.714483; 266.891330; 267.334372; 267.605811; 267.536253; 267.432272; 267.538637; 267.982066; 268.043458; 267.820150; 267.617106; 267.335802; 266.885519; 266.275734; 265.864581; 265.422225; 264.945030; 264.246643; 263.655484; 263.285130; 262.945533; 262.295127; 261.788964; 261.611998; 261.649340; 261.603057; 261.727244; 261.960149; 262.237400; 262.538016; 262.837321; 262.920260; 263.036847; 263.285726; 263.347059; 263.360232; 263.623446; 264.046043; 264.249295; 264.430881; 264.770329; 264.941216; 265.380740; 265.700817; 265.845150; 266.039133; 266.214013; 266.032159; 265.897959; 265.980035; 266.028017; 265.640676; 265.116602; 264.930636; 264.611721; 264.335781; 263.924688; 263.352960; 262.936026; 262.532651; 262.239903; 262.053668; 261.912316; 261.903733; 261.865079; 261.947066; 262.218952; 262.501776; 262.621284; 262.793690; 263.235748; 263.489991; 263.708025; 263.883322; 264.262766; 264.852315; 265.391678; 265.899479; 266.171753; 266.298205; 266.344547; 266.276211; 266.025960; 265.968829; 265.949875; 265.785813; 265.929103; 266.090870; 266.313940; 265.721917; 265.214622; (); (); (); (); (); (); (); (); (); (); (); (); (); 
634.3; 11:42:30; (); (); (); (); (); (); (); (); 265.488416; 265.670031; 265.850604; 265.917361; 265.949458; 266.178459; 266.389072; 266.244233; 265.954137; 265.809268; 265.980005; 266.401529; 266.671330; 266.871423; 266.756654; 266.859204; 266.790122; 266.797692; 266.861200; 266.923308; 267.041206; 267.290354; 267.554313; 267.467916; 267.304569; 267.056584; 266.784817; 266.417772; 266.311526; 266.240597; 265.905619; 265.445262; 264.871418; 264.061600; 263.354719; 262.389660; 261.653811; 261.208564; 260.800898; 260.380685; 260.105848; 259.908080; 259.740114; 259.747148; 259.743482; 260.066539; 260.439724; 260.871083; 261.529773; 262.213022; 262.874484; 263.297319; 263.710529; 264.208496; 264.675647; 264.753073; 264.686733; 264.810145; 264.733493; 264.811605; 264.628768; 264.379650; 264.229447; 264.122427; 264.405280; 264.328033; 264.158756; 264.198065; 264.168769; 264.246583; 264.683753; 265.228271; 265.687287; 265.886903; 265.956610; 265.983522; 266.162455; 266.288012; 266.357481; 266.332895; 266.520917; 266.605437; 266.488045; 266.294867; 266.162276; 266.144514; 265.828371; 265.930504; 266.164899; 266.372740; 266.583651; 266.708761; 266.659647; 266.428709; 266.027212; 265.725046; 265.447855; 265.253723; 265.277117; 265.356213; 265.362114; 265.583605; 265.615642; 265.722394; 265.797645; 265.999913; 265.869975; 265.849352; 265.639722; 265.859634; 266.329587; 266.725838; 266.939580; 267.169684; 267.219156; 267.291397; 267.066330; 266.546756; 266.320795; (); (); (); (); (); (); (); (); (); (); (); (); (); 
637.7; 11:42:38; (); (); (); (); (); (); (); (); (); 274.598897; 274.215847; 273.912102; 273.706287; 273.529202; 273.143083; 272.631347; 271.914244; 270.920306; 269.951195; 269.166231; 268.360436; 267.602921; 266.972333; 266.343772; 265.924424; 265.646338; 265.125692; 264.428884; 264.086902; 263.988197; 263.987571; 264.101624; 264.173120; 263.938963; 263.747036; 263.479590; 263.194829; 263.066411; 262.879729; 262.428492; 262.279809; 262.464821; 262.588114; 262.265384; 261.941016; 261.790842; 261.619925; 261.531204; 261.750758; 261.950493; 262.147337; 262.470782; 262.714893; 262.881815; 262.722552; 262.506574; 262.251168; 261.986941; 261.895299; 262.039989; 262.053490; 261.778235; 261.262745; 260.754406; 260.544807; 260.452867; 260.083020; 259.730697; 259.487510; 259.434462; 259.278595; 259.141564; 259.187758; 259.200364; 259.075344; 259.200513; 259.512216; 260.054499; 260.478407; 260.690510; 261.129349; 261.827558; 262.282670; 262.636125; 262.773454; 262.814194; 263.103962; 263.288826; 263.449609; 263.405651; 263.195246; 263.051271; 262.904555; 262.889057; 263.011962; 262.583017; 262.203127; 262.250781; 262.442559; 262.717426; 263.048828; 263.147950; 263.504893; 263.841569; 264.226139; 264.922589; 265.378535; 265.685678; 265.895396; 266.010672; 266.567975; 267.127156; 267.597079; 268.157691; 268.591374; 268.745333; 268.793315; 268.680066; 268.752247; 268.702507; 268.525660; 268.513083; 268.719465; 269.000292; 269.378722; 269.484013; 269.297749; (); (); (); (); (); (); (); (); (); (); (); (); (); 
641.1; 11:42:47; (); (); (); (); (); (); (); (); (); 267.169148; 267.637372; 267.836392; 267.842978; 267.603636; 267.322183; 267.041445; 266.790420; 266.298503; 266.134024; 266.095608; 266.157597; 265.932649; 265.576929; 265.050024; 264.540136; 264.181137; 263.904959; 263.714850; 263.780415; 263.825178; 263.948470; 264.018446; 264.169931; 264.273852; 264.394283; 264.496982; 264.543444; 264.526129; 264.561206; 264.285266; 264.180958; 264.213264; 264.245003; 264.014989; 263.919175; 263.790369; 263.571203; 263.495684; 263.217151; 262.765020; 262.274057; 261.962354; 261.718124; 261.653274; 261.564136; 261.418253; 261.131048; 261.023283; 260.947496; 260.864198; 260.855913; 261.056155; 261.403948; 262.124330; 263.072878; 263.923198; 264.661491; 265.149027; 265.136778; 265.083969; 265.199363; 265.458256; 265.944153; 266.522914; 266.646504; 266.609937; 266.406238; 266.203552; 265.906215; 265.665174; 265.573472; 265.216500; 265.064299; 265.072584; 265.238941; 265.411139; 265.328705; 264.889747; 264.837414; 265.136123; 265.323520; 265.570283; 265.489250; 265.297681; 265.051663; 265.012383; 265.052974; 265.085906; 265.079498; 264.895320; 264.405757; 264.173448; 264.297366; 263.926774; 263.639599; 263.530016; 263.250738; 263.253719; 263.329327; 263.429701; 263.474435; 263.623387; 263.998747; 264.421850; 264.760852; 265.121102; 265.199184; 265.333951; 265.490085; 265.649974; 265.831172; 266.132087; 266.215205; 266.322285; 266.202807; 265.997320; 269.297749; (); (); (); (); (); (); (); (); (); (); (); (); (); 
644.5; 11:42:56; (); (); (); (); (); (); (); (); 269.355744; 269.276679; 269.339234; 269.349337; 269.454896; 269.370079; 269.087225; 268.894583; 268.560141; 267.999709; 267.709315; 267.402798; 266.923517; 266.573727; 266.192675; 265.956551; 265.631974; 265.310526; 265.040725; 264.585853; 264.550418; 264.681369; 264.505982; 264.086097; 263.649195; 263.059080; 262.656808; 262.594461; 262.566715; 262.488365; 262.421191; 262.315929; 262.322843; 262.282461; 262.386590; 262.212545; 262.071609; 262.103379; 262.079895; 262.287319; 262.300611; 262.273371; 262.128115; 261.938930; 261.558235; 261.202663; 260.885775; 260.433227; 260.022432; 259.501427; 259.134710; 258.847386; 258.489996; 258.415043; 258.350283; 258.439898; 258.608490; 258.880317; 258.838147; 258.882284; 258.883864; 258.718878; 258.459657; 258.503050; 258.714288; 258.972973; 258.952290; 259.192646; 259.650141; 259.936720; 260.327399; 260.834783; 261.053324; 261.472732; 261.667460; 262.005806; 262.253076; 262.391418; 262.364447; 262.233049; 262.171775; 262.247562; 262.044132; 261.451930; 260.618567; 259.742498; 259.318262; 259.001464; 258.693308; 258.355409; 258.101672; 258.409053; 258.813918; 259.175092; 259.505451; 260.109246; 260.689110; 261.043608; 261.529088; 262.514323; 263.349146; 264.062732; 264.711201; 265.310556; 266.136587; 266.994148; 267.423481; 267.667800; 267.847627; 267.713755; 267.560124; 267.459542; 267.764002; 268.188745; 268.185377; 268.207341; 268.083245; 268.144667; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
647.9; 11:43:05; (); (); (); (); (); (); (); (); 268.511981; 268.886417; 269.391865; 269.331068; 269.115388; 268.727303; 268.427759; 268.162072; 267.925888; 267.396629; 266.978085; 266.924232; 267.028660; 267.043501; 266.650438; 266.461670; 266.088009; 265.456170; 265.103370; 264.871389; 264.800638; 264.890850; 264.886171; 264.757544; 264.512897; 264.311135; 264.075875; 263.598949; 263.046503; 262.245804; 261.515647; 261.111259; 260.740846; 260.793805; 261.007220; 261.169046; 261.077940; 261.083424; 261.369705; 261.790723; 262.075454; 262.289345; 262.608409; 263.034314; 263.772726; 264.259636; 264.749438; 265.256554; 265.407860; 265.148610; 264.852852; 264.778703; 264.513671; 264.196485; 263.983995; 263.784915; 263.556361; 263.128847; 262.927353; 262.841374; 262.876272; 262.648791; 262.487292; 262.359500; 262.386322; 262.427926; 262.277693; 262.401015; 262.482375; 262.610525; 262.724072; 263.001055; 263.507783; 264.250755; 264.672965; 264.824063; 264.933854; 264.865100; 264.810085; 264.859766; 264.980733; 265.285462; 265.313834; 265.330523; 265.425593; 265.560329; 265.632033; 265.279114; 264.625818; 264.213711; 264.190465; 264.367998; 264.382839; 264.412284; 264.422476; 264.383852; 263.975352; 263.612628; 263.290107; 262.985557; 262.640804; 262.519658; 262.446880; 262.535900; 262.563378; 262.228549; 262.072563; 262.162358; 261.953622; 261.797309; 261.699587; 261.864066; 262.160540; 262.466103; 262.707531; 262.813926; 262.810349; 262.628883; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
651.4; 11:43:13; (); (); (); (); (); (); (); (); 268.599570; 268.659979; 268.524259; 268.539429; 268.371999; 268.130004; 267.875552; 267.657906; 267.440647; 267.326802; 267.290354; 266.955733; 266.405612; 265.863061; 265.313536; 264.899611; 264.410913; 263.891369; 263.432384; 263.136178; 263.368785; 263.400465; 263.336331; 263.311058; 263.313979; 263.284504; 263.271958; 263.453513; 263.592124; 263.604999; 263.732612; 263.947248; 263.975382; 263.697773; 263.024092; 262.062103; 261.484027; 261.266410; 261.053771; 260.658294; 260.367274; 260.082245; 259.573281; 259.287566; 259.242654; 259.278268; 259.446681; 259.588271; 259.978592; 261.006594; 261.961162; 262.621105; 263.047785; 263.300657; 263.483375; 263.739944; 264.051378; 264.298499; 264.074415; 264.129579; 264.370531; 264.442325; 264.606476; 264.812022; 264.842987; 264.891326; 264.737517; 264.588177; 264.370859; 264.266908; 264.254272; 264.323771; 264.513820; 264.857888; 264.935076; 264.856964; 264.969528; 265.063256; 265.181601; 265.120447; 265.262038; 265.353769; 265.788466; 265.988201; 265.927106; 265.842587; 265.800297; 265.796751; 265.579849; 265.260488; 264.734060; 264.348537; 263.974220; 263.599813; 263.160110; 262.672722; 262.468755; 262.348413; 262.529850; 262.389421; 262.210578; 262.118518; 261.941075; 262.110054; 262.349755; 262.417495; 262.414187; 262.517214; 262.611091; 262.795478; 262.823194; 262.670189; 262.399405; 262.272924; 262.554795; 262.684882; 262.826324; 263.004869; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
654.8; 11:43:22; (); (); (); (); (); (); (); (); 270.533323; 270.521402; 270.346373; 270.193398; 269.896865; 269.687474; 269.479871; 269.368291; 269.106358; 268.787354; 268.557936; 268.363088; 268.211722; 267.836750; 267.369300; 267.084152; 266.805679; 266.523987; 266.113102; 266.010463; 265.905350; 265.827984; 265.755862; 265.774786; 265.796095; 265.562952; 265.404463; 265.406072; 265.285373; 265.250117; 265.100688; 264.816076; 264.614433; 264.621198; 264.410913; 264.287800; 264.291316; 264.151603; 263.993472; 264.004886; 264.071524; 264.072895; 263.933510; 263.827741; 263.698578; 263.634473; 263.715863; 263.944536; 264.004588; 264.219552; 264.293194; 264.093369; 263.899863; 263.676524; 263.638735; 263.740122; 263.611823; 263.624132; 263.723165; 263.759911; 263.765931; 263.580620; 263.380647; 263.095260; 262.980491; 262.975484; 263.024479; 263.053775; 263.154715; 263.453126; 263.683170; 264.037877; 264.060676; 264.340401; 264.529467; 264.875054; 265.176624; 265.390456; 265.574545; 265.380412; 265.330255; 265.537620; 265.805185; 265.738070; 265.545040; 265.439689; 265.406221; 265.443414; 265.139043; 264.907062; 264.548182; 264.339626; 264.499515; 264.880419; 265.256941; 265.383124; 265.339524; 265.439093; 265.437067; 265.392542; 265.376002; 265.493155; 265.870720; 266.203731; 266.618311; 267.319202; 268.035233; 268.334955; 268.481940; 268.421680; 268.540770; 268.770337; 268.907487; 269.214869; 269.658089; 269.976735; 270.130754; 270.139426; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
