Roll Number; 0
Recipe Name; FP 4576_257 GSM
Start Time; 2018-01-09; 13:14:15
File Name; D:\Mahlo\TR\180109131415FP 4576_257 GSM0_FMI2.txt

-85.0; 13:14:16; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
5759.6; 13:14:27; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 240.260854; 240.766391; 241.611570; 241.875052; 241.921157; 241.939247; 241.908729; 241.841987; 241.904393; 242.343783; 243.000925; 243.231460; 243.595764; 243.902832; 244.586408; 244.986996; 244.964331; 244.803116; 245.136768; 245.691970; 246.090069; 246.423781; 246.769071; 247.180253; 247.220024; 247.289225; 247.675449; 248.050570; 248.177096; 248.135746; 248.331100; 248.628646; 248.675019; 248.684555; 248.488799; 248.672873; 249.196485; 249.780431; 250.271618; 250.593811; 250.887632; 251.239955; 251.329124; 251.832724; 252.344042; 252.638310; 252.633929; 253.094584; 253.424674; 254.161179; 255.062610; 255.527854; 256.040841; 256.615907; 257.174402; 257.926941; 258.774728; 259.516299; 260.034442; 260.319382; 260.750324; 261.843920; 262.488842; 263.045907; 263.419479; 263.067842; 262.704223; 262.477905; 262.354553; 262.444019; 262.395054; 262.345374; 262.012571; 261.981696; 262.304455; 262.269497; 261.897027; 261.580765; 261.398703; 261.149675; 261.370808; 261.604637; 261.964440; 262.093902; 262.238830; 262.597769; 262.655050; 262.912482; 263.010204; 263.020843; 263.268381; 263.576567; 264.071137; 264.519095; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
5777.8; 13:15:11; (); (); (); (); (); (); 229.845375; 229.855761; 230.518103; 231.206864; 231.355503; 231.480837; 231.693000; 231.671780; 231.667250; 232.002541; 232.884869; 234.131977; 235.267520; 236.347482; 237.289518; 238.145158; 238.533050; 238.275632; 238.082930; 238.485783; 239.165664; 239.688531; 240.556106; 241.295457; 241.430625; 241.464153; 241.829172; 242.257327; 242.783800; 243.505612; 244.232237; 245.200932; 246.509656; 247.360572; 248.010695; 248.470798; 249.130785; 249.915138; 250.694305; 251.271844; 251.657277; 251.717269; 251.927435; 252.104849; 252.168626; 252.707332; 253.168076; 253.364265; 253.798157; 254.133612; 254.421294; 254.598558; 254.736602; 254.808605; 255.118072; 255.347610; 255.729437; 256.081402; 256.723583; 257.355869; 257.659793; 257.582337; 257.772952; 258.103281; 258.930534; 259.448767; 259.596437; 259.550124; 259.833992; 260.182321; 260.459483; 260.887682; 261.148751; 261.218339; 261.079967; 261.286974; 262.052327; 262.489855; 262.520552; 262.237012; 262.311548; 262.509704; 262.770295; 262.404680; 262.295902; 262.075663; 261.304706; 260.562867; 259.982407; 259.575814; 259.093046; 258.531481; 257.920891; 257.127732; 256.637663; 256.278306; 255.960673; 255.823821; 255.943805; 255.697817; 255.448133; 255.814552; 256.018162; 256.197035; 256.453812; 256.361187; 256.388426; 256.723374; 257.239759; 257.672250; 257.747591; 257.571757; 257.439762; 257.427007; 257.498235; 257.663965; 257.541358; 257.535458; 257.384956; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
5781.1; 13:15:20; (); (); (); (); (); (); 235.976100; 235.953107; 235.485181; 235.451728; 235.638589; 236.416727; 237.180725; 237.525925; 237.707913; 237.874031; 238.306835; 239.021167; 239.972696; 241.245523; 242.052525; 242.690668; 243.692592; 245.058000; 246.060342; 246.423230; 246.284589; 246.352464; 246.692285; 246.951982; 247.221068; 247.414529; 247.433722; 247.826129; 247.780770; 247.573406; 247.351766; 247.171268; 246.931776; 246.886507; 247.087777; 247.356504; 247.585356; 247.913346; 248.235658; 248.509020; 248.749569; 249.000072; 249.005660; 249.310881; 249.951422; 250.372529; 251.006007; 251.784712; 252.389640; 252.929270; 253.539860; 254.250526; 254.891038; 255.436182; 255.863965; 256.372899; 257.119983; 257.955790; 258.606911; 259.284049; 259.943247; 260.381907; 260.905981; 261.571527; 262.117356; 262.666076; 263.147742; 263.630807; 264.500290; 265.179008; 265.664786; 265.695572; 265.576631; 265.486389; 265.430242; 265.888929; 265.962005; 265.797675; 265.557081; 265.259653; 264.954716; 264.518678; 264.304996; 264.066309; 264.046669; 264.067352; 264.005452; 264.024019; 263.925701; 263.574898; 262.896568; 262.508243; 262.191325; 261.799425; 261.726826; 261.645406; 261.504114; 261.089802; 260.416061; 259.738535; 259.338081; 259.026289; 258.676410; 258.143574; 258.041710; 257.790416; 257.482797; 257.394969; 257.457733; 257.320583; 257.170200; 257.143050; 257.102668; 257.295161; 257.350445; 257.008642; 256.830066; 257.025957; 257.299840; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
5784.5; 13:15:28; (); (); (); (); (); (); 240.452662; 239.930391; 239.844158; 239.677355; 239.741594; 240.098953; 240.237460; 240.406990; 240.693346; 241.080567; 241.327286; 241.574019; 241.718918; 241.810620; 242.184401; 243.011296; 243.847728; 244.437575; 245.116651; 245.655656; 245.955735; 246.588692; 247.311458; 247.843087; 248.400986; 249.352098; 250.348717; 250.890732; 251.499236; 251.855224; 251.707405; 251.534522; 251.484096; 251.302749; 251.083881; 250.857413; 250.673234; 250.337869; 250.301242; 249.927431; 249.401510; 248.999819; 248.779327; 248.545483; 248.552650; 248.642534; 248.842448; 248.734728; 248.933226; 249.315232; 249.569744; 249.593541; 249.643296; 249.443561; 249.468699; 249.260172; 249.236211; 249.213532; 249.187216; 249.363124; 249.439627; 249.459594; 249.954671; 250.207633; 250.234157; 250.630170; 251.235843; 251.890421; 252.274036; 252.586424; 253.207803; 253.795207; 254.287750; 255.105257; 256.022602; 256.752640; 257.615834; 257.911265; 258.253068; 258.941263; 259.143084; 259.228855; 259.298056; 259.425849; 259.216994; 259.185731; 259.152710; 258.695573; 257.987797; 257.488519; 257.161766; 256.510854; 256.418735; 256.168157; 255.685419; 255.526930; 255.520701; 255.350977; 255.434006; 255.788863; 255.955487; 255.931467; 256.343931; 256.619632; 256.767899; 257.142037; 257.670403; 258.192420; 258.694857; 259.138405; 259.482563; 259.496450; 259.969234; 260.311604; 260.391444; 260.517031; 260.931641; 261.235744; 257.299840; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
5788.0; 13:15:37; (); (); (); (); (); (); 243.394911; 242.916316; 242.490560; 241.827741; 241.639569; 241.671965; 241.524234; 240.968645; 240.753427; 240.921661; 240.906477; 240.724951; 240.543023; 240.684465; 240.988702; 241.550148; 242.185354; 242.798671; 243.568674; 244.229048; 244.717583; 245.028302; 245.448321; 245.708719; 245.908186; 246.501401; 247.241780; 247.738108; 248.241365; 248.709425; 248.935863; 249.185607; 249.720499; 250.040382; 250.393003; 250.553846; 251.330048; 252.219111; 252.816319; 253.310263; 253.563732; 254.162073; 254.979432; 255.358577; 255.688459; 256.091595; 256.274372; 256.526738; 256.639332; 256.903112; 257.132262; 256.996959; 256.720096; 256.593674; 256.341487; 256.228209; 256.117791; 255.580187; 255.199343; 254.875869; 254.580498; 254.440367; 254.242152; 254.155517; 253.953367; 253.847599; 254.092366; 254.401714; 254.481643; 254.867017; 255.503893; 256.167322; 256.952316; 257.541150; 258.079708; 258.651435; 259.370834; 260.098547; 260.605305; 260.925502; 261.040539; 261.052936; 261.301875; 261.823654; 262.088001; 261.936963; 261.490643; 261.171609; 261.027485; 260.884494; 260.731339; 260.185272; 259.821177; 259.915501; 260.114461; 260.235041; 260.038346; 259.802103; 259.372056; 258.904755; 258.791327; 258.590460; 258.435488; 258.045077; 257.942021; 257.984608; 258.095235; 257.971495; 257.841259; 257.859200; 258.104861; 258.369833; 258.400857; 258.328348; 258.605510; 258.847058; 259.207428; 259.591192; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
5791.5; 13:15:46; (); (); (); (); (); (); 235.352337; 235.604182; 235.570550; 235.684663; 235.593274; 235.643759; 235.911891; 236.320481; 236.912072; 237.629443; 238.339350; 239.370868; 240.351081; 241.097942; 242.240012; 243.068889; 243.452743; 243.714347; 243.914276; 244.171560; 244.447321; 244.390786; 244.492784; 244.552255; 244.464323; 244.575113; 244.447961; 244.246989; 244.272441; 244.110405; 244.029433; 244.304091; 244.773194; 245.409012; 246.165171; 246.990263; 247.692555; 247.998014; 248.260155; 248.788685; 249.566436; 250.339955; 251.002431; 251.614869; 251.756787; 252.138466; 252.476752; 252.788991; 253.072709; 253.524631; 253.742874; 253.994733; 254.531950; 254.782766; 254.620552; 254.233927; 253.651083; 253.284365; 253.216505; 253.310949; 253.496498; 253.625900; 253.701985; 253.940195; 253.981173; 254.281521; 254.655808; 254.859954; 255.358964; 256.116658; 256.881386; 257.899970; 258.757919; 259.619921; 260.695457; 261.556804; 262.279749; 262.761801; 263.082951; 263.535619; 263.907909; 264.335334; 264.772028; 265.217483; 265.504330; 265.569121; 265.275925; 264.830768; 264.216989; 263.488054; 262.940377; 262.680680; 262.408793; 261.945039; 261.185676; 260.610878; 259.848684; 259.035021; 258.135557; 257.442743; 256.969213; 256.456733; 255.894303; 255.673617; 255.784273; 255.666047; 255.341947; 255.301803; 255.550623; 255.989075; 256.479383; 256.977051; 257.267326; 257.428944; 257.534027; 257.715285; 258.323073; 258.954525; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
5794.9; 13:15:54; (); (); (); (); (); (); 240.352198; 239.281744; 238.422722; 237.953365; 237.482712; 237.278268; 237.247616; 237.028867; 236.760452; 236.964986; 236.943245; 237.098873; 237.228841; 237.595603; 238.077566; 238.718688; 239.662513; 240.820542; 241.764501; 242.536753; 242.938951; 243.198931; 243.827999; 244.099274; 244.124398; 244.555771; 244.831562; 244.921476; 244.912699; 245.409623; 245.796710; 246.212512; 246.725082; 247.129142; 247.560352; 248.053581; 248.813301; 249.437302; 250.038385; 250.390738; 250.551164; 250.851721; 251.096040; 251.428068; 251.505226; 251.748949; 251.790524; 251.605690; 251.643300; 251.944125; 252.404273; 252.539515; 252.853185; 253.241748; 253.791243; 254.356891; 254.771709; 255.227178; 255.676180; 256.091654; 256.484896; 256.910831; 257.455766; 257.987499; 258.447766; 258.859962; 259.440929; 259.953916; 260.294914; 260.589749; 261.031091; 261.475503; 261.756927; 261.757404; 262.164325; 262.686044; 262.879848; 263.187051; 263.429284; 263.464868; 263.356924; 262.992442; 262.642592; 262.531906; 262.472451; 262.400001; 262.474924; 262.255073; 262.032330; 261.375695; 260.565221; 260.083348; 259.733409; 259.186566; 258.855879; 258.605540; 258.465260; 258.489192; 258.381367; 258.402914; 258.309573; 258.250445; 258.375019; 258.221060; 258.390069; 258.567750; 258.750618; 258.809954; 258.889169; 258.612186; 258.415371; 258.406252; 258.333296; 258.204132; 257.994086; 257.784516; 257.535905; 257.351220; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
5798.4; 13:16:03; (); (); (); (); (); (); 241.753206; 241.713122; 241.575390; 241.257548; 241.161719; 241.481707; 241.955906; 241.887182; 241.555095; 241.190299; 240.995631; 241.194785; 241.782501; 242.545694; 243.188098; 243.600011; 244.188860; 244.693980; 245.141730; 245.810106; 246.097803; 246.486962; 247.483164; 248.180136; 248.846084; 249.649420; 250.674337; 251.617730; 252.434313; 253.253877; 254.037648; 254.486173; 254.900664; 255.057633; 255.161732; 255.482137; 255.857974; 256.216705; 257.091314; 257.558852; 257.800490; 257.976860; 257.895231; 257.546157; 257.333070; 257.452607; 257.642865; 258.219630; 258.754313; 258.794934; 259.016484; 258.991420; 258.731246; 258.701980; 258.768678; 258.714557; 259.065151; 259.718001; 260.377884; 260.639161; 260.857105; 261.105537; 261.318803; 261.690676; 262.604922; 263.602257; 264.538974; 265.253007; 265.970230; 266.625315; 267.112672; 267.130941; 267.257541; 267.431647; 267.951518; 268.436372; 268.878579; 269.045740; 269.392729; 269.406974; 269.132644; 268.982708; 268.889725; 268.372566; 268.084198; 267.800868; 267.663956; 267.432064; 267.082751; 266.689986; 266.304493; 265.828937; 265.627176; 265.207231; 264.814526; 264.582634; 264.254034; 263.932765; 263.877720; 263.678938; 263.621390; 263.563544; 263.499528; 263.551086; 263.819247; 263.962269; 264.418751; 265.063047; 265.713751; 266.021192; 266.427964; 266.775608; 267.038792; 267.176151; 267.693281; 268.171370; 268.636674; 269.367337; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
5801.8; 13:16:12; (); (); (); (); (); (); 243.540883; 243.422508; 243.140191; 242.849410; 242.736742; 242.989719; 243.307635; 243.582383; 244.111821; 244.694412; 245.433450; 246.244296; 247.393802; 248.474523; 249.429241; 250.752807; 251.714498; 252.542913; 253.480315; 254.328132; 254.579753; 255.106896; 255.261928; 255.278617; 255.653679; 255.861789; 255.946577; 255.790651; 255.741686; 255.521476; 255.105138; 255.029738; 255.200237; 255.359292; 255.433381; 255.774379; 255.678058; 255.734593; 255.961448; 256.011993; 256.122023; 256.405205; 256.778032; 257.255703; 257.778317; 258.117884; 258.370697; 258.725286; 259.207070; 259.678394; 259.852052; 259.987801; 260.091305; 260.029346; 260.065407; 260.293871; 259.983689; 259.756625; 259.427488; 259.154260; 259.029120; 258.743614; 258.239299; 258.130640; 257.870764; 257.972151; 258.181840; 258.212745; 258.553535; 258.856475; 259.092957; 259.444147; 259.712696; 260.110825; 260.534883; 261.210889; 261.824369; 262.330949; 262.739092; 263.235629; 263.423383; 263.498306; 263.854146; 264.026076; 264.356434; 264.660239; 265.054464; 265.275300; 265.275896; 265.244812; 264.867902; 264.583439; 264.605761; 264.734149; 265.183359; 265.535921; 266.111821; 266.448826; 266.579360; 266.445428; 266.274750; 266.046435; 265.920341; 265.685707; 265.729845; 265.921116; 266.047597; 266.195834; 266.136944; 265.689671; 265.716761; 265.375972; 265.009105; 264.758825; 264.626086; 264.627635; 264.496893; 264.689267; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
5805.2; 13:16:21; (); (); (); (); (); (); 241.212890; 241.270989; 241.860345; 242.298231; 242.362708; 242.389083; 242.808431; 243.047819; 243.240640; 243.653357; 244.228140; 244.718477; 245.428786; 246.534556; 247.477710; 248.057574; 248.514891; 248.680204; 249.045879; 249.590293; 249.978676; 250.143766; 250.342429; 250.830501; 251.104593; 251.207143; 251.631171; 251.732111; 251.626730; 251.544893; 251.776189; 251.942366; 252.158701; 252.356738; 252.965033; 253.494740; 253.814518; 254.026413; 254.279166; 254.733056; 255.514205; 256.175250; 257.008404; 257.713914; 258.242071; 258.637488; 259.287119; 259.800971; 260.315508; 260.674596; 261.127532; 262.039512; 262.867063; 263.146818; 263.432205; 263.476342; 263.522118; 263.722926; 263.970166; 264.440328; 264.822304; 265.061170; 265.245765; 265.399456; 265.368462; 265.207380; 264.871180; 264.793694; 265.168220; 265.555084; 265.817523; 266.364902; 266.942382; 267.629415; 268.022716; 268.630207; 269.104332; 269.804269; 270.514488; 271.305442; 272.185087; 272.840232; 273.092031; 272.993356; 272.755325; 272.247493; 271.247357; 270.320624; 269.560695; 269.069254; 268.724978; 268.325895; 267.838001; 267.242014; 266.450465; 265.617907; 264.991641; 264.727205; 264.618307; 264.555931; 264.672637; 264.796883; 264.399230; 264.152020; 263.740540; 263.226599; 262.579143; 262.205929; 261.844873; 261.639208; 261.280060; 260.808259; 260.484695; 260.058343; 259.516895; 259.192973; 259.160191; 259.055883; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
