Roll Number; 0
Recipe Name; FP 4576_257 GSM
Start Time; 2018-04-17; 11:51:41
File Name; D:\Mahlo\TR\180417115141FP 4576_257 GSM0_FMI2.txt

854.3; 11:51:53; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 269.183129; 269.099057; 268.940419; 268.817842; 268.620938; 268.497348; 268.451512; 268.239230; 267.919093; 267.413825; 267.148852; 266.679764; 266.059726; 265.501052; 265.124261; 264.713228; 264.423221; 264.161289; 263.865083; 263.543367; 263.318986; 262.954056; 262.964875; 262.800068; 262.867689; 262.915909; 263.171017; 263.699621; 264.077038; 264.166355; 264.257967; 264.338672; 264.236003; 264.266104; 264.347404; 264.429629; 264.588505; 264.527649; 264.687747; 264.767259; 264.505178; 263.735712; 263.079107; 262.645632; 262.053192; 261.573255; 261.314392; 261.249572; 261.318743; 261.581689; 261.341691; 261.166066; 261.404335; 261.510849; 261.510313; 262.085855; 262.850046; 263.772458; 264.453411; 265.005648; 265.356362; 265.639842; 265.939653; 265.947104; 265.814900; 266.098380; 266.338199; 266.246319; 266.248107; 266.224384; 265.977293; 265.297413; 264.876276; 264.419556; 263.918310; 263.534546; 263.232410; 263.111442; 262.912720; 262.695044; 262.288839; 261.675030; 261.161804; 260.865599; 260.727942; 260.556430; 260.473311; 260.345906; 260.535419; 260.805964; 260.868311; 260.855973; 260.536045; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
858.6; 11:52:02; (); (); (); (); (); (); (); (); (); 271.424651; 271.166742; 270.343632; 269.826651; 269.665152; 269.671828; 269.427896; 269.100398; 268.604130; 267.949343; 267.427653; 266.796887; 266.433418; 265.907079; 265.327960; 264.772207; 264.599055; 264.666885; 264.606148; 264.395416; 264.382839; 264.707536; 265.131235; 265.486032; 265.994042; 266.257763; 266.480476; 266.973972; 267.547756; 268.108726; 268.714011; 269.273788; 269.597352; 269.831926; 269.977778; 269.565761; 268.961132; 268.785298; 268.822044; 268.628061; 268.416703; 267.923206; 267.306417; 266.626239; 265.781641; 265.177310; 264.549822; 264.103711; 263.906151; 263.767332; 263.463050; 263.215691; 263.015211; 262.701452; 262.609661; 262.738138; 262.704492; 262.696892; 262.698323; 262.933254; 263.417423; 263.615012; 263.844967; 264.002532; 264.337927; 265.065283; 265.731961; 266.168296; 266.380191; 266.365021; 266.535521; 266.730756; 266.981453; 267.223865; 266.940475; 266.616255; 266.506046; 266.212076; 266.167969; 265.871704; 265.314579; 264.842272; 264.616847; 264.356405; 264.011562; 263.660610; 263.481706; 262.964398; 262.617588; 262.522399; 262.303472; 262.297809; 262.602359; 262.727708; 263.107061; 263.410360; 263.697803; 263.685942; 263.655633; 263.874352; 264.002651; 264.256269; 264.833450; 265.452832; 266.049773; 266.551584; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
862.0; 11:52:10; (); (); (); (); (); (); (); (); (); 271.424651; 271.544904; 271.265179; 271.200329; 270.862281; 270.646244; 270.454735; 270.017207; 269.533634; 268.854976; 268.417060; 267.994285; 267.531753; 267.133415; 266.749918; 266.419351; 266.260356; 266.085386; 265.991449; 265.929252; 265.790790; 265.771747; 265.954107; 265.972108; 266.034603; 265.917987; 265.735328; 265.591174; 265.449405; 265.182704; 265.105486; 264.975369; 264.859974; 264.718264; 264.605343; 264.528990; 264.418900; 264.174432; 264.260352; 264.154196; 264.230311; 264.306188; 264.357448; 264.263779; 264.082044; 263.976842; 263.901681; 263.690829; 263.677090; 263.611585; 263.553560; 263.440967; 263.461798; 263.044357; 262.860775; 262.527198; 262.232244; 261.931390; 261.586070; 261.616260; 261.284858; 260.801226; 260.224730; 259.569198; 259.010404; 258.779198; 258.717597; 258.769363; 258.947343; 259.317636; 259.782195; 260.182619; 260.606736; 261.162728; 261.588216; 262.198269; 262.797594; 263.106287; 263.452768; 263.561338; 263.547152; 263.233781; 263.137639; 263.255864; 263.117552; 262.844980; 262.465209; 262.195408; 261.727720; 261.646539; 261.573732; 261.642724; 261.779815; 262.128592; 262.236804; 262.502074; 262.874097; 262.835920; 262.714684; 262.816250; 262.914300; 262.914598; 262.714714; 262.725294; 262.721330; 262.719184; 262.971789; 262.877047; 262.681842; 262.520581; 262.092531; 261.718094; 261.741787; 261.693090; 261.540651; 261.434227; 261.648208; 261.722386; (); (); (); (); (); (); (); (); (); (); (); (); (); 
865.4; 11:52:19; (); (); (); (); (); (); (); (); (); 271.424651; 271.514386; 272.062957; 272.275895; 272.153616; 271.994531; 271.797419; 271.868587; 271.991044; 272.135675; 272.055179; 271.691799; 271.492869; 271.656007; 271.682590; 271.496743; 271.085560; 270.550638; 270.220280; 270.064712; 269.712508; 269.589692; 269.253790; 268.692076; 268.172532; 267.814338; 267.655671; 267.392397; 266.764373; 266.081691; 265.481710; 265.269876; 265.135437; 264.954120; 264.758646; 264.681041; 264.409751; 264.352888; 264.352590; 264.202774; 264.290690; 264.199227; 264.167607; 264.217645; 264.643699; 264.994144; 264.942884; 264.922440; 264.869243; 264.689982; 264.604419; 264.379859; 263.892293; 263.477355; 263.273120; 262.935668; 262.611210; 262.362391; 261.897266; 261.222452; 260.646433; 260.046393; 259.254664; 258.756399; 258.493215; 258.478016; 258.559048; 258.751065; 258.632571; 258.300960; 258.027405; 257.977128; 258.304864; 258.675516; 259.071648; 259.638518; 260.630995; 261.533469; 262.081355; 262.446165; 262.742698; 263.285875; 263.782382; 264.127344; 264.645457; 265.104502; 265.524596; 265.725166; 265.712529; 265.493304; 265.096366; 264.767438; 264.412701; 264.126658; 263.537139; 262.792856; 262.157828; 261.564821; 260.993034; 260.413349; 259.895504; 259.548634; 259.274364; 259.274691; 259.123534; 259.284228; 259.393424; 259.759903; 260.050833; 260.627538; 261.015773; 261.193424; 261.482954; 261.971802; 262.527108; 263.105303; 263.636410; 263.733983; (); (); (); (); (); (); (); (); (); (); (); (); (); 
868.8; 11:52:28; (); (); (); (); (); (); (); (); (); (); 273.315191; 273.011237; 272.719622; 272.467673; 272.046566; 271.375746; 271.025330; 270.878762; 270.431131; 269.916803; 269.488722; 268.836379; 268.175840; 267.612249; 267.013818; 266.186178; 265.600652; 265.221447; 264.795631; 264.358729; 263.921320; 263.356954; 262.768507; 262.267590; 261.839926; 261.608839; 261.770427; 261.981130; 262.230366; 262.313277; 262.438625; 262.591332; 262.787193; 263.255566; 263.601571; 264.114350; 264.726996; 265.136570; 265.304029; 265.495628; 265.560955; 265.334398; 265.235513; 265.264601; 265.458792; 265.660644; 265.629172; 265.235007; 264.907449; 264.921814; 265.007734; 265.012413; 265.027821; 265.326589; 265.605837; 265.870303; 266.137511; 266.174167; 266.157240; 266.007721; 265.880793; 266.085178; 266.299576; 266.408145; 266.194046; 265.890092; 265.692115; 265.523940; 265.345424; 265.250802; 264.969140; 265.019208; 264.946967; 264.883846; 265.044779; 265.020639; 265.070379; 265.002906; 264.767587; 264.767319; 264.599681; 264.197111; 263.824195; 263.622642; 263.432384; 263.440311; 263.293356; 263.140231; 263.220608; 263.288647; 263.413697; 263.361573; 263.435453; 263.924062; 264.103174; 264.417619; 264.831930; 264.891982; 265.048146; 265.128136; 265.297025; 265.446573; 265.840977; 266.130716; 266.218871; 266.109109; 266.024947; 266.324311; 266.252875; 266.247123; 266.090959; 266.292810; 266.646981; 266.746044; 266.858965; 266.836554; 266.612917; (); (); (); (); (); (); (); (); (); (); (); (); (); 
872.2; 11:52:36; (); (); (); (); (); (); (); (); (); (); 269.862503; 270.178288; 270.542562; 270.466477; 270.476878; 270.488381; 270.606846; 270.727307; 270.477086; 270.040125; 269.435614; 269.083619; 269.255966; 269.482493; 269.190609; 269.008338; 268.742859; 268.495202; 268.277198; 267.984599; 267.631054; 267.200559; 266.844720; 266.564757; 266.226918; 265.843689; 265.544504; 265.099794; 264.464706; 264.115572; 263.722569; 263.331831; 262.919635; 262.712538; 262.471795; 262.249053; 261.927336; 261.731654; 261.809886; 261.797488; 261.709660; 261.517674; 261.548162; 261.734426; 261.875510; 262.078375; 262.291998; 262.573779; 262.811571; 262.977749; 263.328433; 263.730347; 264.245182; 264.477253; 264.710039; 265.374154; 266.081303; 266.563237; 266.755581; 266.771287; 266.820520; 266.927660; 267.162681; 267.298877; 267.485827; 267.607868; 267.666638; 267.677784; 267.866820; 268.123209; 268.093944; 268.109649; 268.234104; 268.503577; 268.773586; 268.670738; 268.578112; 268.321127; 268.088073; 267.939627; 267.761707; 267.753065; 267.607540; 267.439097; 267.273724; 267.019928; 266.786754; 266.519487; 266.436756; 266.226143; 266.274154; 265.936434; 265.646100; 265.299857; 265.167922; 265.016139; 264.956057; 264.954448; 264.804810; 264.859885; 265.017629; 265.063167; 264.975816; 264.781684; 264.518529; 264.285058; 264.074475; 264.147282; 264.483035; 264.595330; 264.531821; 264.316171; 264.086008; 264.100015; 263.747215; 263.336629; 263.115436; (); (); (); (); (); (); (); (); (); (); (); (); (); 
875.6; 11:52:45; (); (); (); (); (); (); (); (); (); (); 268.239200; 268.358827; 268.696308; 268.844008; 268.930882; 268.962711; 269.107133; 268.925786; 268.916607; 268.784583; 268.642277; 268.438160; 268.341780; 268.360734; 268.423170; 268.410385; 268.496960; 268.538773; 268.654108; 268.731177; 268.845648; 268.634558; 268.709064; 268.580586; 268.334597; 268.174380; 267.839730; 267.170906; 266.465515; 266.072184; 265.685409; 265.095860; 264.607966; 264.424056; 264.403969; 264.344871; 264.533162; 264.557958; 264.613062; 264.757574; 265.018761; 265.596062; 266.351342; 266.986728; 267.309397; 267.777711; 268.107682; 267.977744; 267.615855; 267.230749; 266.960174; 266.561866; 265.987635; 265.579730; 265.277058; 264.774919; 264.096320; 263.546854; 262.916803; 262.417763; 261.466593; 260.637164; 260.361671; 260.316014; 260.223925; 259.868473; 259.602040; 259.774923; 259.743452; 259.704530; 259.872764; 259.772301; 259.902924; 259.736955; 259.923756; 260.645062; 261.042714; 260.864466; 260.490358; 260.271370; 260.096639; 260.244399; 260.287851; 260.231525; 260.059208; 259.842217; 259.968042; 259.903222; 260.135174; 260.270327; 260.260791; 260.353506; 260.550767; 260.531157; 260.877460; 261.288941; 261.326313; 261.362106; 261.318922; 261.535197; 261.790484; 262.068510; 262.311071; 262.517393; 262.693107; 262.684256; 262.610883; 262.686342; 263.001353; 263.010204; 262.911230; 263.009608; 263.375670; 263.901681; 264.157653; 263.336629; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
878.9; 11:52:53; (); (); (); (); (); (); (); (); (); (); (); 268.358827; 271.578342; 271.066338; 270.773888; 270.696819; 270.612329; 270.468920; 270.490170; 270.260572; 270.162821; 270.242065; 269.917428; 269.669712; 269.519567; 269.386917; 269.446135; 269.315064; 269.530535; 269.640267; 269.691199; 269.748509; 269.818097; 269.596040; 269.290656; 268.848121; 268.620551; 268.211395; 267.432511; 267.013997; 266.668826; 266.500831; 266.460001; 265.953481; 265.467077; 265.062600; 264.552444; 264.278382; 263.993859; 263.848454; 263.602287; 262.831628; 262.787491; 262.973994; 262.804270; 262.615234; 262.593567; 262.582749; 262.501270; 262.516290; 262.397230; 262.340069; 261.986345; 261.710972; 261.366248; 261.245340; 261.403829; 261.350036; 261.334211; 261.304080; 261.161536; 260.683268; 260.101914; 260.107487; 260.048926; 260.212362; 260.453463; 260.873914; 261.321038; 261.895984; 262.418330; 262.933850; 263.432920; 263.858169; 264.392018; 265.043825; 265.732050; 266.504318; 266.891837; 267.178476; 267.512202; 267.756760; 267.843455; 267.823070; 267.729282; 267.443985; 267.079502; 266.330332; 265.869915; 265.478551; 264.947534; 264.530241; 264.181912; 263.674319; 263.401031; 262.928158; 262.529194; 262.297243; 262.245744; 262.498438; 262.883186; 263.088882; 263.656288; 264.215171; 264.559329; 264.990538; 265.280694; 265.747577; 266.107917; 266.238958; 266.498804; 266.756386; 267.048895; 267.461866; 267.481297; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
882.2; 11:53:02; (); (); (); (); (); (); (); (); (); (); (); (); 266.010582; 265.772879; 265.705496; 265.597463; 265.425026; 265.317202; 265.489429; 265.857875; 266.179264; 266.515911; 266.945899; 267.184138; 267.336071; 267.767757; 268.265992; 269.187003; 269.875705; 270.336211; 270.591944; 270.741522; 270.695835; 270.467579; 269.950986; 269.269377; 268.656075; 268.246979; 267.979085; 267.612219; 266.981751; 266.267866; 265.646338; 265.154213; 264.651746; 264.404595; 264.523774; 264.647305; 264.627069; 264.450788; 264.423519; 264.169633; 263.659984; 263.353080; 263.270378; 263.214260; 263.044685; 262.624800; 262.161821; 261.704594; 261.280835; 260.945320; 260.646284; 260.730952; 260.827601; 260.839731; 261.099577; 261.664480; 261.894286; 261.774778; 261.656672; 261.615962; 261.897385; 262.451023; 262.837529; 262.981504; 262.980729; 263.095766; 263.194174; 263.147950; 263.195515; 263.228148; 263.003409; 263.060391; 263.457328; 264.048159; 264.245600; 264.215201; 264.244050; 264.238030; 264.212817; 264.270633; 264.192164; 264.068335; 264.147460; 264.249027; 264.300168; 264.423937; 264.597803; 264.655590; 264.732718; 265.066713; 265.088350; 265.054584; 265.447050; 266.107380; 266.305298; 266.537845; 266.688854; 267.101526; 267.449707; 268.112421; 268.582284; 268.929958; 269.201458; 269.457698; 269.761562; 270.223111; 270.328432; 270.420015; 270.529032; 270.832866; 271.291912; 271.699339; 272.051632; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
885.5; 11:53:10; (); (); (); (); (); (); (); (); (); (); (); (); 269.511342; 269.787341; 270.141006; 270.318121; 270.489633; 270.540833; 270.526886; 270.528883; 270.363361; 270.027280; 270.047814; 270.262331; 270.245522; 270.199358; 269.999892; 269.785643; 269.676566; 269.389242; 269.070566; 268.917888; 268.734753; 268.533111; 268.260062; 268.215030; 268.106461; 267.864287; 267.333984; 266.948372; 266.822726; 266.691327; 266.715854; 266.725957; 266.687959; 266.754657; 266.716272; 266.611159; 266.558915; 266.546339; 266.504884; 266.551942; 266.581923; 266.593128; 266.298234; 266.258925; 266.343355; 266.050041; 265.577286; 265.359491; 264.940113; 264.451921; 264.067829; 263.854325; 263.720214; 263.660699; 263.505250; 263.257146; 263.206124; 263.300866; 263.043821; 262.776136; 262.997359; 263.313621; 263.435304; 263.592154; 263.822168; 264.010191; 264.005691; 264.109552; 264.341652; 264.646590; 264.899462; 264.847517; 264.759988; 264.756739; 265.031397; 265.072465; 265.037060; 265.181929; 265.377402; 265.785486; 266.146690; 266.396642; 266.560644; 266.526371; 266.532511; 266.907722; 267.390192; 267.756104; 267.905504; 267.838061; 267.547965; 267.415851; 267.362773; 267.279357; 267.223299; 267.007083; 266.727209; 266.794235; 266.898453; 266.736984; 266.493022; 266.429245; 266.676575; 266.909122; 267.252207; 267.715394; 267.842233; 267.848670; 267.905235; 267.750889; 268.062472; 268.510878; 268.663406; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
888.8; 11:53:18; (); (); (); (); (); (); (); (); (); (); (); (); 267.368287; 267.281562; 267.310649; 267.426997; 267.299742; 267.133087; 266.849697; 266.514927; 266.163766; 265.814304; 265.695632; 265.643805; 265.674889; 265.531898; 265.311062; 265.113294; 264.910817; 264.640152; 264.318824; 264.077842; 263.942301; 264.108181; 264.452577; 264.874101; 265.125602; 265.052080; 264.921725; 264.880121; 264.907330; 265.014648; 265.123516; 265.200377; 265.250325; 265.436679; 265.689164; 265.627295; 265.497923; 265.204906; 264.799148; 264.461398; 264.324963; 264.232635; 264.297336; 264.523000; 264.733493; 264.865786; 265.044600; 265.149295; 264.897972; 264.724582; 264.800459; 264.638186; 264.594257; 265.020341; 265.330940; 265.366942; 265.361518; 265.453577; 265.561551; 265.500814; 265.588582; 265.608221; 265.689939; 266.154885; 266.500503; 266.978800; 267.679006; 268.262029; 268.582344; 268.752396; 269.195288; 269.651741; 269.662648; 269.589156; 269.698352; 269.822121; 270.040393; 270.223588; 270.114839; 270.158947; 270.094991; 269.878298; 269.538105; 269.358069; 269.161671; 268.879950; 268.560827; 268.338501; 268.148094; 267.780304; 267.403722; 267.131299; 267.090678; 266.981035; 266.516149; 266.104281; 265.864372; 265.903741; 266.160697; 266.351700; 266.358703; 266.307026; 266.462177; 266.673684; 267.179012; 267.516911; 267.610550; 267.672122; 267.928690; 268.289924; 268.772125; 269.021630; 268.568188; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
