Roll Number; 182
Recipe Name; B_R_B
Start Time; 2017-12-14; 09:25:10
File Name; D:\Mahlo\TR\171214092510B_R_B182_XMF2.txt

15492.3; 09:25:22; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 3.458161; 3.458161; 3.300690; 3.089112; 2.937118; 2.810069; 2.687081; 2.582959; 2.466958; 2.331100; 2.195200; 2.039776; 1.903734; 1.767602; 1.612131; 1.476317; 1.350448; 1.322057; 1.323024; 1.324381; 1.325850; 1.327299; 1.328532; 1.329775; 1.331026; 1.332473; 1.334468; 1.336439; 1.338647; 1.340817; 1.342706; 1.344648; 1.346106; 1.347237; 1.348004; 1.348381; 1.348717; 1.349002; 1.349553; 1.350094; 1.350011; 1.349317; 1.348166; 1.346704; 1.345349; 1.344027; 1.342727; 1.341514; 1.340403; 1.339403; 1.338704; 1.337950; 1.336825; 1.335234; 1.334012; 1.333290; 1.333033; 1.333257; 1.333594; 1.334236; 1.334854; 1.335058; 1.335065; 1.335502; 1.336244; 1.337290; 1.338523; 1.340348; 1.342675; 1.344694; 1.346593; 1.348113; 1.349481; 1.350546; 1.350833; 1.351147; 1.351902; 1.352647; 1.352779; 1.352581; 1.351801; 1.350720; 1.349743; 1.348736; 1.347522; 1.346180; 1.345087; 1.344204; 1.343840; 1.344172; 1.344394; 1.344192; 1.343992; 1.344014; 1.344256; 1.344955; 1.345561; 1.345626; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
15505.6; 09:26:05; (); (); (); (); (); (); (); 1.467140; 1.466296; 1.463142; 1.460465; 1.457757; 1.455356; 1.453589; 1.452628; 1.451713; 1.450177; 1.448281; 1.446242; 1.443823; 1.441416; 1.439356; 1.437416; 1.435743; 1.435935; 1.436271; 1.436746; 1.437476; 1.438455; 1.438953; 1.439115; 1.439626; 1.440322; 1.441019; 1.442066; 1.442847; 1.444127; 1.445661; 1.446157; 1.446431; 1.446612; 1.447042; 1.447802; 1.448088; 1.447638; 1.447010; 1.446375; 1.445895; 1.445863; 1.446871; 1.447859; 1.447106; 1.446553; 1.446839; 1.447511; 1.448197; 1.449092; 1.450259; 1.450570; 1.451201; 1.451965; 1.452717; 1.453442; 1.453677; 1.452969; 1.453350; 1.454507; 1.455511; 1.457202; 1.458567; 1.459612; 1.460179; 1.460145; 1.461043; 1.461644; 1.462212; 1.463891; 1.464746; 1.464690; 1.464437; 1.464356; 1.464573; 1.463826; 1.462685; 1.461250; 1.459076; 1.456802; 1.454797; 1.452828; 1.451432; 1.449956; 1.447470; 1.446140; 1.445702; 1.445304; 1.444026; 1.442647; 1.442393; 1.442123; 1.442519; 1.443842; 1.445505; 1.446850; 1.448069; 1.448844; 1.449582; 1.450506; 1.451337; 1.451756; 1.452162; 1.452977; 1.453544; 1.453608; 1.454816; 1.457039; 1.457864; 1.457568; 1.458511; 1.460017; 1.460769; 1.461500; 1.462138; 1.462820; 1.464315; 1.465954; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
15508.0; 09:26:14; (); (); (); (); (); (); (); 1.455992; 1.456735; 1.457796; 1.458722; 1.459500; 1.460042; 1.460473; 1.461704; 1.463492; 1.464496; 1.465152; 1.465847; 1.467213; 1.468508; 1.469293; 1.469958; 1.470179; 1.470359; 1.470437; 1.470033; 1.469679; 1.469210; 1.467684; 1.465759; 1.464627; 1.464079; 1.463526; 1.462367; 1.461353; 1.460310; 1.459364; 1.459036; 1.458649; 1.458361; 1.458456; 1.458460; 1.458809; 1.459631; 1.460506; 1.460917; 1.460978; 1.461015; 1.461119; 1.461439; 1.462551; 1.464194; 1.466454; 1.469009; 1.471088; 1.473331; 1.476178; 1.477778; 1.478010; 1.477966; 1.477957; 1.478365; 1.478846; 1.479453; 1.479738; 1.479089; 1.478301; 1.476642; 1.474361; 1.472504; 1.470737; 1.468608; 1.468001; 1.468624; 1.469553; 1.470667; 1.471227; 1.471773; 1.472472; 1.472893; 1.472924; 1.471898; 1.471151; 1.470631; 1.469784; 1.468665; 1.467141; 1.465202; 1.463375; 1.461991; 1.459800; 1.457693; 1.455733; 1.453881; 1.452853; 1.452805; 1.454220; 1.455702; 1.458341; 1.461808; 1.463985; 1.466211; 1.469023; 1.471682; 1.473901; 1.476874; 1.481203; 1.485653; 1.488563; 1.490548; 1.492025; 1.492586; 1.492924; 1.493768; 1.495173; 1.497375; 1.499274; 1.500162; 1.501175; 1.502309; 1.502877; 1.502382; 1.501734; 1.502578; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
15510.5; 09:26:23; (); (); (); (); (); (); (); 1.469599; 1.469532; 1.469087; 1.468632; 1.468578; 1.468580; 1.468574; 1.468474; 1.468326; 1.467996; 1.467438; 1.466781; 1.466133; 1.465503; 1.464981; 1.464562; 1.463956; 1.463534; 1.463241; 1.462630; 1.462684; 1.463412; 1.464261; 1.464277; 1.464068; 1.464238; 1.464356; 1.464338; 1.464641; 1.464973; 1.465378; 1.465961; 1.466584; 1.467359; 1.467940; 1.467426; 1.466682; 1.466884; 1.468880; 1.470391; 1.470834; 1.471418; 1.472993; 1.474686; 1.475112; 1.474572; 1.473972; 1.473128; 1.472007; 1.471261; 1.470934; 1.471078; 1.470692; 1.468387; 1.466035; 1.464699; 1.463186; 1.459471; 1.455977; 1.453678; 1.452454; 1.451238; 1.450068; 1.449069; 1.448637; 1.447751; 1.446264; 1.444670; 1.445198; 1.446362; 1.446796; 1.447082; 1.448339; 1.450358; 1.452260; 1.453157; 1.454148; 1.455644; 1.457095; 1.457865; 1.458777; 1.459101; 1.458796; 1.457884; 1.457355; 1.457022; 1.456943; 1.457129; 1.457240; 1.457192; 1.457585; 1.458147; 1.458149; 1.457980; 1.458008; 1.458258; 1.458962; 1.460200; 1.461697; 1.462974; 1.464237; 1.465257; 1.465623; 1.465615; 1.465550; 1.465072; 1.464886; 1.465776; 1.467293; 1.469735; 1.471140; 1.471536; 1.471528; 1.471308; 1.471368; 1.471636; 1.472191; 1.473547; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
15513.0; 09:26:31; (); (); (); (); (); (); (); 1.449610; 1.450075; 1.450525; 1.450749; 1.450711; 1.450627; 1.450538; 1.450645; 1.450795; 1.450777; 1.450669; 1.450810; 1.450674; 1.449874; 1.448610; 1.447433; 1.446186; 1.445023; 1.444112; 1.443589; 1.443277; 1.442903; 1.442505; 1.442430; 1.442340; 1.441865; 1.440931; 1.440273; 1.440192; 1.440621; 1.441636; 1.442664; 1.443137; 1.443551; 1.443897; 1.444251; 1.444735; 1.444966; 1.444847; 1.444770; 1.445295; 1.447113; 1.449714; 1.451311; 1.452845; 1.454120; 1.455230; 1.456585; 1.458249; 1.460557; 1.462238; 1.463508; 1.465445; 1.467694; 1.469703; 1.471192; 1.471905; 1.471324; 1.471456; 1.471758; 1.471488; 1.470854; 1.470113; 1.469070; 1.467892; 1.467242; 1.466826; 1.466597; 1.466778; 1.466913; 1.466514; 1.465834; 1.465394; 1.464787; 1.463904; 1.463710; 1.463907; 1.463888; 1.463472; 1.462402; 1.461028; 1.459213; 1.456907; 1.454321; 1.451636; 1.449946; 1.449267; 1.448678; 1.448431; 1.448295; 1.447816; 1.447282; 1.447482; 1.448384; 1.449562; 1.450802; 1.452569; 1.455080; 1.457513; 1.459839; 1.461451; 1.462114; 1.463816; 1.467266; 1.470835; 1.474129; 1.477307; 1.480472; 1.483101; 1.485649; 1.488268; 1.489947; 1.491527; 1.492982; 1.494841; 1.498267; 1.502196; 1.503461; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
15515.5; 09:26:40; (); (); (); (); (); (); (); 1.425676; 1.426334; 1.431882; 1.437005; 1.440494; 1.443126; 1.445371; 1.446920; 1.448686; 1.451162; 1.452980; 1.454517; 1.456095; 1.457475; 1.458413; 1.459121; 1.458768; 1.455476; 1.452366; 1.448995; 1.446344; 1.443945; 1.441202; 1.438773; 1.437273; 1.436291; 1.435308; 1.434383; 1.433969; 1.433982; 1.434216; 1.434741; 1.435291; 1.435643; 1.435748; 1.435775; 1.435974; 1.436424; 1.437075; 1.437572; 1.437716; 1.438384; 1.439084; 1.439324; 1.439535; 1.440042; 1.440569; 1.441256; 1.442164; 1.443590; 1.444880; 1.445841; 1.446592; 1.446955; 1.447205; 1.447752; 1.447965; 1.448184; 1.448600; 1.449101; 1.449138; 1.448757; 1.448857; 1.448814; 1.448397; 1.448321; 1.448953; 1.450566; 1.452665; 1.455085; 1.457853; 1.460198; 1.462020; 1.463940; 1.464636; 1.465409; 1.466654; 1.468454; 1.470541; 1.472788; 1.473873; 1.473399; 1.472167; 1.470847; 1.469595; 1.468222; 1.467560; 1.466875; 1.467027; 1.469486; 1.473427; 1.476493; 1.476863; 1.476875; 1.478370; 1.480247; 1.481784; 1.484581; 1.488565; 1.492392; 1.496366; 1.499914; 1.502904; 1.504353; 1.504161; 1.502881; 1.504883; 1.507962; 1.508683; 1.509047; 1.512475; 1.515885; 1.516946; 1.517097; 1.516312; 1.515286; 1.515284; 1.516400; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
15517.9; 09:26:49; (); (); (); (); (); (); (); 1.460847; 1.461380; 1.462253; 1.462939; 1.463167; 1.463320; 1.463487; 1.463760; 1.464165; 1.464566; 1.465570; 1.467364; 1.469200; 1.470440; 1.471163; 1.471538; 1.471682; 1.471777; 1.471672; 1.471817; 1.471879; 1.472006; 1.471678; 1.470993; 1.470260; 1.468825; 1.466988; 1.465463; 1.464357; 1.464378; 1.464147; 1.463081; 1.462116; 1.461604; 1.460789; 1.460039; 1.459438; 1.459394; 1.459160; 1.459787; 1.461530; 1.462254; 1.463003; 1.463734; 1.463559; 1.464174; 1.465645; 1.466397; 1.467289; 1.468806; 1.470079; 1.471103; 1.471811; 1.472245; 1.471771; 1.470816; 1.470677; 1.470099; 1.469432; 1.468447; 1.466814; 1.465518; 1.464516; 1.462668; 1.460886; 1.459558; 1.457707; 1.456165; 1.455081; 1.454035; 1.453124; 1.452995; 1.453980; 1.455338; 1.456224; 1.457069; 1.457845; 1.458392; 1.459278; 1.460074; 1.460464; 1.461002; 1.461905; 1.462621; 1.463325; 1.463652; 1.463214; 1.461875; 1.460509; 1.459978; 1.459789; 1.459410; 1.459308; 1.459709; 1.461226; 1.462456; 1.462994; 1.463383; 1.464272; 1.466246; 1.468284; 1.469836; 1.472937; 1.476376; 1.479168; 1.481594; 1.485469; 1.488729; 1.490580; 1.492842; 1.495971; 1.498363; 1.501177; 1.503204; 1.504291; 1.505882; 1.508669; 1.508602; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
15520.4; 09:26:57; (); (); (); (); (); (); (); 1.490051; 1.488412; 1.484821; 1.482228; 1.480589; 1.479249; 1.477800; 1.476333; 1.474521; 1.472623; 1.470776; 1.468921; 1.467100; 1.465566; 1.464219; 1.462996; 1.462765; 1.463819; 1.464825; 1.465725; 1.467111; 1.468940; 1.470511; 1.472147; 1.473919; 1.475364; 1.476855; 1.478444; 1.480133; 1.481418; 1.482383; 1.483081; 1.483470; 1.483684; 1.483521; 1.482706; 1.481424; 1.480309; 1.479083; 1.477897; 1.476858; 1.475279; 1.473494; 1.471569; 1.469036; 1.466716; 1.465214; 1.463852; 1.461987; 1.460320; 1.459236; 1.458481; 1.457091; 1.455424; 1.453956; 1.452545; 1.451302; 1.449577; 1.448065; 1.447121; 1.446170; 1.445055; 1.444100; 1.444236; 1.444144; 1.443285; 1.442413; 1.442565; 1.442011; 1.441457; 1.440537; 1.439528; 1.439329; 1.439386; 1.439727; 1.440305; 1.441777; 1.444789; 1.446579; 1.448624; 1.451055; 1.453154; 1.455230; 1.457698; 1.460567; 1.464387; 1.468672; 1.472235; 1.474766; 1.478719; 1.482889; 1.484070; 1.483707; 1.484815; 1.486617; 1.486964; 1.487337; 1.488050; 1.488365; 1.488161; 1.487716; 1.487982; 1.489044; 1.489018; 1.487588; 1.487551; 1.489039; 1.489530; 1.489099; 1.489402; 1.492090; 1.493965; 1.494579; 1.495810; 1.497336; 1.498082; 1.498464; 1.499068; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
15522.9; 09:27:06; (); (); (); (); (); (); (); 1.491197; 1.490368; 1.489231; 1.488413; 1.487841; 1.487428; 1.487166; 1.486633; 1.485498; 1.483948; 1.482994; 1.482908; 1.483114; 1.483254; 1.483617; 1.484149; 1.484949; 1.485742; 1.486399; 1.486922; 1.487134; 1.487148; 1.487380; 1.487732; 1.487988; 1.487351; 1.485871; 1.484496; 1.483254; 1.481488; 1.479369; 1.477116; 1.474715; 1.472553; 1.470350; 1.468307; 1.465992; 1.463092; 1.460726; 1.458577; 1.456773; 1.455052; 1.452977; 1.451143; 1.449542; 1.448262; 1.446934; 1.445234; 1.443316; 1.441922; 1.441288; 1.441715; 1.442444; 1.442479; 1.442766; 1.443317; 1.444252; 1.445363; 1.446326; 1.447230; 1.447802; 1.448716; 1.449803; 1.450448; 1.450804; 1.451268; 1.450808; 1.450739; 1.451352; 1.452315; 1.452466; 1.452444; 1.452988; 1.454614; 1.455536; 1.456791; 1.458292; 1.459949; 1.461892; 1.463998; 1.465811; 1.467649; 1.469039; 1.470071; 1.470936; 1.472594; 1.473760; 1.474077; 1.473544; 1.474115; 1.474694; 1.474965; 1.474799; 1.474851; 1.475057; 1.475665; 1.476948; 1.478069; 1.478807; 1.479063; 1.479193; 1.480058; 1.481116; 1.481968; 1.482759; 1.483373; 1.484126; 1.485101; 1.486774; 1.489165; 1.490939; 1.490758; 1.491035; 1.491689; 1.492704; 1.494130; 1.495122; 1.495887; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
15525.4; 09:27:15; (); (); (); (); (); (); (); 1.500504; 1.499702; 1.497456; 1.495526; 1.494128; 1.493143; 1.492011; 1.491154; 1.489705; 1.487903; 1.485481; 1.483636; 1.482349; 1.481338; 1.480345; 1.479231; 1.478481; 1.478744; 1.479560; 1.480061; 1.480053; 1.479847; 1.479658; 1.480891; 1.482306; 1.483362; 1.484087; 1.484258; 1.483950; 1.483696; 1.484064; 1.483698; 1.482669; 1.480442; 1.478678; 1.477549; 1.476591; 1.475713; 1.473191; 1.470772; 1.469062; 1.467224; 1.465848; 1.464702; 1.463690; 1.462554; 1.461539; 1.460732; 1.460442; 1.460293; 1.459819; 1.459108; 1.458224; 1.457550; 1.457060; 1.456324; 1.455520; 1.454979; 1.454627; 1.453970; 1.453210; 1.453410; 1.453453; 1.453495; 1.453856; 1.455221; 1.456145; 1.457042; 1.458415; 1.460190; 1.461950; 1.463525; 1.465505; 1.467261; 1.468683; 1.470186; 1.471849; 1.473908; 1.475222; 1.476382; 1.477231; 1.479957; 1.482259; 1.483361; 1.484644; 1.486087; 1.487652; 1.488428; 1.488340; 1.488633; 1.489348; 1.490139; 1.490150; 1.490739; 1.491170; 1.490761; 1.489124; 1.489865; 1.491197; 1.490440; 1.488705; 1.486893; 1.485318; 1.484522; 1.484296; 1.484917; 1.484352; 1.483454; 1.482999; 1.484788; 1.487809; 1.489460; 1.488284; 1.486538; 1.486711; 1.488451; 1.491673; 1.495333; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
15527.9; 09:27:23; (); (); (); (); (); (); (); 1.491769; 1.492813; 1.494098; 1.495275; 1.496038; 1.496615; 1.497107; 1.497654; 1.498858; 1.500023; 1.500925; 1.502035; 1.502954; 1.503171; 1.502404; 1.501100; 1.499531; 1.497727; 1.495539; 1.492911; 1.490217; 1.487468; 1.484372; 1.480806; 1.476456; 1.472470; 1.468439; 1.464568; 1.462412; 1.460498; 1.458183; 1.458284; 1.460424; 1.461034; 1.460611; 1.460273; 1.460274; 1.460633; 1.461428; 1.462333; 1.463424; 1.464446; 1.465454; 1.465933; 1.466315; 1.466633; 1.465055; 1.464305; 1.465098; 1.465049; 1.464716; 1.465038; 1.465201; 1.465344; 1.465657; 1.466418; 1.467625; 1.469146; 1.470727; 1.471981; 1.473512; 1.474468; 1.474189; 1.475353; 1.477895; 1.480816; 1.483630; 1.485019; 1.486085; 1.487155; 1.487333; 1.487218; 1.486616; 1.486052; 1.486142; 1.486334; 1.486774; 1.486022; 1.484608; 1.483758; 1.482234; 1.480312; 1.479937; 1.479951; 1.479734; 1.479727; 1.479883; 1.480172; 1.480396; 1.480576; 1.480636; 1.480484; 1.480590; 1.480685; 1.481787; 1.483028; 1.484375; 1.485693; 1.486724; 1.488103; 1.489328; 1.490229; 1.491461; 1.492871; 1.494369; 1.496023; 1.497680; 1.499051; 1.500067; 1.501340; 1.502874; 1.503315; 1.503879; 1.504514; 1.505164; 1.505980; 1.507166; 1.507805; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
