Roll Number; 0
Recipe Name; B_R_B
Start Time; 2017-12-13; 09:11:32
File Name; D:\Mahlo\TR\171213091132B_R_B0_THICKNESS2.txt

2571.1; 09:12:42; 0.047959; 0.065030; 0.087076; 0.106688; 0.126600; 0.142317; 0.154237; 0.166828; 0.187032; 0.207645; 0.225179; 0.242682; 0.264565; 0.287574; 0.307377; 0.324994; 0.331699; 0.332142; 0.331308; 0.330351; 0.331128; 0.331470; 0.329714; 0.326878; 0.325006; 0.324458; 0.324739; 0.321974; 0.319257; 0.317185; 0.316459; 0.316368; 0.316244; 0.315009; 0.312695; 0.310234; 0.309182; 0.308460; 0.308271; 0.308760; 0.309750; 0.308892; 0.309003; 0.308701; 0.308855; 0.309523; 0.310881; 0.312535; 0.315379; 0.319847; 0.322718; 0.322582; 0.322920; 0.321686; 0.320638; 0.319770; 0.319740; 0.322434; 0.325428; 0.325855; 0.325595; 0.326693; 0.329809; 0.330463; 0.329137; 0.329297; 0.332411; 0.334130; 0.338379; 0.339848; 0.342670; 0.345276; 0.345103; 0.344452; 0.344465; 0.345916; 0.345674; 0.546409; 1.252296; 1.960045; 2.666362; 3.474193; 4.181446; 4.887768; 5.695720; 6.502324; 7.208385; 7.888371; 8.434964; 8.457598; 8.438459; 8.420916; 8.100466; 7.379543; 6.657462; 5.831361; 5.004775; 4.177695; 3.453930; 2.730052; 1.902902; 1.075496; 0.421650; 0.078384; 0.079064; 0.078513; 0.076621; 0.074295; 0.072076; 0.070786; 0.070444; 0.070519; 0.071047; 0.071242; 0.070846; 0.070043; 0.069557; 0.069231; 0.068689; 0.068171; 0.067854; 0.067290; 0.066278; 0.068012; 0.070637; 0.073126; 0.076306; 0.078589; 0.081613; 0.085688; 0.089966; 0.094822; 0.098894; 0.101743; 0.104551; 0.108047; 0.113392; 0.119498; 0.120238; 0.120619; 
2574.0; 09:12:52; 0.306490; 0.307669; 0.307710; 0.306504; 0.306568; 0.307758; 0.307882; 0.306920; 0.295391; 0.278013; 0.261898; 0.247398; 0.231666; 0.214194; 0.195461; 0.177723; 0.160219; 0.142541; 0.125771; 0.105361; 0.086869; 0.069197; 0.049847; 0.043664; 0.041000; 0.038599; 0.036232; 0.034360; 0.032406; 0.030627; 0.029731; 0.029695; 0.029797; 0.030175; 0.105499; 0.187562; 0.205131; 0.223479; 0.244615; 0.261794; 0.279346; 0.300707; 0.319171; 0.340351; 0.361183; 0.380046; 0.399103; 0.417596; 0.431780; 0.355731; 0.320501; 0.324314; 0.328157; 0.330599; 0.332989; 0.334067; 0.334326; 0.334341; 0.333989; 0.334707; 0.336087; 0.337545; 0.338594; 0.338682; 0.340378; 0.341093; 0.338356; 0.335913; 0.335407; 0.336148; 0.337159; 0.337737; 0.338521; 0.340019; 0.340612; 0.340289; 0.341685; 0.344047; 0.345255; 0.344684; 0.344126; 0.344212; 0.344661; 0.345654; 0.346315; 0.345473; 0.344799; 0.344830; 0.345264; 0.346568; 0.347150; 0.345974; 0.344820; 0.345070; 0.345843; 0.346696; 0.347074; 0.347312; 0.346477; 0.345924; 0.346997; 0.347883; 0.332788; 0.312981; 0.292577; 0.274552; 0.256425; 0.237855; 0.219473; 0.198609; 0.179785; 0.161211; 0.139173; 0.118055; 0.097267; 0.078726; 0.062726; 0.059214; 0.057659; 0.058808; 0.061623; 0.065205; 0.069076; 0.072624; 0.076818; 0.081809; 0.087340; 0.093480; 0.099154; 0.104685; 0.109100; 0.113825; 0.118989; 0.123103; 0.124257; 0.124549; 0.124700; 0.125769; 0.126770; 0.127257; 
2576.9; 09:13:03; 0.311652; 0.311784; 0.312306; 0.313504; 0.315339; 0.317586; 0.319077; 0.319655; 0.319814; 0.319318; 0.317976; 0.317856; 0.320284; 0.323060; 0.325475; 0.327247; 0.328042; 0.327500; 0.326432; 0.324617; 0.322317; 0.320656; 0.319482; 0.318305; 0.319106; 0.320649; 0.321266; 0.320141; 0.319763; 0.318946; 0.317656; 0.317049; 0.317923; 0.318425; 0.319171; 0.319932; 0.320958; 0.321266; 0.321695; 0.322216; 0.322794; 0.322985; 0.323598; 0.324339; 0.324900; 0.325686; 0.326669; 0.327355; 0.327831; 0.328567; 0.329200; 0.329302; 0.329022; 0.328594; 0.327824; 0.326764; 0.325969; 0.325601; 0.325396; 0.325729; 0.326079; 0.326115; 0.325899; 0.325786; 0.325568; 0.325807; 0.327152; 0.329557; 0.332118; 0.334907; 0.337620; 0.339204; 0.340206; 0.340840; 0.341263; 0.341774; 0.342720; 0.344277; 0.345290; 0.345449; 0.345018; 0.344148; 0.342796; 0.341369; 0.340110; 0.339165; 0.339025; 0.339348; 0.339991; 0.340524; 0.340781; 0.341141; 0.341805; 0.343118; 0.344709; 0.346135; 0.346917; 0.347568; 0.348310; 0.349146; 0.350103; 0.351785; 0.352429; 0.352581; 0.353355; 0.354269; 0.353443; 0.352630; 0.352233; 0.351483; 0.351418; 0.352213; 0.352619; 0.352219; 0.351858; 0.351021; 0.348668; 0.347400; 0.347177; 0.346513; 0.345919; 0.346296; 0.346779; 0.347829; 0.348678; 0.348391; 0.347985; 0.348837; 0.350597; 0.352127; 0.353781; 0.355616; 0.357614; 0.358562; 0.359395; 0.360540; 0.361432; 0.361872; 0.361437; 0.362329; 
2579.8; 09:13:15; (); 0.344602; 0.343729; 0.342670; 0.342139; 0.342428; 0.342877; 0.343353; 0.344184; 0.345700; 0.346393; 0.347027; 0.347612; 0.347917; 0.348129; 0.348216; 0.348368; 0.348817; 0.349305; 0.348898; 0.348187; 0.347517; 0.346534; 0.344784; 0.343277; 0.343119; 0.343227; 0.343467; 0.343783; 0.344061; 0.344374; 0.344614; 0.344527; 0.344496; 0.344887; 0.344891; 0.345451; 0.346954; 0.348642; 0.350115; 0.350874; 0.350655; 0.350046; 0.349801; 0.350470; 0.351277; 0.352704; 0.354660; 0.356112; 0.356827; 0.357481; 0.357164; 0.355930; 0.354732; 0.354337; 0.354746; 0.355983; 0.357206; 0.357563; 0.357157; 0.356103; 0.353994; 0.352099; 0.351990; 0.353004; 0.354482; 0.356678; 0.359429; 0.361104; 0.362082; 0.362772; 0.362422; 0.362025; 0.362722; 0.363861; 0.365608; 0.368150; 0.370210; 0.370178; 0.369023; 0.367679; 0.365845; 0.363949; 0.363736; 0.363247; 0.362984; 0.363975; 0.365510; 0.365307; 0.365115; 0.365264; 0.364785; 0.363965; 0.365258; 0.366254; 0.367523; 0.369952; 0.372377; 0.372872; 0.373590; 0.374414; 0.374211; 0.373682; 0.374389; 0.375017; 0.375337; 0.376474; 0.376753; 0.375689; 0.375277; 0.374644; 0.373543; 0.372774; 0.372704; 0.373247; 0.374026; 0.374588; 0.375170; 0.375742; 0.375813; 0.375525; 0.374758; 0.374155; 0.374157; 0.374883; 0.375667; 0.376498; 0.376854; 0.376898; 0.376626; 0.377334; 0.378730; 0.379128; 0.378955; 0.379229; 0.379913; 0.380744; 0.382500; 0.384483; 0.385119; 
2583.3; 09:13:23; 0.318505; 0.316055; 0.314955; 0.314798; 0.314477; 0.313782; 0.313689; 0.314504; 0.315770; 0.316756; 0.318127; 0.320937; 0.324975; 0.327147; 0.328414; 0.329383; 0.330467; 0.332297; 0.332674; 0.331720; 0.329852; 0.327311; 0.325657; 0.324546; 0.323415; 0.322182; 0.321217; 0.319743; 0.320422; 0.320578; 0.320921; 0.321829; 0.321207; 0.321579; 0.322574; 0.324978; 0.329571; 0.333228; 0.336780; 0.340665; 0.341888; 0.343364; 0.345313; 0.345544; 0.346387; 0.346332; 0.345711; 0.345251; 0.344631; 0.345019; 0.345216; 0.343771; 0.340942; 0.338105; 0.335163; 0.333202; 0.330529; 0.328132; 0.326327; 0.325512; 0.324438; 0.324274; 0.324412; 0.324776; 0.324577; 0.324026; 0.325949; 0.330106; 0.334195; 0.337179; 0.340369; 0.342856; 0.345276; 0.346802; 0.346863; 0.348253; 0.347993; 0.349515; 0.350782; 0.350988; 0.351116; 0.349817; 0.348308; 0.346412; 0.344912; 0.343050; 0.342112; 0.342087; 0.344726; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2585.7; 09:13:28; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.296590; 0.300829; 0.308046; 0.311559; 0.314769; 0.319289; 0.319824; 0.320073; 0.321980; 0.324438; 0.327324; 0.329899; 0.332543; 0.333965; 0.336042; 0.337558; 0.337590; 0.336973; 0.337982; 0.336690; 0.334522; 0.334185; 0.333719; 0.333151; 0.334118; 0.335007; 0.334683; 0.333987; 0.331617; 0.328431; 0.325316; 0.322961; 0.321794; 0.320558; 0.320971; 0.322360; 0.323795; 0.325684; 0.327995; 0.327596; 0.327039; 0.329295; 0.333696; 0.337970; 0.343212; 0.347469; 0.350799; 0.353381; 0.353193; 0.350152; 0.347910; 0.347943; 0.348456; 0.348464; 0.348399; 0.350254; 0.349935; 0.347996; 0.346324; 0.344229; 0.341504; 0.338431; 0.336238; 0.336699; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2587.2; 09:13:33; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.311373; 0.313051; 0.317692; 0.321844; 0.326292; 0.328321; 0.328859; 0.329936; 0.329855; 0.331151; 0.332067; 0.333861; 0.337257; 0.340136; 0.340532; 0.341582; 0.340273; 0.338086; 0.336849; 0.334691; 0.334333; 0.334218; 0.333726; 0.334164; 0.335647; 0.336814; 0.333991; 0.330260; 0.329100; 0.327749; 0.325556; 0.327165; 0.327151; 0.324882; 0.323064; 0.322489; 0.321705; 0.320375; 0.318669; 0.316766; 0.315611; 0.320796; 0.325540; 0.328137; 0.330681; 0.334059; 0.333823; 0.334088; 0.335377; 0.337004; 0.339947; 0.341786; 0.344718; 0.348246; 0.350404; 0.348957; 0.345281; 0.342988; 0.342243; 0.341573; 0.340484; 0.342006; 0.344325; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2588.6; 09:13:38; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.319559; 0.322757; 0.326875; 0.328977; 0.331384; 0.332190; 0.332707; 0.333760; 0.334606; 0.334459; 0.333537; 0.334660; 0.335164; 0.335346; 0.336639; 0.336707; 0.334096; 0.331601; 0.330652; 0.329313; 0.329510; 0.328877; 0.329008; 0.331195; 0.333681; 0.335607; 0.333513; 0.331011; 0.329621; 0.329349; 0.329484; 0.332634; 0.333014; 0.332473; 0.331860; 0.329917; 0.327787; 0.325982; 0.323996; 0.323194; 0.324772; 0.329302; 0.333532; 0.336179; 0.337039; 0.336575; 0.334562; 0.334061; 0.334494; 0.335754; 0.337261; 0.339330; 0.342465; 0.343089; 0.342156; 0.340413; 0.337737; 0.335016; 0.333890; 0.333317; 0.333270; 0.334302; 0.336309; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2590.0; 09:13:43; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.326294; 0.328539; 0.328573; 0.329621; 0.331323; 0.332021; 0.332031; 0.332599; 0.333826; 0.333591; 0.333364; 0.333630; 0.335915; 0.337004; 0.337827; 0.339290; 0.339969; 0.340861; 0.340473; 0.339498; 0.338409; 0.337809; 0.337463; 0.338585; 0.339664; 0.340790; 0.341481; 0.340468; 0.339936; 0.339418; 0.338481; 0.337030; 0.337677; 0.337190; 0.336911; 0.336930; 0.337262; 0.337702; 0.335993; 0.333592; 0.330790; 0.328615; 0.328215; 0.328272; 0.328022; 0.328718; 0.329227; 0.328623; 0.328047; 0.330664; 0.331906; 0.333013; 0.335066; 0.336532; 0.337165; 0.340372; 0.342133; 0.342168; 0.342594; 0.344074; 0.343504; 0.344322; 0.346896; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2591.5; 09:13:48; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.302110; 0.303970; 0.304736; 0.306384; 0.307719; 0.310069; 0.311369; 0.312335; 0.313607; 0.315833; 0.317427; 0.318468; 0.319727; 0.321805; 0.323649; 0.325879; 0.328703; 0.328822; 0.327345; 0.326007; 0.324543; 0.325994; 0.327341; 0.328562; 0.330135; 0.332301; 0.332707; 0.333059; 0.334024; 0.334420; 0.332883; 0.331786; 0.334332; 0.337783; 0.339868; 0.340080; 0.337859; 0.333936; 0.331809; 0.330705; 0.329844; 0.332556; 0.334330; 0.333932; 0.332806; 0.332732; 0.333458; 0.333316; 0.332734; 0.333436; 0.335528; 0.337545; 0.339975; 0.341024; 0.341985; 0.341994; 0.340251; 0.339133; 0.340056; 0.342040; 0.343119; 0.342992; 0.341832; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
2592.9; 09:13:54; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.302893; 0.306223; 0.308205; 0.309897; 0.309631; 0.309672; 0.310589; 0.312091; 0.314974; 0.318547; 0.320067; 0.322273; 0.326596; 0.327882; 0.329936; 0.330505; 0.330080; 0.329919; 0.330412; 0.331772; 0.332320; 0.332870; 0.333017; 0.333057; 0.332971; 0.333685; 0.332243; 0.330770; 0.331359; 0.330138; 0.327805; 0.327269; 0.327732; 0.328266; 0.329278; 0.330920; 0.330911; 0.331266; 0.333120; 0.334126; 0.334485; 0.335819; 0.337780; 0.339058; 0.340091; 0.342435; 0.342819; 0.344372; 0.345972; 0.346526; 0.347107; 0.349713; 0.349909; 0.349373; 0.349169; 0.349257; 0.348112; 0.347516; 0.348279; 0.349805; 0.351633; 0.352095; 0.349332; 0.347760; 0.346618; 0.344706; 0.343776; 0.343687; 0.344019; 0.345546; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
