Roll Number; 0
Recipe Name; FP 4548_387 GSM
Start Time; 2018-03-08; 15:48:22
File Name; D:\Mahlo\TR\180308154822FP 4548_387 GSM0_THICKNESS2.txt

11722.4; 15:48:33; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.077609; 1.072729; 1.072608; 1.075351; 1.074586; 1.074932; 1.076496; 1.077963; 1.078705; 1.078157; 1.077814; 1.078941; 1.079127; 1.078692; 1.077470; 1.078884; 1.083185; 1.084484; 1.084633; 1.086526; 1.087178; 1.088097; 1.084845; 1.081228; 1.080917; 1.077985; 1.076484; 1.075620; 1.076179; 1.077915; 1.076075; 1.075365; 1.074524; 1.073261; 1.071462; 1.072538; 1.070900; 1.071698; 1.072593; 1.073443; 1.075020; 1.079323; 1.083137; 1.085012; 1.085038; 1.085669; 1.087497; 1.091822; 1.096847; 1.098932; 1.097656; 1.099037; 1.102473; 1.106810; 1.108601; 1.110094; 1.107789; 1.106913; 1.107163; 1.104938; 1.103488; 1.101477; 1.095719; 1.090987; 1.089673; 1.090655; 1.090060; 1.089919; 1.091114; 1.093028; 1.092649; 1.093081; 1.088788; 1.084170; 1.084017; 1.084018; 1.082460; 1.081366; 1.080491; 1.079450; 1.075628; 1.072022; 1.069573; 1.066795; 1.064930; 1.066618; 1.068647; 1.071025; 1.072844; 1.074679; 1.075496; 1.076967; 1.078611; 1.081017; 1.084722; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
11724.3; 15:48:42; (); (); (); (); (); (); (); (); (); 1.109441; 1.109759; 1.106667; 1.103454; 1.098775; 1.094330; 1.092374; 1.092214; 1.089609; 1.087914; 1.088792; 1.088136; 1.088996; 1.086910; 1.085511; 1.084875; 1.083853; 1.086008; 1.088574; 1.091114; 1.092001; 1.090096; 1.087585; 1.087708; 1.088784; 1.089188; 1.088028; 1.086775; 1.088648; 1.089816; 1.090540; 1.092175; 1.092685; 1.093397; 1.096248; 1.103153; 1.110227; 1.114064; 1.116544; 1.118571; 1.119838; 1.120830; 1.123367; 1.123249; 1.121533; 1.119430; 1.116222; 1.109875; 1.105452; 1.099308; 1.092695; 1.089639; 1.089964; 1.088686; 1.085258; 1.081515; 1.078174; 1.075855; 1.070371; 1.065479; 1.064161; 1.065618; 1.071585; 1.076420; 1.079589; 1.080151; 1.077975; 1.074768; 1.073682; 1.072966; 1.074432; 1.078301; 1.079124; 1.082674; 1.084299; 1.084637; 1.084492; 1.083931; 1.082500; 1.083177; 1.087543; 1.091090; 1.092863; 1.092069; 1.092941; 1.094230; 1.094871; 1.094831; 1.096418; 1.098791; 1.101875; 1.105214; 1.103653; 1.102758; 1.099508; 1.095548; 1.092848; 1.091384; 1.093170; 1.093633; 1.091636; 1.089502; 1.089260; 1.088786; 1.086034; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
11725.8; 15:48:50; (); (); (); (); (); (); (); (); (); 1.119886; 1.117862; 1.119407; 1.118947; 1.117781; 1.117167; 1.113495; 1.109574; 1.106888; 1.103961; 1.100949; 1.100260; 1.100895; 1.101446; 1.101490; 1.101915; 1.101942; 1.102478; 1.104100; 1.104257; 1.102060; 1.104839; 1.104858; 1.105331; 1.107523; 1.108721; 1.109157; 1.107298; 1.104601; 1.103018; 1.102473; 1.103749; 1.103314; 1.102627; 1.103110; 1.104958; 1.105982; 1.109721; 1.112549; 1.112578; 1.111732; 1.112288; 1.114264; 1.116199; 1.116262; 1.115942; 1.114858; 1.112118; 1.109653; 1.109263; 1.109668; 1.108043; 1.106399; 1.105807; 1.106172; 1.107036; 1.107649; 1.110118; 1.113774; 1.115300; 1.113853; 1.116295; 1.119493; 1.121048; 1.121381; 1.121966; 1.126448; 1.129051; 1.130468; 1.131216; 1.130207; 1.128640; 1.124082; 1.120232; 1.117971; 1.117113; 1.116430; 1.113350; 1.111568; 1.109505; 1.105105; 1.096949; 1.096571; 1.097739; 1.099917; 1.104198; 1.107672; 1.110946; 1.113372; 1.114314; 1.114037; 1.108972; 1.106491; 1.107813; 1.111997; 1.116907; 1.124225; 1.126820; 1.127274; 1.126633; 1.122387; 1.117460; 1.114524; 1.112942; 1.112486; 1.112986; 1.114392; 1.118256; 1.116220; 1.115032; 1.113982; 1.109929; 1.106213; 1.101957; 1.098385; 1.099116; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
11727.3; 15:48:58; (); (); (); (); (); (); (); (); (); 1.069898; 1.075668; 1.078375; 1.078663; 1.078559; 1.077055; 1.076729; 1.076749; 1.077760; 1.077640; 1.077263; 1.078985; 1.081217; 1.082948; 1.084928; 1.083442; 1.082101; 1.081947; 1.081677; 1.079694; 1.077119; 1.073919; 1.072288; 1.072368; 1.074023; 1.078304; 1.076665; 1.075891; 1.075517; 1.073236; 1.072186; 1.072578; 1.075680; 1.079262; 1.082324; 1.085891; 1.088864; 1.091507; 1.094144; 1.096197; 1.095640; 1.098406; 1.098937; 1.097361; 1.097179; 1.097180; 1.098505; 1.094955; 1.093787; 1.096184; 1.098129; 1.101352; 1.105862; 1.107731; 1.106229; 1.105483; 1.105001; 1.107924; 1.113626; 1.118669; 1.122135; 1.122869; 1.126771; 1.127251; 1.124447; 1.124998; 1.127737; 1.127289; 1.127768; 1.129581; 1.131985; 1.132088; 1.132185; 1.130810; 1.129400; 1.129175; 1.131088; 1.130205; 1.131661; 1.135587; 1.136807; 1.132256; 1.128231; 1.125344; 1.125143; 1.124390; 1.121281; 1.118455; 1.116354; 1.115662; 1.115339; 1.112949; 1.111844; 1.107054; 1.103440; 1.102360; 1.103941; 1.106270; 1.110522; 1.109343; 1.105439; 1.103333; 1.102107; 1.098672; 1.093094; 1.087166; 1.084871; 1.082751; 1.082876; 1.082719; 1.081474; 1.079494; 1.075331; 1.067004; 1.061736; 1.059973; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
11728.8; 15:49:07; (); (); (); (); (); (); (); (); (); 1.051865; 1.054033; 1.054144; 1.053716; 1.053173; 1.052447; 1.054982; 1.056602; 1.057527; 1.059632; 1.062364; 1.064532; 1.063325; 1.062226; 1.063918; 1.066502; 1.066299; 1.066825; 1.067257; 1.067630; 1.068188; 1.068559; 1.071979; 1.074858; 1.076133; 1.077633; 1.077699; 1.078751; 1.079537; 1.077858; 1.077281; 1.078919; 1.081045; 1.083011; 1.085331; 1.088658; 1.089670; 1.088744; 1.089591; 1.091594; 1.092826; 1.093638; 1.093884; 1.094319; 1.095432; 1.095570; 1.096148; 1.097683; 1.099504; 1.098732; 1.095861; 1.093739; 1.092411; 1.090666; 1.089316; 1.087812; 1.090095; 1.093188; 1.094793; 1.095556; 1.097399; 1.099486; 1.098365; 1.097532; 1.100257; 1.102289; 1.103833; 1.104438; 1.104541; 1.104655; 1.105595; 1.106772; 1.106498; 1.107189; 1.108803; 1.108095; 1.106084; 1.107807; 1.109555; 1.108789; 1.106456; 1.101224; 1.098996; 1.099064; 1.100793; 1.103707; 1.101428; 1.102032; 1.102089; 1.097191; 1.095473; 1.095689; 1.094782; 1.092869; 1.094378; 1.098213; 1.101317; 1.101900; 1.099014; 1.095559; 1.092664; 1.093472; 1.092755; 1.091896; 1.091880; 1.089196; 1.084686; 1.079584; 1.075524; 1.072840; 1.069387; 1.069184; 1.068206; 1.068526; 1.067267; 1.063368; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
11730.3; 15:49:15; (); (); (); (); (); (); (); (); (); 1.098462; 1.102603; 1.105566; 1.106064; 1.106408; 1.104827; 1.104454; 1.104168; 1.104056; 1.104790; 1.104054; 1.103507; 1.104877; 1.105868; 1.102521; 1.097464; 1.092318; 1.088395; 1.087292; 1.088147; 1.090313; 1.092958; 1.092162; 1.091275; 1.093408; 1.095476; 1.097889; 1.098636; 1.099863; 1.102314; 1.103017; 1.106041; 1.108969; 1.111269; 1.112956; 1.113726; 1.110616; 1.112015; 1.114869; 1.115280; 1.113105; 1.111296; 1.111144; 1.109414; 1.105706; 1.105730; 1.106112; 1.106406; 1.106272; 1.106291; 1.105514; 1.106914; 1.106108; 1.103642; 1.101797; 1.103285; 1.104503; 1.104109; 1.105277; 1.110403; 1.115300; 1.114077; 1.113085; 1.110719; 1.106422; 1.104567; 1.102916; 1.103798; 1.106936; 1.110167; 1.110769; 1.111365; 1.111793; 1.111091; 1.109893; 1.109139; 1.111477; 1.108931; 1.106404; 1.104971; 1.102906; 1.100672; 1.097883; 1.092585; 1.088566; 1.088315; 1.084068; 1.079658; 1.076596; 1.075573; 1.073786; 1.072394; 1.073826; 1.074311; 1.075116; 1.078434; 1.084037; 1.086596; 1.088035; 1.087114; 1.085580; 1.086571; 1.088463; 1.087039; 1.084736; 1.083227; 1.079020; 1.076430; 1.076110; 1.075691; 1.072681; 1.067992; 1.063086; 1.059365; 1.057088; 1.055046; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
11731.8; 15:49:24; (); (); (); (); (); (); (); (); (); 1.133877; 1.133395; 1.133665; 1.134720; 1.135548; 1.135319; 1.133617; 1.133615; 1.133480; 1.128576; 1.122335; 1.117198; 1.115232; 1.113967; 1.113238; 1.111559; 1.109232; 1.106916; 1.104204; 1.102426; 1.101406; 1.102663; 1.105779; 1.102728; 1.100881; 1.100264; 1.101176; 1.102891; 1.103382; 1.108111; 1.113299; 1.116582; 1.118666; 1.119287; 1.117576; 1.115861; 1.114439; 1.111754; 1.115984; 1.119256; 1.121336; 1.121826; 1.122442; 1.122975; 1.119170; 1.113876; 1.109368; 1.106068; 1.108294; 1.112303; 1.114767; 1.114407; 1.112939; 1.109504; 1.109684; 1.109728; 1.109267; 1.108798; 1.108491; 1.110815; 1.112637; 1.114636; 1.117750; 1.117771; 1.116399; 1.115925; 1.116575; 1.118795; 1.121875; 1.120499; 1.120156; 1.118985; 1.117042; 1.116583; 1.116443; 1.115993; 1.115324; 1.113799; 1.110198; 1.109330; 1.110054; 1.109646; 1.107080; 1.103957; 1.102935; 1.100302; 1.097583; 1.096163; 1.096852; 1.094309; 1.092357; 1.090713; 1.089176; 1.088044; 1.086168; 1.086627; 1.087165; 1.087754; 1.089927; 1.090651; 1.095120; 1.098736; 1.098927; 1.098443; 1.097142; 1.096650; 1.096724; 1.097023; 1.097788; 1.097221; 1.094331; 1.092004; 1.089857; 1.086013; 1.085553; 1.080320; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
11733.3; 15:49:32; (); (); (); (); (); (); (); (); (); 1.080371; 1.085039; 1.086943; 1.086179; 1.086913; 1.087020; 1.086807; 1.088149; 1.088915; 1.090398; 1.090361; 1.091663; 1.093654; 1.093915; 1.093647; 1.092130; 1.089764; 1.089416; 1.091454; 1.092934; 1.093074; 1.092426; 1.090759; 1.087667; 1.086043; 1.084912; 1.082998; 1.078766; 1.071903; 1.069371; 1.069601; 1.072273; 1.072902; 1.075272; 1.076719; 1.079200; 1.081938; 1.084290; 1.088251; 1.091007; 1.092004; 1.093137; 1.095524; 1.099857; 1.102187; 1.102583; 1.100280; 1.101866; 1.101139; 1.102157; 1.100085; 1.098652; 1.100933; 1.101952; 1.099995; 1.100378; 1.105270; 1.109858; 1.111080; 1.111450; 1.114396; 1.117005; 1.115903; 1.115145; 1.113574; 1.117788; 1.120393; 1.116918; 1.115108; 1.117385; 1.119083; 1.118063; 1.118251; 1.123617; 1.127771; 1.128779; 1.129359; 1.130910; 1.129411; 1.129699; 1.129429; 1.131311; 1.134432; 1.135470; 1.137609; 1.137886; 1.137692; 1.138184; 1.135806; 1.135238; 1.135147; 1.133559; 1.129840; 1.130218; 1.129384; 1.127700; 1.124281; 1.121292; 1.121302; 1.117231; 1.115719; 1.115343; 1.114207; 1.112876; 1.111914; 1.109024; 1.107986; 1.108501; 1.107565; 1.106610; 1.104784; 1.105071; 1.105524; 1.105296; 1.106927; 1.106684; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
11734.8; 15:49:41; (); (); (); (); (); (); (); (); (); 1.114323; 1.114349; 1.115520; 1.117636; 1.118883; 1.120513; 1.120230; 1.118561; 1.117616; 1.115447; 1.110501; 1.109133; 1.107785; 1.105170; 1.102907; 1.098740; 1.098110; 1.094814; 1.090602; 1.088142; 1.082826; 1.083376; 1.085856; 1.087961; 1.087797; 1.088811; 1.089734; 1.092134; 1.096035; 1.099313; 1.102934; 1.102506; 1.105763; 1.109140; 1.109865; 1.112994; 1.111562; 1.109100; 1.108201; 1.112304; 1.117721; 1.120660; 1.121136; 1.119172; 1.117561; 1.115734; 1.115522; 1.114737; 1.114456; 1.115835; 1.116334; 1.119679; 1.123233; 1.125649; 1.125799; 1.124457; 1.122899; 1.122065; 1.122453; 1.125040; 1.126486; 1.126660; 1.125255; 1.123865; 1.123051; 1.121266; 1.120121; 1.117980; 1.114840; 1.111345; 1.107306; 1.107791; 1.110827; 1.112224; 1.109909; 1.109170; 1.112069; 1.113905; 1.115100; 1.116930; 1.119028; 1.119691; 1.122516; 1.125980; 1.127644; 1.129096; 1.127731; 1.123509; 1.119428; 1.119670; 1.119913; 1.117949; 1.115554; 1.113171; 1.111075; 1.109469; 1.105998; 1.101654; 1.099486; 1.100972; 1.102991; 1.104578; 1.109381; 1.112342; 1.112629; 1.110809; 1.107828; 1.108213; 1.107219; 1.106806; 1.107697; 1.109593; 1.110709; 1.108990; 1.106174; 1.104469; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
11736.3; 15:49:49; (); (); (); (); (); (); (); (); (); 1.113448; 1.113982; 1.112944; 1.109368; 1.106285; 1.102998; 1.102057; 1.103203; 1.103101; 1.098688; 1.094571; 1.092569; 1.088519; 1.084020; 1.080851; 1.080036; 1.079129; 1.079461; 1.081328; 1.084362; 1.087153; 1.088875; 1.089842; 1.091517; 1.094299; 1.095570; 1.095756; 1.098590; 1.103465; 1.107838; 1.109107; 1.108242; 1.110230; 1.111398; 1.108892; 1.106860; 1.105687; 1.105066; 1.103654; 1.103554; 1.104745; 1.104739; 1.103391; 1.101889; 1.099602; 1.093607; 1.088463; 1.084152; 1.083658; 1.085254; 1.086604; 1.086619; 1.086937; 1.087908; 1.088374; 1.088041; 1.086951; 1.085428; 1.084426; 1.086932; 1.094600; 1.099793; 1.099861; 1.099217; 1.098429; 1.095156; 1.091683; 1.086856; 1.085411; 1.085990; 1.085746; 1.084407; 1.084215; 1.083792; 1.081669; 1.078653; 1.078057; 1.080295; 1.081309; 1.082441; 1.085692; 1.090169; 1.096375; 1.098952; 1.099162; 1.099927; 1.102216; 1.103360; 1.104197; 1.104548; 1.104405; 1.103506; 1.100194; 1.097780; 1.097653; 1.099356; 1.100271; 1.100862; 1.100659; 1.100079; 1.099784; 1.098790; 1.097790; 1.094632; 1.091179; 1.091150; 1.090371; 1.088096; 1.088284; 1.086532; 1.083446; 1.079045; 1.073638; 1.070542; 1.067851; 1.104469; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
11737.8; 15:49:58; (); (); (); (); (); (); (); (); (); 1.082484; 1.082241; 1.080745; 1.084914; 1.086616; 1.085388; 1.082117; 1.080996; 1.076740; 1.076043; 1.076764; 1.077757; 1.077352; 1.077391; 1.079457; 1.082409; 1.084933; 1.086972; 1.085379; 1.085559; 1.088997; 1.094783; 1.098917; 1.103409; 1.107021; 1.107461; 1.106667; 1.108640; 1.108011; 1.109145; 1.109824; 1.110168; 1.108334; 1.105466; 1.102499; 1.099577; 1.096276; 1.093076; 1.089431; 1.089097; 1.090558; 1.092726; 1.095454; 1.097965; 1.096746; 1.093832; 1.091132; 1.092223; 1.094570; 1.095955; 1.098239; 1.103224; 1.106339; 1.110511; 1.108895; 1.109833; 1.111013; 1.110146; 1.109196; 1.110073; 1.112068; 1.114722; 1.119946; 1.124649; 1.127589; 1.126705; 1.125437; 1.127577; 1.130944; 1.134740; 1.135348; 1.135015; 1.135907; 1.136451; 1.136894; 1.138855; 1.140271; 1.138486; 1.137972; 1.137762; 1.137577; 1.136342; 1.133005; 1.130877; 1.132739; 1.134483; 1.134431; 1.133243; 1.131251; 1.131613; 1.131570; 1.132461; 1.135213; 1.135622; 1.135894; 1.134708; 1.132938; 1.133669; 1.131781; 1.128617; 1.127906; 1.127328; 1.126169; 1.124178; 1.117051; 1.110148; 1.103716; 1.097579; 1.095354; 1.093551; 1.094537; 1.095286; 1.092430; 1.089347; 1.083613; 1.076890; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
