Roll Number; 0
Recipe Name; FP 4556_747 GSM
Start Time; 2018-04-10; 10:50:17
File Name; D:\Mahlo\TR\180410105017FP 4556_747 GSM0_THICKNESS2.txt

302.3; 10:50:24; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.836617; 1.838883; 1.841375; 1.842749; 1.840796; 1.838505; 1.841164; 1.839777; 1.839709; 1.842267; 1.845162; 1.847955; 1.849647; 1.852700; 1.854680; 1.854977; 1.856924; 1.857127; 1.853715; 1.854181; 1.852770; 1.847716; 1.847202; 1.842067; 1.834426; 1.831135; 1.833088; 1.832534; 1.832074; 1.832118; 1.831415; 1.827157; 1.823912; 1.827011; 1.829753; 1.831683; 1.836135; 1.838537; 1.839502; 1.842345; 1.843425; 1.837090; 1.833121; 1.830999; 1.831847; 1.837067; 1.844442; 1.852535; 1.854006; 1.854392; 1.854048; 1.852567; 1.851389; 1.852994; 1.855537; 1.859156; 1.863812; 1.864934; 1.860932; 1.852397; 1.839566; 1.828674; 1.822571; 1.818534; 1.819169; 1.823303; 1.829347; 1.833728; 1.833685; 1.830807; 1.829715; 1.834363; 1.840559; 1.847367; 1.853203; 1.859572; 1.863458; 1.861697; 1.864895; 1.865158; 1.863397; 1.863404; 1.862792; 1.864207; 1.868326; 1.871007; 1.870755; 1.869427; 1.867749; 1.870652; 1.873385; 1.877730; 1.887449; (); 1.854738; 1.852464; 1.853187; 1.852852; 1.855206; 1.856034; 1.855451; 1.854962; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
303.4; 10:50:33; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.862708; 1.864085; 1.864982; 1.865600; 1.865100; 1.864730; 1.865196; 1.868891; 1.865702; 1.861506; 1.856076; 1.848560; 1.845616; 1.847901; 1.851421; 1.851765; 1.847997; 1.845376; 1.840950; 1.837598; 1.838050; 1.840039; 1.842241; 1.848715; 1.853875; 1.857686; 1.858981; 1.857281; 1.853335; 1.847861; 1.843279; 1.841171; 1.844125; 1.846719; 1.851922; 1.856594; 1.858324; 1.857892; 1.852824; 1.848244; 1.845754; 1.846926; 1.848856; 1.857052; 1.863674; 1.870613; 1.877651; 1.880278; 1.884065; 1.883767; 1.877726; 1.872386; 1.871452; 1.873490; 1.872287; 1.870445; 1.868692; 1.867268; 1.862486; 1.858944; 1.855861; 1.851292; 1.844816; 1.843866; 1.839631; 1.841733; 1.848378; 1.852620; 1.852179; 1.856419; 1.859612; 1.860420; 1.859089; 1.857004; 1.857380; 1.857336; 1.856710; 1.858025; 1.857361; 1.863213; 1.861449; 1.857242; 1.855478; 1.860318; 1.863945; 1.863524; 1.862521; 1.860582; 1.853673; 1.851007; 1.849800; 1.849345; 1.849023; 1.848506; 1.845908; 1.845955; 1.845874; 1.842462; 1.834596; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
304.4; 10:50:42; (); (); (); (); (); (); (); (); (); (); (); 1.877701; 1.879505; 1.875824; 1.873350; 1.873782; 1.876025; 1.878961; 1.882506; 1.876949; 1.870419; 1.865790; 1.860605; 1.855914; 1.851463; 1.849138; 1.847695; 1.843498; 1.844344; 1.843474; 1.841978; 1.839589; 1.834090; 1.829985; 1.833711; 1.836907; 1.837143; 1.835461; 1.833602; 1.834604; 1.835187; 1.832965; 1.830952; 1.830903; 1.832218; 1.830944; 1.828847; 1.830900; 1.831156; 1.829906; 1.830221; 1.831215; 1.831438; 1.836543; 1.839760; 1.844228; 1.849934; 1.855206; 1.857792; 1.857181; 1.857640; 1.858335; 1.855300; 1.850671; 1.849799; 1.848890; 1.850427; 1.856486; 1.856399; 1.858876; 1.859094; 1.858462; 1.857610; 1.854686; 1.857100; 1.862786; 1.868019; 1.873842; 1.881769; 1.882671; 1.882068; 1.880529; 1.877005; 1.877557; 1.874228; 1.868763; 1.864388; 1.861682; 1.862872; 1.861308; 1.858199; 1.855613; 1.853610; 1.849091; 1.849319; 1.852834; 1.857990; 1.862853; 1.865914; 1.870441; 1.876457; 1.882856; 1.886139; 1.885781; 1.884704; 1.883457; 1.883731; 1.885617; 1.885554; 1.885311; 1.883238; 1.880330; 1.880108; 1.885542; 1.890023; 1.891992; 1.890905; 1.887972; 1.887239; 1.888116; 1.891322; 1.890358; 1.889893; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
305.4; 10:50:50; (); (); (); (); (); (); (); (); (); (); (); 1.885473; 1.885779; 1.882378; 1.876659; 1.869236; 1.865397; 1.862275; 1.859840; 1.857243; 1.854664; 1.847166; 1.843160; 1.839782; 1.832195; 1.824623; 1.814117; 1.808775; 1.811597; 1.817109; 1.826701; 1.833205; 1.841051; 1.854391; 1.865796; 1.865803; 1.868536; 1.872226; 1.876168; 1.881810; 1.890369; 1.899915; 1.902227; 1.899380; 1.892297; 1.890120; 1.887953; 1.885184; 1.878692; 1.871997; 1.867587; 1.864261; 1.858594; 1.853222; 1.847201; 1.840106; 1.835980; 1.829764; 1.825937; 1.830288; 1.829616; 1.825926; 1.816415; 1.809592; 1.806890; 1.808857; 1.813720; 1.820483; 1.830736; 1.839882; 1.845879; 1.851518; 1.860537; 1.871310; 1.876530; 1.875980; 1.875622; 1.882674; 1.890227; 1.896565; 1.897630; 1.892467; 1.885147; 1.876635; 1.867394; 1.862651; 1.861417; 1.858665; 1.854153; 1.849610; 1.845242; 1.848703; 1.849933; 1.847580; 1.844573; 1.847459; 1.852441; 1.856849; 1.860754; 1.864630; 1.866018; 1.860494; 1.859312; 1.861835; 1.865559; 1.867464; 1.867709; 1.863690; 1.859152; 1.857101; 1.855013; 1.849036; 1.844312; 1.842985; 1.843147; 1.844602; 1.846885; 1.843603; 1.839843; 1.838212; 1.837801; 1.833422; 1.833703; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
306.4; 10:50:59; (); (); (); (); (); (); (); (); (); (); (); 1.894733; 1.891738; 1.887082; 1.884662; 1.882948; 1.881810; 1.881826; 1.882494; 1.880651; 1.873689; 1.865720; 1.858582; 1.851236; 1.842431; 1.835275; 1.829867; 1.829632; 1.831866; 1.835334; 1.836966; 1.834907; 1.832827; 1.832394; 1.835893; 1.838676; 1.843316; 1.848178; 1.854093; 1.861101; 1.868538; 1.874423; 1.877499; 1.878706; 1.875754; 1.876282; 1.876231; 1.874400; 1.873184; 1.875478; 1.884865; 1.892205; 1.896335; 1.898599; 1.898398; 1.899241; 1.898999; 1.897061; 1.894840; 1.896983; 1.895277; 1.897571; 1.900960; 1.903795; 1.905043; 1.903715; 1.898604; 1.892299; 1.887593; 1.885193; 1.884145; 1.884045; 1.888203; 1.895117; 1.898812; 1.905417; 1.906941; 1.905819; 1.903435; 1.899570; 1.895474; 1.895126; 1.893449; 1.890529; 1.886549; 1.881416; 1.879986; 1.876051; 1.870457; 1.866490; 1.859250; 1.860945; 1.865010; 1.867752; 1.869188; 1.869552; 1.866557; 1.867890; 1.873418; 1.879357; 1.880993; 1.877595; 1.874897; 1.871980; 1.870110; 1.871890; 1.866801; 1.863764; 1.861404; 1.859364; 1.857325; 1.855943; 1.850471; 1.846958; 1.846705; 1.848904; 1.852081; 1.853841; 1.854812; 1.853780; 1.851526; 1.852336; 1.851688; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
307.4; 10:51:07; (); (); (); (); (); (); (); (); (); (); (); (); 1.845074; 1.841188; 1.838317; 1.838026; 1.839609; 1.840175; 1.840125; 1.837887; 1.833502; 1.828956; 1.829877; 1.835693; 1.843419; 1.848984; 1.847811; 1.848208; 1.850399; 1.852149; 1.854282; 1.853859; 1.854997; 1.856324; 1.858104; 1.864362; 1.868537; 1.870799; 1.871936; 1.872922; 1.871072; 1.871174; 1.870595; 1.870029; 1.871425; 1.871825; 1.873009; 1.871917; 1.870523; 1.869602; 1.865159; 1.860581; 1.857650; 1.854753; 1.852011; 1.854105; 1.855491; 1.860441; 1.865734; 1.867839; 1.865947; 1.864458; 1.862879; 1.859269; 1.853641; 1.852437; 1.853524; 1.856246; 1.859607; 1.860732; 1.861995; 1.865519; 1.867855; 1.867615; 1.866826; 1.868214; 1.871323; 1.872938; 1.876094; 1.883471; 1.889796; 1.892118; 1.891535; 1.891433; 1.894297; 1.896840; 1.894806; 1.893728; 1.896651; 1.898711; 1.900375; 1.896895; 1.893328; 1.889468; 1.885519; 1.880791; 1.878553; 1.877655; 1.877052; 1.874844; 1.870472; 1.869677; 1.864457; 1.859176; 1.858592; 1.858439; 1.859920; 1.861595; 1.861219; 1.857867; 1.855297; 1.848668; 1.846535; 1.847148; 1.850172; 1.854518; 1.856578; 1.860653; 1.865127; 1.868135; 1.867330; 1.867177; 1.868027; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
308.5; 10:51:16; (); (); (); (); (); (); (); (); (); (); (); 1.858869; 1.857235; 1.854971; 1.853096; 1.852111; 1.848203; 1.846014; 1.846574; 1.849076; 1.849727; 1.851559; 1.853130; 1.852701; 1.849628; 1.847878; 1.848500; 1.848744; 1.847257; 1.844346; 1.842618; 1.842106; 1.839882; 1.835553; 1.834142; 1.831855; 1.827826; 1.822910; 1.821863; 1.827315; 1.832927; 1.833269; 1.832838; 1.833806; 1.837271; 1.838800; 1.840174; 1.843651; 1.851105; 1.853487; 1.856956; 1.863022; 1.869893; 1.870430; 1.867420; 1.865897; 1.867138; 1.869669; 1.873428; 1.879081; 1.884850; 1.887660; 1.887417; 1.883855; 1.881209; 1.880634; 1.876779; 1.873136; 1.873912; 1.876768; 1.876915; 1.880041; 1.883387; 1.885508; 1.882086; 1.876452; 1.874108; 1.870490; 1.865467; 1.858329; 1.852283; 1.846670; 1.840783; 1.835566; 1.834347; 1.832442; 1.830261; 1.826186; 1.821474; 1.817793; 1.812247; 1.809049; 1.809407; 1.813087; 1.820770; 1.826646; 1.831323; 1.835851; 1.840033; 1.841077; 1.844124; 1.843694; 1.843418; 1.844587; 1.848041; 1.855015; 1.859626; 1.862153; 1.859670; 1.855357; 1.851143; 1.846043; 1.841018; 1.836314; 1.832882; 1.826936; 1.824617; 1.827055; 1.830495; 1.829474; 1.827027; 1.823890; 1.822519; 1.823396; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
309.5; 10:51:25; (); (); (); (); (); (); (); (); (); (); (); 1.896339; 1.900727; 1.903890; 1.905922; 1.908087; 1.910462; 1.910982; 1.910158; 1.907765; 1.906697; 1.909507; 1.911332; 1.912888; 1.912260; 1.908155; 1.902647; 1.893487; 1.892172; 1.891364; 1.888770; 1.884757; 1.878811; 1.878106; 1.881416; 1.883319; 1.879798; 1.879932; 1.879145; 1.881013; 1.886451; 1.888628; 1.890955; 1.885947; 1.881167; 1.877516; 1.875246; 1.875320; 1.869303; 1.863306; 1.862175; 1.860740; 1.854470; 1.852527; 1.848376; 1.845553; 1.847259; 1.847476; 1.845579; 1.846222; 1.847500; 1.848092; 1.850943; 1.852827; 1.851608; 1.850169; 1.850636; 1.849453; 1.848802; 1.850532; 1.851432; 1.849780; 1.853358; 1.856320; 1.861584; 1.865091; 1.866225; 1.863336; 1.859255; 1.856545; 1.855426; 1.856326; 1.859262; 1.858512; 1.854280; 1.850993; 1.851110; 1.850773; 1.848650; 1.841974; 1.838232; 1.840712; 1.844769; 1.855562; 1.867924; 1.873203; 1.875683; 1.880484; 1.882477; 1.884453; 1.883818; 1.879602; 1.878809; 1.880602; 1.882677; 1.882215; 1.879758; 1.879168; 1.875829; 1.876182; 1.878617; 1.879129; 1.876484; 1.871706; 1.870927; 1.874157; 1.877266; 1.877282; 1.879205; 1.880926; 1.882406; 1.883021; 1.883036; 1.882389; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
310.5; 10:51:33; (); (); (); (); (); (); (); (); (); (); (); 1.882649; 1.885577; 1.889867; 1.890644; 1.889749; 1.892849; 1.897188; 1.897341; 1.894446; 1.890426; 1.886208; 1.882699; 1.880917; 1.886089; 1.885960; 1.885344; 1.884568; 1.883675; 1.884445; 1.883302; 1.881735; 1.881072; 1.883421; 1.889519; 1.895973; 1.898684; 1.898030; 1.895898; 1.890206; 1.889423; 1.889232; 1.889283; 1.887041; 1.884261; 1.884983; 1.883843; 1.879861; 1.878240; 1.875637; 1.875382; 1.875375; 1.875178; 1.875944; 1.878963; 1.880920; 1.880467; 1.878988; 1.878485; 1.883364; 1.886430; 1.888446; 1.889414; 1.887090; 1.880756; 1.878676; 1.881092; 1.886011; 1.893279; 1.901858; 1.904573; 1.906180; 1.907338; 1.906660; 1.904309; 1.901016; 1.899094; 1.897675; 1.896870; 1.901246; 1.900026; 1.895732; 1.887802; 1.877972; 1.870040; 1.868104; 1.870310; 1.873476; 1.874940; 1.871992; 1.871486; 1.873284; 1.876318; 1.880269; 1.878936; 1.876764; 1.875942; 1.878225; 1.880707; 1.883442; 1.886340; 1.881646; 1.875379; 1.872058; 1.872275; 1.873938; 1.873351; 1.874265; 1.877598; 1.880268; 1.885276; 1.888360; 1.887000; 1.883893; 1.882927; 1.882434; 1.888122; 1.894379; 1.898958; 1.901106; 1.902500; 1.904252; 1.902682; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
311.5; 10:51:42; (); (); (); (); (); (); (); (); (); (); (); 1.895181; 1.893179; 1.891658; 1.887796; 1.884384; 1.884559; 1.882688; 1.878324; 1.874669; 1.878404; 1.877511; 1.871886; 1.867896; 1.868422; 1.867454; 1.871862; 1.872412; 1.872716; 1.875837; 1.880018; 1.880036; 1.880117; 1.884177; 1.892088; 1.889497; 1.886191; 1.887162; 1.890128; 1.891722; 1.895854; 1.891958; 1.889874; 1.888886; 1.886418; 1.880594; 1.875787; 1.872198; 1.867952; 1.863000; 1.859799; 1.853744; 1.848764; 1.844302; 1.838932; 1.832445; 1.831034; 1.829773; 1.828479; 1.829273; 1.831853; 1.836325; 1.839139; 1.841657; 1.844089; 1.847444; 1.852748; 1.854703; 1.857299; 1.862178; 1.869944; 1.877157; 1.882646; 1.884088; 1.881203; 1.880745; 1.879333; 1.879331; 1.882622; 1.887193; 1.890105; 1.891364; 1.889088; 1.885639; 1.882173; 1.874428; 1.866140; 1.862778; 1.863192; 1.867444; 1.868656; 1.866777; 1.864831; 1.860938; 1.857448; 1.855097; 1.849762; 1.851650; 1.852741; 1.852031; 1.851340; 1.852243; 1.851010; 1.849075; 1.847186; 1.847049; 1.850788; 1.853153; 1.854959; 1.856325; 1.857305; 1.863848; 1.865796; 1.865628; 1.866705; 1.872577; 1.879601; 1.882851; 1.883327; 1.883395; 1.884725; 1.883269; 1.883089; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
312.6; 10:51:50; (); (); (); (); (); (); (); (); (); (); (); 1.850459; 1.845189; 1.842000; 1.841296; 1.841622; 1.842794; 1.842623; 1.840249; 1.843633; 1.846082; 1.845872; 1.843381; 1.841958; 1.845638; 1.854568; 1.861214; 1.865441; 1.870460; 1.872896; 1.871570; 1.868910; 1.865458; 1.862352; 1.860497; 1.859735; 1.861089; 1.862828; 1.862602; 1.858517; 1.853524; 1.855662; 1.857467; 1.856312; 1.854870; 1.850954; 1.845148; 1.845944; 1.850527; 1.852447; 1.853121; 1.854704; 1.858110; 1.860448; 1.858836; 1.856027; 1.853878; 1.851893; 1.852328; 1.856580; 1.865128; 1.874075; 1.879190; 1.879079; 1.880272; 1.883994; 1.884545; 1.882924; 1.883845; 1.884732; 1.883176; 1.882299; 1.884579; 1.887506; 1.887730; 1.880529; 1.874076; 1.871522; 1.871840; 1.870046; 1.864284; 1.862936; 1.861414; 1.859043; 1.861825; 1.865150; 1.861845; 1.858803; 1.856678; 1.855259; 1.859923; 1.862885; 1.865203; 1.868101; 1.871245; 1.871367; 1.870747; 1.871412; 1.871795; 1.871596; 1.871922; 1.873007; 1.871626; 1.868649; 1.864810; 1.863460; 1.864043; 1.863244; 1.858776; 1.849608; 1.846283; 1.844909; 1.841628; 1.837519; 1.834765; 1.832606; 1.836148; 1.841702; 1.847200; 1.849428; 1.849652; 1.848137; 1.846907; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
