Roll Number; 4
Recipe Name; TEST 1
Start Time; 2017-11-22; 12:29:41
File Name; D:\Mahlo\TR\171122122941TEST 14_THICKNESS2.txt

31.5; 12:29:47; (); (); (); 1.484615; 1.489145; 1.495306; 1.490060; 1.485348; 1.489596; 1.495351; 1.494083; 1.491220; 1.493780; 1.494996; 1.500783; 1.501501; 1.501917; 1.500656; 1.494595; 1.490102; 1.491470; 1.498326; 1.506023; 1.505278; 1.504240; 1.509900; 1.519023; 1.528858; 1.535160; 1.539536; 1.539025; 1.537251; 1.541837; 1.551501; 1.554178; 1.551853; 1.548845; 1.550961; 1.549120; 1.550613; 1.545796; 1.539325; 1.534270; 1.530617; 1.532819; 1.536578; 1.538045; 1.539733; 1.540327; 1.542934; 1.545452; 1.542283; 1.533572; 1.532411; 1.527096; 1.527846; 1.530279; 1.531582; 1.535297; 1.530301; 1.529248; 1.527131; 1.522309; 1.518070; 1.513598; 1.515119; 1.520038; 1.522340; 1.526768; 1.531181; 1.537436; 1.542677; 1.541494; 1.543346; 1.550578; 1.558494; 1.567006; 1.572925; 1.575315; 1.578756; 1.576770; 1.578877; 1.586753; 1.590183; 1.587630; 1.577460; 1.572364; 1.576475; 1.577097; 1.574660; 1.570454; 1.565314; 1.567292; 1.575398; 1.577866; 1.581973; 1.586923; 1.590841; 1.591465; 1.589264; 1.589174; 1.589153; 1.588180; 1.584997; 1.582182; 1.580151; 1.578713; 1.575343; 1.565086; 1.558342; 1.558014; 1.555150; 1.551060; 1.549048; 1.547299; 1.548741; 1.552982; 1.555868; 1.555529; 1.555124; 1.555986; 1.559046; 1.564222; 1.569624; 1.574908; 1.572928; 1.570959; 1.568291; 1.566432; 1.576176; (); (); (); (); (); (); (); (); (); (); 
33.2; 12:29:56; (); (); (); 1.423706; 1.437689; 1.451347; 1.456326; 1.459147; 1.460206; 1.463109; 1.468931; 1.481929; 1.503567; 1.521684; 1.534151; 1.536646; 1.535268; 1.537197; 1.541852; 1.544518; 1.541284; 1.542330; 1.547622; 1.551575; 1.550083; 1.542011; 1.540012; 1.539803; 1.533387; 1.528435; 1.529181; 1.530556; 1.527807; 1.522331; 1.514527; 1.506568; 1.501878; 1.501213; 1.498908; 1.499827; 1.507587; 1.510324; 1.508167; 1.515178; 1.516585; 1.511613; 1.507800; 1.509900; 1.513232; 1.518165; 1.528048; 1.530982; 1.521097; 1.512594; 1.511909; 1.510869; 1.503916; 1.494903; 1.482539; 1.477922; 1.481296; 1.485577; 1.484794; 1.483023; 1.481009; 1.478335; 1.478478; 1.484475; 1.493759; 1.498971; 1.499303; 1.503799; 1.511425; 1.518721; 1.523217; 1.526492; 1.528866; 1.532072; 1.534819; 1.536705; 1.539573; 1.546993; 1.548859; 1.548550; 1.548047; 1.547065; 1.547324; 1.547455; 1.552283; 1.556040; 1.556747; 1.554786; 1.559583; 1.565123; 1.565117; 1.563606; 1.564032; 1.573351; 1.573035; 1.569976; 1.569641; 1.571161; 1.572522; 1.557616; 1.540244; 1.534191; 1.532194; 1.521133; 1.516589; 1.513926; 1.508103; 1.501111; 1.490239; 1.489016; 1.490369; 1.488298; 1.482836; 1.478515; 1.490741; 1.508810; 1.517214; 1.520062; 1.521341; 1.518146; 1.517766; 1.523844; 1.527533; 1.532927; 1.532438; (); (); (); (); (); (); (); (); (); (); (); 
34.9; 12:30:05; (); (); 1.512134; 1.510889; 1.509839; 1.507741; 1.506242; 1.507482; 1.509075; 1.507971; 1.502309; 1.501050; 1.505581; 1.514885; 1.514220; 1.517139; 1.531146; 1.544685; 1.550063; 1.544263; 1.533105; 1.525371; 1.520179; 1.513298; 1.510297; 1.508115; 1.505076; 1.505772; 1.500639; 1.499709; 1.496782; 1.489323; 1.477659; 1.473533; 1.485789; 1.501291; 1.514273; 1.524271; 1.532474; 1.532700; 1.531385; 1.532457; 1.534589; 1.539940; 1.547262; 1.552667; 1.556426; 1.557998; 1.555895; 1.555435; 1.555879; 1.554545; 1.547679; 1.546094; 1.548229; 1.553238; 1.556452; 1.555175; 1.556291; 1.557538; 1.556563; 1.554109; 1.551277; 1.551862; 1.552096; 1.552380; 1.555950; 1.565408; 1.570535; 1.572269; 1.573656; 1.575403; 1.574322; 1.568205; 1.565714; 1.567200; 1.570107; 1.570516; 1.574715; 1.575478; 1.572180; 1.566913; 1.566404; 1.565536; 1.565783; 1.563313; 1.558810; 1.563887; 1.569208; 1.570120; 1.566821; 1.567370; 1.580450; 1.584726; 1.584026; 1.584770; 1.584779; 1.578047; 1.574145; 1.576662; 1.577502; 1.576085; 1.572376; 1.570650; 1.572820; 1.575982; 1.574184; 1.569519; 1.569485; 1.565812; 1.564481; 1.567716; 1.572086; 1.572630; 1.566281; 1.564290; 1.564958; 1.570873; 1.572531; 1.568383; 1.569887; 1.570696; 1.565956; 1.562095; 1.566974; 1.569183; 1.568621; 1.570844; 1.532438; (); (); (); (); (); (); (); (); (); (); (); 
36.6; 12:30:14; (); (); 1.471357; 1.480751; 1.479164; 1.482783; 1.490079; 1.493568; 1.489903; 1.488972; 1.490390; 1.493296; 1.504455; 1.516087; 1.522903; 1.523913; 1.519266; 1.510582; 1.502738; 1.503370; 1.507769; 1.506389; 1.505659; 1.513455; 1.521903; 1.520061; 1.523102; 1.521024; 1.514146; 1.511703; 1.519153; 1.529023; 1.540258; 1.552015; 1.554537; 1.549694; 1.543662; 1.538484; 1.534303; 1.529230; 1.528810; 1.527883; 1.528705; 1.534280; 1.537439; 1.529945; 1.520845; 1.510971; 1.502079; 1.500268; 1.498074; 1.502219; 1.504683; 1.498875; 1.494721; 1.489780; 1.492659; 1.495495; 1.495909; 1.501533; 1.511215; 1.516687; 1.520659; 1.529516; 1.539192; 1.548098; 1.554586; 1.563337; 1.577851; 1.584014; 1.593023; 1.593599; 1.593625; 1.599761; 1.592694; 1.585232; 1.584956; 1.587998; 1.586339; 1.580077; 1.578813; 1.575571; 1.570499; 1.565919; 1.563432; 1.561575; 1.560681; 1.555712; 1.549330; 1.554348; 1.559878; 1.560003; 1.556879; 1.555505; 1.555192; 1.553004; 1.553644; 1.553411; 1.548920; 1.544600; 1.536020; 1.531532; 1.528618; 1.523212; 1.514607; 1.510257; 1.514654; 1.516987; 1.513514; 1.513757; 1.513355; 1.514064; 1.516203; 1.519122; 1.523682; 1.527245; 1.529211; 1.529133; 1.532391; 1.539446; 1.542788; 1.547745; 1.550059; 1.552360; 1.552242; 1.552172; 1.549074; 1.548506; 1.551818; (); (); (); (); (); (); (); (); (); (); (); 
44.8; 12:30:58; (); (); (); 1.490408; 1.487581; 1.486309; 1.486604; 1.488461; 1.493033; 1.499010; 1.502734; 1.513512; 1.522319; 1.523799; 1.523984; 1.519812; 1.518342; 1.519814; 1.526559; 1.533488; 1.538313; 1.537911; 1.537641; 1.539203; 1.537337; 1.532372; 1.526302; 1.523173; 1.522620; 1.521452; 1.516890; 1.512716; 1.507752; 1.500150; 1.493441; 1.490977; 1.489630; 1.485822; 1.479972; 1.477173; 1.478669; 1.481555; 1.484854; 1.489002; 1.491331; 1.493718; 1.497660; 1.504979; 1.514725; 1.521912; 1.523996; 1.524164; 1.523307; 1.522436; 1.524108; 1.523661; 1.527568; 1.528848; 1.525689; 1.522915; 1.525336; 1.526035; 1.523222; 1.520118; 1.516674; 1.517355; 1.523140; 1.532765; 1.543299; 1.543341; 1.547584; 1.541505; 1.542225; 1.548582; 1.556827; 1.557765; 1.558062; 1.558396; 1.560786; 1.564168; 1.560123; 1.554911; 1.547807; 1.540458; 1.545888; 1.546620; 1.551144; 1.552033; 1.548431; 1.539974; 1.539712; 1.538433; 1.536207; 1.536279; 1.539790; 1.544249; 1.552692; 1.559608; 1.559627; 1.559776; 1.564375; 1.566742; 1.566336; 1.567171; 1.574427; 1.582281; 1.587959; 1.587600; 1.583690; 1.579018; 1.574361; 1.569542; 1.573178; 1.578771; 1.570785; 1.558134; 1.553291; 1.551964; 1.549675; 1.544576; 1.535543; 1.529905; 1.531440; 1.533168; 1.531547; 1.532783; 1.533101; 1.523186; 1.518366; (); (); (); (); (); (); (); (); (); (); (); 
46.4; 12:31:07; (); (); (); 1.492240; 1.490308; 1.486539; 1.492317; 1.492442; 1.485747; 1.481387; 1.483449; 1.493983; 1.493101; 1.496303; 1.495576; 1.490686; 1.486966; 1.488051; 1.487143; 1.488382; 1.488204; 1.484203; 1.486967; 1.491361; 1.494785; 1.491157; 1.485517; 1.484831; 1.489027; 1.493354; 1.496787; 1.494039; 1.491239; 1.488394; 1.486957; 1.492017; 1.498148; 1.492710; 1.491090; 1.491272; 1.490533; 1.487564; 1.483397; 1.477099; 1.474880; 1.474389; 1.476701; 1.473752; 1.473079; 1.474417; 1.471924; 1.471124; 1.479465; 1.484237; 1.488046; 1.491226; 1.492054; 1.493302; 1.492278; 1.492561; 1.492499; 1.488653; 1.497253; 1.508002; 1.517201; 1.520740; 1.515701; 1.511798; 1.515231; 1.520354; 1.524783; 1.532175; 1.537311; 1.543835; 1.548935; 1.555201; 1.563345; 1.564065; 1.559868; 1.557225; 1.563683; 1.576371; 1.587794; 1.594722; 1.595612; 1.594618; 1.595851; 1.595958; 1.591445; 1.588065; 1.587378; 1.588236; 1.587793; 1.588903; 1.585919; 1.579173; 1.577385; 1.575335; 1.572692; 1.575757; 1.581213; 1.583912; 1.583876; 1.587897; 1.592466; 1.594560; 1.595855; 1.602038; 1.605454; 1.607089; 1.601306; 1.591576; 1.584763; 1.578940; 1.572297; 1.567573; 1.567941; 1.571405; 1.574939; 1.577538; 1.577298; 1.574425; 1.568441; 1.567575; 1.569172; 1.575395; 1.582043; 1.585161; 1.589047; (); (); (); (); (); (); (); (); (); (); (); 
48.1; 12:31:16; (); (); (); 1.513507; 1.526752; 1.533972; 1.537232; 1.539274; 1.543459; 1.548006; 1.547313; 1.544094; 1.552957; 1.563063; 1.572362; 1.574642; 1.572710; 1.572012; 1.567258; 1.553050; 1.544080; 1.540776; 1.539487; 1.539082; 1.534532; 1.530906; 1.529044; 1.520816; 1.514190; 1.505751; 1.509283; 1.515261; 1.512767; 1.513099; 1.514917; 1.518971; 1.523592; 1.525502; 1.523635; 1.523316; 1.526212; 1.530482; 1.534461; 1.535206; 1.538523; 1.541391; 1.545201; 1.549522; 1.550641; 1.555628; 1.555216; 1.550896; 1.546512; 1.541359; 1.540080; 1.537687; 1.530847; 1.526885; 1.530137; 1.527249; 1.525810; 1.525227; 1.525015; 1.527373; 1.522142; 1.524982; 1.531182; 1.537028; 1.544021; 1.547659; 1.548238; 1.554091; 1.561676; 1.569982; 1.581200; 1.577284; 1.570736; 1.564928; 1.559734; 1.562630; 1.563266; 1.557719; 1.549107; 1.550103; 1.548291; 1.553406; 1.552991; 1.547603; 1.542174; 1.536342; 1.531545; 1.530949; 1.537633; 1.536442; 1.537434; 1.540377; 1.546716; 1.555617; 1.558172; 1.561307; 1.562972; 1.564071; 1.565123; 1.564657; 1.561342; 1.565747; 1.569890; 1.570806; 1.581326; 1.582272; 1.579750; 1.576146; 1.572188; 1.570298; 1.569065; 1.566889; 1.562190; 1.556582; 1.558452; 1.559239; 1.558112; 1.559047; 1.560279; 1.555445; 1.554871; 1.553085; 1.552989; 1.552784; 1.546428; (); (); (); (); (); (); (); (); (); (); (); 
49.8; 12:31:25; (); (); 1.472343; 1.479376; 1.484927; 1.494587; 1.500931; 1.503444; 1.504268; 1.504836; 1.504198; 1.508287; 1.510785; 1.509229; 1.511895; 1.515923; 1.527799; 1.532351; 1.530953; 1.532292; 1.523046; 1.512265; 1.506760; 1.509413; 1.510360; 1.509470; 1.506117; 1.509322; 1.518804; 1.516495; 1.510105; 1.499585; 1.489811; 1.484002; 1.478070; 1.479233; 1.486487; 1.492928; 1.493672; 1.496101; 1.495893; 1.501919; 1.507835; 1.512745; 1.515292; 1.516282; 1.520049; 1.527475; 1.537791; 1.545721; 1.552316; 1.550630; 1.545749; 1.541840; 1.537366; 1.539447; 1.539329; 1.535983; 1.532782; 1.537795; 1.537877; 1.539764; 1.541104; 1.538525; 1.540527; 1.542195; 1.543816; 1.547919; 1.555061; 1.559273; 1.563651; 1.567585; 1.569677; 1.568838; 1.563313; 1.566790; 1.565024; 1.566264; 1.572758; 1.572610; 1.572782; 1.580342; 1.582387; 1.578575; 1.566703; 1.554655; 1.551784; 1.555105; 1.560591; 1.563295; 1.565254; 1.567910; 1.570595; 1.570762; 1.567184; 1.561197; 1.561094; 1.560832; 1.562010; 1.571500; 1.582584; 1.586264; 1.586563; 1.586802; 1.588991; 1.596584; 1.601648; 1.602579; 1.600057; 1.600207; 1.601241; 1.600122; 1.600521; 1.601105; 1.598530; 1.589174; 1.585015; 1.575283; 1.564109; 1.560285; 1.558706; 1.552290; 1.547546; 1.544584; 1.545123; 1.546928; 1.542367; 1.536323; 1.532823; (); (); (); (); (); (); (); (); (); (); (); 
51.5; 12:31:35; (); (); 1.429221; 1.428128; 1.431448; 1.437655; 1.442647; 1.447829; 1.454468; 1.463999; 1.473283; 1.475764; 1.484072; 1.495674; 1.496079; 1.506166; 1.501582; 1.498458; 1.503836; 1.511957; 1.515311; 1.520770; 1.526260; 1.528261; 1.523851; 1.515828; 1.510843; 1.509610; 1.510724; 1.511494; 1.508866; 1.516819; 1.527037; 1.527536; 1.521105; 1.516126; 1.511933; 1.508242; 1.506355; 1.510461; 1.517082; 1.522319; 1.521047; 1.512918; 1.514060; 1.508724; 1.503293; 1.504073; 1.510493; 1.520466; 1.526725; 1.525286; 1.522951; 1.523465; 1.522028; 1.528391; 1.537063; 1.550821; 1.561402; 1.562300; 1.574566; 1.579579; 1.580075; 1.578479; 1.565623; 1.567159; 1.576289; 1.581725; 1.584262; 1.589724; 1.589962; 1.590238; 1.590264; 1.590924; 1.592697; 1.590943; 1.594739; 1.597744; 1.600987; 1.606220; 1.607385; 1.604918; 1.601813; 1.599400; 1.595305; 1.587429; 1.583508; 1.582246; 1.582673; 1.581715; 1.578586; 1.577089; 1.572500; 1.567963; 1.573644; 1.569229; 1.567048; 1.566278; 1.564498; 1.564275; 1.566407; 1.566581; 1.567759; 1.569957; 1.572757; 1.577954; 1.575918; 1.572767; 1.571389; 1.572518; 1.578189; 1.579983; 1.581176; 1.581885; 1.577353; 1.569781; 1.556324; 1.541896; 1.528842; 1.523497; 1.515803; 1.510585; 1.508921; 1.507380; 1.498139; 1.486729; 1.478531; 1.468956; 1.457271; (); (); (); (); (); (); (); (); (); (); (); 
53.2; 12:31:44; (); (); (); 1.400727; 1.409346; 1.417101; 1.419485; 1.422822; 1.426646; 1.428965; 1.430327; 1.431043; 1.433641; 1.436747; 1.438659; 1.438331; 1.445384; 1.455215; 1.462133; 1.460822; 1.466155; 1.468695; 1.471963; 1.479849; 1.493160; 1.498429; 1.506189; 1.513473; 1.518213; 1.523088; 1.534734; 1.543185; 1.547645; 1.547004; 1.546064; 1.540863; 1.538474; 1.529765; 1.519241; 1.511985; 1.512943; 1.515376; 1.516885; 1.518721; 1.520274; 1.512851; 1.510797; 1.511556; 1.515375; 1.520311; 1.524906; 1.528703; 1.537478; 1.542385; 1.532793; 1.521297; 1.516033; 1.516365; 1.517862; 1.517716; 1.518352; 1.517967; 1.517392; 1.515833; 1.514649; 1.519280; 1.523228; 1.525398; 1.529307; 1.540427; 1.549827; 1.547534; 1.546034; 1.548369; 1.549621; 1.553367; 1.549892; 1.544279; 1.540023; 1.541012; 1.528736; 1.526771; 1.527422; 1.525236; 1.523664; 1.520301; 1.525405; 1.524320; 1.522655; 1.529545; 1.534057; 1.538123; 1.543025; 1.545833; 1.543399; 1.553175; 1.556334; 1.558215; 1.567434; 1.577725; 1.583954; 1.579927; 1.582239; 1.586488; 1.582462; 1.575569; 1.575675; 1.577111; 1.577718; 1.574455; 1.562153; 1.551315; 1.537000; 1.524179; 1.523028; 1.522413; 1.530695; 1.531717; 1.527137; 1.526269; 1.529145; 1.529517; 1.528150; 1.529073; 1.535471; 1.550120; 1.562687; 1.578928; 1.591224; (); (); (); (); (); (); (); (); (); (); (); 
