Roll Number; 1
Recipe Name; TEST 1
Start Time; 2017-11-22; 11:44:43
File Name; D:\Mahlo\TR\171122114443TEST 11_XMF2.txt

19.0; 11:44:52; (); (); (); (); 22.007957; 20.242862; 18.840615; 17.559783; 16.437843; 15.310051; 14.461884; 13.491970; 11.500489; 9.575467; 7.656006; 5.887317; 4.805044; 4.126217; 3.568730; 3.143539; 2.832229; 2.671036; 2.600623; 2.552354; 2.536545; 2.522377; 2.514831; 2.515050; 2.511474; 2.514053; 2.516387; 2.522958; 2.528933; 2.533702; 2.535209; 2.532526; 2.531522; 2.530231; 2.526260; 2.518331; 2.511668; 2.508026; 2.504000; 2.502335; 2.498503; 2.487615; 2.475310; 2.453946; 2.434421; 2.416352; 2.403973; 2.393770; 2.380511; 2.365096; 2.358546; 2.356469; 2.350983; 2.341907; 2.332699; 2.324659; 2.325190; 2.326030; 2.327187; 2.328930; 2.335167; 2.336103; 2.341435; 2.354697; 2.364692; 2.369128; 2.374392; 2.377666; 2.383806; 2.391725; 2.395800; 2.394635; 2.393501; 2.395909; 2.398144; 2.398574; 2.399023; 2.395581; 2.388886; 2.384912; 2.382240; 2.379138; 2.381168; 2.381642; 2.386392; 2.393904; 2.409445; 2.428729; 2.443766; 2.458617; 2.469992; 2.481789; 2.497246; 2.511049; 2.523397; 2.534550; 2.542383; 2.548431; 2.552273; 2.553893; 2.555562; 2.550247; 2.545718; 2.540362; 2.531659; 2.525762; 2.521988; 2.522824; 2.530267; 2.551857; 2.594576; 2.675696; 2.838560; 3.122548; 3.467570; 3.942178; 4.557424; 5.090857; 5.432396; 5.670039; 5.944479; 6.227899; 6.603839; 7.186596; 7.815091; (); (); (); (); (); (); (); (); (); (); (); 
23.5; 11:45:01; (); (); (); 30.322707; 28.495890; 25.703284; 23.577468; 21.847282; 20.317848; 19.152397; 18.146740; 15.970129; 13.250563; 10.709924; 8.514760; 6.842482; 5.629118; 4.687984; 3.929954; 3.435325; 3.063990; 2.838228; 2.739102; 2.684024; 2.654892; 2.638176; 2.625947; 2.614997; 2.607865; 2.604210; 2.600801; 2.599465; 2.600123; 2.598357; 2.596630; 2.592520; 2.587031; 2.581390; 2.578249; 2.571845; 2.562810; 2.558405; 2.556028; 2.553938; 2.550364; 2.548661; 2.541436; 2.529693; 2.512780; 2.492102; 2.476348; 2.461417; 2.450204; 2.438068; 2.426628; 2.417278; 2.411004; 2.403745; 2.394764; 2.386111; 2.375078; 2.368090; 2.368183; 2.373276; 2.383120; 2.397155; 2.412129; 2.423809; 2.436118; 2.446445; 2.453561; 2.450954; 2.449693; 2.450396; 2.455501; 2.458430; 2.462968; 2.474755; 2.741442; 4.674782; 6.910196; 7.273117; 7.266584; 7.258701; 7.252026; 7.245680; 7.248133; 7.248626; 7.254558; 7.260323; 7.271735; 7.279186; 7.284991; 7.082868; 5.096135; 2.861525; 2.495387; 2.500270; 2.506179; 2.508594; 2.518384; 2.521320; 2.526833; 2.524460; 2.518059; 2.510103; 2.497387; 2.487878; 2.476675; 2.464382; 2.457874; 2.440976; 2.440453; 2.433079; 2.454755; 2.498295; 2.605191; 2.814797; 3.120770; 3.442537; 3.918077; 4.338386; 4.472366; 4.617816; 4.800315; 5.042725; 5.314340; 5.622788; 6.015240; (); (); (); (); (); (); (); (); (); (); (); 
28.0; 11:45:11; (); (); (); 30.322707; 22.855602; 20.906295; 19.256654; 17.962362; 16.805030; 15.642439; 14.875221; 13.851236; 11.281870; 9.169450; 7.467711; 5.918919; 4.701626; 3.937016; 3.506566; 3.167849; 2.879071; 2.683272; 2.571903; 2.515874; 2.500305; 2.501363; 2.508223; 2.514411; 2.518779; 2.523982; 2.526133; 2.526747; 2.533027; 2.534221; 2.530449; 2.521720; 2.513991; 2.506131; 2.498111; 2.489794; 2.479433; 2.468869; 2.456675; 2.449069; 2.445290; 2.437773; 2.426832; 2.408098; 2.388095; 2.371716; 2.361266; 2.352716; 2.340402; 2.334944; 2.334307; 2.334975; 2.333135; 2.328021; 2.323659; 2.315732; 2.311580; 2.312163; 2.319301; 2.328891; 2.342204; 2.351411; 2.358604; 2.371708; 2.379688; 2.384303; 2.385569; 2.388257; 2.389568; 2.387248; 2.383505; 2.379552; 2.378731; 2.377733; 2.375472; 2.380960; 2.771938; 4.636100; 6.200105; 6.791580; 6.890544; 6.902036; 6.911807; 6.923182; 6.936634; 6.953200; 6.968619; 6.981535; 6.997442; 7.005786; 6.988719; 6.291182; 4.481676; 3.097980; 2.565293; 2.528967; 2.527333; 2.525780; 2.522681; 2.518897; 2.516051; 2.511786; 2.504645; 2.495697; 2.489305; 2.482231; 2.476113; 2.475046; 2.478331; 2.491695; 2.522506; 2.582874; 2.717129; 2.995642; 3.327654; 3.705149; 4.138197; 4.667436; 4.914960; 5.098340; 5.310297; 5.561263; 5.945899; 6.546184; 6.015240; (); (); (); (); (); (); (); (); (); (); (); 
32.6; 11:45:20; (); (); (); 24.732020; 23.057958; 20.905496; 19.340470; 17.951301; 16.743709; 15.811257; 14.999570; 12.951253; 10.829004; 9.226187; 7.379122; 5.865341; 4.853063; 4.150300; 3.650340; 3.199955; 2.914282; 2.772840; 2.696739; 2.645671; 2.622537; 2.609286; 2.599111; 2.588624; 2.582844; 2.580511; 2.584145; 2.588315; 2.588039; 2.585514; 2.584524; 2.579930; 2.574826; 2.565050; 2.557384; 2.550808; 2.542195; 2.534599; 2.530701; 2.525675; 2.522097; 2.513777; 2.501574; 2.491236; 2.485444; 2.478413; 2.473501; 2.467041; 2.461997; 2.449481; 2.439036; 2.427760; 2.419916; 2.411583; 2.403487; 2.395215; 2.388454; 2.383611; 2.380488; 2.382168; 2.384791; 2.383927; 2.390917; 2.398149; 2.410647; 2.424271; 2.438334; 2.448856; 2.455007; 2.460728; 2.467958; 2.468590; 2.474423; 2.481383; 2.483144; 2.482350; 2.483333; 2.479499; 2.477212; 2.477170; 2.474079; 2.470112; 2.467107; 2.472595; 2.481637; 2.493674; 2.506208; 2.513678; 2.519623; 2.524046; 2.529938; 2.534848; 2.539793; 2.540413; 2.539043; 2.537541; 2.542742; 2.549390; 2.547702; 2.544171; 2.534508; 2.524613; 2.510918; 2.499880; 2.495851; 2.496353; 2.504150; 2.510907; 2.535487; 2.559577; 2.617983; 2.750601; 2.987292; 3.330744; 3.737199; 4.315169; 4.973081; 5.254054; 5.493920; 5.760064; 6.036272; 6.406996; 6.807213; 7.283729; (); (); (); (); (); (); (); (); (); (); (); (); 
37.1; 11:45:29; (); (); (); 21.818271; 20.758297; 19.085373; 17.770450; 16.573299; 15.526576; 14.602958; 13.677593; 12.461196; 10.799071; 9.159702; 7.693970; 6.439836; 5.353326; 4.349053; 3.430298; 2.992002; 2.712764; 2.560541; 2.496807; 2.452816; 2.445374; 2.454786; 2.467387; 2.486669; 2.497457; 2.511347; 2.523821; 2.535540; 2.544711; 2.549949; 2.550008; 2.552132; 2.556072; 2.552932; 2.544964; 2.537732; 2.529460; 2.519063; 2.504975; 2.490186; 2.477288; 2.463145; 2.450516; 2.434980; 2.415380; 2.401133; 2.388516; 2.366885; 2.351882; 2.343545; 2.332985; 2.324933; 2.320642; 2.317120; 2.313261; 2.309272; 2.304894; 2.301649; 2.301123; 2.302770; 2.302314; 2.302542; 2.311011; 2.324212; 2.337795; 2.348047; 2.354673; 2.360113; 2.367384; 2.374198; 2.377019; 2.375768; 2.373447; 2.376947; 2.380863; 2.385471; 2.386091; 2.379478; 2.369770; 2.359662; 2.350130; 2.342213; 2.337590; 2.338984; 2.340497; 2.349352; 2.362160; 2.377235; 2.388265; 2.397374; 2.407202; 2.418020; 2.429995; 2.441513; 2.450482; 2.459835; 2.470405; 2.475343; 2.478080; 2.481411; 2.481065; 2.477835; 2.471131; 2.462533; 2.455255; 2.450551; 2.452608; 2.466058; 2.506378; 2.595504; 2.759091; 2.971100; 3.210316; 3.518980; 4.016542; 4.558605; 5.165920; 5.828776; 6.176758; 6.451260; 6.717307; 7.072691; 7.601374; 8.267683; 8.759640; (); (); (); (); (); (); (); (); (); (); (); 
41.7; 11:45:38; (); (); (); 25.963315; 24.129345; 21.883410; 20.351677; 18.817537; 17.351988; 16.235816; 15.208893; 13.803564; 12.184063; 9.868515; 7.720684; 5.962469; 4.671674; 3.941595; 3.431463; 3.072215; 2.885386; 2.766992; 2.700380; 2.655327; 2.626532; 2.607146; 2.585306; 2.561212; 2.555803; 2.553148; 2.552125; 2.552233; 2.549802; 2.546405; 2.543361; 2.537726; 2.530435; 2.522765; 2.516470; 2.510044; 2.503481; 2.503111; 2.508696; 2.508048; 2.503782; 2.495558; 2.488025; 2.475227; 2.460144; 2.444877; 2.429606; 2.411446; 2.403373; 2.397645; 2.388721; 2.383329; 2.378478; 2.370318; 2.367027; 2.363361; 2.358828; 2.358253; 2.358011; 2.360664; 2.368012; 2.375925; 2.392345; 2.404163; 2.411597; 2.419963; 2.423005; 2.419785; 2.413469; 2.405035; 2.404175; 2.410169; 2.413695; 2.420755; 2.425021; 2.426151; 2.425480; 2.419081; 2.413827; 2.407061; 2.402405; 2.403529; 2.415094; 2.428388; 2.442719; 2.451949; 2.462587; 2.530894; 2.617463; 2.626932; 2.634868; 2.648471; 2.657758; 2.660922; 2.666694; 2.668986; 2.669286; 2.665954; 2.664394; 2.659262; 2.648881; 2.636811; 2.564763; 2.473029; 2.462726; 2.450213; 2.446576; 2.451636; 2.493817; 2.568046; 2.696721; 2.865349; 3.201701; 3.761005; 4.378995; 5.051557; 5.799504; 6.214104; 6.486169; 6.840683; 7.266946; 7.703241; 8.226141; 8.900274; 9.371950; (); (); (); (); (); (); (); (); (); (); (); 
46.2; 11:45:47; (); (); (); 25.963315; 21.099192; 19.119319; 17.814973; 16.645311; 15.580729; 14.650694; 13.735811; 12.623228; 11.117788; 9.431478; 7.666560; 6.086600; 4.741536; 3.830148; 3.345649; 3.048107; 2.803016; 2.645286; 2.560435; 2.528707; 2.520611; 2.515374; 2.517971; 2.522061; 2.519239; 2.516836; 2.517227; 2.522376; 2.526212; 2.527233; 2.522477; 2.514166; 2.505624; 2.495332; 2.486349; 2.471752; 2.457519; 2.444558; 2.432990; 2.425499; 2.417552; 2.409241; 2.398140; 2.383431; 2.376481; 2.367522; 2.359224; 2.350605; 2.339351; 2.325752; 2.316763; 2.311420; 2.308121; 2.307331; 2.307629; 2.305964; 2.302827; 2.300970; 2.301817; 2.298594; 2.298851; 2.303154; 2.307033; 2.314599; 2.328035; 2.339951; 2.344354; 2.344250; 2.340174; 2.336877; 2.337612; 2.336619; 2.336775; 2.335775; 2.339104; 2.343271; 2.345188; 2.344848; 2.341551; 2.388148; 2.545972; 2.583114; 2.587230; 2.591569; 2.592845; 2.592008; 2.600712; 2.616383; 2.632199; 2.643797; 2.651014; 2.655281; 2.661843; 2.668082; 2.635633; 2.478939; 2.439303; 2.440500; 2.443160; 2.450819; 2.457079; 2.457141; 2.450623; 2.446917; 2.443979; 2.439686; 2.437670; 2.439518; 2.447299; 2.466653; 2.512725; 2.628970; 2.852545; 3.201924; 3.692603; 4.253984; 4.818192; 5.338767; 5.708495; 5.970974; 6.242022; 6.559338; 6.986452; 7.576942; 8.275764; (); (); (); (); (); (); (); (); (); (); (); 
50.7; 11:45:56; (); (); (); 25.678769; 23.843354; 21.755624; 20.227446; 18.993518; 17.738475; 16.895671; 15.695083; 13.372865; 11.256252; 9.531915; 7.993686; 6.424224; 5.263319; 4.406856; 3.805002; 3.370119; 3.020729; 2.804068; 2.707947; 2.647999; 2.606623; 2.581816; 2.571022; 2.560383; 2.553456; 2.546709; 2.549918; 2.552029; 2.552200; 2.552762; 2.552237; 2.548600; 2.544903; 2.542868; 2.541288; 2.541592; 2.544099; 2.542530; 2.540999; 2.538140; 2.532133; 2.517637; 2.503044; 2.481061; 2.458914; 2.436611; 2.421016; 2.406107; 2.391182; 2.382241; 2.376042; 2.369983; 2.367002; 2.359749; 2.356757; 2.353833; 2.354844; 2.357806; 2.364887; 2.378878; 2.390687; 2.402273; 2.416424; 2.433737; 2.445675; 2.448005; 2.448638; 2.447337; 2.447649; 2.444175; 2.441188; 2.442980; 2.444319; 2.469300; 2.489126; 2.485772; 2.479541; 2.467642; 2.454764; 2.443347; 2.439322; 2.436161; 2.438067; 2.442694; 2.449290; 2.460405; 2.472816; 2.482620; 2.463753; 2.459810; 2.469689; 2.478927; 2.496080; 2.509349; 2.522757; 2.530899; 2.539358; 2.541730; 2.544361; 2.548745; 2.547156; 2.539686; 2.526764; 2.518409; 2.503264; 2.495062; 2.488461; 2.480243; 2.483942; 2.479655; 2.494853; 2.512855; 2.610462; 2.868264; 3.187386; 3.517693; 3.867982; 4.175297; 4.316567; 4.440105; 4.605549; 4.825242; 5.059498; 5.374747; 5.685749; (); (); (); (); (); (); (); (); (); (); (); 
55.3; 11:46:05; (); (); (); 23.431350; 22.243345; 20.267648; 18.743305; 17.694414; 16.598956; 15.475540; 14.501588; 13.159788; 11.313028; 9.146776; 7.445685; 6.144194; 4.992841; 4.085566; 3.499632; 3.115351; 2.822135; 2.634217; 2.542910; 2.489473; 2.476691; 2.477839; 2.475218; 2.480015; 2.480276; 2.480317; 2.481975; 2.482528; 2.488335; 2.489913; 2.494748; 2.491951; 2.489604; 2.478356; 2.473066; 2.468708; 2.460746; 2.453605; 2.446772; 2.440038; 2.438831; 2.436574; 2.427555; 2.406754; 2.384654; 2.364913; 2.348340; 2.333318; 2.326539; 2.318426; 2.305372; 2.301374; 2.301789; 2.301028; 2.293816; 2.286027; 2.274743; 2.266648; 2.264506; 2.267585; 2.276366; 2.281819; 2.286707; 2.289744; 2.299890; 2.311670; 2.320096; 2.323670; 2.325346; 2.329227; 2.331826; 2.332972; 2.337010; 2.342523; 2.345495; 2.341470; 2.336995; 2.334647; 2.331257; 2.324540; 2.320945; 2.317260; 2.313405; 2.316013; 2.322257; 2.332359; 2.342148; 2.352597; 2.364240; 2.376484; 2.387588; 2.400162; 2.408284; 2.415382; 2.418545; 2.423627; 2.427003; 2.432045; 2.435716; 2.438978; 2.438838; 2.437190; 2.435393; 2.434654; 2.434182; 2.436929; 2.440741; 2.449998; 2.469448; 2.504380; 2.565335; 2.694326; 2.969135; 3.359349; 3.831814; 4.387574; 4.847113; 5.157947; 5.373456; 5.629842; 5.891518; 6.200965; 6.680795; 7.276437; 5.685749; (); (); (); (); (); (); (); (); (); (); (); 
59.8; 11:46:14; (); (); (); 23.431350; 22.932395; 20.595260; 18.775351; 17.355075; 16.297144; 15.363950; 14.479540; 12.636901; 10.639083; 8.574124; 6.616580; 5.382019; 4.647684; 3.985664; 3.385048; 3.006985; 2.776664; 2.665053; 2.621412; 2.591950; 2.573702; 2.561293; 2.552226; 2.543107; 2.537030; 2.533165; 2.533754; 2.533924; 2.535766; 2.535593; 2.529353; 2.519238; 2.508624; 2.500519; 2.493394; 2.487042; 2.481193; 2.477048; 2.475366; 2.471560; 2.462087; 2.448265; 2.437623; 2.422896; 2.408537; 2.397442; 2.387997; 2.376795; 2.365680; 2.363150; 2.361487; 2.357727; 2.351397; 2.346801; 2.341344; 2.335398; 2.333868; 2.333849; 2.336474; 2.340597; 2.342177; 2.349027; 2.361487; 2.378931; 2.389356; 2.399335; 2.403888; 2.402454; 2.400019; 2.401817; 2.404027; 2.402802; 2.402553; 2.400751; 2.395779; 2.394244; 2.386847; 2.373523; 2.358465; 2.347959; 2.340794; 2.340858; 2.349535; 2.353670; 2.359922; 2.367870; 2.380856; 2.392562; 2.408272; 2.421846; 2.434980; 2.444764; 2.462438; 2.477552; 2.489168; 2.495069; 2.500873; 2.503347; 2.504823; 2.505820; 2.501383; 2.493517; 2.486707; 2.471790; 2.468511; 2.468328; 2.466073; 2.457741; 2.461244; 2.486015; 2.550392; 2.649565; 2.825017; 3.150825; 3.532432; 3.859180; 4.207496; 4.400514; 4.550937; 4.717858; 4.937177; 5.215506; 5.509468; 5.856920; (); (); (); (); (); (); (); (); (); (); (); (); 
