Roll Number; 0
Recipe Name; FP 4516_269 GSM
Start Time; 2017-10-20; 11:26:31
File Name; D:\Mahlo\TR\171020112631FP 4516_269 GSM0_THICKNESS2.txt

138.1; 11:27:40; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.646414; 0.646927; 0.647323; 0.648179; 0.646814; 0.647620; 0.648716; 0.650546; 0.651760; 0.650864; 0.652367; 0.657267; 0.660288; 0.663936; 0.669608; 0.674375; 0.674770; 0.673732; 0.672567; 0.673349; 0.674162; 0.672432; 0.669348; 0.667939; 0.668020; 0.665552; 0.663047; 0.661246; 0.657033; 0.652991; 0.650260; 0.652194; 0.653562; 0.655047; 0.656971; 0.656964; 0.660034; 0.662733; 0.663146; 0.661962; 0.662275; 0.660157; 0.662119; 0.666548; 0.668461; 0.668971; 0.670003; 0.671648; 0.673374; 0.675738; 0.680396; 0.681639; 0.684756; 0.692569; 0.698526; 0.702720; 0.707421; 0.709539; 0.708229; 0.704234; 0.702424; 0.700167; 0.699335; 0.695931; 0.691785; 0.690122; 0.690977; 0.689374; 0.685953; 0.683038; 0.680735; 0.676753; 0.673714; 0.676225; 0.680806; 0.684296; 0.687595; 0.690338; 0.696377; 0.699682; 0.696448; 0.690702; 0.687978; 0.686611; 0.685272; 0.684697; 0.686514; 0.687872; 0.687915; 0.686614; 0.685874; 0.688060; 0.688268; 0.687669; 0.687989; 0.690337; 0.696380; 0.697094; 0.697400; 0.696115; 0.695783; 0.696982; 0.698213; 0.697797; 0.698127; 0.695984; 0.691931; 0.688832; 0.682865; 0.680531; 0.677749; 0.672752; 0.669349; 0.667603; 0.668492; 0.668045; 0.665533; 0.662417; 0.659511; 0.655973; (); (); (); 
139.8; 11:27:49; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.653001; 0.650264; 0.648805; 0.647397; 0.647279; 0.646140; 0.644185; 0.644527; 0.645742; 0.647877; 0.650211; 0.651642; 0.655766; 0.659460; 0.660769; 0.663203; 0.668109; 0.668489; 0.668840; 0.667769; 0.669145; 0.672426; 0.671764; 0.669012; 0.665942; 0.664586; 0.665371; 0.663138; 0.658048; 0.653600; 0.650285; 0.647689; 0.649964; 0.651865; 0.654545; 0.655929; 0.655914; 0.657962; 0.660136; 0.660200; 0.657655; 0.655420; 0.657128; 0.661585; 0.666145; 0.669236; 0.669442; 0.668298; 0.668781; 0.669394; 0.672005; 0.674673; 0.676123; 0.678530; 0.684923; 0.692780; 0.696780; 0.699014; 0.702501; 0.700734; 0.697371; 0.695025; 0.694313; 0.694442; 0.692612; 0.689865; 0.689731; 0.690866; 0.690328; 0.687552; 0.684015; 0.681231; 0.678123; 0.675788; 0.677602; 0.683036; 0.687506; 0.689482; 0.690275; 0.691504; 0.691840; 0.687378; 0.683174; 0.681169; 0.680387; 0.678667; 0.676780; 0.676570; 0.678047; 0.678105; 0.675127; 0.676963; 0.679801; 0.682864; 0.684728; 0.684884; 0.690738; 0.694289; 0.695552; 0.696887; 0.698920; 0.702222; 0.703718; 0.704860; 0.706397; 0.706991; 0.704819; 0.700247; 0.696020; 0.694186; 0.693181; 0.686683; 0.680421; 0.677019; 0.675309; 0.673806; 0.671727; 0.669194; 0.665644; 0.661914; 0.659216; (); (); (); 
141.5; 11:27:58; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.647763; 0.646389; 0.648362; 0.648414; 0.650761; 0.650845; 0.649329; 0.649089; 0.650984; 0.652786; 0.654008; 0.656054; 0.659933; 0.664903; 0.667742; 0.671487; 0.677397; 0.677387; 0.676306; 0.673282; 0.673523; 0.675867; 0.676814; 0.674607; 0.670842; 0.669895; 0.670577; 0.667582; 0.661016; 0.656572; 0.652457; 0.649959; 0.652604; 0.655511; 0.657871; 0.658661; 0.658481; 0.659159; 0.662011; 0.663950; 0.661514; 0.660206; 0.662404; 0.667006; 0.672078; 0.674861; 0.673883; 0.671327; 0.671375; 0.674279; 0.678443; 0.681292; 0.682442; 0.682418; 0.686230; 0.693249; 0.696766; 0.699102; 0.703975; 0.702985; 0.700326; 0.699064; 0.698878; 0.698332; 0.695100; 0.690694; 0.689120; 0.690248; 0.691635; 0.690071; 0.687544; 0.685902; 0.682835; 0.678628; 0.679233; 0.684127; 0.688410; 0.690902; 0.692365; 0.694366; 0.697150; 0.694025; 0.688627; 0.685631; 0.684198; 0.682151; 0.680494; 0.680519; 0.683067; 0.683363; 0.679345; 0.678981; 0.681937; 0.685758; 0.686441; 0.686086; 0.692313; 0.696461; 0.697136; 0.697106; 0.697434; 0.699087; 0.698941; 0.699438; 0.701417; 0.703407; 0.701579; 0.696081; 0.689873; 0.688541; 0.687225; 0.682267; 0.677661; 0.673632; 0.671639; 0.670852; 0.670275; 0.669119; 0.666217; 0.662403; 0.658681; (); (); (); 
143.2; 11:28:07; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.639285; 0.639532; 0.641173; 0.644471; 0.646522; 0.648328; 0.648638; 0.647569; 0.643933; 0.646507; 0.647622; 0.650185; 0.655111; 0.661655; 0.666619; 0.673598; 0.677612; 0.677037; 0.673134; 0.669318; 0.666021; 0.665204; 0.665509; 0.665162; 0.662736; 0.662949; 0.664298; 0.661358; 0.657299; 0.654961; 0.649680; 0.646599; 0.648600; 0.650595; 0.651902; 0.653462; 0.655662; 0.657662; 0.659706; 0.661238; 0.661927; 0.663335; 0.664538; 0.664810; 0.665637; 0.666771; 0.666618; 0.667202; 0.670048; 0.674148; 0.678021; 0.679300; 0.679454; 0.680795; 0.684471; 0.687410; 0.690250; 0.695234; 0.698817; 0.698827; 0.695710; 0.694045; 0.693063; 0.691079; 0.687179; 0.684108; 0.684996; 0.686511; 0.686376; 0.683860; 0.680691; 0.677914; 0.673846; 0.671432; 0.673126; 0.679805; 0.686734; 0.690722; 0.694086; 0.697580; 0.699267; 0.697335; 0.693339; 0.691574; 0.691852; 0.691399; 0.690725; 0.691391; 0.693916; 0.695668; 0.693473; 0.691138; 0.692321; 0.692212; 0.692422; 0.694235; 0.699606; 0.705536; 0.706790; 0.707116; 0.706195; 0.704123; 0.704575; 0.706339; 0.704878; 0.703144; 0.701180; 0.697454; 0.693467; 0.688674; 0.683714; 0.677498; 0.670716; 0.666197; 0.664540; 0.664505; 0.664996; 0.662940; 0.657519; 0.654207; 0.650672; (); (); (); 
144.9; 11:28:15; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.654035; 0.654439; 0.653936; 0.653278; 0.654916; 0.656594; 0.657722; 0.658722; 0.658375; 0.656303; 0.656601; 0.658795; 0.662178; 0.665903; 0.670190; 0.676186; 0.680596; 0.682962; 0.682275; 0.680443; 0.679170; 0.678453; 0.676745; 0.676397; 0.677128; 0.677909; 0.676944; 0.672581; 0.668228; 0.663556; 0.657884; 0.653978; 0.651786; 0.652410; 0.653759; 0.653906; 0.655613; 0.657885; 0.657729; 0.658532; 0.660964; 0.662956; 0.668483; 0.673968; 0.678547; 0.681966; 0.682899; 0.683454; 0.682224; 0.682980; 0.685279; 0.686046; 0.690785; 0.692421; 0.692549; 0.693275; 0.695001; 0.692493; 0.691541; 0.689568; 0.687336; 0.687700; 0.691537; 0.696960; 0.698729; 0.697715; 0.697323; 0.694386; 0.692384; 0.691112; 0.687949; 0.681935; 0.679553; 0.677729; 0.677937; 0.679594; 0.682770; 0.685002; 0.684125; 0.683716; 0.682059; 0.679276; 0.677008; 0.675892; 0.676497; 0.678934; 0.681036; 0.681950; 0.684315; 0.685101; 0.683993; 0.680850; 0.676324; 0.674759; 0.675095; 0.676269; 0.678255; 0.682037; 0.684988; 0.684701; 0.683678; 0.682979; 0.684540; 0.685390; 0.687424; 0.688158; 0.688507; 0.689709; 0.689840; 0.690187; 0.691387; 0.691467; 0.689385; 0.689995; 0.692681; 0.694020; 0.696039; 0.697055; 0.696991; 0.698525; 0.700921; (); (); (); 
146.7; 11:28:24; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.654035; 0.618334; 0.624062; 0.626720; 0.629750; 0.632289; 0.633591; 0.634890; 0.636630; 0.643929; 0.648654; 0.651502; 0.655543; 0.657582; 0.658047; 0.659744; 0.661452; 0.661072; 0.660261; 0.661739; 0.663607; 0.664428; 0.664357; 0.662932; 0.658987; 0.659830; 0.660518; 0.660154; 0.662701; 0.665237; 0.665529; 0.665664; 0.666497; 0.667981; 0.667721; 0.669070; 0.669437; 0.668411; 0.667158; 0.667327; 0.664183; 0.662204; 0.660853; 0.657973; 0.658909; 0.659228; 0.660150; 0.661649; 0.661938; 0.659153; 0.654177; 0.653497; 0.655725; 0.659474; 0.665188; 0.671500; 0.677670; 0.683157; 0.686622; 0.686718; 0.682247; 0.676453; 0.674602; 0.674124; 0.674638; 0.679179; 0.682574; 0.685078; 0.685885; 0.683588; 0.680192; 0.677568; 0.674380; 0.672862; 0.674069; 0.680131; 0.686564; 0.690631; 0.692883; 0.694101; 0.694202; 0.690053; 0.685257; 0.682809; 0.683237; 0.683184; 0.681605; 0.682364; 0.682676; 0.682100; 0.681484; 0.681506; 0.681525; 0.683533; 0.684646; 0.683758; 0.686401; 0.688211; 0.688015; 0.687252; 0.688116; 0.688560; 0.689188; 0.689746; 0.691218; 0.693578; 0.694237; 0.695011; 0.692698; 0.690317; 0.690988; 0.691234; 0.696028; 0.698365; 0.698743; 0.699771; 0.702880; 0.703660; 0.705131; 0.703795; 0.700580; (); (); (); 
148.4; 11:28:33; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.624238; 0.626504; 0.629331; 0.633622; 0.636929; 0.637990; 0.639898; 0.642783; 0.645600; 0.646568; 0.648562; 0.654279; 0.659252; 0.664625; 0.670533; 0.673113; 0.673386; 0.670420; 0.665896; 0.663600; 0.662139; 0.659044; 0.656124; 0.655782; 0.656405; 0.654441; 0.646135; 0.642601; 0.639719; 0.637246; 0.637906; 0.640559; 0.645831; 0.650594; 0.653785; 0.656465; 0.657322; 0.656313; 0.655343; 0.655352; 0.658215; 0.667592; 0.674541; 0.681033; 0.684825; 0.685928; 0.688240; 0.687835; 0.687608; 0.688753; 0.691698; 0.699902; 0.706323; 0.711981; 0.718029; 0.721106; 0.721049; 0.721883; 0.719098; 0.716356; 0.713080; 0.709409; 0.710172; 0.709676; 0.709405; 0.708185; 0.703161; 0.699435; 0.698169; 0.696647; 0.694965; 0.693190; 0.687025; 0.684717; 0.684351; 0.684829; 0.685991; 0.688320; 0.691320; 0.693081; 0.694519; 0.697544; 0.700462; 0.698823; 0.697251; 0.697392; 0.698408; 0.698075; 0.692347; 0.689940; 0.688581; 0.686020; 0.682280; 0.680647; 0.677677; 0.675703; 0.674702; 0.673067; 0.673361; 0.673117; 0.668678; 0.664660; 0.667854; 0.674621; 0.676501; 0.678994; 0.682406; 0.682790; 0.678589; 0.679570; 0.679926; 0.679434; 0.677871; 0.676280; 0.676439; 0.679957; 0.682698; 0.683356; 0.683512; 0.685831; (); (); (); 
150.1; 11:28:42; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.659447; 0.653845; 0.652021; 0.654754; 0.656672; 0.656605; 0.657260; 0.657533; 0.657419; 0.656738; 0.655529; 0.657594; 0.657385; 0.658374; 0.661901; 0.664678; 0.666930; 0.668233; 0.667706; 0.666554; 0.664313; 0.661423; 0.659563; 0.656952; 0.655321; 0.655727; 0.653072; 0.648853; 0.645070; 0.644007; 0.645853; 0.647310; 0.648372; 0.649487; 0.650847; 0.651471; 0.651046; 0.648856; 0.647919; 0.647476; 0.647740; 0.649634; 0.653093; 0.654154; 0.653468; 0.651029; 0.647650; 0.645834; 0.643067; 0.644391; 0.649123; 0.654160; 0.654813; 0.655695; 0.657404; 0.658422; 0.658941; 0.658911; 0.658037; 0.656720; 0.655404; 0.655213; 0.655105; 0.657233; 0.655133; 0.652301; 0.650519; 0.652795; 0.654034; 0.656562; 0.659865; 0.663506; 0.666131; 0.669006; 0.673610; 0.676989; 0.677537; 0.676544; 0.676442; 0.678529; 0.680222; 0.681128; 0.683307; 0.686504; 0.686709; 0.685340; 0.683581; 0.682686; 0.684379; 0.684058; 0.683949; 0.685762; 0.688975; 0.692317; 0.691614; 0.691149; 0.690998; 0.689294; 0.687240; 0.686275; 0.687782; 0.692042; 0.693767; 0.691635; 0.691828; 0.692161; 0.692113; 0.689744; 0.684381; 0.686414; 0.691644; 0.694750; 0.695678; 0.697040; 0.697242; 0.695935; 0.692916; 0.690677; 0.692839; 0.693429; (); (); (); 
151.9; 11:28:51; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.664887; 0.663593; 0.657798; 0.656006; 0.656454; 0.657105; 0.659192; 0.659530; 0.660504; 0.660068; 0.657189; 0.653333; 0.652065; 0.649149; 0.644344; 0.641421; 0.642209; 0.646109; 0.647456; 0.647492; 0.647425; 0.645643; 0.645366; 0.646752; 0.648548; 0.650167; 0.651272; 0.654102; 0.657399; 0.662101; 0.669536; 0.672154; 0.672359; 0.672091; 0.671749; 0.671259; 0.670309; 0.670325; 0.668602; 0.667030; 0.665002; 0.660544; 0.656303; 0.656548; 0.654346; 0.651746; 0.650752; 0.648242; 0.648197; 0.647287; 0.650351; 0.655212; 0.657570; 0.659328; 0.659139; 0.661027; 0.667017; 0.671064; 0.671802; 0.671850; 0.672592; 0.674669; 0.677522; 0.682265; 0.681651; 0.679044; 0.676759; 0.675179; 0.676425; 0.677953; 0.677111; 0.675302; 0.673034; 0.670052; 0.672090; 0.671133; 0.668680; 0.668125; 0.667080; 0.673005; 0.677154; 0.680314; 0.682475; 0.683299; 0.685248; 0.688648; 0.691198; 0.692162; 0.692647; 0.691442; 0.690338; 0.691541; 0.693812; 0.693392; 0.689102; 0.683885; 0.680232; 0.680054; 0.679944; 0.677264; 0.674584; 0.674264; 0.674895; 0.675598; 0.679625; 0.684018; 0.686444; 0.688421; 0.691212; 0.697134; 0.704775; 0.708852; 0.710388; 0.713039; 0.716860; 0.720422; 0.722973; 0.727626; 0.732965; 0.734670; (); (); (); 
153.6; 11:29:00; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.675212; 0.673327; 0.670850; 0.669011; 0.667957; 0.667414; 0.665614; 0.663939; 0.663360; 0.663133; 0.661466; 0.660268; 0.659534; 0.660445; 0.663626; 0.664257; 0.663735; 0.664072; 0.664814; 0.664965; 0.664794; 0.667898; 0.670888; 0.670745; 0.667521; 0.664296; 0.663455; 0.665480; 0.665706; 0.662559; 0.662987; 0.665110; 0.667113; 0.667580; 0.666859; 0.669931; 0.672585; 0.675178; 0.677039; 0.678829; 0.681192; 0.681678; 0.680350; 0.678895; 0.679875; 0.681471; 0.683229; 0.682094; 0.682819; 0.684228; 0.681036; 0.677724; 0.677017; 0.679333; 0.682061; 0.684673; 0.687200; 0.691249; 0.695894; 0.698529; 0.697696; 0.697046; 0.697175; 0.697661; 0.698696; 0.699372; 0.698887; 0.696655; 0.693955; 0.693547; 0.695096; 0.695906; 0.688791; 0.684585; 0.682526; 0.680053; 0.675943; 0.677397; 0.675010; 0.672066; 0.670200; 0.669597; 0.670938; 0.672868; 0.672905; 0.672017; 0.671900; 0.677053; 0.676452; 0.675378; 0.676283; 0.678878; 0.675636; 0.676300; 0.677537; 0.677692; 0.676016; 0.675860; 0.674175; 0.671982; 0.669003; 0.665642; 0.664372; 0.671431; 0.678433; 0.681044; 0.682535; 0.686236; 0.690570; 0.693727; 0.698717; 0.703960; 0.707719; 0.712104; 0.715421; 0.720500; 0.725265; 0.728699; 0.725040; 0.722645; 0.722680; (); (); (); 
