Roll Number; 1
Recipe Name; FP 4582_244 GSM
Start Time; 2017-12-05; 08:18:57
File Name; D:\Mahlo\TR\171205081857FP 4582_244 GSM1_THICKNESS2.txt

31.8; 08:19:01; (); (); (); (); (); 0.953204; 0.952220; 0.948664; 0.948968; 0.950362; 0.948386; 0.949991; 0.951760; 0.951874; 0.951223; 0.954965; 0.956526; 0.958529; 0.960799; 0.962264; 0.965025; 0.968952; 0.973510; 0.976006; 0.978792; 0.985620; 0.988637; 0.991214; 0.993797; 0.993900; 0.993926; 0.998496; 0.999342; 0.996202; 0.992427; 0.990418; 0.989821; 0.990740; 0.991332; 0.988935; 0.985941; 0.984248; 0.982674; 0.984741; 0.987832; 0.988028; 0.986535; 0.991271; 0.999924; 1.005906; 1.004757; 1.000931; 1.000093; 0.999588; 0.998870; 0.997882; 0.994642; 0.992107; 0.988930; 0.986423; 0.986978; 0.985086; 0.982657; 0.979215; 0.977708; 0.980265; 0.981668; 0.982000; 0.983746; 0.986140; 0.989416; 0.990412; 0.994234; 0.998342; 1.000681; 0.999863; 0.999741; 0.996563; 0.995156; 0.996302; 1.000682; 1.003344; 1.002743; 1.002269; 1.002060; 1.004264; 1.008533; 1.004789; 1.001197; 1.000193; 1.000921; 1.000447; 1.003655; 1.008075; 1.007723; 1.004736; 1.005453; 1.008045; 1.012587; 1.014894; 1.014336; 1.013998; 1.021501; 1.027705; 1.027484; 1.025029; 1.022263; 1.018757; 1.012814; 1.006416; 1.001685; 0.999150; 0.997268; 0.994005; 0.988954; 0.985789; 0.985685; 0.981111; 0.972514; 0.971430; 0.977523; 0.982856; 0.984285; 0.985636; 0.989510; 0.994528; 0.996330; 0.994788; 0.993233; (); (); (); (); (); (); (); (); (); (); (); 
35.2; 08:19:10; (); (); (); (); (); 0.963020; 0.962377; 0.959137; 0.955291; 0.954020; 0.954642; 0.955574; 0.956729; 0.957332; 0.961408; 0.966491; 0.969277; 0.969641; 0.971448; 0.972085; 0.973012; 0.976184; 0.981440; 0.986387; 0.987444; 0.989778; 0.993975; 0.997146; 0.998635; 0.997381; 0.996080; 0.996366; 0.995870; 0.991645; 0.989637; 0.987756; 0.987771; 0.988025; 0.987973; 0.986276; 0.983649; 0.981582; 0.979737; 0.978479; 0.979820; 0.978596; 0.978938; 0.983530; 0.992832; 1.000999; 1.004716; 1.002892; 1.000357; 0.999342; 1.002302; 1.001325; 0.999054; 0.996630; 0.994811; 0.995411; 0.996553; 0.995589; 0.991785; 0.985947; 0.979673; 0.976648; 0.978698; 0.983544; 0.984838; 0.984251; 0.988627; 0.990988; 0.992012; 0.992309; 0.991904; 0.994754; 0.996168; 0.995718; 0.995822; 0.999410; 1.005554; 1.006777; 1.005212; 1.004868; 1.004509; 1.002830; 1.007193; 1.008645; 1.006815; 1.004366; 1.002400; 1.000545; 1.003743; 1.006745; 1.006180; 1.003989; 1.004508; 1.007759; 1.012265; 1.015991; 1.017475; 1.014099; 1.018651; 1.026148; 1.031439; 1.031115; 1.028980; 1.022889; 1.015478; 1.007546; 0.999157; 0.995579; 0.991712; 0.988922; 0.984035; 0.977922; 0.976843; 0.971679; 0.964497; 0.960697; 0.961287; 0.968049; 0.972130; 0.975795; 0.981795; 0.987903; 0.988794; 0.986938; 0.985326; (); (); (); (); (); (); (); (); (); (); (); 
38.5; 08:19:19; (); (); (); (); (); 0.956970; 0.955330; 0.951194; 0.952284; 0.954681; 0.953162; 0.955118; 0.954819; 0.953238; 0.953456; 0.955910; 0.955784; 0.957348; 0.958808; 0.960216; 0.964583; 0.970983; 0.974220; 0.974888; 0.975709; 0.978864; 0.980185; 0.982478; 0.985193; 0.987484; 0.989996; 0.995949; 0.997724; 0.994966; 0.993153; 0.990879; 0.988364; 0.990586; 0.992375; 0.992601; 0.990974; 0.990123; 0.991108; 0.992385; 0.992596; 0.990533; 0.985149; 0.987811; 0.994840; 0.998909; 0.996139; 0.992796; 0.991301; 0.987005; 0.986665; 0.987321; 0.986208; 0.983797; 0.980742; 0.979330; 0.981569; 0.980967; 0.979434; 0.975073; 0.976902; 0.982238; 0.985788; 0.987185; 0.991697; 0.994990; 0.994969; 0.994358; 0.997497; 1.001260; 1.001623; 1.002213; 1.005883; 1.003575; 1.002990; 1.001888; 1.002169; 1.001973; 0.999197; 0.995319; 0.996332; 1.002365; 1.005894; 1.003559; 1.000274; 0.999445; 0.999140; 0.998029; 0.997945; 1.001112; 1.002290; 1.003328; 1.006716; 1.011324; 1.018382; 1.020096; 1.019770; 1.020312; 1.026797; 1.032339; 1.031577; 1.028833; 1.026056; 1.023838; 1.018928; 1.014090; 1.009023; 1.004886; 1.002848; 0.998427; 0.995571; 0.995823; 0.995251; 0.990223; 0.984658; 0.986062; 0.990119; 0.996435; 1.000170; 1.002251; 1.006291; 1.009939; 1.012323; 1.013219; 1.014820; (); (); (); (); (); (); (); (); (); (); (); 
41.9; 08:19:28; (); (); (); (); (); 0.954295; 0.956448; 0.957636; 0.958283; 0.957390; 0.954357; 0.951480; 0.949383; 0.949422; 0.949663; 0.949048; 0.950962; 0.953349; 0.954396; 0.956648; 0.960345; 0.963098; 0.964763; 0.965280; 0.966344; 0.969594; 0.973630; 0.977685; 0.979859; 0.983668; 0.988410; 0.991494; 0.992954; 0.992095; 0.990690; 0.988467; 0.983570; 0.983291; 0.984416; 0.985066; 0.985734; 0.987037; 0.986617; 0.985765; 0.983903; 0.978490; 0.970055; 0.970894; 0.978527; 0.981656; 0.983611; 0.985696; 0.984477; 0.981653; 0.981884; 0.981599; 0.979060; 0.977963; 0.975532; 0.977227; 0.980824; 0.984137; 0.981407; 0.975539; 0.977107; 0.978305; 0.979148; 0.982817; 0.986330; 0.987655; 0.988936; 0.991286; 0.994187; 0.998346; 0.996843; 0.998815; 1.003083; 1.005187; 1.005810; 1.002766; 1.005208; 1.006229; 1.002641; 1.001098; 1.001920; 1.003028; 1.004623; 1.006236; 1.004583; 1.003091; 1.003579; 1.004477; 1.004214; 1.008200; 1.012042; 1.012963; 1.014714; 1.017684; 1.021304; 1.024325; 1.027711; 1.031296; 1.033606; 1.037997; 1.039916; 1.036767; 1.031496; 1.028598; 1.026181; 1.020113; 1.012538; 1.007635; 1.006559; 1.004571; 1.000850; 0.998129; 0.994871; 0.989627; 0.984996; 0.984359; 0.986000; 0.991198; 0.995290; 0.994545; 0.995801; 1.000572; 1.002763; 1.002938; 1.003793; (); (); (); (); (); (); (); (); (); (); (); 
45.3; 08:19:37; (); (); (); (); (); 0.941533; 0.946132; 0.948794; 0.948697; 0.946433; 0.945485; 0.945268; 0.944482; 0.946502; 0.947123; 0.952339; 0.958985; 0.962168; 0.965041; 0.968382; 0.970058; 0.971722; 0.975074; 0.977692; 0.978996; 0.981025; 0.984385; 0.986770; 0.988546; 0.990873; 0.991706; 0.992510; 0.991428; 0.987308; 0.987828; 0.984981; 0.982516; 0.982156; 0.982957; 0.982763; 0.982950; 0.982989; 0.982214; 0.981924; 0.980291; 0.974062; 0.973062; 0.977173; 0.983152; 0.984997; 0.989821; 0.990905; 0.988784; 0.987025; 0.989825; 0.986750; 0.983803; 0.983027; 0.980800; 0.984079; 0.987527; 0.984858; 0.980923; 0.979365; 0.981702; 0.978404; 0.976759; 0.980578; 0.985097; 0.986052; 0.992523; 0.996577; 0.998123; 0.997509; 0.993126; 0.995062; 0.998471; 0.999851; 0.999101; 0.997922; 1.005699; 1.005766; 1.005239; 1.005449; 1.005284; 1.000219; 1.001395; 1.002151; 1.000975; 1.003056; 1.003619; 1.002559; 1.003412; 1.004401; 1.003772; 1.001876; 1.004867; 1.007640; 1.010194; 1.013618; 1.016767; 1.016073; 1.019128; 1.023300; 1.025656; 1.025195; 1.023128; 1.020983; 1.017352; 1.010325; 1.002962; 0.999742; 0.994729; 0.990724; 0.988040; 0.987333; 0.987429; 0.984231; 0.978453; 0.974222; 0.975354; 0.979426; 0.978685; 0.979753; 0.983401; 0.989043; 0.989172; 0.988295; 0.988131; (); (); (); (); (); (); (); (); (); (); (); 
48.7; 08:19:46; (); (); (); (); (); 0.950643; 0.953922; 0.956291; 0.956529; 0.954986; 0.954199; 0.954393; 0.954654; 0.954332; 0.953928; 0.958261; 0.963827; 0.967133; 0.970617; 0.973849; 0.976310; 0.977857; 0.980383; 0.982611; 0.983520; 0.983613; 0.985844; 0.987057; 0.988557; 0.990257; 0.991470; 0.992751; 0.992028; 0.987781; 0.988208; 0.984825; 0.981100; 0.981069; 0.982054; 0.981443; 0.981337; 0.980991; 0.980090; 0.979391; 0.978198; 0.974247; 0.972815; 0.976971; 0.983429; 0.985303; 0.990049; 0.992100; 0.988951; 0.987497; 0.991655; 0.989799; 0.988038; 0.987542; 0.985178; 0.986889; 0.987536; 0.985952; 0.981426; 0.979098; 0.981565; 0.978513; 0.978306; 0.981502; 0.986121; 0.986424; 0.991251; 0.993895; 0.995525; 0.995954; 0.992987; 0.996556; 1.001126; 1.002535; 1.002140; 0.999416; 1.004935; 1.006133; 1.004281; 1.003981; 1.005605; 1.002931; 1.004814; 1.006015; 1.005188; 1.006178; 1.005646; 1.004162; 1.004624; 1.006800; 1.008161; 1.007090; 1.009998; 1.014064; 1.016624; 1.018881; 1.021891; 1.021966; 1.024449; 1.027681; 1.030081; 1.028880; 1.026244; 1.022493; 1.017993; 1.012632; 1.005451; 1.002036; 0.998476; 0.994430; 0.991491; 0.990864; 0.989846; 0.987512; 0.982152; 0.977449; 0.977546; 0.984116; 0.987617; 0.988830; 0.992614; 0.996701; 0.996189; 0.995244; 0.995941; (); (); (); (); (); (); (); (); (); (); (); 
52.1; 08:19:55; (); (); (); (); (); 0.947546; 0.947107; 0.947119; 0.949137; 0.949062; 0.947595; 0.945641; 0.943101; 0.944292; 0.946376; 0.945209; 0.946201; 0.948634; 0.949679; 0.951811; 0.956236; 0.960620; 0.962759; 0.963119; 0.964657; 0.967097; 0.970483; 0.974659; 0.976811; 0.980026; 0.985790; 0.989743; 0.990192; 0.988818; 0.988433; 0.987593; 0.984278; 0.984679; 0.986240; 0.986968; 0.987842; 0.989296; 0.988988; 0.987874; 0.985376; 0.979872; 0.972159; 0.974697; 0.983454; 0.984673; 0.983736; 0.984613; 0.983022; 0.978809; 0.979178; 0.979880; 0.978054; 0.977380; 0.976345; 0.976328; 0.979204; 0.980527; 0.977202; 0.970148; 0.973565; 0.977956; 0.979875; 0.983671; 0.988463; 0.988438; 0.988375; 0.989064; 0.990559; 0.994082; 0.995119; 0.999119; 1.003995; 1.005676; 1.006185; 1.002403; 1.001052; 1.002114; 0.998616; 0.996645; 0.997856; 0.999345; 1.001400; 1.002806; 1.001476; 0.999731; 0.999554; 0.999148; 0.999386; 1.002408; 1.005889; 1.007083; 1.008810; 1.013124; 1.018052; 1.021836; 1.025143; 1.027182; 1.029869; 1.033565; 1.035625; 1.032715; 1.029464; 1.027616; 1.024827; 1.018399; 1.010367; 1.007018; 1.005337; 1.003014; 0.999544; 0.998452; 0.996575; 0.994078; 0.990912; 0.989611; 0.991416; 0.996455; 0.998583; 0.999464; 1.002957; 1.008345; 1.010147; 1.011424; 1.012465; (); (); (); (); (); (); (); (); (); (); (); 
55.5; 08:20:04; (); (); (); (); (); 0.951202; 0.948103; 0.944863; 0.944333; 0.945640; 0.944622; 0.948188; 0.951540; 0.954273; 0.958154; 0.960577; 0.959195; 0.959031; 0.959688; 0.960379; 0.964738; 0.970902; 0.975904; 0.978895; 0.981702; 0.986626; 0.987878; 0.988688; 0.989909; 0.990611; 0.992511; 0.999288; 1.000570; 0.998522; 0.994360; 0.991940; 0.989750; 0.990317; 0.991940; 0.991325; 0.989380; 0.988094; 0.987670; 0.988673; 0.989111; 0.987325; 0.983653; 0.987156; 0.995182; 1.004969; 1.005331; 1.001647; 0.998537; 0.996558; 0.992712; 0.991250; 0.989025; 0.986938; 0.985575; 0.986249; 0.988796; 0.988659; 0.986222; 0.979908; 0.975580; 0.977171; 0.980218; 0.984222; 0.988681; 0.995409; 0.999280; 0.999352; 1.001316; 1.003730; 1.003401; 1.002523; 1.004186; 1.002494; 1.002933; 1.005308; 1.008097; 1.008925; 1.006103; 1.002867; 1.000578; 1.001568; 1.006681; 1.005008; 1.002474; 1.002221; 1.002362; 1.000610; 1.002490; 1.005766; 1.007089; 1.005219; 1.005950; 1.009277; 1.015560; 1.018522; 1.017709; 1.016272; 1.023587; 1.028843; 1.030923; 1.028576; 1.025263; 1.021440; 1.014014; 1.006690; 1.002372; 1.001185; 0.999324; 0.994763; 0.988560; 0.985666; 0.985597; 0.981189; 0.972798; 0.970567; 0.974531; 0.979565; 0.983676; 0.986029; 0.990098; 0.994056; 0.993716; 0.991748; 0.992570; (); (); (); (); (); (); (); (); (); (); (); 
58.9; 08:20:13; (); (); (); (); (); 0.950195; 0.953485; 0.954114; 0.952140; 0.949878; 0.949313; 0.949092; 0.947974; 0.948935; 0.950129; 0.955267; 0.961096; 0.963618; 0.966881; 0.969369; 0.970839; 0.973121; 0.977537; 0.980860; 0.981827; 0.984322; 0.987213; 0.989508; 0.991749; 0.993113; 0.993472; 0.993855; 0.992040; 0.987122; 0.987807; 0.985377; 0.983052; 0.982721; 0.983160; 0.981656; 0.980234; 0.980436; 0.980559; 0.980029; 0.978862; 0.975050; 0.973641; 0.978259; 0.984732; 0.987255; 0.991530; 0.993267; 0.991350; 0.990494; 0.995283; 0.992266; 0.989556; 0.987320; 0.984562; 0.986157; 0.987696; 0.985156; 0.981382; 0.979912; 0.980255; 0.976540; 0.975669; 0.979136; 0.983039; 0.983327; 0.990308; 0.993682; 0.995509; 0.995153; 0.992196; 0.994880; 0.997583; 0.998697; 0.998282; 0.997637; 1.004857; 1.004726; 1.002684; 1.003296; 1.003661; 0.998276; 0.999731; 1.000716; 0.999688; 1.000550; 1.000969; 0.999905; 1.000886; 1.001923; 1.001522; 1.000295; 1.004593; 1.007266; 1.009441; 1.012507; 1.016402; 1.015860; 1.018466; 1.022910; 1.026016; 1.025284; 1.023849; 1.022235; 1.017945; 1.009742; 1.002441; 0.999307; 0.994154; 0.990091; 0.988452; 0.988120; 0.987266; 0.984079; 0.977429; 0.972129; 0.971708; 0.975724; 0.975193; 0.975655; 0.980324; 0.985247; 0.985009; 0.984814; 0.983935; (); (); (); (); (); (); (); (); (); (); (); 
62.3; 08:20:22; (); (); (); (); (); 0.958133; 0.957182; 0.954574; 0.953130; 0.953633; 0.955504; 0.957200; 0.958725; 0.959212; 0.962316; 0.965428; 0.967472; 0.968608; 0.971432; 0.973219; 0.975442; 0.978585; 0.983813; 0.987949; 0.988563; 0.991096; 0.993383; 0.995477; 0.997348; 0.997570; 0.997727; 0.999231; 0.998758; 0.994376; 0.992457; 0.989657; 0.988201; 0.988198; 0.988076; 0.985817; 0.982767; 0.981468; 0.979838; 0.978128; 0.978811; 0.976708; 0.976896; 0.982428; 0.990523; 0.998501; 1.002970; 1.002370; 1.000008; 0.999156; 1.001671; 1.000065; 0.997970; 0.996231; 0.994773; 0.995196; 0.995833; 0.994107; 0.990411; 0.985446; 0.978741; 0.975489; 0.976067; 0.979677; 0.983103; 0.982701; 0.987009; 0.989065; 0.990032; 0.989640; 0.989464; 0.993286; 0.994957; 0.994751; 0.996182; 0.999756; 1.006494; 1.007382; 1.005916; 1.005938; 1.006323; 1.003452; 1.006830; 1.007049; 1.005619; 1.002973; 1.000079; 0.997246; 0.999576; 1.001849; 1.001869; 0.999620; 1.000264; 1.003004; 1.007643; 1.011490; 1.014436; 1.012935; 1.017703; 1.023712; 1.028923; 1.029525; 1.028078; 1.024271; 1.017718; 1.008603; 1.001019; 0.998078; 0.993579; 0.989649; 0.986521; 0.982062; 0.981069; 0.976782; 0.969301; 0.963725; 0.964340; 0.970933; 0.975119; 0.977979; 0.983252; 0.988985; 0.989639; 0.988820; 0.988330; (); (); (); (); (); (); (); (); (); (); (); 
