Roll Number; 4
Recipe Name; TEST 1
Start Time; 2017-11-22; 12:29:41
File Name; D:\Mahlo\TR\171122122941TEST 14_FMI2.txt

31.5; 12:29:47; (); (); (); 367.036313; 366.890371; 366.540134; 366.954505; 367.832392; 368.751794; 369.338274; 369.733721; 369.640380; 369.480968; 369.356573; 369.972229; 371.230453; 372.360021; 373.416543; 374.291182; 375.518888; 377.069175; 377.679199; 378.355861; 379.006207; 379.304111; 378.890276; 378.433615; 379.140854; 380.503446; 381.270975; 381.231695; 380.714536; 379.881561; 379.379898; 379.118323; 378.373116; 377.819568; 377.182603; 376.940161; 376.391232; 376.553982; 377.389252; 377.449721; 377.056539; 377.070755; 376.526386; 376.073331; 375.750989; 375.684857; 374.999911; 374.248952; 373.847663; 373.337060; 373.230070; 373.763114; 374.456346; 375.375241; 376.021713; 375.661165; 375.073016; 375.506312; 376.037389; 376.503110; 376.491278; 376.731098; 377.240628; 377.370209; 377.042115; 375.487030; 374.276131; 373.766065; 372.840136; 371.781647; 371.578038; 371.341437; 370.877087; 370.397240; 369.913101; 370.296061; 370.384514; 371.136338; 371.991277; 372.898579; 373.871297; 374.717414; 374.897599; 375.456333; 376.558363; 376.950830; 376.796812; 377.177328; 378.585875; 379.349709; 379.136682; 378.692985; 377.278894; 375.771791; 374.649644; 374.341428; 373.925984; 372.945458; 371.965498; 371.447295; 371.743172; 372.607142; 372.811228; 372.182071; 371.812761; 372.392833; 372.775167; 373.605490; 374.319196; 374.681622; 374.201566; 373.441070; 373.414308; 374.328673; 373.713970; 372.706234; 371.776313; 370.673120; 368.999362; 368.061066; 367.028862; 366.591960; 366.270483; 365.858227; 365.473837; 365.651011; 366.260946; (); (); (); (); (); (); (); (); (); (); 
33.2; 12:29:56; (); (); (); 371.377975; 372.470796; 373.747885; 374.408424; 374.254823; 374.190211; 374.110848; 373.919338; 374.145687; 374.332786; 374.577075; 375.294119; 376.263410; 377.534539; 378.410429; 379.254907; 378.994256; 378.205776; 377.311766; 376.593143; 376.166999; 376.213223; 376.204461; 375.989854; 375.972658; 375.072092; 374.523968; 374.316990; 373.727441; 373.524576; 372.955412; 372.554421; 372.689575; 373.062253; 373.707533; 373.949468; 374.085248; 374.794930; 374.935597; 374.446601; 374.665380; 373.847336; 372.577012; 372.222066; 371.766329; 371.277601; 370.953977; 370.323330; 369.365722; 368.685156; 368.074417; 367.023647; 365.936488; 365.547001; 365.676701; 365.083128; 365.130633; 365.057111; 364.421010; 363.745332; 363.508672; 363.892019; 364.170849; 364.498377; 365.141600; 365.901083; 366.647273; 367.107600; 366.904676; 366.601795; 367.613971; 368.525147; 369.775504; 370.711148; 372.001618; 373.467684; 373.714417; 374.012262; 374.934524; 375.469387; 375.668347; 375.688374; 375.466675; 375.358880; 375.948966; 375.865400; 375.749439; 375.508934; 375.608712; 375.272661; 373.451024; 372.180492; 371.471733; 371.335149; 370.828092; 370.224506; 370.245099; 370.333731; 370.196521; 369.663298; 369.441688; 368.589193; 368.149430; 367.632419; 366.769880; 367.192894; 367.831469; 368.433684; 367.786050; 366.666615; 366.028577; 365.034044; 364.280552; 363.521159; 363.593698; 363.706291; 363.686293; 363.632143; 363.970667; 364.347428; 363.957494; 363.663137; 363.205791; 362.498671; 363.776237; 364.836425; (); (); (); (); (); (); (); (); (); (); (); 
34.9; 12:30:05; (); (); 394.315004; 390.849441; 387.080699; 385.435671; 384.845585; 384.418219; 384.126246; 382.079750; 377.623588; 375.589103; 374.814302; 374.615043; 374.974012; 375.491291; 377.234697; 377.890199; 378.612131; 379.709095; 380.176336; 379.101604; 378.273994; 377.327859; 376.617223; 376.183152; 375.674993; 375.653595; 375.304043; 374.444157; 373.780489; 372.936249; 372.311562; 372.341394; 372.255266; 372.285306; 373.275518; 374.051720; 374.180585; 374.096662; 374.222130; 374.657094; 374.611288; 374.900818; 374.902964; 374.655962; 374.665052; 374.867529; 374.996006; 374.722451; 374.239236; 373.868555; 373.993307; 374.456406; 374.550551; 374.496430; 374.365509; 374.150634; 373.971313; 374.712974; 375.599861; 375.896573; 375.893533; 375.814497; 375.937581; 376.234025; 375.751823; 375.088543; 375.340998; 376.107693; 376.217663; 376.063704; 376.075745; 376.097471; 375.384688; 374.357164; 374.079496; 374.247074; 373.794019; 373.635560; 373.822451; 374.504000; 375.140518; 374.755681; 373.932153; 373.796880; 373.575568; 373.423219; 373.319715; 373.961955; 374.452293; 374.458045; 374.246985; 374.823511; 375.004679; 375.030875; 374.752700; 374.194831; 374.216139; 373.730719; 373.045743; 372.490764; 372.063696; 371.266335; 369.991809; 369.238406; 368.437916; 367.733657; 367.337316; 367.140681; 366.564780; 366.178781; 366.095543; 365.621150; 365.684927; 366.001636; 366.313577; 366.253197; 366.391331; 366.872489; 366.871476; 367.152423; 367.317438; 366.974056; 366.590023; 366.753757; 366.938114; 366.748780; 364.836425; (); (); (); (); (); (); (); (); (); (); (); 
36.6; 12:30:14; (); (); 376.358002; 376.860052; 376.453012; 375.667334; 375.357926; 375.585496; 375.986338; 376.641542; 375.939965; 375.597984; 375.409096; 375.596792; 375.772834; 375.856996; 376.160890; 375.980437; 375.631660; 376.407117; 377.638459; 378.179967; 378.027022; 377.920449; 377.597243; 377.836257; 378.431648; 378.541887; 378.358275; 378.857762; 379.328519; 380.100340; 381.377816; 381.892085; 381.032914; 380.317330; 380.027115; 380.335271; 380.036950; 379.950166; 380.409956; 380.764455; 380.667388; 380.328268; 379.879057; 379.700959; 378.081918; 376.421392; 375.499725; 375.937104; 376.354009; 376.801401; 376.314312; 375.734448; 374.602407; 373.272747; 371.739686; 370.841175; 370.979697; 371.087551; 370.207757; 370.341033; 370.636880; 370.922387; 371.053368; 370.954007; 370.366454; 369.905174; 370.108962; 370.765507; 371.510148; 372.296035; 373.494089; 374.179900; 374.828845; 375.817537; 376.668423; 377.528667; 378.167808; 378.287554; 378.670931; 379.299939; 380.088955; 380.359501; 380.267382; 380.352974; 380.299181; 380.616575; 380.949855; 380.608439; 380.431473; 380.604684; 380.229473; 379.493415; 378.837317; 378.434181; 377.681822; 376.605242; 375.839859; 375.612110; 375.462711; 374.312013; 372.744799; 371.414453; 370.093465; 368.450731; 366.817802; 366.003066; 364.958018; 363.707423; 362.545043; 361.601323; 361.720771; 362.293780; 361.957937; 361.454606; 361.620992; 362.537384; 363.413274; 363.762349; 363.619149; 363.793194; 363.963693; 364.306837; 365.072280; 365.932018; 366.688818; 366.527855; 366.354972; (); (); (); (); (); (); (); (); (); (); (); 
44.8; 12:30:58; (); (); (); 377.857447; 376.922309; 376.040906; 375.885814; 376.601011; 377.592146; 378.123164; 378.297836; 377.686113; 376.897365; 376.561075; 377.214134; 377.085954; 376.492620; 376.409084; 375.786275; 375.722170; 375.717461; 375.463903; 374.312818; 372.842640; 372.100949; 371.549428; 372.059375; 373.858780; 374.718964; 375.176668; 375.316322; 375.439823; 375.432253; 375.878751; 376.486480; 376.912743; 377.050132; 378.002763; 378.566831; 378.856659; 379.164577; 378.348738; 376.651376; 375.727504; 375.363469; 375.668079; 376.337111; 376.692206; 376.944512; 377.299786; 377.486944; 377.428681; 377.512842; 377.257437; 376.198649; 375.661761; 376.020163; 376.718968; 377.286792; 377.460033; 376.917750; 377.102315; 377.925575; 377.724469; 376.928210; 376.243860; 376.277208; 376.207113; 376.696497; 377.757281; 377.456427; 376.783937; 376.655579; 376.280665; 376.176834; 376.664817; 376.351267; 375.519365; 375.559926; 376.152456; 376.340479; 375.944525; 375.775486; 375.657082; 375.141859; 375.641942; 376.633734; 376.654565; 376.476437; 376.640946; 376.202255; 375.707567; 375.344813; 375.164837; 374.438912; 374.318510; 374.424726; 374.694884; 374.767482; 374.502808; 374.419838; 374.262720; 374.378592; 374.055833; 373.853952; 373.936415; 373.502105; 373.245031; 373.477817; 374.088824; 374.261469; 373.697132; 372.740120; 371.911913; 371.391803; 370.925248; 370.293349; 369.389117; 369.152576; 368.620068; 368.622690; 369.272649; 369.156927; 368.602991; 367.994756; 367.620528; 368.107557; 368.379205; 369.257778; (); (); (); (); (); (); (); (); (); (); (); 
46.4; 12:31:07; (); (); (); 381.105244; 379.586101; 377.266675; 376.124233; 375.353366; 375.432819; 375.469804; 373.750418; 370.546699; 369.025201; 368.289888; 367.282987; 366.479009; 366.771191; 367.281556; 367.132097; 367.288142; 368.121058; 367.922425; 367.152125; 366.237849; 366.037637; 366.316289; 367.086619; 367.656052; 367.977679; 369.012475; 369.840056; 369.605362; 369.582385; 369.790703; 369.802713; 370.037377; 370.390922; 371.283233; 371.491998; 371.333867; 370.973170; 370.135814; 369.319350; 368.945420; 368.400633; 367.540330; 367.434949; 367.608577; 367.469311; 367.089152; 366.474092; 367.030948; 367.384732; 368.029773; 368.266821; 369.176954; 370.057970; 371.088147; 371.691585; 371.738166; 372.327358; 372.920573; 372.578681; 372.746974; 373.127580; 373.720974; 373.545825; 374.439090; 375.431150; 376.385033; 377.291471; 378.216654; 378.763497; 379.443645; 380.084753; 380.740762; 381.148189; 382.458806; 382.806540; 382.693619; 382.860959; 383.673638; 383.725286; 383.787841; 383.711755; 383.138329; 382.258445; 381.367952; 380.633801; 380.426198; 380.688071; 380.433410; 379.590482; 379.954904; 380.875468; 380.682975; 379.931033; 379.436761; 378.122747; 376.929075; 376.381040; 376.659691; 376.714706; 377.205163; 377.581716; 377.715737; 378.309757; 378.665268; 378.206819; 376.882166; 376.211554; 375.420958; 373.997331; 373.511970; 373.093069; 372.088969; 371.098489; 370.503694; 369.102597; 367.240638; 365.565509; 364.153892; 362.351030; 361.220688; 360.920608; 360.533029; 360.418290; 360.604495; 360.171735; (); (); (); (); (); (); (); (); (); (); (); 
48.1; 12:31:16; (); (); (); 376.796395; 376.294941; 376.239955; 376.857221; 377.420485; 377.811670; 378.080398; 378.430367; 379.363984; 380.295336; 380.877286; 381.378323; 381.415546; 381.521076; 381.975979; 382.665813; 383.444428; 383.762687; 383.575946; 383.274794; 382.507533; 381.862760; 381.397665; 381.091446; 380.688906; 380.322754; 379.884273; 379.563063; 378.716826; 377.871364; 376.769692; 376.060337; 376.233071; 376.469880; 376.841962; 377.426505; 378.136516; 378.557146; 379.617304; 380.319238; 381.123483; 381.366432; 381.357878; 381.599635; 380.636871; 380.218178; 380.132109; 379.530609; 378.692657; 377.699554; 377.148420; 376.196057; 375.563651; 373.615146; 372.044086; 371.482223; 371.327549; 371.414870; 371.364862; 371.902972; 372.048378; 371.332675; 370.818913; 370.693564; 370.298237; 369.574606; 369.249463; 369.599044; 370.243400; 371.184468; 371.637255; 371.611595; 370.870650; 370.734394; 371.611714; 373.169154; 374.326557; 374.773711; 375.810087; 377.139419; 378.026187; 379.077166; 378.676891; 377.842605; 376.500756; 375.420660; 375.291437; 375.653654; 375.360936; 374.324530; 373.008132; 372.756004; 372.552574; 371.356398; 370.010853; 369.443744; 368.411332; 368.170589; 368.616879; 368.426263; 368.608624; 368.640691; 368.584752; 368.941009; 369.034350; 369.190872; 368.866384; 368.511707; 368.607312; 368.762940; 368.581921; 368.360132; 368.019879; 367.608011; 367.901057; 367.603242; 367.407948; 367.393285; 367.455959; 367.524415; 367.289752; 367.247075; 367.300630; 367.392361; 367.726207; 368.687928; (); (); (); (); (); (); (); (); (); (); (); 
49.8; 12:31:25; (); (); 388.990283; 387.483269; 385.391444; 383.715034; 382.393688; 381.719649; 381.576180; 380.735338; 378.454566; 376.521975; 375.245869; 374.727607; 374.511868; 374.177575; 373.641193; 373.674870; 373.773366; 373.914897; 374.407142; 374.744892; 375.061929; 375.250876; 375.711262; 376.376271; 376.427442; 376.355171; 375.919104; 375.693262; 375.390083; 375.279993; 374.620587; 374.786675; 375.239998; 375.412673; 375.667602; 375.804543; 376.081944; 376.439899; 376.687467; 376.995057; 377.601296; 377.247244; 376.957178; 376.467764; 376.358122; 376.671493; 376.054764; 375.731766; 375.572294; 375.173956; 374.672115; 374.337912; 374.302149; 373.979360; 374.455154; 374.783903; 376.061916; 377.271354; 378.442913; 379.648477; 380.899280; 382.810831; 383.910686; 384.577185; 385.446578; 386.524737; 386.400521; 386.185259; 386.427939; 385.933399; 386.126637; 386.033416; 385.349333; 385.124236; 385.044634; 384.914517; 383.783281; 382.950038; 383.267283; 383.474380; 383.400023; 382.968277; 381.909907; 381.045073; 380.915314; 380.141228; 378.866911; 378.141671; 377.676576; 376.700372; 375.735044; 375.678450; 375.697911; 374.761432; 373.505205; 372.583389; 373.034418; 374.268681; 374.930799; 374.740630; 374.866605; 374.857128; 374.821186; 374.965638; 374.863863; 374.787658; 374.442101; 374.143451; 373.528093; 373.458743; 373.582691; 372.405320; 371.067464; 370.603174; 370.543689; 370.346993; 370.543122; 370.095253; 369.854063; 370.233297; 369.912237; 369.587928; 369.484663; 369.669318; 369.521141; 369.156748; 369.642228; (); (); (); (); (); (); (); (); (); (); (); 
51.5; 12:31:35; (); (); 365.524173; 365.534782; 365.693927; 365.445554; 366.467357; 367.392600; 368.049622; 368.691415; 368.760079; 368.620992; 368.642777; 369.634211; 371.178925; 372.667581; 373.170912; 373.581320; 374.286145; 374.201179; 374.096751; 373.894542; 374.314547; 373.739570; 373.146296; 373.222828; 373.773843; 375.327080; 375.934333; 375.607938; 374.968588; 374.013513; 372.836322; 372.827798; 374.073952; 375.171930; 375.179708; 373.899460; 373.914629; 373.794526; 373.930007; 374.039054; 373.082906; 371.698946; 371.122271; 371.287197; 372.372419; 373.193622; 373.231560; 372.579277; 371.385455; 370.500922; 370.702684; 370.598942; 370.034099; 368.726283; 368.262440; 368.483871; 369.197130; 369.693816; 370.010078; 369.777024; 370.385349; 370.709032; 371.773511; 372.853547; 373.558432; 373.932630; 374.760687; 375.941783; 377.286524; 377.322495; 376.578808; 375.560284; 375.099570; 374.327719; 373.411864; 372.197270; 371.113569; 369.660407; 369.664699; 370.915234; 371.684194; 371.869534; 371.825755; 370.921284; 370.798260; 371.557146; 371.962547; 371.304214; 371.817827; 373.956561; 375.956029; 377.346635; 379.192650; 379.711449; 379.162788; 378.565997; 378.591806; 378.033251; 378.171295; 378.274053; 378.305823; 378.626019; 379.301220; 378.823668; 377.693623; 376.441568; 375.863105; 375.069648; 373.972863; 373.952270; 374.353588; 374.110430; 374.761909; 374.698341; 374.142885; 373.135686; 372.274309; 372.061282; 371.736020; 371.559918; 371.522814; 371.189803; 370.275319; 369.958848; 369.183004; 367.602229; 365.882307; (); (); (); (); (); (); (); (); (); (); (); 
53.2; 12:31:44; (); (); (); 368.674040; 367.157221; 366.730750; 366.638392; 367.286056; 368.227482; 369.318604; 368.922889; 368.246973; 368.435919; 369.076908; 370.211869; 371.144116; 371.802896; 372.552037; 372.891724; 374.234557; 375.061005; 375.647992; 375.858098; 375.702292; 373.977363; 372.787535; 372.531116; 372.042418; 371.392608; 371.697396; 371.872187; 372.403920; 372.739166; 373.218775; 372.996390; 373.089612; 373.568505; 373.944938; 374.686301; 375.990093; 377.218544; 378.194928; 378.969580; 379.232466; 378.880531; 379.301846; 379.641503; 380.180806; 380.217642; 380.476594; 380.750716; 381.155372; 381.550521; 381.518602; 381.937146; 382.075310; 381.526858; 381.004035; 380.642116; 380.277753; 379.872799; 379.761696; 379.252195; 378.776938; 378.001332; 378.117532; 377.548695; 376.824230; 376.599938; 376.829565; 376.930505; 376.874089; 376.935184; 377.237886; 377.095282; 376.935691; 376.354277; 375.561535; 375.316471; 375.593960; 374.156475; 373.274565; 373.431146; 373.350561; 372.821271; 372.421205; 371.746510; 371.054947; 370.759964; 370.804220; 370.593607; 370.725185; 371.721089; 372.982174; 373.304039; 373.909324; 374.252081; 373.697340; 373.267949; 372.439474; 372.120649; 372.275978; 372.414708; 372.534811; 372.729003; 372.915506; 372.437030; 371.820450; 371.257722; 371.029288; 370.834112; 370.273471; 370.317161; 370.049149; 369.727194; 369.552076; 369.135499; 369.397044; 369.565636; 368.671536; 367.811650; 367.833227; 367.861420; 367.474675; 367.010534; 366.790265; 367.176443; 366.772056; 366.191328; (); (); (); (); (); (); (); (); (); (); (); 
