Roll Number; 0
Recipe Name; FP 4576_380 GSM
Start Time; 2018-03-07; 10:05:06
File Name; D:\Mahlo\TR\180307100506FP 4576_380 GSM0_THICKNESS2.txt

4163.1; 10:05:18; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.869082; 0.870862; 0.872462; 0.873817; 0.874497; 0.875185; 0.876030; 0.876404; 0.876229; 0.876234; 0.877659; 0.879985; 0.880611; 0.879754; 0.881400; 0.883086; 0.881415; 0.878126; 0.876965; 0.878975; 0.878956; 0.878651; 0.879138; 0.879197; 0.879601; 0.878651; 0.878502; 0.879480; 0.879717; 0.879952; 0.882978; 0.889209; 0.893686; 0.894426; 0.892105; 0.891164; 0.889167; 0.887431; 0.887413; 0.887926; 0.892011; 0.894516; 0.895667; 0.896441; 0.895122; 0.891504; 0.889230; 0.888545; 0.889808; 0.892044; 0.895446; 0.899203; 0.903290; 0.905396; 0.904428; 0.901388; 0.900717; 0.900783; 0.902879; 0.906246; 0.908462; 0.910034; 0.910450; 0.909418; 0.907729; 0.907059; 0.908341; 0.910827; 0.914013; 0.915530; 0.916496; 0.918262; 0.919863; 0.919931; 0.919350; 0.918776; 0.917400; 0.917455; 0.918961; 0.921369; 0.924083; 0.925794; 0.925224; 0.924494; 0.924551; 0.923773; 0.923151; 0.923584; 0.923235; 0.923743; 0.924913; 0.927010; 0.928808; 0.930669; 0.930209; 0.928327; 0.925077; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
4175.8; 10:06:02; (); (); (); (); (); (); (); (); (); 0.934776; 0.934892; 0.934408; 0.934210; 0.934035; 0.934613; 0.934657; 0.933009; 0.936037; 0.938777; 0.938862; 0.937025; 0.933668; 0.933556; 0.937288; 0.940422; 0.940421; 0.939905; 0.940277; 0.941065; 0.939620; 0.939540; 0.942865; 0.943127; 0.943972; 0.945143; 0.946950; 0.948171; 0.946549; 0.943999; 0.944647; 0.946474; 0.946377; 0.944153; 0.942144; 0.942830; 0.942272; 0.940815; 0.938922; 0.937962; 0.933787; 0.932458; 0.933965; 0.935356; 0.934219; 0.928823; 0.924303; 0.924845; 0.926463; 0.926256; 0.927009; 0.925888; 0.923935; 0.921877; 0.920506; 0.921793; 0.918517; 0.916348; 0.916366; 0.917954; 0.922558; 0.926800; 0.927961; 0.928679; 0.929146; 0.927585; 0.929505; 0.932133; 0.934860; 0.937379; 0.937471; 0.937968; 0.938220; 0.938077; 0.936736; 0.933794; 0.932344; 0.930541; 0.931016; 0.932905; 0.933152; 0.930949; 0.932669; 0.934314; 0.937199; 0.940643; 0.942796; 0.941759; 0.944035; 0.946712; 0.948837; 0.951376; 0.953280; 0.954386; 0.955060; 0.957477; 0.959242; 0.958144; 0.957527; 0.957191; 0.957989; 0.960506; 0.963741; 0.963901; 0.967467; 0.969245; 0.969912; 0.970824; 0.971993; 0.973789; 0.975190; 0.975765; 0.975976; 0.976262; 0.976643; 0.976060; 0.975112; 0.974409; 0.972226; (); (); (); (); (); (); (); (); (); (); (); (); 
4178.1; 10:06:10; (); (); (); (); (); (); (); (); (); (); 0.918782; 0.918335; 0.917933; 0.914182; 0.912323; 0.913534; 0.914156; 0.914136; 0.911942; 0.912588; 0.913539; 0.912082; 0.908829; 0.905941; 0.902579; 0.901238; 0.900550; 0.900525; 0.901630; 0.904169; 0.904891; 0.905528; 0.907630; 0.910496; 0.910634; 0.911521; 0.913405; 0.916400; 0.919730; 0.920721; 0.923721; 0.923524; 0.926555; 0.927984; 0.926521; 0.926107; 0.926072; 0.925852; 0.927539; 0.930012; 0.933361; 0.937208; 0.937100; 0.935903; 0.934235; 0.930127; 0.929421; 0.928367; 0.928818; 0.928411; 0.925382; 0.922428; 0.920178; 0.916741; 0.914471; 0.913130; 0.912697; 0.914619; 0.917200; 0.921267; 0.926359; 0.930046; 0.930531; 0.931163; 0.932451; 0.935046; 0.937645; 0.938765; 0.940366; 0.940665; 0.941000; 0.941227; 0.939880; 0.938738; 0.938971; 0.940432; 0.942363; 0.944288; 0.944763; 0.944127; 0.944229; 0.944218; 0.944670; 0.946000; 0.943156; 0.940529; 0.940713; 0.941850; 0.941747; 0.938488; 0.935302; 0.933709; 0.933310; 0.934550; 0.938241; 0.942673; 0.945348; 0.947882; 0.951605; 0.958574; 0.958383; 0.957849; 0.958448; 0.960469; 0.963764; 0.965978; 0.966432; 0.966242; 0.965452; 0.964165; 0.962623; 0.962535; 0.959956; 0.957308; 0.955903; 0.959640; 0.960823; 0.961353; (); (); (); (); (); (); (); (); (); (); (); (); 
4180.5; 10:06:19; (); (); (); (); (); (); (); (); (); (); 0.927960; 0.927654; 0.926668; 0.925141; 0.923923; 0.924519; 0.924299; 0.923755; 0.922032; 0.919602; 0.915953; 0.913809; 0.914752; 0.913961; 0.916493; 0.918386; 0.919076; 0.919364; 0.920183; 0.919700; 0.918621; 0.917893; 0.917834; 0.918396; 0.918290; 0.916569; 0.914975; 0.915197; 0.916518; 0.916891; 0.914734; 0.912701; 0.911284; 0.911678; 0.913507; 0.913113; 0.913504; 0.914059; 0.915005; 0.916764; 0.919648; 0.920793; 0.920376; 0.919119; 0.917804; 0.917105; 0.917676; 0.917656; 0.916777; 0.917791; 0.921228; 0.924836; 0.926507; 0.926753; 0.926408; 0.928336; 0.931359; 0.935186; 0.937451; 0.938803; 0.940555; 0.942478; 0.944432; 0.943726; 0.941241; 0.938455; 0.935511; 0.933473; 0.936106; 0.937563; 0.937394; 0.937293; 0.936759; 0.938467; 0.940675; 0.943952; 0.946299; 0.946085; 0.949398; 0.952546; 0.956339; 0.960460; 0.963199; 0.966062; 0.970071; 0.972798; 0.973918; 0.973838; 0.974485; 0.974258; 0.973813; 0.974885; 0.977495; 0.975292; 0.973658; 0.970624; 0.969501; 0.968716; 0.965419; 0.962925; 0.962515; 0.963280; 0.964251; 0.963946; 0.962644; 0.960587; 0.958347; 0.958660; 0.962236; 0.964812; 0.968205; 0.968461; 0.968636; 0.968647; 0.968284; 0.967005; 0.965341; 0.964034; (); (); (); (); (); (); (); (); (); (); (); (); 
4182.9; 10:06:28; (); (); (); (); (); (); (); (); (); 0.888935; 0.891197; 0.894875; 0.894084; 0.894514; 0.895414; 0.896158; 0.897896; 0.900012; 0.900799; 0.899313; 0.900396; 0.900768; 0.902737; 0.906238; 0.907440; 0.906268; 0.906471; 0.906882; 0.906475; 0.905483; 0.904661; 0.903181; 0.900585; 0.900352; 0.902954; 0.903138; 0.903993; 0.903599; 0.903434; 0.905247; 0.906748; 0.907888; 0.909501; 0.911817; 0.914007; 0.915168; 0.915110; 0.917627; 0.919051; 0.919478; 0.920258; 0.920312; 0.919526; 0.916858; 0.913643; 0.911771; 0.912061; 0.912586; 0.911220; 0.908611; 0.907260; 0.908152; 0.908276; 0.905671; 0.905154; 0.906790; 0.909271; 0.913405; 0.916254; 0.917311; 0.918129; 0.918130; 0.916764; 0.917028; 0.919216; 0.921515; 0.923626; 0.927224; 0.930454; 0.931079; 0.931105; 0.931398; 0.931768; 0.931412; 0.930222; 0.929655; 0.930138; 0.932130; 0.936259; 0.939923; 0.942498; 0.944141; 0.944410; 0.946013; 0.946842; 0.949567; 0.949756; 0.950060; 0.952770; 0.957072; 0.958432; 0.960034; 0.959647; 0.957480; 0.955358; 0.953531; 0.953735; 0.953389; 0.951586; 0.951874; 0.952043; 0.954042; 0.954371; 0.954004; 0.954641; 0.957464; 0.961295; 0.963651; 0.965345; 0.968535; 0.971123; 0.971691; 0.974069; 0.975866; 0.975951; 0.975662; 0.976023; 0.978337; (); (); (); (); (); (); (); (); (); (); (); (); 
4185.2; 10:06:36; (); (); (); (); (); (); (); (); (); 0.888935; 0.920207; 0.922933; 0.923180; 0.922192; 0.923149; 0.923311; 0.922707; 0.922101; 0.921805; 0.920199; 0.921666; 0.923818; 0.924456; 0.924244; 0.923309; 0.922083; 0.921712; 0.923366; 0.925355; 0.923605; 0.922855; 0.924084; 0.926522; 0.930018; 0.931008; 0.929104; 0.926040; 0.923340; 0.922488; 0.923425; 0.923461; 0.923264; 0.922725; 0.923061; 0.925132; 0.925889; 0.925514; 0.924427; 0.924658; 0.928975; 0.931406; 0.933124; 0.935280; 0.936257; 0.935031; 0.935204; 0.933707; 0.933150; 0.934085; 0.935848; 0.934358; 0.933229; 0.931331; 0.929066; 0.926682; 0.925152; 0.925036; 0.926274; 0.928738; 0.931326; 0.933091; 0.934589; 0.935973; 0.933184; 0.932514; 0.934130; 0.935302; 0.938896; 0.940708; 0.941546; 0.943497; 0.943172; 0.942837; 0.941031; 0.937626; 0.935535; 0.937532; 0.939163; 0.942531; 0.944186; 0.944331; 0.943790; 0.944080; 0.946902; 0.949450; 0.951916; 0.954496; 0.955643; 0.959483; 0.965099; 0.967549; 0.967765; 0.968642; 0.969720; 0.973049; 0.976093; 0.977842; 0.978064; 0.977726; 0.978131; 0.978965; 0.980361; 0.981785; 0.982370; 0.983592; 0.984512; 0.985637; 0.987218; 0.988161; 0.987004; 0.988831; 0.991102; 0.992766; 0.993967; 0.993567; 0.993396; 0.995680; 0.978337; (); (); (); (); (); (); (); (); (); (); (); (); 
4187.6; 10:06:45; (); (); (); (); (); (); (); (); (); 0.934658; 0.932495; 0.931259; 0.930205; 0.930316; 0.929432; 0.928215; 0.927285; 0.926482; 0.925078; 0.922109; 0.919977; 0.917926; 0.916910; 0.917615; 0.917762; 0.917014; 0.918132; 0.919643; 0.920563; 0.921163; 0.922886; 0.925209; 0.925944; 0.925579; 0.926086; 0.927438; 0.928804; 0.927378; 0.925670; 0.925591; 0.924588; 0.924229; 0.922796; 0.920891; 0.920915; 0.920339; 0.919155; 0.923673; 0.928509; 0.929338; 0.929814; 0.929288; 0.933656; 0.935830; 0.936798; 0.937743; 0.935908; 0.938931; 0.941625; 0.942795; 0.942502; 0.941644; 0.937931; 0.934254; 0.932519; 0.932135; 0.932386; 0.930472; 0.930517; 0.931279; 0.933380; 0.936043; 0.935446; 0.935744; 0.936638; 0.937357; 0.939060; 0.941665; 0.945967; 0.948976; 0.951330; 0.952545; 0.952645; 0.953686; 0.953313; 0.954044; 0.956462; 0.958343; 0.958416; 0.959072; 0.959366; 0.957922; 0.956211; 0.957477; 0.957914; 0.956679; 0.957959; 0.958602; 0.956301; 0.957748; 0.957146; 0.954659; 0.951992; 0.952187; 0.952786; 0.952106; 0.953281; 0.954653; 0.952492; 0.949628; 0.949838; 0.950302; 0.952080; 0.955533; 0.956398; 0.956421; 0.955652; 0.954603; 0.954371; 0.954659; 0.956482; 0.955974; 0.955868; 0.957801; 0.959879; 0.960104; 0.958204; (); (); (); (); (); (); (); (); (); (); (); (); (); 
4190.0; 10:06:54; (); (); (); (); (); (); (); (); (); 0.926127; 0.927641; 0.928122; 0.926342; 0.927407; 0.927541; 0.927159; 0.927540; 0.929574; 0.930758; 0.930149; 0.927586; 0.923588; 0.921115; 0.919520; 0.917483; 0.917263; 0.918794; 0.920506; 0.919504; 0.919110; 0.919083; 0.918168; 0.916174; 0.913915; 0.912453; 0.913157; 0.915200; 0.917058; 0.919487; 0.922326; 0.919735; 0.918037; 0.917955; 0.920341; 0.922124; 0.921933; 0.923856; 0.926423; 0.929060; 0.931890; 0.933192; 0.933780; 0.935069; 0.935903; 0.935050; 0.935637; 0.935716; 0.935749; 0.936063; 0.937364; 0.938862; 0.937634; 0.935798; 0.934198; 0.932734; 0.932549; 0.934336; 0.936478; 0.938923; 0.942332; 0.946164; 0.947671; 0.946856; 0.945089; 0.943617; 0.943939; 0.948203; 0.951287; 0.953243; 0.954107; 0.953229; 0.951589; 0.949816; 0.949543; 0.948526; 0.947699; 0.948822; 0.949858; 0.952435; 0.955771; 0.958509; 0.959230; 0.962153; 0.964461; 0.967003; 0.968511; 0.969292; 0.969056; 0.969396; 0.970907; 0.971659; 0.971280; 0.970811; 0.970284; 0.968598; 0.967748; 0.967930; 0.965441; 0.963894; 0.965219; 0.967294; 0.970534; 0.975140; 0.976790; 0.977681; 0.976881; 0.979028; 0.982399; 0.983762; 0.985391; 0.985950; 0.986979; 0.989158; 0.991802; 0.992595; 0.990160; 0.958204; (); (); (); (); (); (); (); (); (); (); (); (); (); 
4192.3; 10:07:02; (); (); (); (); (); (); (); (); 0.920683; 0.920706; 0.921621; 0.923893; 0.924784; 0.926750; 0.930213; 0.932952; 0.931562; 0.931176; 0.931115; 0.931683; 0.932595; 0.930646; 0.930866; 0.931937; 0.932413; 0.932005; 0.929622; 0.928969; 0.928212; 0.924937; 0.920080; 0.918398; 0.918501; 0.919859; 0.922178; 0.923662; 0.923317; 0.922345; 0.922940; 0.923499; 0.924073; 0.925980; 0.928168; 0.927089; 0.927280; 0.928208; 0.927643; 0.925883; 0.923402; 0.921684; 0.922669; 0.924570; 0.924959; 0.922401; 0.921543; 0.922636; 0.922963; 0.921283; 0.921006; 0.921306; 0.923260; 0.925975; 0.928027; 0.931206; 0.933773; 0.934321; 0.932509; 0.931335; 0.932538; 0.932200; 0.930393; 0.930744; 0.931899; 0.932841; 0.934190; 0.932902; 0.931045; 0.929773; 0.928344; 0.927186; 0.925056; 0.925452; 0.925656; 0.925424; 0.925690; 0.925708; 0.924593; 0.924107; 0.923960; 0.924671; 0.928405; 0.928755; 0.930590; 0.933380; 0.935310; 0.938266; 0.940256; 0.942709; 0.944430; 0.944975; 0.943890; 0.944783; 0.944819; 0.944673; 0.943744; 0.943427; 0.944597; 0.945552; 0.944266; 0.944586; 0.946838; 0.948787; 0.950783; 0.951499; 0.952808; 0.954664; 0.955709; 0.959707; 0.963870; 0.965215; 0.966658; 0.967807; 0.968157; 0.971508; 0.972698; 0.971923; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
4194.7; 10:07:11; (); (); (); (); (); (); (); (); 0.925829; 0.924535; 0.925228; 0.926048; 0.925514; 0.926232; 0.926092; 0.923638; 0.921435; 0.919601; 0.918180; 0.914668; 0.913174; 0.913683; 0.913421; 0.914716; 0.914935; 0.913626; 0.911983; 0.910442; 0.908390; 0.907527; 0.907944; 0.908732; 0.908661; 0.908857; 0.909798; 0.907583; 0.905465; 0.904176; 0.903084; 0.903776; 0.904752; 0.904945; 0.904268; 0.903402; 0.904218; 0.906242; 0.908983; 0.910971; 0.913052; 0.916333; 0.918169; 0.919705; 0.920763; 0.920233; 0.920380; 0.920130; 0.919686; 0.919826; 0.920495; 0.921275; 0.922009; 0.923456; 0.925057; 0.925400; 0.923869; 0.925052; 0.928040; 0.930684; 0.932485; 0.933626; 0.936749; 0.941807; 0.946391; 0.948856; 0.949657; 0.950012; 0.948708; 0.948495; 0.949734; 0.952024; 0.952895; 0.951384; 0.948267; 0.945044; 0.943158; 0.942171; 0.942741; 0.943569; 0.944583; 0.945917; 0.947973; 0.950632; 0.952131; 0.953334; 0.954447; 0.956427; 0.959196; 0.963909; 0.968273; 0.970503; 0.971197; 0.970745; 0.972341; 0.974239; 0.975416; 0.975416; 0.976002; 0.978011; 0.979173; 0.978682; 0.978821; 0.980226; 0.981730; 0.983208; 0.985070; 0.986592; 0.986923; 0.985169; 0.982169; 0.981613; 0.982045; 0.981299; 0.979549; 0.979805; 0.979944; 0.977556; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
4197.1; 10:07:20; (); (); (); (); (); (); (); (); 0.937191; 0.937313; 0.937579; 0.939397; 0.938937; 0.939125; 0.939854; 0.936846; 0.934443; 0.933109; 0.934925; 0.939465; 0.939054; 0.937731; 0.937089; 0.937350; 0.937884; 0.938471; 0.937175; 0.937790; 0.938420; 0.939072; 0.940149; 0.941429; 0.938841; 0.935664; 0.935574; 0.938046; 0.940580; 0.941350; 0.943347; 0.943614; 0.942156; 0.942434; 0.944804; 0.943886; 0.942805; 0.942475; 0.941429; 0.943443; 0.941930; 0.942161; 0.943110; 0.942680; 0.941311; 0.936822; 0.934560; 0.934294; 0.932816; 0.928628; 0.929062; 0.931439; 0.934313; 0.936336; 0.936894; 0.937716; 0.935612; 0.933359; 0.931719; 0.931378; 0.936088; 0.942566; 0.947244; 0.950033; 0.950724; 0.948651; 0.945438; 0.943478; 0.944079; 0.944919; 0.945746; 0.948611; 0.951273; 0.955117; 0.958607; 0.957615; 0.950991; 0.943715; 0.942396; 0.943250; 0.945533; 0.948130; 0.949969; 0.950578; 0.951528; 0.952739; 0.952097; 0.949910; 0.949789; 0.950784; 0.953275; 0.956175; 0.960484; 0.962744; 0.963908; 0.964760; 0.965542; 0.964399; 0.964728; 0.965012; 0.964624; 0.965521; 0.968829; 0.967585; 0.968026; 0.969356; 0.971832; 0.974781; 0.977721; 0.978901; 0.979320; 0.981149; 0.984353; 0.986557; 0.988845; 0.991162; 0.991973; 0.993283; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
