Roll Number; 0
Recipe Name; FP 4582_244 GSM
Start Time; 2017-11-30; 11:55:28
File Name; D:\Mahlo\TR\171130115528FP 4582_244 GSM0_THICKNESS2.txt

75.0; 11:55:39; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.740967; 0.739566; 0.740046; 0.739873; 0.738857; 0.736496; 0.733364; 0.731448; 0.730210; 0.729038; 0.727890; 0.724903; 0.725129; 0.725379; 0.725666; 0.726379; 0.725927; 0.724075; 0.722612; 0.723039; 0.727119; 0.730553; 0.733393; 0.734699; 0.733973; 0.732655; 0.733552; 0.732319; 0.731418; 0.730605; 0.730797; 0.732338; 0.734834; 0.737199; 0.738857; 0.739861; 0.741111; 0.740789; 0.740115; 0.741421; 0.743499; 0.744243; 0.743519; 0.744165; 0.745336; 0.746630; 0.748092; 0.747440; 0.747425; 0.745872; 0.743601; 0.743457; 0.745901; 0.750341; 0.752633; 0.754105; 0.755111; 0.758011; 0.760732; 0.762147; 0.761903; 0.761031; 0.761588; 0.761450; 0.762563; 0.764296; 0.764811; 0.764292; 0.762390; 0.763661; 0.765896; 0.767719; 0.768157; 0.768921; 0.768985; 0.768388; 0.768431; 0.770114; 0.771566; 0.773023; 0.773772; 0.773145; 0.772248; 0.771541; 0.768825; 0.766354; 0.765025; 0.764317; 0.762941; 0.764277; 0.765632; 0.763070; 0.761254; 0.760309; 0.758276; 0.757120; 0.756364; 0.755795; 0.756019; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
76.0; 11:55:48; (); (); (); (); (); (); 0.738819; 0.743645; 0.746399; 0.746547; 0.746739; 0.747187; 0.747843; 0.749484; 0.747791; 0.746310; 0.746292; 0.748006; 0.748957; 0.747225; 0.743350; 0.739376; 0.735737; 0.733312; 0.731081; 0.729483; 0.728370; 0.727514; 0.728417; 0.730692; 0.732402; 0.730660; 0.728904; 0.729143; 0.730122; 0.731749; 0.733722; 0.735329; 0.737404; 0.741627; 0.744238; 0.746209; 0.747943; 0.749237; 0.749662; 0.749975; 0.751641; 0.751843; 0.752433; 0.755167; 0.757211; 0.759878; 0.762027; 0.761362; 0.758760; 0.756477; 0.753785; 0.751502; 0.751326; 0.752778; 0.753486; 0.755890; 0.758763; 0.759798; 0.757759; 0.757062; 0.754222; 0.753407; 0.755592; 0.759021; 0.762670; 0.767937; 0.770880; 0.770354; 0.768486; 0.769614; 0.770309; 0.771445; 0.773246; 0.775133; 0.775798; 0.776913; 0.775877; 0.774111; 0.772016; 0.769998; 0.767338; 0.765536; 0.766156; 0.768915; 0.770006; 0.771101; 0.768214; 0.765550; 0.764498; 0.763671; 0.762629; 0.761409; 0.760533; 0.759698; 0.758701; 0.756890; 0.755535; 0.754895; 0.753816; 0.752128; 0.752739; 0.755263; 0.755711; 0.754830; 0.754149; 0.755783; 0.757785; 0.759363; 0.761069; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
76.7; 11:55:57; (); (); (); (); (); (); 0.726492; 0.731312; 0.734136; 0.736946; 0.739097; 0.740359; 0.740562; 0.740894; 0.742732; 0.744591; 0.745493; 0.744893; 0.746717; 0.748327; 0.749441; 0.748447; 0.745592; 0.743114; 0.741101; 0.740209; 0.739367; 0.738323; 0.739245; 0.738987; 0.738515; 0.739924; 0.741372; 0.740107; 0.740336; 0.741133; 0.742928; 0.745705; 0.748023; 0.750460; 0.750831; 0.751591; 0.752595; 0.752886; 0.753676; 0.755166; 0.755773; 0.755797; 0.756443; 0.757896; 0.758174; 0.758095; 0.757148; 0.755175; 0.752857; 0.751978; 0.752103; 0.752763; 0.753496; 0.753183; 0.752924; 0.753242; 0.754443; 0.755501; 0.754572; 0.753715; 0.753111; 0.754091; 0.756566; 0.756988; 0.757522; 0.756657; 0.754351; 0.751474; 0.750627; 0.747885; 0.744490; 0.742635; 0.741677; 0.740896; 0.740850; 0.741845; 0.741977; 0.741915; 0.743143; 0.743715; 0.745199; 0.748037; 0.751050; 0.754060; 0.756647; 0.758343; 0.760704; 0.762841; 0.763385; 0.764093; 0.762975; 0.761668; 0.760645; 0.760385; 0.760928; 0.762370; 0.763050; 0.763961; 0.765342; 0.766313; 0.766977; 0.765726; 0.765933; 0.767030; 0.768417; 0.770858; 0.772357; 0.774141; 0.775301; 0.775758; 0.774347; 0.771849; 0.769617; 0.768318; 0.768009; 0.767336; 0.767295; 0.767681; 0.765498; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
77.5; 11:56:06; (); (); (); (); (); (); 0.750687; 0.751054; 0.750340; 0.749458; 0.749439; 0.749007; 0.746604; 0.742809; 0.739367; 0.735739; 0.732328; 0.731960; 0.732389; 0.731435; 0.730450; 0.729707; 0.728276; 0.726405; 0.724314; 0.722855; 0.721968; 0.722239; 0.724526; 0.726029; 0.727280; 0.729885; 0.730880; 0.730538; 0.730623; 0.730650; 0.731828; 0.733681; 0.737333; 0.740941; 0.741788; 0.742229; 0.743657; 0.745456; 0.747553; 0.750578; 0.752834; 0.755642; 0.757359; 0.757985; 0.758604; 0.759165; 0.761059; 0.761012; 0.761113; 0.763678; 0.765601; 0.763865; 0.762094; 0.761102; 0.758325; 0.756935; 0.757675; 0.760354; 0.761549; 0.760642; 0.758499; 0.756255; 0.754041; 0.751388; 0.747595; 0.745462; 0.746790; 0.747650; 0.746032; 0.742729; 0.739187; 0.736148; 0.731864; 0.729488; 0.730843; 0.733951; 0.735084; 0.739068; 0.742851; 0.745103; 0.746123; 0.746826; 0.745643; 0.746581; 0.749697; 0.752608; 0.756974; 0.760246; 0.761336; 0.760028; 0.758026; 0.755334; 0.752049; 0.750164; 0.750596; 0.753071; 0.753428; 0.758656; 0.762632; 0.764515; 0.765303; 0.764016; 0.763487; 0.764313; 0.767648; 0.770669; 0.772322; 0.774420; 0.776500; 0.777376; 0.775428; 0.773237; 0.770134; 0.769173; 0.768541; 0.768092; 0.768121; 0.768734; 0.767651; 0.765765; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
78.2; 11:56:14; (); (); (); (); (); (); 0.754347; 0.753319; 0.751216; 0.747346; 0.746049; 0.747563; 0.746960; 0.746113; 0.746367; 0.745844; 0.744656; 0.744067; 0.742490; 0.741228; 0.740926; 0.740522; 0.739824; 0.740119; 0.743601; 0.744497; 0.743751; 0.744761; 0.745659; 0.745173; 0.745318; 0.745328; 0.743913; 0.742153; 0.741409; 0.739802; 0.739085; 0.739068; 0.737315; 0.736452; 0.737559; 0.738681; 0.738569; 0.738550; 0.739247; 0.741261; 0.741486; 0.741764; 0.743833; 0.746351; 0.749635; 0.752331; 0.754551; 0.758828; 0.760321; 0.759067; 0.756637; 0.755964; 0.755011; 0.753617; 0.752516; 0.752796; 0.752315; 0.750646; 0.749897; 0.749286; 0.748500; 0.748429; 0.749060; 0.750168; 0.751376; 0.752696; 0.753687; 0.755612; 0.758487; 0.760279; 0.763353; 0.767667; 0.770046; 0.768943; 0.767827; 0.768385; 0.767960; 0.766696; 0.766675; 0.769256; 0.770568; 0.771648; 0.770993; 0.769402; 0.768354; 0.767258; 0.766604; 0.767365; 0.770000; 0.772479; 0.771911; 0.772419; 0.774252; 0.775725; 0.776742; 0.776662; 0.777094; 0.778741; 0.780260; 0.778786; 0.778043; 0.778354; 0.779536; 0.782027; 0.784436; 0.785235; 0.786053; 0.785499; 0.783432; 0.781906; 0.780491; 0.779293; 0.777455; 0.778274; 0.781085; 0.781535; 0.780836; 0.778619; 0.772921; 0.765765; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
79.0; 11:56:23; (); (); (); (); (); (); 0.734661; 0.738237; 0.740666; 0.743075; 0.745225; 0.745321; 0.745488; 0.746766; 0.746780; 0.746895; 0.747985; 0.746415; 0.746385; 0.745754; 0.743151; 0.741373; 0.740444; 0.737489; 0.734254; 0.732701; 0.731980; 0.731574; 0.731279; 0.732277; 0.733589; 0.734229; 0.736663; 0.736961; 0.737836; 0.738929; 0.739267; 0.738640; 0.739061; 0.739686; 0.740426; 0.741200; 0.740726; 0.741537; 0.742079; 0.742489; 0.742746; 0.741271; 0.742116; 0.743664; 0.745540; 0.747702; 0.748632; 0.751350; 0.753358; 0.753915; 0.753811; 0.754730; 0.752976; 0.751522; 0.750729; 0.750444; 0.749684; 0.746637; 0.743827; 0.742244; 0.741810; 0.742448; 0.742929; 0.743339; 0.744310; 0.745536; 0.747363; 0.751411; 0.753426; 0.755704; 0.759598; 0.764326; 0.766860; 0.766907; 0.766958; 0.768558; 0.769534; 0.768002; 0.768634; 0.770002; 0.770958; 0.770495; 0.769396; 0.768477; 0.766490; 0.764128; 0.763361; 0.765304; 0.770334; 0.772028; 0.771417; 0.771740; 0.774578; 0.775312; 0.775264; 0.774997; 0.775221; 0.774850; 0.776751; 0.778327; 0.778828; 0.778367; 0.778813; 0.779085; 0.779098; 0.776093; 0.773237; 0.773237; 0.772844; 0.772855; 0.773324; 0.773726; 0.774680; 0.774971; 0.775051; 0.774914; 0.774101; 0.771609; 0.768791; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
79.7; 11:56:32; (); (); (); (); (); (); 0.745729; 0.748076; 0.750064; 0.750994; 0.751497; 0.752929; 0.753952; 0.756754; 0.758262; 0.756146; 0.753088; 0.751128; 0.749792; 0.749173; 0.749320; 0.748964; 0.747600; 0.746534; 0.746205; 0.744918; 0.742867; 0.739923; 0.737577; 0.736933; 0.737712; 0.739779; 0.741044; 0.742563; 0.744556; 0.746008; 0.745206; 0.745249; 0.745549; 0.747384; 0.750465; 0.751286; 0.753072; 0.753268; 0.753344; 0.752585; 0.751512; 0.752661; 0.754817; 0.756210; 0.759181; 0.761347; 0.761163; 0.761805; 0.760750; 0.758784; 0.757140; 0.753966; 0.750560; 0.749991; 0.751338; 0.751806; 0.749948; 0.746542; 0.743051; 0.739358; 0.737490; 0.739111; 0.738535; 0.739216; 0.741490; 0.744521; 0.748890; 0.753374; 0.753336; 0.751838; 0.750606; 0.750622; 0.751816; 0.751625; 0.751915; 0.752269; 0.751681; 0.750196; 0.748777; 0.748765; 0.749399; 0.750156; 0.751490; 0.754779; 0.759458; 0.762406; 0.764611; 0.767329; 0.768940; 0.771627; 0.773878; 0.774987; 0.778797; 0.781022; 0.781170; 0.781480; 0.782023; 0.781981; 0.781503; 0.781467; 0.781508; 0.782449; 0.783496; 0.785570; 0.787333; 0.787864; 0.787562; 0.785631; 0.782388; 0.781247; 0.779271; 0.776689; 0.774637; 0.774139; 0.772860; 0.772260; 0.771087; 0.769071; 0.764432; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
80.4; 11:56:41; (); (); (); (); (); (); 0.722762; 0.727263; 0.731201; 0.734419; 0.735203; 0.734588; 0.733545; 0.732522; 0.734131; 0.736623; 0.738629; 0.739766; 0.741003; 0.740857; 0.741532; 0.741546; 0.740540; 0.739154; 0.735798; 0.734452; 0.734010; 0.734313; 0.734586; 0.732173; 0.729263; 0.728924; 0.728726; 0.727542; 0.729020; 0.727411; 0.724378; 0.722107; 0.721567; 0.724316; 0.729283; 0.732641; 0.735345; 0.737690; 0.740809; 0.744832; 0.747972; 0.751710; 0.755027; 0.756688; 0.758951; 0.762864; 0.766112; 0.766687; 0.766353; 0.762479; 0.758069; 0.754691; 0.750930; 0.748196; 0.747653; 0.747069; 0.745755; 0.742984; 0.741364; 0.740185; 0.740509; 0.741780; 0.742708; 0.743427; 0.747063; 0.751507; 0.756122; 0.759255; 0.759179; 0.757981; 0.755268; 0.755319; 0.757013; 0.756904; 0.756300; 0.755204; 0.753677; 0.751297; 0.749437; 0.748426; 0.746405; 0.746270; 0.748662; 0.752524; 0.754247; 0.757113; 0.758997; 0.759796; 0.761208; 0.764545; 0.765236; 0.765693; 0.768914; 0.772388; 0.773804; 0.776481; 0.776457; 0.776139; 0.776231; 0.777970; 0.778771; 0.779716; 0.781240; 0.782934; 0.783031; 0.783257; 0.783554; 0.782431; 0.780799; 0.779223; 0.778095; 0.777642; 0.776536; 0.774964; 0.773321; 0.772513; 0.770943; 0.769028; 0.765427; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
81.2; 11:56:49; (); (); (); (); (); (); 0.755343; 0.753123; 0.753305; 0.754030; 0.753376; 0.750729; 0.748333; 0.745970; 0.747391; 0.747507; 0.745647; 0.742771; 0.738304; 0.735026; 0.732905; 0.731853; 0.731491; 0.730642; 0.729670; 0.729429; 0.730923; 0.733711; 0.736244; 0.735945; 0.735760; 0.734919; 0.735997; 0.737738; 0.738382; 0.738751; 0.739397; 0.739878; 0.740014; 0.740357; 0.741096; 0.741019; 0.740124; 0.740473; 0.741255; 0.743451; 0.747208; 0.748228; 0.748444; 0.750034; 0.751081; 0.752307; 0.753506; 0.753820; 0.752699; 0.750704; 0.749026; 0.747935; 0.746357; 0.746106; 0.744033; 0.741991; 0.741207; 0.742214; 0.742458; 0.741539; 0.741624; 0.743492; 0.744240; 0.745453; 0.748371; 0.752132; 0.755130; 0.757577; 0.759527; 0.762633; 0.765042; 0.765873; 0.766611; 0.767427; 0.766852; 0.764934; 0.762475; 0.759410; 0.757013; 0.757232; 0.758075; 0.758649; 0.758291; 0.757365; 0.755270; 0.755864; 0.757271; 0.758087; 0.759219; 0.762409; 0.763785; 0.765576; 0.769311; 0.773334; 0.772161; 0.771124; 0.770675; 0.770709; 0.770364; 0.769697; 0.769785; 0.770786; 0.771753; 0.772130; 0.772377; 0.773635; 0.774748; 0.774433; 0.771463; 0.768623; 0.765893; 0.761804; 0.759046; 0.758596; 0.759702; 0.758658; 0.755855; 0.751505; 0.745412; 0.740404; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
81.9; 11:56:58; (); (); (); (); (); (); 0.744308; 0.746511; 0.751312; 0.752784; 0.752352; 0.752039; 0.750605; 0.747767; 0.743953; 0.742883; 0.741309; 0.741020; 0.741398; 0.741267; 0.740479; 0.739536; 0.736562; 0.732153; 0.731079; 0.730749; 0.730833; 0.732709; 0.735172; 0.736559; 0.737607; 0.737702; 0.735803; 0.732553; 0.729688; 0.729749; 0.729491; 0.729898; 0.730005; 0.727878; 0.727256; 0.726660; 0.725629; 0.725140; 0.726603; 0.727661; 0.729273; 0.730133; 0.731759; 0.734340; 0.734807; 0.735390; 0.736883; 0.739253; 0.741926; 0.741454; 0.740501; 0.738343; 0.735941; 0.734128; 0.734644; 0.735431; 0.737968; 0.740125; 0.742266; 0.744305; 0.744574; 0.744958; 0.744750; 0.744585; 0.747129; 0.751944; 0.757708; 0.761824; 0.764358; 0.764495; 0.763487; 0.763039; 0.762066; 0.761221; 0.761490; 0.762265; 0.760623; 0.759038; 0.757889; 0.756854; 0.755308; 0.752822; 0.752180; 0.753303; 0.754091; 0.755643; 0.758284; 0.760822; 0.762207; 0.762111; 0.761689; 0.763782; 0.765917; 0.768030; 0.768982; 0.768396; 0.769679; 0.767719; 0.764599; 0.764714; 0.765295; 0.766083; 0.766872; 0.767742; 0.768905; 0.770780; 0.771840; 0.771731; 0.770331; 0.768242; 0.765179; 0.761128; 0.762013; 0.763157; 0.762563; 0.761036; 0.757086; 0.753030; 0.749773; 0.747439; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
82.7; 11:57:07; (); (); (); (); (); (); 0.745028; 0.746588; 0.749116; 0.750277; 0.750831; 0.748250; 0.747189; 0.746986; 0.745312; 0.740984; 0.736613; 0.734283; 0.733234; 0.732873; 0.734115; 0.733816; 0.732529; 0.731682; 0.730073; 0.729251; 0.730458; 0.730087; 0.728818; 0.728463; 0.731141; 0.732886; 0.733559; 0.733485; 0.731211; 0.728993; 0.727391; 0.726865; 0.728150; 0.729542; 0.730850; 0.732116; 0.731738; 0.730699; 0.731394; 0.730048; 0.731636; 0.735335; 0.739974; 0.746070; 0.750295; 0.752843; 0.751908; 0.750163; 0.748842; 0.747757; 0.745961; 0.747184; 0.747922; 0.747080; 0.747390; 0.746757; 0.742640; 0.738342; 0.734746; 0.733596; 0.734873; 0.737191; 0.740677; 0.743581; 0.744751; 0.747919; 0.749227; 0.750096; 0.750535; 0.751194; 0.753012; 0.755568; 0.756708; 0.756547; 0.756525; 0.754815; 0.752466; 0.749240; 0.745906; 0.745515; 0.746381; 0.748812; 0.751360; 0.752945; 0.754101; 0.755389; 0.756762; 0.761029; 0.764029; 0.765110; 0.765339; 0.765114; 0.765906; 0.768068; 0.769105; 0.768848; 0.768765; 0.767998; 0.767413; 0.766129; 0.763204; 0.760273; 0.758007; 0.757249; 0.757401; 0.758011; 0.759428; 0.759331; 0.757058; 0.753741; 0.750799; 0.746634; 0.743096; 0.740911; 0.739969; 0.739901; 0.740965; 0.741160; 0.737160; 0.734120; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
