Roll Number; 2
Recipe Name; FP 4576_516 GSM
Start Time; 2018-03-22; 10:22:09
File Name; D:\Mahlo\TR\180322102209FP 4576_516 GSM2_THICKNESS2.txt

6071.8; 10:22:26; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.223250; 1.221393; 1.227745; 1.229835; 1.233041; 1.236680; 1.238245; 1.245063; 1.245653; 1.243516; 1.241038; 1.241733; 1.237877; 1.236319; 1.233115; 1.234911; 1.235616; 1.230495; 1.228989; 1.236488; 1.244829; 1.249487; 1.250155; 1.248645; 1.249366; 1.244462; 1.247464; 1.253851; 1.255951; 1.255032; 1.256796; 1.256734; 1.260073; 1.266751; 1.274092; 1.276347; 1.273801; 1.273566; 1.273066; 1.273026; 1.271917; 1.277516; 1.282864; 1.284441; 1.280027; 1.285044; 1.293650; 1.303619; 1.307742; 1.309185; 1.310307; 1.306591; 1.300756; 1.300522; 1.303458; 1.299328; 1.292493; 1.288435; 1.290875; 1.292067; 1.293772; 1.295775; 1.298192; 1.297264; 1.296877; 1.297379; 1.297028; 1.293855; 1.292346; 1.292325; 1.290906; 1.292613; 1.294399; 1.296496; 1.297814; 1.299322; 1.301782; 1.306858; 1.311786; 1.313305; 1.315416; 1.319368; 1.324153; 1.324515; 1.326435; 1.332845; 1.338460; 1.340204; 1.340101; 1.341170; 1.341799; 1.339363; 1.340489; 1.343053; 1.346646; 1.348209; 1.347475; 1.343337; 1.338885; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
6075.1; 10:22:39; (); (); (); (); (); (); (); (); (); (); 1.262423; 1.259542; 1.259245; 1.256987; 1.255187; 1.256547; 1.259019; 1.258500; 1.252405; 1.254126; 1.258527; 1.258930; 1.254683; 1.254185; 1.257610; 1.259881; 1.256553; 1.252082; 1.252158; 1.246507; 1.241105; 1.243433; 1.247419; 1.252003; 1.252723; 1.253466; 1.256560; 1.258230; 1.259818; 1.257955; 1.258298; 1.258070; 1.256302; 1.254192; 1.253515; 1.253358; 1.254051; 1.252843; 1.251332; 1.256682; 1.256533; 1.256839; 1.260423; 1.261406; 1.264908; 1.263453; 1.264973; 1.267698; 1.271076; 1.270719; 1.272191; 1.269563; 1.272455; 1.272138; 1.271061; 1.271645; 1.274395; 1.280814; 1.280814; 1.286486; 1.292172; 1.292981; 1.292390; 1.292417; 1.288978; 1.287890; 1.285288; 1.282870; 1.280695; 1.276745; 1.276746; 1.277783; 1.276363; 1.279053; 1.283592; 1.289232; 1.291675; 1.292879; 1.297048; 1.301853; 1.303150; 1.304812; 1.308502; 1.309835; 1.308821; 1.306733; 1.305055; 1.301231; 1.299668; 1.297309; 1.297447; 1.298338; 1.295650; 1.298374; 1.299793; 1.300676; 1.304498; 1.310125; 1.312034; 1.314695; 1.318662; 1.321130; 1.321495; 1.320544; 1.320915; 1.322260; 1.322113; 1.320394; 1.321459; 1.321779; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
6077.6; 10:22:48; (); (); (); (); (); (); (); (); (); (); 1.274221; 1.276744; 1.275621; 1.272797; 1.269893; 1.265280; 1.263126; 1.261466; 1.257503; 1.253806; 1.253978; 1.258647; 1.261003; 1.260900; 1.262260; 1.261977; 1.259200; 1.257652; 1.257394; 1.258649; 1.264586; 1.269527; 1.269533; 1.268733; 1.268741; 1.266572; 1.262009; 1.263104; 1.264811; 1.263495; 1.264414; 1.265050; 1.265497; 1.265563; 1.265179; 1.263668; 1.260520; 1.260442; 1.261575; 1.263444; 1.265314; 1.264947; 1.262026; 1.259597; 1.255839; 1.253478; 1.254442; 1.253617; 1.253462; 1.253229; 1.253378; 1.255163; 1.258439; 1.260822; 1.260264; 1.260723; 1.265543; 1.270795; 1.273058; 1.276535; 1.280811; 1.284260; 1.287656; 1.291387; 1.291223; 1.291440; 1.294425; 1.295604; 1.298469; 1.300989; 1.300375; 1.297536; 1.293925; 1.292782; 1.291410; 1.293206; 1.296859; 1.299605; 1.298302; 1.297707; 1.296629; 1.297339; 1.301432; 1.303884; 1.306119; 1.307309; 1.306713; 1.306912; 1.308610; 1.309229; 1.308240; 1.308892; 1.308098; 1.307768; 1.312735; 1.316503; 1.316470; 1.314007; 1.311566; 1.312228; 1.313557; 1.319035; 1.324532; 1.325833; 1.324503; 1.321526; 1.320382; 1.322021; 1.323595; 1.324745; 1.322395; 1.319985; 1.323199; 1.327497; 1.328906; 1.330373; 1.327887; 1.326563; 1.327929; 1.332593; 1.334385; (); (); (); (); (); (); (); (); (); 
6079.4; 10:22:57; (); (); (); (); (); (); (); (); (); 1.262959; 1.259532; 1.263305; 1.268241; 1.268808; 1.267337; 1.265749; 1.266017; 1.267740; 1.266993; 1.267851; 1.265251; 1.262048; 1.261119; 1.261524; 1.265444; 1.265161; 1.262056; 1.257811; 1.256373; 1.255655; 1.256499; 1.258569; 1.260759; 1.261430; 1.258179; 1.256871; 1.257435; 1.258478; 1.255024; 1.255295; 1.255488; 1.255448; 1.256143; 1.258140; 1.261346; 1.263808; 1.263328; 1.264382; 1.269375; 1.272406; 1.276169; 1.279318; 1.281863; 1.282794; 1.281912; 1.283116; 1.283626; 1.284754; 1.286043; 1.287124; 1.286080; 1.286276; 1.284147; 1.284408; 1.288778; 1.292006; 1.289342; 1.289436; 1.292815; 1.296022; 1.297388; 1.301825; 1.302447; 1.302281; 1.303408; 1.305292; 1.304836; 1.306613; 1.303300; 1.297315; 1.295284; 1.297491; 1.295748; 1.293385; 1.293486; 1.292131; 1.288908; 1.289789; 1.285981; 1.282928; 1.283366; 1.284570; 1.283594; 1.287049; 1.290786; 1.292055; 1.294215; 1.298171; 1.297542; 1.296247; 1.298145; 1.300275; 1.300690; 1.305372; 1.306925; 1.306438; 1.309013; 1.312895; 1.313748; 1.311568; 1.311126; 1.310997; 1.311398; 1.314257; 1.315571; 1.317806; 1.319777; 1.322801; 1.326071; 1.329959; 1.335527; 1.335027; 1.335555; 1.338283; 1.342266; 1.344538; 1.345576; 1.346872; 1.350013; 1.354419; 1.354586; (); (); (); (); (); (); (); (); (); 
6081.2; 10:23:06; (); (); (); (); (); (); (); (); (); 1.235282; 1.240093; 1.239811; 1.241035; 1.243282; 1.242311; 1.238902; 1.234918; 1.237069; 1.242706; 1.246971; 1.249938; 1.252237; 1.252352; 1.254840; 1.255086; 1.256340; 1.261479; 1.263711; 1.261172; 1.263153; 1.268714; 1.271179; 1.267555; 1.262880; 1.259935; 1.257463; 1.255786; 1.256561; 1.255223; 1.254630; 1.250087; 1.243717; 1.241477; 1.244203; 1.244263; 1.243879; 1.245103; 1.249189; 1.253119; 1.256443; 1.260722; 1.263637; 1.263815; 1.263721; 1.262350; 1.262324; 1.262212; 1.261444; 1.262548; 1.265208; 1.269768; 1.272959; 1.274370; 1.276113; 1.276273; 1.277858; 1.278218; 1.278901; 1.282162; 1.286468; 1.291592; 1.297205; 1.301639; 1.301283; 1.299349; 1.298413; 1.298754; 1.298162; 1.295925; 1.293964; 1.293848; 1.295317; 1.294743; 1.294291; 1.295025; 1.295907; 1.293873; 1.295242; 1.297827; 1.300059; 1.299723; 1.298048; 1.301629; 1.305509; 1.306660; 1.305682; 1.304539; 1.304179; 1.304428; 1.306262; 1.308459; 1.311754; 1.311910; 1.312645; 1.313745; 1.314679; 1.315846; 1.313313; 1.315075; 1.318096; 1.320767; 1.325356; 1.328873; 1.330874; 1.332897; 1.333704; 1.331101; 1.328933; 1.326810; 1.326739; 1.329570; 1.334221; 1.339804; 1.341931; 1.342344; 1.341504; 1.340346; 1.341962; 1.339121; 1.335863; (); (); (); (); (); (); (); (); (); (); 
6083.0; 10:23:15; (); (); (); (); (); (); (); 1.247123; 1.250354; 1.253650; 1.255683; 1.258104; 1.260300; 1.260658; 1.257809; 1.253864; 1.250491; 1.252306; 1.255190; 1.259089; 1.263768; 1.267522; 1.268272; 1.267830; 1.267213; 1.264770; 1.261390; 1.258763; 1.258124; 1.258441; 1.259522; 1.261576; 1.262826; 1.264584; 1.261555; 1.256589; 1.252563; 1.248669; 1.246397; 1.244643; 1.245635; 1.247074; 1.248715; 1.251883; 1.257180; 1.258524; 1.257904; 1.257480; 1.258729; 1.261202; 1.264281; 1.267507; 1.270076; 1.272096; 1.274796; 1.274493; 1.273229; 1.270580; 1.266645; 1.262480; 1.261443; 1.260841; 1.259920; 1.259355; 1.262150; 1.263090; 1.259230; 1.256407; 1.255046; 1.255049; 1.259911; 1.264754; 1.269379; 1.273905; 1.278147; 1.279912; 1.281269; 1.280800; 1.276872; 1.271899; 1.273132; 1.279140; 1.285328; 1.289407; 1.290446; 1.285536; 1.283214; 1.284683; 1.285318; 1.285067; 1.285239; 1.289266; 1.292320; 1.296019; 1.300681; 1.301143; 1.301063; 1.300537; 1.301269; 1.303942; 1.308216; 1.309816; 1.308247; 1.310147; 1.314732; 1.319479; 1.321918; 1.322264; 1.320787; 1.320628; 1.323970; 1.327911; 1.330559; 1.329837; 1.331676; 1.335347; 1.339890; 1.344754; 1.345517; 1.344851; 1.341380; 1.339658; 1.342692; 1.344936; 1.345340; 1.344705; 1.343554; 1.343287; 1.346408; 1.345796; (); (); (); (); (); (); (); (); (); (); 
6084.8; 10:23:24; (); (); (); (); (); (); (); 1.254455; 1.251258; 1.249626; 1.250168; 1.252786; 1.257561; 1.258895; 1.256616; 1.254326; 1.254453; 1.253531; 1.250115; 1.249818; 1.248554; 1.246691; 1.245655; 1.246620; 1.246717; 1.245633; 1.243516; 1.239175; 1.235173; 1.238067; 1.240825; 1.241350; 1.240721; 1.240769; 1.242994; 1.243306; 1.244268; 1.246039; 1.248045; 1.251599; 1.251716; 1.252252; 1.254564; 1.257512; 1.254707; 1.256139; 1.257259; 1.259454; 1.261214; 1.261777; 1.261680; 1.259182; 1.257884; 1.257571; 1.255829; 1.257935; 1.257005; 1.255732; 1.257574; 1.264073; 1.267991; 1.270686; 1.270546; 1.270062; 1.269315; 1.268401; 1.271830; 1.274952; 1.278050; 1.281743; 1.284586; 1.285044; 1.287733; 1.287174; 1.284302; 1.283049; 1.283092; 1.285992; 1.287438; 1.289043; 1.290174; 1.289004; 1.285787; 1.282924; 1.280456; 1.278806; 1.280472; 1.280497; 1.283591; 1.285850; 1.285152; 1.283634; 1.284092; 1.286718; 1.291435; 1.296467; 1.300097; 1.303551; 1.305396; 1.307747; 1.308449; 1.307938; 1.306873; 1.306605; 1.308716; 1.314091; 1.319959; 1.320697; 1.320664; 1.320321; 1.319586; 1.319968; 1.323747; 1.327637; 1.329997; 1.331911; 1.334684; 1.338120; 1.340495; 1.342543; 1.342706; 1.342105; 1.342859; 1.343967; 1.344850; 1.346744; 1.347660; 1.346016; 1.344941; (); (); (); (); (); (); (); (); (); (); (); 
6086.5; 10:23:33; (); (); (); (); (); (); 1.272464; 1.265730; 1.262362; 1.264691; 1.267211; 1.268197; 1.267450; 1.266933; 1.270217; 1.271822; 1.272205; 1.272120; 1.271264; 1.270549; 1.271226; 1.272858; 1.274237; 1.273967; 1.272168; 1.269865; 1.268823; 1.270058; 1.272207; 1.271507; 1.271506; 1.271318; 1.268874; 1.266143; 1.265670; 1.266500; 1.268880; 1.272201; 1.275352; 1.275823; 1.278493; 1.280874; 1.281554; 1.279861; 1.278241; 1.279004; 1.278510; 1.279954; 1.282592; 1.283726; 1.282168; 1.280688; 1.280648; 1.280811; 1.280022; 1.276160; 1.275908; 1.277747; 1.281914; 1.286831; 1.290377; 1.294060; 1.296848; 1.298074; 1.300877; 1.306176; 1.309854; 1.312115; 1.313631; 1.315200; 1.315988; 1.313020; 1.307672; 1.302760; 1.299513; 1.298653; 1.300616; 1.303058; 1.303351; 1.302237; 1.300122; 1.299112; 1.298424; 1.298138; 1.299065; 1.301094; 1.302920; 1.308438; 1.312314; 1.312596; 1.311322; 1.309841; 1.308736; 1.309068; 1.309243; 1.310924; 1.312685; 1.313202; 1.315006; 1.317369; 1.318512; 1.318285; 1.318320; 1.318265; 1.320474; 1.325412; 1.330354; 1.334307; 1.336562; 1.338265; 1.340067; 1.342998; 1.347257; 1.351996; 1.351432; 1.353280; 1.356221; 1.357073; 1.354271; 1.351421; 1.347531; 1.343858; 1.341694; 1.341086; 1.340006; 1.337344; 1.333160; 1.326029; 1.320086; (); (); (); (); (); (); (); (); (); (); (); 
6088.3; 10:23:42; (); (); (); (); (); (); 1.244408; 1.243381; 1.243253; 1.242745; 1.242313; 1.242603; 1.245064; 1.247501; 1.249725; 1.250139; 1.247183; 1.245219; 1.245629; 1.245657; 1.245673; 1.247058; 1.251772; 1.256409; 1.260771; 1.264093; 1.267509; 1.270069; 1.267529; 1.267598; 1.272108; 1.277151; 1.280773; 1.281624; 1.282074; 1.282544; 1.283490; 1.284288; 1.284262; 1.284232; 1.282780; 1.279793; 1.278034; 1.283201; 1.289873; 1.294942; 1.297300; 1.296252; 1.296112; 1.298485; 1.300501; 1.298887; 1.295699; 1.294661; 1.294485; 1.296691; 1.300152; 1.301867; 1.301279; 1.296407; 1.290408; 1.291074; 1.294782; 1.297748; 1.294428; 1.293069; 1.294523; 1.295849; 1.298164; 1.301816; 1.302297; 1.301150; 1.303020; 1.305632; 1.306880; 1.308611; 1.307955; 1.304574; 1.302320; 1.303465; 1.300861; 1.304073; 1.307670; 1.308569; 1.307140; 1.308098; 1.307367; 1.305280; 1.304279; 1.305450; 1.306318; 1.305072; 1.307804; 1.312130; 1.316240; 1.318573; 1.316680; 1.313597; 1.313890; 1.316843; 1.318884; 1.321138; 1.321757; 1.324225; 1.325584; 1.325324; 1.324922; 1.324243; 1.324437; 1.326562; 1.329467; 1.329903; 1.331241; 1.328733; 1.326188; 1.325217; 1.324970; 1.327029; 1.325935; 1.325358; 1.327133; 1.330086; 1.329497; 1.329031; 1.328023; 1.328291; 1.327949; 1.328985; (); (); (); (); (); (); (); (); (); (); (); (); 
6090.1; 10:23:51; (); (); (); (); (); 1.268941; 1.270172; 1.269597; 1.270144; 1.268475; 1.267462; 1.267919; 1.267706; 1.270473; 1.272142; 1.275736; 1.279119; 1.278873; 1.274619; 1.271629; 1.272424; 1.274778; 1.275809; 1.275641; 1.275416; 1.274810; 1.274564; 1.273688; 1.270117; 1.267909; 1.267026; 1.265119; 1.262166; 1.265701; 1.266950; 1.265220; 1.263263; 1.262602; 1.261256; 1.259345; 1.257744; 1.256703; 1.258648; 1.264723; 1.268427; 1.272287; 1.276633; 1.280075; 1.282246; 1.283581; 1.283879; 1.285266; 1.289939; 1.295441; 1.300651; 1.305346; 1.307626; 1.306414; 1.304030; 1.302052; 1.298605; 1.297575; 1.297495; 1.298170; 1.301588; 1.304268; 1.304811; 1.304254; 1.305891; 1.310066; 1.311239; 1.315634; 1.320307; 1.324074; 1.325622; 1.325177; 1.326001; 1.325906; 1.323730; 1.319323; 1.318893; 1.320768; 1.321829; 1.320370; 1.317319; 1.312068; 1.307459; 1.305057; 1.305237; 1.305366; 1.303985; 1.303843; 1.302811; 1.304101; 1.305577; 1.304206; 1.302301; 1.299633; 1.299166; 1.301702; 1.305716; 1.305856; 1.303434; 1.301938; 1.302478; 1.304691; 1.309770; 1.317034; 1.317812; 1.318394; 1.318589; 1.318053; 1.320137; 1.319541; 1.319711; 1.320831; 1.322485; 1.325276; 1.325765; 1.329172; 1.331277; 1.327762; 1.324328; 1.326830; 1.328500; 1.331358; 1.333419; 1.332121; (); (); (); (); (); (); (); (); (); (); (); (); 
6091.9; 10:24:00; (); (); (); (); (); 1.236325; 1.233799; 1.235273; 1.237356; 1.235930; 1.236075; 1.237709; 1.240506; 1.243958; 1.246399; 1.246980; 1.245847; 1.244284; 1.245503; 1.249324; 1.249097; 1.252058; 1.253799; 1.256457; 1.260437; 1.262091; 1.263748; 1.262835; 1.264025; 1.266389; 1.267791; 1.266773; 1.268361; 1.269544; 1.271280; 1.273711; 1.274311; 1.276131; 1.276890; 1.277088; 1.278281; 1.280904; 1.283169; 1.283257; 1.281401; 1.278515; 1.278812; 1.278758; 1.276352; 1.276170; 1.278654; 1.280258; 1.280353; 1.280997; 1.281838; 1.280432; 1.277779; 1.278041; 1.279873; 1.286733; 1.294933; 1.300110; 1.304185; 1.312921; 1.314753; 1.316094; 1.317429; 1.319973; 1.325511; 1.330844; 1.334187; 1.335510; 1.336276; 1.335293; 1.330966; 1.327766; 1.326478; 1.326185; 1.324671; 1.324486; 1.325147; 1.325961; 1.324818; 1.320276; 1.318686; 1.320234; 1.322314; 1.322084; 1.320492; 1.320120; 1.320398; 1.320702; 1.321290; 1.320130; 1.320375; 1.316886; 1.313993; 1.313650; 1.315641; 1.317003; 1.317910; 1.317930; 1.320953; 1.325027; 1.325378; 1.325924; 1.326885; 1.325717; 1.322688; 1.325029; 1.330204; 1.333610; 1.336020; 1.336034; 1.336537; 1.338539; 1.342946; 1.343973; 1.346185; 1.351515; 1.354347; 1.354698; 1.360856; 1.366725; 1.368954; 1.369344; 1.369688; 1.371332; (); (); (); (); (); (); (); (); (); (); (); (); 
