Roll Number; 0
Recipe Name; FP 4548_513 GSM
Start Time; 2017-11-07; 08:41:56
File Name; D:\Mahlo\TR\171107084156FP 4548_513 GSM0_XMF2.txt

1776.4; 08:42:08; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 398.014069; 374.177766; 338.566971; 305.242324; 280.981183; 257.843256; 237.994242; 220.561433; 192.368948; 163.782561; 138.785005; 114.428866; 85.863030; 59.988827; 34.248909; 7.092181; 1.734685; 1.738737; 1.738686; 1.736545; 1.731169; 1.726125; 1.720965; 1.717894; 1.714372; 1.705500; 1.696836; 1.686268; 1.671660; 1.660098; 1.649805; 1.637887; 1.626709; 1.618482; 1.616529; 1.614945; 1.609292; 1.602614; 1.595279; 1.587467; 1.580942; 1.578672; 1.580570; 1.582201; 1.584956; 1.586506; 1.589886; 1.593264; 1.594654; 1.595273; 1.597208; 1.600591; 1.606603; 1.612819; 1.618453; 1.622369; 1.627717; 1.632484; 1.635020; 1.635518; 1.635471; 1.635960; 1.638272; 1.640152; 1.641232; 1.643373; 1.646191; 1.651513; 1.659077; 1.668536; 1.681349; 1.692321; 1.702681; 1.715437; 1.729778; 1.740754; 1.751528; 1.760035; 1.768532; 1.771735; 1.771766; 1.772474; 1.772395; 1.767045; 1.759779; 1.750652; 1.740595; 1.726980; 1.718500; 1.713349; 1.707675; 1.698618; 1.688994; 1.681683; 1.682790; 1.685533; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1782.8; 08:42:17; (); (); (); (); (); (); (); (); (); (); 1.812591; 1.809926; 1.808076; 1.805970; 1.802443; 1.798410; 1.793013; 1.786999; 1.784669; 1.783267; 1.779941; 1.774745; 1.771669; 1.768325; 1.758519; 1.750505; 1.743152; 1.735664; 1.728525; 1.724900; 1.724237; 1.726540; 1.727067; 1.725873; 1.724564; 1.721060; 1.715340; 1.709862; 1.706716; 1.706661; 1.704356; 1.702965; 1.700317; 1.700977; 1.699802; 1.695345; 1.688061; 1.678867; 1.669985; 1.661203; 1.653387; 1.648682; 1.643921; 1.639259; 1.638091; 1.639645; 1.637223; 1.638165; 1.633994; 1.628337; 1.621530; 1.618725; 1.620168; 1.620910; 1.621093; 1.626383; 1.636660; 1.644769; 1.652383; 1.659952; 1.663952; 1.666853; 1.668855; 1.669730; 1.672657; 1.676089; 1.679506; 1.680684; 1.682822; 1.685980; 1.684192; 1.674647; 1.665346; 1.658558; 1.652890; 1.652383; 1.652746; 1.654887; 1.659054; 1.664650; 1.673320; 1.684124; 1.695782; 1.707879; 1.716889; 1.721601; 1.730023; 1.738377; 1.746834; 1.751555; 1.760559; 1.763533; 1.765145; 1.767109; 1.763123; 1.758553; 1.747538; 1.738132; 1.728948; 1.723498; 1.723736; 1.721718; 1.719958; 1.714556; 1.708141; 1.697539; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1787.8; 08:42:25; (); (); (); (); (); (); (); (); (); (); 1.676884; 1.599789; 1.494710; 1.414127; 1.354265; 1.304876; 1.256683; 1.214485; 1.159709; 1.086479; 1.010173; 0.939690; 0.870839; 0.790056; 0.714519; 0.699866; 0.698580; 0.696776; 0.694335; 0.692981; 0.691292; 0.690185; 0.691840; 0.691780; 0.692000; 0.692044; 0.690781; 0.690160; 0.688935; 0.687312; 0.684252; 0.681277; 0.678965; 0.676706; 0.674028; 0.671181; 0.667342; 0.652538; 0.626312; 0.599402; 0.568526; 0.539595; 0.515474; 0.491559; 0.463427; 0.439222; 0.416216; 0.389416; 0.362504; 0.339217; 0.316067; 0.289117; 0.278841; 0.278373; 0.278786; 0.280313; 0.281660; 0.282190; 0.283598; 0.286422; 0.288703; 0.290139; 0.291109; 0.291135; 0.290804; 0.291020; 0.291671; 0.292596; 0.293829; 0.294413; 0.294569; 0.294115; 0.294120; 0.293106; 0.291426; 0.290380; 0.290984; 0.292237; 0.294615; 0.297082; 0.300795; 0.306600; 0.311445; 0.315521; 0.319837; 0.323605; 0.326750; 0.329004; 0.331636; 0.334710; 0.337511; 0.338981; 0.339997; 0.340626; 0.341005; 0.338307; 0.333656; 0.329892; 0.324023; 0.318487; 0.314690; 0.310767; 0.307041; 0.304453; 0.302511; 0.300635; 0.299645; 0.298194; 0.296107; 0.292536; 0.291518; 0.291136; 0.290478; 0.291306; 0.292153; 0.293342; 0.295232; (); (); (); (); (); (); (); (); (); (); (); (); (); 
1792.8; 08:42:34; (); (); (); (); (); (); (); (); (); (); 0.370965; 0.369668; 0.368053; 0.367297; 0.366193; 0.363434; 0.359988; 0.358738; 0.356879; 0.356145; 0.353991; 0.351918; 0.349669; 0.346886; 0.343507; 0.339910; 0.337795; 0.335466; 0.332423; 0.331565; 0.333698; 0.334828; 0.334630; 0.334385; 0.332414; 0.332891; 0.331693; 0.329906; 0.328094; 0.327780; 0.327866; 0.327949; 0.327079; 0.326657; 0.326267; 0.324496; 0.322063; 0.319278; 0.315876; 0.312275; 0.307900; 0.305253; 0.302831; 0.301243; 0.299430; 0.297614; 0.295990; 0.295674; 0.294526; 0.292587; 0.290318; 0.288450; 0.286518; 0.286130; 0.287356; 0.288629; 0.291175; 0.293722; 0.295780; 0.298784; 0.300553; 0.301858; 0.301527; 0.300267; 0.300436; 0.301759; 0.303173; 0.304301; 0.305742; 0.305504; 0.305443; 0.304256; 0.303054; 0.300476; 0.297849; 0.296970; 0.297991; 0.298143; 0.298759; 0.299048; 0.301683; 0.306027; 0.310901; 0.313924; 0.317832; 0.321376; 0.325138; 0.328407; 0.331719; 0.334348; 0.336856; 0.338180; 0.340774; 0.344719; 0.345373; 0.344427; 0.341433; 0.339372; 0.337967; 0.332682; 0.330734; 0.324751; 0.320902; 0.315022; 0.310030; 0.306780; 0.301752; 0.297386; 0.290448; 0.288149; 0.286003; 0.282610; 0.279586; 0.275336; 0.275071; 0.272468; 0.275161; (); (); (); (); (); (); (); (); (); (); (); (); (); 
1797.8; 08:42:43; (); (); (); (); (); (); (); (); (); (); 0.350938; 0.351592; 0.349485; 0.348999; 0.347663; 0.345572; 0.344099; 0.341918; 0.340385; 0.338700; 0.337230; 0.336072; 0.334581; 0.335015; 0.331816; 0.330939; 0.328947; 0.327863; 0.328376; 0.327596; 0.329297; 0.331576; 0.333779; 0.335777; 0.335653; 0.336965; 0.335202; 0.333547; 0.331203; 0.328331; 0.325851; 0.324104; 0.322501; 0.320315; 0.318229; 0.315477; 0.312388; 0.308802; 0.304122; 0.299706; 0.295614; 0.291655; 0.287814; 0.285611; 0.285095; 0.284273; 0.283121; 0.281259; 0.278588; 0.276604; 0.274805; 0.274075; 0.274549; 0.274911; 0.275815; 0.278035; 0.281159; 0.284844; 0.287612; 0.289452; 0.290143; 0.290801; 0.291294; 0.292592; 0.293504; 0.292901; 0.291341; 0.290413; 0.290769; 0.290116; 0.288476; 0.287142; 0.285568; 0.284243; 0.283881; 0.284292; 0.284828; 0.285570; 0.286814; 0.290734; 0.294488; 0.298582; 0.303462; 0.308776; 0.314127; 0.318654; 0.322743; 0.325489; 0.327587; 0.329058; 0.330830; 0.332667; 0.334627; 0.334115; 0.333015; 0.331344; 0.328138; 0.324355; 0.319277; 0.314627; 0.310902; 0.306324; 0.302591; 0.300341; 0.298910; 0.297333; 0.296059; 0.294330; 0.292435; 0.288399; 0.285938; 0.285528; 0.285106; 0.284483; 0.284018; 0.284520; 0.285064; (); (); (); (); (); (); (); (); (); (); (); (); (); 
1802.8; 08:42:51; (); (); (); (); (); (); (); (); (); (); 0.718256; 0.717159; 0.716057; 0.714649; 0.711491; 0.707762; 0.705391; 0.703260; 0.699244; 0.694999; 0.691551; 0.689835; 0.686671; 0.682697; 0.677522; 0.673160; 0.667419; 0.663518; 0.661761; 0.662566; 0.663673; 0.663101; 0.661848; 0.661412; 0.660791; 0.661133; 0.660724; 0.658644; 0.656166; 0.658164; 0.659897; 0.659122; 0.657195; 0.653905; 0.651448; 0.647493; 0.643949; 0.639669; 0.634613; 0.630050; 0.623175; 0.616272; 0.611041; 0.605436; 0.600329; 0.596505; 0.593469; 0.589571; 0.586281; 0.584641; 0.586471; 0.588994; 0.590427; 0.593479; 0.596526; 0.600744; 0.607424; 0.614992; 0.620614; 0.621479; 0.618524; 0.599831; 0.581224; 0.561233; 0.541001; 0.518520; 0.492911; 0.468299; 0.447088; 0.423380; 0.396624; 0.372976; 0.346327; 0.325571; 0.308565; 0.296687; 0.297904; 0.300103; 0.303406; 0.306307; 0.310451; 0.314920; 0.320078; 0.323658; 0.326577; 0.330493; 0.334196; 0.337175; 0.340370; 0.340767; 0.342253; 0.342473; 0.342495; 0.340622; 0.338658; 0.336563; 0.332019; 0.329204; 0.325805; 0.323316; 0.320052; 0.314592; 0.311285; 0.306250; 0.302964; 0.298076; 0.293653; 0.290633; 0.284486; 0.281005; 0.278565; 0.277014; 0.274606; 0.271703; 0.269499; 0.266093; 0.265855; (); (); (); (); (); (); (); (); (); (); (); (); (); 
1807.8; 08:43:00; (); (); (); (); (); (); (); (); (); (); 0.632534; 0.640943; 0.641887; 0.643612; 0.644446; 0.645337; 0.648703; 0.648808; 0.655199; 0.652456; 0.662785; 0.668486; 0.668948; 0.670609; 0.663805; 0.664672; 0.660269; 0.658579; 0.660179; 0.658135; 0.658793; 0.656905; 0.660702; 0.660318; 0.659546; 0.656319; 0.653446; 0.649744; 0.645387; 0.643880; 0.641047; 0.638818; 0.637189; 0.632122; 0.628714; 0.623090; 0.615434; 0.605146; 0.597951; 0.590857; 0.581771; 0.575572; 0.572720; 0.570429; 0.566783; 0.562898; 0.560455; 0.558681; 0.555778; 0.550708; 0.548950; 0.549168; 0.553215; 0.555491; 0.557530; 0.560039; 0.562837; 0.567009; 0.569728; 0.572431; 0.573970; 0.573333; 0.572116; 0.573858; 0.577180; 0.576572; 0.574470; 0.571717; 0.572116; 0.572863; 0.573891; 0.574464; 0.573721; 0.574929; 0.575756; 0.578010; 0.582262; 0.585519; 0.588590; 0.591864; 0.599054; 0.607195; 0.617166; 0.627555; 0.636536; 0.644689; 0.651650; 0.654854; 0.656381; 0.658985; 0.661939; 0.666104; 0.669978; 0.670567; 0.668503; 0.663902; 0.658188; 0.652612; 0.647434; 0.639177; 0.631076; 0.625488; 0.622269; 0.617938; 0.611846; 0.605455; 0.600848; 0.596625; 0.592348; 0.589829; 0.588311; 0.585438; 0.581632; 0.577545; 0.574494; 0.570008; 0.265855; (); (); (); (); (); (); (); (); (); (); (); (); (); 
1812.8; 08:43:08; (); (); (); (); (); (); (); (); (); (); 1.104657; 1.101926; 1.099953; 1.102174; 1.101963; 1.095286; 1.087000; 1.082077; 1.078803; 1.071029; 1.060375; 1.054480; 1.049857; 1.043497; 1.038969; 1.035480; 1.032238; 1.027072; 1.022626; 1.020413; 1.025165; 1.030425; 1.032660; 1.032556; 1.032029; 1.030908; 1.025844; 1.022391; 1.016966; 1.011068; 1.007998; 1.006431; 1.003003; 0.995768; 0.990039; 0.982535; 0.974320; 0.964364; 0.955108; 0.947467; 0.941367; 0.935095; 0.929553; 0.928106; 0.923022; 0.917174; 0.915607; 0.916301; 0.912781; 0.907054; 0.903295; 0.901113; 0.900566; 0.900439; 0.902423; 0.905911; 0.911721; 0.915153; 0.921097; 0.922919; 0.921026; 0.915746; 0.914076; 0.915778; 0.919914; 0.922583; 0.923271; 0.925628; 0.931163; 0.931455; 0.933350; 0.926947; 0.906758; 0.884283; 0.866086; 0.850896; 0.833645; 0.814641; 0.798730; 0.782401; 0.767625; 0.754568; 0.740491; 0.725404; 0.712126; 0.694253; 0.684155; 0.689312; 0.692797; 0.696659; 0.695579; 0.699104; 0.698244; 0.699478; 0.697533; 0.693861; 0.687740; 0.679004; 0.673203; 0.662242; 0.655079; 0.646540; 0.634099; 0.623147; 0.608241; 0.601086; 0.586379; 0.575695; 0.565751; 0.558218; 0.552211; 0.545641; 0.539799; 0.533927; 0.529198; 0.526450; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1817.8; 08:43:17; (); (); (); (); (); (); (); (); (); (); 0.950067; 0.960676; 0.963188; 0.970107; 0.976009; 0.974536; 0.977276; 0.977049; 0.975847; 0.977863; 0.979644; 0.989455; 0.988816; 0.998565; 0.995932; 0.994110; 0.996494; 0.992384; 0.990445; 0.987233; 0.992760; 0.991697; 0.993926; 0.997680; 0.998747; 1.002350; 0.998309; 0.990744; 0.983726; 0.977632; 0.969824; 0.959260; 0.955036; 0.950724; 0.945301; 0.941997; 0.938760; 0.929403; 0.919208; 0.907284; 0.897231; 0.891844; 0.889312; 0.889088; 0.891919; 0.893897; 0.893673; 0.890731; 0.888238; 0.881820; 0.875858; 0.874409; 0.875140; 0.875723; 0.877389; 0.880144; 0.882710; 0.883216; 0.887716; 0.891046; 0.891524; 0.893012; 0.895502; 0.899093; 0.900386; 0.901321; 0.902600; 0.905367; 0.907055; 0.909077; 0.911528; 0.911875; 0.913682; 0.909384; 0.905952; 0.903335; 0.899926; 0.897965; 0.895786; 0.899723; 0.902977; 0.909965; 0.918637; 0.927544; 0.934868; 0.937389; 0.939460; 0.943277; 0.944696; 0.947602; 0.951052; 0.953816; 0.957392; 0.960501; 0.959912; 0.955536; 0.946452; 0.934793; 0.924372; 0.913730; 0.906107; 0.902430; 0.895972; 0.891942; 0.888196; 0.884529; 0.883946; 0.880722; 0.876286; 0.870835; 0.867735; 0.867583; 0.867412; 0.866260; 0.868901; 0.869454; 0.868368; (); (); (); (); (); (); (); (); (); (); (); (); (); 
1822.8; 08:43:26; (); (); (); (); (); (); (); (); (); (); 1.078064; 1.077617; 1.075026; 1.072751; 1.072093; 1.068363; 1.063398; 1.061167; 1.058188; 1.053924; 1.049697; 1.042230; 1.037348; 1.034343; 1.027324; 1.018943; 1.012848; 1.010767; 1.009532; 1.006012; 1.006871; 1.008178; 1.006471; 1.003032; 1.000473; 0.994382; 0.989566; 0.984408; 0.982412; 0.981718; 0.978993; 0.973731; 0.965865; 0.956366; 0.947685; 0.941718; 0.933120; 0.926094; 0.916190; 0.907862; 0.900877; 0.894353; 0.888051; 0.882009; 0.876272; 0.873744; 0.872380; 0.872914; 0.871175; 0.867124; 0.863451; 0.862373; 0.863011; 0.864209; 0.865201; 0.869028; 0.871005; 0.874591; 0.878840; 0.881591; 0.881418; 0.880169; 0.874733; 0.873241; 0.871594; 0.868018; 0.863017; 0.859588; 0.859875; 0.858901; 0.855765; 0.853557; 0.847137; 0.841746; 0.838867; 0.838774; 0.839036; 0.844967; 0.855513; 0.867963; 0.880384; 0.896581; 0.909699; 0.923275; 0.941303; 0.958639; 0.975576; 0.987802; 1.000292; 1.008804; 1.014470; 1.017174; 1.014713; 1.014533; 1.011252; 1.010389; 1.005050; 0.994900; 0.986576; 0.971102; 0.960593; 0.942400; 0.930684; 0.924450; 0.915395; 0.912126; 0.901952; 0.900284; 0.880742; 0.872766; 0.863422; 0.855453; 0.853186; 0.841647; 0.840030; 0.837928; 0.868368; (); (); (); (); (); (); (); (); (); (); (); (); (); 
1827.8; 08:43:34; (); (); (); (); (); (); (); (); (); (); 0.982051; 0.992580; 1.001544; 1.003935; 1.011203; 1.010122; 1.007620; 1.006073; 1.007102; 1.009347; 1.010192; 1.013962; 1.009667; 1.008541; 1.009727; 1.005161; 1.002660; 0.992257; 0.986329; 0.974905; 0.976734; 0.979290; 0.984215; 0.988746; 0.989981; 0.987932; 0.982795; 0.977416; 0.972629; 0.962194; 0.955129; 0.948134; 0.946354; 0.948706; 0.954348; 0.953402; 0.950132; 0.940598; 0.929378; 0.917364; 0.908345; 0.899210; 0.893350; 0.889027; 0.886921; 0.884890; 0.879917; 0.872944; 0.862961; 0.850933; 0.841417; 0.834811; 0.831116; 0.831078; 0.833659; 0.837365; 0.843580; 0.850881; 0.861196; 0.872483; 0.880872; 0.888858; 0.898705; 0.900802; 0.902694; 0.905224; 0.906437; 0.907089; 0.908665; 0.912517; 0.915418; 0.914278; 0.909659; 0.903630; 0.901241; 0.898199; 0.894964; 0.894874; 0.897821; 0.901752; 0.906769; 0.918556; 0.934267; 0.947294; 0.955008; 0.959805; 0.969901; 0.986161; 0.995405; 0.998433; 1.002699; 1.008280; 1.013147; 1.014482; 1.013764; 1.013294; 1.005176; 0.993485; 0.982035; 0.973090; 0.965354; 0.954618; 0.942700; 0.937289; 0.932445; 0.929105; 0.923762; 0.919098; 0.916396; 0.912649; 0.908568; 0.908221; 0.908761; 0.909219; 0.910420; 0.913878; 0.916576; (); (); (); (); (); (); (); (); (); (); (); (); (); 
