Roll Number; 0
Recipe Name; FP 4576_257 GSM
Start Time; 2018-04-17; 11:53:55
File Name; D:\Mahlo\TR\180417115355FP 4576_257 GSM0_THICKNESS2.txt

906.7; 11:54:07; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.687387; 0.689064; 0.692067; 0.695957; 0.698178; 0.700652; 0.701957; 0.701711; 0.699026; 0.697644; 0.699199; 0.700592; 0.701393; 0.702200; 0.701437; 0.699467; 0.697104; 0.694295; 0.691077; 0.687802; 0.685909; 0.683956; 0.683091; 0.683372; 0.682750; 0.682679; 0.683316; 0.684229; 0.684940; 0.685656; 0.685747; 0.686329; 0.685819; 0.684973; 0.685301; 0.684477; 0.686078; 0.689308; 0.693123; 0.696499; 0.695070; 0.693912; 0.693037; 0.692489; 0.692960; 0.696830; 0.698999; 0.701741; 0.705096; 0.707357; 0.708544; 0.708515; 0.708396; 0.708111; 0.707904; 0.709616; 0.711037; 0.712835; 0.716003; 0.717102; 0.716975; 0.717377; 0.717228; 0.716735; 0.716943; 0.717468; 0.715072; 0.713159; 0.712569; 0.713139; 0.714633; 0.716621; 0.715309; 0.713493; 0.711605; 0.710832; 0.710002; 0.709374; 0.709117; 0.708088; 0.707228; 0.708440; 0.709208; 0.706364; 0.704779; 0.704029; 0.701551; 0.702489; 0.702715; 0.702305; 0.701817; 0.702205; 0.702333; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
911.0; 11:54:15; (); (); (); (); (); (); (); (); (); (); (); (); 0.694032; 0.695495; 0.697657; 0.697765; 0.697766; 0.698555; 0.700472; 0.702826; 0.703659; 0.704319; 0.705550; 0.705731; 0.705247; 0.705968; 0.706012; 0.706399; 0.706598; 0.706689; 0.707313; 0.706490; 0.705590; 0.702813; 0.699372; 0.697192; 0.696424; 0.696509; 0.697546; 0.698371; 0.696383; 0.694507; 0.693400; 0.692189; 0.690830; 0.690368; 0.691076; 0.691988; 0.693649; 0.695401; 0.696443; 0.696036; 0.695884; 0.694891; 0.693723; 0.693054; 0.692444; 0.692990; 0.693674; 0.694010; 0.693846; 0.693514; 0.694438; 0.695583; 0.696064; 0.696343; 0.698619; 0.699404; 0.700040; 0.700623; 0.701513; 0.702921; 0.702310; 0.703055; 0.704626; 0.705404; 0.705337; 0.702951; 0.699497; 0.698390; 0.697953; 0.696744; 0.697950; 0.698052; 0.699438; 0.700834; 0.701146; 0.702813; 0.701733; 0.699290; 0.696315; 0.694688; 0.692841; 0.695131; 0.696701; 0.698421; 0.700393; 0.700235; 0.699338; 0.699521; 0.700359; 0.701206; 0.701940; 0.704311; 0.708777; 0.714879; 0.719611; 0.721016; 0.722023; 0.723713; 0.723595; 0.723400; 0.725192; 0.728924; 0.729699; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
914.2; 11:54:24; (); (); (); (); (); (); (); (); (); (); (); (); 0.711154; 0.712386; 0.712196; 0.711738; 0.712223; 0.712623; 0.711082; 0.709679; 0.711632; 0.711838; 0.710289; 0.708513; 0.707178; 0.703707; 0.699161; 0.695860; 0.693564; 0.692553; 0.691965; 0.690964; 0.690202; 0.690571; 0.692344; 0.691366; 0.692794; 0.694300; 0.695098; 0.696692; 0.698034; 0.700381; 0.702112; 0.701486; 0.700107; 0.701515; 0.701724; 0.701442; 0.701446; 0.701840; 0.702010; 0.700713; 0.700995; 0.701848; 0.699986; 0.697713; 0.695493; 0.695341; 0.697123; 0.698183; 0.697391; 0.698471; 0.700297; 0.700289; 0.699146; 0.700293; 0.702270; 0.702755; 0.703676; 0.706463; 0.710132; 0.712073; 0.712387; 0.712531; 0.713242; 0.713571; 0.711306; 0.711742; 0.711690; 0.711224; 0.710313; 0.709084; 0.708855; 0.708101; 0.706942; 0.706136; 0.704947; 0.703509; 0.704329; 0.704089; 0.703529; 0.704070; 0.701664; 0.703317; 0.705841; 0.707339; 0.706988; 0.705779; 0.705836; 0.705919; 0.706461; 0.708621; 0.711147; 0.712463; 0.714367; 0.713811; 0.712025; 0.711105; 0.709265; 0.706679; 0.706061; 0.706727; 0.706775; 0.706196; 0.705307; 0.704181; 0.702584; 0.700255; 0.697899; 0.695184; 0.696070; 0.697970; 0.699555; 0.699759; 0.700265; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
917.5; 11:54:32; (); (); (); (); (); (); (); (); (); (); (); (); 0.704779; 0.703378; 0.703242; 0.704821; 0.706201; 0.706179; 0.705067; 0.704753; 0.705174; 0.707180; 0.708184; 0.706703; 0.704614; 0.704272; 0.703536; 0.701984; 0.701618; 0.700409; 0.698599; 0.697122; 0.695932; 0.694829; 0.693893; 0.694016; 0.692039; 0.689335; 0.688083; 0.687027; 0.685807; 0.685693; 0.686080; 0.686360; 0.686932; 0.687046; 0.686520; 0.687333; 0.688990; 0.688956; 0.687050; 0.686000; 0.686457; 0.687036; 0.687728; 0.688275; 0.687547; 0.686728; 0.686140; 0.685043; 0.684710; 0.687713; 0.690103; 0.690201; 0.689958; 0.693584; 0.696309; 0.697575; 0.699595; 0.702680; 0.706595; 0.711074; 0.713595; 0.714293; 0.714408; 0.714245; 0.710960; 0.708059; 0.709150; 0.710659; 0.707296; 0.706267; 0.706624; 0.706407; 0.704699; 0.700629; 0.698072; 0.697603; 0.697887; 0.698225; 0.700249; 0.702078; 0.703859; 0.704721; 0.706609; 0.710127; 0.710655; 0.710491; 0.710200; 0.711311; 0.713468; 0.716559; 0.718081; 0.720025; 0.720704; 0.719572; 0.717187; 0.714011; 0.712107; 0.710613; 0.708448; 0.706452; 0.705994; 0.705710; 0.703559; 0.700507; 0.697109; 0.694019; 0.692371; 0.691001; 0.689749; 0.690802; 0.692490; 0.691319; 0.688876; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
920.8; 11:54:40; (); (); (); (); (); (); (); (); (); (); (); (); 0.681434; 0.683073; 0.687345; 0.687370; 0.685657; 0.684708; 0.684818; 0.684359; 0.684182; 0.684837; 0.685241; 0.684912; 0.684747; 0.685787; 0.686023; 0.687232; 0.688053; 0.686856; 0.688410; 0.690633; 0.692580; 0.694273; 0.696536; 0.697084; 0.697541; 0.699326; 0.702752; 0.706927; 0.709514; 0.710272; 0.709357; 0.706854; 0.704540; 0.705402; 0.704737; 0.705242; 0.705863; 0.706210; 0.706847; 0.707004; 0.705541; 0.701784; 0.697067; 0.692239; 0.689416; 0.690097; 0.692448; 0.692778; 0.690105; 0.688460; 0.685684; 0.683473; 0.681302; 0.680068; 0.681116; 0.683353; 0.688406; 0.691502; 0.693178; 0.695467; 0.695558; 0.694661; 0.694970; 0.696342; 0.698146; 0.698680; 0.699937; 0.699911; 0.699601; 0.699005; 0.697306; 0.694622; 0.692963; 0.692311; 0.692374; 0.692806; 0.694109; 0.694925; 0.696215; 0.697765; 0.698375; 0.697417; 0.697439; 0.695482; 0.692916; 0.691217; 0.690198; 0.690538; 0.691613; 0.691861; 0.690928; 0.689434; 0.690077; 0.688480; 0.686593; 0.685839; 0.685032; 0.684941; 0.686951; 0.691320; 0.694527; 0.696334; 0.697413; 0.696202; 0.694841; 0.694618; 0.695645; 0.694153; 0.694525; 0.695491; 0.697159; 0.699853; 0.702940; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
924.0; 11:54:49; (); (); (); (); (); (); (); (); (); (); (); (); 0.713679; 0.713253; 0.712724; 0.711814; 0.711632; 0.711435; 0.712287; 0.710783; 0.709239; 0.708794; 0.709707; 0.710527; 0.711506; 0.711982; 0.711226; 0.710254; 0.708694; 0.708457; 0.709238; 0.709489; 0.707975; 0.704472; 0.705803; 0.706538; 0.705560; 0.703546; 0.701575; 0.699900; 0.696819; 0.693280; 0.691842; 0.692126; 0.690885; 0.686462; 0.682603; 0.681236; 0.680968; 0.679914; 0.679364; 0.679301; 0.678785; 0.677444; 0.674311; 0.674299; 0.675898; 0.676352; 0.677200; 0.679913; 0.683327; 0.684575; 0.684258; 0.685354; 0.684806; 0.684147; 0.684119; 0.685524; 0.687740; 0.691241; 0.693243; 0.695310; 0.697533; 0.697443; 0.696748; 0.695232; 0.696328; 0.698611; 0.700452; 0.701335; 0.700759; 0.700945; 0.701157; 0.701255; 0.700136; 0.699629; 0.699109; 0.698275; 0.698622; 0.701114; 0.704373; 0.705556; 0.704523; 0.701894; 0.702646; 0.704962; 0.706356; 0.707796; 0.709239; 0.711279; 0.712222; 0.712015; 0.711316; 0.710085; 0.708903; 0.707718; 0.707257; 0.708064; 0.708473; 0.705810; 0.703712; 0.701419; 0.699446; 0.698395; 0.699243; 0.701649; 0.703285; 0.705361; 0.705957; 0.704926; 0.705132; 0.705735; 0.706772; 0.709709; 0.714482; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
927.3; 11:54:57; (); (); (); (); (); (); (); (); (); (); (); (); 0.725625; 0.723383; 0.722373; 0.720614; 0.719335; 0.718046; 0.716718; 0.715234; 0.714857; 0.711875; 0.709213; 0.707545; 0.705908; 0.703133; 0.701772; 0.701153; 0.700711; 0.699813; 0.698722; 0.698371; 0.698026; 0.697601; 0.696967; 0.693697; 0.694176; 0.694969; 0.695362; 0.697425; 0.699709; 0.700655; 0.700253; 0.699119; 0.698094; 0.698375; 0.697137; 0.697439; 0.698254; 0.699190; 0.699314; 0.698589; 0.696287; 0.693238; 0.689781; 0.687890; 0.686849; 0.687199; 0.688504; 0.689953; 0.689634; 0.690649; 0.691592; 0.690953; 0.690342; 0.691086; 0.692798; 0.695338; 0.697775; 0.699666; 0.701042; 0.702683; 0.704745; 0.705446; 0.706244; 0.708148; 0.707135; 0.706125; 0.706804; 0.708058; 0.707912; 0.705576; 0.705941; 0.705465; 0.706515; 0.708493; 0.709455; 0.709399; 0.710180; 0.710329; 0.710505; 0.713327; 0.714829; 0.717111; 0.719127; 0.721622; 0.724089; 0.725031; 0.725809; 0.725003; 0.723494; 0.723186; 0.722051; 0.721709; 0.720899; 0.718415; 0.715448; 0.714262; 0.712001; 0.709072; 0.708552; 0.708401; 0.706497; 0.703920; 0.701284; 0.698519; 0.695456; 0.693446; 0.693153; 0.692899; 0.693474; 0.693879; 0.693030; 0.692337; 0.690031; 0.685779; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
930.6; 11:55:05; (); (); (); (); (); (); (); (); (); (); (); (); 0.707336; 0.704709; 0.701051; 0.700530; 0.698078; 0.694682; 0.694090; 0.693366; 0.693771; 0.693200; 0.690277; 0.687664; 0.685661; 0.684248; 0.683113; 0.683511; 0.686744; 0.686550; 0.686697; 0.689177; 0.692570; 0.694413; 0.696787; 0.697277; 0.697894; 0.700080; 0.702621; 0.703871; 0.703991; 0.703490; 0.703229; 0.702743; 0.705770; 0.706059; 0.704602; 0.702126; 0.699329; 0.699226; 0.698269; 0.696977; 0.695961; 0.695435; 0.695327; 0.691798; 0.687661; 0.684687; 0.682346; 0.680621; 0.680041; 0.681955; 0.685028; 0.687585; 0.689133; 0.688944; 0.688878; 0.689533; 0.690292; 0.691154; 0.697241; 0.701734; 0.704393; 0.705707; 0.704654; 0.704413; 0.704598; 0.704306; 0.703488; 0.702770; 0.704233; 0.705937; 0.705899; 0.705528; 0.705725; 0.705094; 0.704422; 0.704694; 0.706839; 0.709894; 0.712052; 0.712945; 0.712838; 0.712310; 0.713018; 0.715037; 0.716661; 0.718961; 0.721035; 0.722503; 0.723266; 0.722199; 0.721427; 0.720584; 0.718853; 0.717318; 0.716626; 0.717455; 0.716755; 0.714577; 0.712904; 0.711826; 0.709361; 0.706402; 0.703606; 0.701234; 0.704442; 0.704149; 0.704042; 0.704343; 0.703870; 0.703291; 0.702704; 0.703961; 0.704700; 0.685779; (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
933.8; 11:55:14; (); (); (); (); (); (); (); (); (); (); (); (); 0.709603; 0.711574; 0.713233; 0.713248; 0.713808; 0.712323; 0.710445; 0.708448; 0.707822; 0.708284; 0.706785; 0.704608; 0.703174; 0.701700; 0.699277; 0.697965; 0.694492; 0.690878; 0.689943; 0.689325; 0.690472; 0.692439; 0.694941; 0.695833; 0.694944; 0.696011; 0.696826; 0.698241; 0.699828; 0.701973; 0.703566; 0.705511; 0.706918; 0.707351; 0.706944; 0.706666; 0.707412; 0.706242; 0.704375; 0.703342; 0.702288; 0.701136; 0.699723; 0.696666; 0.693412; 0.690618; 0.688909; 0.687901; 0.687646; 0.688379; 0.688389; 0.686346; 0.686120; 0.687242; 0.688431; 0.690312; 0.691949; 0.694582; 0.697753; 0.701001; 0.703920; 0.706359; 0.707697; 0.708950; 0.709580; 0.710283; 0.711245; 0.712298; 0.714156; 0.714763; 0.713004; 0.710839; 0.709970; 0.710155; 0.710765; 0.711364; 0.711210; 0.710752; 0.709449; 0.709817; 0.710624; 0.710997; 0.711966; 0.712257; 0.713163; 0.716619; 0.719710; 0.719722; 0.719574; 0.720343; 0.720729; 0.720149; 0.719162; 0.719085; 0.718440; 0.716454; 0.715624; 0.716590; 0.717562; 0.717142; 0.716106; 0.716592; 0.716790; 0.715854; 0.713952; 0.715637; 0.718017; 0.719214; 0.719775; 0.720392; 0.724448; 0.725073; 0.724009; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
937.1; 11:55:22; (); (); (); (); (); (); (); (); (); (); (); (); 0.697327; 0.698616; 0.698780; 0.698910; 0.700754; 0.700966; 0.701002; 0.698632; 0.695762; 0.694919; 0.695862; 0.696523; 0.695187; 0.691360; 0.688522; 0.687397; 0.685585; 0.683765; 0.681909; 0.680216; 0.680051; 0.680157; 0.681993; 0.684722; 0.687375; 0.689174; 0.688887; 0.689280; 0.690932; 0.692422; 0.694017; 0.696672; 0.699203; 0.700142; 0.699667; 0.697792; 0.696068; 0.694076; 0.693718; 0.693070; 0.691403; 0.688950; 0.687113; 0.685725; 0.684250; 0.682527; 0.681361; 0.680661; 0.680374; 0.681577; 0.684077; 0.683974; 0.685303; 0.685058; 0.685120; 0.688741; 0.693131; 0.695905; 0.698309; 0.700048; 0.700994; 0.699202; 0.697854; 0.695986; 0.693804; 0.694258; 0.696880; 0.697479; 0.696881; 0.695681; 0.693370; 0.691425; 0.691341; 0.691239; 0.690911; 0.691422; 0.694350; 0.699179; 0.703142; 0.704927; 0.704119; 0.700540; 0.700519; 0.702833; 0.705177; 0.706733; 0.706108; 0.705168; 0.705674; 0.705179; 0.704841; 0.703360; 0.699780; 0.700257; 0.700489; 0.700356; 0.702806; 0.703526; 0.701894; 0.698784; 0.697071; 0.698116; 0.697832; 0.697895; 0.697340; 0.696765; 0.696917; 0.696900; 0.694954; 0.693822; 0.693609; 0.691958; 0.690818; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
940.3; 11:55:30; (); (); (); (); (); (); (); (); (); (); (); (); 0.730838; 0.728140; 0.725342; 0.722592; 0.720352; 0.720553; 0.719469; 0.718681; 0.717686; 0.712610; 0.708584; 0.707096; 0.706012; 0.704213; 0.702412; 0.700405; 0.699979; 0.700166; 0.700784; 0.700923; 0.698876; 0.699180; 0.697827; 0.696518; 0.697368; 0.699932; 0.700501; 0.701625; 0.703874; 0.705028; 0.705076; 0.705579; 0.704556; 0.703520; 0.703273; 0.702960; 0.702313; 0.703292; 0.702903; 0.701068; 0.697594; 0.694786; 0.690314; 0.687072; 0.687071; 0.686358; 0.685872; 0.686955; 0.686680; 0.686165; 0.686031; 0.684187; 0.684120; 0.685833; 0.688074; 0.690877; 0.694780; 0.699277; 0.700623; 0.701762; 0.703058; 0.702481; 0.702215; 0.701954; 0.703455; 0.706633; 0.710182; 0.712824; 0.714168; 0.715055; 0.715042; 0.713855; 0.714050; 0.713798; 0.713985; 0.715410; 0.718652; 0.719788; 0.720982; 0.718450; 0.716508; 0.714465; 0.710880; 0.710182; 0.709122; 0.708399; 0.708604; 0.707746; 0.705046; 0.703630; 0.701111; 0.698864; 0.698511; 0.699009; 0.699272; 0.697345; 0.697913; 0.698957; 0.697261; 0.697507; 0.697248; 0.696191; 0.696397; 0.695861; 0.695648; 0.695430; 0.695054; 0.694484; 0.693698; 0.693928; 0.697001; 0.695637; 0.695548; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
