Roll Number; 177
Recipe Name; B_R_B
Start Time; 2017-12-13; 12:40:11
File Name; D:\Mahlo\TR\171213124011B_R_B177_XMF2.txt

6154.3; 12:40:23; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 13.439047; 12.728052; 11.664616; 10.670332; 9.855536; 9.252086; 8.734194; 8.147100; 7.309496; 6.556523; 5.804513; 4.946724; 4.195881; 3.445148; 2.588866; 1.840634; 1.629018; 1.631430; 1.634838; 1.638809; 1.640789; 1.640386; 1.638469; 1.636388; 1.635312; 1.633075; 1.628978; 1.625151; 1.620548; 1.614456; 1.607452; 1.601843; 1.596224; 1.590021; 1.583694; 1.579061; 1.577613; 1.578019; 1.579475; 1.580681; 1.581165; 1.581637; 1.581940; 1.583128; 1.586099; 1.591010; 1.598065; 1.604759; 1.610512; 1.616216; 1.619890; 1.625316; 1.634300; 1.642163; 1.646914; 1.653000; 1.660958; 1.668092; 1.673461; 1.677432; 1.679009; 1.677331; 1.672944; 1.668972; 1.665709; 1.662280; 1.656529; 1.649558; 1.643166; 1.638753; 1.634794; 1.629860; 1.623369; 1.614594; 1.606479; 1.600563; 1.598193; 1.600166; 1.602544; 1.604010; 1.606581; 1.609692; 1.611093; 1.612055; 1.612842; 1.611787; 1.610201; 1.610150; 1.612647; 1.617759; 1.623445; 1.626733; 1.626308; 1.626772; 1.628364; 1.628749; 1.629027; 1.628890; 1.628217; 1.628092; 1.630120; 1.634806; 1.638906; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
6157.5; 12:40:32; (); (); (); (); (); 1.724355; 1.723664; 1.723280; 1.721843; 1.719950; 1.719813; 1.720698; 1.720371; 1.719708; 1.719583; 1.719312; 1.720309; 1.721689; 1.720528; 1.716523; 1.714139; 1.713665; 1.712109; 1.711089; 1.709909; 1.706972; 1.705045; 1.706636; 1.708551; 1.710642; 1.712690; 1.714058; 1.714520; 1.717135; 1.720232; 1.723688; 1.726673; 1.727537; 1.726897; 1.726131; 1.724903; 1.722412; 1.717861; 1.712887; 1.706327; 1.700451; 1.695428; 1.689768; 1.684139; 1.679492; 1.674126; 1.671311; 1.671226; 1.673869; 1.679371; 1.684709; 1.690110; 1.697103; 1.702792; 1.707712; 1.713369; 1.720018; 1.726653; 1.732801; 1.740249; 1.746662; 1.749249; 1.751198; 1.750964; 1.748268; 1.744722; 1.740964; 1.735779; 1.730475; 1.724751; 1.718619; 1.712784; 1.706045; 1.699273; 1.691851; 1.684017; 1.678581; 1.674780; 1.672348; 1.671761; 1.673079; 1.674809; 1.678327; 1.685428; 1.692078; 1.696881; 1.700571; 1.705435; 1.713471; 1.719510; 1.721507; 1.721153; 1.720213; 1.721243; 1.721360; 1.718247; 1.714203; 1.710391; 1.709929; 1.709461; 1.708309; 1.706797; 1.704990; 1.701856; 1.698781; 1.698248; 1.699727; 1.702111; 1.702244; 1.702820; 1.707131; 1.713015; 1.715164; 1.713132; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
6160.1; 12:40:41; (); (); (); (); (); 1.651304; 1.654382; 1.661588; 1.667804; 1.671588; 1.673930; 1.676004; 1.678098; 1.681455; 1.687236; 1.693826; 1.698933; 1.701884; 1.703772; 1.704641; 1.703992; 1.702542; 1.698359; 1.693781; 1.690066; 1.686898; 1.686296; 1.685104; 1.681116; 1.675883; 1.670653; 1.666766; 1.664198; 1.663631; 1.664841; 1.665197; 1.664872; 1.665111; 1.665648; 1.666046; 1.666104; 1.664148; 1.663901; 1.665736; 1.666485; 1.667478; 1.669162; 1.670837; 1.670376; 1.668837; 1.667932; 1.667683; 1.666727; 1.665840; 1.666340; 1.667512; 1.667133; 1.664381; 1.661046; 1.658987; 1.658708; 1.658207; 1.658942; 1.662049; 1.663636; 1.665816; 1.669649; 1.674698; 1.680102; 1.683124; 1.685072; 1.688326; 1.691702; 1.693499; 1.694108; 1.693495; 1.692124; 1.688962; 1.685403; 1.683006; 1.680519; 1.677557; 1.672161; 1.666527; 1.663579; 1.660450; 1.659024; 1.660935; 1.663221; 1.664121; 1.664153; 1.664058; 1.664315; 1.665320; 1.667234; 1.670089; 1.671919; 1.673110; 1.673572; 1.673353; 1.672385; 1.669329; 1.665250; 1.662312; 1.661138; 1.662022; 1.662015; 1.660682; 1.659671; 1.657948; 1.654065; 1.651252; 1.650808; 1.650788; 1.650443; 1.650433; 1.650486; 1.651591; 1.654140; 1.657031; 1.658684; 1.662354; 1.666603; 1.667778; 1.669337; 1.671546; 1.673715; 1.674799; 1.678338; (); (); (); (); (); (); (); (); (); (); (); 
6162.7; 12:40:50; (); (); (); (); (); 1.730018; 1.728923; 1.725134; 1.720038; 1.715743; 1.712090; 1.708399; 1.704730; 1.700366; 1.694964; 1.688924; 1.682442; 1.676199; 1.669879; 1.664202; 1.660005; 1.656436; 1.653885; 1.652891; 1.652081; 1.651185; 1.651197; 1.651751; 1.652625; 1.654899; 1.657428; 1.659359; 1.659925; 1.659279; 1.658295; 1.656726; 1.654297; 1.651907; 1.650070; 1.648554; 1.647503; 1.645556; 1.643707; 1.642435; 1.639631; 1.636960; 1.636243; 1.637833; 1.639722; 1.640610; 1.641817; 1.643374; 1.645100; 1.647092; 1.648855; 1.650411; 1.653558; 1.657480; 1.659487; 1.662149; 1.666083; 1.670398; 1.673139; 1.676951; 1.682143; 1.686862; 1.692100; 1.696850; 1.700858; 1.704012; 1.705439; 1.706788; 1.707425; 1.706825; 1.703777; 1.700963; 1.699479; 1.700014; 1.699883; 1.696937; 1.693179; 1.688039; 1.683161; 1.678741; 1.674915; 1.672791; 1.670242; 1.669330; 1.669822; 1.672063; 1.673247; 1.672280; 1.669515; 1.667110; 1.667602; 1.668756; 1.670441; 1.672631; 1.674466; 1.674777; 1.674534; 1.673065; 1.669984; 1.667934; 1.667117; 1.665397; 1.662044; 1.660402; 1.658256; 1.655456; 1.654360; 1.652708; 1.650659; 1.649948; 1.650838; 1.651867; 1.653567; 1.655298; 1.656571; 1.657757; 1.658896; 1.660105; 1.661193; 1.662360; 1.663527; 1.664180; 1.664812; 1.665973; 1.666504; (); (); (); (); (); (); (); (); (); (); (); 
6165.3; 12:40:59; (); (); (); (); (); 1.659002; 1.662134; 1.667562; 1.671579; 1.674582; 1.676224; 1.678031; 1.680729; 1.683336; 1.685999; 1.688425; 1.691968; 1.695039; 1.697681; 1.701271; 1.704448; 1.706451; 1.707013; 1.708468; 1.711301; 1.715406; 1.719098; 1.722223; 1.726896; 1.730943; 1.737361; 1.742908; 1.747139; 1.753381; 1.757926; 1.762328; 1.768151; 1.772270; 1.773975; 1.774954; 1.775320; 1.774657; 1.773400; 1.771781; 1.770430; 1.768034; 1.766738; 1.764003; 1.758215; 1.753010; 1.747123; 1.739329; 1.734247; 1.732464; 1.731548; 1.730232; 1.728460; 1.726182; 1.722132; 1.717664; 1.715606; 1.714990; 1.715201; 1.714629; 1.714433; 1.716517; 1.720896; 1.724730; 1.725558; 1.725569; 1.726627; 1.727756; 1.729097; 1.731942; 1.734613; 1.734467; 1.731352; 1.730220; 1.730496; 1.729818; 1.727982; 1.723526; 1.718677; 1.714762; 1.710777; 1.705936; 1.703146; 1.701382; 1.701497; 1.703813; 1.707367; 1.710793; 1.709924; 1.709272; 1.709439; 1.710437; 1.715617; 1.721883; 1.726614; 1.729780; 1.735057; 1.739086; 1.741893; 1.743295; 1.742115; 1.738987; 1.736281; 1.736795; 1.737720; 1.737283; 1.732675; 1.725768; 1.719704; 1.713480; 1.708822; 1.703654; 1.698633; 1.693636; 1.687374; 1.682622; 1.678567; 1.677303; 1.676518; 1.674678; 1.672835; 1.672874; 1.674125; 1.673204; 1.672937; (); (); (); (); (); (); (); (); (); (); (); 
6167.9; 12:41:08; (); (); (); (); (); 1.700244; 1.700508; 1.700913; 1.705003; 1.707868; 1.708304; 1.708600; 1.710186; 1.713062; 1.714324; 1.713923; 1.712941; 1.711942; 1.710680; 1.709374; 1.708167; 1.708317; 1.708463; 1.707526; 1.708078; 1.710995; 1.713209; 1.715338; 1.717860; 1.721323; 1.724567; 1.728548; 1.733084; 1.735711; 1.736202; 1.737139; 1.738955; 1.741485; 1.742867; 1.741588; 1.738010; 1.734904; 1.732060; 1.728110; 1.725650; 1.725036; 1.722851; 1.719856; 1.716829; 1.717026; 1.718068; 1.717282; 1.715952; 1.714502; 1.715085; 1.717176; 1.717628; 1.716853; 1.717228; 1.719360; 1.719135; 1.718236; 1.719311; 1.721696; 1.721331; 1.720570; 1.721770; 1.721757; 1.720734; 1.718700; 1.718575; 1.720251; 1.720935; 1.720111; 1.717479; 1.716386; 1.716377; 1.714435; 1.712252; 1.712195; 1.712340; 1.708864; 1.703825; 1.698348; 1.691977; 1.686155; 1.678783; 1.672784; 1.666963; 1.661978; 1.657592; 1.653188; 1.650414; 1.647289; 1.644420; 1.642229; 1.643093; 1.645296; 1.648460; 1.654484; 1.661309; 1.667467; 1.672883; 1.678791; 1.683958; 1.688599; 1.693046; 1.695856; 1.698042; 1.699261; 1.698860; 1.698362; 1.700416; 1.702292; 1.701589; 1.700163; 1.700067; 1.700170; 1.699157; 1.699574; 1.700069; 1.699409; 1.699584; 1.700917; 1.702991; 1.705318; 1.706565; 1.706836; 1.707109; (); (); (); (); (); (); (); (); (); (); (); 
6170.4; 12:41:17; (); (); (); (); (); 1.647288; 1.649484; 1.654627; 1.660342; 1.667423; 1.673860; 1.680687; 1.685258; 1.691782; 1.699660; 1.706334; 1.714336; 1.722296; 1.728812; 1.733742; 1.737766; 1.741486; 1.742757; 1.743286; 1.743311; 1.742899; 1.740431; 1.736798; 1.731254; 1.725472; 1.719901; 1.712546; 1.705277; 1.700128; 1.697142; 1.694089; 1.690125; 1.686709; 1.683442; 1.679709; 1.675671; 1.672401; 1.670809; 1.670538; 1.670599; 1.671289; 1.672482; 1.673318; 1.673718; 1.675038; 1.677107; 1.678484; 1.679007; 1.680830; 1.683452; 1.684684; 1.684561; 1.685255; 1.687002; 1.688731; 1.690250; 1.691266; 1.691668; 1.692351; 1.692360; 1.692654; 1.694113; 1.695388; 1.694104; 1.691163; 1.689855; 1.692306; 1.694918; 1.695598; 1.695604; 1.696276; 1.699432; 1.701527; 1.703088; 1.706539; 1.709033; 1.711335; 1.714347; 1.718296; 1.721726; 1.724936; 1.727215; 1.729017; 1.731284; 1.733963; 1.734280; 1.732476; 1.732512; 1.733921; 1.732859; 1.731327; 1.729994; 1.727519; 1.723242; 1.719316; 1.712809; 1.704822; 1.699023; 1.692590; 1.687259; 1.683463; 1.680806; 1.678514; 1.673056; 1.667814; 1.663484; 1.660513; 1.657946; 1.657501; 1.659095; 1.661622; 1.666079; 1.671763; 1.678465; 1.683932; 1.690234; 1.696393; 1.698902; 1.701720; 1.705927; 1.709805; 1.714151; 1.721173; 1.727440; (); (); (); (); (); (); (); (); (); (); (); 
6173.0; 12:41:26; (); (); (); (); (); 1.685061; 1.691909; 1.695778; 1.696942; 1.695263; 1.692765; 1.690982; 1.688392; 1.686567; 1.685741; 1.685619; 1.685175; 1.683489; 1.681818; 1.679252; 1.673585; 1.668355; 1.664243; 1.659903; 1.657794; 1.657099; 1.657377; 1.659649; 1.661019; 1.661154; 1.661862; 1.664615; 1.667781; 1.671370; 1.676306; 1.681269; 1.684764; 1.688233; 1.694086; 1.700524; 1.707540; 1.713362; 1.718516; 1.724459; 1.728747; 1.730048; 1.728894; 1.727298; 1.723954; 1.720866; 1.718467; 1.717709; 1.718302; 1.716656; 1.713272; 1.710378; 1.707858; 1.705818; 1.703901; 1.702749; 1.704110; 1.708994; 1.714382; 1.718397; 1.720431; 1.723280; 1.728030; 1.731466; 1.735206; 1.739136; 1.742288; 1.744376; 1.742199; 1.742089; 1.744781; 1.745251; 1.743437; 1.741518; 1.741314; 1.742762; 1.742569; 1.738955; 1.734324; 1.729894; 1.727118; 1.724533; 1.722687; 1.721996; 1.719530; 1.715310; 1.712283; 1.710319; 1.708419; 1.705939; 1.704002; 1.703818; 1.705365; 1.707183; 1.707790; 1.708340; 1.710101; 1.714187; 1.719798; 1.724346; 1.729192; 1.734621; 1.739078; 1.744439; 1.749564; 1.752436; 1.754887; 1.756679; 1.758516; 1.764493; 1.768945; 1.769236; 1.768650; 1.767077; 1.765280; 1.763621; 1.763230; 1.762808; 1.761251; 1.760428; 1.760335; 1.759628; 1.759898; 1.760008; 1.756257; (); (); (); (); (); (); (); (); (); (); (); 
6175.6; 12:41:35; (); (); (); (); (); 1.660218; 1.665042; 1.676508; 1.683420; 1.688210; 1.693062; 1.697654; 1.699681; 1.704248; 1.711484; 1.719073; 1.727014; 1.732231; 1.735041; 1.737908; 1.743084; 1.745740; 1.741446; 1.737740; 1.735920; 1.733225; 1.732165; 1.732801; 1.730064; 1.728628; 1.727110; 1.727293; 1.730262; 1.734823; 1.737927; 1.737436; 1.736172; 1.738912; 1.742067; 1.743395; 1.742721; 1.740510; 1.740377; 1.742581; 1.745220; 1.745412; 1.743566; 1.740522; 1.735384; 1.728032; 1.722459; 1.719849; 1.716844; 1.712149; 1.708475; 1.707326; 1.705470; 1.701454; 1.697493; 1.692931; 1.689298; 1.688216; 1.687680; 1.689841; 1.695198; 1.701339; 1.705942; 1.710617; 1.716415; 1.721018; 1.725950; 1.731241; 1.737003; 1.741126; 1.744209; 1.746371; 1.747087; 1.748007; 1.744937; 1.739807; 1.735132; 1.730442; 1.724960; 1.719577; 1.717117; 1.713896; 1.710287; 1.705682; 1.698931; 1.693564; 1.688825; 1.684844; 1.681591; 1.680614; 1.681166; 1.681760; 1.683084; 1.682759; 1.680729; 1.678912; 1.678562; 1.679363; 1.680350; 1.683649; 1.687944; 1.694730; 1.700392; 1.702628; 1.703739; 1.705245; 1.705199; 1.705016; 1.705710; 1.706745; 1.707957; 1.707507; 1.706585; 1.708849; 1.712164; 1.715398; 1.716348; 1.716402; 1.716721; 1.718002; 1.718972; 1.720688; 1.723463; 1.729423; 1.734302; (); (); (); (); (); (); (); (); (); (); (); 
6178.2; 12:41:44; (); (); (); (); (); 1.685217; 1.686273; 1.687379; 1.688419; 1.690054; 1.691348; 1.692866; 1.694340; 1.695826; 1.698983; 1.703041; 1.706481; 1.709958; 1.713039; 1.715483; 1.716533; 1.715377; 1.713789; 1.710483; 1.707514; 1.706137; 1.704483; 1.702471; 1.700248; 1.697222; 1.691955; 1.685279; 1.679003; 1.672861; 1.666783; 1.661921; 1.658995; 1.656531; 1.655123; 1.653227; 1.649721; 1.645242; 1.641691; 1.638936; 1.636441; 1.635622; 1.636038; 1.636867; 1.639929; 1.646664; 1.654735; 1.662676; 1.671686; 1.680631; 1.688746; 1.696769; 1.703120; 1.710062; 1.715987; 1.720799; 1.726063; 1.731512; 1.736084; 1.739025; 1.737802; 1.734437; 1.731429; 1.727103; 1.721109; 1.713945; 1.706721; 1.701326; 1.695717; 1.691001; 1.687306; 1.683121; 1.677589; 1.673131; 1.670167; 1.667089; 1.664552; 1.663121; 1.663402; 1.665445; 1.668268; 1.672708; 1.677781; 1.681177; 1.683492; 1.684745; 1.685439; 1.685353; 1.685386; 1.685462; 1.685505; 1.686701; 1.687058; 1.685708; 1.684357; 1.683847; 1.682953; 1.681707; 1.681886; 1.682574; 1.683737; 1.686872; 1.691736; 1.696208; 1.698930; 1.700574; 1.700600; 1.700494; 1.701179; 1.703875; 1.705108; 1.705141; 1.705066; 1.706521; 1.709915; 1.713567; 1.715097; 1.713428; 1.711781; 1.712207; 1.713749; 1.715598; 1.718564; 1.722326; 1.734302; (); (); (); (); (); (); (); (); (); (); (); 
6180.8; 12:41:53; (); (); (); (); (); 1.741259; 1.743666; 1.743237; 1.740284; 1.736454; 1.733597; 1.732519; 1.731052; 1.728486; 1.726016; 1.723566; 1.721096; 1.719043; 1.716288; 1.711057; 1.705550; 1.699934; 1.695672; 1.693864; 1.693118; 1.692000; 1.690795; 1.688792; 1.686364; 1.684241; 1.682445; 1.680589; 1.678649; 1.676627; 1.675553; 1.674287; 1.672424; 1.670653; 1.670182; 1.672725; 1.674732; 1.673630; 1.673473; 1.673837; 1.674102; 1.674793; 1.676287; 1.680367; 1.685119; 1.687725; 1.690884; 1.696052; 1.702063; 1.706188; 1.707366; 1.708318; 1.711663; 1.715104; 1.719288; 1.723422; 1.724600; 1.723332; 1.720089; 1.718550; 1.718235; 1.716962; 1.713266; 1.709250; 1.706781; 1.705556; 1.703034; 1.701085; 1.699808; 1.698699; 1.700538; 1.704771; 1.707840; 1.708627; 1.707403; 1.708413; 1.711342; 1.713740; 1.714406; 1.714147; 1.713541; 1.714024; 1.713913; 1.712437; 1.710319; 1.708980; 1.707956; 1.707498; 1.707141; 1.709026; 1.706496; 1.701930; 1.699229; 1.700098; 1.699569; 1.696614; 1.694172; 1.693606; 1.695250; 1.694773; 1.691602; 1.687138; 1.685150; 1.684556; 1.681900; 1.681978; 1.683312; 1.682621; 1.679859; 1.679645; 1.680711; 1.681441; 1.680677; 1.679271; 1.680144; 1.682249; 1.685655; 1.689793; 1.692181; 1.692834; 1.693284; 1.693360; 1.694877; 1.697825; 1.700908; (); (); (); (); (); (); (); (); (); (); (); 
