Roll Number; 0
Recipe Name; FP 4548_387 GSM
Start Time; 2018-03-08; 15:42:28
File Name; D:\Mahlo\TR\180308154228FP 4548_387 GSM0_THICKNESS2.txt

11659.7; 15:42:40; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.664486; 0.663248; 0.661568; 0.659879; 0.659208; 0.659897; 0.661224; 0.662914; 0.663482; 0.666158; 0.666205; 0.665466; 0.665545; 0.665527; 0.660821; 0.659061; 0.659062; 0.661062; 0.663739; 0.665618; 0.665697; 0.666076; 0.667578; 0.667813; 0.667189; 0.666430; 0.665470; 0.665738; 0.666860; 0.672231; 0.674324; 0.674429; 0.672905; 0.670045; 0.667304; 0.666199; 0.663153; 0.656872; 0.654399; 0.653862; 0.656669; 0.659766; 0.660089; 0.659059; 0.658883; 0.661097; 0.662125; 0.662823; 0.666843; 0.668705; 0.670779; 0.674492; 0.677017; 0.677875; 0.676906; 0.673701; 0.671773; 0.672414; 0.674331; 0.672995; 0.668970; 0.669116; 0.671787; 0.672398; 0.675374; 0.675137; 0.675291; 0.677751; 0.679462; 0.680120; 0.682051; 0.683074; 0.683063; 0.682154; 0.681810; 0.686646; 0.689500; 0.688946; 0.684424; 0.679373; 0.678676; 0.680711; 0.682981; 0.684476; 0.686771; 0.687374; 0.687081; 0.686874; 0.687680; 0.691089; 0.689340; 0.685835; 0.685028; 0.690467; 0.696378; 0.698822; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
11661.6; 15:42:48; (); (); (); (); (); (); (); (); (); 0.632716; 0.632510; 0.632985; 0.631358; 0.631794; 0.632494; 0.632081; 0.631178; 0.629820; 0.631860; 0.633788; 0.634045; 0.633762; 0.632191; 0.632463; 0.630632; 0.625579; 0.624395; 0.625622; 0.625940; 0.627044; 0.629789; 0.633172; 0.636085; 0.634431; 0.631739; 0.630038; 0.629820; 0.628437; 0.629277; 0.634500; 0.641551; 0.646541; 0.650359; 0.650330; 0.650529; 0.651944; 0.653102; 0.655072; 0.657767; 0.660268; 0.661360; 0.660632; 0.661241; 0.660256; 0.657451; 0.654101; 0.651640; 0.649179; 0.650376; 0.651303; 0.651255; 0.651008; 0.648946; 0.647911; 0.649677; 0.654311; 0.659605; 0.661723; 0.660565; 0.662074; 0.664723; 0.667735; 0.670081; 0.669721; 0.668286; 0.668242; 0.669022; 0.670319; 0.672675; 0.672753; 0.672097; 0.672719; 0.674378; 0.679743; 0.684392; 0.687913; 0.691007; 0.694176; 0.695902; 0.697742; 0.698386; 0.698447; 0.698561; 0.697096; 0.698160; 0.696810; 0.696836; 0.698460; 0.697663; 0.695986; 0.692108; 0.687275; 0.684399; 0.687020; 0.690165; 0.692479; 0.694815; 0.696498; 0.697546; 0.698534; 0.701027; 0.700998; 0.699796; 0.700972; 0.701113; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
11663.1; 15:42:57; (); (); (); (); (); (); (); (); (); 0.647723; 0.648441; 0.651414; 0.657624; 0.662011; 0.662579; 0.662754; 0.664031; 0.665017; 0.666452; 0.668318; 0.669955; 0.670408; 0.670056; 0.669374; 0.670118; 0.670117; 0.667723; 0.663764; 0.660013; 0.659855; 0.660130; 0.658099; 0.658406; 0.657845; 0.657981; 0.658177; 0.658660; 0.658754; 0.658174; 0.659409; 0.660870; 0.661509; 0.662640; 0.663222; 0.661357; 0.659620; 0.660186; 0.660590; 0.661602; 0.663131; 0.664130; 0.664147; 0.663135; 0.663718; 0.663198; 0.663063; 0.663394; 0.663805; 0.665899; 0.669310; 0.671538; 0.671958; 0.671227; 0.668664; 0.666892; 0.665343; 0.664514; 0.665160; 0.666430; 0.666901; 0.667314; 0.668242; 0.670411; 0.671935; 0.668463; 0.666009; 0.666266; 0.667960; 0.671647; 0.674888; 0.676131; 0.676880; 0.678777; 0.680378; 0.680685; 0.680834; 0.680489; 0.677867; 0.675188; 0.680149; 0.683653; 0.684188; 0.682887; 0.680502; 0.678288; 0.678530; 0.678859; 0.676408; 0.672776; 0.673718; 0.675618; 0.676684; 0.676634; 0.676471; 0.673402; 0.671405; 0.670909; 0.671367; 0.672577; 0.671801; 0.671524; 0.672023; 0.673148; 0.673749; 0.671047; 0.668226; 0.665384; 0.663905; 0.664415; 0.664695; 0.664375; 0.663358; 0.661969; 0.660999; 0.662143; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
11664.6; 15:43:05; (); (); (); (); (); (); (); (); (); 0.651944; 0.655621; 0.656588; 0.653893; 0.650582; 0.646886; 0.646476; 0.647342; 0.649097; 0.649616; 0.650369; 0.650760; 0.649268; 0.646213; 0.642854; 0.640275; 0.636641; 0.635594; 0.637641; 0.641576; 0.645110; 0.646259; 0.646056; 0.646156; 0.648107; 0.649276; 0.653496; 0.654426; 0.654421; 0.656419; 0.656398; 0.657289; 0.660322; 0.662248; 0.662578; 0.663330; 0.667421; 0.670659; 0.672508; 0.674006; 0.673959; 0.672067; 0.675162; 0.676717; 0.676027; 0.677318; 0.677130; 0.674581; 0.672799; 0.673422; 0.674023; 0.668442; 0.664476; 0.663198; 0.662747; 0.661200; 0.659456; 0.659044; 0.660699; 0.662240; 0.661331; 0.664403; 0.667785; 0.669189; 0.668419; 0.667326; 0.671901; 0.672768; 0.671179; 0.669548; 0.670400; 0.672549; 0.674008; 0.674204; 0.674137; 0.673737; 0.669671; 0.665832; 0.663633; 0.663060; 0.663984; 0.663759; 0.665756; 0.667623; 0.668903; 0.668638; 0.665494; 0.665186; 0.665006; 0.666976; 0.669452; 0.672467; 0.675497; 0.676634; 0.677893; 0.677878; 0.675510; 0.675032; 0.673061; 0.672064; 0.673846; 0.675789; 0.673879; 0.674772; 0.676294; 0.675908; 0.673613; 0.670759; 0.668527; 0.667700; 0.667424; 0.667591; 0.665109; 0.665885; 0.665205; 0.663567; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
11666.1; 15:43:14; (); (); (); (); (); (); (); (); (); 0.659791; 0.660193; 0.662515; 0.662957; 0.661411; 0.659484; 0.659759; 0.660292; 0.660815; 0.660361; 0.657939; 0.652794; 0.653157; 0.652809; 0.651523; 0.650677; 0.652195; 0.654085; 0.657153; 0.659870; 0.664129; 0.665998; 0.664927; 0.663638; 0.663781; 0.665103; 0.667603; 0.668353; 0.669417; 0.671467; 0.674263; 0.674692; 0.672269; 0.668350; 0.665815; 0.663937; 0.661735; 0.665255; 0.670001; 0.673677; 0.674800; 0.677117; 0.678801; 0.679051; 0.676940; 0.674014; 0.672890; 0.673439; 0.677036; 0.681192; 0.683342; 0.685945; 0.684423; 0.683357; 0.684044; 0.686766; 0.687268; 0.686024; 0.685014; 0.686041; 0.689404; 0.692958; 0.694137; 0.693425; 0.693442; 0.693185; 0.691656; 0.691901; 0.691167; 0.689321; 0.687189; 0.689025; 0.692764; 0.695810; 0.696981; 0.695160; 0.691370; 0.690810; 0.690786; 0.688646; 0.686306; 0.687696; 0.689839; 0.689996; 0.690272; 0.690705; 0.690288; 0.688404; 0.688920; 0.689007; 0.690421; 0.692990; 0.692535; 0.691561; 0.692713; 0.694841; 0.695673; 0.693883; 0.692906; 0.693872; 0.695828; 0.696450; 0.695344; 0.693382; 0.691291; 0.688901; 0.687875; 0.687657; 0.687861; 0.687632; 0.686346; 0.685145; 0.685792; 0.685522; 0.681318; 0.677837; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
11667.6; 15:43:22; (); (); (); (); (); (); (); (); 0.644439; 0.647180; 0.649401; 0.654180; 0.660217; 0.661107; 0.662063; 0.662600; 0.664625; 0.668287; 0.670406; 0.672128; 0.671741; 0.670728; 0.670802; 0.668998; 0.668455; 0.669214; 0.666877; 0.663012; 0.663383; 0.665192; 0.668128; 0.670866; 0.671512; 0.670304; 0.669890; 0.672534; 0.675457; 0.675626; 0.680358; 0.683745; 0.686814; 0.690846; 0.691659; 0.694298; 0.695584; 0.696992; 0.699122; 0.699491; 0.701443; 0.705817; 0.710105; 0.712431; 0.712744; 0.710725; 0.707862; 0.704996; 0.704710; 0.704556; 0.703283; 0.701925; 0.701028; 0.699929; 0.698631; 0.698711; 0.697869; 0.696643; 0.696461; 0.698312; 0.700872; 0.704294; 0.704915; 0.701236; 0.697977; 0.695733; 0.693213; 0.690620; 0.690102; 0.692101; 0.693113; 0.692616; 0.691100; 0.689365; 0.687471; 0.684721; 0.682567; 0.681013; 0.683044; 0.688926; 0.691634; 0.694104; 0.697852; 0.698765; 0.697724; 0.696112; 0.696651; 0.698496; 0.699732; 0.698587; 0.698158; 0.697943; 0.699233; 0.700363; 0.700777; 0.702447; 0.701824; 0.701327; 0.702162; 0.703000; 0.702131; 0.696833; 0.693434; 0.691020; 0.689407; 0.690111; 0.689200; 0.688692; 0.687702; 0.685595; 0.682161; 0.680606; 0.677793; 0.673702; 0.670489; 0.669837; 0.671850; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
11669.1; 15:43:31; (); (); (); (); (); (); (); (); 0.644439; 0.670250; 0.675347; 0.677414; 0.678071; 0.676262; 0.675269; 0.675073; 0.675814; 0.677344; 0.678534; 0.680704; 0.683554; 0.685373; 0.683733; 0.681121; 0.678491; 0.675680; 0.673615; 0.673133; 0.674882; 0.674822; 0.674093; 0.673975; 0.676654; 0.679224; 0.677589; 0.673200; 0.670854; 0.674579; 0.675030; 0.673780; 0.675223; 0.678398; 0.681476; 0.683709; 0.686615; 0.687034; 0.686294; 0.685943; 0.685162; 0.688263; 0.692884; 0.697042; 0.697032; 0.696492; 0.696673; 0.695253; 0.693677; 0.691957; 0.689666; 0.689714; 0.692217; 0.695443; 0.697605; 0.695123; 0.692440; 0.691363; 0.691017; 0.689146; 0.689366; 0.690984; 0.692049; 0.691345; 0.690004; 0.690482; 0.689244; 0.687518; 0.685081; 0.680843; 0.683690; 0.686583; 0.686782; 0.686544; 0.687445; 0.688528; 0.689081; 0.688586; 0.687947; 0.687788; 0.687888; 0.689374; 0.689738; 0.690655; 0.693939; 0.693310; 0.695529; 0.695354; 0.689689; 0.685166; 0.682647; 0.681025; 0.681454; 0.682721; 0.683748; 0.683937; 0.679643; 0.678297; 0.677348; 0.673946; 0.670685; 0.666762; 0.668715; 0.673104; 0.676687; 0.676911; 0.676889; 0.676550; 0.675479; 0.674038; 0.672804; 0.675365; 0.675308; 0.674836; 0.676288; 0.679779; 0.680423; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
11670.6; 15:43:39; (); (); (); (); (); (); (); (); 0.644439; 0.664458; 0.660946; 0.664407; 0.667381; 0.669079; 0.669892; 0.670732; 0.672639; 0.674356; 0.676627; 0.677945; 0.678712; 0.681648; 0.682840; 0.685929; 0.690275; 0.694133; 0.692975; 0.692443; 0.692309; 0.692459; 0.691434; 0.687068; 0.685066; 0.682178; 0.677974; 0.674343; 0.672719; 0.669809; 0.669068; 0.669036; 0.669445; 0.671632; 0.672774; 0.672756; 0.672873; 0.674660; 0.680389; 0.686770; 0.687850; 0.689005; 0.692395; 0.693454; 0.695206; 0.694714; 0.692999; 0.690988; 0.687943; 0.686281; 0.686976; 0.688113; 0.689317; 0.685701; 0.680008; 0.680209; 0.681052; 0.679891; 0.679396; 0.679854; 0.682047; 0.681989; 0.680760; 0.680829; 0.680421; 0.678653; 0.677477; 0.677492; 0.680735; 0.685105; 0.685025; 0.683633; 0.684783; 0.687937; 0.687807; 0.686934; 0.687355; 0.689375; 0.690269; 0.692387; 0.693771; 0.693411; 0.692158; 0.690687; 0.689063; 0.689574; 0.693135; 0.697109; 0.694286; 0.691282; 0.690692; 0.692213; 0.694207; 0.695738; 0.696953; 0.696154; 0.694776; 0.694119; 0.693935; 0.693437; 0.694031; 0.693208; 0.693073; 0.697408; 0.702091; 0.703924; 0.706809; 0.708216; 0.706135; 0.704779; 0.707030; 0.710052; 0.711745; 0.713251; 0.716536; 0.718895; 0.719673; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
11672.2; 15:43:48; (); (); (); (); (); (); (); (); (); 0.653380; 0.656364; 0.658936; 0.665096; 0.668082; 0.668073; 0.667507; 0.668170; 0.670941; 0.671054; 0.669793; 0.669397; 0.670159; 0.672108; 0.671640; 0.670466; 0.670692; 0.671292; 0.669595; 0.666143; 0.665903; 0.667141; 0.667778; 0.666848; 0.666110; 0.664160; 0.666750; 0.671135; 0.674172; 0.678144; 0.679905; 0.680403; 0.679533; 0.678977; 0.679976; 0.679380; 0.679934; 0.681438; 0.682718; 0.684105; 0.684632; 0.681123; 0.676583; 0.674506; 0.675123; 0.677313; 0.677966; 0.677532; 0.677334; 0.677218; 0.678373; 0.678963; 0.678276; 0.677208; 0.677516; 0.684460; 0.692544; 0.697736; 0.699672; 0.700002; 0.698476; 0.698411; 0.699285; 0.700054; 0.702609; 0.703731; 0.702237; 0.701093; 0.701477; 0.699288; 0.696122; 0.692854; 0.689980; 0.687729; 0.685998; 0.686448; 0.687517; 0.688592; 0.688793; 0.686491; 0.684298; 0.682194; 0.680515; 0.681241; 0.683453; 0.683376; 0.682455; 0.682424; 0.682662; 0.682158; 0.679943; 0.677775; 0.675975; 0.676680; 0.680766; 0.683944; 0.687840; 0.688360; 0.687364; 0.687021; 0.686574; 0.688458; 0.688398; 0.686733; 0.685000; 0.684641; 0.683372; 0.682916; 0.682304; 0.679948; 0.677415; 0.675717; 0.676034; 0.676470; 0.676601; 0.675636; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
11673.7; 15:43:56; (); (); (); (); (); (); (); (); (); 0.660280; 0.660982; 0.667104; 0.669168; 0.667158; 0.667916; 0.669926; 0.675240; 0.681052; 0.682273; 0.680716; 0.678445; 0.677742; 0.677495; 0.676926; 0.678784; 0.676222; 0.672784; 0.673141; 0.676772; 0.676628; 0.674675; 0.671602; 0.669480; 0.666764; 0.669517; 0.672337; 0.673874; 0.674850; 0.675811; 0.676104; 0.676997; 0.675313; 0.671911; 0.670951; 0.672223; 0.674650; 0.675583; 0.676510; 0.677491; 0.676557; 0.675097; 0.676682; 0.680125; 0.681976; 0.681439; 0.680880; 0.680990; 0.681085; 0.678845; 0.676334; 0.675358; 0.676092; 0.677574; 0.679071; 0.682128; 0.683105; 0.680675; 0.678312; 0.678417; 0.679200; 0.682318; 0.689344; 0.697240; 0.702272; 0.705504; 0.707106; 0.704058; 0.699601; 0.696435; 0.695119; 0.698861; 0.700625; 0.698533; 0.696265; 0.698326; 0.696083; 0.691421; 0.687275; 0.685685; 0.686283; 0.687295; 0.689612; 0.691621; 0.691129; 0.688248; 0.683567; 0.682279; 0.684361; 0.685531; 0.684023; 0.682881; 0.683859; 0.682876; 0.681048; 0.679908; 0.676773; 0.677216; 0.677663; 0.677772; 0.678810; 0.679914; 0.679493; 0.678301; 0.676945; 0.675742; 0.675017; 0.671458; 0.669157; 0.667682; 0.665090; 0.663755; 0.660237; 0.658782; 0.658333; 0.657638; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
11675.2; 15:44:05; (); (); (); (); (); (); (); (); (); 0.665559; 0.665966; 0.667675; 0.671715; 0.673560; 0.673503; 0.673073; 0.673561; 0.673399; 0.671559; 0.668011; 0.663442; 0.660055; 0.660913; 0.668238; 0.674463; 0.674617; 0.674585; 0.673097; 0.673588; 0.675852; 0.678297; 0.679409; 0.680356; 0.682619; 0.685297; 0.687784; 0.691108; 0.691567; 0.689811; 0.688463; 0.687774; 0.687683; 0.686562; 0.683351; 0.679193; 0.676039; 0.676224; 0.673990; 0.671864; 0.672570; 0.674246; 0.673115; 0.670608; 0.667699; 0.665079; 0.663673; 0.664658; 0.666755; 0.669902; 0.674289; 0.677705; 0.677717; 0.679751; 0.680145; 0.678416; 0.677955; 0.679911; 0.684122; 0.688430; 0.693408; 0.698842; 0.698126; 0.697287; 0.696619; 0.695459; 0.693458; 0.691556; 0.690851; 0.692553; 0.694804; 0.695484; 0.695960; 0.696511; 0.697348; 0.696840; 0.695744; 0.695773; 0.695444; 0.694884; 0.693069; 0.690230; 0.691403; 0.692727; 0.693752; 0.694443; 0.693981; 0.693154; 0.688887; 0.683555; 0.678262; 0.675647; 0.675867; 0.678001; 0.678020; 0.680441; 0.683950; 0.684662; 0.685742; 0.684223; 0.685412; 0.688378; 0.690326; 0.692893; 0.695210; 0.696425; 0.697180; 0.696335; 0.694444; 0.695226; 0.696069; 0.695505; 0.694305; 0.692089; 0.689564; 0.657638; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
