Roll Number; 0
Recipe Name; FP 4578_199 GSM
Start Time; 2017-11-14; 07:40:04
File Name; D:\Mahlo\TR\171114074004FP 4578_199 GSM0_XMF2.txt

25440.5; 07:40:21; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 3.320929; 3.105521; 2.892371; 2.730897; 2.592203; 2.444142; 2.263145; 2.078374; 1.893322; 1.708627; 1.541271; 1.506239; 1.503652; 1.499480; 1.495237; 1.490780; 1.490076; 1.490710; 1.490624; 1.490707; 1.489572; 1.486660; 1.483514; 1.481227; 1.479136; 1.479194; 1.479789; 1.482493; 1.487836; 1.493133; 1.497013; 1.500009; 1.501638; 1.504465; 1.508010; 1.508967; 1.508050; 1.504816; 1.500481; 1.496824; 1.495050; 1.493328; 1.495805; 1.497153; 1.497778; 1.495784; 1.491960; 1.491202; 1.492401; 1.493025; 1.495493; 1.502152; 1.507290; 1.506814; 1.504221; 1.504994; 1.508442; 1.510260; 1.511815; 1.514561; 1.514658; 1.510501; 1.508128; 1.512656; 1.519786; 1.525890; 1.528348; 1.531327; 1.533301; 1.535949; 1.539902; 1.543144; 1.545401; 1.545950; 1.547137; 1.549762; 1.552629; 1.552752; 1.555951; 1.561373; 1.565638; 1.571737; 1.573583; 1.573859; 1.573312; 1.571591; 1.572699; 1.574024; 1.570802; 1.562853; 1.552846; 1.541419; 1.533848; 1.532184; 1.530895; 1.527858; 1.519788; 1.514464; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
25444.6; 07:40:34; (); (); (); (); (); (); (); 1.600359; 1.601930; 1.600922; 1.599128; 1.597480; 1.596672; 1.604086; 1.600066; 1.589338; 1.580026; 1.570065; 1.558268; 1.548725; 1.540580; 1.531714; 1.524250; 1.522371; 1.521928; 1.520644; 1.519507; 1.519295; 1.520922; 1.521514; 1.524140; 1.526902; 1.528470; 1.529503; 1.532165; 1.533395; 1.532892; 1.531514; 1.529615; 1.526999; 1.524078; 1.523508; 1.522850; 1.520089; 1.515399; 1.513417; 1.511356; 1.509908; 1.508644; 1.506130; 1.501753; 1.496501; 1.493315; 1.493252; 1.493579; 1.495113; 1.498300; 1.503888; 1.513452; 1.524891; 1.535314; 1.543599; 1.547068; 1.548249; 1.552774; 1.559001; 1.565493; 1.568682; 1.568871; 1.566978; 1.566624; 1.567456; 1.570718; 1.573411; 1.571863; 1.565712; 1.559582; 1.557400; 1.560286; 1.563082; 1.563263; 1.561628; 1.558198; 1.552811; 1.548933; 1.547490; 1.546554; 1.543575; 1.538265; 1.534504; 1.531851; 1.532462; 1.537013; 1.543124; 1.548981; 1.553138; 1.555408; 1.558125; 1.562221; 1.566923; 1.574513; 1.582254; 1.588597; 1.590981; 1.592525; 1.594967; 1.596561; 1.594023; 1.585965; 1.575297; 1.564229; 1.551109; 1.537593; 1.530867; 1.523770; 1.514504; 1.504237; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
25447.9; 07:40:43; (); (); (); (); (); (); (); 1.330321; 1.337123; 1.342693; 1.352607; 1.355529; 1.356946; 1.356750; 1.356012; 1.365147; 1.369007; 1.372488; 1.371645; 1.375626; 1.378132; 1.381266; 1.387436; 1.387689; 1.387957; 1.383767; 1.383577; 1.385146; 1.385959; 1.388296; 1.388748; 1.389806; 1.389756; 1.390564; 1.388992; 1.385607; 1.381182; 1.377681; 1.375790; 1.373991; 1.371853; 1.369370; 1.367813; 1.366172; 1.365624; 1.365795; 1.365128; 1.362121; 1.359057; 1.356887; 1.355096; 1.352215; 1.348642; 1.346435; 1.345332; 1.344439; 1.343689; 1.342377; 1.340382; 1.336769; 1.333135; 1.329150; 1.324885; 1.321110; 1.318873; 1.320072; 1.323813; 1.329154; 1.335128; 1.340083; 1.343163; 1.344972; 1.346427; 1.347843; 1.349581; 1.351633; 1.355372; 1.363050; 1.372064; 1.377917; 1.380924; 1.382441; 1.383256; 1.383646; 1.385336; 1.388617; 1.393349; 1.399366; 1.407627; 1.417271; 1.424422; 1.430333; 1.433929; 1.435606; 1.436643; 1.436495; 1.434162; 1.431713; 1.430390; 1.429642; 1.428889; 1.429196; 1.428488; 1.424354; 1.420964; 1.418592; 1.415010; 1.412183; 1.410366; 1.409340; 1.408719; 1.407925; 1.407047; 1.404410; 1.400581; 1.395421; 1.389082; 1.379159; 1.368376; 1.358171; 1.347832; 1.333315; 1.314672; 1.306166; 1.297853; 1.290199; 1.283565; 1.274411; 1.257762; (); (); (); (); (); (); (); (); (); (); (); 
25450.1; 07:40:52; (); (); (); (); (); (); (); 1.375742; 1.379681; 1.382664; 1.384625; 1.385900; 1.386942; 1.387415; 1.395673; 1.408245; 1.409480; 1.404977; 1.399947; 1.395509; 1.391692; 1.388977; 1.384654; 1.380871; 1.376856; 1.372307; 1.368705; 1.366149; 1.364328; 1.362427; 1.360193; 1.359437; 1.359074; 1.358683; 1.358617; 1.359132; 1.360093; 1.362357; 1.364920; 1.369165; 1.373462; 1.375012; 1.374030; 1.371486; 1.368841; 1.366219; 1.363027; 1.360461; 1.357065; 1.354172; 1.351695; 1.351030; 1.350937; 1.348987; 1.344798; 1.341136; 1.339998; 1.341310; 1.343083; 1.345329; 1.347362; 1.350146; 1.353996; 1.358357; 1.361420; 1.364328; 1.366472; 1.369573; 1.374880; 1.380965; 1.385625; 1.390846; 1.394495; 1.396950; 1.398329; 1.400308; 1.400420; 1.399909; 1.400021; 1.401386; 1.403270; 1.404886; 1.405987; 1.405763; 1.405082; 1.405356; 1.405672; 1.408363; 1.413152; 1.420173; 1.427482; 1.434571; 1.441655; 1.449445; 1.455477; 1.459249; 1.461772; 1.462965; 1.463495; 1.462827; 1.460491; 1.456853; 1.451611; 1.444389; 1.436938; 1.429375; 1.423583; 1.414875; 1.404880; 1.393974; 1.384026; 1.377049; 1.367955; 1.364505; 1.359338; 1.356925; 1.354251; 1.348141; 1.343580; 1.333370; 1.323956; 1.296783; 1.284074; 1.278527; 1.271777; 1.265849; 1.257704; 1.251132; 1.235653; (); (); (); (); (); (); (); (); (); (); (); 
25452.4; 07:41:01; (); (); (); (); (); (); (); 1.310642; 1.319255; 1.322354; 1.328623; 1.334036; 1.337465; 1.340540; 1.343960; 1.365199; 1.374659; 1.377138; 1.375547; 1.374911; 1.377001; 1.376987; 1.378700; 1.378876; 1.381725; 1.382267; 1.381089; 1.380093; 1.378696; 1.377201; 1.375021; 1.373541; 1.372354; 1.369901; 1.365080; 1.357452; 1.350111; 1.343727; 1.337306; 1.331870; 1.328220; 1.326924; 1.326913; 1.326951; 1.326261; 1.325958; 1.325718; 1.324756; 1.321422; 1.318270; 1.316129; 1.314424; 1.312865; 1.311168; 1.308971; 1.306090; 1.301922; 1.298719; 1.298473; 1.299872; 1.300885; 1.300828; 1.300941; 1.301695; 1.303643; 1.307607; 1.314076; 1.319737; 1.324381; 1.328176; 1.331864; 1.335085; 1.335848; 1.334383; 1.334292; 1.335499; 1.336787; 1.338224; 1.341051; 1.344370; 1.346701; 1.347895; 1.349939; 1.351460; 1.352590; 1.355252; 1.356774; 1.358529; 1.361119; 1.362437; 1.364132; 1.367495; 1.370858; 1.373481; 1.377172; 1.379682; 1.380050; 1.379920; 1.381261; 1.383030; 1.385242; 1.388010; 1.390010; 1.389453; 1.387937; 1.385427; 1.382363; 1.378756; 1.374450; 1.370312; 1.368688; 1.367541; 1.364585; 1.358166; 1.351571; 1.343291; 1.335847; 1.329950; 1.325603; 1.321498; 1.313756; 1.296735; 1.276417; 1.270846; 1.264658; 1.254766; 1.244609; 1.234642; 1.222567; (); (); (); (); (); (); (); (); (); (); (); 
25454.7; 07:41:10; (); (); (); (); (); (); (); 1.372297; 1.375331; 1.376219; 1.374121; 1.371922; 1.369235; 1.366947; 1.371586; 1.379392; 1.379530; 1.376336; 1.374521; 1.373209; 1.368886; 1.363831; 1.359574; 1.356063; 1.354234; 1.353457; 1.352538; 1.353445; 1.354793; 1.355788; 1.357069; 1.358679; 1.359797; 1.361147; 1.363667; 1.366570; 1.367775; 1.369476; 1.370659; 1.371618; 1.372724; 1.374357; 1.375029; 1.375097; 1.372964; 1.369276; 1.363334; 1.354945; 1.344890; 1.335458; 1.328137; 1.322528; 1.317961; 1.312713; 1.308221; 1.305019; 1.303532; 1.303020; 1.303970; 1.304930; 1.305206; 1.305693; 1.307749; 1.310645; 1.315679; 1.321746; 1.327915; 1.332530; 1.337229; 1.343162; 1.348851; 1.351698; 1.351968; 1.351234; 1.350419; 1.350442; 1.351134; 1.352772; 1.352887; 1.350914; 1.348694; 1.346932; 1.345447; 1.344574; 1.343425; 1.340326; 1.338337; 1.336565; 1.336678; 1.339812; 1.345963; 1.355685; 1.364744; 1.371840; 1.377316; 1.383073; 1.389066; 1.393791; 1.399031; 1.404817; 1.411105; 1.417610; 1.422830; 1.427142; 1.429720; 1.426353; 1.421297; 1.414923; 1.408029; 1.403903; 1.399417; 1.396000; 1.389582; 1.383735; 1.374941; 1.365678; 1.360248; 1.351207; 1.344300; 1.332015; 1.317388; 1.289705; 1.279919; 1.275802; 1.268644; 1.262499; 1.253406; 1.243236; 1.230582; (); (); (); (); (); (); (); (); (); (); (); 
25456.9; 07:41:19; (); (); (); (); (); (); (); 1.302312; 1.309261; 1.311813; 1.319142; 1.321464; 1.329897; 1.337122; 1.340229; 1.359409; 1.370418; 1.375954; 1.373204; 1.378275; 1.380305; 1.383248; 1.390964; 1.395894; 1.402999; 1.406368; 1.407263; 1.405571; 1.403916; 1.404650; 1.404457; 1.407703; 1.413351; 1.418072; 1.420722; 1.420433; 1.419189; 1.414870; 1.408856; 1.403027; 1.399656; 1.398814; 1.397027; 1.393872; 1.391282; 1.388270; 1.383837; 1.376114; 1.367012; 1.357813; 1.350413; 1.342843; 1.337002; 1.332559; 1.325912; 1.315740; 1.305140; 1.296032; 1.288028; 1.279365; 1.273014; 1.270101; 1.268538; 1.267731; 1.268221; 1.268518; 1.270063; 1.271467; 1.275067; 1.280068; 1.284077; 1.285643; 1.287047; 1.289056; 1.291188; 1.292867; 1.294274; 1.295189; 1.295798; 1.296012; 1.295205; 1.292193; 1.288862; 1.285204; 1.282937; 1.284585; 1.289710; 1.294065; 1.296987; 1.299590; 1.301696; 1.303572; 1.304198; 1.303696; 1.303171; 1.305212; 1.311391; 1.318451; 1.325454; 1.330203; 1.332637; 1.333627; 1.334981; 1.336537; 1.338249; 1.339681; 1.340138; 1.340418; 1.341805; 1.342719; 1.342866; 1.340435; 1.337317; 1.333681; 1.329111; 1.324223; 1.318594; 1.309314; 1.299621; 1.289308; 1.279431; 1.269371; 1.252260; 1.241902; 1.234446; 1.226724; 1.217748; 1.206460; 1.192696; (); (); (); (); (); (); (); (); (); (); (); 
25459.2; 07:41:28; (); (); (); (); (); (); (); 1.376802; 1.379819; 1.380493; 1.379011; 1.376786; 1.373668; 1.370812; 1.375487; 1.382814; 1.383011; 1.377517; 1.372325; 1.368591; 1.365680; 1.362828; 1.360609; 1.358663; 1.357060; 1.354586; 1.352746; 1.351528; 1.349968; 1.348344; 1.347737; 1.348061; 1.347068; 1.343957; 1.338517; 1.332557; 1.326743; 1.320258; 1.314718; 1.310573; 1.307613; 1.304010; 1.301512; 1.298931; 1.296232; 1.293460; 1.289660; 1.286233; 1.284790; 1.283435; 1.283418; 1.284569; 1.286269; 1.287397; 1.287687; 1.289608; 1.294077; 1.297059; 1.299817; 1.303081; 1.306595; 1.311267; 1.317674; 1.326377; 1.336087; 1.343020; 1.349516; 1.356835; 1.367395; 1.377675; 1.384009; 1.388355; 1.392106; 1.395452; 1.398707; 1.400778; 1.400780; 1.399097; 1.397242; 1.397213; 1.398721; 1.400851; 1.401248; 1.399814; 1.398447; 1.397072; 1.397538; 1.400034; 1.403319; 1.407575; 1.413030; 1.419796; 1.428034; 1.433028; 1.434061; 1.432713; 1.429898; 1.427573; 1.425183; 1.425091; 1.427104; 1.427196; 1.425345; 1.420374; 1.416853; 1.409211; 1.401968; 1.396159; 1.390881; 1.387525; 1.382067; 1.378234; 1.372278; 1.368274; 1.364840; 1.393101; 1.441466; 1.444027; 1.438894; 1.425995; 1.412029; 1.396223; 1.394930; 1.397352; 1.399690; 1.406462; 1.412818; 1.424153; 1.438769; (); (); (); (); (); (); (); (); (); (); (); 
25461.4; 07:41:37; (); (); (); (); (); (); (); 1.338589; 1.344341; 1.344992; 1.349249; 1.351223; 1.354413; 1.357233; 1.358666; 1.370432; 1.374247; 1.378173; 1.378456; 1.382676; 1.388317; 1.392309; 1.399881; 1.404131; 1.408932; 1.410440; 1.412734; 1.414765; 1.415719; 1.419011; 1.421138; 1.426479; 1.429683; 1.429852; 1.426746; 1.422707; 1.418077; 1.411868; 1.407850; 1.405078; 1.403186; 1.401636; 1.400143; 1.396636; 1.390861; 1.385907; 1.379476; 1.372678; 1.366998; 1.363874; 1.362441; 1.362096; 1.361082; 1.356956; 1.351349; 1.344926; 1.337165; 1.328279; 1.322392; 1.317216; 1.312162; 1.307883; 1.303136; 1.298827; 1.295217; 1.292309; 1.290445; 1.291806; 1.295863; 1.301299; 1.306926; 1.313993; 1.321278; 1.327840; 1.333984; 1.339621; 1.345283; 1.351064; 1.357268; 1.361757; 1.364001; 1.363534; 1.361881; 1.359978; 1.359330; 1.358304; 1.359214; 1.362630; 1.366202; 1.369936; 1.373687; 1.378097; 1.384084; 1.389407; 1.394123; 1.398476; 1.401965; 1.403286; 1.404666; 1.405619; 1.406284; 1.403050; 1.397563; 1.392793; 1.388192; 1.382282; 1.375981; 1.368292; 1.360672; 1.354765; 1.350943; 1.346921; 1.344339; 1.340652; 1.336695; 1.333138; 1.331678; 1.330996; 1.327551; 1.321039; 1.312274; 1.300211; 1.285348; 1.280580; 1.276191; 1.270015; 1.263419; 1.254886; 1.244704; (); (); (); (); (); (); (); (); (); (); (); 
25463.7; 07:41:46; (); (); (); (); (); (); (); 1.377147; 1.380187; 1.382554; 1.382372; 1.381676; 1.379956; 1.378322; 1.382964; 1.388759; 1.387159; 1.380748; 1.376395; 1.374420; 1.370663; 1.366855; 1.363112; 1.359406; 1.355598; 1.352591; 1.350647; 1.349533; 1.347385; 1.345205; 1.342832; 1.340380; 1.338572; 1.335692; 1.334241; 1.335309; 1.336414; 1.336955; 1.337177; 1.340008; 1.343200; 1.345943; 1.347270; 1.348473; 1.349825; 1.350708; 1.350907; 1.351000; 1.351048; 1.350305; 1.349264; 1.348584; 1.348164; 1.346814; 1.343315; 1.338346; 1.332469; 1.327696; 1.323924; 1.318986; 1.314559; 1.310528; 1.308317; 1.307091; 1.307508; 1.309511; 1.313041; 1.316069; 1.320277; 1.325330; 1.330470; 1.333616; 1.336326; 1.339572; 1.344743; 1.349950; 1.355025; 1.358079; 1.360615; 1.361575; 1.362998; 1.363374; 1.364634; 1.364276; 1.364232; 1.364659; 1.367605; 1.373146; 1.378422; 1.383502; 1.389744; 1.397231; 1.403665; 1.407545; 1.410623; 1.411576; 1.411951; 1.413161; 1.415273; 1.418241; 1.420963; 1.421371; 1.420962; 1.418924; 1.417398; 1.414892; 1.411775; 1.405480; 1.399917; 1.397436; 1.392984; 1.389699; 1.382697; 1.377911; 1.375834; 1.372484; 1.371287; 1.364978; 1.358314; 1.346336; 1.326511; 1.304394; 1.299122; 1.294991; 1.287754; 1.282817; 1.275674; 1.269719; 1.259920; (); (); (); (); (); (); (); (); (); (); (); 
25465.9; 07:41:55; (); (); (); (); (); (); (); 1.262476; 1.268071; 1.270610; 1.278752; 1.282536; 1.287507; 1.291434; 1.291328; 1.303764; 1.310976; 1.317249; 1.316699; 1.322140; 1.325678; 1.329954; 1.338163; 1.341974; 1.346800; 1.346749; 1.346536; 1.343520; 1.339320; 1.340172; 1.340164; 1.342955; 1.343500; 1.342146; 1.340893; 1.339019; 1.337175; 1.334611; 1.332894; 1.332197; 1.332722; 1.334109; 1.336582; 1.339818; 1.341169; 1.340315; 1.338420; 1.337546; 1.337744; 1.337981; 1.338685; 1.340426; 1.341459; 1.342718; 1.342518; 1.342283; 1.344718; 1.349181; 1.353286; 1.354419; 1.355021; 1.354998; 1.354411; 1.354354; 1.354324; 1.354763; 1.354435; 1.353892; 1.353791; 1.355240; 1.356856; 1.356355; 1.354261; 1.352363; 1.351730; 1.352148; 1.353406; 1.354354; 1.354746; 1.356286; 1.357371; 1.358988; 1.361129; 1.363107; 1.363662; 1.364083; 1.364753; 1.366787; 1.371084; 1.378060; 1.385668; 1.393990; 1.402240; 1.408813; 1.414915; 1.421250; 1.428204; 1.435553; 1.442476; 1.448553; 1.455331; 1.462805; 1.468391; 1.470470; 1.470724; 1.469759; 1.467202; 1.461889; 1.456048; 1.451257; 1.444601; 1.434843; 1.425546; 1.414813; 1.404096; 1.392362; 1.381765; 1.371050; 1.361135; 1.351175; 1.340163; 1.323803; 1.302680; 1.294160; 1.288206; 1.282261; 1.276513; 1.271372; 1.262434; (); (); (); (); (); (); (); (); (); (); (); 
