Roll Number; 2
Recipe Name; FP 4556_352 GSM
Start Time; 2018-02-19; 11:38:22
File Name; D:\Mahlo\TR\180219113822FP 4556_352 GSM2_XMF2.txt

527.0; 11:38:34; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.237676; 0.237746; 0.239966; 0.242438; 0.244304; 0.245860; 0.247315; 0.248431; 0.249241; 0.250078; 0.251427; 0.253302; 0.255144; 0.257244; 0.259467; 0.261858; 0.263548; 0.263500; 0.263115; 0.262380; 0.261319; 0.260346; 0.259501; 0.258919; 0.258780; 0.258824; 0.258834; 0.258841; 0.258619; 0.258339; 0.258033; 0.257762; 0.257507; 0.257562; 0.258000; 0.258863; 0.259684; 0.260580; 0.261307; 0.261868; 0.262485; 0.263262; 0.264155; 0.265516; 0.267014; 0.268807; 0.271214; 0.273819; 0.276056; 0.278124; 0.280340; 0.282169; 0.284071; 0.285758; 0.286866; 0.287433; 0.287339; 0.286601; 0.285267; 0.283586; 0.281058; 0.277973; 0.274973; 0.271865; 0.268690; 0.265363; 0.262170; 0.259329; 0.257246; 0.255755; 0.254709; 0.254442; 0.254890; 0.255916; 0.257659; 0.260332; 0.262908; 0.265704; 0.269140; 0.271950; 0.274569; 0.277093; 0.279792; 0.282154; 0.283632; 0.284893; 0.285399; 0.285077; 0.284233; 0.283902; 0.283664; 0.283164; 0.282501; 0.281760; 0.281013; 0.280346; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
534.7; 11:39:19; (); (); (); (); (); (); (); (); (); 0.263232; 0.262535; 0.262494; 0.262417; 0.262229; 0.261844; 0.261260; 0.260776; 0.262402; 0.261658; 0.259000; 0.256460; 0.254764; 0.253643; 0.252903; 0.252754; 0.252603; 0.252047; 0.251572; 0.251290; 0.251217; 0.251339; 0.251751; 0.252531; 0.253339; 0.254471; 0.255410; 0.256275; 0.257056; 0.257476; 0.257491; 0.257116; 0.256468; 0.255770; 0.255018; 0.254567; 0.254451; 0.254502; 0.254549; 0.254781; 0.254773; 0.254672; 0.254440; 0.254192; 0.253960; 0.254085; 0.254591; 0.255421; 0.256478; 0.257524; 0.258194; 0.258694; 0.259397; 0.260137; 0.261020; 0.262394; 0.264100; 0.266210; 0.267967; 0.269870; 0.272394; 0.274737; 0.276847; 0.278878; 0.280656; 0.282257; 0.283301; 0.283813; 0.283780; 0.282986; 0.281432; 0.279321; 0.276718; 0.273996; 0.271463; 0.268393; 0.264897; 0.261482; 0.258263; 0.255440; 0.253085; 0.251586; 0.250636; 0.250152; 0.250380; 0.251463; 0.252851; 0.255079; 0.257864; 0.260651; 0.263575; 0.266390; 0.269487; 0.272002; 0.274613; 0.276968; 0.278491; 0.279675; 0.280316; 0.280211; 0.279288; 0.278191; 0.277141; 0.276335; 0.275990; 0.276262; 0.277013; 0.278190; 0.279473; 0.280290; 0.280840; 0.281094; 0.280601; 0.279144; 0.279759; 0.281300; 0.282861; 0.284328; 0.285342; 0.285136; 0.284275; (); (); (); (); (); (); (); (); (); (); 
536.1; 11:39:28; (); (); (); (); (); (); (); (); (); 0.301339; 0.299290; 0.296941; 0.295130; 0.293819; 0.292577; 0.291077; 0.289937; 0.288057; 0.284843; 0.281063; 0.277022; 0.273789; 0.270926; 0.268141; 0.266411; 0.265141; 0.263767; 0.262262; 0.260687; 0.259421; 0.258450; 0.257854; 0.257541; 0.257532; 0.257889; 0.258376; 0.258965; 0.259554; 0.259973; 0.259909; 0.259532; 0.259116; 0.258860; 0.259016; 0.259600; 0.260501; 0.261694; 0.263330; 0.265043; 0.266381; 0.267686; 0.268499; 0.269087; 0.269631; 0.270323; 0.271556; 0.273049; 0.274330; 0.275089; 0.275404; 0.275524; 0.275417; 0.275062; 0.274749; 0.274677; 0.275081; 0.276033; 0.277328; 0.278881; 0.280764; 0.282480; 0.284262; 0.286250; 0.287963; 0.289270; 0.290674; 0.291480; 0.291482; 0.291050; 0.290160; 0.288635; 0.286252; 0.283347; 0.279913; 0.276666; 0.273299; 0.269639; 0.266037; 0.262245; 0.258982; 0.256678; 0.255082; 0.254396; 0.254454; 0.255103; 0.256223; 0.258179; 0.260628; 0.263213; 0.266119; 0.269601; 0.273375; 0.276668; 0.279834; 0.283237; 0.285837; 0.287609; 0.288395; 0.288561; 0.287922; 0.287270; 0.286708; 0.286290; 0.286585; 0.287248; 0.288647; 0.289982; 0.290697; 0.290828; 0.290091; 0.289160; 0.285470; 0.284192; 0.285032; 0.286273; 0.287493; 0.288154; 0.288541; 0.287771; 0.286324; (); (); (); (); (); (); (); (); (); (); 
537.6; 11:39:36; (); (); (); (); (); (); (); (); (); 0.263901; 0.263876; 0.264049; 0.264374; 0.264358; 0.264340; 0.264139; 0.263702; 0.264903; 0.264437; 0.263214; 0.261376; 0.260525; 0.259950; 0.259491; 0.259769; 0.259787; 0.259758; 0.259668; 0.259640; 0.259804; 0.259946; 0.260642; 0.261468; 0.262474; 0.263569; 0.264821; 0.265887; 0.266591; 0.266902; 0.266776; 0.266401; 0.265775; 0.264908; 0.264153; 0.263610; 0.263458; 0.263547; 0.263705; 0.263836; 0.263721; 0.263581; 0.263338; 0.262964; 0.262788; 0.262942; 0.263437; 0.264213; 0.265284; 0.266223; 0.266985; 0.267513; 0.268083; 0.268761; 0.269573; 0.270836; 0.272379; 0.274176; 0.276168; 0.278253; 0.280673; 0.282943; 0.284763; 0.286684; 0.288444; 0.289811; 0.290784; 0.291401; 0.291262; 0.290419; 0.288982; 0.287248; 0.284681; 0.282006; 0.278998; 0.275447; 0.271893; 0.268857; 0.266007; 0.263157; 0.260790; 0.259290; 0.258321; 0.258016; 0.258382; 0.259314; 0.260634; 0.262860; 0.265710; 0.268549; 0.271820; 0.275032; 0.278021; 0.280532; 0.282720; 0.284740; 0.286436; 0.287636; 0.288005; 0.287710; 0.286787; 0.285637; 0.284234; 0.283299; 0.283015; 0.283263; 0.284094; 0.285403; 0.286418; 0.287099; 0.287632; 0.287838; 0.287202; 0.284741; 0.283880; 0.285002; 0.286393; 0.287667; 0.288237; 0.287572; 0.285691; (); (); (); (); (); (); (); (); (); (); 
539.1; 11:39:45; (); (); (); (); (); (); (); (); (); 0.303073; 0.301001; 0.297932; 0.295905; 0.294450; 0.292766; 0.291291; 0.290252; 0.288437; 0.284982; 0.280953; 0.276416; 0.272823; 0.269625; 0.266557; 0.264241; 0.262838; 0.261644; 0.260109; 0.258745; 0.257551; 0.256381; 0.255768; 0.255526; 0.255569; 0.255932; 0.256540; 0.257172; 0.257740; 0.258160; 0.258342; 0.258213; 0.257958; 0.257725; 0.257826; 0.258418; 0.259325; 0.260783; 0.262424; 0.263946; 0.265523; 0.266696; 0.267490; 0.268269; 0.268834; 0.269548; 0.270598; 0.271987; 0.273115; 0.273826; 0.274250; 0.274323; 0.274152; 0.273831; 0.273500; 0.273435; 0.273802; 0.274777; 0.276222; 0.277956; 0.279487; 0.281089; 0.282947; 0.284634; 0.286335; 0.288057; 0.289226; 0.289918; 0.290045; 0.289634; 0.288686; 0.287158; 0.284720; 0.281671; 0.278662; 0.275393; 0.271454; 0.267284; 0.263676; 0.260399; 0.257079; 0.254837; 0.253213; 0.252478; 0.252535; 0.253334; 0.254484; 0.256317; 0.258857; 0.261489; 0.264418; 0.267900; 0.271217; 0.274429; 0.278204; 0.281615; 0.283958; 0.285734; 0.286601; 0.286721; 0.286027; 0.285475; 0.284754; 0.284494; 0.284590; 0.285367; 0.286958; 0.288071; 0.289326; 0.289983; 0.290211; 0.290215; 0.287687; 0.285435; 0.286223; 0.287833; 0.289441; 0.290750; 0.291570; 0.291467; 0.290565; (); (); (); (); (); (); (); (); (); (); 
540.5; 11:39:54; (); (); (); (); (); (); (); (); (); 0.268294; 0.267941; 0.267995; 0.267891; 0.267959; 0.267644; 0.267421; 0.266820; 0.267366; 0.267154; 0.265366; 0.263846; 0.262779; 0.262400; 0.261862; 0.262054; 0.262166; 0.262037; 0.262140; 0.262032; 0.262338; 0.262620; 0.263194; 0.263967; 0.265133; 0.266547; 0.267826; 0.268777; 0.269372; 0.269866; 0.269904; 0.269603; 0.268875; 0.268173; 0.267484; 0.266940; 0.266829; 0.266962; 0.267060; 0.267159; 0.267070; 0.266894; 0.266603; 0.266293; 0.266061; 0.266074; 0.266570; 0.267505; 0.268382; 0.269305; 0.270139; 0.270738; 0.271415; 0.272183; 0.273106; 0.274517; 0.276312; 0.278200; 0.280341; 0.282995; 0.285601; 0.287683; 0.289670; 0.291536; 0.293433; 0.295085; 0.296191; 0.296688; 0.296565; 0.295789; 0.294497; 0.292635; 0.290020; 0.286873; 0.283889; 0.280800; 0.277220; 0.274196; 0.271301; 0.268417; 0.265949; 0.264239; 0.263349; 0.263114; 0.263439; 0.264511; 0.265948; 0.267992; 0.270793; 0.273565; 0.276484; 0.279698; 0.282621; 0.285122; 0.287451; 0.289869; 0.291309; 0.292405; 0.292882; 0.292591; 0.291690; 0.290585; 0.289212; 0.288413; 0.287973; 0.288159; 0.288918; 0.289945; 0.290930; 0.291604; 0.291929; 0.291972; 0.291421; 0.289970; 0.290384; 0.291853; 0.293247; 0.294522; 0.295309; 0.294845; 0.290565; (); (); (); (); (); (); (); (); (); (); 
542.0; 11:40:03; (); (); (); (); (); (); (); (); (); 0.290741; 0.288829; 0.286751; 0.285270; 0.284202; 0.283019; 0.281837; 0.281606; 0.280212; 0.277284; 0.273347; 0.269520; 0.266584; 0.264035; 0.262088; 0.260492; 0.259417; 0.258503; 0.257624; 0.256494; 0.255587; 0.255073; 0.254702; 0.254574; 0.254848; 0.255402; 0.256198; 0.256862; 0.257503; 0.257959; 0.258152; 0.257845; 0.257379; 0.257022; 0.257145; 0.257814; 0.258690; 0.259765; 0.261140; 0.262744; 0.264211; 0.265481; 0.266254; 0.266883; 0.267504; 0.268361; 0.269458; 0.270719; 0.271852; 0.272704; 0.273126; 0.273157; 0.272998; 0.272683; 0.272380; 0.272406; 0.272805; 0.273782; 0.275316; 0.277208; 0.278831; 0.280446; 0.282367; 0.284444; 0.286129; 0.287759; 0.288958; 0.289614; 0.289865; 0.289470; 0.288460; 0.286781; 0.284584; 0.282342; 0.278889; 0.275205; 0.271726; 0.267607; 0.263514; 0.260315; 0.258029; 0.256064; 0.254765; 0.254337; 0.254617; 0.255543; 0.256933; 0.259549; 0.262068; 0.264496; 0.268082; 0.271905; 0.275905; 0.279415; 0.282736; 0.286196; 0.288471; 0.290220; 0.290947; 0.290911; 0.290161; 0.289008; 0.288427; 0.287874; 0.288018; 0.288738; 0.289820; 0.291289; 0.292008; 0.292813; 0.292539; 0.292018; 0.289778; 0.289538; 0.290520; 0.292127; 0.294368; 0.295968; 0.296979; 0.297071; (); (); (); (); (); (); (); (); (); (); (); 
543.4; 11:40:12; (); (); (); (); (); (); (); (); (); 0.264785; 0.264086; 0.263500; 0.262782; 0.262131; 0.261408; 0.260694; 0.259724; 0.260200; 0.259116; 0.257276; 0.254977; 0.253345; 0.252452; 0.251653; 0.251713; 0.251848; 0.251884; 0.252405; 0.252835; 0.253508; 0.254062; 0.255150; 0.256511; 0.258073; 0.259655; 0.261164; 0.262604; 0.263574; 0.264172; 0.264404; 0.264179; 0.263655; 0.262781; 0.262010; 0.261483; 0.261375; 0.261311; 0.261310; 0.261341; 0.261074; 0.260639; 0.260193; 0.259585; 0.259274; 0.259289; 0.259725; 0.260567; 0.261630; 0.262560; 0.263328; 0.263965; 0.264634; 0.265443; 0.266624; 0.268170; 0.269822; 0.272050; 0.274966; 0.277377; 0.279310; 0.281457; 0.283731; 0.285828; 0.287689; 0.289152; 0.290141; 0.290779; 0.290703; 0.289889; 0.288368; 0.286334; 0.283782; 0.281032; 0.277928; 0.274738; 0.271563; 0.268126; 0.264978; 0.262187; 0.260318; 0.259025; 0.257923; 0.257637; 0.258149; 0.259233; 0.260942; 0.263284; 0.265874; 0.269231; 0.272337; 0.275414; 0.278566; 0.281562; 0.283923; 0.286336; 0.288083; 0.288991; 0.289489; 0.289214; 0.288136; 0.287039; 0.285708; 0.284862; 0.284597; 0.284695; 0.285318; 0.286370; 0.287393; 0.288012; 0.288379; 0.288514; 0.288195; 0.286606; 0.286843; 0.288282; 0.290147; 0.291562; 0.292224; 0.291778; (); (); (); (); (); (); (); (); (); (); (); 
544.9; 11:40:21; (); (); (); (); (); (); (); (); (); 0.293962; 0.291912; 0.290070; 0.288628; 0.287451; 0.286226; 0.284994; 0.285177; 0.283721; 0.280585; 0.276431; 0.272523; 0.269384; 0.266851; 0.264604; 0.263192; 0.262077; 0.260926; 0.259880; 0.258942; 0.258092; 0.257418; 0.256967; 0.256863; 0.257035; 0.257417; 0.258134; 0.258978; 0.259535; 0.259922; 0.260071; 0.259889; 0.259504; 0.259229; 0.259170; 0.259724; 0.260555; 0.261790; 0.263382; 0.264984; 0.266288; 0.267341; 0.268089; 0.268728; 0.269166; 0.269826; 0.270857; 0.272116; 0.273213; 0.274122; 0.274408; 0.274521; 0.274301; 0.274033; 0.273828; 0.273868; 0.274319; 0.275588; 0.277240; 0.279034; 0.281026; 0.282808; 0.284517; 0.286607; 0.288727; 0.290437; 0.291509; 0.292330; 0.292358; 0.291861; 0.290783; 0.289178; 0.286965; 0.283933; 0.280790; 0.277414; 0.273393; 0.269744; 0.266110; 0.262194; 0.259166; 0.256906; 0.255083; 0.254293; 0.254244; 0.254955; 0.256090; 0.257720; 0.259857; 0.262821; 0.266156; 0.269625; 0.273129; 0.276335; 0.279489; 0.282841; 0.285353; 0.287030; 0.287677; 0.287733; 0.287008; 0.286191; 0.285262; 0.284583; 0.284733; 0.285449; 0.286597; 0.287848; 0.288967; 0.289904; 0.289866; 0.289840; 0.287246; 0.286823; 0.287878; 0.289360; 0.291256; 0.293044; 0.294321; 0.294555; 0.293901; (); (); (); (); (); (); (); (); (); (); 
546.4; 11:40:30; (); (); (); (); (); (); (); (); (); 0.264222; 0.264120; 0.264200; 0.263379; 0.262229; 0.260900; 0.259915; 0.259028; 0.259414; 0.258358; 0.255738; 0.253281; 0.251316; 0.250098; 0.248629; 0.247961; 0.247206; 0.246568; 0.246641; 0.247006; 0.247519; 0.248101; 0.249038; 0.250392; 0.251472; 0.252941; 0.254382; 0.255559; 0.256373; 0.257118; 0.257371; 0.257230; 0.256679; 0.256203; 0.255558; 0.255092; 0.254868; 0.254980; 0.255011; 0.254986; 0.254786; 0.254554; 0.254220; 0.253812; 0.253452; 0.253412; 0.253752; 0.254525; 0.255317; 0.256159; 0.256970; 0.257555; 0.258306; 0.259270; 0.260363; 0.261640; 0.263249; 0.265453; 0.267642; 0.270271; 0.272918; 0.275084; 0.277095; 0.278973; 0.280953; 0.282648; 0.283776; 0.284358; 0.284165; 0.283499; 0.282159; 0.280401; 0.277805; 0.274746; 0.271758; 0.268541; 0.264809; 0.261384; 0.258520; 0.256026; 0.253548; 0.251817; 0.250891; 0.250649; 0.250963; 0.251860; 0.253103; 0.255380; 0.257756; 0.260514; 0.263913; 0.267249; 0.269891; 0.272359; 0.274924; 0.277273; 0.278947; 0.280028; 0.280450; 0.280171; 0.279265; 0.278187; 0.277054; 0.276158; 0.275677; 0.275858; 0.276499; 0.277528; 0.278567; 0.279158; 0.279365; 0.279337; 0.278500; 0.276542; 0.275296; 0.276420; 0.277520; 0.278469; 0.278966; 0.278288; 0.276415; (); (); (); (); (); (); (); (); (); (); 
547.8; 11:40:39; (); (); (); (); (); (); (); (); (); 0.296634; 0.294394; 0.292182; 0.290671; 0.289035; 0.287616; 0.286304; 0.285577; 0.284080; 0.280580; 0.276919; 0.273504; 0.270293; 0.267644; 0.265248; 0.263551; 0.262409; 0.261529; 0.260563; 0.259516; 0.258454; 0.257789; 0.257381; 0.257248; 0.257584; 0.258103; 0.258754; 0.259498; 0.260171; 0.260608; 0.260700; 0.260245; 0.259810; 0.259567; 0.259544; 0.260057; 0.260898; 0.262228; 0.263655; 0.265063; 0.266560; 0.267649; 0.268448; 0.269006; 0.269527; 0.269711; 0.270240; 0.270976; 0.271542; 0.271826; 0.271662; 0.271068; 0.270432; 0.269555; 0.268595; 0.267904; 0.267799; 0.268207; 0.269133; 0.270479; 0.272124; 0.273679; 0.275586; 0.277584; 0.279604; 0.281127; 0.282326; 0.282881; 0.282954; 0.282455; 0.281303; 0.279351; 0.277102; 0.274413; 0.270893; 0.267079; 0.263550; 0.259883; 0.256280; 0.252901; 0.249585; 0.247054; 0.245710; 0.245056; 0.245014; 0.245557; 0.246640; 0.248637; 0.251232; 0.254292; 0.257307; 0.260407; 0.263655; 0.266765; 0.270324; 0.273697; 0.276036; 0.277748; 0.278527; 0.278663; 0.278116; 0.277477; 0.276590; 0.275913; 0.275982; 0.276636; 0.277954; 0.279383; 0.280762; 0.281692; 0.281466; 0.281165; 0.278393; 0.276971; 0.278037; 0.279346; 0.280809; 0.282120; 0.283303; 0.283403; 0.282678; (); (); (); (); (); (); (); (); (); (); 
