Roll Number; 0
Recipe Name; FP 4524_518 GSM
Start Time; 2017-10-24; 13:25:35
File Name; D:\Mahlo\TR\171024132535FP 4524_518 GSM0_THICKNESS2.txt

1851.6; 13:25:47; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.326540; 1.328351; 1.328647; 1.328047; 1.329370; 1.331908; 1.334328; 1.332160; 1.331643; 1.333293; 1.333620; 1.331904; 1.331717; 1.332085; 1.332580; 1.332061; 1.330103; 1.331280; 1.335255; 1.337479; 1.335422; 1.332596; 1.332685; 1.335575; 1.340008; 1.342844; 1.343042; 1.339770; 1.335636; 1.333231; 1.335372; 1.340627; 1.343393; 1.341140; 1.337759; 1.337486; 1.339325; 1.339685; 1.340015; 1.343342; 1.348008; 1.351714; 1.357456; 1.363708; 1.366588; 1.365080; 1.362571; 1.360922; 1.359422; 1.359667; 1.360351; 1.360601; 1.362409; 1.360915; 1.356647; 1.351960; 1.348688; 1.346483; 1.346420; 1.346848; 1.346860; 1.348881; 1.350269; 1.354367; 1.357705; 1.361317; 1.366544; 1.369224; 1.368054; 1.368901; 1.371867; 1.376330; 1.384005; 1.387206; 1.389933; 1.390897; 1.389629; 1.392693; 1.397473; 1.401609; 1.400611; 1.398872; 1.402581; 1.409682; 1.415147; 1.418469; 1.417556; 1.412656; 1.412738; 1.413583; 1.417351; 1.421037; 1.420685; 1.415750; 1.413488; 1.415383; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1853.4; 13:25:56; (); (); (); (); (); (); (); (); 1.313108; 1.320869; 1.329226; 1.334674; 1.341424; 1.342178; 1.341889; 1.344295; 1.350711; 1.355180; 1.357087; 1.357872; 1.355646; 1.348905; 1.345818; 1.343895; 1.341790; 1.342782; 1.345380; 1.343208; 1.341962; 1.342426; 1.339975; 1.338328; 1.340404; 1.341979; 1.341297; 1.342917; 1.346008; 1.348165; 1.348679; 1.351284; 1.349513; 1.343927; 1.342285; 1.343509; 1.339735; 1.336815; 1.336287; 1.338396; 1.344441; 1.351975; 1.356759; 1.359058; 1.359192; 1.360101; 1.356754; 1.357937; 1.358227; 1.358305; 1.362263; 1.366858; 1.370915; 1.372930; 1.372450; 1.369815; 1.367060; 1.366110; 1.370923; 1.376401; 1.379588; 1.383688; 1.382652; 1.385771; 1.390143; 1.388633; 1.390222; 1.391103; 1.394678; 1.397194; 1.398348; 1.401015; 1.409033; 1.413792; 1.413364; 1.410041; 1.406824; 1.410567; 1.414876; 1.420332; 1.424438; 1.427626; 1.430903; 1.433077; 1.436265; 1.440209; 1.442800; 1.440612; 1.437535; 1.439276; 1.444113; 1.447158; 1.443705; 1.439505; 1.434931; 1.432458; 1.432855; 1.436661; 1.436675; 1.437000; 1.437119; 1.435238; 1.432346; 1.432492; 1.431994; 1.431438; 1.433607; 1.438159; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
1854.9; 13:26:05; (); (); (); (); (); (); (); (); 1.329753; 1.327281; 1.326674; 1.324277; 1.319092; 1.318457; 1.319031; 1.319005; 1.316793; 1.313937; 1.312597; 1.311979; 1.312407; 1.311208; 1.308551; 1.311002; 1.313414; 1.314281; 1.316686; 1.319841; 1.319027; 1.317691; 1.316722; 1.315698; 1.314544; 1.313068; 1.312962; 1.310539; 1.307631; 1.305564; 1.300747; 1.299610; 1.302585; 1.305090; 1.305443; 1.310076; 1.314395; 1.316897; 1.318347; 1.321740; 1.329978; 1.337086; 1.341957; 1.345675; 1.351245; 1.356521; 1.358998; 1.358302; 1.358620; 1.361312; 1.363140; 1.366152; 1.368804; 1.373046; 1.381761; 1.385337; 1.385056; 1.387618; 1.388967; 1.388572; 1.391387; 1.394298; 1.398924; 1.404343; 1.405738; 1.400993; 1.398475; 1.400425; 1.402346; 1.401907; 1.402117; 1.404659; 1.402637; 1.401446; 1.403272; 1.404364; 1.405982; 1.407057; 1.403784; 1.401016; 1.401852; 1.399423; 1.396487; 1.394286; 1.391296; 1.386351; 1.385195; 1.390838; 1.394722; 1.395216; 1.394065; 1.392491; 1.391916; 1.395487; 1.400546; 1.405443; 1.409911; 1.413851; 1.417840; 1.422470; 1.427086; 1.428209; 1.427859; 1.428492; 1.429734; 1.431730; 1.435386; 1.434205; 1.433357; 1.432095; 1.430308; 1.430489; 1.427031; 1.421278; 1.418121; 1.416248; 1.414412; 1.412242; 1.410731; 1.406505; (); (); (); (); (); (); (); (); (); (); (); (); 
1856.4; 13:26:13; (); (); (); (); (); (); (); (); 1.307278; 1.311740; 1.318512; 1.319090; 1.322977; 1.328286; 1.329078; 1.327981; 1.325446; 1.323030; 1.325991; 1.328058; 1.327508; 1.325399; 1.322505; 1.322616; 1.318611; 1.315371; 1.312329; 1.307133; 1.298115; 1.295608; 1.297485; 1.299416; 1.298886; 1.298690; 1.297766; 1.299066; 1.302374; 1.305338; 1.306382; 1.309153; 1.313085; 1.315350; 1.316843; 1.321381; 1.322217; 1.323406; 1.327411; 1.332379; 1.333517; 1.336524; 1.339357; 1.340590; 1.340257; 1.338834; 1.336442; 1.334873; 1.339320; 1.342210; 1.340140; 1.344768; 1.344722; 1.341819; 1.340105; 1.340461; 1.339666; 1.339451; 1.340422; 1.342312; 1.345696; 1.346331; 1.349255; 1.348938; 1.348820; 1.353891; 1.353352; 1.356034; 1.362456; 1.368703; 1.368812; 1.368038; 1.367700; 1.367345; 1.366874; 1.366760; 1.371801; 1.374877; 1.378361; 1.383065; 1.385016; 1.385108; 1.384320; 1.382848; 1.381829; 1.382287; 1.382127; 1.382061; 1.383614; 1.385326; 1.384401; 1.382529; 1.380410; 1.375991; 1.374397; 1.376432; 1.382194; 1.388490; 1.390384; 1.389842; 1.395732; 1.399848; 1.404941; 1.408876; 1.414180; 1.421462; 1.428191; 1.432993; 1.435490; 1.432408; 1.426015; 1.419222; 1.412367; 1.411000; 1.409874; 1.407490; 1.408573; 1.407826; 1.405265; 1.398855; (); (); (); (); (); (); (); (); (); (); (); (); 
1857.8; 13:26:22; (); (); (); (); (); (); (); (); 1.295927; 1.300771; 1.303983; 1.305418; 1.305592; 1.305612; 1.305669; 1.308107; 1.308945; 1.311751; 1.314385; 1.317778; 1.320416; 1.319579; 1.322099; 1.327146; 1.324914; 1.326109; 1.328017; 1.329388; 1.329363; 1.329445; 1.327632; 1.329825; 1.330868; 1.328625; 1.329009; 1.329206; 1.330412; 1.329009; 1.328206; 1.329229; 1.326491; 1.324072; 1.324102; 1.325491; 1.322814; 1.322235; 1.321670; 1.321307; 1.323078; 1.326409; 1.328376; 1.331898; 1.331823; 1.328680; 1.325921; 1.328699; 1.334013; 1.336230; 1.336288; 1.339910; 1.339362; 1.338530; 1.340383; 1.340036; 1.338194; 1.339117; 1.340020; 1.345085; 1.351506; 1.356616; 1.359540; 1.357875; 1.355741; 1.353645; 1.351389; 1.355792; 1.359231; 1.360921; 1.363412; 1.366241; 1.365650; 1.365622; 1.364821; 1.363060; 1.362192; 1.359087; 1.357111; 1.361075; 1.373591; 1.384638; 1.387047; 1.387568; 1.391554; 1.394375; 1.395743; 1.398592; 1.400776; 1.404386; 1.409673; 1.412943; 1.414574; 1.422551; 1.423918; 1.421416; 1.420675; 1.423714; 1.426294; 1.423149; 1.420972; 1.420240; 1.417809; 1.415065; 1.408381; 1.404180; 1.403876; 1.405367; 1.401774; 1.400077; 1.395790; 1.390711; 1.388321; 1.388994; 1.389601; 1.389051; 1.388339; 1.387586; 1.387561; 1.392873; 1.393585; (); (); (); (); (); (); (); (); (); (); (); 
1859.3; 13:26:31; (); (); (); (); (); (); (); (); 1.295927; 1.305705; 1.301399; 1.301164; 1.305721; 1.304479; 1.303953; 1.304729; 1.306015; 1.306621; 1.307197; 1.305165; 1.305421; 1.308709; 1.308233; 1.308559; 1.307785; 1.305953; 1.302041; 1.297437; 1.297530; 1.297016; 1.295005; 1.292593; 1.295063; 1.296096; 1.297899; 1.298071; 1.294226; 1.293854; 1.296483; 1.300316; 1.304171; 1.308432; 1.309815; 1.311061; 1.314816; 1.318458; 1.318631; 1.317583; 1.317688; 1.315151; 1.310396; 1.308683; 1.306386; 1.303280; 1.305206; 1.309706; 1.313281; 1.317766; 1.322982; 1.323099; 1.323543; 1.326551; 1.327427; 1.327098; 1.333016; 1.340591; 1.346710; 1.351500; 1.358262; 1.361618; 1.360603; 1.359610; 1.363291; 1.368302; 1.373990; 1.378057; 1.381362; 1.386935; 1.396520; 1.401693; 1.403954; 1.406168; 1.409616; 1.411799; 1.410144; 1.414606; 1.416391; 1.414198; 1.414747; 1.419645; 1.425152; 1.430557; 1.431513; 1.426506; 1.422982; 1.423140; 1.425678; 1.425611; 1.423635; 1.426360; 1.427405; 1.430117; 1.431991; 1.426519; 1.418371; 1.411856; 1.412646; 1.416868; 1.418875; 1.419139; 1.416945; 1.417081; 1.420039; 1.422692; 1.422290; 1.425441; 1.424995; 1.422436; 1.421646; 1.423475; 1.425873; 1.423913; 1.421339; 1.422374; 1.425612; 1.428178; 1.426646; 1.422481; 1.418390; (); (); (); (); (); (); (); (); (); (); (); 
1860.8; 13:26:40; (); (); (); (); (); (); (); (); (); 1.310284; 1.309464; 1.309406; 1.313587; 1.316009; 1.312098; 1.307283; 1.308282; 1.313090; 1.317408; 1.316764; 1.313857; 1.312384; 1.313762; 1.313082; 1.313295; 1.314758; 1.318259; 1.321818; 1.322457; 1.324600; 1.326723; 1.325008; 1.324317; 1.322939; 1.322202; 1.322635; 1.328735; 1.335920; 1.341334; 1.343305; 1.343895; 1.343208; 1.343115; 1.345815; 1.348348; 1.348731; 1.346868; 1.344714; 1.343964; 1.345484; 1.345811; 1.341774; 1.337014; 1.328883; 1.326322; 1.327207; 1.330022; 1.328042; 1.320290; 1.316507; 1.317956; 1.322369; 1.326838; 1.332975; 1.340342; 1.344813; 1.347515; 1.351090; 1.359682; 1.366350; 1.369989; 1.369388; 1.366934; 1.370382; 1.374686; 1.378513; 1.380713; 1.381533; 1.380889; 1.376385; 1.372935; 1.370728; 1.368515; 1.368519; 1.369089; 1.366168; 1.364175; 1.371415; 1.382409; 1.385936; 1.387183; 1.388038; 1.387536; 1.391619; 1.394616; 1.398941; 1.404695; 1.406461; 1.408970; 1.407228; 1.410468; 1.414847; 1.412600; 1.406432; 1.406772; 1.409639; 1.412013; 1.414306; 1.411310; 1.411394; 1.411025; 1.410047; 1.408609; 1.403745; 1.402801; 1.400511; 1.398326; 1.399883; 1.405834; 1.406989; 1.407663; 1.408522; 1.408448; 1.409004; 1.408816; 1.407690; 1.407931; 1.412843; 1.418138; (); (); (); (); (); (); (); (); (); (); (); 
1868.2; 13:27:24; (); (); (); (); (); (); (); (); 1.335764; 1.334550; 1.339816; 1.342115; 1.340480; 1.338598; 1.339055; 1.337605; 1.339338; 1.341717; 1.344700; 1.347110; 1.348420; 1.348855; 1.347397; 1.345689; 1.347063; 1.345864; 1.346154; 1.348730; 1.351780; 1.351365; 1.353939; 1.351946; 1.347665; 1.344593; 1.344472; 1.347099; 1.351233; 1.354457; 1.353862; 1.349644; 1.341429; 1.336437; 1.333927; 1.332158; 1.331083; 1.330600; 1.330693; 1.330523; 1.330294; 1.330697; 1.329451; 1.326812; 1.325576; 1.328631; 1.335692; 1.344486; 1.350718; 1.353940; 1.353738; 1.356245; 1.353283; 1.350375; 1.349921; 1.350292; 1.349967; 1.352812; 1.351464; 1.349922; 1.351954; 1.353113; 1.352369; 1.351910; 1.354111; 1.356200; 1.354858; 1.353785; 1.357704; 1.365483; 1.371715; 1.374398; 1.375973; 1.380265; 1.381336; 1.380686; 1.382914; 1.385596; 1.389273; 1.393007; 1.396745; 1.403539; 1.412939; 1.416531; 1.416422; 1.420753; 1.427776; 1.433496; 1.439143; 1.444292; 1.448797; 1.451651; 1.451037; 1.450511; 1.453582; 1.455056; 1.451743; 1.450531; 1.457441; 1.459952; 1.456934; 1.452975; 1.451227; 1.450965; 1.447990; 1.442881; 1.440298; 1.443230; 1.447558; 1.448313; 1.450583; 1.459446; 1.464438; 1.461403; 1.461094; 1.462057; 1.462532; 1.463516; 1.465856; 1.477417; 1.418138; (); (); (); (); (); (); (); (); (); (); (); 
1869.6; 13:27:32; (); (); (); (); (); (); (); (); 1.332115; 1.333625; 1.334568; 1.332693; 1.332121; 1.332487; 1.332083; 1.333248; 1.334069; 1.336799; 1.341623; 1.343668; 1.342800; 1.343416; 1.343300; 1.341914; 1.342170; 1.343787; 1.345639; 1.348779; 1.354271; 1.357648; 1.359059; 1.362067; 1.360295; 1.357189; 1.359412; 1.360692; 1.358630; 1.357766; 1.358827; 1.356812; 1.355520; 1.354826; 1.352527; 1.348625; 1.346674; 1.343306; 1.342294; 1.345002; 1.346786; 1.344523; 1.345318; 1.351670; 1.358560; 1.363978; 1.369187; 1.373973; 1.376590; 1.378112; 1.379474; 1.383372; 1.384402; 1.381610; 1.380031; 1.381434; 1.388460; 1.394007; 1.394780; 1.395313; 1.395202; 1.392211; 1.388279; 1.388089; 1.389533; 1.389064; 1.383906; 1.383058; 1.385776; 1.388624; 1.389680; 1.386405; 1.380268; 1.374441; 1.371104; 1.372133; 1.378633; 1.384508; 1.394126; 1.398363; 1.403770; 1.411647; 1.419849; 1.423127; 1.425455; 1.427107; 1.430315; 1.436629; 1.444420; 1.449114; 1.448136; 1.444186; 1.442245; 1.433399; 1.428711; 1.425892; 1.422044; 1.417517; 1.419286; 1.422849; 1.428990; 1.431855; 1.431405; 1.433056; 1.432155; 1.434928; 1.441184; 1.446686; 1.451814; 1.455420; 1.457863; 1.460782; 1.463256; 1.462803; 1.460765; 1.457098; 1.455110; 1.455218; 1.451737; 1.453819; (); (); (); (); (); (); (); (); (); (); (); (); 
1871.1; 13:27:41; (); (); (); (); (); (); (); (); 1.293142; 1.293135; 1.296112; 1.299937; 1.306466; 1.312864; 1.316609; 1.319155; 1.322702; 1.325662; 1.328541; 1.333271; 1.340553; 1.349069; 1.351707; 1.357117; 1.364462; 1.369854; 1.371976; 1.370594; 1.369730; 1.369359; 1.367491; 1.363026; 1.362345; 1.360466; 1.359453; 1.356435; 1.351645; 1.348928; 1.346441; 1.341266; 1.336655; 1.336378; 1.337656; 1.336640; 1.336316; 1.337493; 1.336510; 1.335068; 1.337845; 1.338145; 1.339626; 1.342868; 1.344108; 1.346832; 1.351358; 1.352384; 1.350336; 1.347514; 1.345606; 1.347799; 1.352303; 1.360477; 1.367614; 1.363573; 1.363728; 1.366439; 1.370023; 1.371964; 1.374011; 1.375843; 1.378297; 1.381383; 1.382902; 1.387245; 1.387659; 1.386568; 1.385319; 1.384075; 1.389643; 1.392441; 1.392988; 1.395165; 1.400496; 1.405598; 1.412191; 1.417848; 1.422144; 1.427325; 1.426080; 1.427701; 1.432163; 1.436564; 1.438601; 1.440940; 1.445676; 1.447160; 1.446980; 1.446472; 1.444850; 1.443742; 1.446172; 1.447725; 1.447766; 1.450211; 1.448502; 1.446608; 1.448196; 1.451892; 1.456173; 1.456150; 1.456684; 1.455284; 1.451152; 1.448391; 1.445123; 1.443074; 1.443524; 1.445751; 1.448156; 1.452617; 1.450779; 1.446537; 1.444783; 1.440751; 1.437820; 1.436637; 1.437994; 1.442084; (); (); (); (); (); (); (); (); (); (); (); (); 
1872.6; 13:27:50; (); (); (); (); (); (); (); (); 1.301036; 1.304847; 1.309386; 1.310223; 1.307713; 1.303946; 1.299854; 1.299058; 1.302697; 1.309642; 1.313480; 1.313043; 1.317355; 1.322725; 1.329742; 1.336606; 1.338796; 1.335677; 1.336899; 1.340449; 1.344943; 1.350461; 1.353933; 1.352420; 1.348890; 1.349956; 1.354606; 1.359659; 1.364818; 1.363018; 1.360122; 1.360246; 1.362523; 1.362936; 1.363518; 1.365021; 1.368543; 1.368258; 1.370086; 1.372454; 1.372002; 1.367416; 1.361351; 1.353996; 1.351642; 1.349792; 1.345648; 1.342531; 1.339926; 1.341897; 1.343995; 1.342929; 1.344379; 1.351025; 1.358917; 1.360847; 1.362101; 1.364743; 1.369432; 1.375272; 1.380875; 1.385998; 1.393812; 1.401854; 1.407157; 1.409663; 1.408492; 1.404035; 1.399704; 1.390804; 1.392348; 1.396050; 1.396891; 1.394516; 1.385526; 1.384826; 1.387722; 1.386297; 1.384603; 1.380597; 1.376964; 1.376137; 1.375095; 1.371516; 1.371691; 1.369934; 1.367282; 1.368677; 1.373535; 1.381743; 1.383584; 1.384608; 1.386017; 1.386697; 1.386118; 1.389006; 1.396059; 1.403443; 1.407027; 1.411494; 1.412185; 1.411026; 1.408469; 1.408664; 1.405556; 1.403505; 1.401116; 1.399668; 1.402939; 1.406492; 1.405042; 1.403611; 1.403441; 1.404713; 1.402660; 1.402659; 1.405937; 1.408768; 1.405897; 1.406316; (); (); (); (); (); (); (); (); (); (); (); (); 
