Roll Number; 0
Recipe Name; FP 4582_244 GSM
Start Time; 2017-11-30; 11:44:02
File Name; D:\Mahlo\TR\171130114402FP 4582_244 GSM0_XMF2.txt

16.8; 11:44:13; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 1.642442; 1.636287; 1.631545; 1.627915; 1.624483; 1.622311; 1.620666; 1.617640; 1.611153; 1.604783; 1.599084; 1.594734; 1.591061; 1.588025; 1.586409; 1.585663; 1.585053; 1.584678; 1.584256; 1.583828; 1.582921; 1.582055; 1.581438; 1.581626; 1.583598; 1.586638; 1.590118; 1.594090; 1.597269; 1.600391; 1.603403; 1.605555; 1.607058; 1.607970; 1.608081; 1.607942; 1.607523; 1.607150; 1.606268; 1.604035; 1.601671; 1.600278; 1.599925; 1.600788; 1.602614; 1.605044; 1.608346; 1.611959; 1.614943; 1.618226; 1.621637; 1.624649; 1.626734; 1.627073; 1.626036; 1.623930; 1.620574; 1.615881; 1.610669; 1.604510; 1.596854; 1.589295; 1.582825; 1.577661; 1.573624; 1.571472; 1.570294; 1.569766; 1.570927; 1.572400; 1.573732; 1.575398; 1.576656; 1.578522; 1.581111; 1.584982; 1.588826; 1.592629; 1.596471; 1.598737; 1.600313; 1.602189; 1.603668; 1.605765; 1.608330; 1.610659; 1.613012; 1.615590; 1.616837; 1.617474; 1.617617; 1.617483; 1.617634; 1.617507; 1.617269; 1.616796; 1.615640; 1.614230; 1.612754; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
17.7; 11:44:22; (); (); (); (); 1.646696; 1.648546; 1.649967; 1.650385; 1.650290; 1.649947; 1.649062; 1.648730; 1.649764; 1.649013; 1.647444; 1.644231; 1.642238; 1.639978; 1.638443; 1.636893; 1.635371; 1.633150; 1.631534; 1.629449; 1.627743; 1.625956; 1.623749; 1.621063; 1.618955; 1.617695; 1.617388; 1.617119; 1.616917; 1.616204; 1.614773; 1.613215; 1.611168; 1.608130; 1.605084; 1.601771; 1.599295; 1.597888; 1.597754; 1.597653; 1.597557; 1.596861; 1.595461; 1.593050; 1.591072; 1.588963; 1.586850; 1.585899; 1.586471; 1.588533; 1.590742; 1.593078; 1.595692; 1.598885; 1.602514; 1.605420; 1.608312; 1.610126; 1.611543; 1.612212; 1.612231; 1.611650; 1.610436; 1.608458; 1.605013; 1.601283; 1.596902; 1.592335; 1.587530; 1.581856; 1.576043; 1.571016; 1.566524; 1.562237; 1.559516; 1.558305; 1.558365; 1.559662; 1.561537; 1.563768; 1.566750; 1.569784; 1.571892; 1.573645; 1.575050; 1.576631; 1.579032; 1.581406; 1.583932; 1.586559; 1.588518; 1.589510; 1.589572; 1.589452; 1.588660; 1.588096; 1.587657; 1.587804; 1.589097; 1.587571; 1.586071; 1.585058; 1.584335; 1.583200; 1.581701; 1.580751; 1.580147; 1.579940; 1.580275; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
18.5; 11:44:31; (); (); (); (); 1.563810; 1.576436; 1.590644; 1.599955; 1.604926; 1.608537; 1.609796; 1.609212; 1.612361; 1.619477; 1.626134; 1.627875; 1.629940; 1.628944; 1.625898; 1.619513; 1.610544; 1.602831; 1.596561; 1.592117; 1.588218; 1.585159; 1.583974; 1.581973; 1.581091; 1.580294; 1.580030; 1.579890; 1.579866; 1.579689; 1.579055; 1.578811; 1.578674; 1.579493; 1.581663; 1.584034; 1.587031; 1.590118; 1.593123; 1.596072; 1.599137; 1.601749; 1.603906; 1.605511; 1.606303; 1.606508; 1.606535; 1.605753; 1.604267; 1.601667; 1.599065; 1.596945; 1.596003; 1.595825; 1.596463; 1.598604; 1.601424; 1.604067; 1.607233; 1.611022; 1.614530; 1.617172; 1.619975; 1.622611; 1.623127; 1.622316; 1.620173; 1.616597; 1.612118; 1.606787; 1.600776; 1.592986; 1.585325; 1.579075; 1.574131; 1.570652; 1.568571; 1.566987; 1.566543; 1.567584; 1.568900; 1.570246; 1.571388; 1.572316; 1.573675; 1.575768; 1.579306; 1.583730; 1.587400; 1.590656; 1.593310; 1.595221; 1.596803; 1.598204; 1.600201; 1.602978; 1.605829; 1.608416; 1.610684; 1.612429; 1.613376; 1.613826; 1.613758; 1.613134; 1.611794; 1.609906; 1.607417; 1.604900; 1.602455; 1.599168; 1.596189; 1.593960; 1.592391; 1.591821; 1.591164; 1.590354; 1.589256; 1.587719; 1.586225; 1.585321; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
19.2; 11:44:40; (); (); (); (); 1.642150; 1.644974; 1.646976; 1.647738; 1.648139; 1.648135; 1.647576; 1.648514; 1.649941; 1.650167; 1.648720; 1.646080; 1.643380; 1.641487; 1.640375; 1.638768; 1.636944; 1.635141; 1.633164; 1.630872; 1.628801; 1.626573; 1.624175; 1.621283; 1.619551; 1.618498; 1.618152; 1.618086; 1.617638; 1.616814; 1.615487; 1.613516; 1.610498; 1.607140; 1.603781; 1.600575; 1.598610; 1.597710; 1.597278; 1.596833; 1.596558; 1.595948; 1.594604; 1.592220; 1.589579; 1.587197; 1.585883; 1.585444; 1.586820; 1.588195; 1.590173; 1.593256; 1.596205; 1.599233; 1.603158; 1.606699; 1.609369; 1.611145; 1.612868; 1.613603; 1.613490; 1.612570; 1.611497; 1.608978; 1.605614; 1.601554; 1.597157; 1.592449; 1.587567; 1.581798; 1.576475; 1.571731; 1.567638; 1.563618; 1.561634; 1.560860; 1.561209; 1.562247; 1.564125; 1.566501; 1.569854; 1.572769; 1.574654; 1.575927; 1.577549; 1.579158; 1.580978; 1.582692; 1.585242; 1.587250; 1.588454; 1.589321; 1.589820; 1.590082; 1.589843; 1.589653; 1.589832; 1.590603; 1.592997; 1.592409; 1.591725; 1.591350; 1.591222; 1.591458; 1.592299; 1.593819; 1.594173; 1.596774; 1.598799; 1.600772; 1.602738; 1.603594; 1.604816; 1.603939; 1.605942; 1.607721; 1.608666; 1.610455; 1.610776; 1.611419; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
20.0; 11:44:48; (); (); (); (); 1.575474; 1.589325; 1.600787; 1.610319; 1.615584; 1.617681; 1.618799; 1.618989; 1.625556; 1.629474; 1.635003; 1.637184; 1.637007; 1.636346; 1.630685; 1.624149; 1.614729; 1.607088; 1.600192; 1.594015; 1.589734; 1.586074; 1.584046; 1.582522; 1.581464; 1.580253; 1.579654; 1.579399; 1.578915; 1.578636; 1.578087; 1.577839; 1.577868; 1.578629; 1.580858; 1.582869; 1.585129; 1.588325; 1.591608; 1.594990; 1.598166; 1.601160; 1.603398; 1.604642; 1.605481; 1.605813; 1.605663; 1.604775; 1.603153; 1.600930; 1.598706; 1.596631; 1.595649; 1.595339; 1.596183; 1.597870; 1.599762; 1.602274; 1.605566; 1.609017; 1.612442; 1.615681; 1.618068; 1.619963; 1.621355; 1.620357; 1.618172; 1.614564; 1.610186; 1.605264; 1.599119; 1.592385; 1.585546; 1.578574; 1.572935; 1.568802; 1.566282; 1.565081; 1.564353; 1.564864; 1.566355; 1.567523; 1.568637; 1.569325; 1.570677; 1.572863; 1.576736; 1.581165; 1.585498; 1.589073; 1.591437; 1.592833; 1.594263; 1.596128; 1.598434; 1.601125; 1.603894; 1.606507; 1.609256; 1.610845; 1.611753; 1.612277; 1.612356; 1.611565; 1.610353; 1.608921; 1.607134; 1.604356; 1.601290; 1.598056; 1.595048; 1.592798; 1.591467; 1.590715; 1.590031; 1.589083; 1.587495; 1.585917; 1.584503; 1.583234; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
20.7; 11:44:57; (); (); (); (); 1.646541; 1.648074; 1.648920; 1.649293; 1.649286; 1.648472; 1.647341; 1.646164; 1.646916; 1.646979; 1.645302; 1.642287; 1.639832; 1.638344; 1.636773; 1.635513; 1.634413; 1.632616; 1.630686; 1.628496; 1.626427; 1.624305; 1.622489; 1.619695; 1.617263; 1.615627; 1.614918; 1.614301; 1.613650; 1.612869; 1.611749; 1.610334; 1.608344; 1.605714; 1.603064; 1.600382; 1.598818; 1.598367; 1.598492; 1.598456; 1.598945; 1.598448; 1.597065; 1.594620; 1.592481; 1.590350; 1.588381; 1.587139; 1.587433; 1.588462; 1.590268; 1.592778; 1.595096; 1.597865; 1.601875; 1.605333; 1.608059; 1.610418; 1.612000; 1.612567; 1.612553; 1.612173; 1.610784; 1.608182; 1.605370; 1.601841; 1.597141; 1.591485; 1.585716; 1.580471; 1.575332; 1.569645; 1.565102; 1.561894; 1.559449; 1.558294; 1.558373; 1.559850; 1.562040; 1.564613; 1.567189; 1.570098; 1.572356; 1.574214; 1.575768; 1.577626; 1.579697; 1.581729; 1.583944; 1.585906; 1.586894; 1.587696; 1.588071; 1.588252; 1.587698; 1.587714; 1.587995; 1.588534; 1.590385; 1.590253; 1.589596; 1.588983; 1.588910; 1.588896; 1.589311; 1.591024; 1.591797; 1.594619; 1.595977; 1.598837; 1.600285; 1.601007; 1.601987; 1.601498; 1.603483; 1.604979; 1.606188; 1.607746; 1.608869; 1.609866; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
21.5; 11:45:06; (); (); (); (); 1.646541; 1.584690; 1.599291; 1.608939; 1.613732; 1.616288; 1.616075; 1.615740; 1.616270; 1.622820; 1.627225; 1.628429; 1.628906; 1.627851; 1.624593; 1.617518; 1.609655; 1.602995; 1.596412; 1.592110; 1.587726; 1.585710; 1.583705; 1.582423; 1.581645; 1.580915; 1.580522; 1.580404; 1.580343; 1.579858; 1.579252; 1.578621; 1.578000; 1.578206; 1.579476; 1.581940; 1.584728; 1.588008; 1.590939; 1.593940; 1.597094; 1.600122; 1.602411; 1.603763; 1.604558; 1.604738; 1.604805; 1.604163; 1.602844; 1.600649; 1.597956; 1.595524; 1.594504; 1.594196; 1.594882; 1.596923; 1.599225; 1.601854; 1.604786; 1.607822; 1.610962; 1.613693; 1.616545; 1.619581; 1.620865; 1.620203; 1.618431; 1.615585; 1.611792; 1.606251; 1.599616; 1.593041; 1.586587; 1.579572; 1.573896; 1.570268; 1.568470; 1.567216; 1.566218; 1.566881; 1.568225; 1.569331; 1.570157; 1.571111; 1.572566; 1.574607; 1.577948; 1.582135; 1.586687; 1.589969; 1.592286; 1.593940; 1.595602; 1.597319; 1.599222; 1.601812; 1.604497; 1.607471; 1.610297; 1.611788; 1.612777; 1.613185; 1.613041; 1.612201; 1.610689; 1.608742; 1.606656; 1.604070; 1.600833; 1.597576; 1.594792; 1.592441; 1.590843; 1.589920; 1.589241; 1.588447; 1.587278; 1.585743; 1.584199; 1.583221; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
22.2; 11:45:15; (); (); (); (); 1.644040; 1.646104; 1.647544; 1.648271; 1.648562; 1.647926; 1.647191; 1.646943; 1.648075; 1.648099; 1.646880; 1.644164; 1.641290; 1.639096; 1.637456; 1.635663; 1.634215; 1.632327; 1.630774; 1.628472; 1.626621; 1.624346; 1.622135; 1.619666; 1.617672; 1.616643; 1.616485; 1.616248; 1.616135; 1.615433; 1.614194; 1.612587; 1.609948; 1.606665; 1.603621; 1.600700; 1.599185; 1.598657; 1.598748; 1.598574; 1.598290; 1.597618; 1.596632; 1.594376; 1.592143; 1.589965; 1.588000; 1.587448; 1.588117; 1.589994; 1.592166; 1.594928; 1.597711; 1.600674; 1.603969; 1.607330; 1.610459; 1.612542; 1.614258; 1.615137; 1.615201; 1.614471; 1.613006; 1.610334; 1.606634; 1.602736; 1.598164; 1.593674; 1.589176; 1.582880; 1.576882; 1.571738; 1.566638; 1.562333; 1.559844; 1.558693; 1.558831; 1.559839; 1.561915; 1.564714; 1.567592; 1.570459; 1.571917; 1.573698; 1.575449; 1.576836; 1.578684; 1.580552; 1.582885; 1.585287; 1.586760; 1.587749; 1.588139; 1.588585; 1.588200; 1.588085; 1.588278; 1.589062; 1.591420; 1.590709; 1.590264; 1.589703; 1.589431; 1.589525; 1.589755; 1.591309; 1.592456; 1.595538; 1.597337; 1.599028; 1.600420; 1.600724; 1.601636; 1.600714; 1.602653; 1.604186; 1.605995; 1.607675; 1.608506; 1.609444; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
22.9; 11:45:23; (); (); (); (); 1.561928; 1.577028; 1.591035; 1.600546; 1.605800; 1.609336; 1.610856; 1.610627; 1.617914; 1.622887; 1.628157; 1.629943; 1.631587; 1.632043; 1.628544; 1.622737; 1.613362; 1.604749; 1.597895; 1.592447; 1.588636; 1.584991; 1.583212; 1.581066; 1.579843; 1.578654; 1.578216; 1.578118; 1.577803; 1.577700; 1.577122; 1.576744; 1.576678; 1.577321; 1.579272; 1.581994; 1.584636; 1.587289; 1.590183; 1.592950; 1.596007; 1.598553; 1.600578; 1.602273; 1.603321; 1.603636; 1.603547; 1.602932; 1.601277; 1.598828; 1.596203; 1.594089; 1.593335; 1.593353; 1.594240; 1.596170; 1.598901; 1.601743; 1.604867; 1.607966; 1.611263; 1.614543; 1.617770; 1.620275; 1.620707; 1.620171; 1.618018; 1.614461; 1.610827; 1.606218; 1.600532; 1.593654; 1.586721; 1.579951; 1.574512; 1.571514; 1.569828; 1.568628; 1.568172; 1.569357; 1.570953; 1.572601; 1.573648; 1.574409; 1.575679; 1.577452; 1.580175; 1.583594; 1.587870; 1.591515; 1.593471; 1.594887; 1.596361; 1.597952; 1.599840; 1.601920; 1.604508; 1.607363; 1.609502; 1.611169; 1.612399; 1.612822; 1.612775; 1.612103; 1.610696; 1.609154; 1.606835; 1.604242; 1.601579; 1.598374; 1.595375; 1.592803; 1.591119; 1.590136; 1.589405; 1.588504; 1.587175; 1.585499; 1.583965; 1.582776; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
23.7; 11:45:32; (); (); (); (); 1.645350; 1.646863; 1.648123; 1.648445; 1.648466; 1.648123; 1.647175; 1.646716; 1.647589; 1.647598; 1.646238; 1.643456; 1.641118; 1.639018; 1.637446; 1.635756; 1.634349; 1.632722; 1.631134; 1.629095; 1.627032; 1.624529; 1.622247; 1.619903; 1.618113; 1.617048; 1.616837; 1.616403; 1.616581; 1.616023; 1.614691; 1.613063; 1.610972; 1.607582; 1.604692; 1.602317; 1.600558; 1.599452; 1.599266; 1.598899; 1.598681; 1.597535; 1.596189; 1.594210; 1.592064; 1.589241; 1.587529; 1.586375; 1.587414; 1.588948; 1.591085; 1.593377; 1.595873; 1.598923; 1.602682; 1.605622; 1.608877; 1.611133; 1.612816; 1.613534; 1.614136; 1.613487; 1.612205; 1.609522; 1.606017; 1.602025; 1.597670; 1.592107; 1.586999; 1.581854; 1.576754; 1.571707; 1.567405; 1.563414; 1.561205; 1.560034; 1.560090; 1.561211; 1.563106; 1.566018; 1.568816; 1.571431; 1.574042; 1.576038; 1.577490; 1.578372; 1.580235; 1.582635; 1.585091; 1.586979; 1.588497; 1.589738; 1.590477; 1.590671; 1.590572; 1.590143; 1.590788; 1.591453; 1.593963; 1.593341; 1.592839; 1.591989; 1.591481; 1.591755; 1.592165; 1.593615; 1.593772; 1.595999; 1.596942; 1.599096; 1.601192; 1.601478; 1.602855; 1.601640; 1.603222; 1.604843; 1.606250; 1.607894; 1.608638; 1.609600; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
24.4; 11:45:41; (); (); (); (); 1.571020; 1.584930; 1.598276; 1.607101; 1.611490; 1.614805; 1.615866; 1.615350; 1.620136; 1.625551; 1.631144; 1.632472; 1.633137; 1.632200; 1.627949; 1.621680; 1.613464; 1.605269; 1.597776; 1.592708; 1.589233; 1.586200; 1.583777; 1.581781; 1.580957; 1.579894; 1.579420; 1.579016; 1.579079; 1.579066; 1.578663; 1.578460; 1.578543; 1.579371; 1.581741; 1.583810; 1.586168; 1.589236; 1.592436; 1.595548; 1.598012; 1.600621; 1.603052; 1.603817; 1.604201; 1.604459; 1.603865; 1.602774; 1.600794; 1.597984; 1.595685; 1.593754; 1.593002; 1.593027; 1.593943; 1.596041; 1.598945; 1.602194; 1.605589; 1.608715; 1.612082; 1.615082; 1.617747; 1.618795; 1.618534; 1.617307; 1.614772; 1.611073; 1.606652; 1.600308; 1.592530; 1.584383; 1.577456; 1.571026; 1.566034; 1.562376; 1.559533; 1.558183; 1.559171; 1.560521; 1.562068; 1.563518; 1.565321; 1.566716; 1.568941; 1.571437; 1.574375; 1.578786; 1.583841; 1.586940; 1.589478; 1.591635; 1.593526; 1.595172; 1.597371; 1.599967; 1.602748; 1.605525; 1.607714; 1.609392; 1.610877; 1.611396; 1.611093; 1.609539; 1.607861; 1.606042; 1.603807; 1.600659; 1.597398; 1.594162; 1.590907; 1.587954; 1.586305; 1.585498; 1.584469; 1.583461; 1.582120; 1.580330; 1.578597; 1.577948; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
