Roll Number; 0
Recipe Name; FP 4548_250 GSM
Start Time; 2018-03-08; 14:26:05
File Name; D:\Mahlo\TR\180308142605FP 4548_250 GSM0_XMF2.txt

10255.3; 14:26:17; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 5.627172; 5.541490; 5.208669; 4.914029; 4.635353; 4.430708; 4.255911; 4.083269; 3.888592; 3.650309; 3.379970; 3.114272; 2.850357; 2.620588; 2.391947; 2.131112; 1.968240; 1.970573; 1.973950; 1.977288; 1.980422; 1.984124; 1.987531; 1.990458; 1.993405; 1.996470; 1.998553; 1.999567; 1.999002; 1.996999; 1.993229; 1.988347; 1.983728; 1.979083; 1.972809; 1.966643; 1.960066; 1.952672; 1.946095; 1.940026; 1.933373; 1.928037; 1.923790; 1.920448; 1.918621; 1.918312; 1.919194; 1.920467; 1.921901; 1.923495; 1.926124; 1.929597; 1.933006; 1.937184; 1.942333; 1.947415; 1.952308; 1.957587; 1.962207; 1.966614; 1.971571; 1.976166; 1.980595; 1.984847; 1.989364; 1.994612; 2.001186; 2.008095; 2.014223; 2.019222; 2.023482; 2.026309; 2.027675; 2.028807; 2.029398; 2.030008; 2.031478; 2.030225; 2.028624; 2.026723; 2.024514; 2.021922; 2.020234; 2.019865; 2.018922; 2.017106; 2.015948; 2.015435; 2.014707; 2.013907; 2.012053; 2.009831; 2.011010; 2.014643; 2.017774; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
10268.1; 14:27:00; (); (); (); (); (); (); (); (); 2.036153; 2.039240; 2.036762; 2.032549; 2.029464; 2.026757; 2.024719; 2.023360; 2.022613; 2.022324; 2.021132; 2.020350; 2.019305; 2.018357; 2.015470; 2.008726; 2.001617; 2.000804; 2.000877; 1.999947; 1.997846; 1.996597; 1.995970; 1.995256; 1.995112; 1.994532; 1.993166; 1.992338; 1.991371; 1.989713; 1.988700; 1.988268; 1.986507; 1.985848; 1.986728; 1.988855; 1.989923; 1.990103; 1.989199; 1.987601; 1.985209; 1.981681; 1.976969; 1.973244; 1.973625; 1.974788; 1.975677; 1.976979; 1.976797; 1.975272; 1.973302; 1.971457; 1.970286; 1.969747; 1.969698; 1.969284; 1.968957; 1.968621; 1.964533; 1.958525; 1.953794; 1.951805; 1.950678; 1.949104; 1.947703; 1.948072; 1.947454; 1.944964; 1.943094; 1.943082; 1.944207; 1.944546; 1.944815; 1.948435; 1.951843; 1.951278; 1.947468; 1.943633; 1.941239; 1.938698; 1.934879; 1.932579; 1.932862; 1.931959; 1.926994; 1.921243; 1.916393; 1.909860; 1.900508; 1.893467; 1.889739; 1.889965; 1.891148; 1.894661; 1.899388; 1.903576; 1.906763; 1.909067; 1.912352; 1.918369; 1.927110; 1.937459; 1.947924; 1.960452; 1.972544; 1.979724; 1.984050; 1.987162; 1.986967; 1.983526; 1.979992; 1.979741; 1.980071; 1.980243; 1.979268; 1.976644; 1.973635; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
10270.3; 14:27:09; (); (); (); (); (); (); (); (); (); 1.888819; 1.895922; 1.904758; 1.910300; 1.912140; 1.912745; 1.913461; 1.915589; 1.918523; 1.920471; 1.922870; 1.924986; 1.925510; 1.924756; 1.923656; 1.921033; 1.917738; 1.914985; 1.912964; 1.912926; 1.914426; 1.916117; 1.917788; 1.919488; 1.920398; 1.921879; 1.925025; 1.928537; 1.932540; 1.936753; 1.940857; 1.944151; 1.945914; 1.947359; 1.947518; 1.946571; 1.946341; 1.947333; 1.948710; 1.949258; 1.949581; 1.948383; 1.946703; 1.945784; 1.946040; 1.948569; 1.952766; 1.955202; 1.957046; 1.959445; 1.962144; 1.964684; 1.966376; 1.968385; 1.971172; 1.972437; 1.974182; 1.975301; 1.974651; 1.972918; 1.970187; 1.967347; 1.965835; 1.965549; 1.966224; 1.967051; 1.967555; 1.968158; 1.968316; 1.967905; 1.967621; 1.967358; 1.968746; 1.971100; 1.973372; 1.975802; 1.977847; 1.980174; 1.982454; 1.983511; 1.983261; 1.982402; 1.982269; 1.981266; 1.978071; 1.974054; 1.968925; 1.962789; 1.955291; 1.946182; 1.937791; 1.932179; 1.926584; 1.919641; 1.913939; 1.909259; 1.904397; 1.899955; 1.897773; 1.899051; 1.904122; 1.910276; 1.919029; 1.927404; 1.934118; 1.939796; 1.943820; 1.945624; 1.947563; 1.950120; 1.953941; 1.957843; 1.961422; 1.966252; 1.970791; 1.971726; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
10272.7; 14:27:17; (); (); (); (); (); (); (); (); (); 1.926977; 1.928946; 1.934044; 1.939283; 1.942885; 1.944354; 1.944998; 1.946579; 1.950152; 1.956152; 1.963910; 1.969895; 1.975701; 1.981639; 1.986948; 1.991497; 1.994321; 1.997009; 1.999840; 2.001539; 2.003110; 2.004615; 2.005387; 2.003620; 1.998894; 1.993993; 1.990355; 1.986904; 1.983559; 1.981927; 1.980675; 1.976962; 1.971452; 1.965148; 1.959259; 1.957203; 1.957935; 1.958767; 1.958541; 1.958879; 1.959818; 1.960425; 1.961845; 1.962249; 1.961551; 1.960665; 1.960064; 1.959720; 1.959312; 1.958300; 1.955229; 1.949759; 1.945138; 1.942410; 1.940857; 1.939630; 1.938744; 1.935908; 1.933204; 1.932262; 1.933529; 1.937317; 1.942420; 1.948738; 1.954924; 1.960735; 1.966594; 1.972903; 1.977635; 1.980875; 1.984417; 1.987233; 1.988131; 1.987474; 1.986875; 1.987321; 1.986454; 1.983575; 1.979470; 1.974150; 1.968669; 1.963949; 1.958369; 1.950965; 1.943253; 1.934569; 1.925017; 1.917109; 1.912318; 1.908629; 1.904064; 1.899618; 1.897441; 1.895939; 1.895741; 1.896369; 1.897251; 1.899484; 1.903111; 1.908173; 1.916206; 1.925868; 1.938142; 1.946952; 1.951075; 1.954281; 1.956774; 1.957207; 1.956043; 1.956450; 1.957583; 1.958916; 1.960530; 1.961422; 1.959873; 1.955865; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
10275.0; 14:27:26; (); (); (); (); (); (); (); (); (); 1.934631; 1.940044; 1.943538; 1.946888; 1.949511; 1.950696; 1.951423; 1.954469; 1.957338; 1.960173; 1.963029; 1.965434; 1.967031; 1.967832; 1.968987; 1.969899; 1.969967; 1.970384; 1.970952; 1.971508; 1.972409; 1.974614; 1.977941; 1.981306; 1.984124; 1.986174; 1.987205; 1.987879; 1.988329; 1.987756; 1.987503; 1.986994; 1.985025; 1.980948; 1.977469; 1.974991; 1.971330; 1.967997; 1.965405; 1.962119; 1.959440; 1.957114; 1.954461; 1.951673; 1.949790; 1.949228; 1.949677; 1.950709; 1.952522; 1.954097; 1.955504; 1.957276; 1.959317; 1.961955; 1.965713; 1.968718; 1.971095; 1.974380; 1.978154; 1.981208; 1.983751; 1.986595; 1.989148; 1.991314; 1.994699; 1.998640; 2.000189; 1.999952; 1.997827; 1.993623; 1.990870; 1.989206; 1.987143; 1.985861; 1.985631; 1.986091; 1.987950; 1.990799; 1.993558; 1.994267; 1.993721; 1.993687; 1.993197; 1.993140; 1.992705; 1.989708; 1.985618; 1.980507; 1.974961; 1.969611; 1.962102; 1.952807; 1.942711; 1.932082; 1.923905; 1.916832; 1.911139; 1.908612; 1.907412; 1.907981; 1.910310; 1.915012; 1.920006; 1.924091; 1.927365; 1.929897; 1.933149; 1.936282; 1.939320; 1.943439; 1.948157; 1.951262; 1.952674; 1.954273; 1.956100; 1.956698; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
10277.4; 14:27:34; (); (); (); (); (); (); (); (); (); 1.930233; 1.930241; 1.930552; 1.931114; 1.932418; 1.933598; 1.933259; 1.931394; 1.930923; 1.931926; 1.934289; 1.937281; 1.940274; 1.943620; 1.947119; 1.950647; 1.954002; 1.957865; 1.962272; 1.965621; 1.969298; 1.974018; 1.979546; 1.984368; 1.988270; 1.989459; 1.989664; 1.989410; 1.988365; 1.987870; 1.987652; 1.985323; 1.981708; 1.977869; 1.974996; 1.972882; 1.971404; 1.970426; 1.969529; 1.968859; 1.968413; 1.966947; 1.965356; 1.962860; 1.957811; 1.953861; 1.951735; 1.950535; 1.948304; 1.944494; 1.940432; 1.936815; 1.932981; 1.928473; 1.924075; 1.921959; 1.921769; 1.922695; 1.925422; 1.928978; 1.932915; 1.936636; 1.939386; 1.943470; 1.948394; 1.951884; 1.954481; 1.956240; 1.957394; 1.957741; 1.956893; 1.953884; 1.947744; 1.942012; 1.937851; 1.934774; 1.932850; 1.930600; 1.927912; 1.924111; 1.919284; 1.915796; 1.914059; 1.913244; 1.912103; 1.908929; 1.905244; 1.903389; 1.902099; 1.899998; 1.896880; 1.895427; 1.895693; 1.897054; 1.899135; 1.901716; 1.904211; 1.904961; 1.905177; 1.906192; 1.909916; 1.915338; 1.921064; 1.928541; 1.934946; 1.938398; 1.941096; 1.943880; 1.944102; 1.943004; 1.942494; 1.943202; 1.945333; 1.947344; 1.951708; 1.956481; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
10279.7; 14:27:43; (); (); (); (); (); (); (); (); (); 1.910564; 1.910892; 1.913598; 1.915514; 1.916906; 1.918530; 1.919501; 1.918627; 1.916064; 1.913331; 1.911313; 1.909917; 1.910284; 1.910980; 1.910991; 1.911019; 1.911678; 1.912775; 1.915022; 1.916885; 1.916981; 1.917133; 1.919140; 1.923348; 1.930365; 1.936102; 1.940214; 1.942165; 1.944941; 1.948886; 1.952348; 1.954326; 1.955357; 1.954393; 1.954346; 1.955322; 1.956245; 1.956487; 1.955475; 1.953153; 1.951488; 1.951426; 1.952035; 1.951393; 1.950781; 1.950010; 1.949470; 1.950820; 1.953095; 1.955668; 1.958968; 1.960568; 1.960107; 1.959112; 1.959080; 1.958926; 1.959951; 1.961521; 1.962596; 1.962870; 1.963209; 1.962598; 1.961033; 1.960205; 1.958915; 1.957934; 1.959320; 1.962691; 1.966930; 1.971165; 1.974606; 1.977318; 1.980103; 1.982233; 1.985037; 1.989844; 1.996494; 2.002517; 2.006956; 2.010528; 2.013238; 2.013822; 2.012404; 2.009075; 2.004693; 1.998798; 1.992487; 1.986513; 1.981227; 1.974917; 1.966814; 1.958862; 1.950836; 1.941781; 1.935376; 1.928920; 1.923228; 1.920773; 1.919719; 1.918156; 1.917878; 1.916978; 1.915062; 1.915326; 1.917467; 1.918940; 1.920168; 1.919847; 1.919677; 1.918964; 1.919019; 1.918457; 1.916272; 1.914450; 1.914376; 1.915916; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
10282.1; 14:27:51; (); (); (); (); (); (); (); (); (); 1.901652; 1.905470; 1.911570; 1.916668; 1.920279; 1.921723; 1.922089; 1.922685; 1.924432; 1.925545; 1.926210; 1.928314; 1.930968; 1.932244; 1.932108; 1.932584; 1.931533; 1.929741; 1.927173; 1.925459; 1.924837; 1.925012; 1.925249; 1.925511; 1.927085; 1.929224; 1.930097; 1.930697; 1.932114; 1.934179; 1.937131; 1.941190; 1.944719; 1.949172; 1.953755; 1.957926; 1.961024; 1.963930; 1.967589; 1.970425; 1.971702; 1.972816; 1.973880; 1.975686; 1.980005; 1.983469; 1.984135; 1.983547; 1.982633; 1.982147; 1.982266; 1.982891; 1.983567; 1.984852; 1.986824; 1.988648; 1.989078; 1.988056; 1.986862; 1.983640; 1.979927; 1.977475; 1.975891; 1.973737; 1.970097; 1.966472; 1.962847; 1.958916; 1.954181; 1.948592; 1.943921; 1.941229; 1.939309; 1.935591; 1.932020; 1.928304; 1.922951; 1.918154; 1.916589; 1.917872; 1.920984; 1.924450; 1.926746; 1.928811; 1.930021; 1.930115; 1.930129; 1.930300; 1.932588; 1.936597; 1.940834; 1.947584; 1.953775; 1.955144; 1.954064; 1.950892; 1.947716; 1.946077; 1.945128; 1.944671; 1.945411; 1.948016; 1.951480; 1.954083; 1.955064; 1.955126; 1.952991; 1.949476; 1.946295; 1.945838; 1.947170; 1.948357; 1.949099; 1.949755; 1.951611; 1.952160; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
10284.4; 14:28:00; (); (); (); (); (); (); (); (); (); 1.923163; 1.927344; 1.931972; 1.935810; 1.938692; 1.940687; 1.942829; 1.945257; 1.946760; 1.947669; 1.947833; 1.948101; 1.949905; 1.951896; 1.952738; 1.952084; 1.950860; 1.949631; 1.947126; 1.944139; 1.941906; 1.939749; 1.936437; 1.932951; 1.930284; 1.927389; 1.923956; 1.919835; 1.918583; 1.918975; 1.918812; 1.917912; 1.916919; 1.917507; 1.920226; 1.922174; 1.923533; 1.926653; 1.929811; 1.933472; 1.939678; 1.946364; 1.953963; 1.960376; 1.964740; 1.969200; 1.973880; 1.977803; 1.980546; 1.981959; 1.983312; 1.984317; 1.984196; 1.982843; 1.979446; 1.974570; 1.968647; 1.963833; 1.959298; 1.952751; 1.948375; 1.946303; 1.943429; 1.940559; 1.939371; 1.938578; 1.937754; 1.938551; 1.942329; 1.948779; 1.956300; 1.961428; 1.963325; 1.965570; 1.970544; 1.976795; 1.981258; 1.986631; 1.992954; 1.997595; 2.001687; 2.004894; 2.005724; 2.003978; 2.001798; 2.000488; 1.999967; 2.000709; 1.999454; 1.992174; 1.984204; 1.979282; 1.975474; 1.970741; 1.966359; 1.963264; 1.961934; 1.961070; 1.959549; 1.957364; 1.957170; 1.958882; 1.959539; 1.961720; 1.967412; 1.971953; 1.972752; 1.971377; 1.969509; 1.968750; 1.967741; 1.966082; 1.965270; 1.966785; 1.969616; 1.970416; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
10286.8; 14:28:08; (); (); (); (); (); (); (); (); (); 1.935073; 1.935160; 1.934107; 1.933579; 1.931934; 1.930657; 1.930030; 1.929246; 1.928546; 1.928903; 1.929449; 1.931640; 1.932499; 1.932118; 1.931515; 1.932832; 1.936872; 1.941587; 1.945113; 1.949643; 1.955800; 1.960907; 1.965580; 1.970923; 1.975677; 1.980091; 1.982489; 1.983724; 1.984717; 1.984514; 1.983173; 1.981495; 1.980333; 1.981930; 1.984918; 1.985376; 1.985444; 1.985179; 1.983288; 1.980491; 1.979049; 1.979355; 1.981407; 1.983693; 1.987113; 1.991119; 1.994700; 1.998974; 2.001813; 2.003393; 2.005834; 2.008971; 2.011812; 2.012527; 2.012451; 2.011930; 2.010209; 2.007399; 2.005675; 2.004352; 2.003189; 2.001635; 1.999376; 1.997211; 1.993883; 1.989232; 1.985681; 1.983126; 1.981581; 1.979951; 1.978419; 1.978262; 1.978216; 1.976773; 1.972903; 1.968372; 1.963083; 1.955570; 1.949603; 1.945812; 1.942707; 1.938852; 1.935398; 1.932365; 1.928076; 1.923667; 1.919797; 1.916954; 1.914650; 1.912298; 1.909368; 1.906710; 1.904726; 1.902542; 1.899155; 1.895078; 1.891900; 1.890001; 1.889091; 1.890196; 1.894099; 1.897353; 1.899617; 1.902710; 1.905594; 1.907840; 1.909271; 1.911290; 1.913958; 1.915944; 1.918642; 1.921471; 1.923475; 1.925473; 1.927542; 1.927361; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
10289.1; 14:28:17; (); (); (); (); (); (); (); (); (); 1.936686; 1.941063; 1.943331; 1.942362; 1.940487; 1.939722; 1.940193; 1.940595; 1.939865; 1.938755; 1.938550; 1.938722; 1.937969; 1.936032; 1.934487; 1.934267; 1.934706; 1.937044; 1.941479; 1.945313; 1.947786; 1.948683; 1.948824; 1.949509; 1.950791; 1.951965; 1.951786; 1.950322; 1.949698; 1.950057; 1.949220; 1.947323; 1.945056; 1.942465; 1.941701; 1.941602; 1.942063; 1.943408; 1.946105; 1.948440; 1.951183; 1.956286; 1.962773; 1.969787; 1.975649; 1.981523; 1.988524; 1.995945; 2.002754; 2.008163; 2.012577; 2.015863; 2.018841; 2.021219; 2.022220; 2.019516; 2.014120; 2.007319; 2.001559; 1.995182; 1.989326; 1.984640; 1.980057; 1.975096; 1.971093; 1.968953; 1.967434; 1.965486; 1.963519; 1.961915; 1.962535; 1.965760; 1.969868; 1.974925; 1.980497; 1.985344; 1.989205; 1.992326; 1.996387; 2.000967; 2.004441; 2.006627; 2.008847; 2.009554; 2.006617; 2.001594; 1.994494; 1.985730; 1.977697; 1.970245; 1.962775; 1.955550; 1.950017; 1.943769; 1.936525; 1.928870; 1.921398; 1.914329; 1.911666; 1.913483; 1.918868; 1.925725; 1.932227; 1.937077; 1.940441; 1.942035; 1.941969; 1.938217; 1.934917; 1.933969; 1.935225; 1.938249; 1.940849; 1.942592; 1.942454; 1.941386; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
