Roll Number; 182
Recipe Name; B_R_B
Start Time; 2017-12-13; 17:14:58
File Name; D:\Mahlo\TR\171213171458B_R_B182_THICKNESS2.txt

10906.1; 17:15:09; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 0.597510; 0.601427; 0.608623; 0.608917; 0.606916; 0.605370; 0.606192; 0.608268; 0.609829; 0.613681; 0.616412; 0.616167; 0.621891; 0.623431; 0.625799; 0.625944; 0.623491; 0.620415; 0.621182; 0.624308; 0.627491; 0.629670; 0.633248; 0.636204; 0.637451; 0.640690; 0.645563; 0.645248; 0.648119; 0.650081; 0.651780; 0.652473; 0.650566; 0.657587; 0.659872; 0.658999; 0.658567; 0.653072; 0.652262; 0.650818; 0.648420; 0.650242; 0.650975; 0.651694; 0.652983; 0.653734; 0.655974; 0.657494; 0.649180; 0.650242; 0.655273; 0.660133; 0.666372; 0.666812; 0.666948; 0.667222; 0.665952; 0.664721; 0.663902; 0.664709; 0.666854; 0.669164; 0.671575; 0.673320; 0.675771; 0.675568; 0.672008; 0.668724; 0.668815; 0.674156; 0.676899; 0.678069; 0.683088; 0.681128; 0.678978; 0.679658; 0.681669; 0.684179; 0.687433; 0.683883; 0.681107; 0.681956; 0.684314; 0.682483; 0.680403; 0.680247; 0.680278; 0.677962; 0.681575; 0.682648; 0.682466; 0.681468; 0.679313; 0.679006; 0.680484; 0.683188; 0.685300; 0.685308; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
10909.2; 17:15:18; (); (); (); (); (); (); (); 0.618862; 0.616807; 0.615036; 0.613584; 0.614531; 0.616507; 0.617957; 0.620408; 0.625015; 0.629360; 0.629754; 0.633173; 0.636812; 0.634990; 0.628697; 0.631360; 0.632595; 0.632714; 0.631011; 0.630185; 0.630042; 0.630287; 0.629330; 0.627180; 0.625968; 0.623783; 0.618487; 0.617018; 0.620924; 0.623073; 0.626186; 0.629628; 0.633997; 0.638600; 0.640920; 0.644975; 0.649203; 0.651186; 0.649038; 0.653006; 0.660453; 0.668728; 0.673139; 0.674821; 0.676577; 0.673976; 0.672839; 0.672792; 0.672337; 0.672618; 0.665033; 0.661688; 0.658997; 0.658373; 0.657581; 0.657882; 0.654142; 0.649586; 0.645949; 0.647430; 0.647992; 0.650661; 0.654312; 0.656196; 0.653868; 0.655342; 0.659396; 0.665455; 0.671024; 0.669419; 0.663861; 0.665329; 0.670529; 0.675868; 0.678942; 0.681504; 0.678465; 0.672254; 0.668515; 0.669635; 0.672392; 0.671013; 0.670060; 0.670193; 0.668636; 0.669532; 0.666554; 0.662672; 0.660223; 0.654267; 0.652815; 0.653402; 0.656499; 0.660845; 0.664405; 0.662588; 0.662245; 0.660211; 0.654088; 0.652521; 0.652302; 0.653549; 0.653640; 0.652036; 0.653610; 0.651221; 0.648271; 0.646846; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
10911.7; 17:15:26; (); (); (); (); (); (); (); 0.615191; 0.617847; 0.620543; 0.621926; 0.623744; 0.625910; 0.626782; 0.627442; 0.632930; 0.636516; 0.636181; 0.633576; 0.638054; 0.637391; 0.636097; 0.635640; 0.634998; 0.629614; 0.626586; 0.625433; 0.623988; 0.622642; 0.622556; 0.620416; 0.617511; 0.617876; 0.624844; 0.625018; 0.625665; 0.627964; 0.629889; 0.630324; 0.636111; 0.642198; 0.645919; 0.648680; 0.651444; 0.655734; 0.658447; 0.660825; 0.664597; 0.665598; 0.667594; 0.670656; 0.670310; 0.670182; 0.672090; 0.669910; 0.664685; 0.662061; 0.661947; 0.661607; 0.658401; 0.656547; 0.658565; 0.658154; 0.654410; 0.655365; 0.654192; 0.654578; 0.654270; 0.651914; 0.658200; 0.664252; 0.666806; 0.667554; 0.667875; 0.668069; 0.671296; 0.670471; 0.669636; 0.671325; 0.667932; 0.667434; 0.668691; 0.671054; 0.671579; 0.662193; 0.660040; 0.659943; 0.661495; 0.666796; 0.672929; 0.673866; 0.673893; 0.673143; 0.674892; 0.679011; 0.680618; 0.681559; 0.683373; 0.687136; 0.694516; 0.697738; 0.699228; 0.698309; 0.693248; 0.688139; 0.684703; 0.685716; 0.685150; 0.680489; 0.677622; 0.675689; 0.676208; 0.676750; 0.677267; 0.678563; 0.671665; 0.665938; 0.664204; 0.665692; 0.665291; 0.665750; 0.663406; 0.664919; 0.669550; 0.672712; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
10914.2; 17:15:35; (); (); (); (); (); (); (); 0.637090; 0.638870; 0.638365; 0.637583; 0.633682; 0.632050; 0.633655; 0.638880; 0.645092; 0.642877; 0.635893; 0.637598; 0.637431; 0.637216; 0.639622; 0.635477; 0.631801; 0.628459; 0.626866; 0.627393; 0.624277; 0.621648; 0.619477; 0.618448; 0.621308; 0.622349; 0.621313; 0.619142; 0.616411; 0.615021; 0.614119; 0.615456; 0.617475; 0.618729; 0.619681; 0.620559; 0.619846; 0.620198; 0.620571; 0.620309; 0.624065; 0.624489; 0.626414; 0.628282; 0.626087; 0.628664; 0.630541; 0.632567; 0.635693; 0.639068; 0.643134; 0.644445; 0.642784; 0.641372; 0.641353; 0.640950; 0.645406; 0.648438; 0.648932; 0.650195; 0.651222; 0.652903; 0.652576; 0.652201; 0.655930; 0.658551; 0.657823; 0.658356; 0.660817; 0.661898; 0.659906; 0.655204; 0.652296; 0.653781; 0.658454; 0.658601; 0.656729; 0.658434; 0.661918; 0.661818; 0.661959; 0.662668; 0.663708; 0.664419; 0.663973; 0.666904; 0.673393; 0.678189; 0.678335; 0.674241; 0.674898; 0.676047; 0.676493; 0.674658; 0.669041; 0.665280; 0.665380; 0.665410; 0.664769; 0.665597; 0.667534; 0.662115; 0.658626; 0.659868; 0.662024; 0.662487; 0.666039; 0.660428; 0.656769; 0.663259; 0.667017; 0.669450; 0.671414; 0.672205; 0.671129; 0.666965; 0.667904; 0.667579; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
10916.6; 17:15:43; (); (); (); (); (); (); (); 0.606716; 0.612418; 0.615520; 0.620381; 0.625273; 0.627706; 0.626980; 0.624339; 0.625369; 0.629092; 0.633034; 0.636997; 0.639050; 0.636778; 0.635170; 0.635084; 0.636515; 0.639229; 0.638979; 0.639176; 0.640364; 0.642463; 0.646441; 0.646006; 0.642337; 0.639518; 0.640281; 0.639583; 0.638102; 0.638620; 0.638598; 0.634244; 0.630124; 0.625828; 0.621617; 0.618225; 0.618671; 0.619674; 0.623195; 0.628879; 0.636211; 0.640012; 0.646104; 0.651414; 0.654455; 0.659262; 0.664030; 0.666076; 0.670916; 0.674289; 0.675501; 0.675440; 0.675553; 0.676743; 0.675390; 0.671801; 0.671472; 0.671191; 0.672806; 0.673581; 0.671466; 0.669470; 0.669004; 0.666443; 0.666348; 0.669582; 0.671023; 0.670148; 0.670258; 0.672659; 0.674235; 0.673712; 0.671409; 0.668745; 0.666371; 0.666080; 0.667646; 0.669958; 0.671039; 0.672526; 0.674076; 0.676498; 0.677208; 0.676769; 0.677342; 0.676620; 0.676018; 0.680235; 0.681786; 0.682924; 0.684913; 0.687560; 0.687418; 0.688737; 0.687961; 0.683893; 0.676749; 0.679059; 0.678130; 0.675750; 0.675967; 0.677825; 0.675465; 0.674732; 0.676389; 0.676152; 0.672150; 0.671696; 0.669722; 0.668514; 0.669874; 0.673739; 0.672133; 0.671460; 0.673087; 0.673695; 0.670276; 0.668828; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
10919.1; 17:15:52; (); (); (); (); (); (); (); 0.621469; 0.624213; 0.634659; 0.638861; 0.640470; 0.640570; 0.641309; 0.641471; 0.638731; 0.641054; 0.647968; 0.654031; 0.657348; 0.656677; 0.657490; 0.659543; 0.658205; 0.650995; 0.646616; 0.641355; 0.637478; 0.635724; 0.632568; 0.628339; 0.624775; 0.622468; 0.621380; 0.621156; 0.619412; 0.617600; 0.616309; 0.615305; 0.614425; 0.620190; 0.627804; 0.633049; 0.637366; 0.645206; 0.656291; 0.659375; 0.659195; 0.656782; 0.652682; 0.653124; 0.652173; 0.653037; 0.656136; 0.660114; 0.656073; 0.651764; 0.646988; 0.642280; 0.638145; 0.634158; 0.631229; 0.628997; 0.630299; 0.636080; 0.639535; 0.643224; 0.644041; 0.643293; 0.644060; 0.649115; 0.657601; 0.667802; 0.674281; 0.673365; 0.674998; 0.679248; 0.685537; 0.689236; 0.690498; 0.690230; 0.691426; 0.691516; 0.692283; 0.693527; 0.685664; 0.677796; 0.671289; 0.668374; 0.674060; 0.673736; 0.679387; 0.684168; 0.687315; 0.688122; 0.685338; 0.685545; 0.686021; 0.685712; 0.685271; 0.689595; 0.689763; 0.690136; 0.691425; 0.687892; 0.686564; 0.679272; 0.674219; 0.671397; 0.672584; 0.676384; 0.675154; 0.669559; 0.663713; 0.659583; 0.657855; 0.653953; 0.650233; 0.648212; 0.646483; 0.645531; 0.645304; 0.642479; 0.635677; 0.627499; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
10921.6; 17:16:01; (); (); (); (); (); (); (); 0.606649; 0.607867; 0.615668; 0.620592; 0.623182; 0.625588; 0.626267; 0.628921; 0.631590; 0.634001; 0.634439; 0.634818; 0.635016; 0.636974; 0.638982; 0.640231; 0.642327; 0.639896; 0.637791; 0.636566; 0.634003; 0.635322; 0.632137; 0.630469; 0.633289; 0.637320; 0.638801; 0.638976; 0.640006; 0.641256; 0.641043; 0.641273; 0.642316; 0.642839; 0.643176; 0.647624; 0.651318; 0.655444; 0.657587; 0.657925; 0.657962; 0.657796; 0.658574; 0.659233; 0.659487; 0.660422; 0.660026; 0.657589; 0.656790; 0.657357; 0.656418; 0.650692; 0.648624; 0.647759; 0.646459; 0.644560; 0.642018; 0.643729; 0.645087; 0.645362; 0.644778; 0.642892; 0.643937; 0.646122; 0.648775; 0.652675; 0.659254; 0.662497; 0.664677; 0.666692; 0.668655; 0.669661; 0.667291; 0.665573; 0.666712; 0.669206; 0.667810; 0.667777; 0.667680; 0.664802; 0.660779; 0.658711; 0.659578; 0.660587; 0.661514; 0.663744; 0.669076; 0.673290; 0.676241; 0.676477; 0.675335; 0.678893; 0.684603; 0.688766; 0.692111; 0.693321; 0.690107; 0.685306; 0.684092; 0.682949; 0.680317; 0.679429; 0.681637; 0.680215; 0.678138; 0.678268; 0.682146; 0.674548; 0.667022; 0.663513; 0.661913; 0.661099; 0.662603; 0.662203; 0.661631; 0.661686; 0.657354; 0.650936; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
10924.0; 17:16:09; (); (); (); (); (); (); (); 0.622698; 0.623371; 0.625097; 0.626230; 0.624263; 0.624668; 0.627510; 0.630642; 0.635005; 0.637131; 0.634222; 0.633472; 0.629521; 0.625748; 0.626253; 0.626261; 0.625882; 0.625552; 0.624872; 0.622327; 0.621986; 0.616936; 0.613211; 0.611711; 0.610658; 0.614623; 0.617048; 0.619731; 0.623177; 0.622985; 0.623444; 0.621624; 0.621722; 0.626910; 0.633890; 0.631314; 0.633865; 0.635897; 0.635052; 0.635004; 0.633492; 0.633538; 0.636208; 0.639143; 0.640391; 0.641585; 0.646074; 0.648864; 0.645328; 0.643078; 0.644256; 0.645030; 0.644863; 0.646022; 0.647239; 0.645856; 0.647219; 0.647341; 0.646350; 0.649175; 0.651310; 0.652324; 0.653095; 0.653893; 0.656915; 0.663844; 0.670462; 0.676780; 0.680315; 0.682028; 0.687560; 0.690584; 0.693509; 0.697235; 0.698786; 0.702111; 0.700058; 0.699907; 0.699867; 0.692680; 0.687816; 0.680467; 0.674850; 0.673051; 0.669207; 0.667799; 0.666963; 0.665141; 0.662804; 0.660581; 0.660257; 0.659471; 0.658551; 0.659892; 0.666803; 0.667096; 0.670056; 0.672831; 0.673650; 0.677405; 0.682095; 0.682285; 0.681421; 0.679500; 0.677993; 0.677076; 0.679750; 0.682123; 0.683777; 0.683825; 0.685454; 0.685744; 0.686023; 0.686718; 0.686924; 0.681730; 0.680746; 0.681584; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
10926.5; 17:16:18; (); (); (); (); (); (); (); 0.623376; 0.629043; 0.623932; 0.623665; 0.624611; 0.625104; 0.626279; 0.626429; 0.625950; 0.624100; 0.621660; 0.623458; 0.628500; 0.630978; 0.633842; 0.635406; 0.633386; 0.635253; 0.635855; 0.637675; 0.641069; 0.638726; 0.638860; 0.640346; 0.642568; 0.643938; 0.640090; 0.636560; 0.637926; 0.638413; 0.635119; 0.629983; 0.631534; 0.636606; 0.636540; 0.634103; 0.637760; 0.641258; 0.642321; 0.642558; 0.642426; 0.644917; 0.647679; 0.647577; 0.647682; 0.651502; 0.656866; 0.655759; 0.651820; 0.650890; 0.651663; 0.650869; 0.650871; 0.652057; 0.653061; 0.654186; 0.657244; 0.655198; 0.658829; 0.664356; 0.667921; 0.672364; 0.677529; 0.678032; 0.679419; 0.681824; 0.684470; 0.683204; 0.682853; 0.682893; 0.681670; 0.683389; 0.690853; 0.685872; 0.681242; 0.677756; 0.672047; 0.669493; 0.668907; 0.664913; 0.658417; 0.652642; 0.653335; 0.651745; 0.650826; 0.653375; 0.652096; 0.648594; 0.650191; 0.651916; 0.654755; 0.656415; 0.655277; 0.654282; 0.657341; 0.661321; 0.662440; 0.661507; 0.662680; 0.663038; 0.662207; 0.663401; 0.665732; 0.667646; 0.663631; 0.656969; 0.652404; 0.652532; 0.656347; 0.655747; 0.656713; 0.662111; 0.661967; 0.662280; 0.662980; 0.661430; 0.655799; 0.648330; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
10929.0; 17:16:26; (); (); (); (); (); (); (); 0.650687; 0.650793; 0.649298; 0.646758; 0.645794; 0.648102; 0.647536; 0.651044; 0.654138; 0.653418; 0.648700; 0.646912; 0.641186; 0.635999; 0.633447; 0.631598; 0.629785; 0.629822; 0.633123; 0.635014; 0.632033; 0.629444; 0.621960; 0.617214; 0.621663; 0.627460; 0.630134; 0.631562; 0.633379; 0.639164; 0.645874; 0.649177; 0.650729; 0.649242; 0.648080; 0.651713; 0.654818; 0.664188; 0.669408; 0.669179; 0.671201; 0.673774; 0.678729; 0.681415; 0.678779; 0.675375; 0.674422; 0.671278; 0.670430; 0.673112; 0.671330; 0.668801; 0.663921; 0.661346; 0.659633; 0.653344; 0.649496; 0.647411; 0.649979; 0.651880; 0.649835; 0.649633; 0.651716; 0.653770; 0.657517; 0.657880; 0.657456; 0.660681; 0.662400; 0.662545; 0.666806; 0.669741; 0.670023; 0.666713; 0.662567; 0.662533; 0.664600; 0.666015; 0.664077; 0.660591; 0.661974; 0.666480; 0.665029; 0.663029; 0.664275; 0.668135; 0.666017; 0.663945; 0.666400; 0.668664; 0.669784; 0.667959; 0.670183; 0.672776; 0.670772; 0.673218; 0.674398; 0.673572; 0.670266; 0.665789; 0.662658; 0.663706; 0.662775; 0.660254; 0.659960; 0.662499; 0.662922; 0.660713; 0.659357; 0.659376; 0.654323; 0.652521; 0.653035; 0.656405; 0.661409; 0.661044; 0.662651; 0.663463; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
10931.5; 17:16:35; (); (); (); (); (); (); (); 0.607557; 0.612335; 0.618324; 0.622661; 0.624676; 0.625381; 0.625192; 0.627358; 0.629637; 0.630920; 0.630708; 0.633372; 0.633058; 0.634675; 0.636401; 0.634679; 0.631288; 0.628221; 0.628638; 0.630557; 0.632326; 0.631143; 0.626497; 0.624331; 0.624598; 0.626957; 0.630589; 0.634253; 0.635912; 0.636941; 0.640269; 0.644153; 0.648188; 0.646752; 0.644013; 0.646363; 0.651003; 0.655581; 0.661285; 0.668357; 0.668866; 0.667966; 0.669824; 0.672916; 0.673790; 0.668768; 0.666857; 0.663212; 0.663551; 0.665809; 0.665516; 0.664092; 0.662374; 0.657234; 0.651255; 0.651666; 0.650996; 0.648942; 0.646001; 0.646170; 0.650501; 0.652635; 0.652451; 0.654769; 0.657246; 0.656707; 0.656670; 0.656786; 0.658309; 0.659212; 0.656419; 0.653409; 0.653540; 0.653320; 0.652189; 0.651799; 0.647753; 0.652886; 0.654116; 0.652039; 0.650328; 0.648826; 0.649493; 0.651588; 0.653861; 0.658794; 0.665788; 0.670902; 0.675874; 0.682701; 0.688579; 0.693076; 0.695389; 0.696964; 0.701088; 0.707481; 0.713864; 0.714397; 0.713222; 0.712050; 0.710350; 0.709258; 0.707279; 0.702366; 0.697024; 0.694445; 0.692841; 0.684617; 0.679645; 0.671322; 0.661687; 0.658352; 0.657497; 0.657411; 0.657276; 0.656044; 0.650166; 0.645451; (); (); (); (); (); (); (); (); (); (); (); (); (); (); (); 
